,tag
1964,"opticians, optical goods, and eyeglasses"
1965,"florists supplies, nursery stock, and flowers"
1966,"cable, satellite, and other pay television and radio services"
1967,artist supply and craft shops
1968,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
1969,"books, periodicals, and newspapers"
1970,art dealers and galleries
1971,"furniture,  home furnishings and equipment shops, and manufacturers, except appliances"
1972,"computers, computer peripheral equipment, and software"
1973,"computers, computer peripheral equipment, and software"
1974,"gift, card, novelty, and souvenir shops"
1975,"lawn and garden supply outlets, including nurseries"
1976,telecom
1977,"computer programming , data processing,  and integrated systems design services"
1978,"gift, card, novelty, and souvenir shops"
1979,"stationery, office supplies and printing and writing paper"
1980,"cable, satellite, and other  pay television and radio services"
1981,"stationery, office supplies and printing and writing paper"
1982,artist supply and craft shops
1983,bicycle shops - sales and service
1984,"equipment, tool, furniture, and appliance rent al and leasing"
1985,"stationery, office supplies and printing and writing paper"
1986,"lawn and garden supply outlets, including nurseries"
1987,"florists supplies, nursery stock, and flowers"
1988,tent and awning shops
1989,"florists supplies, nursery stock, and flowers"
1990,health and beauty spas
1991,tent and awning shops
1992,"jewelry, watch, clock, and silverware shops"
1993,"watch, clock, and jewelry repair shops"
1994,"antique shops - sales, repairs, and restoration services"
1995,"antique shops - sales, repairs, and restoration services"
1996,artist supply and craft shops
1997,motor vehicle supplies and new parts
1998,artist supply and craft shops
1999,"computer programming , data processing, and integrated systems design services"
2000,shoe shops
2001,"opticians, optical goods, and eyeglasses"
2002,health and beauty spas
2003,"stationery, office supplies and printing and writing paper"
2004,"computers, computer peripheral equipment, and software"
2005,"computers, computer peripheral equipment, and software"
2006,bicycle shops - sales and service
2007,artist supply and craft shops
2008,"antique shops - sales, repairs, and restoration services"
2009,"books, periodicals, and newspapers"
2010,"books, periodicals, and newspapers"
2011,motor vehicle supplies and new parts
2012,health and beauty spas
2013,"watch, clock,  and jewelry repair shops"
2014,"watch, clock, and jewelry repair shops"
2015,"music shops - musical instruments, pianos, and sheet music"
2016,"gift, card, novelty, and souvenir shops"
2017,"equipment, tool, furniture, and appliance rent al and leasing"
2018,"cable, satellite, and other pay television and radio services"
2019,health and beauty spas
2020,tent and awning  shops
2021,"music shops - musical instruments, pianos, and sheet music"
2022,shoe shops
2023,bicycle shops - sales and service
2024,"equipment, tool, furniture, and appliance rent al and leasing"
2025,"gift, card, novelty, and souvenir shops"
2026,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2027,tent and awning shops
2028,motor vehicle supplies and new parts
2029,telecom
2030,"antique shops - sales, repairs, and restoration services"
2031,"hobby, toy and game shops"
2032,bicycle shops - sales and service
2033,"stationery, office supplies and printing and writing paper"
2034,"computer programming , data processing, and integrated systems design services"
2035,"lawn and garden supply outlets, including nurseries"
2036,motor vehicle supplies and new parts
2037,"watch, clock, and jewelry repair shops"
2038,bicycle shops - sales and service
2039,"opticians, optical goods, and eyeglasses"
2040,"computer programming , data processing, and integrated systems design services"
2041,"florists supplies, nursery stock, and flowers"
2042,"computer programming , data processing, and integrated systems design services"
2043,"jewelry, watch, clock, and silverware shops"
2044,"computer programming , data processing, and integrated systems design services"
2045,"computer programming , data processing, and integrated systems design services"
2046,"computer programming , data processing, and integrated systems design services"
2047,"computer programming , data processing, and integrated systems design services"
2048,"hobby, toy and game shops"
2049,"gift, card, novelty, and souvenir shops"
2050,"equipment, tool, furniture, and appliance rent al and leasing"
2051,"books, periodicals, and newspapers"
2052,"books, periodicals, and newspapers"
2053,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2054,"equipment, tool, furniture, and appliance rent al and leasing"
2055,"hobby, toy and game shops"
2056,"stationery, office supplies and printing and writing paper"
2057,"gift, card, novelty, and souvenir shops"
2058,"music shops - musical instruments, pianos, and sheet music"
2059,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2060,"antique shops - sales, repairs, and restoration services"
2061,telecom
2062,"cable, satellite, and other pay television and radio services"
2063,"gift, card, novelty, and souvenir shops"
2064,"opticians, optical goods, and eyeglasses"
2065,tent and awning shops
2066,health and beauty spas
2067,"jewelry, watch, clock, and silverware shops"
2068,bicycle shops - sales and service
2069,"florists supplies, nursery stock, and flowers"
2070,"stationery, office supplies and printing and writing paper"
2071,"florists supplies, nursery stock, and flowers"
2072,"books, periodicals, and newspapers"
2073,"books, periodicals, and newspapers"
2074,artist supply and craft shops
2075,art dealers and galleries
2076,tent and awning shops
2077,health and beauty spas
2078,"stationery, office supplies and printing and writing paper"
2079,"digital goods: books, movies, music"
2080,"music shops - musical instruments, pianos, and sheet music"
2081,shoe shops
2082,motor vehicle supplies and new parts
2083,tent and awning shops
2084,"opticians, optical goods, and eyeglasses"
2085,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2086,"digital goods: books, movies, music"
2087,"cable, satellite, and other pay television and radio services"
2088,"computer programming , data processing, and integrated systems design services"
2089,"music shops - musical instruments, pianos, and sheet music"
2090,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2091,"florists supplies, nursery stock, and flowers"
2092,telecom
2093,"stationery, office supplies and printing and writing paper"
2094,"stationery, office  supplies and printing and writing paper"
2095,"music shops - musical instruments, pianos, and sheet music"
2096,"music shops - musical instruments, pianos, and sheet music"
2097,"stationery, office supplies and printing and writing paper"
2098,telecom
2099,bicycle shops - sales and service
2100,"cable, satellite, and other pay television and radio services"
2101,"computers, computer peripheral equipment, and software"
2102,"watch, clock, and jewelry repair shops"
2103,"digital goods:  books, movies, music"
2104,bicycle shops - sales and service
2105,"lawn and garden supply outlets, including nurseries"
2106,"computer programming , data processing, and integrated systems design services"
2107,shoe shops
2108,"hobby, toy and game shops"
2109,"digital goods: books, movies, music"
2110,motor vehicle supplies and new parts
2111,bicycle shops - sales and service
2112,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2113,"watch, clock, and jewelry repair shops"
2114,"equipment, tool, furniture, and appliance rent al and leasing"
2115,"antique shops - sales, repairs, and restoration services"
2116,motor vehicle supplies and new parts
2117,motor vehicle supplies and new parts
2118,"equipment, tool, furniture, and appliance rent al and leasing"
2119,"hobby, toy and game shops"
2120,"florists supplies, nursery stock, and flowers"
2121,"digital goods: books, movies, music"
2122,shoe shops
2123,artist supply and craft shops
2124,"watch, clock, and jewelry repair shops"
2125,"cable, satellite, and other pay television and radio services"
2126,health and beauty spas
2127,"antique shops - sales, repairs, and restoration services"
2128,"music shops -  musical instruments, pianos, and sheet music"
2129,"opticians, optical goods, and eyeglasses"
2130,telecom
2131,"hobby, toy and game shops"
2132,"lawn and garden supply outlets, including nurseries"
2133,shoe shops
2134,"jewelry, watch, clock, and silverware shops"
2135,"computers, computer peripheral equipment, and software"
2136,"books, periodicals, and newspapers"
2137,"watch, clock, and jewelry repair shops"
2138,"stationery, office supplies and printing and writing paper"
2139,art dealers and galleries
2140,"cable, satellite, and other pay television and  radio services"
2141,"computers, computer peripheral equipment, and software"
2142,"florists supplies, nursery stock, and flowers"
2143,"computers, computer peripheral equipment, and software"
2144,"cable, satellite, and other pay television and radio services"
2145,"digital goods: books, movies, music"
2146,tent and awning shops
2147,tent and awning shops
2148,"books, periodicals, and newspapers"
2149,art dealers and galleries
2150,"stationery, office supplies and printing and writing paper"
2151,bicycle shops - sales and service
2152,"gift, card, novelty, and souvenir shops"
2153,"opticians, optical goods, and eyeglasses"
2154,"watch, clock, and jewelry repair shops"
2155,"opticians, optical goods, and eyeglasses"
2156,"gift, card, novelty, and souvenir shops"
2157,health and beauty spas
2158,"florists supplies, nursery stock, and flowers"
2159,bicycle shops - sales and service
2160,"hobby, toy and game shops"
2161,"watch, clock, and jewelry repair shops"
2162,"equipment, tool, furniture, and appliance rent al and  leasing"
2163,"equipment, tool, furniture, and appliance rent al and leasing"
2164,"digital goods: books, movies, music"
2165,"stationery, office supplies and printing and writing paper"
2166,"stationery, office supplies and printing and writing paper"
2167,health and beauty spas
2168,"hobby, toy and game shops"
2169,tent and awning shops
2170,tent and awning shops
2171,"jewelry, watch, clock, and silverware shops"
2172,"opticians, optical goods, and eyeglasses"
2173,"watch, clock, and jewelry repair shops"
2174,tent and awning shops
2175,artist supply and craft shops
2176,shoe shops
2177,"computers, computer peripheral equipment, and software"
2178,artist supply and craft shops
2179,"equipment, tool, furniture, and appliance rent al and leasing"
2180,tent and  awning shops
2181,"music shops - musical instruments, pianos, and sheet music"
2182,"gift, card, novelty, and souvenir shops"
2183,shoe shops
2184,artist supply and craft shops
2185,health and beauty spas
2186,"hobby, toy  and game shops"
2187,"florists supplies, nursery stock, and flowers"
2188,"digital goods: books, movies, music"
2189,"florists supplies, nursery stock, and flowers"
2190,motor vehicle supplies and new parts
2191,bicycle shops - sales and service
2192,art dealers and galleries
2193,"computer programming , data processing, and integrated systems design services"
2194,shoe shops
2195,"watch, clock, and jewelry repair shops"
2196,"jewelry, watch, clock, and silverware shops"
2197,"stationery, office supplies and printing and writing paper"
2198,art dealers and galleries
2199,"digital goods: books, movies, music"
2200,shoe shops
2201,artist supply and  craft shops
2202,"hobby, toy and game shops"
2203,"computer programming , data processing, and integrated systems design services"
2204,"gift, card, novelty, and souvenir shops"
2205,motor vehicle supplies and new parts
2206,"opticians, optical goods, and eyeglasses"
2207,"gift, card, novelty, and souvenir shops"
2208,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2209,"books, periodicals, and newspapers"
2210,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2211,"lawn and garden supply outlets, including nurseries"
2212,"computers, computer peripheral equipment, and software"
2213,"computer programming , data processing, and integrated systems design services"
2214,motor vehicle supplies and new parts
2215,telecom
2216,"watch, clock, and jewelry repair shops"
2217,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2218,"equipment, tool, furniture, and appliance rent al and leasing"
2219,"jewelry, watch, clock, and silverware shops"
2220,"digital goods: books, movies, music"
2221,art dealers and galleries
2222,"opticians, optical goods, and eyeglasses"
2223,"lawn and garden supply outlets, including nurseries"
2224,bicycle shops - sales and service
2225,motor vehicle supplies and new parts
2226,"florists supplies, nursery stock, and flowers"
2227,"equipment, tool, furniture, and appliance rent  al and leasing"
2228,telecom
2229,health and beauty spas
2230,"gift, card, novelty, and souvenir shops"
2231,"music shops - musical instruments, pianos, and sheet music"
2232,motor vehicle supplies and new parts
2233,"digital goods: books, movies, music"
2234,"stationery, office supplies and printing and writing paper"
2235,"equipment, tool, furniture, and appliance rent al and leasing"
2236,motor vehicle supplies and new parts
2237,"books, periodicals, and newspapers"
2238,health and beauty spas
2239,"florists supplies, nursery stock, and flowers"
2240,motor vehicle supplies and new parts
2241,"antique shops - sales, repairs, and restoration services"
2242,"lawn and garden supply outlets, including nurseries"
2243,"stationery, office supplies and printing and writing paper"
2244,"cable, satellite, and other pay television and radio services"
2245,telecom
2246,tent and awning shops
2247,"lawn and garden supply outlets, including nurseries"
2248,shoe shops
2249,"watch, clock, and jewelry repair shops"
2250,"florists supplies, nursery stock, and flowers"
2251,health and beauty spas
2252,"music shops - musical  instruments, pianos, and sheet music"
2253,"music shops -  musical instruments, pianos, and sheet music"
2254,artist supply and craft shops
2255,"computer programming , data processing, and integrated systems design services"
2256,artist supply and craft shops
2257,artist supply and craft shops
2258,"computer programming , data processing, and integrated systems design services"
2259,shoe shops
2260,"cable, satellite, and other pay television and radio services"
2261,"lawn and garden supply outlets, including nurseries"
2262,art dealers and galleries
2263,"watch, clock, and jewelry repair shops"
2264,"opticians, optical goods,  and eyeglasses"
2265,"stationery, office supplies and printing and writing paper"
2266,shoe shops
2267,shoe shops
2268,"computer programming , data processing, and integrated systems design services"
2269,"lawn and garden supply outlets, including nurseries"
2270,bicycle shops - sales and service
2271,"opticians, optical goods, and eyeglasses"
2272,"lawn and garden supply outlets, including nurseries"
2273,telecom
2274,"cable, satellite, and other pay television and radio services"
2275,"antique shops - sales, repairs, and restoration services"
2276,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2277,"opticians, optical goods, and eyeglasses"
2278,artist supply and craft shops
2279,art dealers and galleries
2280,"lawn and garden supply outlets, including nurseries"
2281,shoe shops
2282,"digital goods: books, movies, music"
2283,health and beauty spas
2284,health and beauty spas
2285,tent and awning shops
2286,"computer programming , data processing, and integrated systems design services"
2287,"gift, card, novelty, and souvenir shops"
2288,"equipment, tool, furniture, and appliance rent al and leasing"
2289,"opticians, optical goods, and eyeglasses"
2290,shoe shops
2291,motor vehicle supplies and new parts
2292,motor vehicle supplies and new parts
2293,"gift, card, novelty, and souvenir shops"
2294,"stationery, office supplies and printing and writing paper"
2295,shoe shops
2296,shoe shops
2297,bicycle shops - sales and service
2298,"florists supplies, nursery stock, and flowers"
2299,artist supply and craft shops
2300,telecom
2301,"equipment, tool, furniture, and appliance rent al and leasing"
2302,bicycle shops -  sales and service
2303,"cable, satellite, and other pay television and radio services"
2304,"cable, satellite, and other pay television and radio services"
2305,bicycle shops - sales and service
2306,telecom
2307,"hobby, toy and game shops"
2308,shoe shops
2309,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2310,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2311,"gift, card, novelty, and souvenir shops"
2312,tent and awning shops
2313,"stationery, office supplies and printing and writing paper"
2314,"florists supplies, nursery stock, and flowers"
2315,tent and awning shops
2316,shoe shops
2317,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2318,motor vehicle supplies and new parts
2319,art dealers and galleries
2320,"computers, computer peripheral equipment, and software"
2321,"books, periodicals, and newspapers"
2322,health and beauty spas
2323,"stationery, office supplies and printing and writing paper"
2324,shoe shops
2325,"gift, card, novelty, and souvenir shops"
2326,motor vehicle supplies and new parts
2327,"antique shops - sales, repairs, and restoration services"
2328,motor vehicle supplies and new parts
2329,telecom
2330,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2331,motor vehicle supplies and new parts
2332,tent and awning shops
2333,motor vehicle supplies and new parts
2334,"cable, satellite, and other pay television and radio services"
2335,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2336,"computer programming , data processing, and integrated systems design services"
2337,"cable, satellite, and other pay television and radio services"
2338,"equipment, tool, furniture, and appliance rent al and leasing"
2339,"computer programming , data processing, and integrated systems design services"
2340,"books, periodicals, and newspapers"
2341,health and beauty spas
2342,"gift, card, novelty, and souvenir shops"
2343,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2344,bicycle shops - sales and service
2345,"watch, clock, and jewelry repair shops"
2346,"opticians, optical goods, and eyeglasses"
2347,health and beauty spas
2348,"gift, card, novelty, and souvenir shops"
2349,"hobby, toy and game shops"
2350,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2351,motor vehicle supplies and new parts
2352,shoe shops
2353,"lawn and garden supply outlets, including nurseries"
2354,"digital goods: books, movies, music"
2355,"equipment, tool, furniture, and appliance rent al and leasing"
2356,motor vehicle supplies and new parts
2357,"digital goods: books, movies, music"
2358,motor vehicle supplies and new parts
2359,"florists supplies, nursery stock, and flowers"
2360,"music shops - musical instruments, pianos, and sheet music"
2361,bicycle shops - sales and service
2362,"music shops - musical instruments, pianos, and sheet music"
2363,tent and awning shops
2364,"jewelry, watch, clock, and  silverware shops"
2365,telecom
2366,"computers, computer peripheral equipment, and software"
2367,"antique shops - sales, repairs, and restoration services"
2368,"gift, card, novelty, and souvenir shops"
2369,health and beauty spas
2370,"equipment, tool, furniture, and appliance rent al and leasing"
2371,health and beauty spas
2372,"watch, clock, and jewelry repair shops"
2373,"opticians, optical goods, and eyeglasses"
2374,tent and awning shops
2375,"computers, computer peripheral equipment, and software"
2376,tent and awning shops
2377,"antique shops - sales, repairs, and restoration services"
2378,telecom
2379,"equipment, tool, furniture, and appliance rent al and leasing"
2380,"computers, computer peripheral equipment, and software"
2381,motor vehicle supplies and new parts
2382,"watch, clock, and jewelry repair shops"
2383,"cable, satellite, and other pay television and radio services"
2384,"opticians, optical goods, and eyeglasses"
2385,artist supply and craft shops
2386,artist supply and craft shops
2387,"hobby, toy and game shops"
2388,"opticians, optical goods, and eyeglasses"
2389,"florists supplies, nursery stock, and flowers"
2390,"hobby, toy and game shops"
2391,artist supply and craft shops
2392,"digital goods: books, movies, music"
2393,"opticians, optical goods, and eyeglasses"
2394,"florists supplies, nursery stock, and flowers"
2395,tent and awning shops
2396,"computer programming , data processing, and integrated systems design services"
2397,"equipment, tool, furniture, and appliance rent al and leasing"
2398,"music shops - musical instruments, pianos, and sheet music"
2399,"hobby, toy and game shops"
2400,"gift, card, novelty, and souvenir shops"
2401,"watch, clock, and jewelry repair  shops"
2402,"digital goods: books, movies, music"
2403,"music shops - musical instruments, pianos, and sheet music"
2404,"florists supplies, nursery stock, and flowers"
2405,"computer programming , data processing, and integrated systems design services"
2406,tent and awning shops
2407,artist supply and craft shops
2408,"florists supplies, nursery stock, and flowers"
2409,"cable, satellite, and other pay television and radio services"
2410,motor vehicle supplies and new parts
2411,"gift, card, novelty, and souvenir shops"
2412,"books, periodicals, and newspapers"
2413,bicycle shops - sales and service
2414,"books, periodicals, and newspapers"
2415,"opticians, optical goods, and eyeglasses"
2416,"books, periodicals, and newspapers"
2417,"books, periodicals, and newspapers"
2418,"watch, clock, and jewelry repair shops"
2419,health and beauty spas
2420,"gift, card, novelty, and souvenir shops"
2421,"computer programming , data processing, and integrated systems design services"
2422,motor vehicle supplies and new parts
2423,art dealers and galleries
2424,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2425,artist supply and craft shops
2426,health and beauty spas
2427,"gift, card, novelty, and souvenir shops"
2428,telecom
2429,"computer programming , data processing, and integrated systems design services"
2430,"lawn and garden supply outlets, including nurseries"
2431,"digital goods: books, movies, music"
2432,"antique shops - sales, repairs, and restoration services"
2433,"computers, computer peripheral equipment, and software"
2434,"cable, satellite, and other pay television and radio services"
2435,"jewelry, watch, clock, and silverware shops"
2436,"furniture, home furnishings  and equipment shops, and manufacturers, except appliances"
2437,artist supply  and craft shops
2438,"gift, card, novelty, and souvenir shops"
2439,tent and awning shops
2440,shoe shops
2441,artist supply and craft shops
2442,"books, periodicals, and newspapers"
2443,"music shops - musical instruments, pianos, and sheet  music"
2444,"books, periodicals, and newspapers"
2445,"digital goods: books, movies, music"
2446,"music shops - musical instruments, pianos, and sheet music"
2447,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2448,motor vehicle supplies and new parts
2449,bicycle shops - sales and service
2450,motor vehicle supplies and new parts
2451,artist supply and craft shops
2452,bicycle shops - sales and service
2453,bicycle shops - sales and service
2454,"computer programming , data processing, and integrated systems design services"
2455,"computers, computer peripheral equipment, and software"
2456,shoe shops
2457,"computer programming , data processing, and integrated systems design services"
2458,motor vehicle supplies and new parts
2459,"jewelry, watch, clock, and silverware shops"
2460,"watch, clock, and jewelry repair shops"
2461,"computer programming , data processing, and integrated systems design services"
2462,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2463,"gift, card, novelty, and souvenir shops"
2464,"computer programming , data processing, and integrated systems design services"
2465,"music shops - musical instruments, pianos, and sheet music"
2466,artist supply and craft shops
2467,"stationery, office supplies and printing and writing paper"
2468,"books, periodicals, and newspapers"
2469,"music shops - musical instruments, pianos, and sheet music"
2470,"digital goods: books, movies, music"
2471,"lawn and garden supply outlets, including nurseries"
2472,"equipment, tool, furniture, and appliance rent al and leasing"
2473,"stationery, office supplies and printing and writing paper"
2474,"antique shops - sales, repairs, and restoration services"
2475,"stationery, office supplies and printing and writing paper"
2476,"opticians, optical goods, and eyeglasses"
2477,"opticians, optical goods, and eyeglasses"
2478,"jewelry, watch, clock, and silverware shops"
2479,"furniture, home furnishings and equipment  shops, and manufacturers, except appliances"
2480,"lawn and garden supply outlets, including nurseries"
2481,shoe shops
2482,"cable, satellite, and other pay television and radio services"
2483,"antique shops - sales, repairs, and restoration services"
2484,"jewelry, watch, clock, and  silverware shops"
2485,"stationery, office supplies and printing and writing paper"
2486,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2487,"cable, satellite, and other pay television and radio services"
2488,"music shops - musical instruments, pianos, and sheet music"
2489,art dealers and galleries
2490,"florists supplies, nursery stock, and flowers"
2491,health and beauty spas
2492,"computers, computer peripheral equipment, and software"
2493,"equipment, tool, furniture, and appliance rent al and leasing"
2494,bicycle shops - sales and service
2495,"digital goods: books, movies, music"
2496,"watch, clock, and jewelry repair shops"
2497,"cable, satellite, and other pay television and radio services"
2498,"digital goods: books, movies, music"
2499,"gift, card, novelty, and souvenir shops"
2500,"florists supplies, nursery stock, and flowers"
2501,artist supply and craft shops
2502,"digital goods: books, movies, music"
2503,"computer programming , data processing, and integrated systems design services"
2504,shoe shops
2505,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2506,"jewelry, watch, clock, and silverware shops"
2507,"hobby, toy and game shops"
2508,"books, periodicals, and newspapers"
2509,"watch, clock, and jewelry repair shops"
2510,"stationery, office supplies and printing and writing paper"
2511,art dealers and galleries
2512,"gift, card, novelty, and souvenir shops"
2513,"digital goods: books, movies, music"
2514,"music shops - musical instruments, pianos, and sheet music"
2515,"stationery, office supplies and printing and writing paper"
2516,"cable, satellite, and other pay television and radio services"
2517,health and beauty spas
2518,"jewelry, watch, clock, and silverware shops"
2519,tent and awning shops
2520,"digital goods: books, movies, music"
2521,bicycle shops - sales and service
2522,"watch, clock, and jewelry repair shops"
2523,"cable, satellite, and other pay television and radio services"
2524,shoe shops
2525,tent and awning shops
2526,"watch, clock, and jewelry repair shops"
2527,"computers, computer peripheral equipment, and software"
2528,artist supply and craft shops
2529,"equipment, tool, furniture, and appliance rent al and leasing"
2530,"lawn and garden supply outlets, including nurseries"
2531,art dealers and galleries
2532,"florists supplies, nursery stock, and flowers"
2533,motor vehicle supplies and new parts
2534,"digital goods: books, movies, music"
2535,"cable, satellite, and other pay television and radio services"
2536,artist supply and craft shops
2537,tent and awning shops
2538,tent  and awning shops
2539,"florists supplies, nursery stock, and flowers"
2540,"digital goods: books, movies, music"
2541,"computer programming , data processing, and integrated systems design services"
2542,motor vehicle supplies and new parts
2543,shoe shops
2544,"music shops - musical instruments, pianos, and sheet music"
2545,"books, periodicals, and newspapers"
2546,"equipment, tool, furniture, and appliance rent al and leasing"
2547,telecom
2548,"digital goods: books, movies, music"
2549,"cable, satellite, and other pay television and radio services"
2550,bicycle shops - sales and service
2551,"watch, clock, and jewelry repair shops"
2552,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2553,"computer programming , data processing, and integrated systems design services"
2554,shoe shops
2555,"gift, card, novelty, and souvenir shops"
2556,"stationery,  office supplies and printing and writing paper"
2557,shoe shops
2558,"hobby, toy and game shops"
2559,"computer programming , data processing, and integrated systems design services"
2560,"stationery, office supplies and printing and writing paper"
2561,"opticians, optical goods, and eyeglasses"
2562,"books, periodicals, and newspapers"
2563,"opticians, optical goods, and eyeglasses"
2564,"books, periodicals, and newspapers"
2565,"opticians, optical  goods, and eyeglasses"
2566,"lawn and garden supply outlets, including nurseries"
2567,"books, periodicals, and newspapers"
2568,"music shops - musical instruments, pianos, and sheet music"
2569,"lawn and garden supply outlets, including nurseries"
2570,"digital goods: books, movies, music"
2571,"jewelry, watch, clock, and silverware shops"
2572,"stationery, office supplies and printing and writing paper"
2573,health and beauty spas
2574,"lawn and garden supply outlets, including nurseries"
2575,health and beauty spas
2576,art dealers and galleries
2577,bicycle shops - sales and service
2578,bicycle shops - sales and service
2579,"music shops - musical instruments, pianos, and sheet music"
2580,"lawn and garden supply outlets, including nurseries"
2581,bicycle shops - sales and service
2582,"computer programming , data processing, and integrated systems design services"
2583,"lawn and garden supply outlets, including nurseries"
2584,"gift, card, novelty, and souvenir shops"
2585,"lawn and garden supply  outlets, including nurseries"
2586,"opticians, optical goods, and eyeglasses"
2587,motor vehicle supplies and new parts
2588,"computers, computer peripheral equipment, and software"
2589,"cable, satellite, and other pay television and radio services"
2590,"computer programming , data processing, and integrated systems design services"
2591,"cable, satellite, and other pay television and radio services"
2592,shoe shops
2593,"florists supplies, nursery stock, and flowers"
2594,"gift, card, novelty, and souvenir shops"
2595,"gift, card, novelty, and souvenir shops"
2596,"computers, computer peripheral equipment, and software"
2597,"digital goods: books, movies, music"
2598,"opticians, optical goods, and eyeglasses"
2599,"hobby, toy and game shops"
2600,"equipment, tool, furniture, and appliance rent al and leasing"
2601,"computer programming , data processing, and integrated systems design services"
2602,"cable, satellite, and other pay television and radio services"
2603,"florists supplies, nursery stock, and flowers"
2604,"computers, computer peripheral equipment, and software"
2605,health and beauty spas
2606,telecom
2607,artist supply and craft shops
2608,"cable, satellite, and other pay television and radio services"
2609,"computers, computer peripheral equipment, and software"
2610,"cable, satellite, and other pay television and radio services"
2611,tent and awning shops
2612,"florists supplies, nursery stock, and flowers"
2613,shoe shops
2614,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2615,"cable, satellite, and other pay television and radio services"
2616,tent and awning shops
2617,"lawn and garden supply outlets, including nurseries"
2618,health and beauty spas
2619,artist supply and craft shops
2620,"computers, computer peripheral equipment, and software"
2621,art dealers and galleries
2622,"watch, clock, and jewelry repair shops"
2623,bicycle shops - sales and service
2624,"antique shops -  sales, repairs, and restoration services"
2625,artist supply and craft shops
2626,shoe shops
2627,"digital goods: books, movies, music"
2628,"antique shops - sales, repairs, and restoration services"
2629,bicycle shops - sales and service
2630,artist supply and craft shops
2631,motor vehicle supplies and new parts
2632,"cable, satellite, and other pay television and radio services"
2633,"cable, satellite, and other pay television and radio services"
2634,artist supply and craft shops
2635,motor vehicle supplies and new parts
2636,"stationery, office supplies and printing and writing paper"
2637,"computer programming , data processing, and integrated systems design services"
2638,"antique shops - sales, repairs, and restoration services"
2639,"florists supplies, nursery stock,  and flowers"
2640,"antique shops - sales, repairs, and restoration services"
2641,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2642,motor vehicle supplies and  new parts
2643,"lawn and garden supply outlets, including nurseries"
2644,tent and awning shops
2645,"opticians, optical goods, and eyeglasses"
2646,"music shops - musical instruments, pianos, and sheet music"
2647,"equipment, tool, furniture, and appliance rent al and leasing"
2648,artist supply and craft shops
2649,"computer programming , data processing, and integrated systems design services"
2650,"hobby, toy and game shops"
2651,telecom
2652,"books, periodicals, and newspapers"
2653,"watch, clock, and jewelry repair shops"
2654,"gift, card, novelty, and souvenir shops"
2655,"lawn and garden supply outlets, including nurseries"
2656,"music shops - musical instruments, pianos, and sheet music"
2657,tent and awning shops
2658,"equipment, tool, furniture, and appliance rent al and leasing"
2659,"computer programming , data processing, and integrated systems design services"
2660,bicycle shops - sales and service
2661,"opticians, optical goods, and eyeglasses"
2662,"gift, card, novelty, and souvenir shops"
2663,motor vehicle supplies and new parts
2664,"digital goods: books, movies, music"
2665,telecom
2666,"computers, computer peripheral equipment, and software"
2667,"jewelry, watch, clock, and silverware shops"
2668,bicycle shops - sales and service
2669,"computers, computer peripheral equipment, and software"
2670,"stationery, office supplies and printing and writing paper"
2671,"computers, computer peripheral equipment, and software"
2672,tent and awning shops
2673,"stationery, office supplies and  printing and writing paper"
2674,"florists supplies, nursery stock, and flowers"
2675,"stationery, office supplies and printing and writing paper"
2676,"florists supplies, nursery stock, and flowers"
2677,artist supply and craft shops
2678,artist supply and craft shops
2679,telecom
2680,"equipment, tool, furniture, and appliance rent al and leasing"
2681,"hobby, toy and game shops"
2682,bicycle shops - sales and service
2683,bicycle shops - sales and service
2684,"cable, satellite, and other pay television and radio services"
2685,"books, periodicals, and newspapers"
2686,"music shops - musical instruments, pianos, and sheet music"
2687,"equipment, tool, furniture, and appliance rent al and leasing"
2688,"stationery, office supplies and printing and writing paper"
2689,artist supply and craft shops
2690,"jewelry, watch, clock, and silverware shops"
2691,health and beauty spas
2692,"books, periodicals, and newspapers"
2693,"watch, clock, and jewelry repair shops"
2694,"hobby, toy and game shops"
