overall_rank,index,merchant_abn,name,tags,tag,numd_sa2_code,returning_customers,unique_customers,median_weekly_income,commission_avg_tot_dollar_value_monthly,avg_num_order_id_monthly,avg_discounted_value,stddev_tot_dollar_value_monthly,rate_fraud_order,stddev_tot_discounted_value_daily,minmax_numd_sa2_code,minmax_returning_customers,minmax_unique_customers,minmax_median_weekly_income,minmax_commission_avg_tot_dollar_value_monthly,minmax_avg_num_order_id_monthly,minmax_avg_discounted_value,minmax_stddev_tot_dollar_value_monthly,minmax_rate_fraud_order,minmax_stddev_tot_discounted_value_daily,average_minmax
1687,1312,40996886558,Ut Pharetra Sed Limited,"((hobby, toy and game shops), (b), (take rate: 4.21))","hobby, toy and game shops",1104.0,0.0,1150.0,795.5427419361566,1878.2926420176532,55.333333333333336,738.9184420450487,14004.913484849432,0.07731023089060524,1287.3730787538266,0.5033768572714994,1.0,0.9522840531561462,0.9054208626593038,0.9368447831935963,0.9959584576751045,0.604611602978423,0.10201221828816648,0.3499807932992178,0.28010041880158365,0.6630590047323042
1688,2855,95682671933,Arcu Vestibulum Ut Inc.,"[[computers, computer peripheral equipment, and software], [a], [take rate: 5.83]]","computers, computer peripheral equipment, and software",862.0,0.0,840.0,788.525531166455,1436.8385014766202,40.904761904761905,556.1566843667963,8818.844496551606,0.07310078594849538,809.9485249276934,0.6123367852318775,1.0,0.96515780730897,0.9072642041958314,0.9516881208781889,0.9970123194000988,0.7036004691803677,0.06423673311547702,0.2531086825878016,0.17622468947352724,0.6630629811372141
1689,3383,31969118588,Auctor Foundation,"([digital goods: books, movies, music], [a], [take rate: 5.74])","digital goods: books, movies, music",585.0,0.0,451.0,806.4760562137005,129.63878295723066,21.714285714285715,97.31983128046842,848.2328426901963,0.0636892582319634,98.51290006144475,0.7370553804592526,1.0,0.981312292358804,0.9025488052277775,0.9956410597257159,0.9984139902752561,0.9521193083274734,0.006178553976881963,0.036520850353920754,0.021433961156993947,0.6631224201862077
1690,2900,24123600795,Et Eros Inc.,"([stationery, office supplies and printing and writing paper], [c], [take rate: 1.99])","stationery, office supplies and printing and writing paper",883.0,0.0,819.0,800.8692379054473,522.3083112842219,39.76190476190476,610.2850311715124,8153.627850365611,0.0743693582002171,750.624460881022,0.6028815848716794,1.0,0.9660299003322259,0.9040216526901897,0.9824380429859387,0.997095793596138,0.6742830466098466,0.05939127471310565,0.2823023823045682,0.16331724604572964,0.6631760924149422
1691,1454,93439438419,Parturient Montes Inc.,"[(shoe shops), (a), (take rate: 5.90)]",shoe shops,695.0,0.0,596.0,809.1140562874974,559.3801368186502,28.666666666666668,307.03348716276344,3598.386748458442,0.06822893844320667,380.0947519220471,0.6875281404772625,1.0,0.9752906976744186,0.9018558325825224,0.9811915496937534,0.997906188916018,0.8385325422196563,0.026210759164353004,0.1409926774156526,0.08269918095592535,0.6632207569099562
1692,985,10995883576,Non Feugiat Incorporated,"((giFt, card, noVelty, aNd souvenir shops), (a), (take rate: 6.22))","gift, card, novelty, and souvenir shops",458.0,0.0,369.0,1041.737137953161,100.17850322267972,17.571428571428573,85.76720663613939,669.1460829849894,0.06370968518988857,78.14667272679405,0.7942368302566412,1.0,0.9847176079734219,0.8407483921959749,0.9966316244078063,0.998716584235898,0.9583765321018913,0.004874080540231926,0.03699093668521547,0.017002775745406852,0.6632295364142489
1693,905,70879262618,Donec Egestas Institute,"((books, pEriodicals, and newspapers), (a), (take rate: 5.77))","books, periodicals, and newspapers",708.0,0.0,551.0,793.817565970892,517.7152301284945,26.61904761904762,312.84061575270624,2850.4543097620026,0.06857709363691872,376.33290056509696,0.6816749212066637,1.0,0.9771594684385382,0.9058740467831614,0.9825924795362985,0.9980557468505882,0.8353872393821813,0.020762796398739236,0.14900478564698721,0.08188069550058942,0.6632392179743748
1694,3521,85148942307,Scelerisque Incorporated,"[[lawn and garden supply outlets, including nurseries], [a], [take rate: 6.25]]","lawn and garden supply outlets, including nurseries",663.0,0.0,535.0,785.6505471637084,443.94936245928426,25.714285714285715,257.1881793010492,2661.837642960834,0.06710154036356462,285.9876333818707,0.7019360648356596,1.0,0.9778239202657807,0.9080194298265047,0.9850727636311971,0.9981218305891192,0.865530151420835,0.019388906827245457,0.11504782409440159,0.06222380847040657,0.663316469996115
1695,487,86101203168,Viverra Donec LLC,"[(bicycle shops - sales and service), (a), (take rate: 6.79)]",bicycle shops - sales and service,1029.0,1.0,1084.0,784.9209194713611,3067.166660540254,52.857142857142854,782.7961296170276,15321.682833819372,0.07803832620577238,1291.4769142482955,0.5371454299864926,0.9999584510553432,0.9550249169435217,0.9082110947309296,0.8968703965002423,0.9961393184331894,0.5808462233963344,0.11160360651113575,0.366736477468823,0.28099331151439866,0.6633529226540411
1696,3372,28339332365,Libero Mauris Limited,"([music shops - musical instruments, pianos, and sheet music], [a], [take rate: 5.82])","music shops - musical instruments, pianos, and sheet music",697.0,0.0,630.0,803.9044134445096,592.5508901220918,30.571428571428573,308.5813043284391,3402.7679118074443,0.06812557826531135,420.1477875837613,0.6866276452048627,1.0,0.9738787375415282,0.9032243465630939,0.9800762250262084,0.9977670652559527,0.8376942012654843,0.024785865573449587,0.13861404585402715,0.09141372707178848,0.6634081859356397
1697,163,58729395250,Aliquam LLC,"([hobby, toy and game shops], [b], [take rate: 4.78])","hobby, toy and game shops",1308.0,1.0,1625.0,789.4655125927299,3841.59777755403,80.38095238095238,913.4443993424848,24596.09530730963,0.08109187244145397,1801.423219754168,0.4115263394867177,0.9999584510553432,0.9325581395348838,0.9070172817556365,0.8708311287085673,0.9941289815452465,0.5100834760050743,0.17915871070822206,0.43700784889032745,0.39194496655194244,0.6634215324241961
1698,138,48214071373,Ridiculus LLC,"((motor vehiCle supplies and new parts), (b), (take rate: 4.02))",motor vehicle supplies and new parts,674.0,0.0,535.0,784.2820127556622,310.30698131226643,25.714285714285715,279.2972309861919,3064.0432057902776,0.0672400627746105,321.1047785540327,0.6969833408374606,1.0,0.9778239202657807,0.9083789282656012,0.9895663198359413,0.9981218305891192,0.853555272283563,0.022318584451920424,0.11823564541607041,0.06986442736493878,0.6634848269310395
1699,118,43127814599,Nam Ligula Elit Foundation,"([lawn and garden supply outlets, including nurseries], [b], [take rate: 3.58])","lawn and garden supply outlets, including nurseries",1765.0,11.0,2974.0,826.8273065155227,5375.77395864288,151.1904761904762,907.6462712538562,45847.05466716612,0.08078492715353697,2625.3252850102103,0.20576316974335884,0.9995429616087751,0.8765365448504984,0.8972027630134556,0.8192463930989944,0.9889570594823208,0.5132239039199634,0.3339513488345362,0.42994410573122593,0.5712055999598563,0.6635573850242985
1700,1726,96323146873,A Facilisis Limited,"((tent and awning shops), (b), (take rate: 4.42))",tent and awning shops,995.0,0.0,1014.0,794.7251553265901,1774.1901258985235,49.61904761904762,742.1332135716451,12279.880821300481,0.07726510137571886,1111.9210705722192,0.5524538496172895,1.0,0.9579318936877076,0.9056356333718538,0.9403450987613202,0.9963758286553003,0.6028703930417343,0.08944702759144832,0.34894222611932874,0.24192641797595,0.6635928368821933
1701,3078,87203239896,Mauris Ltd,"((telecom), (c), (take rate: 2.01))",telecom,576.0,0.0,467.0,792.7281669890698,26.431384138841967,22.571428571428573,54.585626393908875,520.331998169113,0.0629583938501405,54.23148267943972,0.7411076091850517,1.0,0.9806478405315615,0.9061602195174498,0.9991112781052112,0.9983513846282268,0.9752653457890375,0.0037901141936340973,0.019701441551891706,0.01179942416183351,0.6635934657663898
1702,2366,10530696903,Ut Semper Industries,"[(books, peRIodicals, and newspapers), (a), (take rate: 6.46)]","books, periodicals, and newspapers",744.0,0.0,666.0,797.279555582959,877.9431100912647,32.142857142857146,391.62538922906265,5070.023274585431,0.07021169189838142,501.44848146306526,0.665466006303467,1.0,0.9723837209302325,0.9049646214487387,0.9704802722317319,0.997652288236399,0.7927152083212238,0.03693020464372073,0.1866218553392532,0.10910273951136501,0.6636316916966132
1703,3614,31681476434,Lorem Sit LLC,"[[Cable, satellite, and other pay television and radio services], [c], [take rate: 2.22]]","cable, satellite, and other pay television and radio services",478.0,0.0,366.0,1037.5980257520562,34.71868493759474,17.523809523809526,83.48060956287985,617.587473923446,0.06409972961586868,77.3298546476643,0.785231877532643,1.0,0.9848421926910299,0.8418356899407695,0.9988326280871166,0.9987200623273997,0.9596150168626973,0.004498526054450185,0.04596704335380122,0.01682505641149751,0.6636368093261404
1704,281,99115883676,Non Enim Corp.,"([digital goods: books, movies, music], [b], [take rate: 3.65])","digital goods: books, movies, music",586.0,0.0,454.0,816.8418075542932,68.77987701080194,21.857142857142858,80.69403552086601,651.9476646758569,0.06385326849164223,75.80211818563167,0.7366051328230527,1.0,0.981187707641196,0.8998258401308856,0.9976873635410354,0.9984035560007513,0.9611243030969233,0.004748806735102006,0.04029522447020317,0.016492658888280685,0.663637059332743
1705,3181,38664088375,Lacinia At Foundation,"([gift, card, novelty, and souvenir shops], [a], [take rate: 6.75])","gift, card, novelty, and souvenir shops",583.0,0.0,449.0,786.3344924012245,133.93017363556947,21.714285714285715,85.5031648801476,603.1295981147373,0.06357688054107523,86.45978759905874,0.7379558757316524,1.0,0.9813953488372094,0.9078397651838995,0.995496767136463,0.9984139902752561,0.9585195444825317,0.004393214444737156,0.03393469843533636,0.018811503142068742,0.6636760707669155
1706,2128,83058563505,Mauris A Inc.,"([computer programming , data processing, and integrated systems design services], [b], [take rate: 4.41])","computer programming , data processing, and integrated systems design services",506.0,0.0,351.0,1061.6608752270927,217.49076564982695,16.857142857142858,272.1968510251834,1615.4927402946807,0.06786224003357787,231.36083539456263,0.7726249437190454,1.0,0.9854651162790697,0.8355146527964864,0.9926871478114024,0.9987687556084226,0.8574010361395914,0.011767298544483724,0.13255383347689406,0.05033837351254198,0.6637121157887937
1707,1036,26551094436,Convallis Foundation,"([digital goods: books, movies, music], [a], [take rate: 5.97])","digital goods: books, movies, music",439.0,0.0,325.0,1064.8613506982217,81.00363407661254,15.619047619047619,81.2932861168685,500.0040295944688,0.06374456491440177,68.39812998417105,0.8027915353444395,1.0,0.9865448504983388,0.8346739242554481,0.9972763551547965,0.9988591859874649,0.9607997322576914,0.003642044648625131,0.03779362506363454,0.0148817348832218,0.6637262988093662
1708,2867,13942467372,Amet Massa Corporation,"([florists supplies, nursery stock, and flowers], [b], [take rate: 4.15])","florists supplies, nursery stock, and flowers",687.0,0.0,533.0,799.8959759494616,317.7756524412741,25.428571428571427,279.80652430529454,3179.848339593943,0.06782725304941495,314.35563115212824,0.6911301215668617,1.0,0.977906976744186,0.9042773175473915,0.9893151952061279,0.9981426991381289,0.8532794248149096,0.0231621125894737,0.13174867672822543,0.06839598045935567,0.663735850479466
1709,815,34268093162,Mi Felis Adipiscing Corp.,"[(equipment, tool, furniture, and appliance rent al and leasing), (b), (take rate: 4.67)]","equipment, tool, furniture, and appliance rent al and leasing",565.0,0.0,446.0,796.8007287456929,28.998248317214635,21.38095238095238,27.220125138096154,211.04057427623033,0.06251126264602444,28.604907805624308,0.7460603331832507,1.0,0.9815199335548173,0.9050904038182448,0.9990249705405264,0.9984383369157676,0.9900872646454413,0.0015372259995762678,0.009411594766070633,0.0062237177305990345,0.6637393781154294
1710,757,10930486968,Metus Vitae Velit LLP,"([gift, card, novelty, and souvenir shops], [a], [take rate: 5.73])","gift, card, novelty, and souvenir shops",578.0,0.0,442.0,811.7035824923024,135.12285898781187,21.19047619047619,104.10205249491938,892.1163944502812,0.06394890444461303,106.29757057519058,0.740207113912652,1.0,0.9816860465116279,0.9011755934718698,0.995456664598489,0.9984522492817741,0.9484458681238002,0.0064982031104701635,0.04249609816057985,0.023127712181555727,0.663754554935282
1711,1137,67696830978,Ante Ipsum Primis Ltd,"((gift, card, novelty, and souvenir shops), (c), (take rate: 1.46))","gift, card, novelty, and souvenir shops",594.0,0.0,498.0,793.3792128808356,25.817587309144084,24.047619047619047,68.81564898740436,760.8356220771382,0.06351581025754943,76.57582450733162,0.7330031517334534,1.0,0.979360465116279,0.9059891971591563,0.9991319162480583,0.9982435637916762,0.9675579685978091,0.005541949948117113,0.03252928576258542,0.016660998174159933,0.6638018496531295
1712,740,93292821052,Purus Sapien Gravida Associates,"[[furniture, home furnishings aNd equipment shops, and manufacturers, except appliances], [c], [take rate: 1.54]]","furniture, home furnishings and equipment shops, and manufacturers, except appliances",681.0,0.0,494.0,808.3897653017757,94.1107593948093,23.714285714285715,239.98576208202456,2420.123697201015,0.06712654455367341,275.5172693957226,0.6938316073840612,1.0,0.9795265780730897,0.9020460955947549,0.9968356446272345,0.9982679104321877,0.8748474604578923,0.01762825505136555,0.11562324643767459,0.05994571722714088,0.6638552515285401
1713,2742,55883454313,Vitae Orci Phasellus Foundation,"[[opticians, optical goods, and eyeglasses], [d], [take rate: 0.97]]","opticians, optical goods, and eyeglasses",576.0,0.0,480.0,796.9459451833093,16.937802805027392,23.047619047619047,70.92940967631735,734.7342047235134,0.06325230766959468,75.16563714375597,0.7411076091850517,1.0,0.9801079734219269,0.9050522571100967,0.9994304877821241,0.9983166037132105,0.9664130968441346,0.005351826425569901,0.026465291049709246,0.016354176416236745,0.663859932194806
1714,2365,10385250025,Id Ltd,"([computers, computer peripheral  equipment, and software], [a], [take rate: 5.54])","computers, computer peripheral  equipment, and software",770.0,0.0,660.0,789.9306316644332,877.9068958030997,31.714285714285715,462.1813138033606,5580.33915433578,0.07130742390435968,598.9100021415144,0.6537595677622692,1.0,0.9726328903654485,0.90689510026039,0.9704814898914136,0.9976835910599136,0.7545001513740517,0.040647361124360716,0.21183797614684977,0.13030794661845954,0.6638746074603157
1715,2710,44069268193,Sem Mollis LLP,"((computer programming , data processing, and integrated systems design services), (c), (take rate: 1.67))","computer programming , data processing, and integrated systems design services",619.0,0.0,523.0,795.3737290213662,65.1817515872666,25.142857142857142,144.87034022877455,1279.3660007666292,0.0648746357990473,175.42730580035897,0.7217469608284557,1.0,0.9783222591362126,0.9054652604316192,0.9978083459620579,0.9981635676871388,0.9263646262325202,0.009318941090343128,0.06379998774437805,0.03816862620078925,0.6639158575313515
1716,3196,44473011453,Magnis Inc.,"[(artist suPply and craft shops), (a), (take rate: 5.98)]",artist supply and craft shops,1028.0,2.0,1176.0,793.5852263775251,2931.4707150788445,57.523809523809526,781.9423753636928,16840.063199753058,0.07815710806005104,1259.2687874798307,0.5375956776226924,0.9999169021106864,0.9512043189368771,0.9059350797543929,0.9014330012103152,0.9957984654660295,0.581308640515902,0.1226635355497305,0.3694700086341985,0.2739856227988678,0.6639311252599692
1717,2594,92368600426,Mattis Company,"[(bicycle shoPs - sales and service), (a), (take rate: 6.38)]",bicycle shops - sales and service,992.0,0.0,1024.0,796.0016536646654,2780.7958969920332,49.76190476190476,802.4023547458033,12706.12748873022,0.07864844884798297,1269.8860834338666,0.5538045925258892,1.0,0.9575166112956811,0.9053003117625839,0.9064992515861439,0.9963653943807954,0.5702269449397641,0.09255182135754231,0.3807772521924716,0.27629568279029193,0.6639337862831163
1718,3132,19585107705,Amet Consectetuer Adipiscing Associates,"[(bicycle shops - sales and service), (c), (take rate: 1.81)]",bicycle shops - sales and service,1027.0,0.0,1122.0,790.513055565606,652.4757952661901,54.42857142857143,608.9320377173457,11366.751886009408,0.07442193019768163,1037.5447816396977,0.5380459252588924,1.0,0.9534468438538206,0.9067421041193116,0.9780613258077281,0.9960245414136355,0.675015865607147,0.08279576849063885,0.2835122236087644,0.2257439841323955,0.6639388582292334
1719,1341,51221851716,Ac Turpis Inc.,"[(tent and awning shops), (a), (take rate: 6.77)]",tent and awning shops,563.0,0.0,467.0,795.5169759863549,43.91618303430717,22.476190476190474,27.04699450892717,207.70162779014586,0.06261537904958223,28.84301964729202,0.7469608284556506,1.0,0.9806478405315615,0.9054276310815524,0.9985233738349408,0.9983583408112301,0.9901810370237768,0.0015129050112203289,0.01180762937657893,0.00627552495546139,0.6639695111081974
1720,2539,73242832551,Gravida Mauris Ut Corporation,"[[cable, satellite, and other pay  television and radio services], [a], [take rate: 6.58]]","cable, satellite, and other pay  television and radio services",597.0,0.0,484.0,780.9094000867046,95.00516349493455,23.285714285714285,58.02300861198765,498.0704561466561,0.06350250218179718,67.22780701481685,0.7316524088248537,1.0,0.9799418604651163,0.9092648752926096,0.9968055714194753,0.9982992132557024,0.9734035636919898,0.0036279604404757656,0.03222302652761317,0.014627101662083959,0.6639845581579921
1721,1515,21911286661,Arcu Vivamus LLC,"((hobby, toy and game shops), (a), (take rate: 6.12))","hobby, toy and game shops",568.0,0.0,460.0,800.5137822650488,84.19344819229919,22.095238095238095,58.26677522024111,631.6807916873773,0.06309729437152697,65.62340020951868,0.744709590274651,1.0,0.9809385382059801,0.9041150268480772,0.9971691016855864,0.9983861655432431,0.9732715328969512,0.004601182212211813,0.022897964340684772,0.014278022575757918,0.6640367124583143
1722,3243,66066213362,Nunc Sed LLP,"[[stationery, office supplies and printing and writing paper], [a], [take rate: 6.50]]","stationery, office supplies and printing and writing paper",715.0,1.0,630.0,790.4306758608773,682.1498118119337,30.285714285714285,321.21931432035063,4147.824619836675,0.0687152735336217,428.53457610446776,0.6785231877532643,0.9999584510553432,0.9738787375415282,0.9067637443317089,0.9770635744954245,0.9977879338049626,0.8308491025093727,0.030212881428903677,0.1521847246735311,0.0932384840251684,0.6640460821619208
1723,2664,25762836422,Quis Pede Institute,"((cable, satellite, and other pay television and radio services), (a), (take rate: 6.11))","cable, satellite, and other pay television and radio services",564.0,0.0,394.0,799.0788697419918,180.89091428571427,18.857142857142858,146.87469955450638,1101.560283027151,0.06449235952543701,114.75273841902413,0.7465105808194508,1.0,0.9836794019933555,0.9044919620637694,0.993917771568465,0.998622675765354,0.925279009308958,0.008023798802563492,0.055002649850949666,0.02496734677791373,0.664049519695078
1724,2227,41237771126,Euismod Est Arcu PC,"[[shoe shops], [a], [take rate: 5.62]]",shoe shops,677.0,0.0,514.0,794.5045062157035,451.79412388669806,24.714285714285715,302.09450956062136,2978.0041981501054,0.06811453429372226,351.12613536955536,0.6956325979288609,1.0,0.9786960132890365,0.9056935953861703,0.9848089934403015,0.9981948705106534,0.8412076302645719,0.021691873688003068,0.13835989053113185,0.07639632923223552,0.6640681794270966
1725,1782,29202486033,Vel Foundation,"([stationery, office supplies and printing and writing paper], [b], [take rate: 4.42])","stationery, office supplies and printing and writing paper",846.0,0.0,786.0,799.1958719664713,1036.3758495226887,38.19047619047619,565.7928359573674,7059.664687177211,0.07374100816130622,781.4213924164483,0.6195407474110761,1.0,0.9674003322259136,0.9044612269088299,0.9651531715530667,0.9972105706156917,0.6983812606729733,0.051422813563872925,0.26784213983269756,0.17001789371596582,0.6641430156500089
1726,2123,80989415297,Pede Foundation,"[(artist supply and craft shops), (c), (take rate: 3.05)]",artist supply and craft shops,992.0,0.0,967.0,801.6763350018736,1016.751256000754,47.0,652.4185193514759,11687.919855783106,0.07538322762641318,1008.1090896663785,0.5538045925258892,1.0,0.9598837209302326,0.9038096374535551,0.9658130237139547,0.99656712368789,0.6514623740739098,0.08513516580824206,0.3056345965637145,0.21933950839376795,0.6641449743151157
1727,3870,40242962373,Vel Incorporated,"([opticians, optical goods, and eyeglasses], [a], [take rate: 6.43])","opticians, optical goods, and eyeglasses",644.0,0.0,546.0,801.2393024034252,593.4590589440297,26.142857142857142,327.905979030714,3227.0253139470838,0.06826071338434975,364.10290045816384,0.7104907699234579,1.0,0.9773671096345515,0.9039244409514086,0.9800456889970705,0.9980905277656045,0.8272274183739164,0.023505751113988272,0.14172391530059766,0.0792197511260097,0.6641595373186605
1728,3599,25856363362,Cubilia Curae Phasellus Corporation,"[[music shops - musical instruments, pianos, and sheet music], [b], [take rate: 3.27]]","music shops - musical instruments, pianos, and sheet music",886.0,1.0,764.0,913.0357455931656,977.0991195717263,37.04761904761905,740.3438913969497,10161.167706548436,0.07738862566457039,934.3245435868129,0.6015308419630797,0.9999584510553432,0.9683139534883721,0.8745567856064252,0.9671462766996675,0.9972940448117309,0.6038395398457113,0.07401425644395769,0.3517848951053201,0.20328582310311644,0.6641724868122725
1729,1086,50506553485,Dictum Cursus Nunc Ltd,"((artist supPly and craft shops), (a), (take rate: 6.05))",artist supply and craft shops,908.0,0.0,864.0,779.6342882493866,1813.2288233063703,42.095238095238095,655.1691281822888,10573.321177273883,0.07543083897010744,950.3517454831147,0.5916253939666817,1.0,0.9641611295681063,0.9095998326838847,0.9390324718875953,0.996925367112558,0.6499725676013404,0.07701639493409217,0.30673027816090803,0.20677294430943932,0.6641836380224606
1730,3788,13663374533,Ac Mattis Limited,"((watch, clock, and jewelry repair shops), (a), (take rate: 5.87))","watch, clock, and jewelry repair shops",581.0,0.0,539.0,807.5602846317734,197.61786817310963,25.761904761904763,122.10766929956849,1039.7619250327477,0.06454543580036055,135.57181586535162,0.7388563710040522,1.0,0.9776578073089701,0.9022639907418358,0.9933553488790301,0.9981183524976175,0.9386935237854583,0.007573657672281237,0.056224096110789754,0.029497061130355953,0.6642240209130391
1731,2116,77259097820,Hymenaeos Mauris LLC,"((opticians, optical goods, and eYeglasses), (a), (take rate: 6.71))","opticians, optical goods, and eyeglasses",584.0,0.0,508.0,800.8272801914638,146.9066855406164,24.285714285714285,84.34520829338528,922.6782036507199,0.06396196875544503,93.61325237970334,0.7375056280954525,1.0,0.9789451827242525,0.904032674504911,0.995060448319884,0.9982261733341681,0.9591467260717812,0.006720816263690222,0.04279674762450944,0.020367919470799568,0.6642802316409449
1732,806,28855451293,Purus Nullam Scelerisque Corporation,"((watch, clock, and jewelry repair shops), (c), (take rate: 1.52))","watch, clock, and jewelry repair shops",565.0,0.0,455.0,781.8395578869911,18.653413375179312,22.142857142857142,51.88086952428446,482.5183284072143,0.06276590191430391,63.60238189190409,0.7460603331832507,1.0,0.9811461794019933,0.9090205334073415,0.9993728025444302,0.9983826874517415,0.9767303175603607,0.0035146782662218742,0.01527161757845571,0.013838299168058971,0.6643337448561855
1733,2824,85414931149,Lorem Limited,"[[tent and awning shops], [b], [take rate: 4.69]]",tent and awning shops,424.0,0.0,317.0,1072.0276116042721,28.908207493874897,15.142857142857142,38.125200394493916,261.8411733708274,0.06309928723970344,34.37372266916724,0.809545249887438,1.0,0.9868770764119601,0.8327914289416756,0.9990279980494419,0.9988939669024812,0.9841807716832862,0.0019072591175683126,0.022943826289060144,0.007478868615710997,0.6643646445898623
1734,999,16254418652,Urna LLP,"((shoe shops), (a), (take rate: 5.94))",shoe shops,594.0,0.0,454.0,808.417932254812,214.66199956003038,21.952380952380953,153.40842122971873,1584.0615469744928,0.06478747943484447,189.77081197642212,0.7330031517334534,1.0,0.981187707641196,0.9020386964562377,0.9927822614969375,0.998396599817748,0.9217401633877726,0.011538352770737587,0.061794255141060316,0.04128941702149481,0.6643770605466638
1735,3429,46456684596,Mi Aliquam LLC,"[[opticians, optical goods, and eyeglasses], [b], [take rate: 4.63]]","opticians, optical goods, and eyeglasses",426.0,0.0,314.0,1092.1395788849156,45.30215107016338,15.095238095238095,60.65424378078362,338.79943913476154,0.06371950698928222,53.78702873247472,0.8086447546150383,1.0,0.9870016611295681,0.827508243658177,0.9984767724109491,0.9988974449939829,0.9719784133247651,0.002467825479844101,0.037216966114589745,0.011702722017958153,0.6643894803744873
1736,62,28510201393,Quam Curabitur Corporation,"[[bicycle shops - sales and service], [c], [take rate: 1.86]]",bicycle shops - sales and service,942.0,0.0,1041.0,795.9022342100475,453.99801041762237,50.857142857142854,442.11886973900886,9138.585290978623,0.07120989625215483,841.796972206981,0.5763169743358847,1.0,0.9568106312292359,0.9053264281236639,0.9847348905403787,0.9962853982762578,0.7653665307326172,0.06656573484419218,0.20959356871267698,0.18315412086240163,0.664415427765731
1737,3079,87214879575,Nulla At Sem Limited,"[(opticians, optical goods, and eyeglasses), (b), (take rate: 4.22)]","opticians, optical goods, and eyeglasses",571.0,0.0,462.0,798.4942246589289,59.51493439721914,22.142857142857142,59.603965679216195,616.1309785826462,0.06333741823879484,64.19123687626895,0.7433588473660513,1.0,0.9808554817275748,0.9046455416840922,0.9979988855298726,0.9983826874517415,0.9725472732426803,0.004487916897827967,0.02842394369766072,0.013966419392457059,0.664466699698996
1738,998,16242364669,In Nec Limited,"[(motor vehicle supplies and new parts), (b), (take rate: 3.86)]",motor vehicle supplies and new parts,651.0,0.0,543.0,785.0835156655176,264.55705728665316,25.952380952380953,245.75667173454522,2514.0090684052675,0.0668866983472953,289.03947139395996,0.7073390364700585,1.0,0.9774916943521594,0.9081683825582151,0.9911046032248442,0.998104440131611,0.871721774807273,0.0183121189675343,0.11010365690092963,0.0628878126502425,0.6645233520062869
1739,721,85385819407,Vel Corp.,"([cable, satellite, aNd  other pAy television And radio services], [b], [take rate: 3.78])","cable, satellite, and  other pay television and radio services",562.0,0.0,438.0,782.7104215647488,62.99096171753947,21.0,74.26806579264543,566.0969820133946,0.06322869798151808,75.66241494220283,0.7474110760918505,1.0,0.9818521594684385,0.9087917674143353,0.997882008503296,0.9984661616477807,0.9646047875578159,0.004123467736083878,0.02592196043280554,0.016462262931088358,0.6645515651783496
1740,1487,14336275166,Euismod Est Associates,"[[tent and awning shops], [d], [take rate: 0.67]]",tent and awning shops,1115.0,2.0,1275.0,805.5830099762024,264.41940255563026,61.95238095238095,585.720046323624,13138.419867399078,0.07418434532603449,1146.2987618025845,0.49842413327330026,0.9999169021106864,0.9470930232558139,0.9027833983271794,0.9911092316912438,0.9954750029563778,0.6875881276577172,0.09570065226926373,0.2780446742510517,0.24940615005204553,0.6645541295844679
1741,955,89932674734,Nulla Vulputate Company,"((aRtist supply and craft shops), (c), (take rate: 1.67))",artist supply and craft shops,2196.0,857.0,12383.0,821.4191224584391,6059.965552331989,824.4761904761905,406.8504731176813,104675.8301305322,0.07038128779413799,3730.0925422638434,0.011706438541197683,0.9643925544291175,0.485797342192691,0.8986234315150563,0.796241315258654,0.9397803237407569,0.7844688781747546,0.7624619491096905,0.19052477190328318,0.8115755257738729,0.6645572530639076
1742,1383,64953561005,Orci Phasellus Dapibus Inc.,"[[books, periodicals, and newspapers], [a], [take rate: 6.66]]","books, periodicals, and newspapers",585.0,0.0,504.0,969.5202543777343,624.9525126292582,24.19047619047619,359.7640605217328,3513.516959568709,0.06937245214230787,412.0373076035354,0.7370553804592526,1.0,0.9791112956810631,0.8597189469508559,0.9789867614098674,0.9982331295171714,0.8099721927390386,0.025592565025584775,0.1673084000780877,0.08964908799657789,0.6645627759857501
1743,252,88047242149,Quam Vel LLC,"((computers, computer peripheral equipment, and software), (c), (take rate: 1.94))","computers, computer peripheral equipment, and software",695.0,0.0,549.0,795.0849312403544,161.0676702092015,26.238095238095237,293.72881512627106,2942.840831106054,0.06815811494111951,350.98915276255855,0.6875281404772625,1.0,0.9772425249169435,0.905541124327242,0.9945843031032494,0.9980835715826012,0.8457387237360307,0.021435742646670666,0.1393628135667341,0.07636652521798235,0.6645883469574716
1744,3716,73843758222,Sed Malesuada Augue LLC,"[(motor vehicle supplies and new parts), (a), (take rate: 6.78)]",motor vehicle supplies and new parts,623.0,0.0,459.0,789.0823132997887,356.78486660844277,22.047619047619047,222.29460818916542,1959.656066913474,0.06656421304333966,230.25779720721573,0.719945970283656,1.0,0.9809800664451828,0.9071179438558111,0.9880035596691177,0.9983896436347447,0.8844294829110865,0.014274194744863597,0.10268229078325403,0.05009837978941001,0.6645921532117126
1745,3851,34205660775,A Magna Associates,"[(antiQue shops - sales, repairs, and restoration services), (a), (take rate: 6.30)]","antique shops - sales, repairs, and restoration services",1.0,0.0,1.0,1280.0,3.8478939678777047,0.047619047619047616,1175.7756064759533,279.8931011740247,0.08330976662193543,47.76261910188527,1.0,1.0,1.0,0.7781594455849883,0.9998706194272644,0.9999965219084984,0.36799757634303787,0.002038749911965161,0.4880483289423406,0.01039196005749069,0.6646503202175587
