POA_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
POA4454,0,0,0,0,6,0,6,0,0,0,0,3,0,3,0,0,4,3,0,0,13,0,4,0,10,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,15,0,5,4,25,12,0,52
POA4455,3,18,0,5,40,0,62,0,6,0,0,14,0,30,26,16,19,23,23,0,103,77,17,23,37,12,0,166,76,5,12,35,12,3,142,131,11,9,48,11,0,203,219,0,0,38,5,0,257,135,0,0,19,7,0,160,8,0,3,9,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,20,28,0,66,676,83,69,222,143,8,1203
POA4461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4465,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,6,0,8,0,0,16,0,6,3,21,3,0,41,5,0,0,10,0,0,17,0,0,5,7,0,0,11,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,10,9,27,7,48,17,4,110
POA4467,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
POA4468,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,12
POA4470,0,11,3,4,35,0,48,0,6,0,0,13,0,18,20,12,0,11,5,0,47,57,11,3,34,8,0,113,39,0,0,38,5,0,82,27,0,0,16,0,0,47,11,4,0,12,0,0,19,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,21,154,50,9,123,73,5,407
POA4472,0,3,0,0,5,0,8,0,3,0,0,0,0,7,9,5,3,13,0,0,25,15,4,18,17,3,0,60,9,0,0,5,0,0,14,4,3,0,0,0,0,8,0,0,0,6,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,43,12,20,44,27,4,147
POA4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
POA4477,0,0,0,0,4,0,0,0,5,0,0,0,0,4,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,6,5,0,10,12,0,30
POA4478,0,3,0,0,9,0,10,0,0,0,0,0,0,8,0,0,0,3,0,0,6,0,0,0,6,0,0,13,0,0,0,3,0,0,3,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,5,9,6,18,20,0,54
POA4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4480,0,0,0,0,4,0,6,0,0,0,4,0,0,4,0,8,10,11,5,0,25,0,6,0,11,5,0,26,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,12,0,9,6,34,25,0,79
POA4481,0,0,0,0,3,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,5,0,0,7,0,11
POA4482,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,11,0,20
POA4486,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,7,4,6,5,0,21,6,3,4,4,3,0,10,5,3,0,6,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,13,8,12,7,19,22,0,72
POA4487,3,7,0,3,22,0,35,0,9,0,0,9,0,17,0,24,0,9,12,0,40,18,16,6,11,0,0,52,23,10,3,23,3,0,67,52,10,4,24,3,0,96,36,0,3,19,3,0,63,5,0,0,3,0,0,10,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,0,32,156,84,17,105,67,8,429
POA4488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,4,4,0,0,7,0,20
POA4489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
POA4490,0,9,0,8,15,0,30,0,12,6,0,0,0,20,0,39,9,22,3,0,71,8,5,3,26,4,4,45,0,0,0,14,3,0,18,0,3,0,11,3,0,13,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,16,5,68,17,87,43,3,227
POA4491,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,6
POA4492,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,9,0,0,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,3,7,21,0,44
POA4493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4494,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,7,0,12
POA4496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,6,0,13
POA4497,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,6,0,0,5,9,0,20
POA4498,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,7,0,15
POA4500,4,19,0,0,0,0,18,0,15,0,0,0,0,16,4,66,0,10,3,0,81,8,46,0,18,5,0,78,36,32,13,25,8,3,111,82,32,10,52,240,3,418,487,34,17,156,67,4,753,1642,5,4,237,112,10,2003,641,6,0,58,15,3,712,78,0,0,19,0,0,105,27,0,0,3,0,0,34,13,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,4,0,0,10,43,13,3,26,27,9,128,3065,262,50,606,474,28,4484
POA4501,0,8,0,0,0,0,8,0,20,0,0,0,0,20,3,79,0,4,0,0,84,4,38,0,9,0,0,55,0,11,0,3,0,0,21,37,9,0,16,12,0,82,211,8,3,41,3,0,273,280,3,0,35,12,0,327,31,0,0,3,0,0,38,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,9,5,6,42,584,180,5,132,37,10,947
POA4502,0,6,0,0,0,0,11,0,7,0,0,0,0,7,0,41,0,0,0,0,42,0,22,0,3,0,0,26,0,8,0,4,0,0,16,23,11,6,14,0,4,50,138,11,0,48,16,0,207,363,4,0,54,9,0,432,82,0,0,4,0,0,84,20,0,0,0,0,0,21,11,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,19,645,115,3,142,28,5,936
POA4503,0,20,0,5,0,0,30,4,25,4,3,0,0,36,9,94,5,23,11,0,138,16,63,4,28,36,0,142,17,38,14,36,11,0,113,215,34,25,71,86,0,432,1305,41,42,211,135,8,1748,3558,15,13,377,385,10,4353,613,0,0,43,5,0,667,79,0,3,8,3,0,93,27,0,0,4,3,0,32,6,0,0,0,0,0,9,7,0,0,0,0,0,3,6,0,0,0,0,0,8,95,18,5,40,19,17,190,5952,349,118,846,696,39,7996
POA4504,0,3,0,0,0,0,7,0,3,0,0,0,0,3,0,12,3,3,0,0,18,3,3,0,8,0,0,18,9,0,0,0,0,0,13,7,0,3,5,0,0,21,110,10,3,28,0,0,150,748,0,0,94,4,0,854,276,0,0,33,3,0,307,70,0,0,4,0,0,75,16,0,0,3,0,0,23,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,15,0,4,45,1261,31,10,197,20,3,1532
POA4505,0,3,0,0,0,0,11,0,0,0,0,0,0,9,0,18,0,10,3,0,45,10,23,0,14,18,0,74,4,3,3,14,15,0,44,61,4,3,30,4,0,97,478,13,3,84,31,0,610,961,5,0,95,49,5,1114,192,0,0,21,4,0,214,53,0,0,7,0,0,62,23,0,0,3,0,0,30,6,0,0,0,0,0,9,3,0,0,0,0,0,3,5,0,0,0,5,0,3,30,18,0,10,10,7,70,1838,82,9,298,137,11,2380
POA4506,0,3,0,4,0,0,14,0,6,0,0,4,0,17,6,37,5,10,8,0,68,9,42,9,16,6,0,73,7,14,7,15,0,0,43,181,28,8,37,0,0,261,1204,6,6,149,43,3,1414,1489,0,0,104,13,0,1607,75,0,0,18,0,0,94,36,0,0,11,0,0,46,22,0,0,0,0,0,21,9,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,53,10,0,11,4,9,88,3095,154,37,384,84,15,3773
POA4507,0,17,0,4,3,0,24,0,20,0,0,0,0,22,5,99,5,13,5,0,130,10,51,35,13,19,3,136,13,20,10,29,26,0,95,96,12,18,48,11,4,184,347,11,6,148,9,5,531,505,3,3,105,13,3,630,198,0,0,25,0,0,227,74,0,0,0,0,0,75,30,0,0,0,0,0,38,5,0,0,0,0,0,5,7,0,0,0,0,0,7,3,0,0,0,0,0,3,13,20,9,14,4,4,64,1297,253,80,408,88,25,2157
POA4508,6,26,3,0,0,0,32,4,30,0,0,0,0,36,3,115,0,4,7,0,133,14,90,0,19,9,0,131,14,28,3,18,9,0,85,79,53,8,44,59,0,236,780,37,7,150,117,9,1093,635,4,0,106,20,0,772,66,0,0,16,0,0,87,21,0,0,8,0,0,33,3,0,0,4,0,0,7,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,33,0,23,5,8,111,1668,414,31,391,234,18,2755
POA4509,10,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,5,14,0,25,11,4,0,9,0,0,21,11,0,0,4,3,0,22,30,19,0,15,93,0,157,333,28,12,60,51,5,492,2244,8,7,192,204,0,2660,1113,0,0,54,13,0,1184,223,5,0,17,0,0,246,69,0,0,0,0,0,70,20,0,0,0,0,0,24,3,0,0,0,0,0,4,11,0,0,0,0,0,14,54,0,8,15,10,12,93,4133,60,33,384,387,21,5027
POA4510,0,31,0,8,0,0,39,0,55,3,6,0,0,64,27,239,12,36,22,5,345,25,127,31,39,19,4,250,91,60,30,74,17,4,273,455,68,47,159,98,15,833,1975,40,17,319,44,6,2404,2177,8,5,210,42,6,2457,196,0,0,47,5,5,252,49,0,0,15,0,0,63,28,0,0,14,0,0,39,4,0,0,0,3,0,10,0,0,0,0,0,0,0,10,0,0,6,0,0,15,98,53,10,46,18,16,246,5140,679,166,976,276,57,7290
POA4511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,4,7,0,10,3,0,0,8,3,0,12,9,0,0,12,6,0,21,89,8,5,45,10,0,153,346,0,0,51,16,0,411,73,0,0,12,0,0,88,16,0,0,3,0,0,18,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,7,0,3,22,549,12,11,142,39,3,754
POA4512,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,6,0,0,0,5,0,0,8,0,0,0,8,4,0,15,7,0,0,17,0,0,26,16,0,0,10,0,0,28,3,0,0,12,0,0,16,8,0,0,0,0,0,11,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,42,0,0,72,12,0,130
POA4514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,10,0,0,13,3,0,0,13,0,0,14,12,0,0,15,4,0,24,59,0,0,37,3,0,96,67,0,0,28,4,0,101,41,0,0,8,0,0,50,13,0,0,0,0,0,18,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,3,23,208,0,0,125,15,3,353
POA4515,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,4,4,0,13,0,0,0,6,0,0,11,6,0,0,8,0,0,19,7,0,0,8,0,0,16,69,0,0,32,0,0,110,107,0,0,13,0,0,127,10,0,0,4,0,0,15,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,17,209,0,0,94,18,3,328
POA4516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,5,10,0,0,9,4,0,23,14,0,0,12,0,0,32,9,0,0,8,0,0,17,9,0,0,5,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,11,57,0,0,48,14,0,122
POA4517,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,3,0,0,8,0,0,0,5,0,0,3,0,0,0,6,0,0,9,6,0,0,3,0,0,11,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,25,9,0,41
POA4518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,8,0,0,9,0,4,0,10,0,0,15,6,0,0,3,3,0,13,30,0,0,12,0,0,42,85,0,0,24,3,0,113,53,0,0,11,0,0,63,14,0,0,0,0,0,22,12,0,0,0,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,13,202,8,0,83,13,6,306
POA4519,0,4,0,0,0,0,4,0,5,0,0,0,0,7,0,19,0,6,7,0,30,0,18,6,14,0,0,34,0,0,3,15,0,0,19,12,7,0,11,6,0,29,73,3,0,37,5,0,119,221,0,0,72,3,0,303,132,0,0,27,0,0,163,22,0,0,4,0,0,22,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,27,486,59,13,201,23,4,786
POA4520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,4,0,0,4,0,0,0,7,0,0,11,4,0,0,21,0,0,28,10,0,0,16,0,0,29,23,0,0,24,0,0,50,24,0,0,19,0,0,42,17,0,0,11,0,0,29,35,0,0,3,0,0,43,30,0,0,0,0,0,32,10,0,0,0,0,0,10,12,0,0,3,0,0,13,4,0,0,7,3,0,18,167,0,0,127,13,0,312
POA4521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,0,0,3,0,0,6,4,0,0,12,6,0,14,15,0,0,9,0,0,20,26,0,0,16,0,0,47,19,0,0,7,0,0,27,11,0,0,0,0,0,11,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,3,0,12,93,0,0,65,8,0,168
POA4550,0,0,0,3,0,0,5,0,4,0,0,0,0,4,0,12,0,4,0,0,16,0,4,5,3,0,0,11,0,0,3,3,0,0,7,0,7,0,4,4,0,15,21,3,0,14,7,0,46,104,3,0,40,4,0,147,49,0,0,27,5,0,79,12,0,0,5,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,3,15,198,36,13,108,24,3,374
POA4551,10,30,0,5,3,0,49,0,51,0,0,6,0,60,6,233,13,16,5,0,270,23,75,9,37,34,0,176,14,48,17,43,20,0,141,40,30,7,72,39,3,192,374,35,23,226,40,0,705,1508,17,13,411,62,7,2023,2283,0,0,273,31,0,2594,676,0,0,75,4,0,755,185,0,0,32,0,0,212,70,0,0,13,0,0,78,28,0,0,0,0,0,27,20,0,0,9,0,0,28,78,32,3,59,20,14,209,5315,557,91,1276,253,32,7526
