POA_CODE_2021,MSEO_SEO,MSEO_UOLSE_VWorW,MSEO_UOLSE_NWorNAA,MSEO_UOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_UOLSE_VWorW,MOL_Afrikaans_UOLSE_NWorNAA,MOL_Afrikaans_UOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_UOLSE_VWorW,MOL_Arabic_UOLSE_NWorNAA,MOL_Arabic_UOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_UOLSE_VWorW,MOL_AIndLng_UOLSE_NWorNAA,MOL_AIndLng_UOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_UOLSE_VWorW,MOL_CL_Canton_UOLSE_NWorNAA,MOL_CL_Canton_UOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_UOLSE_VWorW,MOL_CL_Mandarin_UOLSE_NWorNAA,MOL_CL_Mandarin_UOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_UOLSE_VWorW,MOL_CL_Oth_UOLSE_NWorNAA,MOL_CL_Oth_UOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_UOLSE_VWorW,MOL_CL_Tot_UOLSE_NWorNAA,MOL_CL_Tot_UOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_UOLSE_VWorW,MOL_Croatian_UOLSE_NWorNAA,MOL_Croatian_UOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_French_SEO,MOL_French_UOLSE_VWorW,MOL_French_UOLSE_NWorNAA,MOL_French_UOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_UOLSE_VWorW,MOL_German_UOLSE_NWorNAA,MOL_German_UOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_UOLSE_VWorW,MOL_Greek_UOLSE_NWorNAA,MOL_Greek_UOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_UOLSE_VWorW,MOL_IAL_Bengali_UOLSE_NWorNAA,MOL_IAL_Bengali_UOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Guj_SEO,MOL_IAL_Guj_UOLSE_VWorW,MOL_IAL_Guj_UOLSE_NWorNAA,MOL_IAL_Guj_UOLSE_Tot,MOL_IAL_Guj_NS,MOL_IAL_Guj_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_UOLSE_VWorW,MOL_IAL_Hindi_UOLSE_NWorNAA,MOL_IAL_Hindi_UOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Nepali_SEO,MOL_IAL_Nepali_UOLSE_VWorW,MOL_IAL_Nepali_UOLSE_NWorNAA,MOL_IAL_Nepali_UOLSE_Tot,MOL_IAL_Nepali_NS,MOL_IAL_Nepali_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_UOLSE_VWorW,MOL_IAL_Punjabi_UOLSE_NWorNAA,MOL_IAL_Punjabi_UOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_UOLSE_VWorW,MOL_IAL_Sinhal_UOLSE_NWorNAA,MOL_IAL_Sinhal_UOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_UOLSE_VWorW,MOL_IAL_Urdu_UOLSE_NWorNAA,MOL_IAL_Urdu_UOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_UOLSE_VWorW,MOL_IAL_Oth_UOLSE_NWorNAA,MOL_IAL_Oth_UOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_UOLSE_VWorW,MOL_IAL_Tot_UOLSE_NWorNAA,MOL_IAL_Tot_UOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_UOLSE_VWorW,MOL_Italian_UOLSE_NWorNAA,MOL_Italian_UOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_UOLSE_VWorW,MOL_Japan_UOLSE_NWorNAA,MOL_Japan_UOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Khmer_SEO,MOL_Khmer_UOLSE_VWorW,MOL_Khmer_UOLSE_NWorNAA,MOL_Khmer_UOLSE_Tot,MOL_Khmer_NS,MOL_Khmer_Tot,MOL_Korean_SEO,MOL_Korean_UOLSE_VWorW,MOL_Korean_UOLSE_NWorNAA,MOL_Korean_UOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_UOLSE_VWorW,MOL_Macedon_UOLSE_NWorNAA,MOL_Macedon_UOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Malayalam_SEO,MOL_Malayalam_UOLSE_VWorW,MOL_Malayalam_UOLSE_NWorNAA,MOL_Malayalam_UOLSE_Tot,MOL_Malayalam_NS,MOL_Malayalam_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_UOLSE_VWorW,MOL_Persian_ED_UOLSE_NWorNAA,MOL_Persian_ED_UOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_UOLSE_VWorW,MOL_Polish_UOLSE_NWorNAA,MOL_Polish_UOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Portuguese_SEO,MOL_Portuguese_UOLSE_VWorW,MOL_Portuguese_UOLSE_NWorNAA,MOL_Portuguese_UOLSE_Tot,MOL_Portuguese_NS,MOL_Portuguese_Tot,MOL_Russian_SEO,MOL_Russian_UOLSE_VWorW,MOL_Russian_UOLSE_NWorNAA,MOL_Russian_UOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_UOLSE_VWorW,MOL_Samoan_UOLSE_NWorNAA,MOL_Samoan_UOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_UOLSE_VWorW,MOL_Serbian_UOLSE_NWorNAA,MOL_Serbian_UOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_UOLSE_VWorW
POA6020,9793,..,..,..,..,9793,..,63,0,68,0,68,..,20,3,16,0,16,..,3,0,0,0,0,..,30,4,36,0,36,..,55,17,75,0,75,..,6,0,6,0,6,..,88,29,115,0,115,..,23,0,22,0,22,..,35,3,37,0,35,..,70,3,76,0,75,..,28,0,33,0,33,..,4,0,4,0,4,..,20,0,20,0,20,..,16,0,16,0,16,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,51,0,51,0,51,..,109,10,116,0,119,..,18,0,21,0,21,..,0,0,0,0,0,..,0,3,3,0,6,..,27,4,31,0,31,..,7,0,7,0,7,..,19,0,19,0,19,..,34,3,30,0,36,..,30,0,28,0,28,..,10,0,11,0,11,..,0,0,0,0,0,..,11,0,14,0,14,..,5
POA6021,6265,..,..,..,..,6265,..,25,0,25,0,25,..,68,4,74,0,74,..,3,0,3,0,3,..,128,32,154,0,160,..,248,59,309,4,313,..,12,0,17,0,17,..,391,90,479,8,491,..,125,12,136,0,136,..,28,0,30,0,30,..,25,0,25,0,25,..,91,8,98,0,98,..,12,0,12,0,12,..,193,3,194,3,200,..,74,3,75,0,83,..,33,3,37,0,37,..,68,5,70,0,70,..,24,0,24,0,24,..,52,0,53,0,53,..,15,0,15,0,15,..,470,20,489,7,492,..,656,69,726,9,731,..,26,9,29,0,35,..,0,0,0,0,0,..,7,4,12,0,12,..,326,32,354,0,358,..,15,5,17,0,17,..,46,10,58,0,58,..,34,0,38,0,38,..,47,4,51,0,52,..,13,0,20,0,20,..,6,0,4,0,4,..,43,8,52,0,52,..,7
POA6022,2148,..,..,..,..,2148,..,7,0,7,0,7,..,16,5,18,0,18,..,0,0,0,0,0,..,24,5,24,0,24,..,12,6,20,0,20,..,0,0,0,0,0,..,34,13,49,0,49,..,8,0,8,0,8,..,14,0,14,0,14,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,12,0,12,0,12,..,4,0,4,0,4,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,38,0,42,0,42,..,35,0,35,0,35,..,8,3,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,37,0,32,0,32,..,0,0,0,0,0,..,6,0,6,0,6,..,5,0,5,0,5,..,10,0,11,0,11,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0
POA6023,6926,..,..,..,..,6926,..,55,0,58,0,58,..,11,0,11,0,11,..,3,0,3,0,3,..,30,7,31,0,31,..,59,15,73,3,77,..,15,0,20,0,20,..,103,21,125,3,122,..,13,0,13,0,13,..,35,0,33,0,40,..,69,0,69,4,74,..,19,0,19,0,19,..,3,0,3,0,3,..,24,0,24,0,24,..,16,0,19,0,19,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,65,0,67,0,67,..,47,0,48,0,48,..,15,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,7,0,9,0,9,..,21,3,24,0,27,..,24,0,22,0,27,..,25,0,27,0,29,..,5,0,9,0,9,..,0,0,0,0,0,..,18,4,20,0,20,..,0
POA6024,5806,..,..,..,..,5806,..,21,0,21,0,26,..,16,0,16,0,16,..,0,0,0,0,0,..,31,4,35,0,35,..,42,21,64,0,64,..,7,0,12,0,12,..,87,32,111,0,111,..,7,3,10,0,10,..,24,0,23,0,25,..,34,0,34,0,34,..,6,0,15,0,15,..,0,0,0,0,0,..,29,0,29,0,29,..,17,0,19,0,20,..,0,0,0,0,0,..,9,0,9,0,9,..,5,0,5,0,5,..,5,0,5,0,5,..,5,0,5,0,5,..,69,5,74,0,75,..,64,3,64,3,72,..,20,4,26,0,26,..,0,0,0,0,0,..,4,0,9,0,9,..,20,0,19,0,19,..,3,0,3,0,3,..,12,0,16,0,16,..,13,0,17,0,17,..,17,4,26,0,26,..,10,0,10,0,10,..,5,0,5,0,5,..,11,0,11,0,11,..,0
POA6025,13644,..,..,..,..,13644,..,97,0,97,0,93,..,48,0,47,0,46,..,0,0,6,0,6,..,49,14,61,0,61,..,82,31,109,0,113,..,3,0,3,0,3,..,134,40,177,0,181,..,27,0,26,0,26,..,43,0,45,0,47,..,74,0,78,3,77,..,26,0,23,0,23,..,9,0,9,0,9,..,35,0,35,0,35,..,21,0,21,0,25,..,5,0,5,0,3,..,20,0,20,0,20,..,3,0,3,0,3,..,15,0,15,0,15,..,6,0,6,0,6,..,116,0,116,0,120,..,112,8,115,0,115,..,29,0,25,0,25,..,0,0,0,0,0,..,8,3,4,0,4,..,20,4,25,0,25,..,5,0,5,0,5,..,30,0,28,0,32,..,50,0,47,0,47,..,39,5,42,0,43,..,36,0,36,0,36,..,0,0,0,0,0,..,27,0,30,0,30,..,14
POA6026,9729,..,..,..,..,9729,..,98,0,103,0,103,..,10,0,10,0,10,..,3,0,3,0,3,..,45,15,57,0,57,..,74,21,91,0,91,..,16,0,16,0,16,..,132,27,162,0,162,..,10,0,10,0,10,..,49,0,49,0,49,..,59,0,59,0,59,..,17,0,17,0,17,..,3,0,3,0,3,..,45,0,49,0,49,..,16,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,82,0,83,0,83,..,67,5,75,0,74,..,30,3,31,0,39,..,0,0,0,0,0,..,4,0,5,0,5,..,24,0,26,0,26,..,14,0,16,0,16,..,56,4,59,0,56,..,26,0,30,0,30,..,12,3,18,0,18,..,7,0,10,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,3
POA6027,18300,..,..,..,..,18300,..,214,4,215,6,220,..,96,3,103,0,103,..,8,0,8,0,8,..,44,14,58,0,58,..,129,29,162,0,162,..,8,0,4,0,4,..,178,47,226,0,226,..,22,0,22,0,22,..,77,3,77,0,81,..,104,3,106,0,103,..,36,0,38,0,38,..,16,0,18,0,21,..,37,0,37,0,37,..,47,0,50,0,50,..,12,0,12,0,12,..,27,0,27,0,27,..,31,0,31,0,31,..,24,0,29,0,26,..,3,0,3,0,3,..,200,6,200,3,207,..,102,10,114,0,118,..,27,3,36,0,36,..,7,0,7,0,7,..,21,5,26,0,26,..,31,0,28,0,28,..,25,0,25,0,25,..,66,0,69,0,72,..,66,13,75,0,75,..,42,0,47,0,49,..,26,3,31,0,31,..,0,0,0,0,0,..,22,8,32,0,32,..,19
POA6028,10012,..,..,..,..,10012,..,307,0,307,0,310,..,88,0,92,0,92,..,0,0,0,0,0,..,42,16,55,0,59,..,79,18,97,0,97,..,6,0,6,0,6,..,125,31,156,0,157,..,18,0,18,0,18,..,20,0,20,0,24,..,25,0,29,0,29,..,11,4,12,0,12,..,0,0,0,0,0,..,56,0,59,0,59,..,24,0,22,0,22,..,0,0,0,0,0,..,30,0,30,0,30,..,5,0,5,0,5,..,7,0,9,0,9,..,9,0,9,0,9,..,126,0,131,0,131,..,35,5,37,0,37,..,16,0,16,0,16,..,0,0,0,0,0,..,9,3,12,0,12,..,9,0,11,0,14,..,6,0,6,0,6,..,46,8,54,0,54,..,49,3,51,0,51,..,35,0,35,0,37,..,11,0,11,0,11,..,0,0,0,0,0,..,10,0,7,0,7,..,7
POA6029,1231,..,..,..,..,1231,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,19,0,19,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0
POA6030,16253,..,..,..,..,16253,..,390,5,397,5,406,..,116,14,132,0,132,..,15,0,15,0,15,..,44,11,54,0,54,..,90,30,119,3,123,..,9,0,9,0,9,..,147,42,191,3,190,..,8,0,8,0,8,..,61,0,63,0,63,..,58,5,59,0,59,..,24,0,26,0,26,..,19,0,24,0,24,..,48,3,49,0,49,..,63,3,68,0,68,..,12,3,15,0,15,..,109,7,121,0,122,..,11,0,9,0,9,..,25,0,23,0,23,..,5,0,5,0,5,..,293,22,314,0,314,..,64,8,68,0,71,..,22,0,26,0,26,..,21,12,36,0,35,..,11,7,14,0,14,..,17,0,17,0,17,..,3,0,3,0,3,..,40,3,44,0,44,..,67,4,69,0,69,..,44,6,51,0,52,..,36,3,43,0,43,..,5,0,5,0,5,..,21,0,19,0,19,..,69
POA6031,7215,..,..,..,..,7215,..,120,0,121,0,123,..,57,4,61,0,61,..,10,0,10,0,10,..,12,6,16,0,16,..,37,6,46,0,46,..,4,0,4,0,6,..,55,10,65,0,66,..,3,0,6,0,6,..,17,0,16,0,16,..,20,0,20,0,20,..,5,0,5,0,5,..,4,0,4,0,4,..,67,9,71,0,71,..,37,0,37,0,41,..,10,5,12,0,12,..,104,9,111,4,114,..,14,0,14,0,14,..,14,0,15,0,15,..,6,0,6,0,6,..,259,10,268,6,268,..,17,0,21,0,21,..,11,5,15,0,15,..,3,0,6,0,6,..,4,0,7,0,7,..,6,0,6,0,6,..,54,6,65,0,64,..,16,0,20,0,20,..,11,0,15,0,15,..,17,5,20,0,20,..,9,0,9,0,9,..,0,0,0,0,0,..,10,0,14,0,14,..,81
POA6032,84,..,..,..,..,84,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
POA6033,179,..,..,..,..,179,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
POA6034,1469,..,..,..,..,1469,..,30,0,30,0,35,..,3,0,3,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6
POA6035,4591,..,..,..,..,4591,..,79,4,87,0,87,..,15,4,19,0,19,..,16,0,16,0,16,..,0,0,0,0,0,..,7,9,15,0,15,..,0,0,0,0,0,..,12,9,23,0,23,..,4,0,4,0,4,..,22,3,19,0,19,..,18,0,18,0,18,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,5,0,5,0,5,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,24,0,21,0,21,..,17,0,17,0,17,..,0,0,0,0,0,..,3,0,0,0,0,..,4,4,5,0,5,..,4,0,4,0,4,..,4,0,0,0,0,..,4,0,4,0,4,..,8,0,8,0,8,..,8,3,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4
POA6036,6935,..,..,..,..,6935,..,225,4,229,0,229,..,51,9,64,0,64,..,12,0,12,0,12,..,17,0,19,0,19,..,25,5,31,0,35,..,0,0,0,0,0,..,39,10,52,0,52,..,13,0,13,0,13,..,28,3,28,0,28,..,16,0,21,0,21,..,5,0,5,0,5,..,6,0,6,0,6,..,28,3,26,0,26,..,31,3,32,0,36,..,7,0,7,0,11,..,45,0,45,0,45,..,3,0,3,0,3,..,14,0,16,0,16,..,0,0,0,0,0,..,131,9,139,4,146,..,19,0,21,0,21,..,13,5,17,0,17,..,0,0,0,0,0,..,0,0,8,0,8,..,3,0,6,0,6,..,4,0,4,0,4,..,15,0,15,0,15,..,18,5,23,0,23,..,18,0,14,0,14,..,3,0,8,0,8,..,5,0,5,0,5,..,4,0,4,0,4,..,41
POA6037,1698,..,..,..,..,1698,..,21,0,21,0,21,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,5,5,0,5,..,4,0,4,0,4,..,4,0,4,0,4,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
POA6038,3868,..,..,..,..,3868,..,119,0,125,0,125,..,17,0,22,0,22,..,0,0,0,0,0,..,15,0,15,0,15,..,21,6,27,0,27,..,0,0,0,0,0,..,36,6,41,0,41,..,9,0,9,0,9,..,22,0,22,0,27,..,18,0,18,0,21,..,5,0,7,0,7,..,0,0,0,0,0,..,20,6,27,0,27,..,28,0,28,0,28,..,0,0,0,0,0,..,44,0,47,0,48,..,0,0,0,0,0,..,8,0,8,0,8,..,5,0,5,0,5,..,105,7,112,0,112,..,10,0,10,0,10,..,10,3,6,0,7,..,0,0,0,0,0,..,3,3,14,0,14,..,7,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,40,0,40,0,40,..,3,0,9,0,9,..,0,0,0,0,0,..,4,0,4,0,4,..,28
POA6041,715,..,..,..,..,715,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
POA6042,45,..,..,..,..,45,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
POA6043,111,..,..,..,..,111,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
POA6044,551,..,..,..,..,551,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,12,11,0,13,..,0,0,0,0,0,..,4,10,14,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3
POA6050,6138,..,..,..,..,6138,..,3,0,3,0,3,..,9,0,9,0,9,..,0,0,0,0,0,..,32,9,44,0,39,..,89,8,91,0,92,..,8,0,7,0,7,..,131,12,143,3,146,..,11,0,11,0,11,..,47,0,48,0,46,..,24,0,27,0,27,..,44,4,48,0,48,..,3,0,3,0,3,..,12,0,12,0,12,..,15,0,15,0,15,..,42,3,42,0,42,..,7,0,7,0,7,..,15,0,15,0,15,..,17,5,21,0,21,..,6,0,6,0,6,..,119,7,120,0,120,..,156,14,172,0,174,..,27,3,25,0,25,..,0,0,0,0,0,..,17,0,16,0,16,..,25,3,29,0,29,..,7,0,7,0,7,..,11,0,9,0,9,..,16,0,20,0,19,..,31,5,30,0,30,..,8,0,8,0,8,..,0,0,0,0,0,..,21,5,21,0,21,..,5
POA6051,4721,..,..,..,..,4721,..,12,0,12,0,12,..,28,0,32,0,31,..,6,0,6,0,6,..,50,8,60,0,63,..,79,23,100,5,101,..,9,0,10,0,10,..,135,33,166,3,171,..,8,0,10,0,10,..,37,3,43,5,39,..,29,0,29,5,28,..,6,0,8,0,8,..,25,0,25,0,27,..,21,3,20,0,20,..,64,0,66,3,71,..,50,0,50,0,50,..,90,5,93,0,93,..,20,0,22,0,22,..,48,5,49,0,50,..,8,0,8,0,8,..,324,11,338,4,343,..,62,0,68,0,67,..,27,4,24,0,28,..,4,3,7,0,7,..,16,7,21,0,21,..,3,0,6,0,6,..,22,0,22,0,22,..,20,3,26,0,26,..,41,3,45,0,45,..,31,3,35,0,40,..,11,0,19,0,15,..,0,0,0,0,0,..,32,0,31,0,34,..,8
