POA_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA3618,..,0,0,0,5,3,3,0,0,9,..,0,0,0,3,12,15,3,3,33,0,0,0,0,0,0,0,0,0,4,37,26,31,35,36,57,42,18,6,293,..,0,13,26,37,57,48,20,4,204,..,5,23,10,20,13,11,4,0,84,..,0,5,9,9,6,3,6,0,33,89,..,..,..,..,..,..,..,..,89,..,16,..,..,..,..,..,..,..,16,..,26,15,4,0,3,0,0,0,48,..,0,0,0,3,0,0,0,0,10,..,0,3,0,0,0,0,0,0,3,..,3,4,3,10,11,6,0,0,39,..,0,4,7,12,9,23,4,8,71,0,0,0,0,0,3,3,0,0,14,90,62,67,59,86,102,86,35,14,614
POA3620,..,13,8,5,5,9,6,3,0,56,..,11,26,29,43,103,127,142,77,553,7,4,8,0,0,8,7,8,0,37,661,379,397,421,500,535,518,353,130,3889,..,11,221,411,572,633,623,402,83,2952,..,82,234,120,122,102,58,20,3,740,..,12,56,92,94,52,24,24,24,381,1353,..,..,..,..,..,..,..,..,1353,..,326,..,..,..,..,..,..,..,326,..,304,133,66,35,19,8,0,0,568,..,24,14,9,12,22,15,10,9,110,..,26,14,6,5,6,0,0,0,61,..,28,23,10,13,19,11,9,0,116,..,29,63,77,98,185,216,204,119,996,13,20,20,3,9,14,13,14,6,107,1361,855,770,793,975,1061,978,673,235,7701
POA3621,..,7,6,0,0,3,4,0,0,21,..,3,8,8,19,26,30,23,10,123,5,3,5,0,0,6,0,0,0,17,239,122,135,114,143,151,121,68,14,1106,..,9,99,135,173,191,153,83,6,857,..,19,63,36,36,24,15,9,0,199,..,7,24,22,24,7,9,0,0,94,481,..,..,..,..,..,..,..,..,481,..,95,..,..,..,..,..,..,..,95,..,84,39,11,4,5,0,0,0,141,..,6,4,0,0,3,0,0,4,26,..,7,6,0,0,0,0,0,0,17,..,9,8,3,0,3,8,3,0,35,..,8,15,19,37,46,76,39,16,269,4,6,0,3,3,0,3,3,0,35,486,250,260,229,285,293,268,141,32,2247
POA3622,..,0,0,0,6,0,0,0,0,3,..,0,0,0,3,5,3,0,3,11,0,0,0,0,0,0,0,0,0,0,60,28,24,38,27,36,26,9,3,246,..,0,16,35,29,52,43,7,0,194,..,3,15,13,13,3,0,0,0,44,..,0,0,4,0,5,0,0,0,15,102,..,..,..,..,..,..,..,..,102,..,33,..,..,..,..,..,..,..,33,..,10,12,4,5,0,0,0,0,32,..,0,0,0,0,3,0,3,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,6,4,0,0,0,10,..,0,3,0,3,16,6,0,0,31,0,0,0,0,0,0,7,0,0,7,102,51,49,64,55,86,58,17,3,479
POA3623,..,0,0,0,0,0,0,0,0,4,..,0,3,7,3,12,9,10,6,57,4,0,3,0,0,0,0,0,0,12,70,39,48,46,48,68,52,31,12,412,..,0,24,36,56,74,70,37,7,310,..,14,33,10,15,7,7,5,0,89,..,0,10,10,8,7,6,6,5,49,131,..,..,..,..,..,..,..,..,131,..,22,..,..,..,..,..,..,..,22,..,30,10,3,7,3,0,0,0,57,..,0,0,0,6,9,0,4,0,18,..,4,3,0,0,0,0,0,0,14,..,0,0,0,0,4,4,6,0,10,..,0,12,9,11,26,24,32,6,116,8,0,7,0,0,0,6,0,0,19,137,74,94,81,99,135,113,79,18,832
POA3624,..,0,3,0,0,0,3,0,0,10,..,0,0,0,4,11,7,4,4,27,0,0,0,0,0,0,0,0,0,6,49,29,34,32,22,35,34,21,5,261,..,0,18,25,31,41,34,28,0,182,..,10,12,13,7,10,0,0,0,57,..,0,3,7,3,0,5,0,0,23,88,..,..,..,..,..,..,..,..,88,..,22,..,..,..,..,..,..,..,22,..,19,10,0,0,0,0,0,0,36,..,0,0,0,0,0,0,0,0,12,..,5,0,0,0,0,0,0,0,5,..,3,3,0,0,0,4,0,0,21,..,0,4,5,7,27,22,3,4,65,4,0,0,4,0,0,0,0,0,10,94,58,64,52,55,77,68,41,8,519
POA3629,..,13,51,16,13,16,14,5,0,127,..,13,45,49,66,115,181,122,62,646,13,12,3,7,13,11,16,3,0,83,698,456,546,506,557,561,564,295,100,4274,..,14,258,385,518,576,553,303,65,2676,..,114,290,146,137,92,54,19,8,861,..,17,103,137,143,80,36,22,14,551,1430,..,..,..,..,..,..,..,..,1430,..,325,..,..,..,..,..,..,..,325,..,379,145,59,38,13,8,0,0,634,..,41,30,16,20,38,25,10,0,184,..,33,31,15,16,9,0,0,0,115,..,34,80,24,24,35,33,7,0,240,..,28,93,109,157,241,303,203,89,1225,25,30,26,10,30,29,24,9,4,190,1460,1008,1062,901,1083,1120,1036,581,174,8429
POA3630,..,107,189,52,47,52,32,12,5,490,..,80,181,136,211,404,461,425,235,2126,33,51,38,26,23,14,30,19,8,242,2729,1748,2244,1749,1738,1740,1565,1018,357,14884,..,93,1417,1800,1687,1786,1695,1040,209,9720,..,335,941,401,298,221,107,47,6,2347,..,57,302,388,464,238,103,64,52,1677,5634,..,..,..,..,..,..,..,..,5634,..,1274,..,..,..,..,..,..,..,1274,..,1016,465,168,119,67,14,0,0,1852,..,191,139,51,67,91,107,37,23,701,..,98,141,64,42,13,7,5,0,369,..,212,398,176,145,108,84,25,4,1164,..,134,405,327,510,759,726,596,316,3778,72,98,101,69,59,39,46,33,11,526,5700,3514,4309,3443,3389,3323,2897,1833,615,29030
POA3631,..,21,22,16,3,16,9,3,0,90,..,9,35,23,34,72,86,98,57,406,17,19,14,5,3,6,13,0,3,77,1526,747,811,998,895,856,598,294,114,6836,..,27,662,1431,1330,1227,883,397,85,6033,..,60,354,193,181,139,52,9,3,987,..,3,61,103,114,58,30,18,15,411,3133,..,..,..,..,..,..,..,..,3133,..,749,..,..,..,..,..,..,..,749,..,547,216,71,37,29,8,0,0,905,..,47,46,13,19,46,47,30,17,259,..,33,54,14,11,6,0,0,0,124,..,48,65,31,18,27,27,3,0,221,..,21,74,65,93,144,146,144,75,765,31,37,38,25,16,11,20,4,3,184,3165,1576,1573,1940,1826,1688,1207,601,193,13785
POA3633,..,0,0,0,0,0,0,0,0,5,..,0,3,0,4,0,5,0,0,12,7,0,0,0,0,0,0,0,0,8,51,31,24,39,50,40,28,5,0,275,..,0,17,40,68,55,52,8,0,244,..,4,16,11,17,8,0,0,0,49,..,0,6,3,0,0,0,0,0,10,106,..,..,..,..,..,..,..,..,106,..,31,..,..,..,..,..,..,..,31,..,33,10,4,0,0,0,0,0,48,..,0,5,0,4,5,0,3,0,17,..,6,0,0,0,0,0,0,0,8,..,0,0,0,3,0,0,0,0,4,..,0,0,7,9,11,8,9,0,49,3,0,4,3,0,0,0,0,0,13,117,77,54,71,103,88,60,22,0,585
POA3634,..,0,0,0,0,0,3,0,0,9,..,0,0,0,0,15,10,5,3,39,0,0,5,0,0,0,3,0,0,7,183,91,82,110,128,132,82,30,8,840,..,5,64,136,161,178,118,31,6,711,..,11,34,31,41,23,13,0,0,158,..,0,8,19,24,19,9,7,0,76,369,..,..,..,..,..,..,..,..,369,..,97,..,..,..,..,..,..,..,97,..,63,29,13,11,0,0,0,0,119,..,3,0,3,9,0,3,10,0,31,..,3,6,0,0,3,3,0,0,15,..,0,0,0,4,4,0,0,0,12,..,6,9,7,15,29,36,14,3,120,0,3,3,0,0,4,3,0,0,17,370,198,154,217,259,261,193,65,14,1723
POA3635,..,0,0,0,0,0,0,0,0,3,..,0,0,0,5,4,5,5,0,27,0,0,0,0,4,0,0,0,0,6,39,23,29,17,38,41,31,16,0,244,..,0,23,15,38,52,39,27,0,198,..,11,14,13,14,12,4,0,0,58,..,0,7,3,3,3,0,0,0,13,69,..,..,..,..,..,..,..,..,69,..,17,..,..,..,..,..,..,..,17,..,22,12,0,0,0,0,0,0,34,..,0,0,0,0,0,0,0,0,7,..,0,0,3,0,0,0,0,0,5,..,5,3,0,0,3,6,0,0,9,..,5,0,0,11,17,21,10,0,59,0,3,3,0,3,0,0,0,0,12,69,52,60,42,77,89,67,32,8,495
POA3636,..,4,12,6,8,16,10,5,0,56,..,13,21,18,31,70,78,94,54,369,5,5,7,0,5,3,4,0,4,32,388,245,258,232,323,380,315,228,86,2447,..,11,149,219,333,417,389,231,63,1800,..,55,141,88,60,71,30,7,8,463,..,10,33,63,70,42,14,17,11,262,780,..,..,..,..,..,..,..,..,780,..,194,..,..,..,..,..,..,..,194,..,160,87,29,24,13,5,0,0,316,..,14,6,5,11,16,20,4,3,78,..,9,16,6,6,8,4,0,0,42,..,7,22,7,13,30,16,12,5,110,..,15,48,43,74,140,151,137,78,689,6,6,10,0,6,8,8,0,8,55,792,484,518,453,599,741,630,412,167,4791
POA3637,..,0,0,0,0,0,3,0,0,6,..,0,0,0,0,3,0,0,3,9,0,0,0,3,0,0,4,0,0,10,68,30,34,31,39,38,31,4,9,292,..,4,32,40,67,49,43,16,0,253,..,6,19,14,5,3,4,0,0,51,..,0,3,4,4,4,3,0,0,20,127,..,..,..,..,..,..,..,..,127,..,17,..,..,..,..,..,..,..,17,..,27,9,5,0,5,0,0,0,48,..,3,0,0,0,3,0,0,0,8,..,0,4,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,10,..,0,4,0,5,13,9,0,3,37,0,0,0,3,0,0,3,0,0,15,137,58,60,69,87,81,63,17,9,575
POA3638,..,6,3,0,4,12,6,0,0,24,..,8,6,5,7,34,44,38,18,156,0,0,0,0,0,0,9,0,0,16,150,127,95,97,122,165,135,79,31,1011,..,12,57,118,124,173,140,58,25,694,..,23,62,31,41,32,25,4,0,219,..,0,12,14,33,13,8,11,9,92,335,..,..,..,..,..,..,..,..,335,..,109,..,..,..,..,..,..,..,109,..,94,28,9,14,6,4,0,0,143,..,13,3,3,4,8,7,7,0,34,..,6,5,0,4,0,0,0,0,16,..,6,11,4,5,12,9,0,0,48,..,9,15,17,30,75,85,62,27,314,0,5,3,0,0,4,6,0,0,28,337,259,194,201,248,321,279,153,60,2045
POA3639,..,0,0,0,0,4,4,4,0,6,..,0,0,0,4,11,8,3,3,29,4,0,0,0,0,5,3,0,0,7,18,16,16,15,28,52,40,11,4,208,..,0,9,12,26,67,49,14,0,184,..,7,11,12,9,9,5,0,0,44,..,0,0,4,3,3,7,0,0,16,41,..,..,..,..,..,..,..,..,41,..,10,..,..,..,..,..,..,..,10,..,10,4,0,7,0,0,0,0,23,..,0,0,0,0,0,0,3,0,5,..,0,3,0,0,0,0,0,0,4,..,0,0,0,5,3,4,4,0,19,..,0,3,0,8,17,23,11,9,72,6,0,0,0,0,5,5,0,0,16,46,31,37,34,61,110,86,33,6,443
POA3640,..,9,21,4,0,0,0,0,0,32,..,0,0,0,3,7,5,4,0,13,0,0,3,0,0,0,3,0,0,3,84,52,64,61,58,52,41,15,0,435,..,3,29,64,80,80,71,17,0,344,..,16,22,23,18,7,0,0,0,95,..,0,9,12,5,7,4,0,4,42,173,..,..,..,..,..,..,..,..,173,..,39,..,..,..,..,..,..,..,39,..,37,14,10,3,3,0,0,0,73,..,0,0,0,0,0,0,0,4,8,..,4,0,0,0,0,0,0,0,12,..,10,36,10,0,3,0,0,0,68,..,0,5,3,6,11,15,5,0,56,4,4,0,0,0,0,3,0,0,14,178,127,122,128,122,116,96,30,12,926
POA3641,..,0,3,0,0,3,0,0,0,9,..,0,0,0,0,13,10,8,0,36,0,0,0,0,0,0,3,0,0,8,129,56,59,66,63,81,69,31,6,553,..,0,37,78,96,89,86,40,7,428,..,15,34,25,21,13,17,0,0,123,..,0,6,14,11,5,0,0,7,43,235,..,..,..,..,..,..,..,..,235,..,42,..,..,..,..,..,..,..,42,..,46,21,5,4,4,0,0,0,79,..,0,0,0,5,3,6,0,0,15,..,5,5,0,0,0,0,0,0,14,..,0,7,0,0,9,7,3,0,23,..,5,6,10,17,33,27,12,5,123,0,0,3,0,3,0,6,6,0,20,235,118,123,132,154,157,154,58,13,1146
POA3644,..,8,32,9,11,20,17,7,0,107,..,18,26,21,57,84,138,152,77,576,18,6,12,10,4,11,18,3,4,81,710,378,444,471,509,572,647,381,116,4239,..,11,274,476,533,657,796,449,83,3283,..,94,198,154,137,100,87,27,9,799,..,15,66,95,97,62,23,20,14,384,1427,..,..,..,..,..,..,..,..,1427,..,318,..,..,..,..,..,..,..,318,..,251,119,48,39,18,3,0,0,477,..,22,39,8,13,12,17,17,7,129,..,9,44,13,10,11,0,0,0,85,..,32,85,29,22,47,36,16,0,267,..,37,81,84,136,204,265,245,116,1164,24,29,22,23,17,24,36,5,4,187,1456,809,917,926,1005,1125,1273,775,232,8519
POA3646,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,8,3,3,0,27,6,0,3,0,0,0,0,0,0,7,49,20,18,24,46,49,43,19,3,270,..,0,11,21,52,64,60,25,5,233,..,3,4,16,6,14,4,6,0,44,..,0,4,10,10,0,0,0,3,33,89,..,..,..,..,..,..,..,..,89,..,26,..,..,..,..,..,..,..,26,..,19,11,4,0,4,0,0,0,36,..,0,0,0,0,0,7,0,0,11,..,0,3,0,0,0,0,0,0,3,..,0,0,0,4,0,0,0,0,4,..,0,3,0,11,18,9,10,3,50,5,0,8,0,0,5,0,0,0,16,94,47,34,54,91,101,82,37,9,548
POA3647,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,4,4,0,0,0,0,0,0,13
POA3649,..,0,0,0,0,0,0,0,0,5,..,0,3,0,5,4,0,4,0,21,0,0,0,0,0,0,0,0,0,0,43,22,30,20,25,42,23,16,3,222,..,0,12,31,36,46,20,15,3,169,..,5,4,3,6,6,10,0,0,34,..,0,3,3,6,3,0,3,3,18,76,..,..,..,..,..,..,..,..,76,..,19,..,..,..,..,..,..,..,19,..,15,6,0,0,0,0,0,0,31,..,0,0,0,0,0,4,3,0,9,..,5,3,3,0,0,0,0,0,9,..,0,5,0,0,0,0,0,0,11,..,0,7,0,7,10,12,9,4,47,0,5,0,0,0,0,3,0,0,9,76,45,53,38,53,79,51,29,11,429
POA3658,..,0,4,3,6,9,8,3,0,42,..,5,18,19,31,67,62,54,31,283,4,9,7,3,3,3,0,0,0,34,513,312,363,349,417,423,278,154,57,2877,..,7,206,361,428,464,333,167,28,1988,..,44,230,136,134,97,43,9,0,702,..,3,49,64,89,49,30,19,17,307,1071,..,..,..,..,..,..,..,..,1071,..,264,..,..,..,..,..,..,..,264,..,254,134,37,20,12,3,0,0,471,..,20,19,3,19,18,24,18,6,134,..,17,13,14,11,4,4,0,0,62,..,6,12,5,18,22,21,5,0,94,..,12,61,55,83,151,128,89,34,619,8,22,10,8,11,11,9,5,0,79,1081,651,746,674,814,835,599,312,86,5799
POA3659,..,0,0,5,0,0,0,0,0,3,..,0,0,0,0,9,7,0,3,18,0,0,0,5,0,0,0,0,0,9,52,39,28,32,63,63,51,17,5,343,..,0,17,21,68,91,63,22,8,292,..,9,19,22,16,12,5,0,0,74,..,0,7,3,14,6,5,3,0,38,102,..,..,..,..,..,..,..,..,102,..,37,..,..,..,..,..,..,..,37,..,29,10,3,4,4,0,0,0,51,..,4,7,0,0,4,7,5,6,21,..,8,3,0,0,0,0,0,0,11,..,0,0,3,0,0,5,0,0,9,..,0,0,0,3,23,17,7,3,61,0,0,0,4,0,0,3,0,0,18,108,79,57,65,111,134,109,41,17,711
POA3660,..,20,7,9,15,14,5,0,0,82,..,13,41,32,41,98,121,100,60,505,6,12,11,5,4,8,11,3,4,63,509,379,396,368,466,560,491,265,96,3525,..,15,161,301,426,560,573,282,45,2356,..,65,225,125,120,95,54,10,0,692,..,20,54,90,129,92,45,28,21,473,1022,..,..,..,..,..,..,..,..,1022,..,273,..,..,..,..,..,..,..,273,..,276,163,51,48,28,4,0,0,567,..,24,28,13,8,42,30,16,12,173,..,34,25,15,9,5,3,0,0,86,..,103,47,32,29,27,23,3,0,274,..,19,76,76,121,228,235,165,79,1016,17,25,20,13,13,11,11,10,4,117,1037,844,798,707,901,1096,986,519,157,7038
POA3662,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,28,98,66,27,6,0,0,0,346,..,0,107,122,39,9,0,0,0,282,..,20,65,26,3,0,0,0,0,121,..,0,0,3,3,0,0,0,0,3,255,..,..,..,..,..,..,..,..,255,..,24,..,..,..,..,..,..,..,24,..,12,3,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,6,0,6,0,0,0,0,16,0,0,0,0,7,3,0,0,0,8,258,60,177,160,62,11,0,0,0,722
POA3663,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,5,10,16,10,12,0,69,..,0,10,3,7,22,13,8,0,65,..,0,0,3,6,6,0,0,0,20,..,0,0,0,0,5,3,0,0,8,14,..,..,..,..,..,..,..,..,14,..,7,..,..,..,..,..,..,..,7,..,11,3,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,5,0,0,0,9,..,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,14,12,16,12,16,37,22,15,0,150
POA3664,..,0,0,0,0,5,0,0,0,9,..,3,0,7,3,10,25,13,7,75,0,3,0,0,0,3,6,0,0,9,88,42,41,73,79,88,87,44,14,557,..,0,16,77,77,101,104,48,11,436,..,12,35,21,30,23,8,4,0,127,..,0,7,11,22,7,5,0,5,47,183,..,..,..,..,..,..,..,..,183,..,33,..,..,..,..,..,..,..,33,..,41,16,12,5,0,0,0,0,72,..,3,0,0,0,5,3,4,0,15,..,4,0,0,0,0,4,0,0,6,..,0,0,0,8,6,4,0,0,15,..,3,7,12,15,17,39,29,13,135,0,3,0,0,0,7,8,0,0,24,183,103,86,130,149,171,165,86,26,1103
POA3665,..,0,0,0,0,0,0,0,0,5,..,0,0,0,3,4,5,4,0,18,0,0,0,0,0,0,0,0,0,0,23,16,7,21,34,30,33,19,3,176,..,0,6,15,35,43,46,18,0,162,..,0,5,13,3,3,0,0,0,29,..,0,0,5,4,0,0,0,0,16,53,..,..,..,..,..,..,..,..,53,..,11,..,..,..,..,..,..,..,11,..,18,5,0,0,0,0,0,0,23,..,3,0,0,0,0,5,5,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,9,..,0,0,4,9,10,16,4,0,35,0,0,0,0,0,0,0,0,0,3,53,34,11,39,53,56,70,34,5,356
POA3666,..,4,5,7,6,8,3,3,0,41,..,5,19,23,27,70,117,83,45,381,0,4,4,4,3,0,4,0,0,29,307,165,201,242,269,403,410,225,83,2307,..,0,79,201,260,421,527,247,49,1785,..,44,124,89,73,73,60,17,0,482,..,3,23,50,58,28,27,17,18,219,630,..,..,..,..,..,..,..,..,630,..,158,..,..,..,..,..,..,..,158,..,123,71,31,18,19,5,0,0,266,..,12,6,0,19,22,17,8,5,88,..,14,7,3,0,0,3,0,0,31,..,5,18,16,11,21,8,11,5,90,..,10,33,39,60,146,217,138,78,720,8,10,12,11,10,5,10,4,0,68,639,376,369,438,495,746,866,445,159,4537
POA3669,..,0,0,0,6,6,4,3,0,18,..,0,5,4,3,30,31,19,11,105,0,0,0,0,0,0,0,0,0,15,89,38,44,58,79,144,122,58,21,654,..,0,33,55,61,130,160,56,13,512,..,10,19,15,29,25,14,5,0,119,..,0,3,11,14,8,3,8,8,50,176,..,..,..,..,..,..,..,..,176,..,32,..,..,..,..,..,..,..,32,..,26,9,10,9,10,0,0,0,56,..,0,3,3,0,10,9,4,0,35,..,0,0,0,3,0,0,0,0,10,..,0,0,0,13,9,4,0,0,29,..,0,5,7,23,48,67,42,10,211,0,0,0,6,3,7,3,0,0,19,178,76,74,110,152,251,264,127,33,1260
POA3670,..,0,0,0,0,4,0,0,0,8,..,0,0,0,3,12,3,5,0,25,0,0,0,0,0,0,0,0,0,0,34,20,21,28,39,65,38,9,6,258,..,0,16,26,31,81,65,17,0,233,..,4,13,14,20,15,6,0,0,68,..,0,0,3,10,3,0,0,0,20,73,..,..,..,..,..,..,..,..,73,..,18,..,..,..,..,..,..,..,18,..,15,15,0,0,0,0,0,0,30,..,0,0,0,4,3,4,0,3,19,..,0,5,0,0,0,0,0,0,13,..,0,0,0,0,4,6,0,0,13,..,0,3,3,10,18,17,9,0,65,0,0,5,0,0,0,3,0,0,8,73,50,50,56,70,126,102,25,6,558
POA3672,..,18,25,5,12,33,22,8,5,132,..,25,57,39,85,192,253,207,130,985,23,14,19,4,9,15,21,3,0,100,699,437,507,480,608,797,821,540,204,5095,..,16,272,422,539,768,879,565,129,3597,..,110,266,163,154,127,79,30,5,927,..,11,86,99,126,92,44,43,16,520,1342,..,..,..,..,..,..,..,..,1342,..,327,..,..,..,..,..,..,..,327,..,287,137,51,53,36,4,0,0,569,..,38,16,8,23,31,39,25,12,193,..,31,21,11,10,9,4,0,0,93,..,45,71,20,29,63,49,23,6,299,..,45,106,110,165,346,398,315,170,1654,38,30,43,20,13,24,29,12,0,204,1383,933,1020,905,1113,1491,1529,1006,349,9723
POA3673,..,0,0,0,0,0,6,0,0,9,..,0,5,9,10,25,12,7,7,77,0,3,0,0,0,5,0,0,0,9,104,74,58,86,114,176,140,49,10,812,..,3,31,96,141,221,210,69,4,775,..,8,36,38,39,33,33,8,0,189,..,0,4,6,10,11,0,5,0,49,237,..,..,..,..,..,..,..,..,237,..,56,..,..,..,..,..,..,..,56,..,48,23,14,6,0,0,0,0,90,..,8,0,0,0,7,3,10,3,27,..,6,3,3,0,4,0,0,0,11,..,0,0,0,0,5,3,0,0,16,..,4,11,11,20,58,37,23,5,166,5,9,8,3,3,5,3,4,0,33,240,140,115,165,222,346,296,122,16,1656
POA3675,..,0,0,0,0,0,3,0,0,6,..,0,3,5,3,17,20,25,0,69,0,6,0,0,5,6,9,0,0,20,151,90,69,114,135,150,125,52,10,893,..,4,45,133,168,195,189,63,12,810,..,8,33,42,39,39,19,0,0,182,..,4,6,12,17,11,4,5,0,63,320,..,..,..,..,..,..,..,..,320,..,81,..,..,..,..,..,..,..,81,..,54,23,13,11,3,0,0,0,98,..,0,5,0,0,4,4,3,3,23,..,7,6,0,4,3,0,0,0,19,..,0,0,0,0,3,12,0,0,17,..,0,8,9,14,46,42,30,3,151,0,8,3,3,4,6,7,3,0,32,322,168,133,218,260,301,272,96,18,1782
POA3677,..,50,61,18,11,36,25,13,7,217,..,44,127,77,161,290,373,368,233,1678,15,27,16,9,17,11,9,16,6,129,1539,995,1082,1081,1156,1175,1129,823,343,9321,..,31,629,1033,1066,1163,1175,771,166,6033,..,236,581,313,273,180,80,23,3,1700,..,31,146,258,282,132,69,65,40,1019,3105,..,..,..,..,..,..,..,..,3105,..,723,..,..,..,..,..,..,..,723,..,555,206,101,102,50,6,0,0,1022,..,66,42,22,19,42,62,30,22,307,..,66,57,20,14,3,5,3,3,168,..,88,129,39,38,62,50,32,5,444,..,94,232,205,328,535,591,505,295,2786,41,58,42,40,37,29,27,23,11,304,3144,1961,2059,2031,2163,2197,2064,1466,538,17625
