POA_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
POA3489,0,0,0,9,8,0,14,24,0,42
POA3490,71,8,81,140,51,4,197,803,117,1126
POA3491,4,0,4,20,5,0,25,79,11,120
POA3494,4,0,3,93,23,3,117,353,64,536
POA3496,133,19,155,970,328,41,1337,3438,493,5265
POA3498,95,14,102,914,308,35,1262,3127,436,4819
POA3500,868,129,1002,4835,1665,187,6687,19241,2374,28305
POA3501,26,6,30,413,109,13,532,1027,85,1648
POA3505,110,18,132,730,271,36,1038,2552,426,4021
POA3506,5,0,5,4,0,0,8,21,0,30
POA3507,3,0,3,13,3,0,19,86,39,145
POA3509,3,5,4,24,12,0,39,133,16,189
POA3512,10,0,10,59,19,5,78,201,16,294
POA3515,8,5,14,574,142,13,732,1051,89,1876
POA3516,17,0,16,104,33,5,144,427,48,618
POA3517,61,20,87,186,88,11,282,839,150,1276
POA3518,33,4,37,104,65,10,173,821,160,1165
POA3520,0,4,3,14,5,0,15,104,25,140
POA3521,13,5,15,120,35,3,168,395,59,618
POA3522,5,0,10,46,13,0,61,206,30,290
POA3523,118,23,138,382,154,21,556,2496,441,3492
POA3525,53,17,68,155,77,4,234,799,147,1178
POA3527,23,15,42,83,39,3,125,459,62,646
POA3529,0,0,0,24,10,0,31,60,6,91
POA3530,0,0,0,3,8,0,14,80,7,107
POA3531,8,0,8,29,12,0,47,103,10,159
POA3533,28,3,34,107,29,3,142,423,59,627
POA3537,56,34,89,149,41,3,191,552,176,919
POA3540,6,0,9,20,20,0,36,169,34,248
POA3542,4,0,4,19,12,0,26,77,9,115
POA3544,4,0,8,27,19,0,49,134,30,206
POA3546,12,0,12,47,21,0,72,210,9,286
POA3549,51,23,77,481,153,11,652,2112,502,3264
POA3550,1275,134,1416,6028,2358,211,8593,24445,2076,35116
POA3551,300,32,330,7166,2046,254,9465,16518,1332,27308
POA3555,632,207,840,3050,1165,135,4350,11845,1307,17502
POA3556,263,43,317,2120,928,75,3125,7536,788,11444
POA3557,3,6,8,169,40,6,209,409,60,677
POA3558,28,10,31,117,60,4,177,536,104,821
POA3559,3,0,11,63,55,3,122,285,74,475
POA3561,155,26,175,546,228,25,801,2671,295,3768
POA3562,0,0,0,40,7,0,46,127,31,207
POA3563,20,3,26,122,48,0,173,447,75,697
POA3564,423,115,546,2460,963,97,3515,9654,1006,14183
POA3565,3,0,3,26,4,0,24,73,7,106
POA3566,8,0,8,92,37,4,134,293,46,472
POA3567,9,0,10,83,30,5,120,405,35,558
POA3568,119,13,135,356,173,18,548,1769,203,2519
POA3570,12,0,11,100,49,5,155,422,119,694
POA3571,8,0,12,46,23,0,71,159,18,253
POA3572,0,0,0,27,10,0,40,65,8,111
POA3573,0,0,0,45,18,0,61,180,31,273
POA3575,24,3,24,102,25,0,130,491,67,683
POA3576,0,0,0,11,13,0,27,18,0,48
POA3579,214,28,243,691,279,31,1001,3135,404,4537
POA3580,16,4,14,119,77,4,199,649,100,943
POA3581,0,0,0,23,4,0,26,96,7,132
POA3583,3,0,3,16,11,0,29,97,12,138
POA3584,8,8,17,170,59,3,239,580,106,920
POA3585,371,53,424,1707,640,66,2410,6188,687,9290
POA3586,6,0,6,129,51,5,187,400,48,640
POA3588,4,0,11,56,21,3,81,218,29,332
POA3589,0,0,3,37,21,3,60,181,48,289
POA3590,0,0,0,55,11,0,74,160,30,270
POA3591,0,0,0,29,11,0,40,90,7,140
POA3594,13,0,10,65,18,0,80,338,46,463
POA3595,16,0,19,72,28,3,113,367,72,553
POA3596,6,0,6,13,7,0,19,58,13,91
POA3597,9,0,7,68,18,0,86,281,20,383
POA3599,0,0,6,14,0,0,18,93,24,136
POA3607,3,0,3,24,3,0,30,88,16,138
POA3608,73,24,99,359,139,9,503,1708,199,2409
POA3610,22,4,28,188,79,7,278,840,273,1394
POA3612,49,7,61,162,94,8,264,1139,179,1586
POA3614,0,0,0,193,47,5,248,402,62,716
POA3616,122,15,143,856,283,32,1171,3064,372,4607
POA3617,0,0,0,22,7,0,30,86,18,138
POA3618,12,3,17,80,43,10,127,392,61,581
POA3620,270,63,334,1180,444,33,1665,4704,530,6900
POA3621,64,7,80,393,157,17,564,1234,125,1932
POA3622,3,0,3,92,36,3,131,260,32,421
POA3623,16,5,20,108,52,4,166,532,54,748
POA3624,6,0,11,67,31,0,101,313,46,461
POA3629,201,48,250,1255,474,43,1771,5231,906,7911
POA3630,812,108,928,4488,1416,150,6055,17680,2244,25981
POA3631,235,27,263,2727,714,74,3515,7195,628,11335
POA3633,0,0,0,104,40,0,140,340,28,501
POA3634,14,4,19,324,133,14,466,883,147,1501
POA3635,0,6,5,80,33,4,116,312,47,468
POA3636,193,24,222,676,327,36,1043,3019,439,4500
POA3637,9,0,11,118,48,3,163,276,42,490
POA3638,78,4,83,308,132,12,452,1283,100,1837
POA3639,8,0,6,44,32,0,77,327,23,426
POA3640,12,0,12,167,58,11,234,505,88,827
POA3641,10,3,20,195,64,3,264,644,92,999
POA3644,275,37,315,1221,470,43,1733,5490,616,7839
POA3646,13,0,13,85,38,11,133,328,39,501
POA3647,0,0,0,4,9,0,14,35,0,50
POA3649,11,0,15,60,17,3,84,272,42,402
POA3658,79,16,89,967,285,54,1299,3396,393,5095
POA3659,12,0,17,94,46,0,143,467,31,641
POA3660,211,27,233,967,408,30,1406,4672,604,6688
POA3662,0,0,0,243,13,5,262,516,60,838
POA3663,0,0,0,18,18,3,38,104,16,159
POA3664,26,0,26,170,82,3,253,662,45,954
POA3665,3,0,5,45,34,3,80,218,37,332
POA3666,202,24,228,579,287,25,888,3105,453,4441
POA3669,55,8,66,157,85,9,248,873,158,1281
POA3670,3,0,6,59,41,3,100,377,37,508
POA3672,440,80,524,1153,546,64,1760,6710,841,9306
POA3673,10,0,16,225,131,0,361,1065,136,1566
POA3675,18,6,24,314,115,8,440,1019,136,1595
POA3677,665,111,783,2791,1163,102,4049,10856,987,15894
POA3678,85,4,94,1036,403,37,1470,3552,351,5371
POA3682,3,0,4,102,31,0,144,331,39,507
POA3683,24,4,26,231,99,6,336,1047,114,1500
POA3685,84,6,90,423,174,13,609,1706,146,2465
POA3687,20,3,22,154,70,3,227,601,54,888
POA3688,9,3,10,213,89,5,307,673,93,1072
POA3690,598,58,666,5614,1987,263,7861,18854,1617,28331
POA3691,189,36,229,2542,616,98,3253,6086,556,9899
POA3695,7,0,3,68,41,4,113,267,27,407
POA3697,12,0,13,77,35,6,115,336,31,485
POA3698,22,5,29,158,34,6,197,603,57,866
POA3699,35,0,38,156,45,8,205,745,120,1070
POA3700,57,26,90,196,85,4,285,802,100,1179
POA3701,14,0,17,128,64,3,200,627,95,930
POA3704,0,0,0,6,5,0,7,14,3,21
POA3705,4,0,3,23,23,0,40,135,56,232
POA3707,72,15,87,234,97,0,336,1085,155,1573
POA3708,0,0,0,6,0,0,9,43,0,55
POA3709,5,0,4,24,17,0,34,205,38,283
POA3711,12,3,14,70,19,0,86,379,44,513
POA3712,9,0,9,38,10,0,52,237,26,312
POA3713,40,17,57,79,48,7,140,689,94,920
POA3714,115,6,122,490,195,20,706,2323,184,3206
POA3715,0,0,4,49,19,0,68,206,38,315
POA3717,81,8,94,425,182,18,627,2087,330,3049
POA3718,4,0,7,6,11,0,20,56,13,84
POA3719,12,0,5,47,15,0,62,280,32,376
POA3720,5,0,5,76,36,3,110,453,40,608
POA3722,163,14,182,913,321,38,1275,3204,281,4758
POA3723,44,4,51,394,128,21,541,2106,464,3118
POA3725,6,4,8,88,39,3,128,345,55,527
POA3726,7,0,7,45,19,5,62,239,44,347
POA3727,7,0,10,35,7,0,46,185,29,257
POA3728,5,0,5,109,41,6,153,361,41,556
POA3730,325,74,402,1295,497,47,1843,5759,580,8178
POA3732,13,4,13,84,29,0,119,339,45,506
POA3733,5,0,5,34,12,0,48,126,12,188
POA3735,26,0,25,90,45,9,138,375,32,540
POA3737,174,14,195,564,248,20,839,2700,231,3768
POA3738,0,0,0,33,9,0,47,112,8,169
POA3739,0,0,4,31,7,0,43,124,30,204
POA3740,16,0,21,224,50,7,282,653,47,977
POA3741,68,21,88,442,123,24,593,2015,314,2928
POA3744,7,0,7,104,20,0,125,256,31,410
POA3746,9,0,9,58,17,0,76,223,21,331
POA3747,116,13,128,772,253,18,1043,2858,353,4254
POA3749,81,3,85,347,119,4,468,1159,105,1726
POA3750,36,6,48,5974,609,72,6650,9753,897,17301
POA3751,8,0,3,18,11,0,28,81,15,128
POA3752,326,49,380,4896,903,86,5881,13133,760,19773
POA3753,9,0,10,1102,191,25,1321,1870,188,3378
POA3754,163,3,169,12359,2075,297,14733,20809,1357,36898
POA3755,7,0,7,40,20,0,55,133,21,213
POA3756,81,4,88,3293,690,102,4093,7311,671,12069
POA3757,208,34,246,1674,506,41,2222,5094,577,7891
POA3758,14,0,14,428,145,20,589,1042,164,1796
POA3759,10,3,14,162,70,0,239,616,42,897
POA3760,0,0,0,65,20,6,85,200,13,299
POA3761,10,0,8,185,72,6,266,658,71,993
POA3762,6,0,6,18,4,0,17,56,13,94
POA3763,9,0,9,252,82,11,338,920,115,1378
POA3764,233,27,264,1786,523,70,2376,5647,578,8598
POA3765,199,17,213,1321,432,54,1804,3556,185,5550
POA3766,3,0,8,274,56,20,343,653,31,1031
POA3767,21,0,25,207,65,7,277,731,39,1050
POA3770,34,8,43,567,217,20,806,1731,140,2682
POA3775,63,5,71,708,248,32,989,2159,205,3357
POA3777,282,27,311,1709,703,72,2479,6084,553,9112
POA3778,0,0,0,35,10,0,48,117,8,169
POA3779,12,0,12,45,23,0,72,332,43,453
POA3781,26,5,31,907,198,31,1139,2160,309,3606
POA3782,107,18,121,1449,498,55,1994,4278,241,6521
POA3783,23,3,29,429,147,15,590,1223,220,2039
POA3785,0,0,0,12,0,0,11,38,0,54
POA3786,12,3,15,283,91,3,372,833,45,1253
POA3787,9,0,9,161,70,8,241,552,29,819
POA3788,14,0,14,335,119,10,461,923,74,1456
POA3789,3,0,3,48,26,4,84,152,7,239
POA3791,11,0,11,252,95,10,359,812,48,1208
POA3792,17,0,17,208,66,7,285,541,16,844
POA3793,60,3,63,645,266,31,939,1870,127,2941
POA3795,23,0,21,212,77,16,303,721,47,1068
POA3796,75,5,76,1908,591,64,2563,5096,179,7831
POA3797,95,10,102,587,205,32,825,1982,283,3090
POA3799,104,16,118,853,312,44,1213,3242,545,5005
POA3802,325,27,361,3830,1196,94,5119,13967,1064,20150
POA3803,264,35,294,1673,417,27,2117,6371,638,9124
POA3804,142,51,189,1335,497,52,1879,4722,378,6987
POA3805,524,43,572,10351,2434,256,13033,31119,2280,46432
POA3806,900,97,1003,10131,2345,247,12722,26224,1701,40653
POA3807,76,11,92,1432,398,35,1866,4079,241,6181
POA3808,39,3,42,604,203,12,823,1533,158,2512
POA3809,43,4,45,4507,764,100,5375,8769,633,14770
POA3810,663,130,799,11185,2443,389,14013,25928,2372,42311
POA3812,27,8,37,404,149,9,562,1307,168,2032
POA3813,12,5,15,133,51,10,193,539,79,809
POA3814,30,3,36,459,164,14,630,1266,183,2076
POA3815,76,13,87,638,219,26,879,1822,202,2904
POA3816,30,4,32,545,151,28,721,1556,249,2527
POA3818,378,37,415,2902,1029,133,4068,9027,745,13832
POA3820,514,55,576,3268,1076,134,4480,11025,877,16383
POA3821,25,9,31,486,199,12,696,1629,215,2537
POA3822,6,0,11,152,55,6,214,530,61,803
POA3823,41,3,38,322,146,9,475,1184,93,1755
POA3824,97,47,150,872,352,41,1269,2840,296,4403
POA3825,563,57,619,2709,1203,150,4060,12194,1375,17625
POA3831,44,14,52,276,126,12,418,1095,153,1661
POA3832,0,0,0,36,25,5,59,143,11,213
POA3833,0,0,6,23,17,0,42,214,46,303
POA3835,3,0,10,61,30,0,92,269,31,392
POA3840,413,80,497,2157,921,89,3161,9610,1450,14219
POA3842,45,10,47,724,322,18,1063,2583,345,3993
POA3844,603,156,765,5012,1794,203,7008,16670,1754,25436
POA3847,19,3,24,321,123,24,469,1208,211,1887
POA3850,393,72,466,2368,837,92,3295,8481,855,12637
POA3851,56,8,59,672,266,22,971,3280,1152,5405
POA3852,0,0,0,3,4,3,15,185,8,204
POA3854,9,0,9,262,141,12,415,705,75,1196
POA3856,3,0,3,165,85,9,256,523,75,857
POA3857,4,0,3,45,32,3,84,213,38,331
POA3858,66,6,82,407,197,21,627,1671,307,2596
POA3859,17,0,17,151,58,7,220,468,77,761
POA3860,150,13,166,1080,425,59,1561,4090,406,6063
POA3862,46,3,54,544,212,25,786,1894,203,2879
POA3864,0,0,0,36,13,0,47,133,25,204
POA3865,10,0,10,60,39,3,101,296,43,447
POA3869,22,0,22,268,99,9,387,966,81,1431
POA3870,19,0,21,171,77,8,254,755,105,1117
POA3871,75,9,85,457,218,18,694,1606,204,2501
POA3873,0,0,0,53,29,4,84,146,29,255
POA3874,3,4,10,51,42,5,94,406,45,552
POA3875,467,161,630,2699,1049,135,3881,11372,1328,16577
POA3878,35,0,46,123,62,3,193,936,39,1171
POA3880,205,10,218,355,194,8,555,3097,192,3846
POA3882,21,5,24,228,86,3,320,712,50,1089
POA3885,31,7,36,271,126,13,409,1011,135,1556
POA3886,3,0,7,52,21,3,70,236,35,339
POA3887,0,0,0,19,17,3,38,176,31,242
POA3888,104,18,119,371,203,19,596,2060,337,2993
POA3889,5,0,5,6,4,0,10,127,25,162
POA3890,0,4,3,38,6,0,45,207,39,289
POA3891,0,0,0,7,0,0,7,75,21,101
POA3892,39,3,47,125,57,6,196,763,84,1044
POA3893,0,0,0,0,3,0,3,19,0,21
POA3895,7,0,4,25,11,0,31,136,10,175
POA3896,0,0,0,57,22,0,77,196,21,291
POA3898,9,8,19,74,33,5,106,421,110,635
POA3900,7,0,7,14,4,0,15,105,38,154
POA3902,3,0,3,49,17,4,66,263,41,372
POA3903,11,5,19,111,49,11,173,472,68,708
POA3904,24,3,31,185,83,3,279,1291,104,1673
POA3909,243,48,291,945,435,42,1421,5231,797,7456
POA3910,322,23,357,4436,1421,182,6043,12124,729,18894
POA3911,52,0,53,575,215,24,811,1999,127,2934
POA3912,278,78,359,2740,1034,95,3873,8257,617,12747
POA3913,61,0,64,575,242,26,840,1930,106,2872
POA3915,272,31,309,1580,561,75,2223,5854,699,8771
POA3916,46,0,52,135,81,0,217,644,48,911
POA3918,51,8,59,716,286,26,1026,2385,134,3546
POA3919,22,7,30,579,187,29,796,1726,165,2686
POA3920,0,0,0,96,0,7,103,874,38,1015
POA3921,4,0,4,19,4,0,19,89,13,120
POA3922,266,81,339,1314,528,46,1889,6035,674,8600
POA3923,8,3,16,85,55,5,142,539,75,756
POA3925,78,22,95,699,220,27,945,2422,432,3795
POA3926,89,8,100,548,264,27,835,1813,170,2817
POA3927,37,0,36,273,142,6,416,1027,122,1571
POA3928,8,4,10,43,31,9,86,286,34,407
POA3929,24,8,32,102,100,3,206,697,124,1027
POA3930,485,47,531,3692,1174,104,4969,9388,527,14888
POA3931,1032,300,1341,3841,1537,107,5483,15086,1325,21895
POA3933,19,0,25,152,73,0,227,610,32,862
POA3934,545,66,618,3666,1243,112,5026,10359,644,16033
POA3936,376,69,451,1797,900,68,2768,7962,842,11569
POA3937,27,8,33,251,122,6,383,952,110,1448
POA3938,79,9,90,404,252,14,674,2067,180,2917
POA3939,535,96,636,2101,940,62,3105,9311,1136,13555
POA3940,538,118,665,556,241,16,806,3310,468,4589
POA3941,340,52,395,1951,813,83,2846,7622,968,11445
POA3942,67,16,83,318,207,4,533,1706,227,2463
POA3943,57,13,68,162,190,7,361,1299,180,1844
POA3944,33,6,38,42,103,0,149,545,64,759
POA3945,8,0,8,166,71,6,241,577,77,898
POA3946,0,0,9,36,37,0,72,171,20,257
POA3950,178,17,197,717,302,39,1065,2950,245,4255
POA3951,3,0,9,169,64,5,237,547,67,850
POA3953,215,26,249,1269,459,42,1773,4467,438,6675
POA3954,9,6,7,42,32,8,75,229,16,321
POA3956,50,8,60,403,191,16,619,1764,187,2563
POA3957,5,0,4,56,30,0,83,139,16,242
POA3958,0,0,4,34,23,4,60,142,29,237
POA3959,17,5,16,150,84,11,244,711,85,1044
POA3960,127,15,136,250,135,21,399,1786,208,2388
POA3962,20,9,26,105,46,14,164,568,83,818
POA3964,3,0,3,23,19,0,41,99,3,146
POA3965,5,0,8,16,13,0,26,153,27,204
POA3966,8,0,9,79,23,3,100,322,39,453
POA3967,5,0,5,18,11,0,26,60,7,97
POA3971,115,24,143,455,225,18,701,2555,358,3615
POA3975,157,5,163,3947,616,68,4630,8196,629,13458
POA3976,172,15,190,4133,956,110,5195,13820,1477,20488
POA3977,1016,121,1144,24221,4947,707,29870,53833,4711,88410
POA3978,89,9,100,11071,1413,185,12670,16856,1394,30926
POA3979,0,0,0,53,27,5,84,178,32,298
POA3980,39,3,43,622,205,28,864,1786,209,2860
POA3981,104,26,126,969,264,50,1282,2734,258,4274
POA3984,96,21,122,1063,439,50,1548,4094,486,6133
POA3987,10,0,10,272,97,14,384,808,118,1310
POA3988,10,0,10,170,61,12,251,595,54,890
POA3990,0,0,0,9,0,0,9,88,8,110
POA3991,0,0,0,50,17,0,68,237,47,351
POA3992,10,0,16,214,77,6,294,678,80,1049
POA3995,349,66,423,1514,605,70,2186,7005,725,9908
POA3996,212,37,247,907,420,32,1361,3988,264,5613
POA4000,91,9,98,1534,523,23,2079,15336,1726,19144
POA4005,226,71,291,1863,746,57,2665,12320,1121,16112
POA4006,226,20,245,1627,631,31,2289,18937,1889,23114
POA4007,285,15,307,1889,691,47,2623,10103,847,13573
POA4008,4,0,4,26,15,0,37,183,121,344
POA4009,0,0,0,0,0,0,0,6,0,11
POA4010,77,16,91,333,92,10,432,2470,230,3136
POA4011,217,25,249,2711,645,64,3420,9188,535,13141
POA4012,370,28,400,4005,828,106,4934,13838,847,19619
POA4013,32,0,36,860,182,18,1068,2804,180,4051
POA4014,258,65,328,2651,558,62,3273,6870,419,10560
POA4017,685,94,781,7041,2020,225,9284,20023,1234,30538
POA4018,391,91,485,2611,615,50,3271,7641,529,11443
POA4019,448,31,483,2863,1141,115,4121,12253,1083,17457
POA4020,728,97,834,3409,1576,128,5111,15722,1205,22039
POA4021,313,44,354,1405,551,76,2027,5464,528,8019
POA4022,313,76,394,1105,362,44,1516,4265,364,6137
POA4025,0,0,0,7,3,0,9,203,93,306
POA4030,249,25,276,2831,554,56,3441,11702,789,15927
POA4031,198,8,209,2718,467,67,3253,8017,445,11707
POA4032,621,228,850,2537,767,53,3359,11348,1098,15801
POA4034,1426,229,1666,7788,2335,218,10346,26297,1901,38535
POA4035,466,36,511,5276,1592,141,7007,14367,580,21953
POA4036,101,4,103,1344,393,43,1781,3551,206,5537
POA4037,43,3,40,1675,358,43,2076,3903,119,6098
POA4051,283,25,316,5482,1008,112,6603,16557,1066,24229
POA4053,862,54,925,9233,2124,208,11566,25484,1447,38498
POA4054,280,45,331,2590,670,87,3341,7539,371,11253
POA4055,292,22,319,4840,1160,152,6153,10902,378,17429
POA4059,104,6,111,1987,423,59,2478,8852,500,11830
POA4060,175,13,187,2761,631,66,3462,6905,286,10656
POA4061,317,11,332,3698,973,96,4767,8601,272,13642
POA4064,80,14,94,1825,459,51,2334,7661,447,10450
POA4065,157,31,184,2241,409,59,2712,4935,270,7918
POA4066,152,22,177,2418,666,46,3128,12573,647,16345
POA4067,106,6,119,1398,357,10,1765,8569,572,10907
POA4068,394,65,466,4423,980,52,5453,15142,771,21365
POA4069,871,126,1015,7421,1886,146,9456,17922,787,28167
POA4070,139,5,149,2577,560,64,3197,5957,246,9397
POA4073,316,13,328,1732,468,40,2239,5154,169,7561
POA4074,368,15,389,4571,1391,127,6084,12809,488,19379
POA4075,474,63,532,4942,1113,137,6196,13493,755,20443
POA4076,50,7,62,780,175,30,982,2862,3625,7469
POA4077,558,69,629,5475,1331,141,6942,18551,2160,27652
POA4078,273,19,294,4683,1355,136,6179,13775,856,20809
POA4101,230,72,311,4105,1162,87,5359,23443,2686,31487
POA4102,142,24,161,1033,294,26,1353,7852,660,9867
POA4103,135,9,145,2090,516,54,2668,9842,541,13045
POA4104,227,18,245,1050,315,18,1383,4420,299,6100
POA4105,180,16,202,2435,561,70,3066,7988,498,11544
POA4106,66,3,69,228,49,4,286,1033,97,1413
POA4107,168,12,181,1351,233,45,1632,3587,207,5426
POA4108,82,5,93,886,208,19,1110,3811,346,5267
POA4109,727,54,791,5828,1838,144,7808,21988,1819,31609
POA4110,142,13,159,3273,666,75,4011,7757,779,12545
POA4111,8,0,13,120,45,0,161,745,64,970
POA4112,68,5,67,1701,432,42,2184,4239,258,6678
POA4113,424,21,453,5232,1249,107,6588,16434,1184,24205
POA4114,274,97,375,3906,1312,182,5397,14602,2879,22877
POA4115,299,19,319,3986,996,109,5089,10125,588,15805
POA4116,211,69,277,5594,1322,96,7018,13338,961,21319
POA4117,0,0,3,627,104,17,748,1109,161,2025
POA4118,260,8,275,5606,1748,211,7568,15619,1346,24535
POA4119,35,0,37,1408,265,27,1704,3301,246,5251
POA4120,104,19,119,1441,366,36,1843,6790,470,9101
POA4121,486,75,565,5540,1054,117,6709,13073,756,20536
POA4122,1004,112,1119,8536,1992,199,10729,25851,1789,38371
POA4123,181,20,207,4999,1095,124,6222,10819,645,17681
POA4124,232,35,274,4503,1221,169,5893,11275,924,18084
POA4125,150,17,162,2080,640,84,2800,6694,770,10258
POA4127,434,35,473,4428,1429,180,6040,14480,1278,21792
POA4128,111,8,130,3162,1124,127,4410,8645,490,13546
POA4129,36,3,40,1310,383,55,1747,3202,253,5199
POA4130,127,9,142,1663,565,55,2277,4863,239,7382
POA4131,67,14,84,1808,508,82,2392,5803,1012,9215
POA4132,108,28,136,4501,1239,198,5940,11778,1884,19604
POA4133,320,44,361,3802,1027,166,5001,10690,1566,17254
POA4151,364,42,411,2845,698,65,3601,11248,602,15449
POA4152,926,73,1007,8966,2386,193,11539,25973,1186,38698
POA4153,50,3,58,855,277,26,1153,2327,136,3612
POA4154,64,5,70,2826,501,73,3402,4889,194,8480
POA4155,26,3,23,247,104,9,358,788,54,1200
POA4156,26,0,26,712,196,16,930,1702,57,2689
POA4157,271,61,330,3352,1233,118,4701,10774,717,16195
POA4158,50,0,54,689,198,39,923,2072,131,3129
POA4159,245,178,429,2490,954,87,3537,7960,664,12160
POA4160,363,63,432,3268,1265,130,4660,10543,487,15690
POA4161,197,57,255,2932,1054,104,4089,8620,548,13257
POA4163,486,207,699,2041,1035,78,3150,9777,827,13754
POA4164,233,88,324,3821,1011,141,4969,9573,586,15129
POA4165,966,81,1054,7135,2178,247,9566,21166,1165,31901
POA4169,222,6,232,1486,683,31,2203,11415,983,14601
POA4170,347,31,381,5354,992,127,6472,15355,1056,22884
POA4171,162,22,183,3317,718,67,4099,9026,565,13688
POA4172,28,4,35,919,218,25,1156,2699,186,4043
POA4173,107,5,119,1580,458,49,2082,4540,269,6893
POA4174,25,0,26,586,117,24,725,1450,114,2289
POA4178,602,136,750,4779,1432,164,6373,14487,1074,21933
POA4179,393,84,482,3869,1061,131,5053,10494,689,16230
POA4183,30,7,38,247,114,10,373,1265,210,1842
POA4184,147,26,171,500,326,27,861,6207,723,7784
POA4205,291,140,431,748,342,32,1115,3679,586,5374
POA4207,759,80,837,11757,3389,585,15729,33322,4023,53078
POA4208,165,10,179,5247,1150,186,6586,10833,852,18278
POA4209,273,98,372,15610,3241,556,19408,31822,3815,55050
POA4210,123,8,140,4745,1146,156,6042,10644,762,17446
POA4211,884,119,1011,11201,3111,385,14694,33050,2687,50431
POA4212,649,154,810,5317,1587,153,7058,19345,1724,28135
POA4213,375,115,498,6090,1603,191,7885,15329,1371,24578
POA4214,681,241,924,6404,1763,167,8333,21712,2188,32240
POA4215,1468,257,1738,6265,1929,173,8371,36354,4177,48896
POA4216,1222,139,1367,4951,1930,143,7022,25387,2381,34789
POA4217,696,138,849,5101,1702,128,6924,28671,4608,40202
POA4218,704,71,784,4798,1441,113,6353,21854,2415,30629
POA4220,720,145,865,5298,1561,146,7001,18462,1910,27378
POA4221,631,59,698,4849,1495,135,6483,16051,1369,23900
POA4223,277,125,397,2714,808,75,3600,7983,740,12321
POA4224,115,83,204,1241,370,46,1658,3723,533,5910
POA4225,237,78,322,832,430,23,1285,5692,685,7667
POA4226,875,253,1131,6167,1688,167,8025,21346,1707,31079
POA4227,204,154,361,4583,984,89,5652,12299,1218,19166
POA4228,106,34,141,1011,306,28,1347,2786,304,4434
POA4270,25,5,32,762,255,31,1046,2258,209,3513
POA4272,172,20,197,1208,396,33,1638,4715,430,6791
POA4275,29,0,32,685,188,18,894,1982,291,3163
POA4280,130,8,143,4046,1081,179,5307,9886,1085,16280
POA4285,328,86,415,3492,1048,153,4694,11435,1227,17359
POA4287,12,3,19,83,29,0,119,424,255,801
POA4300,275,23,299,14392,3185,484,18063,30161,2815,51039
POA4301,161,25,190,6692,1734,312,8743,15703,1858,26309
POA4303,93,12,104,465,198,19,677,2262,397,3342
POA4304,300,26,335,2751,909,147,3808,9503,1001,14312
POA4305,1113,261,1386,10426,3476,531,14428,33475,3288,51201
POA4306,218,19,241,8556,2203,327,11083,20597,2545,34224
POA4307,11,4,15,255,88,4,346,864,85,1294
POA4309,59,11,67,511,185,12,711,1772,256,2738
POA4310,208,29,233,761,310,24,1097,3653,371,5122
POA4311,85,28,119,1537,557,85,2183,5582,617,8384
POA4312,39,8,49,257,114,13,381,1762,160,2302
POA4313,58,0,60,285,96,12,397,1443,105,1952
POA4314,40,3,44,298,146,13,452,2048,307,2810
POA4340,59,56,118,817,367,32,1211,3074,626,4911
POA4341,194,67,264,2610,735,124,3474,8375,863,12702
POA4342,33,9,42,349,146,28,528,1536,171,2230
POA4343,220,29,253,1632,506,55,2194,6819,1134,10150
POA4344,25,5,29,416,169,18,606,1329,254,2186
POA4346,4,3,13,170,58,6,233,512,55,799
POA4347,20,0,25,207,73,10,289,777,53,1112
POA4350,2907,358,3283,17193,6187,887,24266,63753,5363,93382
POA4352,298,28,333,5781,1777,269,7828,15179,1122,24125
POA4353,3,0,3,49,20,9,80,175,26,276
POA4354,11,0,18,187,78,6,266,691,76,1038
POA4355,62,75,139,297,127,15,438,1630,334,2406
POA4356,203,14,226,772,252,51,1076,2659,390,4127
POA4357,58,11,68,313,116,25,456,1450,216,2117
POA4358,23,0,24,584,144,25,755,1323,193,2268
POA4359,8,0,10,218,81,6,310,688,117,1115
POA4360,8,0,13,83,27,3,112,318,62,495
POA4361,78,13,86,341,107,23,469,1587,133,2181
POA4362,82,3,84,346,153,12,510,1474,165,2151
POA4363,3,0,0,77,43,0,124,305,67,493
POA4364,0,0,0,13,15,0,36,88,23,147
POA4365,3,0,3,46,21,0,65,372,78,518
POA4370,444,83,527,2562,1030,124,3718,10746,1242,15706
POA4371,13,0,13,93,40,5,131,410,36,580
POA4372,7,0,7,17,4,0,26,86,9,123
POA4373,44,9,47,81,40,8,123,659,89,869
POA4374,3,0,3,48,14,4,66,254,24,343
POA4375,0,0,0,32,9,0,42,114,25,180
POA4376,10,3,12,40,20,0,56,204,45,302
POA4377,7,0,11,90,33,10,133,319,60,508
POA4378,12,0,14,77,36,0,109,333,34,469
POA4380,233,23,260,1003,379,34,1417,4780,600,6797
POA4381,6,0,7,88,24,3,111,371,77,565
POA4382,4,0,4,55,23,0,79,307,26,408
POA4383,13,4,14,56,33,3,91,391,49,526
POA4384,0,0,0,6,0,0,6,29,3,42
POA4385,41,7,51,155,41,9,198,684,83,972
POA4387,32,3,30,167,60,12,236,758,112,1105
