POA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
POA4350,559,719,1277,6973,8924,15899,0,0,0,721,870,1585,124,113,236,10533,12541,23070,413,564,980,136,155,284,238,342,582,108,117,227,1260,1628,2890,44,63,103,213,261,470,840,1001,1844,1295,1603,2896,74,131,210,231,270,495,1779,2553,4332,2537,3147,5680,86,109,196,27608,34377,61982,1075,1003,2078,729,670,1398,31,26,52,10,5,13,309,266,573,1244,1363,2603,1557,1630,3187,19101,18064,37169,170,123,282,84,97,180,19347,18278,37632,3936,3675,7607,54839,60378,115218
POA4352,66,86,156,2227,2530,4756,0,0,0,269,286,557,38,22,62,3147,3258,6399,126,119,246,20,15,40,73,80,154,30,29,62,531,585,1119,0,0,0,54,50,105,263,258,525,451,413,863,22,30,47,65,91,156,721,826,1547,1012,1056,2067,45,62,107,9093,9716,18815,21,26,47,18,22,41,0,4,7,0,0,4,9,9,19,16,40,58,25,54,80,5274,4660,9933,38,24,64,16,26,39,5329,4706,10036,1029,818,1851,15589,15436,31026
POA4353,0,0,0,31,21,49,0,0,0,0,4,6,0,0,0,18,31,52,0,0,0,0,0,0,0,3,9,0,0,0,22,23,42,0,0,0,3,6,9,4,4,11,3,3,8,0,0,0,0,0,0,16,14,25,6,9,18,0,0,0,108,116,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,41,93,0,0,0,0,0,0,53,41,93,16,13,32,176,172,348
POA4354,7,24,33,91,96,188,0,0,0,12,11,21,0,0,0,100,89,189,0,0,0,0,5,5,3,0,5,0,0,0,68,60,128,0,0,0,11,7,13,4,6,3,15,23,38,0,3,0,0,0,0,38,55,91,19,15,38,0,0,0,365,366,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,213,195,407,4,0,4,0,0,0,218,195,409,56,50,105,648,637,1283
POA4355,7,9,17,190,235,430,0,0,0,4,15,18,0,0,0,173,196,366,8,11,17,3,5,9,6,8,15,0,3,4,83,72,164,0,0,0,5,8,16,25,19,46,28,30,54,0,0,0,10,11,23,119,119,236,62,71,132,4,0,0,727,805,1535,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,6,7,17,6,7,17,433,396,833,0,4,7,0,5,5,432,407,838,163,230,397,1342,1467,2812
POA4356,4,9,10,550,609,1158,0,0,0,25,18,45,0,0,0,574,638,1213,19,19,39,4,0,7,11,12,23,0,0,0,149,116,270,0,0,0,3,7,12,26,32,59,76,77,157,10,4,14,4,10,11,127,154,281,103,117,225,6,5,11,1691,1823,3516,3,4,11,0,0,4,0,0,0,0,0,0,4,4,9,3,8,13,7,14,19,587,527,1118,0,0,0,0,0,0,587,528,1121,287,252,537,2585,2632,5218
POA4357,9,13,19,260,265,526,0,0,0,18,32,58,0,0,0,226,252,480,0,4,3,0,0,0,7,9,21,0,5,3,24,25,42,0,0,0,4,8,9,5,3,12,63,48,105,0,0,0,0,7,6,68,82,149,41,45,88,0,0,0,717,777,1501,3,3,9,4,0,7,0,0,0,0,0,0,0,0,0,3,0,5,3,7,4,390,291,679,0,0,0,0,0,0,393,291,685,167,130,302,1301,1221,2531
POA4358,0,0,0,260,290,551,0,0,0,19,14,31,0,0,0,303,317,618,5,5,6,0,0,3,4,10,18,5,6,12,54,56,109,0,0,0,0,0,0,10,13,21,32,30,67,3,0,3,0,9,8,70,68,138,50,50,100,0,0,4,820,876,1694,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,7,10,514,495,1004,0,5,7,0,0,0,513,498,1010,125,132,250,1461,1511,2967
POA4359,0,0,0,117,139,258,0,0,0,4,10,16,0,0,0,136,143,279,10,9,11,0,0,0,0,0,0,9,0,8,16,33,46,0,0,0,3,0,3,9,15,23,24,19,36,4,0,3,0,0,0,42,32,78,52,59,112,0,0,0,427,452,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,160,371,0,0,0,0,0,0,211,160,372,72,59,138,710,676,1388
POA4360,4,5,8,39,53,84,0,0,0,6,3,13,0,0,0,68,56,124,0,0,0,0,0,0,0,0,0,0,0,0,22,16,41,0,0,0,0,0,4,0,0,5,9,9,17,0,4,4,0,0,0,9,14,30,3,13,16,0,0,0,157,174,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,6,5,95,85,181,0,0,0,0,0,0,95,80,184,43,43,84,304,305,609
POA4361,0,4,5,233,287,514,0,0,0,3,20,23,0,0,0,310,304,610,6,0,9,0,0,0,0,0,0,0,0,0,40,36,74,0,0,0,11,10,17,8,13,22,62,57,115,3,6,12,3,3,7,73,93,169,39,38,74,3,4,4,798,861,1659,0,5,9,0,0,0,0,0,0,3,3,8,0,0,0,3,7,8,5,7,14,423,365,789,3,0,3,0,0,0,420,369,792,104,70,174,1331,1326,2654
POA4362,5,8,4,245,306,549,0,0,0,19,19,36,0,0,0,280,287,567,0,4,3,0,0,0,3,5,8,3,0,3,13,17,25,0,0,0,4,4,5,10,7,19,77,58,136,0,0,3,6,12,17,88,72,162,40,39,83,0,0,0,793,834,1627,6,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,354,345,702,3,0,9,0,3,9,362,350,713,148,106,253,1313,1306,2613
POA4363,0,0,0,55,78,133,0,0,0,0,0,0,0,0,0,65,60,130,0,3,3,0,0,0,4,0,9,0,0,0,8,5,12,0,0,0,0,0,0,4,0,3,8,3,13,0,0,0,3,3,3,12,14,32,16,13,28,0,0,0,177,183,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,97,194,0,0,0,0,0,0,94,97,194,34,40,74,301,321,626
POA4364,0,0,0,23,14,34,0,0,0,0,0,0,0,0,0,12,21,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,49,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,32,66,0,0,3,0,0,4,35,37,69,11,13,25,83,94,182
POA4365,0,5,5,63,48,112,0,0,0,0,5,3,0,0,0,54,37,96,0,0,0,0,0,0,0,0,0,0,0,3,0,8,8,0,0,0,4,0,3,6,5,7,4,5,14,0,0,0,0,0,0,3,10,10,5,6,12,0,0,0,150,123,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,16,4,9,16,124,106,231,0,0,0,0,0,0,121,106,230,36,39,80,310,284,596
POA4370,21,53,73,1591,1958,3552,0,0,0,160,175,333,97,87,180,2001,2195,4193,16,25,43,15,17,27,48,72,120,41,43,81,67,77,147,0,0,0,31,26,53,71,72,143,241,240,483,28,23,46,37,44,80,519,619,1135,263,274,539,4,5,8,5228,5954,11176,33,30,67,10,9,23,3,0,5,0,0,0,13,12,22,23,40,65,33,50,84,3111,2870,5985,20,15,32,16,14,38,3144,2905,6052,859,847,1708,9336,9854,19195
POA4371,3,0,3,74,86,162,0,0,0,0,0,3,0,0,0,68,73,141,0,0,0,0,0,0,6,7,9,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,22,15,33,0,3,6,6,6,6,18,15,31,12,10,24,0,0,0,201,222,422,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,113,99,210,0,0,0,0,0,0,115,99,214,29,20,51,353,348,695
POA4372,0,0,0,24,24,46,0,0,0,0,0,0,0,0,0,9,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,13,17,0,4,5,0,0,0,45,58,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,36,0,0,0,0,0,0,18,17,36,7,0,4,70,72,148
POA4373,0,3,5,104,113,213,0,0,0,0,0,0,0,0,0,83,74,155,0,3,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,10,31,23,55,0,0,0,3,0,4,42,55,101,14,16,31,0,0,0,277,303,580,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,8,4,7,143,133,277,0,0,0,3,4,4,142,138,283,57,48,110,489,496,983
POA4374,0,0,0,38,36,77,0,0,0,0,0,3,0,0,0,29,33,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,5,9,10,13,22,6,14,18,0,0,0,100,115,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,71,142,0,0,3,0,0,0,71,76,146,23,24,37,194,206,402
POA4375,5,3,4,12,7,21,0,0,0,0,0,0,0,0,0,31,23,58,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,8,5,0,0,0,0,3,0,0,0,3,3,9,8,4,7,0,0,0,66,45,109,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,37,73,0,0,4,0,0,0,43,37,82,19,11,31,134,97,229
POA4376,4,5,12,21,22,48,0,0,0,0,0,3,0,0,0,28,29,56,0,0,0,3,0,3,4,3,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,3,3,0,0,0,0,0,5,7,8,16,8,5,13,0,0,0,87,79,168,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,61,109,0,0,0,0,0,0,55,61,110,27,28,56,175,177,351
POA4377,0,0,0,54,47,97,0,0,0,0,6,9,0,0,0,47,64,111,0,0,0,0,0,0,10,16,23,0,0,0,0,0,0,0,0,0,4,0,4,3,6,9,8,7,18,0,0,0,9,5,12,15,11,27,6,10,23,9,7,7,160,176,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,98,209,0,0,0,0,4,3,111,103,209,32,35,73,310,319,625
POA4378,0,0,0,29,35,71,0,0,0,0,3,3,0,0,0,84,66,157,0,0,0,0,0,0,0,0,0,0,0,0,9,7,13,0,0,0,0,0,4,9,3,9,9,10,15,0,0,6,8,3,15,5,5,13,17,21,39,0,0,0,176,162,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,94,68,161,0,0,4,0,0,0,99,70,167,34,26,66,307,264,571
POA4380,29,35,64,506,644,1148,0,0,0,61,68,128,0,0,0,904,987,1896,0,0,0,8,17,27,23,37,58,11,16,24,21,25,49,0,0,0,7,10,17,63,58,122,93,105,199,6,7,10,26,30,52,175,229,407,114,123,231,12,14,20,2029,2367,4392,8,13,20,5,5,11,3,3,3,3,0,3,10,5,10,8,16,24,22,21,46,1392,1242,2629,14,7,21,11,12,20,1416,1259,2674,440,444,887,3942,4147,8093
POA4381,0,0,0,29,35,62,0,0,0,0,0,0,0,0,0,59,68,124,0,0,0,0,0,3,3,3,6,0,0,0,6,4,13,0,0,0,0,0,0,4,4,12,17,11,24,0,0,0,0,0,3,25,25,42,12,6,20,0,0,0,148,160,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,144,120,265,0,4,6,0,0,0,143,124,272,58,47,112,354,340,692
POA4382,4,0,4,23,29,51,0,0,0,0,0,0,0,0,0,56,51,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,5,6,12,0,4,4,0,0,0,8,11,19,7,3,10,0,0,0,106,104,204,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,98,201,0,0,0,0,0,0,107,97,202,17,21,39,231,234,462
POA4383,4,8,10,48,69,115,0,0,0,3,0,4,0,0,0,49,40,91,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,22,20,37,0,0,0,0,0,0,13,18,27,6,8,12,0,0,0,141,162,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,5,4,122,100,220,0,0,0,0,0,0,117,100,218,35,37,69,303,305,607
POA4384,0,0,0,9,5,11,0,0,0,4,0,10,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,0,0,0,0,0,0,5,8,13,0,4,3,26,20,49
POA4385,0,4,3,151,153,307,0,0,0,4,5,3,0,0,0,78,102,179,0,0,0,0,0,0,0,3,4,0,4,4,4,0,4,0,0,0,5,0,6,0,0,0,29,16,45,0,0,4,4,4,6,16,20,35,7,9,17,0,0,0,295,322,615,4,0,0,0,0,3,0,0,0,0,0,0,0,4,8,3,3,3,4,5,10,218,199,418,0,0,0,0,0,0,218,199,418,74,41,111,597,575,1166
POA4387,0,4,4,170,138,304,0,0,0,9,7,14,0,0,0,147,140,287,0,0,0,0,3,3,0,0,0,0,0,0,3,5,11,0,0,0,0,0,0,3,4,9,16,25,47,4,3,9,0,0,0,19,22,41,20,22,41,0,0,0,392,363,752,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,226,197,420,0,0,0,0,0,0,227,197,424,73,74,148,701,647,1338
POA4388,0,0,0,39,46,83,0,0,0,0,0,0,0,0,0,33,20,57,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,5,3,10,8,3,9,0,0,0,0,0,0,6,3,10,9,11,19,0,0,0,103,97,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,59,116,0,0,0,0,0,0,54,58,116,23,13,34,176,168,348
POA4390,4,12,21,766,845,1611,0,0,0,16,19,34,0,0,0,813,920,1737,0,0,0,0,0,0,7,10,13,0,0,0,27,26,55,0,0,0,4,9,12,34,34,70,136,143,277,0,8,8,7,9,15,98,110,210,52,67,118,7,10,14,1978,2202,4180,8,5,13,3,8,8,0,0,0,0,0,0,8,14,23,0,4,3,11,21,30,911,880,1796,0,0,6,0,0,0,917,888,1803,340,327,664,3273,3452,6719
POA4400,0,0,0,120,150,270,0,0,0,12,7,25,0,0,0,185,186,366,20,21,40,5,0,5,5,13,18,0,4,3,50,49,94,0,0,0,4,4,11,3,4,12,14,24,45,0,3,5,10,8,20,40,57,97,39,52,91,0,0,0,511,591,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,488,407,889,0,0,0,0,0,0,487,410,892,77,74,150,1082,1081,2159
POA4401,9,8,14,439,486,923,0,0,0,31,24,58,0,0,0,561,608,1169,13,12,32,0,0,0,7,14,23,8,9,17,129,174,302,0,0,0,8,14,23,9,11,22,91,83,178,6,15,24,0,4,11,156,193,348,94,97,192,0,0,0,1566,1754,3318,5,0,5,4,4,5,0,0,0,0,0,0,0,0,0,10,7,23,10,7,23,1044,881,1923,4,11,15,3,0,3,1048,887,1938,291,230,514,2927,2898,5823
POA4402,0,3,6,30,18,44,0,0,0,0,0,0,0,0,0,26,31,58,0,0,0,0,0,0,0,0,4,0,0,0,11,7,18,0,0,0,0,0,0,0,0,0,6,3,11,0,0,0,0,0,3,8,5,16,6,3,9,0,0,0,81,76,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,42,87,0,0,0,0,0,0,42,42,81,25,21,48,154,148,297
POA4403,0,0,0,69,46,118,0,0,0,5,3,5,0,0,0,74,69,141,0,0,3,0,0,0,0,0,3,0,0,0,62,55,117,0,0,0,0,5,5,0,0,0,10,10,23,0,0,0,0,0,0,25,21,44,32,28,61,0,0,0,280,244,526,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,0,3,4,5,127,92,217,0,0,0,0,0,0,127,95,219,58,44,102,463,390,850
POA4404,0,0,0,40,49,95,0,0,0,3,6,13,0,0,0,60,51,105,5,3,7,0,0,0,0,0,0,0,0,0,25,13,39,0,0,0,0,0,0,0,0,0,18,14,32,0,0,0,0,0,0,6,11,22,0,0,4,0,0,0,159,145,305,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,98,0,0,0,0,0,0,52,52,102,34,25,63,243,230,474
POA4405,10,26,37,1026,1199,2231,0,0,0,232,220,450,5,0,3,1525,1575,3098,23,31,51,10,5,17,39,46,86,9,18,29,198,219,418,0,0,0,19,12,33,102,121,220,445,477,922,12,20,35,14,26,38,220,285,507,264,261,521,5,5,12,4158,4521,8679,25,20,48,10,18,28,4,0,0,0,0,5,8,5,15,7,14,25,23,19,45,2271,2024,4302,8,7,16,10,21,32,2296,2054,4346,666,512,1176,7189,7169,14360
POA4406,0,0,0,164,150,314,0,0,0,8,11,22,0,0,0,180,149,329,0,0,3,0,0,0,6,6,14,3,3,4,44,32,73,0,0,0,5,3,9,18,7,30,62,63,120,0,0,6,0,0,5,40,45,85,39,35,69,0,0,0,568,509,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,13,14,228,175,402,5,0,3,0,0,6,230,181,409,108,103,210,915,802,1712
POA4407,0,0,0,66,61,119,0,0,0,0,0,0,0,0,0,35,52,85,4,3,12,0,0,0,0,0,4,0,0,0,7,3,14,0,0,0,0,0,0,0,3,3,10,8,17,0,0,0,0,0,0,8,8,15,12,23,39,0,0,0,150,160,305,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,63,65,126,0,0,0,0,4,5,65,70,132,36,26,63,249,256,506
POA4408,0,0,0,59,45,107,0,0,0,4,4,4,0,0,0,60,59,117,0,0,0,0,0,0,0,0,0,0,0,0,15,14,28,0,0,0,0,0,0,0,0,0,19,24,46,0,0,0,0,4,6,3,6,6,5,9,12,0,0,0,166,172,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,79,160,0,0,0,0,0,0,88,79,160,32,12,43,281,255,538
POA4410,5,9,10,116,136,248,0,0,0,0,0,0,0,0,0,91,93,191,0,0,0,0,0,3,0,0,0,0,0,0,16,10,21,0,0,0,0,0,0,6,12,22,19,21,38,0,4,4,0,0,0,48,55,99,8,9,15,0,0,0,311,344,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,186,171,359,0,0,3,0,0,0,189,173,364,66,63,126,570,588,1156
POA4411,0,0,0,23,14,41,0,0,0,0,4,4,0,0,0,20,20,37,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,0,0,0,0,0,0,4,5,10,15,6,23,0,0,0,0,3,3,18,18,30,0,0,0,0,0,0,91,78,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,42,81,0,0,0,0,0,0,39,42,81,21,19,41,154,137,291
POA4412,0,0,0,19,17,37,0,0,0,0,0,0,0,0,0,14,12,28,0,4,0,0,0,0,0,0,0,0,0,0,8,5,16,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,7,15,23,11,9,14,0,0,0,64,55,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,22,51,0,0,0,0,0,0,30,22,51,18,20,43,112,99,211
POA4413,7,17,25,598,650,1244,0,0,0,47,35,80,0,0,0,739,758,1496,48,60,111,3,3,3,12,18,29,0,3,0,91,125,220,0,0,0,14,15,28,116,126,242,138,158,298,5,5,13,12,10,22,238,230,469,144,158,296,5,3,12,2204,2352,4556,18,17,32,14,11,22,0,0,3,0,0,0,7,3,4,9,14,18,12,16,25,1484,1327,2808,3,7,13,0,5,10,1493,1338,2829,655,525,1179,4403,4273,8675
POA4415,8,4,13,171,200,372,0,0,0,13,13,22,0,0,0,223,223,439,4,0,3,0,0,0,0,0,3,0,0,0,11,26,37,0,0,0,4,3,7,4,6,10,66,78,144,0,0,0,8,10,20,26,30,64,26,29,60,0,0,0,557,626,1187,3,4,5,9,0,9,0,0,0,0,0,0,9,4,6,0,0,0,6,9,15,304,295,598,0,3,6,3,0,9,310,299,607,176,165,335,1058,1109,2166
POA4416,0,0,0,44,59,101,0,0,0,7,7,9,0,0,0,39,24,59,0,0,0,0,0,4,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,13,9,23,0,0,0,0,0,0,13,9,26,4,0,7,0,0,0,130,113,244,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,53,117,0,0,0,0,0,0,61,53,119,27,26,45,224,191,412
POA4417,0,0,0,81,77,154,0,0,0,0,3,0,0,0,0,58,84,142,0,7,5,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,4,0,7,20,16,29,0,0,0,0,0,3,15,11,26,4,7,16,0,0,0,187,210,393,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,99,233,0,0,0,0,0,0,130,99,233,35,29,64,361,340,699
POA4418,0,0,0,9,8,11,0,0,0,0,0,0,0,0,0,11,9,19,0,0,0,0,0,0,0,0,0,0,0,0,9,5,16,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,4,4,13,0,0,0,34,30,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,14,0,0,0,0,0,0,10,3,14,3,4,5,42,41,86
POA4419,0,4,4,101,111,211,0,0,0,0,4,7,0,0,0,92,83,177,0,0,0,0,0,0,0,4,5,0,0,0,4,3,10,0,0,0,0,0,0,4,4,11,22,26,48,0,0,0,0,0,0,23,24,50,13,16,29,0,0,0,265,277,546,0,0,0,11,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,136,308,4,0,6,0,0,0,170,138,310,129,80,208,579,508,1082
POA4420,3,0,3,190,172,363,0,0,0,0,0,0,0,0,0,120,136,258,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14,0,0,0,0,0,0,0,5,0,18,19,39,0,0,0,0,0,0,34,45,77,21,15,36,0,0,0,393,413,805,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,135,279,0,0,5,0,0,0,145,134,282,75,52,128,614,605,1219
POA4421,5,4,10,170,175,349,0,0,0,6,10,18,0,0,0,164,158,321,0,0,0,0,0,0,9,11,19,0,0,0,3,12,15,0,0,0,4,3,3,6,7,18,23,28,53,4,6,8,3,8,9,39,37,78,52,46,100,0,0,0,498,497,999,5,0,3,0,0,4,0,0,0,0,0,0,4,0,7,0,8,4,4,6,13,456,394,850,4,0,3,0,4,4,454,405,855,157,139,293,1118,1054,2178
POA4422,0,0,0,35,35,66,0,0,0,0,0,0,0,0,0,64,64,129,0,0,0,0,0,0,0,0,0,0,0,0,12,8,21,0,0,0,0,0,0,4,0,0,17,6,22,0,0,0,0,0,0,10,18,27,3,5,9,0,0,0,144,133,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,38,99,0,0,0,0,0,0,62,38,99,35,31,73,246,208,447
POA4423,0,0,0,19,23,42,0,0,0,0,0,3,0,0,0,32,22,52,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,5,5,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,65,65,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,23,53,0,0,0,0,0,0,32,23,53,15,8,23,103,97,197
POA4424,0,0,0,28,28,48,0,0,0,0,4,0,0,0,0,20,17,40,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,0,0,0,0,0,0,0,0,0,17,9,23,0,0,0,0,0,0,0,0,0,9,10,17,0,0,0,69,73,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,25,63,0,0,0,0,0,0,40,25,63,13,8,25,123,111,235
POA4425,0,3,3,14,19,33,0,0,0,0,0,0,0,0,0,25,22,54,0,0,0,0,0,0,0,0,4,0,0,0,4,7,9,0,0,0,0,0,0,0,0,0,10,8,12,0,0,0,0,0,0,4,11,8,7,0,3,0,0,0,67,61,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,30,0,0,0,0,0,0,19,14,30,6,5,14,93,80,170
POA4426,0,0,0,21,19,37,0,0,0,0,3,3,0,0,0,15,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,4,4,8,0,0,0,0,0,0,9,4,12,0,0,0,0,0,0,51,44,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,21,0,0,0,0,0,0,18,8,21,13,15,28,77,63,146
