POA_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
POA3964,4,0,0,0,0,5,0,0,0,9,29,13,15,17,15,47,23,8,3,170
POA3965,3,0,7,3,3,13,11,3,0,43,18,7,12,15,20,45,60,29,8,214
POA3966,15,0,10,3,13,5,8,4,0,58,90,48,42,57,81,74,104,37,9,542
POA3967,0,0,0,0,4,6,5,0,0,15,9,7,11,4,15,20,25,6,5,102
POA3971,63,45,37,51,45,63,67,35,15,421,581,347,349,367,518,725,764,393,143,4187
POA3975,277,133,147,186,133,75,45,13,12,1021,4587,2301,2540,3453,2419,1453,825,303,163,18044
POA3976,555,345,411,333,281,218,129,55,15,2342,5600,3739,4243,3655,3134,3051,1741,742,190,26095
POA3977,2182,1129,1349,1279,1004,736,422,264,97,8462,28735,14578,18254,19890,13913,10409,6854,3373,1144,117150
POA3978,753,313,527,446,222,120,76,28,10,2495,12275,4562,9392,8728,3895,2222,1431,600,100,43205
POA3979,12,3,5,7,9,9,10,0,0,55,70,29,30,50,52,55,58,16,0,360
POA3980,72,28,31,50,42,52,39,11,0,325,713,409,421,455,496,493,401,141,43,3572
POA3981,113,38,62,63,71,37,37,35,24,480,1162,649,792,653,679,615,465,279,126,5420
POA3984,139,61,74,101,85,86,86,52,19,703,1243,658,935,800,928,1126,1067,488,122,7367
POA3987,25,21,13,32,20,28,18,3,0,160,330,182,170,218,268,248,146,71,10,1643
POA3988,18,8,13,13,8,16,7,0,0,83,200,111,136,131,126,176,136,65,10,1091
POA3990,0,0,0,0,0,0,3,0,0,3,12,7,9,8,19,32,19,12,0,118
POA3991,9,7,4,7,8,7,10,3,0,55,62,43,34,45,58,67,75,23,0,407
POA3992,26,13,15,18,17,13,17,6,0,125,228,115,144,169,167,198,188,48,16,1273
POA3995,150,86,93,96,97,134,159,97,44,956,1686,1084,1131,1150,1359,1750,1927,1096,423,11606
POA3996,75,41,19,38,42,62,66,60,31,434,1037,493,457,663,696,1019,1302,737,247,6651
POA4000,93,322,632,347,202,194,125,36,7,1958,1200,4165,6378,3228,2047,1718,1091,421,98,20346
POA4005,99,126,353,241,188,177,135,93,65,1477,1603,1581,4346,3013,2323,2155,1620,773,291,17705
POA4006,123,357,863,419,218,144,94,67,32,2317,1300,3983,9435,4227,2245,1507,915,555,245,24412
POA4007,140,162,234,206,201,169,99,44,22,1277,1873,1925,2775,2219,2189,1981,1409,774,307,15452
POA4008,4,18,44,34,14,6,13,0,0,133,26,36,80,70,45,55,42,16,4,374
POA4009,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
POA4010,8,37,79,27,36,19,25,28,16,275,312,465,1060,510,368,266,201,172,91,3445
POA4011,135,107,142,135,139,107,65,42,25,897,2674,2007,2432,2419,2270,1842,1236,678,249,15807
POA4012,185,186,304,243,182,147,80,49,23,1399,3823,2799,4611,3964,3191,2327,1581,740,400,23436
POA4013,52,51,60,48,43,38,21,4,0,317,826,605,975,849,617,503,314,150,36,4875
POA4014,151,75,123,125,125,72,48,31,60,810,2625,1322,2079,2301,1763,1312,937,521,328,13188
POA4017,434,232,257,321,366,265,168,137,63,2243,7214,4190,4062,5331,5687,4767,3711,2006,781,37749
POA4018,159,85,117,124,81,68,92,85,128,939,2653,1341,2238,2351,1481,1323,1219,1014,485,14105
POA4019,279,161,162,230,275,222,184,93,34,1640,3119,1917,1944,2550,3118,3138,2843,1471,483,20583
POA4020,277,199,168,205,267,262,210,131,41,1760,3563,2433,1881,2819,3729,3994,4070,2285,834,25608
POA4021,165,107,93,106,105,101,78,62,38,855,1722,1123,981,1199,1283,1158,1183,745,354,9748
POA4022,132,60,60,67,60,38,42,60,68,587,1401,908,805,775,874,776,813,790,394,7536
POA4025,4,18,29,12,20,8,11,0,0,102,7,60,66,23,59,40,43,11,0,309
POA4030,161,213,323,181,146,103,52,36,21,1236,2668,2810,4443,2851,2400,1638,991,518,276,18595
POA4031,139,118,153,140,100,81,53,13,13,810,2585,1870,2566,2365,2093,1405,834,380,209,14307
POA4032,189,171,258,188,126,120,88,111,183,1434,2592,2391,3604,2587,1947,1690,1405,1333,850,18399
POA4034,562,386,448,421,381,301,237,206,206,3148,8211,5436,6654,6670,5758,5025,4256,3079,1666,46755
POA4035,273,187,160,172,187,172,134,61,41,1387,5372,3592,2725,3716,4010,3546,2501,1346,511,27319
POA4036,114,54,81,50,60,43,26,7,0,435,1460,761,1101,1059,898,729,583,295,103,6989
POA4037,63,63,41,41,60,50,24,7,5,354,1726,1113,716,1060,1456,950,565,197,40,7823
POA4051,270,411,361,248,252,148,92,37,22,1841,5344,4724,5074,4490,4305,2764,1715,844,316,29576
POA4053,579,384,449,407,408,270,177,92,47,2813,9106,5819,7560,7432,6316,4728,3607,2124,925,47617
POA4054,139,110,91,109,96,66,49,36,22,718,2732,1613,1891,2078,1947,1358,1245,791,331,13986
POA4055,221,130,96,177,148,87,73,35,26,993,4939,2640,2307,3497,3519,2274,1915,957,319,22367
POA4059,95,170,167,105,109,59,37,11,8,761,1908,3191,3009,1984,1668,980,604,288,111,13743
POA4060,103,96,61,82,127,87,43,31,16,646,2792,2081,1332,1830,2267,1545,966,458,187,13458
POA4061,155,108,57,96,136,124,50,34,16,776,3673,2187,1241,2376,2837,2008,1614,1052,332,17320
POA4064,78,120,186,104,97,74,41,29,18,747,1743,2001,2780,1803,1607,1160,714,295,94,12197
POA4065,103,85,52,85,107,54,42,18,30,576,2253,1361,978,1528,1695,1095,724,341,184,10159
POA4066,112,207,257,129,96,100,69,49,21,1040,2266,4054,4213,2534,1981,1515,1210,653,177,18603
POA4067,71,267,163,80,52,52,40,34,10,769,1314,4661,2029,1296,882,730,740,462,119,12233
POA4068,169,218,203,170,148,116,94,50,39,1207,4312,4722,4034,3847,3138,2210,1860,1097,466,25686
POA4069,327,188,104,193,259,202,144,126,129,1672,7364,4504,2308,4781,5709,4213,3440,2203,1015,35537
POA4070,117,74,46,74,108,70,36,19,5,549,2652,1504,979,1729,1937,1454,1034,616,149,12054
POA4073,75,37,43,38,63,53,62,39,27,437,1730,1046,815,1277,1435,1198,902,564,328,9295
POA4074,229,139,118,197,160,165,111,34,16,1169,4692,2770,2658,3576,3181,2991,2615,1207,389,24079
POA4075,278,175,174,204,181,153,106,91,60,1422,5060,3183,3406,3871,3661,2580,2002,1211,532,25506
POA4076,79,484,1268,1063,532,205,88,33,11,3763,879,1077,2041,1771,1134,721,464,199,62,8348
POA4077,928,481,566,425,332,308,159,119,67,3385,8155,5068,5966,4727,3972,3556,2338,1397,629,35808
POA4078,397,233,210,222,215,170,97,38,15,1597,5460,3638,3425,3619,3812,3007,1994,1006,294,26255
POA4101,305,681,896,508,400,260,178,111,74,3413,3753,6788,9083,5417,4256,2919,1858,849,311,35234
POA4102,83,201,259,119,84,63,58,35,18,920,955,2585,3283,1382,971,730,455,303,161,10825
POA4103,115,160,200,123,117,95,56,30,16,912,1942,2474,3658,2410,1783,1355,850,366,145,14983
POA4104,51,65,77,64,76,73,36,25,23,490,956,1032,1072,987,900,801,597,463,245,7053
POA4105,131,83,141,164,113,100,52,27,10,821,2380,1685,2537,2225,1872,1487,1009,536,202,13933
POA4106,22,19,37,24,18,14,5,0,9,148,263,224,361,284,174,148,105,50,69,1678
POA4107,63,40,62,51,53,30,17,15,9,340,1369,784,1178,1150,845,649,372,268,181,6796
POA4108,73,64,104,63,51,24,32,26,5,442,919,828,1450,954,666,555,436,287,93,6188
POA4109,366,367,482,336,253,207,187,117,57,2372,6090,5043,6637,5519,4058,3835,3572,2154,791,37699
POA4110,302,151,230,203,139,91,61,34,13,1224,3911,1882,3286,2767,1790,1324,884,451,159,16454
POA4111,6,48,12,5,7,11,9,0,0,98,109,385,138,118,106,108,74,40,13,1091
POA4112,127,58,58,74,58,38,19,17,5,454,2065,1242,1170,1284,1112,895,606,293,67,8734
POA4113,300,222,323,283,188,153,118,52,27,1666,5318,3742,5348,4676,3334,3068,2444,1136,453,29519
POA4114,1036,616,662,545,476,310,234,146,95,4120,6823,4462,4429,3720,3472,2836,2369,1220,375,29706
POA4115,226,172,139,145,158,99,70,36,19,1064,4361,2418,2590,3326,2551,2169,1662,762,319,20158
POA4116,348,201,222,268,159,133,91,73,68,1563,6138,3338,4067,4833,3248,2715,2019,819,277,27454
POA4117,82,39,43,60,23,6,11,4,0,268,933,418,425,570,261,184,119,41,3,2954
POA4118,657,361,378,367,298,239,139,106,55,2600,6961,4228,4479,4413,4034,3858,2338,915,275,31501
POA4119,116,64,76,60,53,35,24,4,0,432,1560,885,1053,1132,869,626,458,192,37,6812
POA4120,72,86,167,85,77,71,59,30,22,669,1288,1491,2697,1706,1175,977,638,299,119,10390
POA4121,320,187,187,213,196,166,108,66,81,1524,5532,3216,3326,4226,3832,2613,1747,1014,565,26071
POA4122,459,449,432,411,382,292,171,161,131,2888,8779,6781,6720,7157,6315,4520,3326,2435,1119,47152
POA4123,252,149,161,187,133,97,94,53,17,1143,5181,2555,3296,4054,2755,2118,1785,913,207,22864
POA4124,445,268,234,242,256,180,100,63,38,1826,5355,3085,3069,3372,3230,2550,1766,746,274,23447
POA4125,248,187,248,107,124,114,64,59,15,1166,2633,1874,2344,1431,1380,1283,1083,696,162,12886
POA4127,488,295,290,304,278,214,174,66,37,2146,5413,3343,3588,3912,3420,2927,2793,1333,473,27202
POA4128,221,155,124,162,162,122,97,31,7,1081,3391,2042,2081,2567,2394,2109,1625,604,130,16943
POA4129,130,69,82,79,60,36,20,8,3,487,1561,839,1069,968,863,696,508,224,40,6768
POA4130,97,72,72,61,80,67,57,26,7,539,1759,1128,949,1201,1358,1183,1038,389,142,9147
POA4131,383,265,242,225,176,102,85,36,14,1528,2570,1822,1943,1635,1368,1162,851,353,84,11788
POA4132,991,514,485,478,312,220,114,39,24,3177,7458,4268,4039,3659,2974,2440,1533,567,136,27074
POA4133,625,361,420,318,242,199,142,93,48,2448,5215,3093,3822,2881,2332,2078,1657,1029,361,22468
POA4151,144,132,211,154,166,105,81,49,52,1094,2685,2510,3661,2882,2399,1743,1146,700,411,18137
POA4152,429,333,332,357,326,274,169,113,123,2456,8872,5858,6330,7192,6617,5394,3998,2309,1007,47577
POA4153,49,36,25,30,52,34,19,3,3,251,887,576,451,636,685,600,430,179,58,4502
POA4154,131,66,44,96,86,66,25,19,6,539,2971,1421,925,2018,1914,1103,732,298,70,11452
POA4155,16,13,12,14,11,17,12,3,3,101,271,222,79,154,243,198,184,85,23,1459
POA4156,30,30,12,20,21,24,20,7,0,164,697,532,232,442,611,444,293,115,26,3392
POA4157,260,162,179,150,184,148,127,45,17,1272,3578,2278,2501,2650,2546,2656,2201,1037,330,19777
POA4158,59,37,41,36,31,39,26,5,0,274,747,359,482,537,492,516,484,200,54,3871
POA4159,150,96,94,86,114,116,75,63,26,820,2656,1699,1502,1835,2020,1867,1769,1041,429,14818
POA4160,152,137,84,107,157,131,115,70,60,1013,3356,2429,1476,2280,2909,2794,2154,1218,432,19048
POA4161,259,154,141,148,144,126,77,32,35,1116,3211,1944,2143,2280,2147,2104,1693,695,255,16472
POA4163,139,120,95,76,151,149,122,82,40,974,2098,1665,1170,1530,2133,2461,2476,1628,699,15860
POA4164,286,166,110,141,137,130,87,40,16,1113,4136,2671,2321,2625,2658,2165,1564,809,324,19273
POA4165,501,327,236,298,345,303,193,121,66,2390,7594,4603,3981,5024,5503,4986,4111,2636,1054,39492
POA4169,107,198,357,245,162,141,97,53,0,1360,1283,2363,4185,2484,1887,1635,1201,616,232,15886
POA4170,317,261,382,273,221,185,104,62,49,1854,5145,3664,5379,4914,3825,2505,1538,676,381,28027
POA4171,136,114,154,141,165,126,60,35,12,943,3195,1976,2228,2784,2733,2108,1166,514,183,16887
POA4172,41,46,65,56,52,18,27,7,0,312,902,602,960,857,728,455,308,106,35,4953
POA4173,105,38,78,96,63,59,37,23,0,499,1572,867,1330,1315,1033,1032,769,428,119,8465
POA4174,28,28,22,32,29,24,8,7,0,178,549,319,475,482,419,295,202,67,26,2834
POA4178,364,201,196,246,271,198,166,130,138,1910,4955,2966,3103,3679,3955,3363,2620,1500,750,26891
POA4179,236,141,127,132,183,132,94,73,31,1149,3987,2194,1864,2857,3218,2571,1864,1178,482,20215
POA4183,46,29,25,24,45,36,33,17,7,262,316,173,161,212,285,371,409,184,38,2149
POA4184,123,76,66,80,132,170,152,84,30,913,694,471,361,580,1091,1935,2189,995,171,8487
POA4205,120,61,87,70,57,55,83,107,121,761,960,644,748,608,621,657,856,811,431,6336
POA4207,1826,973,1073,974,801,548,361,226,60,6842,15395,8654,10644,8844,8125,7037,5763,3164,837,68463
POA4208,492,257,242,305,246,152,78,32,12,1816,6071,3092,3196,3910,3220,2335,1634,714,179,24351
POA4209,1970,1031,1249,1040,757,419,232,93,18,6809,19235,10282,13354,11415,8724,5486,3823,1598,372,74289
POA4210,389,203,207,235,241,170,94,29,6,1574,5162,2821,2690,3531,3436,2495,1612,727,140,22614
POA4211,1016,578,648,699,672,470,363,212,100,4758,12077,7265,7814,8870,8741,7458,5894,3381,1011,62511
POA4212,403,309,265,337,435,301,278,158,62,2548,5337,3914,3238,4044,5015,4609,4118,2385,810,33470
POA4213,526,329,247,387,353,296,196,110,58,2502,6575,3753,2904,4357,4789,3942,2850,1481,498,31149
POA4214,522,513,418,402,437,360,236,272,241,3401,6631,5293,4713,5048,5344,4774,3749,2392,924,38868
POA4215,637,830,947,711,710,626,507,358,176,5502,6531,7904,9675,6766,6719,6378,5802,3913,1738,55426
POA4216,484,360,394,364,507,508,469,308,111,3505,4925,3759,3901,4175,5347,5841,6244,4148,1367,39707
POA4217,517,636,1135,745,743,766,652,364,137,5695,4994,4944,7435,5731,5983,6135,5804,3335,849,45210
POA4218,424,376,650,465,450,497,367,223,69,3521,4740,3917,6016,4752,4700,4517,3799,2148,784,35373
POA4220,407,307,530,423,387,327,267,191,138,2977,5197,3325,4864,4618,4387,3719,3492,2112,865,32579
POA4221,419,260,339,355,312,274,207,139,61,2366,4991,3193,3821,4064,3866,3472,3050,1735,698,28890
POA4223,223,117,137,172,171,173,93,60,26,1172,2841,1585,1512,2017,2145,2036,1681,940,397,15154
POA4224,119,74,108,96,91,91,52,40,5,676,1265,705,1118,1010,925,883,703,375,204,7188
POA4225,45,71,192,98,104,117,125,61,43,856,715,727,1465,902,945,1369,1325,613,322,8383
POA4226,438,358,339,316,334,275,255,217,233,2765,6188,4860,4655,5019,4742,4236,3897,2533,1131,37261
POA4227,415,280,266,264,249,146,105,56,16,1797,4739,3323,3301,3611,3502,2212,1833,1026,361,23908
POA4228,107,61,54,55,95,61,38,24,10,505,1151,612,447,730,827,808,602,261,141,5579
POA4270,92,47,41,57,63,48,26,12,4,390,879,509,413,600,741,630,415,170,32,4389
POA4272,124,74,50,87,115,97,78,50,16,691,1324,706,536,876,1195,1288,1278,720,197,8120
POA4275,81,51,53,62,75,45,29,10,0,406,731,407,400,564,635,557,392,167,32,3885
POA4280,553,316,228,285,305,210,99,51,10,2057,4976,2862,2669,2970,3070,2352,1552,663,143,21257
POA4285,462,264,212,249,287,219,176,115,80,2064,4404,2483,2202,2675,3140,2826,2407,1205,415,21757
POA4287,19,13,59,86,50,36,11,8,7,289,136,51,105,142,137,163,128,56,19,937
POA4300,1468,732,824,799,629,391,193,105,22,5163,17633,8989,10791,11714,8516,5738,3484,1506,299,68670
POA4301,1019,515,604,451,302,209,134,47,18,3299,10221,5509,6502,5046,3642,2913,1819,687,190,36529
POA4303,175,86,93,84,75,58,28,28,7,634,838,526,635,468,535,468,337,265,104,4176
POA4304,409,216,248,225,207,159,114,53,18,1649,3506,2163,2637,2290,2278,2103,1616,899,335,17827
POA4305,1307,791,725,719,608,525,340,293,202,5510,13162,8305,8877,8173,7941,7430,5611,3480,1386,64365
POA4306,656,682,831,667,518,344,195,86,19,3998,9772,5819,6491,6271,5946,4922,3242,1299,241,44003
POA4307,29,15,13,17,19,22,11,11,3,140,279,188,171,193,231,233,184,87,15,1581
POA4309,58,34,27,37,43,46,30,33,7,315,627,320,326,401,443,546,396,247,67,3373
POA4310,86,53,58,50,63,75,67,44,37,533,896,571,556,567,737,974,947,525,233,6006
POA4311,204,125,88,114,154,102,99,66,20,972,2028,1160,1079,1154,1470,1545,1280,585,119,10420
POA4312,25,13,14,19,35,42,45,24,0,217,289,198,147,211,356,528,549,273,49,2600
POA4313,20,15,3,11,13,21,21,24,4,132,367,198,177,213,265,375,393,266,60,2314
POA4314,61,29,35,27,56,54,75,44,3,384,448,217,217,231,409,597,749,336,44,3248
POA4340,150,100,91,72,115,99,93,55,56,831,1091,745,625,643,831,844,734,363,118,5994
POA4341,315,189,157,169,195,166,95,69,29,1384,3242,1790,1689,1960,2125,2151,1791,938,264,15950
POA4342,68,50,47,40,34,37,18,14,6,314,474,414,264,282,379,416,282,145,42,2698
POA4343,202,266,292,216,181,117,91,55,20,1440,2027,1817,2074,1461,1378,1339,1140,678,253,12167
POA4344,52,49,40,34,46,47,39,21,5,333,532,304,327,286,385,417,290,151,29,2721
POA4346,29,14,13,14,10,9,11,5,4,109,217,105,103,149,135,133,126,45,13,1026
POA4347,19,18,13,14,13,15,5,9,0,106,230,166,174,156,161,201,154,77,25,1344
POA4350,1683,1310,1200,1043,1006,951,778,555,302,8828,21837,15456,15863,13656,13213,12714,11584,7612,3283,115218
POA4352,471,261,221,318,336,308,203,101,29,2248,6903,3536,3075,4078,4308,4115,3166,1517,333,31031
POA4353,8,3,6,5,3,7,5,3,0,40,67,44,28,36,45,60,38,19,3,340
POA4354,15,17,13,11,19,19,19,13,0,126,249,137,139,125,147,219,169,92,18,1295
POA4355,48,23,30,30,43,56,50,72,77,429,402,213,218,233,319,439,472,371,139,2806
POA4356,120,80,66,50,76,79,76,41,14,602,1095,605,508,557,635,648,582,369,226,5225
POA4357,44,23,34,35,41,49,28,10,4,268,405,230,281,269,346,398,327,200,68,2524
POA4358,53,34,54,32,36,36,25,5,0,275,700,372,483,324,359,317,266,125,24,2970
POA4359,19,23,18,10,28,18,16,15,0,147,277,142,166,146,193,210,157,86,10,1387
POA4360,13,9,10,12,15,11,15,11,0,96,115,63,53,61,100,86,81,44,13,616
POA4361,49,24,15,25,34,21,19,24,9,220,471,246,228,252,342,379,397,254,86,2655
POA4362,50,18,23,30,46,33,55,13,5,273,465,232,205,251,345,373,429,234,84,2618
POA4363,22,15,16,11,0,7,11,0,0,82,134,80,55,61,75,113,69,37,0,624
POA4364,0,3,0,3,4,8,4,0,0,22,33,25,18,14,29,36,8,3,0,166
POA4365,16,5,7,5,10,18,8,9,0,78,73,61,46,58,75,122,104,46,3,588
POA4370,384,195,173,175,242,245,206,155,80,1855,3485,2137,2038,1808,2320,2679,2610,1588,527,19192
POA4371,12,11,0,3,10,12,10,3,0,61,117,57,36,70,94,136,121,47,13,691
POA4372,5,0,0,0,0,3,0,3,0,11,23,9,6,14,16,45,21,11,7,152
POA4373,9,9,15,8,10,17,23,7,5,103,119,100,57,69,126,164,197,109,47,988
POA4374,0,6,4,0,8,0,8,0,0,26,58,33,30,38,61,73,74,29,3,399
POA4375,3,4,7,3,3,0,3,0,0,23,48,17,27,26,27,32,35,20,0,232
POA4376,4,3,6,5,0,12,15,0,3,48,46,36,35,34,36,63,60,23,12,345
POA4377,7,3,7,8,9,18,18,16,0,86,114,44,44,54,83,116,103,54,11,623
POA4378,15,5,4,9,8,5,6,8,0,60,99,44,79,59,76,67,82,46,14,566
POA4380,149,91,76,91,93,122,119,63,25,829,1292,736,703,810,980,1223,1341,740,260,8085
POA4381,20,10,11,17,19,9,17,7,0,110,130,64,53,87,80,122,113,44,7,700
POA4382,0,0,0,4,10,3,5,5,0,27,57,45,33,37,79,79,96,34,4,464
POA4383,5,5,5,13,4,10,10,0,4,56,78,45,43,56,69,131,135,40,14,611
POA4384,0,4,0,0,0,0,0,5,0,9,10,0,3,9,6,4,9,4,0,45
POA4385,21,15,7,15,16,17,16,13,0,120,195,92,93,108,150,173,177,119,51,1158
POA4387,28,16,13,16,24,19,21,14,5,156,235,111,125,114,195,236,173,123,30,1342
POA4388,8,3,0,4,6,3,3,5,0,32,63,38,21,39,49,39,55,35,4,343
POA4390,171,96,124,97,90,95,68,37,10,788,1488,771,845,852,769,828,640,377,147,6717
POA4400,51,20,20,17,40,17,17,4,0,186,529,234,291,271,306,244,171,96,22,2164
POA4401,149,85,72,78,79,53,36,24,11,587,1167,749,625,652,791,726,597,369,145,5821
POA4402,3,7,3,0,11,8,9,4,0,45,30,25,16,21,38,65,60,34,3,292
POA4403,22,13,13,11,4,22,12,0,5,102,193,88,88,96,88,151,101,47,10,862
POA4404,20,8,3,11,10,12,3,3,0,70,100,39,62,57,71,71,47,19,9,475
POA4405,306,254,211,188,209,157,106,44,24,1499,3220,1893,1807,1702,1828,1660,1263,701,288,14362
POA4406,45,36,18,27,24,43,28,8,3,232,336,186,176,213,238,266,196,86,16,1713
POA4407,18,4,10,4,5,17,9,6,0,73,82,48,67,46,75,99,61,34,3,515
POA4408,10,5,4,3,6,9,6,0,4,47,104,49,46,57,68,75,81,42,10,532
POA4410,24,12,11,11,24,18,10,18,11,139,197,85,87,96,162,175,182,126,47,1157
POA4411,8,5,0,5,13,5,0,0,0,36,69,24,25,36,42,41,35,15,3,290
POA4412,13,5,3,7,3,0,3,4,0,38,47,18,28,26,39,23,22,6,6,215
POA4413,249,174,226,159,125,105,91,77,41,1247,1966,1016,1348,1092,994,951,735,429,140,8671
POA4415,58,42,38,35,45,45,28,26,21,338,417,254,281,207,281,289,230,149,64,2172
POA4416,12,0,5,11,7,0,3,3,0,41,87,47,49,63,62,37,41,23,0,409
POA4417,23,4,16,10,10,13,6,4,0,86,174,38,91,83,84,101,80,45,9,705
POA4418,5,0,0,0,0,0,0,0,0,5,10,9,15,7,19,14,0,9,0,83
POA4419,26,22,75,33,22,14,17,12,0,221,199,91,248,126,116,128,95,66,12,1081
POA4420,20,24,10,9,19,19,10,15,3,129,255,117,149,142,157,145,123,98,33,1219
POA4421,55,27,40,32,35,47,37,17,6,296,388,200,212,207,296,374,332,133,30,2172
POA4422,12,13,4,14,12,10,4,0,0,69,82,46,36,48,87,68,64,23,0,454
POA4423,10,0,4,3,5,4,4,4,0,34,48,16,32,28,33,20,23,10,3,213
POA4424,3,0,4,3,0,0,3,0,0,13,62,17,22,40,27,21,26,12,0,227
POA4425,0,3,0,5,0,3,0,0,0,11,34,16,14,30,20,24,27,7,0,172
POA4426,5,8,9,3,0,7,5,3,0,40,15,22,12,16,17,20,19,15,8,144
POA4427,6,6,0,0,10,8,10,6,5,51,50,36,16,30,47,54,44,32,9,318
POA4428,8,8,13,5,14,12,8,4,0,72,127,50,82,67,85,96,66,42,8,623
POA4454,27,13,18,15,27,16,18,0,4,138,131,65,100,83,114,105,81,34,20,733
POA4455,267,182,162,162,162,136,67,59,49,1246,1880,1131,1139,1129,1109,1044,662,369,143,8606
POA4461,0,0,0,0,0,0,0,0,0,0,7,6,0,3,4,11,13,6,0,50
POA4462,3,0,4,3,0,0,0,3,0,13,18,4,15,14,13,16,21,15,3,119
POA4465,23,20,19,23,23,14,25,12,7,166,238,126,140,133,148,179,180,93,24,1261
POA4467,0,0,3,0,6,11,0,0,0,20,23,21,15,19,35,27,11,12,0,163
POA4468,0,0,4,0,3,5,7,4,0,23,32,28,29,23,34,62,34,20,0,262
POA4470,80,58,76,48,66,95,41,18,21,503,563,329,454,323,368,533,354,157,97,3178
POA4472,17,4,9,14,11,21,19,20,24,139,222,124,143,146,158,225,210,124,60,1412
POA4474,0,0,0,0,0,0,0,0,0,0,12,6,14,3,9,18,9,5,0,76
POA4477,13,0,8,6,10,10,13,5,0,65,106,37,48,61,91,84,55,34,17,533
POA4478,8,7,6,0,12,10,9,7,0,59,97,58,58,47,60,75,67,35,3,500
POA4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
POA4480,20,0,8,5,10,9,8,0,0,60,127,46,92,66,95,104,58,23,13,624
POA4481,0,5,3,0,0,3,0,0,0,11,11,28,16,10,20,17,14,7,0,123
POA4482,8,0,3,3,3,4,0,0,0,21,14,12,20,16,18,7,15,0,0,102
POA4486,13,4,12,6,11,5,6,3,0,60,110,69,72,73,95,103,86,41,8,657
POA4487,89,51,63,38,46,55,21,16,23,402,666,402,429,334,425,428,294,153,58,3189
POA4488,8,4,6,5,0,4,3,0,0,30,54,19,18,38,44,28,29,11,6,247
POA4489,0,0,0,0,0,0,0,0,0,0,20,4,6,8,11,23,6,4,0,82
POA4490,27,16,14,9,19,21,15,3,5,129,327,137,169,149,194,225,169,100,32,1502
POA4491,0,0,0,0,0,0,8,0,0,8,11,0,15,7,10,16,23,4,0,86
POA4492,0,0,4,4,5,8,5,0,0,26,57,45,49,54,28,54,23,7,0,317
POA4493,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,3,3,0,17
POA4494,3,0,3,4,7,9,0,0,0,26,38,13,32,27,21,17,7,4,0,159
POA4496,3,4,0,6,4,3,8,0,0,28,47,19,28,38,27,25,23,8,0,215
POA4497,6,5,0,6,10,7,8,0,0,42,62,33,37,43,51,52,32,9,4,323
POA4498,13,0,4,0,0,7,0,0,0,24,53,13,32,31,20,24,5,6,0,184
POA4500,727,366,428,412,379,245,183,100,35,2875,9715,5835,6369,6816,5999,4989,3742,1732,457,45654
POA4501,101,71,82,64,71,35,29,22,9,484,1119,771,900,788,753,621,522,308,133,5915
POA4502,116,82,70,63,75,59,40,16,6,527,1713,1210,1108,1150,1300,1106,767,302,68,8724
POA4503,865,546,663,551,461,289,239,120,127,3861,11760,6651,8981,7721,6195,4854,3753,1932,658,52505
POA4504,371,213,178,196,186,99,60,26,15,1344,5201,2992,2668,3122,3041,1885,1272,571,165,20917
POA4505,443,303,281,263,266,242,145,92,25,2060,5139,3503,3554,3143,3324,3011,2576,1464,419,26133
POA4506,590,411,357,322,243,192,118,69,20,2322,5411,3537,3879,3045,3083,2829,2126,1088,305,25303
POA4507,179,98,76,113,188,225,265,211,71,1426,1862,1271,925,1354,2108,3629,5208,3293,956,20606
POA4508,436,268,243,232,216,157,144,99,90,1885,3812,2477,2143,2449,2540,2418,2134,1159,435,19567
POA4509,567,325,351,372,279,163,100,65,57,2279,9627,4937,5259,6615,5185,2847,1949,1106,426,37951
POA4510,1234,756,742,646,647,471,450,284,191,5421,11304,6664,7542,6711,6430,6292,6184,3622,1188,55937
POA4511,142,85,58,88,87,92,100,54,13,719,1547,946,737,983,1266,1317,1877,1039,212,9924
POA4512,55,42,43,42,57,46,49,17,10,361,668,422,373,449,552,564,423,172,52,3675
POA4514,123,282,681,477,263,124,84,20,7,2061,1337,921,1443,1234,1151,1079,941,379,118,8603
POA4515,105,67,62,88,79,70,44,31,13,559,778,431,526,638,562,606,575,259,82,4457
POA4516,70,38,34,46,60,37,24,11,6,326,843,532,469,539,697,570,414,179,42,4285
POA4517,20,13,20,21,8,14,4,5,0,105,157,100,106,117,106,138,117,75,20,936
POA4518,95,60,59,59,66,60,44,22,3,468,1066,602,601,714,768,755,671,329,93,5599
POA4519,161,113,116,94,99,110,81,44,13,831,1790,1088,1121,1132,1190,1248,1111,607,197,9484
POA4520,176,98,55,109,179,124,100,55,10,906,2751,1620,828,1638,2600,2073,1528,708,140,13886
POA4521,87,47,42,65,79,45,43,33,7,448,1006,499,454,651,902,797,583,230,52,5174
