POA_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
POA3810,62,41,27,8,11,5,160,19,5,10,3,0,0,42,38,13,14,8,12,0,89,26,24,17,7,17,4,91,39,25,27,14,26,3,137,61,64,40,26,35,9,229,81,138,54,41,42,4,360,144,273,70,54,82,9,635,187,399,103,66,55,5,814,230,524,103,72,50,6,985,204,495,79,43,36,4,864,252,580,144,42,37,12,1069,131,267,51,29,16,3,494,65,166,26,24,10,0,287,89,226,70,19,12,3,416,86,200,60,12,11,3,367,29,64,30,8,4,0,132,31,63,19,0,3,0,121,112,201,59,31,30,3,438,1898,3761,995,514,505,71,7738
POA3812,9,0,5,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,11,4,3,0,0,0,17,0,7,5,0,0,0,19,4,3,5,0,4,0,13,6,4,0,0,0,0,15,11,11,8,0,0,0,30,3,11,0,0,0,0,19,9,21,11,4,0,0,48,3,3,0,0,3,0,12,0,10,0,0,0,0,17,11,11,12,0,0,0,32,8,30,7,0,0,0,48,3,6,8,0,0,0,11,6,9,3,0,0,0,10,6,17,3,4,0,0,33,107,149,66,7,12,0,342
POA3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,7,4,0,0,0,3,0,13,3,5,0,0,0,0,12,4,6,0,0,0,0,13,3,4,0,0,4,0,13,3,0,0,0,0,0,6,0,6,6,0,0,0,13,0,8,4,0,0,0,9,0,0,0,0,0,0,6,8,3,0,0,0,0,15,0,15,7,0,0,0,22,6,0,0,0,0,0,3,5,0,0,0,0,0,3,3,0,0,0,0,0,5,36,39,36,5,12,0,130
POA3814,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,5,3,0,0,0,0,7,11,3,7,0,0,0,16,6,6,5,0,4,0,25,9,13,0,4,0,0,27,7,20,5,0,0,0,27,3,18,10,0,4,0,35,12,18,9,0,0,0,36,14,22,8,0,0,0,49,6,21,7,0,0,0,25,4,13,3,0,0,0,19,0,13,8,0,0,0,19,4,8,4,0,0,0,21,5,5,0,0,0,0,12,0,0,3,0,0,0,5,3,3,3,0,3,0,15,96,180,65,10,19,0,362
POA3815,5,3,3,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,10,4,3,5,0,0,0,8,6,5,7,0,0,0,10,3,6,3,0,4,0,15,8,17,3,0,6,0,26,9,11,10,5,0,0,25,0,25,13,0,0,0,44,18,25,8,5,0,0,53,23,29,5,0,0,0,64,23,43,16,0,0,0,81,10,20,0,0,0,0,28,6,16,0,0,0,0,28,9,28,8,0,3,0,47,18,41,6,5,3,0,69,3,4,3,0,0,0,19,3,6,6,0,0,0,11,3,11,9,0,5,0,27,156,273,95,25,32,4,576
POA3816,10,0,3,0,0,0,16,0,0,0,0,0,0,5,0,3,0,0,0,0,6,0,0,0,0,3,0,10,0,0,4,3,0,0,13,9,6,7,4,0,0,24,8,14,5,3,9,0,33,9,24,0,7,7,0,43,21,21,11,4,8,0,56,13,28,3,0,4,0,45,8,9,5,0,4,0,30,10,17,3,0,0,0,30,0,3,0,0,0,0,5,6,4,0,0,0,0,11,4,11,3,0,0,0,18,6,12,8,5,0,0,26,4,4,0,0,0,0,7,5,5,0,0,0,0,13,14,17,3,0,0,0,43,126,183,69,32,35,0,440
POA3818,20,13,5,3,0,0,53,11,5,8,0,0,0,20,18,13,8,0,9,0,41,11,0,6,3,3,0,26,19,10,13,3,11,0,59,36,30,16,12,15,0,99,44,47,17,11,13,6,133,69,92,34,23,7,0,219,68,120,31,18,13,3,251,92,136,31,13,15,0,278,59,84,19,11,7,0,186,76,120,40,9,4,3,245,39,65,6,3,4,0,114,21,36,7,0,0,0,62,33,72,26,5,4,0,134,38,69,14,11,0,4,127,17,18,9,0,5,0,43,9,14,6,0,0,0,25,50,51,24,5,9,0,135,728,991,312,118,102,15,2267
POA3820,20,17,14,4,0,0,55,14,0,4,0,0,0,22,18,5,7,0,0,0,40,18,9,3,0,4,0,39,29,26,6,8,12,0,83,37,36,21,9,12,0,123,45,62,33,18,22,0,170,73,102,32,15,13,0,241,63,130,31,22,12,0,266,81,144,30,10,11,4,279,65,114,24,12,7,0,222,73,131,39,9,9,0,269,31,44,12,4,0,0,89,17,42,9,0,0,0,69,32,61,28,5,6,0,126,30,57,14,3,4,0,110,12,26,8,0,0,0,50,19,17,4,6,0,0,40,43,47,15,9,5,8,120,714,1070,346,134,121,20,2397
POA3821,6,0,0,0,0,0,18,5,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,3,0,0,0,12,7,4,3,0,3,0,17,11,3,6,3,0,0,26,9,4,0,0,5,0,16,8,12,5,0,0,0,28,9,15,5,0,0,0,29,3,23,0,0,0,0,30,4,8,3,0,0,0,24,3,14,12,0,0,0,34,0,7,0,0,0,0,14,3,4,0,0,0,0,14,3,18,3,0,0,0,23,4,21,3,4,0,0,32,6,10,4,0,0,0,20,0,9,0,0,0,0,14,8,17,9,3,0,0,27,101,172,76,21,13,0,371
POA3822,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,5,5,0,0,0,0,10,5,10,5,0,0,0,13,3,8,0,0,0,0,14,0,0,0,0,0,0,7,3,0,0,0,3,0,6,3,9,8,0,0,0,17,0,0,0,0,0,0,4,0,0,3,0,0,0,7,0,0,4,0,0,0,7,4,3,0,0,0,0,8,0,3,0,0,0,0,3,0,3,0,0,0,0,6,9,4,0,0,3,0,15,35,58,25,4,12,0,141
POA3823,0,0,0,0,0,0,8,0,0,0,0,0,0,5,3,0,0,0,0,0,7,0,0,0,0,0,0,0,5,3,3,0,0,0,13,3,3,3,0,4,0,14,5,12,0,0,0,0,27,10,10,0,0,5,0,24,9,17,3,0,0,0,37,10,21,0,8,0,0,43,11,15,0,0,0,0,25,10,10,0,5,0,0,21,0,0,0,0,0,0,8,0,4,0,0,0,0,6,8,3,4,0,0,0,11,7,3,0,6,0,0,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,3,3,0,0,0,9,98,108,30,28,13,4,279
POA3824,10,0,6,0,0,0,15,4,0,0,0,0,0,5,8,0,6,3,0,0,13,6,0,5,0,0,0,17,9,9,3,5,4,0,30,7,13,8,5,3,0,34,16,26,11,6,0,0,57,23,33,7,11,3,0,79,27,27,7,6,3,0,74,22,35,11,3,5,0,70,8,26,6,0,0,0,41,25,29,6,0,0,0,55,4,4,0,0,0,0,12,5,10,0,0,0,0,14,5,15,3,0,0,0,22,10,21,3,4,0,0,39,0,3,3,0,0,0,7,0,0,0,0,0,0,3,7,22,6,4,4,0,40,193,292,83,42,33,3,648
POA3825,24,13,6,0,7,0,62,6,6,6,5,4,0,24,26,19,20,10,16,0,87,40,24,13,12,10,0,92,60,63,30,24,32,3,219,79,102,38,31,28,0,281,85,97,41,35,22,4,278,74,111,40,17,13,3,250,53,76,24,11,6,0,167,42,74,29,10,0,0,155,25,31,7,9,0,0,72,41,59,20,3,6,0,131,10,8,3,0,0,3,25,0,6,5,0,0,0,12,16,17,9,0,0,0,43,11,32,6,3,0,0,55,12,10,8,3,0,0,29,3,3,4,0,0,0,9,47,38,23,0,24,0,132,642,797,323,174,174,18,2126
POA3831,0,3,0,0,0,0,3,0,0,4,0,0,0,4,5,0,0,0,0,0,5,0,0,4,0,0,0,5,9,5,3,0,0,0,12,4,9,0,0,0,0,20,4,6,0,0,3,0,13,3,7,0,0,4,0,19,5,11,5,0,0,0,25,3,17,4,0,0,0,23,3,5,3,0,0,0,15,8,12,6,0,0,0,25,5,7,0,0,0,0,8,0,6,0,0,0,0,10,3,6,7,0,0,0,13,0,5,3,0,0,0,8,3,9,0,0,0,0,10,0,3,0,0,0,0,8,6,0,0,0,0,0,8,73,95,46,3,10,0,236
POA3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,14,10,3,4,3,0,30
POA3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,3,0,0,0,29
POA3835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,8,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,17,19,10,9,3,0,48
POA3840,19,7,13,0,7,0,46,3,3,5,0,3,0,18,27,10,10,5,11,0,56,26,19,11,7,9,0,64,51,51,20,14,30,4,176,52,59,20,17,23,3,173,53,59,31,21,26,0,182,48,64,27,19,7,5,161,31,40,15,5,3,0,94,34,45,10,6,8,0,100,18,22,8,5,0,0,54,25,39,18,5,3,0,90,5,6,3,0,0,0,18,4,6,3,0,0,0,11,19,27,9,6,0,0,61,6,19,4,0,0,0,32,5,11,0,0,0,0,13,6,0,0,0,0,0,12,42,37,14,0,9,0,106,466,537,222,104,139,11,1478
POA3842,9,0,0,0,0,0,12,3,3,3,0,0,0,9,5,3,5,5,0,0,17,6,7,0,5,0,0,16,19,29,5,6,7,0,66,21,30,7,12,3,0,78,20,17,10,6,3,0,56,10,12,5,3,3,0,38,12,15,5,0,5,0,32,9,16,0,0,0,0,33,4,13,0,0,0,0,15,5,13,5,0,0,0,26,4,3,0,0,0,0,4,0,10,0,0,0,0,7,4,0,7,0,0,0,13,5,0,0,0,0,0,5,0,0,4,0,0,0,6,0,0,0,0,0,0,0,4,6,8,0,0,4,24,142,183,60,40,27,6,457
POA3844,62,28,25,7,10,0,124,14,11,5,0,3,0,46,21,16,15,9,19,0,76,34,19,6,6,5,0,78,62,64,18,22,26,4,194,91,117,43,32,25,3,316,127,164,57,30,38,0,417,151,193,53,51,29,4,474,104,204,47,26,28,3,414,95,169,50,15,17,0,347,56,126,23,12,0,5,219,65,143,41,12,11,0,281,14,49,12,0,0,0,79,13,36,13,5,0,0,61,32,69,23,11,4,0,139,40,86,29,6,0,0,160,13,31,15,5,4,0,67,11,16,8,0,0,0,38,71,88,39,16,14,0,223,1085,1627,522,264,233,22,3757
POA3847,4,5,4,0,0,0,13,0,0,0,0,0,0,3,4,0,3,0,0,0,6,4,0,0,0,0,0,10,14,6,0,0,0,0,24,10,13,4,6,0,0,35,14,13,0,3,0,0,40,5,16,6,3,0,0,29,16,12,0,0,0,0,26,8,18,6,3,0,0,33,0,0,0,0,0,0,0,3,4,0,0,0,0,13,6,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,10,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,8,5,0,0,0,23,102,100,39,19,15,0,278
POA3850,12,16,8,0,0,0,38,3,0,3,0,0,0,7,14,4,3,0,9,0,31,20,15,9,7,6,0,55,34,34,6,12,9,0,91,47,44,10,9,15,9,130,53,69,29,17,16,4,187,62,66,14,19,17,0,177,39,88,28,8,7,0,170,25,76,24,9,9,0,137,12,46,14,0,0,0,70,23,62,21,0,7,0,122,14,21,4,3,0,0,38,0,10,0,0,0,0,19,11,23,9,0,0,0,44,11,18,5,0,0,0,44,7,10,4,0,0,0,19,3,0,4,0,0,0,8,29,34,10,10,4,0,90,423,633,203,98,90,15,1465
POA3851,20,5,4,0,0,0,25,0,0,0,4,0,0,3,11,3,0,0,0,0,19,13,8,4,0,6,0,27,11,9,4,7,6,0,30,20,21,9,3,5,0,50,22,11,16,3,5,0,47,17,16,9,7,0,0,49,17,22,12,3,0,0,55,11,22,11,3,0,0,45,8,15,7,0,0,0,31,19,33,8,0,3,0,63,4,8,3,0,0,0,14,3,7,3,0,0,0,13,3,4,9,0,0,0,21,0,16,5,0,0,0,22,0,10,7,0,0,0,12,0,4,3,0,0,0,6,6,17,4,0,9,0,40,190,227,110,34,24,4,590
POA3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA3854,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,8,4,0,4,0,0,0,10,8,7,3,0,0,0,19,9,12,7,0,0,0,25,6,20,3,0,0,0,29,10,14,4,3,0,0,26,3,10,0,0,0,0,13,3,6,3,0,0,0,19,0,6,0,0,0,0,8,0,0,0,0,0,0,3,0,6,4,0,0,0,8,3,3,0,0,0,0,14,0,0,0,0,0,0,5,5,0,0,0,0,0,5,6,0,0,0,0,0,14,63,89,32,4,5,0,202
POA3856,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,5,4,0,0,0,12,8,5,4,0,0,0,15,3,7,3,0,0,0,18,9,4,4,4,0,0,17,0,11,4,4,0,0,23,3,11,4,0,0,0,21,0,9,0,0,0,0,14,0,4,0,0,0,0,11,0,4,0,0,0,0,11,0,0,4,0,0,0,3,0,5,0,0,0,0,5,7,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,4,0,0,0,0,3,52,74,35,10,7,0,180
POA3857,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,5,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,14,11,12,5,0,0,44
POA3858,4,4,9,0,0,0,12,0,0,0,0,0,0,3,4,0,0,5,0,0,5,4,3,0,0,0,0,13,7,10,6,3,3,0,34,6,17,8,3,3,0,36,21,21,4,5,0,0,51,11,15,9,0,4,0,42,8,12,0,0,0,0,21,11,18,6,0,0,0,34,3,5,0,0,0,0,12,7,9,3,0,0,0,18,4,0,0,0,0,0,3,3,0,0,0,0,0,6,3,3,0,0,0,0,7,0,6,0,0,0,0,5,6,0,5,0,0,0,4,0,0,0,0,0,0,4,3,8,4,0,0,0,20,97,132,58,19,18,0,326
POA3859,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,7,0,0,0,0,6,3,4,0,0,0,0,9,0,10,0,0,0,0,16,5,3,0,0,0,0,14,5,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,7,4,4,0,0,0,0,9,27,49,6,3,0,0,91
POA3860,7,5,0,0,0,0,16,5,0,0,0,3,0,10,13,0,4,0,3,0,23,11,5,8,0,0,0,21,29,22,7,5,3,0,62,29,32,19,7,6,0,93,25,52,8,7,8,0,94,52,46,15,9,12,3,129,29,48,19,9,3,0,103,12,37,19,3,3,0,76,15,17,6,0,0,0,35,9,36,0,4,0,0,52,3,4,0,0,0,0,14,0,6,0,0,0,0,13,13,13,5,0,0,0,30,8,8,4,0,0,0,23,3,5,0,0,0,0,4,3,8,4,0,0,0,15,14,16,0,3,4,0,41,269,372,117,49,41,3,860
POA3862,8,5,3,0,0,0,16,3,0,0,0,0,0,6,6,0,0,0,0,0,5,0,4,0,0,0,0,6,8,9,0,0,0,0,15,15,11,3,5,4,0,38,16,22,9,0,0,0,53,30,28,8,7,4,4,74,20,30,6,3,3,0,62,8,26,4,0,0,0,43,3,11,4,0,0,0,21,19,14,4,0,0,0,39,0,6,0,0,0,0,15,0,3,0,0,0,0,3,0,7,0,0,0,0,7,3,7,0,0,0,0,15,0,0,0,0,0,0,4,0,3,0,0,0,0,3,16,14,7,5,0,0,34,162,205,61,31,18,7,476
POA3864,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,10,7,0,0,0,30
POA3865,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,3,0,0,14,10,0,0,0,0,0,12,6,6,0,0,3,0,15,7,3,0,0,0,0,4,4,4,0,0,0,0,5,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,19,11,3,3,0,66
POA3869,0,3,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,7,10,8,5,0,0,0,18,8,9,8,0,0,0,27,10,18,0,0,3,0,29,7,16,0,5,0,0,27,3,18,5,0,0,0,29,5,3,0,0,0,0,15,7,12,7,0,0,0,19,0,3,0,0,0,0,9,0,0,0,0,0,0,0,3,8,5,0,0,0,13,8,0,0,0,0,0,7,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,9,80,106,41,9,7,0,238
POA3870,4,0,0,0,0,0,5,0,0,0,0,0,0,5,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,13,4,6,6,0,0,0,19,12,11,5,0,0,0,26,3,4,7,3,0,0,20,8,3,0,0,0,0,14,0,7,0,0,0,0,6,3,4,0,0,0,0,9,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,14,63,66,25,12,5,0,162
POA3871,4,4,0,0,0,0,6,0,0,0,0,0,0,0,12,3,0,0,0,0,17,7,6,7,0,4,0,13,10,8,0,0,4,0,22,10,6,7,0,0,0,29,9,13,4,3,0,0,25,13,18,3,3,0,0,43,10,18,0,0,0,0,35,7,28,6,0,4,0,46,3,4,3,0,0,0,15,6,17,0,6,3,0,31,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,6,0,0,0,0,16,7,3,0,0,0,0,12,6,0,3,0,0,0,10,0,0,0,0,0,0,8,3,11,4,0,0,0,19,116,149,41,24,14,0,347
POA3873,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,19,7,6,0,0,39
POA3874,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,5,5,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,20,9,0,5,0,49
POA3875,26,9,8,0,7,0,54,12,3,3,0,0,0,23,19,9,10,3,4,0,50,22,3,9,4,11,0,55,43,44,15,13,5,0,117,57,53,26,19,10,3,163,64,100,34,22,19,0,242,76,109,35,14,7,4,245,59,114,24,15,8,0,226,52,119,21,7,3,0,200,28,70,6,4,3,0,104,49,57,13,5,4,0,125,8,20,4,3,0,0,41,5,12,5,0,0,0,21,14,32,6,3,0,0,58,18,27,11,3,3,0,65,10,6,3,0,3,0,22,4,9,0,0,0,0,24,45,42,11,3,6,0,105,613,836,256,118,105,16,1951
POA3878,10,0,0,0,0,0,13,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,3,5,0,0,0,0,0,6,4,0,0,0,0,0,7,5,3,0,0,0,0,9,7,4,0,0,0,0,13,10,3,3,0,0,0,13,6,10,3,0,0,0,19,4,0,0,0,0,0,12,0,5,0,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,6,4,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,7,69,41,17,6,9,0,139
POA3880,10,0,5,0,0,0,12,3,0,0,0,0,0,6,4,0,0,0,0,0,4,9,3,0,0,0,0,7,13,3,0,4,5,0,27,11,7,3,0,0,0,22,14,4,7,0,0,0,34,10,12,4,4,5,0,46,5,13,9,0,0,0,31,13,6,5,3,0,0,25,6,8,4,0,0,0,14,9,7,0,0,0,0,15,0,0,0,0,0,0,3,4,6,0,0,0,0,9,0,4,3,0,0,0,6,7,9,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,20,124,81,47,22,19,0,289
POA3882,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,3,5,0,3,0,0,0,3,3,0,0,0,3,0,7,0,3,0,0,0,0,10,5,6,4,0,0,0,20,8,9,0,0,0,0,15,8,11,4,0,0,0,24,4,17,0,0,0,0,26,11,9,4,0,3,0,21,0,5,0,0,0,0,7,0,0,0,0,0,0,3,3,3,0,0,0,0,5,5,5,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,4,53,85,25,7,7,0,181
