POA_CODE_2021,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
POA6244,19,151,211,112,83,575,14,585
POA6251,0,25,45,22,24,110,0,118
POA6252,0,16,16,17,12,59,0,60
POA6253,5,108,109,45,22,291,3,295
POA6254,7,61,79,44,21,209,0,215
POA6255,42,543,674,270,172,1705,24,1727
POA6256,0,28,63,29,33,150,6,157
POA6258,132,809,903,396,240,2482,39,2525
POA6260,21,141,185,84,46,478,9,490
POA6262,3,76,99,46,33,262,7,269
POA6271,24,357,520,252,113,1262,24,1288
POA6275,26,157,248,100,49,582,11,590
POA6280,427,4065,4444,1566,861,11360,168,11526
POA6281,29,916,1389,398,170,2903,56,2962
POA6282,7,98,214,110,59,497,4,504
POA6284,11,207,425,157,79,878,19,898
POA6285,101,1158,1602,493,239,3585,69,3654
POA6286,4,68,152,47,25,299,4,302
POA6288,0,44,85,45,38,204,0,212
POA6290,34,317,321,95,50,806,10,822
POA6302,43,462,499,243,151,1395,25,1422
POA6304,22,182,247,118,95,653,12,670
POA6306,15,82,128,62,52,336,7,349
POA6308,28,169,200,104,101,598,12,610
POA6309,0,32,39,17,28,114,6,118
POA6311,3,60,75,50,49,237,0,240
POA6312,111,634,557,241,153,1699,42,1735
POA6313,0,15,39,21,17,89,0,97
POA6315,40,220,259,103,97,715,14,730
POA6316,0,29,45,31,36,137,0,142
POA6317,104,472,494,205,145,1428,43,1466
POA6318,9,42,55,37,35,176,0,181
POA6320,5,55,48,52,33,184,9,193
POA6321,8,64,58,40,16,177,0,184
POA6322,0,20,33,23,16,82,0,85
POA6323,5,120,170,78,46,422,13,435
POA6324,37,397,490,235,174,1328,29,1358
POA6326,0,25,68,45,39,180,4,181
POA6327,0,12,25,18,19,77,6,82
POA6328,0,37,53,28,28,151,6,151
POA6330,656,4817,5452,2066,1276,14271,220,14488
POA6333,55,841,954,334,147,2326,35,2362
POA6335,9,63,95,44,56,258,7,266
POA6336,0,22,47,25,31,127,3,132
POA6337,4,51,55,43,28,182,0,185
POA6338,0,66,125,50,42,282,0,284
POA6341,0,20,35,16,16,93,0,93
POA6343,0,9,16,16,24,75,6,80
POA6346,15,72,91,41,49,268,7,276
POA6348,17,203,165,38,27,452,10,463
POA6350,3,37,49,9,22,121,6,124
POA6351,0,0,14,9,3,23,0,23
POA6352,0,7,24,5,6,45,0,45
POA6353,8,76,117,37,44,282,4,288
POA6355,3,33,66,28,37,162,4,168
POA6356,0,6,11,3,8,40,4,38
POA6357,0,0,3,3,6,18,0,20
POA6358,0,9,6,8,13,33,0,33
POA6359,3,42,50,26,21,135,0,129
POA6361,0,4,16,5,8,26,0,26
POA6363,0,3,9,11,13,28,0,28
POA6365,4,53,72,25,38,195,8,196
POA6367,3,42,43,21,16,130,5,140
POA6368,0,4,10,3,7,30,0,30
POA6369,4,64,88,36,21,220,3,217
POA6370,6,28,75,20,22,154,0,152
POA6372,0,12,19,9,5,40,0,39
POA6373,0,0,3,12,13,26,0,26
POA6375,6,125,131,48,31,343,11,352
POA6383,7,102,111,35,41,299,6,306
POA6384,0,0,0,3,4,6,0,6
POA6385,0,5,4,0,3,9,0,9
POA6386,0,3,14,5,3,25,0,25
POA6390,13,165,211,124,63,573,14,587
POA6391,9,86,136,82,45,362,8,371
POA6392,3,43,74,25,30,172,0,171
POA6393,0,8,15,4,12,39,0,37
POA6394,0,27,72,41,40,186,9,190
POA6395,34,159,205,84,96,580,21,597
POA6396,3,37,45,36,23,142,0,144
POA6397,3,6,13,7,9,40,0,39
POA6398,6,105,98,25,11,251,5,252
POA6401,182,995,1027,420,285,2906,54,2965
POA6403,0,20,19,21,10,64,0,64
POA6405,0,30,44,23,21,110,0,110
POA6407,17,89,123,68,37,337,0,334
POA6409,4,43,48,22,24,132,6,136
POA6410,32,111,117,55,50,366,10,371
POA6411,0,9,15,11,6,42,0,42
POA6412,0,0,6,8,3,12,0,12
POA6413,0,5,10,4,3,22,0,23
POA6414,0,5,0,7,8,24,5,22
POA6415,65,352,369,155,72,1010,22,1032
POA6418,9,92,105,37,28,262,3,264
POA6419,0,0,8,0,12,18,5,24
POA6420,0,0,8,9,10,31,0,29
POA6421,0,12,13,10,8,49,0,49
POA6422,0,4,11,3,0,21,0,21
POA6423,4,16,20,9,9,65,0,66
POA6424,0,9,10,4,5,26,0,26
POA6425,0,0,13,8,8,27,0,27
POA6426,16,110,99,40,31,302,13,311
POA6427,0,0,0,0,0,0,0,0
POA6428,0,0,8,0,7,16,0,16
POA6429,24,96,93,59,23,296,15,307
POA6430,349,2301,3018,1164,661,7488,158,7648
POA6431,94,39,14,4,0,162,6,167
POA6432,124,751,842,356,212,2273,55,2329
POA6434,0,0,0,0,3,5,0,8
POA6436,7,14,12,8,0,41,0,45
POA6437,9,57,44,6,0,120,0,121
POA6438,27,62,58,27,10,174,19,199
POA6440,33,75,34,22,9,172,8,183
POA6442,29,267,297,126,67,792,12,802
POA6443,22,111,65,17,19,239,28,269
POA6445,4,5,17,13,13,53,0,53
POA6446,0,7,21,10,10,48,0,48
POA6447,0,6,22,12,16,62,3,62
POA6448,0,23,49,16,24,113,0,119
POA6450,221,1491,1804,692,465,4681,78,4757
POA6452,0,0,0,0,0,0,0,0
POA6460,6,96,99,48,24,273,9,281
POA6461,4,63,75,28,18,194,10,204
POA6462,0,15,22,7,8,54,0,58
POA6463,0,0,3,5,0,11,0,11
POA6465,0,9,8,8,0,22,0,22
POA6466,0,6,3,3,7,18,0,18
POA6467,0,0,4,3,5,13,0,13
POA6468,0,14,18,12,11,61,5,63
POA6470,0,4,0,0,0,5,0,5
POA6472,0,14,22,7,11,55,0,55
POA6473,0,5,0,9,9,16,0,16
POA6475,5,57,43,16,24,151,4,152
POA6476,0,10,6,3,6,19,0,19
POA6477,0,33,29,15,14,88,0,89
POA6479,5,51,74,35,28,204,9,213
POA6480,0,0,7,5,4,11,0,11
POA6484,0,5,7,0,4,12,0,12
POA6485,13,75,66,28,17,201,5,202
POA6487,0,0,6,3,0,15,0,15
POA6488,4,21,25,13,7,74,0,74
POA6489,4,20,14,3,4,42,0,42
POA6490,5,26,29,16,17,86,5,93
POA6501,3,56,106,79,81,316,3,323
POA6502,9,106,161,91,54,426,3,432
POA6503,13,183,301,142,142,779,18,796
POA6504,0,13,21,18,8,64,0,70
POA6505,0,3,18,4,12,39,0,43
POA6506,0,8,11,3,11,28,0,28
POA6507,0,33,65,28,37,160,4,163
POA6509,0,5,16,7,14,45,0,48
POA6510,33,235,223,96,76,669,28,694
POA6511,3,57,89,32,12,190,7,195
POA6512,0,6,13,10,5,34,0,34
POA6513,5,8,21,15,11,59,0,62
POA6514,5,92,99,52,13,269,5,268
POA6515,0,28,48,19,23,122,0,117
POA6516,14,260,301,132,54,771,12,779
POA6517,4,49,64,20,13,157,3,161
POA6518,5,24,27,7,12,77,0,78
POA6519,6,72,65,28,23,202,6,205
POA6521,3,21,41,28,22,107,5,112
POA6522,7,34,45,25,27,137,6,147
POA6525,50,496,517,214,119,1398,35,1437
POA6528,0,38,48,33,27,138,3,142
POA6530,650,4337,4609,1619,810,12025,204,12227
POA6532,28,532,987,427,337,2304,28,2335
POA6535,5,160,221,117,67,573,23,598
POA6536,19,202,217,69,36,541,14,557
POA6537,22,142,112,32,31,341,18,358
POA6556,0,137,251,168,136,688,10,704
POA6558,3,51,111,51,55,274,3,277
POA6560,7,149,170,87,73,492,14,509
POA6562,7,79,188,108,86,466,13,477
POA6564,0,30,49,29,19,129,3,134
POA6566,28,334,474,209,187,1225,65,1291
POA6567,0,41,69,38,27,168,3,170
POA6568,0,13,26,17,10,70,6,74
POA6569,3,26,39,14,15,96,0,98
POA6571,0,3,14,11,0,27,0,27
POA6572,0,5,6,3,5,21,0,15
POA6574,0,7,9,5,11,28,0,27
POA6575,0,9,7,10,7,36,0,35
POA6603,12,133,188,80,22,431,3,440
POA6605,0,3,0,3,4,16,0,16
POA6606,4,10,18,14,13,62,0,59
POA6608,0,8,10,4,17,38,0,38
POA6609,6,73,120,35,25,265,5,266
POA6612,0,14,18,13,9,47,0,47
POA6613,0,0,9,3,0,16,0,16
POA6614,0,0,3,0,3,5,0,5
POA6616,0,6,10,0,3,13,0,13
POA6620,4,30,31,11,17,99,9,103
POA6623,13,60,71,27,13,187,3,192
POA6625,0,0,7,7,5,22,0,22
POA6627,0,3,0,9,7,18,0,18
POA6628,0,0,0,5,0,3,0,3
POA6630,8,54,40,31,22,155,7,162
POA6631,0,0,0,3,0,4,0,4
POA6632,0,3,7,9,8,26,0,26
POA6635,12,16,14,3,4,54,4,57
POA6638,6,45,41,15,18,128,0,128
POA6639,0,13,21,4,9,40,0,43
POA6640,0,20,23,11,5,59,13,70
POA6642,46,103,60,19,22,254,23,276
POA6646,9,37,22,3,7,80,5,84
POA6701,156,651,607,196,131,1739,36,1774
POA6705,3,26,15,6,8,53,5,57
POA6707,20,333,413,167,134,1065,25,1093
POA6710,15,85,105,46,18,273,13,282
POA6712,0,0,0,0,0,0,0,0
POA6713,7,72,175,73,48,376,8,388
POA6714,133,1285,2242,888,434,4982,102,5089
POA6716,7,33,14,5,0,60,5,66
POA6718,50,68,67,23,13,222,5,224
POA6720,12,139,287,104,55,598,10,605
POA6721,44,419,605,215,104,1390,25,1417
POA6722,217,1012,1390,522,223,3362,80,3445
POA6725,392,1066,1080,448,264,3245,130,3376
POA6726,97,595,669,268,118,1747,54,1794
POA6728,372,457,287,109,78,1303,66,1369
POA6740,132,124,76,23,10,367,25,389
POA6743,223,604,556,208,132,1718,105,1817
POA6751,26,335,337,130,57,880,11,895
POA6753,84,455,541,181,97,1352,34,1382
POA6754,10,160,100,37,19,333,3,335
POA6758,10,15,4,6,0,39,3,42
POA6760,30,51,17,7,9,114,8,121
POA6762,24,21,6,0,0,54,0,52
POA6765,187,160,72,27,7,449,20,469
POA6770,369,262,101,23,15,763,53,817
POA7000,768,2701,1820,505,234,6032,74,6098
POA7004,321,1566,976,276,137,3271,26,3300
POA7005,446,2110,1778,575,290,5212,56,5269
POA7007,53,445,499,179,95,1262,5,1269
POA7008,465,2049,1822,538,286,5155,58,5214
POA7009,514,2222,1683,609,302,5332,74,5404
POA7010,852,2902,2186,825,429,7192,153,7345
POA7011,519,2333,2024,784,485,6150,109,6255
POA7012,4,57,119,45,69,301,3,307
POA7015,237,1720,1724,515,297,4494,45,4536
POA7016,81,374,319,124,58,960,13,972
POA7017,17,559,882,457,361,2279,16,2298
POA7018,636,3458,3455,1137,616,9297,109,9407
POA7019,240,1159,1057,300,152,2911,44,2953
POA7020,4,130,381,221,173,904,3,908
POA7021,29,232,407,195,83,942,15,957
POA7022,0,119,153,60,44,378,5,383
POA7023,0,57,64,31,13,163,0,166
POA7024,4,34,106,36,31,202,0,202
POA7025,18,184,285,136,92,709,9,715
POA7026,6,78,153,87,74,395,6,404
POA7027,0,22,49,25,23,128,0,127
POA7030,465,2133,2311,1127,951,6990,142,7130
POA7050,337,2216,2051,664,391,5651,49,5703
POA7052,65,971,1200,424,234,2894,23,2917
POA7053,56,486,537,182,96,1360,9,1369
POA7054,43,814,1420,587,438,3296,40,3331
POA7055,4,64,82,36,7,198,0,202
POA7109,93,985,1469,639,415,3604,51,3654
POA7112,67,506,530,153,124,1386,22,1412
POA7113,9,138,159,70,55,432,10,434
POA7116,25,300,386,164,87,962,22,981
POA7117,5,144,136,64,36,394,7,398
POA7119,0,0,8,0,0,12,0,12
POA7120,35,206,267,152,109,767,17,782
POA7139,0,3,0,0,0,3,0,3
POA7140,239,1350,1571,789,551,4502,76,4582
POA7150,18,300,516,223,153,1204,14,1224
POA7155,9,86,160,81,34,365,0,371
POA7162,4,54,138,36,26,260,0,263
POA7163,0,36,72,16,10,143,8,148
POA7170,24,335,810,406,389,1961,16,1976
POA7171,29,493,609,230,124,1487,21,1505
POA7172,75,553,611,275,180,1696,26,1722
POA7173,50,877,1118,505,329,2886,30,2921
POA7174,0,14,30,13,13,68,0,70
POA7175,0,15,30,15,9,76,3,73
POA7176,0,11,16,11,9,53,3,53
POA7177,3,53,71,28,27,179,8,180
POA7178,4,51,50,21,16,148,3,146
POA7179,0,61,68,40,19,190,3,195
POA7180,3,21,24,16,11,70,0,70
POA7182,4,46,31,15,6,100,5,107
POA7183,0,7,7,0,0,20,0,22
POA7184,14,157,137,49,28,384,9,397
POA7185,0,10,33,11,0,53,0,53
POA7186,0,24,33,19,10,83,0,83
POA7187,3,23,30,7,6,69,0,65
POA7190,35,463,584,213,165,1461,24,1486
POA7209,10,61,58,27,25,185,3,185
POA7210,36,147,168,75,31,454,12,466
POA7211,0,26,37,20,14,99,0,99
POA7212,14,213,280,114,96,719,11,726
POA7213,10,41,42,21,12,120,0,123
POA7214,8,84,97,48,31,274,9,275
POA7215,58,583,662,233,130,1659,33,1695
POA7216,84,614,548,224,103,1568,17,1589
POA7248,669,2585,1971,723,355,6306,125,6427
POA7249,471,2292,1936,669,342,5715,74,5784
POA7250,1296,7586,7292,2576,1454,20196,416,20611
POA7252,9,229,456,245,177,1112,14,1124
POA7253,176,853,680,249,149,2108,57,2168
POA7254,3,40,67,40,45,207,0,207
POA7255,11,126,139,76,33,376,7,388
POA7256,25,240,231,92,50,639,14,652
POA7257,14,5,0,0,0,20,6,26
POA7258,0,50,145,75,65,338,4,347
POA7259,0,38,83,36,39,192,0,192
POA7260,65,437,425,196,189,1316,30,1346
POA7261,0,37,37,18,7,100,3,100
POA7262,24,240,283,122,85,754,18,765
POA7263,8,74,88,38,37,246,5,253
POA7264,9,71,83,47,27,230,10,237
POA7265,5,20,46,14,7,94,0,95
POA7267,4,40,90,87,56,282,3,281
POA7268,3,76,169,89,56,402,6,407
POA7270,54,589,664,303,192,1804,65,1866
POA7275,24,313,508,269,181,1292,19,1310
POA7276,0,66,91,41,38,245,4,248
POA7277,50,632,946,426,322,2378,21,2397
POA7290,35,276,362,159,108,940,9,951
POA7291,3,46,107,58,49,267,12,271
POA7292,0,32,92,49,48,225,6,227
POA7300,31,427,611,261,185,1518,17,1534
POA7301,79,629,679,298,181,1872,26,1898
POA7302,22,159,222,148,98,647,11,661
POA7303,32,316,449,218,161,1176,17,1199
POA7304,82,773,862,436,286,2446,40,2486
POA7305,5,122,182,91,60,470,14,478
POA7306,47,422,569,304,223,1568,20,1590
POA7307,141,1510,1819,721,439,4629,72,4709
POA7310,819,4207,4061,1545,899,11528,180,11702
POA7315,337,2232,2289,877,568,6302,105,6411
POA7316,72,728,924,416,290,2433,54,2490
POA7320,590,2891,2321,772,394,6965,103,7074
POA7321,36,462,735,355,271,1863,28,1888
POA7322,115,651,596,213,116,1689,24,1709
POA7325,241,1209,1249,570,343,3618,46,3663
POA7330,94,755,947,380,228,2412,61,2470
POA7331,13,87,102,35,11,250,0,254
POA7466,0,0,5,0,0,16,0,16
POA7467,93,349,237,88,39,803,17,816
POA7468,15,104,104,44,16,279,7,290
POA7469,20,154,106,37,16,337,8,342
POA7470,21,164,89,27,12,320,7,324
POA0800,333,1611,804,134,47,2920,70,2984
POA0810,739,3987,4518,1477,713,11427,207,11637
POA0812,358,1988,2384,890,438,6066,143,6211
POA0820,485,2917,2885,793,378,7463,121,7581
POA0822,1998,1504,1017,416,291,5238,164,5402
POA0828,33,83,174,63,47,402,23,421
POA0829,5,46,31,14,10,105,4,108
POA0830,395,1995,2479,780,363,6020,172,6194
POA0832,148,1858,2809,922,299,6033,86,6116
POA0834,4,107,209,111,134,564,20,590
POA0835,10,197,394,209,191,999,16,1016
POA0836,27,410,861,535,485,2312,52,2369
POA0837,12,51,37,17,25,144,5,146
POA0838,3,67,104,60,39,260,0,269
POA0839,15,116,63,11,11,208,6,218
POA0840,7,70,74,21,18,191,4,192
POA0841,4,61,79,42,28,213,6,212
POA0845,23,61,36,9,7,137,8,143
POA0846,9,42,38,11,5,102,6,109
POA0847,17,46,12,7,8,91,0,91
POA0850,191,786,814,326,192,2299,140,2438
POA0852,533,546,281,94,78,1525,62,1585
POA0853,6,43,121,27,9,204,0,200
POA0854,63,73,33,6,9,178,4,184
POA0860,215,397,211,54,35,913,37,943
POA0862,36,64,33,10,6,144,5,147
POA0870,568,2546,2439,890,414,6859,169,7028
POA0872,1293,1220,356,103,70,3036,190,3228
POA0873,98,260,228,119,105,820,16,829
POA0874,26,115,66,22,0,222,7,229
POA0875,97,302,276,99,56,831,20,855
POA0880,166,404,413,101,44,1120,38,1159
POA0885,12,89,85,23,9,213,4,216
POA0886,15,135,57,35,6,248,12,262
POA2600,180,1513,1272,270,140,3373,19,3392
POA2601,420,1057,274,29,0,1779,17,1799
POA2602,1139,6223,4504,1194,507,13570,118,13683
POA2603,255,1731,1498,392,218,4090,31,4119
POA2604,378,3123,1777,328,100,5703,41,5745
POA2605,239,1610,1845,464,229,4384,30,4411
POA2606,472,2750,1536,356,178,5289,56,5347
POA2607,264,2059,2159,662,363,5503,63,5570
POA2609,33,181,102,26,19,363,6,371
POA2611,518,4932,5788,1433,700,13360,102,13463
POA2612,1129,4369,1997,456,176,8123,67,8191
POA2614,428,3193,2913,805,428,7767,61,7830
POA2615,651,5729,7253,2247,1137,17015,146,17164
POA2617,953,6158,5149,1406,716,14376,143,14514
POA2618,0,59,155,110,110,429,6,434
POA2900,180,1209,574,88,38,2082,30,2107
POA2902,225,1935,2404,796,429,5789,59,5852
POA2903,139,1100,1488,498,252,3472,27,3505
POA2904,171,1328,2130,737,355,4724,37,4757
POA2905,321,3108,4235,1653,899,10217,93,10307
POA2906,193,1907,2650,981,614,6339,58,6393
POA2911,40,567,840,148,75,1675,16,1689
POA2912,237,1496,1070,255,124,3184,41,3225
POA2913,437,4825,5885,1665,866,13681,125,13809
POA2914,263,3266,5208,1353,665,10763,97,10857
POA2899,23,334,334,117,61,871,26,898
POA6798,31,167,129,62,24,414,6,422
POA6799,0,32,38,20,24,118,4,122
POA9494,0,0,0,0,0,0,0,0
POA9797,5,0,0,0,0,6,0,6
