POA_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA4031,53,4,5,0,0,64,11,4,0,0,0,21,12,0,7,0,0,20,32,5,17,0,0,58,43,14,24,0,0,79,106,31,86,0,0,225,124,51,69,0,0,247,327,45,45,0,0,413,303,17,7,0,0,324,298,12,7,0,0,321,251,0,3,0,0,247,69,0,13,0,0,83,1626,177,290,0,0,2097
POA4032,55,6,19,0,0,73,18,4,3,0,0,27,16,6,8,0,0,26,19,0,12,0,0,33,30,10,24,0,0,64,103,46,95,0,0,248,149,84,95,0,0,327,336,65,91,0,0,488,171,12,15,0,0,203,121,8,15,0,0,143,47,0,12,0,0,61,60,7,16,0,0,88,1126,252,403,0,0,1774
POA4034,235,35,3,0,0,276,92,11,0,0,0,105,58,15,0,0,0,74,101,34,6,0,0,142,171,28,12,0,0,207,488,166,63,0,0,716,828,186,42,0,0,1071,1524,99,11,0,0,1645,734,24,6,0,0,767,450,17,3,0,0,472,218,10,0,0,0,232,257,35,10,0,0,299,5167,668,172,0,5,6002
POA4035,203,3,0,0,0,210,56,0,0,0,0,62,46,0,0,0,0,47,84,14,0,0,0,94,113,12,0,0,0,126,298,24,0,0,0,326,437,53,3,0,0,498,1007,55,0,0,0,1068,697,9,0,0,0,709,596,12,0,0,0,610,315,3,0,0,0,318,194,9,0,0,0,204,4049,199,8,0,0,4262
POA4036,37,0,0,0,0,38,15,0,0,0,0,15,17,0,0,0,0,17,24,0,0,0,0,27,47,0,0,0,0,47,165,0,0,0,0,165,278,12,0,0,0,283,350,0,0,0,0,353,86,0,0,0,0,86,29,0,0,0,0,29,23,0,0,0,0,23,53,0,0,0,0,51,1124,11,0,0,0,1136
POA4037,51,0,0,0,0,55,12,0,0,0,0,12,17,0,0,0,0,17,29,0,0,0,0,29,42,0,0,0,0,42,136,0,0,0,0,137,181,3,0,0,0,185,456,0,0,0,0,454,254,0,0,0,0,258,171,0,0,0,0,171,81,0,0,0,0,81,53,0,0,0,0,53,1489,4,0,0,0,1494
POA4051,151,16,15,0,0,179,39,0,3,0,0,46,21,3,4,0,0,26,55,7,18,0,0,84,66,16,31,0,0,114,183,51,109,0,0,345,229,89,114,0,0,433,503,110,84,0,0,695,432,34,22,0,0,491,533,29,11,0,0,574,557,16,3,0,0,579,132,9,17,0,0,161,2905,393,429,0,0,3729
POA4053,226,19,13,0,0,255,84,9,0,0,0,95,85,5,0,0,0,87,102,8,8,0,0,122,165,17,11,0,0,195,474,106,76,0,0,654,709,157,94,0,0,966,1598,138,75,0,0,1809,1045,33,12,0,3,1091,699,14,4,0,0,720,353,7,0,0,0,361,252,20,5,0,0,275,5785,533,307,0,3,6629
POA4054,101,5,0,0,0,105,33,3,0,0,0,37,29,6,0,0,0,28,44,16,0,0,0,65,44,7,0,0,0,57,177,20,8,0,0,197,345,51,7,0,0,396,653,27,8,0,0,685,237,4,4,0,0,242,137,0,0,0,0,143,77,0,0,0,0,81,73,8,5,0,0,80,1947,139,32,0,0,2122
POA4055,159,0,4,0,0,162,51,0,5,0,0,52,47,3,0,0,0,54,54,0,6,0,0,55,97,0,7,0,0,106,329,6,15,0,0,341,435,7,13,0,0,460,972,7,11,0,0,990,593,0,7,0,0,594,451,0,3,0,0,454,189,0,3,0,0,190,144,0,5,0,0,150,3523,29,73,0,0,3629
POA4059,39,3,8,0,0,49,9,0,4,0,0,18,6,0,6,0,0,11,15,0,11,0,0,23,23,0,28,0,0,55,47,3,54,0,0,106,61,9,102,0,0,169,125,26,87,0,0,242,144,25,26,0,0,195,209,14,17,0,0,236,197,6,13,0,0,215,50,4,12,0,0,64,920,95,366,0,0,1388
POA4060,92,0,9,0,0,97,26,0,0,0,0,26,18,0,6,0,0,27,31,0,3,0,0,34,27,0,12,0,0,39,123,0,40,0,0,163,110,5,45,0,0,156,210,0,38,0,0,252,207,0,20,0,0,227,360,0,9,0,0,368,386,0,6,0,0,392,86,0,7,0,0,93,1661,13,198,0,0,1879
POA4061,112,3,0,0,0,114,31,4,0,0,0,35,29,0,0,0,0,29,42,0,0,0,0,42,68,10,0,0,0,71,191,17,0,0,0,203,244,19,7,0,0,272,581,31,5,0,0,616,460,20,0,0,0,478,425,22,0,0,0,442,207,5,0,0,0,218,106,5,4,0,0,118,2493,135,15,0,5,2652
POA4064,52,0,7,0,0,61,8,0,3,0,0,17,13,3,0,0,0,20,14,3,6,0,0,23,10,0,8,0,0,24,47,5,50,0,0,105,49,10,69,0,0,135,110,26,59,0,0,195,128,10,17,0,0,158,190,15,16,0,0,212,270,3,10,0,0,286,69,0,17,0,0,88,957,84,278,4,0,1325
POA4065,56,0,0,0,0,63,14,0,0,0,0,14,18,0,0,0,0,16,15,3,0,0,0,22,21,0,0,0,0,21,60,3,3,0,0,68,88,10,7,0,0,103,186,24,8,0,0,219,186,23,7,0,0,216,307,9,4,0,0,326,351,8,0,0,0,358,79,0,3,0,0,89,1373,85,42,0,0,1504
POA4066,75,3,44,0,0,123,5,0,8,0,0,18,15,0,8,0,0,18,15,0,20,0,0,34,21,0,37,0,0,53,48,8,161,0,0,212,55,6,209,0,0,272,127,6,163,0,0,300,132,3,73,0,0,208,212,4,48,0,0,269,265,6,36,0,0,307,48,4,27,0,0,82,1020,46,837,0,3,1900
POA4067,26,5,30,0,0,62,0,0,4,0,0,8,5,0,5,0,0,7,4,0,11,0,0,18,9,0,9,0,0,22,10,3,58,0,0,72,13,10,71,0,0,91,30,21,51,0,0,104,34,9,19,0,0,59,54,6,18,0,0,71,109,3,11,0,0,129,30,6,20,0,0,54,326,60,315,0,0,699
POA4068,90,5,31,0,0,128,29,4,7,0,0,36,18,0,15,0,0,39,21,8,26,0,0,56,28,3,48,0,0,84,105,14,193,0,0,314,105,40,190,0,0,340,214,63,196,0,0,476,186,25,50,0,0,262,294,25,40,0,0,361,387,5,22,0,3,415,117,8,44,0,0,171,1608,207,861,0,3,2675
POA4069,246,5,0,0,0,252,60,0,0,0,0,59,48,0,0,0,0,48,90,0,0,0,0,96,101,4,3,0,0,108,332,5,5,0,0,346,432,13,0,0,0,446,852,21,3,0,0,878,763,10,0,0,0,773,947,14,0,0,0,964,809,5,8,0,0,821,314,0,3,0,0,319,5007,87,25,0,0,5125
POA4070,85,0,0,0,0,85,28,4,0,0,0,28,22,0,0,0,0,22,35,0,0,0,0,35,53,0,0,0,0,54,203,0,0,0,0,205,303,16,0,0,0,316,593,4,0,0,0,602,348,0,0,0,0,343,250,0,0,0,0,248,153,0,0,0,0,153,100,0,0,0,0,96,2153,34,3,0,0,2187
POA4073,63,0,0,0,0,63,21,0,0,0,0,22,17,0,0,0,0,17,30,0,0,0,0,37,45,3,0,0,0,51,106,20,0,0,0,122,145,27,0,0,0,172,284,23,0,0,0,312,197,6,0,0,0,205,188,0,0,0,0,195,109,4,0,0,0,116,58,3,0,0,0,61,1274,94,0,0,0,1366
POA4074,166,6,0,0,0,172,45,0,0,0,0,56,52,5,0,0,0,59,78,7,0,0,0,83,93,9,0,0,0,107,327,28,0,0,0,357,544,34,0,0,0,573,999,35,0,0,0,1034,513,10,0,0,0,522,350,6,0,0,0,354,190,5,0,0,0,192,181,10,0,0,0,188,3537,164,4,0,0,3703
POA4075,148,5,6,0,0,157,31,0,4,0,0,42,24,0,9,0,0,36,43,3,10,0,0,59,52,4,13,0,0,72,218,72,67,0,0,351,305,108,72,0,0,481,692,86,49,0,0,827,453,23,12,0,0,485,467,23,9,5,0,497,370,6,5,0,0,385,151,13,13,0,0,173,2966,347,260,5,6,3574
POA4076,21,0,0,0,0,27,10,0,0,0,0,10,12,0,0,0,0,11,12,0,0,0,0,9,33,0,0,0,0,33,124,4,0,0,0,133,119,0,0,0,0,121,87,0,0,0,0,93,27,0,0,0,0,25,19,0,0,0,0,19,6,0,0,0,0,6,21,0,0,0,0,21,491,11,0,0,0,499
POA4077,159,11,0,0,0,171,54,0,0,0,0,56,47,3,0,0,0,54,75,7,0,0,0,88,132,33,0,0,0,164,529,96,3,0,5,627,634,69,3,0,0,708,585,31,0,0,0,613,149,5,0,0,0,152,80,5,0,0,0,86,71,6,0,0,0,80,173,20,0,0,0,195,2693,280,19,0,5,2994
POA4078,191,0,3,0,0,196,69,5,0,0,0,77,46,0,0,0,0,52,98,0,0,0,0,98,131,18,3,0,0,150,644,18,5,0,0,658,884,22,0,0,0,905,864,5,3,0,0,874,316,3,0,0,0,316,213,0,0,0,0,212,103,0,0,0,0,103,211,0,0,0,0,210,3759,70,13,0,0,3839
POA4101,39,5,75,0,0,121,10,3,14,0,0,22,6,0,25,0,0,29,12,3,33,0,0,45,15,5,59,0,0,77,42,13,237,0,0,294,41,7,388,0,3,446,103,8,492,0,5,600,81,25,212,0,0,320,126,21,172,0,7,326,199,11,165,0,0,374,44,8,89,0,0,135,706,104,1965,0,7,2787
POA4102,17,0,12,0,0,29,4,0,5,0,0,13,6,0,3,0,0,10,11,0,6,0,0,17,13,0,22,0,0,33,26,0,57,0,0,83,38,0,68,0,0,102,87,0,55,0,0,143,79,4,20,0,0,100,77,0,8,0,0,91,72,0,10,0,0,79,32,0,11,0,0,44,459,4,269,0,0,739
POA4103,49,14,21,0,0,78,26,4,4,0,0,34,9,0,7,0,0,17,21,6,22,0,0,47,34,8,28,0,0,69,84,33,104,0,0,221,99,61,112,0,0,273,221,76,67,0,0,368,193,42,36,0,0,277,212,14,8,0,0,241,103,6,12,0,0,119,38,10,17,0,0,61,1085,279,433,0,0,1802
POA4104,28,10,5,0,0,37,11,8,0,0,0,16,0,7,3,0,0,9,14,4,5,0,0,23,11,5,8,0,0,26,31,22,38,0,0,92,43,26,46,0,0,116,72,53,23,0,0,146,63,24,13,0,0,99,117,10,10,0,0,140,114,5,0,0,0,126,31,8,10,0,0,44,524,174,163,0,0,861
POA4105,51,9,5,0,0,65,15,0,3,0,0,19,12,0,6,0,0,16,32,10,9,0,0,50,52,13,27,0,0,84,122,69,57,0,0,244,160,74,63,0,0,303,345,75,30,0,0,454,293,19,6,0,0,314,205,8,3,0,0,220,113,4,7,0,0,126,68,10,12,0,0,92,1460,296,233,0,0,1989
POA4106,6,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,6,9,0,0,0,0,13,33,0,3,0,0,42,62,0,0,0,0,62,43,0,0,0,0,43,6,0,0,0,0,6,8,0,0,0,0,8,7,0,0,0,0,10,7,0,0,0,0,12,188,6,10,0,0,203
POA4107,35,0,0,0,0,35,11,0,0,0,0,11,10,0,0,0,0,10,28,4,0,0,0,27,24,0,0,0,0,24,102,16,0,0,0,123,138,17,0,0,0,162,320,17,0,0,0,336,150,0,0,0,0,152,94,0,0,0,0,98,52,0,0,0,0,52,52,0,0,0,0,46,1006,57,6,0,0,1080
POA4108,27,0,0,0,0,31,6,0,0,0,0,6,7,0,0,0,0,12,18,0,0,0,0,20,20,0,0,0,0,15,71,8,10,0,0,92,104,10,12,0,0,132,131,9,4,0,0,143,48,0,4,0,0,53,40,0,0,0,0,42,16,0,0,0,0,18,43,3,3,0,0,51,529,36,41,0,7,611
POA4109,206,20,0,0,0,227,59,5,3,0,0,65,40,7,0,0,0,50,54,7,7,0,0,64,83,17,0,0,0,103,286,72,9,0,0,366,372,65,23,0,0,465,618,62,7,0,0,687,344,19,3,0,0,361,268,4,0,0,0,278,195,0,0,0,0,197,229,28,6,0,0,260,2747,322,62,0,0,3127
POA4110,69,0,0,0,0,68,14,0,3,0,0,17,18,0,0,0,0,23,41,0,0,0,0,44,56,9,0,0,0,63,206,22,8,0,0,241,442,9,3,0,0,455,789,8,0,0,0,793,316,0,0,0,0,318,139,0,0,0,0,144,87,0,0,0,0,89,120,0,4,0,0,125,2295,50,32,0,7,2375
POA4111,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,19,0,0,0,0,19,9,0,4,0,0,11,25,0,0,0,0,34,14,0,0,0,0,14,6,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,3,92,0,11,0,0,102
POA4112,47,0,0,0,0,40,15,0,0,0,0,15,15,0,0,0,0,19,15,3,0,0,0,18,34,8,0,0,0,40,78,24,0,0,0,99,86,25,0,0,0,117,245,7,0,0,0,253,171,5,0,0,0,175,111,0,0,0,0,112,58,0,0,0,0,63,65,4,0,0,0,72,940,71,0,0,0,1010
POA4113,167,27,0,0,0,193,39,15,0,0,0,52,36,13,0,0,0,54,48,30,3,0,0,82,89,46,0,0,0,141,256,264,9,0,0,537,309,228,5,0,0,540,537,124,3,0,0,654,260,25,0,0,0,283,247,12,0,0,0,271,122,13,0,0,0,136,167,46,0,0,0,216,2287,834,29,6,0,3155
POA4114,85,7,3,0,0,95,44,8,0,0,0,57,32,11,4,0,0,45,74,36,9,0,0,116,146,39,0,0,0,189,520,57,6,0,0,583,396,21,5,0,0,417,193,12,0,0,0,205,31,4,0,0,0,33,22,5,0,0,0,24,13,0,0,0,0,17,116,6,3,0,0,130,1679,199,32,0,0,1912
POA4115,145,10,0,0,0,156,38,0,0,0,0,38,32,4,0,0,0,42,61,0,0,0,0,59,111,13,0,0,0,127,264,94,0,0,0,356,487,84,0,0,7,579,775,26,0,0,0,805,370,8,0,0,0,372,206,3,0,0,0,215,94,5,0,0,0,97,141,21,0,0,0,157,2732,269,4,4,7,3009
POA4116,190,17,0,0,0,208,30,9,0,0,0,42,36,0,0,0,0,41,69,20,0,0,0,84,79,32,0,0,0,115,258,221,0,0,0,479,389,222,0,0,0,613,788,95,0,0,0,882,371,21,0,0,0,392,288,14,0,0,0,298,191,13,0,0,0,200,187,36,0,0,0,224,2875,702,0,0,0,3575
POA4117,6,0,0,0,0,10,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,4,13,4,0,0,0,11,51,0,0,0,0,51,88,0,0,0,0,88,90,0,0,0,0,91,33,3,0,0,0,37,21,3,0,0,0,19,9,4,0,0,0,11,19,0,0,0,0,19,335,16,0,0,0,353
POA4118,168,4,4,0,0,179,87,4,0,0,0,92,58,3,0,0,0,61,101,8,0,0,0,107,185,17,0,0,0,206,731,39,10,0,0,778,1240,21,0,0,0,1267,1024,14,4,0,0,1041,271,0,0,0,0,271,171,4,0,0,0,182,108,0,0,0,0,108,285,7,3,0,0,296,4426,111,33,0,3,4577
POA4119,42,0,0,0,0,44,5,0,0,0,0,10,8,0,0,0,0,15,13,0,0,0,0,15,26,4,3,0,0,30,106,22,5,0,0,131,179,14,4,0,0,198,231,6,5,0,0,241,112,0,0,0,0,115,107,3,0,0,0,115,59,0,0,0,0,59,50,4,0,0,0,54,951,54,13,0,0,1017
POA4120,31,5,13,0,0,47,11,0,5,0,0,15,11,0,4,0,0,17,12,0,11,0,0,20,18,8,19,0,0,46,56,16,113,0,3,188,81,19,128,0,0,229,122,32,98,0,0,256,113,18,27,0,0,146,132,4,20,0,0,156,83,0,11,0,0,99,35,3,28,0,0,62,697,109,475,5,3,1288
POA4121,171,3,3,0,0,179,47,0,4,0,0,55,56,0,3,0,0,56,54,4,6,0,0,62,94,11,14,0,0,107,251,14,28,0,0,290,313,26,51,0,0,383,706,27,28,0,0,760,626,5,7,0,0,640,653,7,11,0,0,668,456,4,0,0,0,465,194,3,8,0,0,206,3606,110,159,0,0,3874
POA4122,242,15,16,0,0,274,56,0,4,0,0,71,59,19,5,0,0,84,106,11,20,0,0,128,139,16,30,0,0,180,408,98,108,0,0,618,546,183,136,0,0,862,1197,139,74,0,0,1414,840,22,17,0,0,881,607,24,13,0,0,642,286,15,7,0,0,304,236,26,13,0,0,276,4713,560,459,0,3,5733
POA4123,146,8,3,0,0,156,49,5,0,0,0,51,37,6,0,0,0,42,58,12,0,0,0,71,89,33,0,0,0,116,282,59,8,0,0,342,550,40,0,0,0,594,921,42,3,0,0,966,474,11,0,0,0,485,413,4,0,0,0,418,228,8,0,0,0,229,190,12,0,0,0,199,3433,233,11,0,3,3685
POA4124,93,0,0,0,0,94,58,0,0,0,0,53,31,5,0,0,0,31,75,4,0,0,0,76,117,0,0,0,0,116,462,11,0,0,0,476,699,5,0,0,0,705,1049,0,0,0,0,1051,558,0,0,0,0,563,305,0,0,0,0,305,112,0,0,0,0,119,255,0,5,0,0,256,3808,32,10,0,7,3848
POA4125,47,0,0,0,0,49,29,0,0,0,0,29,22,0,0,0,0,22,32,0,0,0,0,32,46,0,0,0,0,46,141,7,0,0,0,143,309,9,0,0,0,318,397,8,0,0,0,400,130,0,0,0,0,129,80,4,0,0,0,86,34,0,0,0,0,34,87,5,0,0,0,90,1336,26,3,0,0,1367
POA4127,126,21,0,0,0,146,55,14,0,0,0,69,30,14,0,0,0,48,81,35,0,0,0,113,133,59,4,0,0,195,473,119,6,0,0,604,772,50,3,0,0,828,793,39,0,0,0,837,283,5,0,0,0,291,194,7,0,0,0,197,110,8,0,0,0,120,186,13,0,0,0,204,3240,394,15,0,0,3654
POA4128,72,0,0,0,0,74,42,0,0,0,0,42,32,0,3,0,0,38,63,10,4,0,0,86,82,9,13,0,0,100,259,23,38,0,0,319,517,15,19,0,0,548,842,13,9,0,0,860,369,3,0,0,0,373,216,8,0,0,0,226,109,4,3,0,0,117,152,3,6,0,0,158,2758,81,99,0,3,2936
POA4129,33,0,0,0,0,33,18,0,0,0,0,18,8,0,0,0,0,8,25,0,0,0,0,24,34,0,0,0,0,38,164,10,7,0,0,179,306,15,11,0,0,327,265,0,0,0,0,269,65,0,0,0,0,70,38,0,0,0,0,38,14,0,0,0,0,14,57,3,0,0,0,58,1025,30,17,0,0,1067
POA4130,59,0,0,0,0,61,21,0,0,0,0,21,21,3,0,0,0,24,30,0,0,0,0,30,40,10,0,0,0,46,127,10,0,0,0,139,214,13,0,0,0,232,361,4,0,0,0,364,224,0,0,0,0,222,205,0,0,0,0,205,125,0,0,0,0,125,80,7,0,0,0,84,1501,53,0,0,0,1553
POA4131,30,0,0,0,0,35,14,0,0,0,0,14,12,0,0,0,0,12,23,9,4,0,0,35,57,0,5,0,0,59,162,29,13,0,0,208,285,8,0,0,0,297,170,9,0,0,0,183,35,0,0,0,0,36,30,0,0,0,0,37,12,0,0,0,0,12,54,0,0,0,0,58,885,66,29,0,4,984
POA4132,95,0,0,0,0,95,46,0,0,0,0,48,50,4,0,0,0,56,78,3,0,0,0,81,131,9,0,0,0,139,701,16,0,0,0,717,800,15,0,0,0,812,388,0,0,0,0,390,79,0,0,0,0,79,45,0,0,0,0,45,21,0,0,0,0,21,167,4,0,0,0,166,2599,45,0,0,0,2653
POA4133,61,0,0,0,0,65,40,5,0,0,0,48,17,5,0,0,0,25,54,19,4,0,0,72,85,26,5,0,0,117,372,37,3,0,0,413,655,20,0,0,0,677,600,7,0,0,0,610,160,0,0,0,0,159,96,4,0,0,0,96,42,0,0,0,0,48,138,0,0,0,0,140,2330,116,18,0,3,2463
POA4151,74,7,33,0,0,114,26,3,10,0,0,39,16,4,6,0,0,25,20,0,26,0,0,48,23,6,41,0,0,73,82,20,178,0,0,276,89,31,233,0,0,355,210,56,126,0,0,390,190,30,43,0,0,256,304,13,27,0,0,344,304,8,13,0,0,326,71,5,36,0,0,108,1407,183,775,0,3,2365
POA4152,263,40,7,0,0,308,70,4,0,0,0,76,60,20,3,0,0,82,93,21,7,0,0,120,137,45,12,0,0,189,327,148,56,0,0,540,439,322,81,0,0,835,928,339,70,0,0,1336,884,117,9,0,0,1012,984,62,8,0,0,1057,774,18,0,0,0,793,309,55,13,0,0,376,5258,1192,258,0,8,6715
POA4153,28,0,0,0,0,33,15,0,0,0,0,11,0,5,0,0,0,6,16,0,0,0,0,16,16,0,0,0,0,15,51,4,0,0,0,56,69,20,0,0,0,89,159,13,0,0,0,167,108,3,0,0,0,113,78,0,0,0,0,80,71,0,0,0,0,71,34,0,0,0,0,37,648,46,0,0,0,700
POA4154,69,3,0,0,0,74,15,3,0,0,0,20,15,0,0,0,0,17,28,0,0,0,0,34,36,9,0,0,0,44,114,28,0,0,0,143,142,48,0,0,0,188,378,36,0,0,0,413,304,16,0,0,0,316,367,4,0,0,0,372,225,3,0,0,0,227,95,6,0,0,0,100,1794,157,0,0,0,1957
POA4155,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,11,0,0,0,0,11,4,0,0,0,0,4,13,0,0,0,0,13,8,0,0,0,0,8,25,0,0,0,0,27,65,0,0,0,0,68,14,0,0,0,0,14,167,0,4,0,0,168
POA4156,34,0,0,0,0,34,12,0,0,0,0,12,5,0,0,0,0,5,6,0,0,0,0,6,10,0,0,0,0,11,35,3,0,0,0,38,42,5,0,0,0,46,96,5,0,0,0,104,73,0,0,0,0,71,69,3,0,0,0,75,75,7,0,0,0,83,26,0,0,0,0,27,474,25,0,0,0,500
POA4157,107,11,0,0,0,125,32,5,0,0,0,40,29,4,0,0,0,35,52,16,0,0,0,71,104,28,0,0,0,133,253,96,3,0,0,358,557,71,17,0,0,649,818,25,3,0,0,846,292,8,4,0,0,300,206,10,0,0,0,217,149,0,0,0,0,149,167,14,0,0,0,179,2769,290,26,0,0,3086
POA4158,9,6,0,0,0,15,3,0,0,0,0,3,5,3,0,0,0,6,5,10,0,0,0,21,11,15,0,0,0,27,29,58,0,0,0,96,72,34,0,0,0,111,115,12,0,0,0,130,55,8,0,0,0,65,49,5,0,0,0,54,25,0,0,0,0,27,27,3,0,0,0,32,427,160,0,0,0,585
POA4159,89,3,4,0,0,100,33,0,0,0,0,40,26,7,0,0,0,28,45,6,8,0,0,49,44,0,5,0,0,54,198,17,10,0,0,222,281,29,10,0,0,311,634,17,6,0,0,656,296,6,9,0,0,304,199,3,0,0,0,205,107,3,0,0,0,110,107,0,0,0,0,114,2055,94,49,0,0,2196
POA4160,107,4,3,0,0,117,38,4,0,0,0,48,33,4,5,0,0,41,63,9,4,0,0,73,86,4,4,0,0,92,230,27,16,0,0,270,344,29,9,0,0,381,652,31,13,0,0,694,376,9,0,0,0,383,326,6,0,0,0,334,174,7,0,0,0,180,145,6,0,0,0,151,2576,137,61,0,5,2769
POA4161,88,0,0,0,0,94,46,0,0,0,0,47,36,3,0,0,0,37,48,0,0,0,0,51,90,5,0,0,0,93,290,16,0,0,0,308,606,11,0,0,0,616,899,3,4,0,0,904,264,0,0,0,0,265,143,0,0,0,0,146,56,0,0,0,0,56,157,0,0,0,0,158,2728,42,9,0,0,2778
POA4163,65,15,14,0,0,94,20,5,8,0,0,34,15,4,8,0,0,29,31,10,11,0,0,49,40,12,8,0,0,58,118,47,35,0,0,203,177,42,36,0,0,254,355,42,30,0,0,431,197,6,8,0,0,213,168,15,7,0,0,183,161,10,12,0,0,181,85,16,5,0,0,106,1436,214,186,0,0,1835
POA4164,87,0,0,0,0,91,36,0,0,0,0,35,24,0,0,0,0,29,44,3,0,0,0,49,66,0,0,0,0,68,205,15,3,0,0,225,345,30,0,0,0,376,897,28,3,0,0,927,493,8,0,0,0,497,354,0,0,0,0,352,177,0,0,0,0,177,148,0,0,0,0,152,2886,92,10,0,0,2982
POA4165,197,10,4,0,0,206,73,3,0,0,0,78,68,3,0,0,0,70,88,14,0,0,0,103,168,4,0,0,0,169,507,24,12,0,0,538,849,26,11,0,0,895,1951,18,3,0,0,1974,916,3,0,0,0,925,540,0,0,0,0,549,231,3,0,0,0,234,336,8,0,0,0,344,5920,124,36,0,6,6085
POA4169,34,0,50,0,0,85,8,0,13,0,0,20,7,0,15,0,0,16,9,6,25,0,0,35,17,0,23,0,0,33,37,6,132,0,0,175,35,8,172,0,0,211,73,12,171,0,0,259,78,6,67,0,0,157,115,3,62,0,0,179,107,3,79,0,0,192,28,9,38,0,0,69,537,55,842,0,0,1438
POA4170,106,15,11,0,0,130,37,6,10,0,0,52,31,6,0,0,0,39,32,15,13,4,0,60,42,14,22,0,0,73,164,65,112,0,0,342,198,157,130,0,0,489,497,209,124,0,0,840,477,104,40,0,0,623,626,46,25,0,0,695,573,23,13,0,0,611,139,20,14,0,6,177,2916,691,507,7,5,4123
POA4171,81,12,13,0,0,97,16,3,8,0,0,28,14,0,4,0,0,16,28,3,10,0,0,45,32,10,5,0,0,45,82,26,46,0,0,152,88,42,95,0,0,223,161,64,96,0,0,323,147,52,45,0,0,242,320,43,40,0,0,399,573,35,30,0,0,642,110,18,16,0,0,149,1638,303,416,0,0,2363
POA4172,29,3,0,0,0,29,0,0,3,0,0,3,7,4,0,0,0,17,8,4,0,0,0,13,16,5,0,0,0,20,60,12,3,0,0,79,60,26,16,0,0,96,147,53,10,0,0,214,109,29,7,0,0,145,76,6,0,0,0,83,43,6,0,0,0,47,35,3,4,0,0,41,595,154,44,0,0,792
POA4173,42,7,0,0,0,49,17,3,0,0,0,21,14,8,0,0,0,18,29,10,0,0,0,41,37,15,0,0,0,50,102,64,5,0,0,175,195,72,0,0,0,270,366,38,3,0,0,409,162,11,0,0,0,170,88,3,0,0,0,87,26,0,0,0,0,29,61,12,0,0,0,74,1138,242,9,0,3,1394
