POA_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
POA4225,715,727,1465,902,945,1369,1325,613,322,8374
POA4226,6188,4860,4655,5019,4742,4236,3897,2533,1131,37266
POA4227,4739,3323,3301,3611,3502,2212,1833,1026,361,23904
POA4228,1151,612,447,730,827,808,602,261,141,5585
POA4270,879,509,413,600,741,630,415,170,32,4388
POA4272,1324,706,536,876,1195,1288,1278,720,197,8105
POA4275,731,407,400,564,635,557,392,167,32,3895
POA4280,4976,2862,2669,2970,3070,2352,1552,663,143,21258
POA4285,4404,2483,2202,2675,3140,2826,2407,1205,415,21763
POA4287,136,51,105,142,137,163,128,56,19,938
POA4300,17633,8989,10791,11714,8516,5738,3484,1506,299,68675
POA4301,10221,5509,6502,5046,3642,2913,1819,687,190,36527
POA4303,838,526,635,468,535,468,337,265,104,4173
POA4304,3506,2163,2637,2290,2278,2103,1616,899,335,17815
POA4305,13162,8305,8877,8173,7941,7430,5611,3480,1386,64356
POA4306,9772,5819,6491,6271,5946,4922,3242,1299,241,43997
POA4307,279,188,171,193,231,233,184,87,15,1575
POA4309,627,320,326,401,443,546,396,247,67,3366
POA4310,896,571,556,567,737,974,947,525,233,6017
POA4311,2028,1160,1079,1154,1470,1545,1280,585,119,10412
POA4312,289,198,147,211,356,528,549,273,49,2590
POA4313,367,198,177,213,265,375,393,266,60,2316
POA4314,448,217,217,231,409,597,749,336,44,3255
POA4340,1091,745,625,643,831,844,734,363,118,6007
POA4341,3242,1790,1689,1960,2125,2151,1791,938,264,15952
POA4342,474,414,264,282,379,416,282,145,42,2702
POA4343,2027,1817,2074,1461,1378,1339,1140,678,253,12173
POA4344,532,304,327,286,385,417,290,151,29,2709
POA4346,217,105,103,149,135,133,126,45,13,1013
POA4347,230,166,174,156,161,201,154,77,25,1344
POA4350,21837,15456,15863,13656,13213,12714,11584,7612,3283,115218
POA4352,6903,3536,3075,4078,4308,4115,3166,1517,333,31026
POA4353,67,44,28,36,45,60,38,19,3,348
POA4354,249,137,139,125,147,219,169,92,18,1283
POA4355,402,213,218,233,319,439,472,371,139,2812
POA4356,1095,605,508,557,635,648,582,369,226,5218
POA4357,405,230,281,269,346,398,327,200,68,2531
POA4358,700,372,483,324,359,317,266,125,24,2967
POA4359,277,142,166,146,193,210,157,86,10,1388
POA4360,115,63,53,61,100,86,81,44,13,609
POA4361,471,246,228,252,342,379,397,254,86,2654
POA4362,465,232,205,251,345,373,429,234,84,2613
POA4363,134,80,55,61,75,113,69,37,0,626
POA4364,33,25,18,14,29,36,8,3,0,182
POA4365,73,61,46,58,75,122,104,46,3,596
POA4370,3485,2137,2038,1808,2320,2679,2610,1588,527,19195
POA4371,117,57,36,70,94,136,121,47,13,695
POA4372,23,9,6,14,16,45,21,11,7,148
POA4373,119,100,57,69,126,164,197,109,47,983
POA4374,58,33,30,38,61,73,74,29,3,402
POA4375,48,17,27,26,27,32,35,20,0,229
POA4376,46,36,35,34,36,63,60,23,12,351
POA4377,114,44,44,54,83,116,103,54,11,625
POA4378,99,44,79,59,76,67,82,46,14,571
POA4380,1292,736,703,810,980,1223,1341,740,260,8093
POA4381,130,64,53,87,80,122,113,44,7,692
POA4382,57,45,33,37,79,79,96,34,4,462
POA4383,78,45,43,56,69,131,135,40,14,607
POA4384,10,0,3,9,6,4,9,4,0,49
POA4385,195,92,93,108,150,173,177,119,51,1166
POA4387,235,111,125,114,195,236,173,123,30,1338
POA4388,63,38,21,39,49,39,55,35,4,348
POA4390,1488,771,845,852,769,828,640,377,147,6719
POA4400,529,234,291,271,306,244,171,96,22,2159
POA4401,1167,749,625,652,791,726,597,369,145,5823
POA4402,30,25,16,21,38,65,60,34,3,297
POA4403,193,88,88,96,88,151,101,47,10,850
POA4404,100,39,62,57,71,71,47,19,9,474
POA4405,3220,1893,1807,1702,1828,1660,1263,701,288,14360
POA4406,336,186,176,213,238,266,196,86,16,1712
POA4407,82,48,67,46,75,99,61,34,3,506
POA4408,104,49,46,57,68,75,81,42,10,538
POA4410,197,85,87,96,162,175,182,126,47,1156
POA4411,69,24,25,36,42,41,35,15,3,291
POA4412,47,18,28,26,39,23,22,6,6,211
POA4413,1966,1016,1348,1092,994,951,735,429,140,8675
POA4415,417,254,281,207,281,289,230,149,64,2166
POA4416,87,47,49,63,62,37,41,23,0,412
POA4417,174,38,91,83,84,101,80,45,9,699
POA4418,10,9,15,7,19,14,0,9,0,86
POA4419,199,91,248,126,116,128,95,66,12,1082
POA4420,255,117,149,142,157,145,123,98,33,1219
POA4421,388,200,212,207,296,374,332,133,30,2178
POA4422,82,46,36,48,87,68,64,23,0,447
POA4423,48,16,32,28,33,20,23,10,3,197
POA4424,62,17,22,40,27,21,26,12,0,235
POA4425,34,16,14,30,20,24,27,7,0,170
POA4426,15,22,12,16,17,20,19,15,8,146
POA4427,50,36,16,30,47,54,44,32,9,315
POA4428,127,50,82,67,85,96,66,42,8,627
POA4454,131,65,100,83,114,105,81,34,20,730
POA4455,1880,1131,1139,1129,1109,1044,662,369,143,8610
POA4461,7,6,0,3,4,11,13,6,0,38
POA4462,18,4,15,14,13,16,21,15,3,128
POA4465,238,126,140,133,148,179,180,93,24,1263
POA4467,23,21,15,19,35,27,11,12,0,157
POA4468,32,28,29,23,34,62,34,20,0,260
POA4470,563,329,454,323,368,533,354,157,97,3184
POA4472,222,124,143,146,158,225,210,124,60,1408
POA4474,12,6,14,3,9,18,9,5,0,72
POA4477,106,37,48,61,91,84,55,34,17,530
POA4478,97,58,58,47,60,75,67,35,3,500
POA4479,0,0,0,0,0,3,0,0,0,7
POA4480,127,46,92,66,95,104,58,23,13,625
POA4481,11,28,16,10,20,17,14,7,0,118
POA4482,14,12,20,16,18,7,15,0,0,110
POA4486,110,69,72,73,95,103,86,41,8,669
POA4487,666,402,429,334,425,428,294,153,58,3179
POA4488,54,19,18,38,44,28,29,11,6,247
POA4489,20,4,6,8,11,23,6,4,0,78
POA4490,327,137,169,149,194,225,169,100,32,1508
POA4491,11,0,15,7,10,16,23,4,0,94
POA4492,57,45,49,54,28,54,23,7,0,322
POA4493,3,0,3,0,0,5,3,3,0,19
POA4494,38,13,32,27,21,17,7,4,0,160
POA4496,47,19,28,38,27,25,23,8,0,208
POA4497,62,33,37,43,51,52,32,9,4,315
POA4498,53,13,32,31,20,24,5,6,0,188
POA4500,9715,5835,6369,6816,5999,4989,3742,1732,457,45656
POA4501,1119,771,900,788,753,621,522,308,133,5905
POA4502,1713,1210,1108,1150,1300,1106,767,302,68,8722
POA4503,11760,6651,8981,7721,6195,4854,3753,1932,658,52483
POA4504,5201,2992,2668,3122,3041,1885,1272,571,165,20910
POA4505,5139,3503,3554,3143,3324,3011,2576,1464,419,26144
POA4506,5411,3537,3879,3045,3083,2829,2126,1088,305,25306
POA4507,1862,1271,925,1354,2108,3629,5208,3293,956,20612
POA4508,3812,2477,2143,2449,2540,2418,2134,1159,435,19573
POA4509,9627,4937,5259,6615,5185,2847,1949,1106,426,37952
POA4510,11304,6664,7542,6711,6430,6292,6184,3622,1188,55940
POA4511,1547,946,737,983,1266,1317,1877,1039,212,9929
POA4512,668,422,373,449,552,564,423,172,52,3677
POA4514,1337,921,1443,1234,1151,1079,941,379,118,8605
POA4515,778,431,526,638,562,606,575,259,82,4467
POA4516,843,532,469,539,697,570,414,179,42,4290
POA4517,157,100,106,117,106,138,117,75,20,941
POA4518,1066,602,601,714,768,755,671,329,93,5601
POA4519,1790,1088,1121,1132,1190,1248,1111,607,197,9477
POA4520,2751,1620,828,1638,2600,2073,1528,708,140,13885
POA4521,1006,499,454,651,902,797,583,230,52,5174
POA4550,882,526,631,567,724,706,547,257,57,4908
POA4551,11896,7192,7166,8191,8821,8605,8590,5681,2140,68286
POA4552,1129,643,538,807,1157,1619,1844,988,302,9019
POA4553,2379,1480,1610,1603,1461,1101,744,293,70,10748
POA4554,356,220,175,232,335,332,256,79,17,2000
POA4555,1424,875,747,941,1158,1065,862,461,188,7723
POA4556,8252,6182,4821,5524,6267,5431,5289,3690,1694,47150
POA4557,3762,2371,2591,2897,2914,2527,1986,863,240,20161
POA4558,2731,2417,3511,2689,2624,3163,3263,2014,904,23327
POA4559,1375,868,700,941,1143,1030,840,423,119,7444
POA4560,6696,3628,4147,4609,4574,4808,4453,2781,1017,36706
POA4561,1752,862,985,1111,1253,1318,906,369,87,8637
POA4562,1620,880,576,1078,1525,1460,1117,444,82,8793
POA4563,1567,900,677,1063,1373,1561,1592,833,257,9826
POA4564,1623,1144,1105,1277,1565,1938,1760,941,301,11659
POA4565,2171,1393,1033,1533,2116,2343,2361,1493,581,15033
POA4566,1013,670,519,786,1142,1329,1726,1185,353,8716
POA4567,1739,1062,1033,1330,1841,1932,1891,889,254,11979
POA4568,618,352,263,401,592,668,538,250,47,3736
POA4569,319,138,153,231,259,326,213,86,28,1756
POA4570,8086,4804,4544,4982,6102,7286,6360,3255,1012,46427
POA4571,161,58,79,84,155,177,125,44,8,903
POA4572,469,470,654,434,598,707,536,266,109,4235
POA4573,6224,3094,2948,4581,4724,4061,3427,1709,621,31392
POA4574,238,112,127,153,185,270,228,97,21,1432
POA4575,4576,3109,3358,3418,3699,3759,3173,2073,859,28022
POA4580,445,268,231,306,527,990,1553,744,159,5219
POA4581,148,94,122,128,202,300,290,120,13,1415
POA4600,144,63,56,85,134,174,167,71,16,910
POA4601,188,116,100,110,155,193,171,99,20,1145
POA4605,1055,592,470,429,569,633,591,311,122,4770
POA4606,345,239,217,192,309,360,359,290,97,2399
POA4608,153,78,62,91,133,163,151,74,6,920
POA4610,2906,1801,1819,1619,1788,1967,1892,1037,368,15212
POA4611,16,19,13,10,18,13,29,11,0,129
POA4612,42,11,11,26,30,32,58,24,4,250
POA4613,145,62,71,74,108,151,159,85,20,886
POA4614,205,98,77,102,141,187,241,152,33,1226
POA4615,1082,632,551,671,940,1257,1397,662,158,7356
POA4620,43,35,36,23,69,100,84,49,11,448
POA4621,276,139,124,159,240,287,319,217,45,1808
POA4625,408,312,265,255,350,387,386,246,72,2681
POA4626,320,188,315,211,255,272,226,145,52,1992
POA4627,159,84,59,90,117,134,116,67,13,848
POA4630,368,213,184,232,292,375,369,207,102,2337
POA4650,5274,3613,3217,3502,4267,5457,5791,2895,935,34942
POA4655,10390,5992,5600,6423,7859,9861,11563,7003,2105,66789
POA4659,594,333,288,326,583,1124,1363,611,143,5358
POA4660,983,644,611,625,1002,1527,1715,774,157,8048
POA4662,163,100,73,75,91,132,132,51,11,841
POA4670,14354,9078,9059,8877,10224,11723,11545,7391,2468,84718
POA4671,890,589,463,560,865,1229,1104,489,97,6285
POA4673,84,64,42,61,106,134,123,47,7,669
POA4674,188,109,81,137,267,381,299,100,15,1579
POA4676,20,14,0,18,28,51,37,12,4,177
POA4677,666,277,304,520,688,856,657,215,36,4217
POA4678,118,49,55,66,119,192,138,69,11,818
POA4680,12379,6590,7269,7449,7750,6977,4398,1937,595,55339
POA4694,13,16,9,8,25,27,12,5,0,112
POA4695,231,98,104,134,149,169,161,44,14,1114
POA4697,23,16,9,17,38,25,19,7,0,143
POA4699,105,53,16,59,67,55,65,27,10,451
POA4700,3029,2480,2302,1889,2193,2175,1571,1122,557,17312
POA4701,8846,5586,6164,5726,5179,5071,3912,2362,980,43828
POA4702,6311,3434,3845,4030,3608,4032,2930,1337,302,29819
POA4703,4659,2785,2605,3003,3337,3709,2941,1562,535,25129
POA4704,19,6,12,16,16,21,17,14,0,126
POA4705,70,34,55,38,78,67,42,16,3,405
POA4706,15,0,7,8,9,11,11,6,3,72
POA4707,29,27,22,20,37,57,34,21,5,254
POA4709,197,105,118,135,95,74,9,0,0,732
POA4710,933,407,483,547,571,804,796,444,146,5119
POA4711,327,236,145,210,295,297,203,70,13,1787
POA4712,61,17,32,15,44,40,27,15,9,262
POA4713,362,172,172,98,108,69,36,8,0,1019
POA4714,400,272,216,259,384,568,535,245,65,2945
POA4715,1511,863,955,983,915,865,496,331,139,7068
POA4716,165,76,76,102,107,118,103,61,8,825
POA4717,1098,665,843,811,636,424,159,52,7,4702
POA4718,613,301,378,376,299,295,213,88,15,2582
POA4719,208,102,143,127,123,161,115,78,25,1084
POA4720,3793,1997,2364,2362,1889,1550,710,282,81,15031
POA4721,854,438,598,548,490,506,309,163,54,3962
POA4722,336,141,226,233,195,242,131,93,43,1640
POA4723,399,156,219,206,170,218,158,53,16,1596
POA4724,85,60,70,68,84,89,53,38,12,559
POA4725,291,153,181,161,202,208,162,130,43,1540
POA4726,76,37,37,44,53,60,33,23,3,372
POA4727,58,23,27,58,45,52,30,10,0,310
POA4728,57,10,29,29,27,28,27,18,4,229
POA4730,605,375,417,403,370,463,317,147,88,3177
POA4731,31,16,28,13,25,42,46,12,0,218
POA4732,33,11,14,22,26,19,26,6,0,158
POA4733,29,17,26,21,26,30,15,4,0,158
POA4735,161,78,96,116,136,154,129,80,21,960
POA4736,24,20,11,20,16,23,12,6,0,131
POA4737,1612,947,880,1045,1135,1190,944,440,130,8325
POA4738,205,82,97,157,152,204,200,51,8,1155
POA4739,49,23,32,27,43,75,55,30,6,340
POA4740,16888,10323,11474,11530,11373,10866,7459,3996,1592,85500
POA4741,1218,790,829,894,1102,1251,817,381,73,7346
POA4742,199,114,217,196,174,177,84,26,9,1192
POA4743,109,49,115,113,91,59,16,9,0,556
POA4744,2305,1163,1883,1725,1303,780,214,41,13,9425
POA4745,629,378,542,446,417,327,139,27,3,2918
POA4746,391,245,468,345,299,202,34,7,0,1989
POA4750,1372,707,787,875,830,813,434,167,28,6025
POA4751,1015,560,647,526,646,648,404,176,57,4681
POA4753,1209,541,668,734,623,474,258,105,16,4627
POA4754,600,308,299,335,317,278,219,113,48,2505
POA4756,120,49,55,58,118,110,89,42,8,655
POA4757,78,28,28,38,54,66,47,17,3,362
POA4798,132,65,44,79,101,126,65,69,12,691
POA4799,135,77,63,101,146,200,177,71,8,971
POA4800,1915,961,966,1231,1465,1511,1263,578,188,10081
POA4802,2005,1709,2695,2000,1829,1622,1095,377,44,13393
POA4804,359,177,322,219,344,328,231,103,35,2125
POA4805,2115,1159,1483,1353,1455,1717,1393,732,235,11646
POA4806,607,401,329,350,509,551,532,328,156,3771
POA4807,1780,1215,1289,1159,1371,1513,1330,812,315,10785
POA4808,210,103,108,127,145,180,150,71,14,1110
POA4809,165,97,88,106,132,156,150,71,14,985
POA4810,2886,2732,3464,2801,3139,3150,2150,1016,353,21697
POA4811,2193,2053,2332,1991,1799,1499,1068,584,167,13688
POA4812,3259,2585,2694,2367,2466,2433,1753,1060,498,19110
POA4814,8364,8696,6337,5675,5692,4908,3641,2125,747,46193
POA4815,4768,3072,2747,2590,2759,2344,1833,1023,254,21397
POA4816,1760,913,1017,1006,1280,1499,1264,479,74,9284
POA4817,6364,4258,4124,4071,4107,3610,2693,1196,366,30785
POA4818,8025,3903,5477,4904,3757,3016,2038,720,168,32004
POA4819,232,132,181,228,291,587,568,203,46,2475
POA4820,2167,1348,1072,1169,1373,1365,1275,713,237,10732
POA4821,276,152,210,129,193,191,170,104,31,1451
POA4822,162,68,130,87,85,122,75,34,6,779
POA4823,169,157,176,140,104,130,60,26,5,961
POA4824,667,448,591,519,407,408,232,90,19,3380
POA4825,4514,2683,3450,2743,2358,1999,950,479,118,19299
POA4828,46,25,37,27,25,44,22,0,0,236
POA4829,100,62,89,67,59,85,53,12,0,516
POA4830,494,325,299,203,169,157,78,16,0,1739
POA4849,139,76,96,86,137,281,312,171,62,1368
POA4850,1647,1007,947,961,1339,1828,1686,1046,459,10923
POA4852,628,275,383,452,588,763,653,265,49,4055
POA4854,980,577,669,612,700,797,672,391,127,5525
POA4855,140,80,73,99,104,149,105,47,15,809
POA4856,119,83,63,88,98,111,103,49,8,718
POA4858,317,120,155,169,197,245,185,90,33,1515
POA4859,88,50,69,52,83,99,55,21,5,528
POA4860,2139,1148,1416,1209,1336,1600,1315,781,372,11316
POA4861,261,138,141,179,182,253,223,114,42,1541
POA4865,1862,1019,1023,1124,1157,1133,812,372,130,8623
POA4868,4686,2729,2900,3053,3152,2734,2322,1048,276,22896
POA4869,5131,2731,3051,2889,2692,1975,1346,648,166,20619
POA4870,13073,8751,10420,10427,10699,9153,6607,3325,1346,73803
POA4871,2026,1280,1215,1184,1404,1653,1334,575,133,10798
POA4872,690,381,403,410,626,727,615,319,80,4248
POA4873,1229,603,587,775,1028,1148,888,409,107,6771
POA4874,1435,793,1042,824,745,531,176,44,11,5603
POA4875,2229,1091,1156,978,814,713,384,129,23,7526
POA4876,970,472,429,300,260,236,105,23,3,2801
POA4877,599,440,956,707,723,873,740,337,77,5462
POA4878,2579,1794,1896,2009,2225,2041,1605,684,211,15044
POA4879,3881,2058,2382,2921,3341,3369,2588,1126,249,21919
POA4880,2400,1617,2150,1705,1873,1717,1491,1032,351,14331
POA4881,847,405,374,610,720,882,634,291,63,4826
POA4882,575,309,367,378,389,436,445,229,55,3177
POA4883,1546,943,989,878,1072,1142,1253,787,340,8949
POA4884,289,140,123,189,266,314,364,163,50,1901
POA4885,733,309,252,411,543,679,651,327,107,4021
POA4886,164,62,69,108,125,194,158,64,17,965
POA4887,387,242,139,190,233,398,342,160,48,2127
POA4888,414,259,212,214,389,532,463,217,46,2752
POA4890,384,200,216,166,167,165,94,43,3,1437
POA4891,41,28,41,46,78,125,84,44,6,487
POA4892,1245,911,880,662,735,528,261,88,12,5329
POA4895,982,476,545,536,624,675,523,212,27,4594
POA5000,943,4566,4966,2409,1652,1551,1381,601,141,18202
POA5006,506,1392,1124,750,632,732,863,544,287,6823
POA5007,905,1056,2004,1161,933,899,638,343,259,8200
POA5008,2263,1714,2665,2037,1774,1730,1217,655,331,14384
POA5009,847,696,882,744,754,653,459,306,126,5471
POA5010,1012,772,946,803,845,703,541,304,193,6109
POA5011,2335,1693,2627,2089,1741,1615,1080,519,284,13986
POA5012,2123,1738,1972,1743,1469,1231,862,419,195,11757
POA5013,1688,1307,1607,1382,1441,1474,999,478,279,10654
POA5014,1871,1381,1932,1676,1614,1742,1268,676,378,12539
POA5015,820,625,882,875,859,953,660,241,90,6006
POA5016,1479,980,1177,1157,1224,1393,978,539,373,9306
POA5017,914,564,691,724,685,675,539,325,84,5200
POA5018,723,536,507,620,692,1048,978,377,116,5600
POA5019,1298,850,1044,1144,1372,1578,1232,575,297,9385
POA5020,526,277,299,408,382,456,561,244,81,3236
POA5021,756,586,662,646,729,947,1195,833,409,6768
POA5022,2465,1786,1600,1900,2443,2444,2078,1108,519,16343
POA5023,2720,2008,3064,2316,2194,2092,1613,1216,663,17880
POA5024,2328,1680,1515,1779,2037,1934,1551,1259,595,14670
POA5025,1535,1090,1273,1227,1216,1139,873,759,240,9358
POA5031,1311,1305,2107,1404,1322,1203,756,441,260,10108
POA5032,2060,1509,2028,1942,1658,1652,1262,867,460,13452
POA5033,1192,1117,1792,1322,1041,908,666,460,367,8870
POA5034,1582,1217,1382,1350,1328,1296,1137,571,279,10148
POA5035,967,759,1186,955,740,682,566,315,193,6364
POA5037,1655,1562,2233,1584,1277,1180,946,700,566,11702
POA5038,2557,2151,3657,2538,1953,1822,1447,820,453,17401
POA5039,1622,1053,1495,1433,1094,1069,792,409,241,9202
POA5040,397,374,199,262,282,356,312,253,77,2508
POA5041,2414,1675,1455,1727,2009,1702,1321,746,496,13540
POA5042,1657,1778,2280,1656,1203,1112,970,784,394,11832
POA5043,2868,2596,3651,2824,2126,2121,1951,1404,776,20327
POA5044,1706,1380,1115,1273,1527,1531,1472,937,637,11578
POA5045,1936,1523,2107,2055,1950,2316,2334,1273,578,16071
POA5046,1431,1095,1506,1344,1122,1066,1111,627,454,9756
POA5047,1435,1130,1503,1265,1020,943,929,553,204,8981
POA5048,2294,1627,1537,1859,1949,2164,2142,1260,682,15510
POA5049,1753,1131,999,1322,1422,1461,1364,699,233,10380
POA5050,943,647,546,676,795,678,690,498,258,5734
POA5051,2944,1725,1345,2078,2240,1931,1675,949,241,15130
POA5052,1173,779,493,860,982,798,816,616,243,6756
POA5061,1492,1180,1079,1153,1383,1308,1253,670,247,9752
POA5062,2606,1966,1415,1812,2147,2136,1898,1039,498,15502
POA5063,2101,1439,1573,1834,1695,1395,1376,822,521,12742
POA5064,1869,1269,737,1283,1461,1224,1267,1019,631,10756
POA5065,1853,1324,1102,1371,1387,1218,1323,905,494,10987
POA5066,2243,1551,858,1466,1835,1622,1436,919,311,12237
POA5067,1353,1355,1822,1469,1222,1360,1285,694,209,10773
POA5068,1852,1658,1436,1528,1554,1561,1453,1052,555,12648
POA5069,1274,1073,1117,1013,1129,1206,864,469,235,8387
POA5070,2256,1652,2450,2065,1797,1635,1470,1223,838,15393
POA5072,2300,1806,1630,1888,1901,1618,1396,931,466,13937
POA5073,2871,2022,2183,2291,2256,1952,1421,1275,553,16831
POA5074,2334,1574,2318,2045,1656,1470,1296,1105,581,14380
POA5075,1648,1305,1494,1391,1344,1383,1255,1021,451,11283
POA5076,1558,1128,1100,1222,1315,1365,1153,626,157,9619
POA5081,1513,1215,1177,1226,1268,1235,1147,715,377,9874
POA5082,2821,2026,2700,2397,2017,1953,1381,661,368,16310
POA5083,1364,966,1334,1169,947,961,739,300,177,7953
POA5084,1902,1539,2304,1564,1249,1072,725,381,166,10908
POA5085,4634,2890,5188,4372,2714,2044,1557,909,480,24786
POA5086,3312,2001,2960,2874,2069,1825,1462,757,360,17619
POA5087,2132,1384,2353,2062,1440,1218,955,661,332,12541
POA5088,649,406,616,633,440,398,314,198,70,3716
POA5089,1248,891,736,876,979,866,819,447,91,6956
POA5090,1227,764,952,992,860,805,967,951,670,8184
POA5091,1381,897,885,1022,1051,901,918,663,149,7872
POA5092,3228,2075,2465,2706,2215,2063,2103,1077,367,18288
POA5093,1658,1117,1305,1308,1167,933,1039,738,166,9426
POA5094,133,126,151,123,115,106,78,76,7,912
POA5095,3946,3126,3706,3364,2621,2137,1487,718,266,21372
POA5096,2543,1723,1982,1836,1739,1726,1304,683,233,13765
POA5097,2342,1442,1800,1784,1758,1703,1644,1015,426,13908
POA5098,2257,1521,1750,1766,1617,1311,1399,1041,402,13058
POA5106,0,10,3,0,0,8,7,22,40,99
POA5107,3857,2422,2660,2680,2099,2166,1589,874,282,18636
POA5108,8819,5686,6360,6019,5318,5084,3661,1737,651,43329
POA5109,3950,2445,2692,2652,2581,2541,2092,1327,465,20748
POA5110,2029,1125,1326,1372,1063,1079,818,380,159,9345
POA5111,0,234,105,21,15,0,0,0,0,376
POA5112,4071,2742,2851,2501,2457,2473,1736,1063,564,20445
POA5113,4360,2568,3015,2441,2150,2170,1557,894,420,19570
POA5114,8817,4927,5694,4854,4374,4152,2392,1213,427,36847
POA5115,3478,1825,2758,1777,1222,1005,635,261,63,13032
POA5116,2061,1372,1437,1305,1211,1240,1020,776,317,10731
POA5117,903,549,534,511,570,457,286,182,59,4051
POA5118,3325,2295,2056,2183,2678,2841,2058,1259,544,19229
POA5120,629,274,523,393,345,320,232,100,42,2859
POA5121,431,242,423,255,221,272,256,191,56,2347
POA5125,3627,2730,1993,2524,3039,2935,2012,1144,405,20405
POA5126,1360,834,986,1012,987,839,871,442,81,7406
POA5127,1330,950,843,1034,982,1264,986,375,113,7865
POA5131,135,136,62,96,162,184,139,54,4,979
POA5132,74,52,24,49,76,56,61,41,3,435
POA5133,69,44,19,44,70,68,39,22,3,378
POA5134,86,62,31,46,71,73,61,22,14,457
POA5136,113,56,55,68,105,69,54,23,4,548
POA5137,79,59,46,58,72,113,81,31,8,550
POA5138,78,38,30,54,50,66,36,15,0,364
POA5139,70,28,24,40,24,49,31,11,3,290
POA5140,87,67,47,64,78,50,40,24,0,454
POA5141,138,99,56,108,108,128,85,40,6,772
POA5142,101,69,59,69,73,92,71,27,15,581
POA5144,57,45,21,47,53,88,74,34,9,428
POA5150,9,4,5,8,0,7,7,7,0,57
POA5151,66,66,39,54,60,54,49,16,5,405
POA5152,1167,685,470,748,1048,839,867,448,118,6389
POA5153,1122,821,553,787,1026,1122,876,327,102,6732
POA5154,680,408,183,410,539,492,486,204,61,3471
POA5155,856,411,364,575,618,522,442,159,44,3994
POA5156,195,101,102,141,152,137,133,36,9,1005
POA5157,458,350,212,300,495,539,433,188,31,3015
POA5158,4587,2767,2906,3637,3379,3561,2848,1078,333,25087
POA5159,5770,3858,3618,4394,4397,4604,4206,1953,833,33635
POA5160,4,3,5,0,6,3,3,0,0,23
POA5161,1746,1143,1377,1435,1207,1222,1178,667,299,10286
POA5162,5941,4210,4650,4371,4513,4399,4089,2366,796,35328
POA5163,2669,1748,1987,1837,1917,1868,1741,875,280,14922
POA5164,900,616,661,690,633,588,657,348,143,5239
POA5165,951,699,955,759,740,725,596,356,183,5962
POA5166,277,172,250,240,227,226,266,149,33,1844
POA5167,1065,647,797,769,898,818,739,367,187,6303
POA5168,1027,696,758,722,742,759,634,336,92,5772
POA5169,4173,2330,2873,2852,2478,2184,1820,1000,379,20086
POA5170,177,147,120,141,183,227,149,46,23,1213
POA5171,1020,623,435,704,879,913,863,612,210,6265
POA5172,725,454,308,487,653,668,558,271,67,4189
POA5173,2679,1515,1418,1741,1719,1641,1480,767,249,13213
POA5174,534,316,361,368,438,455,372,136,19,3004
POA5201,449,203,294,301,306,383,247,94,22,2305
POA5202,204,105,99,113,133,142,86,53,7,938
POA5203,160,102,85,107,172,217,250,146,72,1320
POA5204,393,201,179,251,357,672,872,360,89,3373
POA5210,375,223,182,242,286,257,238,71,6,1877
POA5211,2096,1187,1046,1336,1659,2474,3698,2437,928,16845
POA5212,269,137,141,178,208,321,433,400,159,2251
POA5213,206,121,100,142,177,221,217,91,19,1298
POA5214,968,583,564,708,928,1537,2322,1486,452,9557
POA5220,35,12,25,16,20,24,18,12,7,155
POA5221,28,13,19,20,35,70,92,41,8,331
POA5222,80,36,46,66,87,144,129,74,23,678
POA5223,642,294,395,388,462,612,569,281,89,3734
POA5231,214,154,119,123,220,229,132,70,23,1284
POA5232,49,61,29,24,69,106,56,24,5,425
POA5233,230,188,143,150,219,247,192,86,62,1513
POA5234,267,169,134,144,205,225,147,69,14,1376
POA5235,435,264,210,285,431,433,392,159,37,2640
POA5236,66,31,46,31,55,69,28,14,6,342
POA5237,45,34,34,34,61,75,53,9,0,358
POA5238,559,337,296,325,545,781,941,499,147,4422
POA5240,88,61,54,77,70,82,67,36,4,534
POA5241,473,250,291,299,320,376,261,191,79,2534
POA5242,323,192,160,209,261,214,239,114,50,1756
POA5243,147,88,77,91,122,148,119,53,10,865
POA5244,723,546,421,492,644,694,520,303,100,4451
POA5245,498,337,195,350,441,442,485,310,197,3252
POA5250,790,457,343,467,583,485,407,198,44,3767
POA5251,3785,2377,2793,2556,2381,1952,1891,1058,397,19184
POA5252,1471,787,915,916,981,836,629,205,45,6783
POA5253,3231,2177,2390,2138,2352,2544,2292,1547,583,19261
POA5254,441,276,268,275,352,443,303,115,33,2502
POA5255,1736,1124,940,1023,1379,1436,1433,825,245,10143
POA5256,169,101,128,108,193,333,359,122,33,1547
POA5259,197,83,143,88,144,213,151,85,10,1111
POA5260,264,212,168,163,222,284,246,184,57,1797
POA5261,61,39,34,35,46,61,30,24,7,335
POA5262,104,34,46,58,70,79,66,14,7,476
POA5263,16,6,7,5,28,24,19,16,6,135
POA5264,181,87,142,125,118,222,217,145,49,1287
POA5265,65,34,45,54,50,81,66,23,6,428
POA5266,130,55,100,75,67,76,62,40,20,611
POA5267,389,213,227,249,272,289,230,103,49,2026
POA5268,636,424,482,460,503,435,372,268,110,3695
POA5269,56,39,43,37,42,40,26,10,0,293
POA5270,116,57,69,55,95,107,84,36,7,624
