POA_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
POA5045,0,7,..,174,13,182,0,185,..,68,4,71,0,69,..,15,0,15,0,15,..,4,0,4,0,4,..,4,4,9,0,9,..,3,0,3,0,3,..,8,0,11,0,11,..,21,3,23,0,23,..,22,3,22,0,22,..,92,3,96,0,97,..,29,5,36,0,36,..,0,0,0,0,0,..,7,0,7,0,7,..,16,0,16,0,16,..,9,0,9,0,9,..,26,0,29,0,29,..,7,0,7,0,7,..,63,0,64,0,64,..,61,6,70,0,70,..,3,0,3,0,3,..,24,3,25,0,25,..,3,0,3,0,3,..,17,4,21,0,21,..,119,16,136,0,141,..,1019,92,1105,10,1114,..,27,3,26,232,256,6988,1044,94,1137,238,8360,13457,..,..,..,..,13457,..,23,0,23,0,23,..,36,4,33,0,33,..,6,0,6,0,6,..,65,8,72,0,72,..,97,18,116,0,120
POA5046,0,8,..,182,9,192,0,195,..,34,4,39,0,39,..,15,6,23,0,23,..,4,0,7,0,7,..,8,3,9,0,9,..,0,0,0,0,0,..,14,7,18,0,18,..,17,9,20,0,20,..,12,4,17,0,17,..,17,0,15,0,15,..,18,3,18,0,18,..,0,0,0,0,0,..,9,0,11,0,11,..,21,0,21,0,21,..,14,0,14,0,14,..,10,0,15,0,15,..,0,0,0,0,0,..,46,0,45,0,45,..,32,4,32,0,32,..,23,0,25,0,25,..,5,6,15,0,15,..,0,0,4,0,4,..,13,4,16,0,16,..,108,17,127,0,127,..,863,154,1015,9,1024,..,16,5,19,137,157,4006,879,158,1033,147,5186,7511,..,..,..,..,7511,..,24,0,24,6,27,..,81,20,91,0,93,..,8,0,8,0,8,..,65,15,76,4,77,..,280,89,369,6,379
POA5047,0,17,..,218,17,240,6,241,..,20,0,23,0,23,..,13,0,13,0,13,..,0,0,0,0,0,..,23,5,28,0,28,..,0,0,0,0,0,..,21,0,27,0,27,..,30,15,41,0,41,..,24,0,31,0,31,..,8,0,15,0,17,..,9,0,12,0,12,..,0,0,0,0,0,..,8,0,8,0,8,..,33,0,34,0,34,..,13,0,12,0,12,..,31,4,34,0,34,..,8,0,8,0,8,..,88,0,86,0,86,..,22,9,32,0,32,..,14,0,14,0,14,..,8,5,10,0,10,..,0,0,0,0,0,..,28,5,31,0,31,..,117,30,148,4,147,..,1077,166,1246,14,1261,..,26,4,28,142,169,3293,1104,172,1274,152,4721,6254,..,..,..,..,6254,..,5,0,5,0,5,..,126,26,152,0,152,..,13,5,15,0,15,..,84,11,93,0,93,..,312,73,383,4,392
POA5048,0,0,..,76,3,85,4,85,..,37,4,38,0,38,..,16,0,16,0,16,..,3,0,3,0,3,..,16,3,19,0,19,..,0,0,0,0,0,..,10,0,10,0,10,..,37,16,56,0,50,..,15,5,22,0,15,..,34,4,43,0,43,..,9,0,17,0,17,..,0,0,0,0,0,..,10,0,10,0,10,..,6,0,6,0,6,..,11,0,11,0,11,..,5,0,5,0,5,..,3,0,3,0,3,..,23,0,23,0,23,..,26,5,27,0,29,..,21,0,18,0,18,..,12,0,13,0,12,..,5,0,5,0,5,..,20,6,24,0,30,..,146,32,178,9,180,..,804,105,909,14,924,..,21,0,24,248,274,6950,829,108,934,258,8141,13274,..,..,..,..,13274,..,25,0,25,0,25,..,73,9,80,0,80,..,3,0,3,0,3,..,39,3,40,0,40,..,169,34,205,0,210
POA5049,0,0,..,31,3,33,0,33,..,34,0,38,0,38,..,12,0,12,0,12,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,0,0,0,..,6,0,6,0,6,..,43,13,52,0,47,..,23,3,26,0,26,..,5,6,8,0,8,..,26,0,28,0,28,..,0,0,0,0,0,..,6,5,8,0,8,..,3,0,3,0,3,..,9,0,9,0,9,..,14,0,19,0,19,..,3,0,9,0,9,..,31,4,33,0,33,..,22,0,25,0,25,..,8,0,8,0,8,..,0,0,0,0,0,..,7,0,7,0,7,..,10,3,14,0,14,..,77,5,76,0,76,..,516,55,567,0,570,..,13,3,13,123,142,4590,527,51,579,129,5297,9020,..,..,..,..,9020,..,15,0,15,0,15,..,22,3,24,0,24,..,0,0,0,0,0,..,24,5,28,0,28,..,72,17,84,0,84
POA5050,0,0,..,42,0,40,0,40,..,6,0,6,0,6,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,6,0,6,..,0,0,0,0,0,..,3,0,6,0,6,..,9,0,12,0,12,..,20,0,20,0,18,..,0,0,0,0,0,..,3,0,7,0,7,..,0,0,0,0,0,..,3,4,5,0,5,..,0,0,0,0,0,..,8,0,8,0,8,..,5,0,5,0,5,..,0,0,0,0,0,..,10,0,10,0,10,..,8,0,9,0,9,..,0,0,0,0,0,..,12,0,12,0,14,..,0,0,0,0,0,..,9,0,10,0,10,..,48,7,55,0,56,..,370,29,398,3,409,..,9,5,12,59,72,2445,380,29,412,68,2921,4841,..,..,..,..,4841,..,5,0,5,0,5,..,41,4,39,0,39,..,4,0,4,0,4,..,14,0,17,0,17,..,107,24,133,0,134
POA5051,0,0,..,40,3,40,0,40,..,11,0,15,0,15,..,13,3,15,0,12,..,5,0,5,0,5,..,12,4,23,0,23,..,0,0,0,0,0,..,0,0,3,0,3,..,17,0,17,0,25,..,27,3,31,0,31,..,10,0,10,0,10,..,27,3,27,0,27,..,0,0,0,0,0,..,8,0,9,0,9,..,4,0,4,0,6,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,18,0,18,0,19,..,18,0,18,0,18,..,7,0,7,0,7,..,4,0,4,0,4,..,4,0,3,0,3,..,8,0,15,0,15,..,107,11,121,0,125,..,579,65,649,4,650,..,16,0,17,107,127,6910,600,70,669,111,7691,13675,..,..,..,..,13675,..,62,3,61,0,61,..,38,5,39,0,39,..,6,0,6,0,6,..,33,8,36,0,36,..,110,34,144,0,145
POA5052,0,0,..,25,0,25,0,25,..,8,0,8,0,8,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,6,0,4,0,4,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,15,0,15,..,10,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,34,0,42,0,42,..,238,19,258,5,260,..,0,0,0,88,94,3068,240,19,261,92,3423,6114,..,..,..,..,6114,..,17,0,17,0,17,..,7,0,7,0,7,..,0,0,0,0,0,..,9,0,13,0,13,..,58,8,74,0,74
POA5061,0,9,..,75,0,74,0,80,..,87,21,110,0,108,..,19,5,22,0,22,..,3,0,8,0,8,..,10,0,15,0,15,..,0,0,0,0,0,..,7,0,7,0,7,..,17,3,18,0,18,..,8,0,8,0,8,..,22,0,22,0,22,..,8,0,8,0,8,..,0,0,0,0,0,..,4,0,4,0,4,..,8,0,8,0,8,..,5,0,5,0,5,..,10,0,10,0,10,..,3,0,4,0,4,..,27,0,28,0,28,..,24,3,27,0,27,..,8,0,7,0,7,..,13,0,14,0,14,..,8,0,8,0,8,..,27,4,28,0,28,..,59,0,66,6,66,..,884,125,1013,6,1021,..,17,4,19,96,116,3994,906,132,1034,101,5128,7720,..,..,..,..,7720,..,16,0,16,0,16,..,15,0,13,0,13,..,0,0,0,0,0,..,64,12,75,0,71,..,285,76,364,0,364
POA5062,0,12,..,122,8,126,0,132,..,61,4,69,0,69,..,21,0,21,0,21,..,4,0,4,0,4,..,17,0,18,0,18,..,0,0,0,0,0,..,10,0,14,0,14,..,12,0,16,0,16,..,10,0,12,0,12,..,8,4,8,0,8,..,12,0,15,0,12,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,8,0,8,0,8,..,14,0,14,0,14,..,3,0,3,0,3,..,28,0,28,0,28,..,26,0,32,0,32,..,10,0,10,0,10,..,15,0,13,0,13,..,0,0,0,0,0,..,25,5,35,0,30,..,96,6,103,0,103,..,986,112,1092,12,1105,..,17,0,22,130,151,6803,1000,109,1111,135,8053,13150,..,..,..,..,13150,..,35,0,35,0,36,..,49,0,45,0,45,..,0,0,0,0,0,..,87,10,102,0,102,..,357,93,449,4,451
POA5063,0,4,..,213,13,227,0,226,..,117,18,128,0,128,..,22,4,22,0,22,..,4,0,5,0,5,..,27,4,34,0,34,..,0,0,0,0,0,..,28,0,28,0,28,..,20,8,21,0,21,..,3,0,10,0,10,..,17,0,17,0,14,..,20,4,21,0,21,..,0,0,0,0,0,..,7,0,7,0,7,..,13,0,13,0,13,..,11,0,11,0,11,..,14,0,19,0,18,..,12,0,12,0,12,..,48,3,48,0,54,..,49,0,49,0,49,..,11,3,14,0,14,..,9,0,14,0,14,..,5,0,5,0,5,..,30,6,36,0,36,..,103,3,105,0,105,..,1295,173,1477,8,1488,..,20,7,17,142,159,5060,1312,180,1498,152,6702,9569,..,..,..,..,9569,..,9,0,9,0,9,..,45,3,45,0,45,..,8,0,8,0,8,..,122,18,140,0,140,..,513,104,618,8,628
POA5064,0,15,..,228,12,235,0,235,..,63,4,72,0,72,..,15,4,19,0,19,..,0,0,0,0,0,..,33,9,39,0,39,..,0,0,0,0,0,..,52,0,52,0,52,..,42,5,47,0,47,..,18,4,25,0,25,..,3,0,3,0,3,..,20,0,18,0,18,..,0,0,0,0,0,..,15,0,15,0,15,..,7,0,7,0,7,..,14,0,11,0,11,..,0,0,0,0,0,..,8,0,8,0,8,..,30,0,33,0,33,..,25,0,25,0,25,..,32,0,38,4,35,..,3,0,3,0,3,..,3,0,3,0,3,..,29,8,29,0,29,..,87,9,102,0,104,..,1386,184,1570,7,1573,..,16,0,16,131,150,3971,1404,184,1585,142,5698,7526,..,..,..,..,7526,..,35,0,35,0,35,..,41,0,45,0,45,..,0,0,0,0,0,..,169,30,201,0,201,..,770,184,955,4,963
POA5065,0,18,..,263,18,280,0,275,..,79,12,90,3,95,..,31,0,31,0,31,..,4,0,8,0,8,..,32,12,41,0,45,..,0,0,0,0,0,..,53,3,53,0,62,..,39,4,38,0,38,..,11,3,12,0,12,..,8,0,10,0,10,..,18,0,18,0,18,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,3,0,10,..,12,0,14,0,14,..,13,0,12,0,12,..,8,0,8,0,8,..,32,0,36,0,38,..,44,4,48,0,48,..,22,0,22,0,22,..,13,0,19,0,19,..,6,0,6,0,6,..,46,6,57,0,57,..,103,10,115,3,117,..,1464,210,1679,17,1703,..,28,3,29,104,129,3987,1496,217,1705,122,5818,7566,..,..,..,..,7566,..,7,0,7,0,7,..,60,3,60,0,60,..,0,0,0,0,0,..,152,26,174,4,172,..,742,196,935,8,943
POA5066,0,20,..,170,5,181,0,181,..,85,6,93,0,93,..,18,0,19,0,19,..,6,0,6,0,6,..,41,11,53,0,53,..,0,0,0,0,0,..,20,0,20,0,20,..,48,3,52,0,57,..,17,3,23,0,23,..,11,0,11,0,11,..,19,0,18,0,18,..,4,0,4,0,4,..,7,0,5,0,5,..,11,0,11,0,11,..,9,0,9,0,9,..,7,0,7,0,7,..,3,0,3,0,3,..,34,0,34,0,34,..,30,0,36,0,36,..,26,0,27,0,27,..,19,0,19,0,19,..,4,0,9,0,9,..,26,0,31,0,31,..,95,6,103,5,103,..,1505,171,1684,15,1693,..,14,0,21,76,96,4515,1527,175,1701,88,6303,8896,..,..,..,..,8896,..,21,0,21,0,21,..,105,9,118,0,114,..,0,0,0,0,0,..,198,32,234,4,237,..,885,194,1073,11,1090
POA5067,0,10,..,150,8,160,0,160,..,142,27,167,0,167,..,11,7,21,0,21,..,0,0,0,0,0,..,12,4,17,0,17,..,4,0,4,0,4,..,15,0,13,0,13,..,19,7,23,0,23,..,4,5,6,0,6,..,20,0,20,0,20,..,19,0,19,0,19,..,0,0,0,0,0,..,9,0,5,0,5,..,14,0,14,0,14,..,12,0,12,0,12,..,12,0,12,0,12,..,12,0,12,0,12,..,54,0,54,0,54,..,68,0,65,0,69,..,20,0,20,0,20,..,13,4,17,0,17,..,0,0,0,0,0,..,50,6,51,0,53,..,79,7,86,0,85,..,1113,135,1249,4,1255,..,7,0,7,174,183,4054,1120,135,1255,182,5495,7980,..,..,..,..,7980,..,7,0,7,0,7,..,34,6,41,0,39,..,3,0,3,0,3,..,111,13,123,0,130,..,364,70,429,3,435
POA5068,0,10,..,192,8,201,3,199,..,197,34,233,5,235,..,14,3,18,0,23,..,0,0,0,0,0,..,39,18,58,0,58,..,0,0,0,0,0,..,6,0,9,0,9,..,36,5,34,0,36,..,14,3,14,0,15,..,3,0,3,0,3,..,16,3,19,0,19,..,0,0,0,0,0,..,14,0,14,0,14,..,4,0,4,0,4,..,8,0,8,0,8,..,15,0,15,0,15,..,7,0,7,0,7,..,31,0,31,0,31,..,52,0,50,3,50,..,21,0,22,0,22,..,17,0,17,0,17,..,0,0,0,0,0,..,52,0,55,0,55,..,110,10,122,8,129,..,1403,206,1609,20,1630,..,9,4,15,165,178,4942,1414,213,1622,186,6747,9252,..,..,..,..,9252,..,14,0,14,0,14,..,52,0,56,0,56,..,5,0,11,0,11,..,135,30,166,0,164,..,626,165,794,5,794
POA5069,0,10,..,92,6,98,0,98,..,143,37,178,0,178,..,11,0,11,0,11,..,0,0,0,0,0,..,11,0,16,0,16,..,0,0,0,0,0,..,11,0,11,0,11,..,14,0,14,0,14,..,8,0,8,0,8,..,4,0,4,0,4,..,9,0,9,0,9,..,0,0,0,0,0,..,9,0,10,0,10,..,8,0,8,0,7,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,21,..,31,5,37,0,37,..,14,0,14,0,14,..,3,3,11,0,11,..,0,0,0,0,0,..,26,0,25,0,25,..,58,9,67,0,67,..,749,111,863,9,869,..,10,0,8,107,113,3283,760,112,871,112,4269,6490,..,..,..,..,6490,..,7,0,7,0,8,..,36,4,37,0,41,..,3,0,3,0,3,..,54,4,56,0,56,..,229,46,275,4,283
POA5070,0,9,..,412,36,441,0,450,..,492,128,621,3,624,..,15,0,14,0,14,..,5,0,5,0,5,..,48,8,61,0,61,..,0,0,0,0,0,..,25,4,33,0,33,..,37,3,42,0,42,..,17,5,20,0,20,..,22,0,27,0,27,..,10,7,16,0,12,..,5,0,5,0,5,..,10,5,9,0,9,..,21,0,21,0,18,..,10,0,10,0,10,..,35,0,35,0,35,..,13,0,13,0,13,..,78,0,78,0,75,..,66,6,65,0,65,..,20,3,24,0,24,..,21,0,28,0,28,..,0,0,0,0,0,..,69,8,75,0,72,..,134,23,153,9,157,..,2266,392,2659,27,2683,..,22,6,31,198,228,5092,2285,399,2686,226,8002,9895,..,..,..,..,9895,..,16,0,16,0,16,..,72,8,81,0,83,..,0,0,3,0,3,..,189,42,228,3,233,..,815,202,1013,11,1022
POA5072,0,28,..,334,16,347,3,354,..,292,39,334,7,336,..,22,4,25,0,29,..,5,0,5,0,5,..,53,15,68,0,68,..,0,0,0,0,0,..,27,0,27,0,27,..,64,11,72,0,72,..,26,4,34,0,34,..,14,0,15,0,15,..,22,3,24,0,24,..,0,0,0,0,0,..,10,0,11,0,11,..,13,0,13,0,13,..,13,0,17,0,17,..,17,0,17,0,17,..,9,0,9,0,9,..,60,0,61,0,61,..,35,3,40,0,40,..,27,0,27,0,27,..,14,0,17,0,17,..,9,0,9,0,9,..,38,4,47,0,47,..,117,11,129,3,134,..,2133,295,2429,19,2447,..,31,4,31,157,189,4579,2162,295,2461,177,7211,8930,..,..,..,..,8930,..,17,0,17,0,17,..,92,10,101,0,100,..,10,0,10,0,10,..,337,65,396,0,402,..,1011,228,1243,5,1252
POA5073,0,17,..,439,28,467,0,466,..,639,142,778,6,782,..,29,0,27,0,27,..,4,0,6,0,6,..,110,25,133,0,141,..,0,0,0,0,0,..,53,5,55,3,53,..,48,0,49,0,49,..,24,3,26,0,26,..,23,0,20,0,20,..,41,9,47,0,47,..,0,0,0,0,0,..,13,0,16,0,16,..,16,3,23,0,23,..,23,3,26,0,26,..,11,0,11,0,11,..,13,0,13,0,13,..,65,7,68,0,68,..,47,0,45,0,45,..,64,0,61,0,61,..,7,0,7,0,7,..,3,0,3,0,3,..,39,8,51,0,51,..,193,12,202,3,209,..,2916,475,3394,22,3416,..,36,4,42,184,227,5021,2955,484,3436,203,8667,9936,..,..,..,..,9936,..,28,0,25,0,25,..,215,17,232,0,232,..,11,0,11,0,11,..,329,78,400,3,406,..,1007,269,1272,15,1288
POA5074,0,15,..,551,52,605,8,613,..,583,176,755,4,758,..,10,0,15,0,15,..,0,0,0,0,0,..,63,21,84,0,84,..,0,0,3,0,3,..,37,3,40,0,40,..,51,8,55,0,55,..,16,5,23,0,23,..,27,0,27,0,27,..,19,12,30,0,30,..,0,0,0,0,0,..,12,0,10,0,10,..,28,0,31,0,31,..,6,0,6,0,6,..,32,0,34,0,34,..,9,0,9,0,9,..,84,5,83,0,83,..,43,5,54,0,54,..,35,4,36,0,36,..,21,4,23,0,23,..,3,0,3,0,3,..,35,11,52,0,50,..,172,26,199,7,203,..,2606,487,3097,28,3120,..,35,9,44,290,331,3987,2644,499,3139,314,7442,7777,..,..,..,..,7777,..,3,0,3,0,3,..,143,14,155,4,159,..,5,0,5,0,5,..,273,58,333,0,336,..,786,199,988,16,999
POA5075,0,3,..,296,25,325,9,327,..,361,59,422,0,425,..,7,0,7,0,7,..,10,0,8,0,8,..,25,11,31,0,34,..,0,0,0,0,0,..,16,0,16,0,13,..,34,8,39,0,39,..,25,0,24,0,24,..,4,0,4,0,4,..,21,4,26,0,26,..,4,0,4,0,4,..,0,0,5,0,5,..,23,0,27,0,27,..,4,0,4,0,4,..,5,0,5,0,5,..,5,0,5,0,5,..,45,0,49,0,49,..,30,6,37,0,37,..,9,0,9,0,9,..,10,0,10,0,10,..,0,0,0,0,0,..,22,8,33,0,33,..,121,13,132,0,136,..,1518,219,1734,15,1744,..,31,0,33,161,195,3850,1549,220,1761,176,5789,7536,..,..,..,..,7536,..,3,0,3,0,3,..,135,12,148,0,149,..,0,0,0,0,0,..,132,27,160,0,160,..,355,89,442,0,448
POA5076,0,5,..,117,5,123,0,128,..,332,33,368,0,373,..,13,0,17,0,17,..,0,0,0,0,0,..,11,10,15,0,15,..,0,0,0,0,0,..,4,0,4,0,4,..,24,3,29,0,28,..,24,0,23,0,23,..,7,0,7,0,7,..,18,0,19,0,19,..,3,0,3,0,3,..,10,0,10,0,6,..,13,0,13,0,13,..,18,0,18,0,18,..,7,0,7,0,7,..,0,0,0,0,0,..,31,0,31,0,31,..,21,0,19,0,19,..,23,0,23,0,23,..,0,3,3,0,3,..,5,0,5,0,5,..,12,0,20,0,20,..,92,10,105,4,105,..,1101,122,1221,10,1228,..,20,0,20,81,102,3480,1125,122,1244,91,4810,7068,..,..,..,..,7068,..,22,0,22,0,22,..,127,9,138,0,138,..,0,0,0,0,0,..,109,23,130,4,132,..,181,41,221,0,221
POA5081,0,14,..,242,15,257,0,256,..,88,11,101,0,101,..,10,3,11,0,11,..,0,4,3,0,3,..,8,10,18,0,18,..,3,0,3,0,3,..,18,0,18,0,18,..,29,6,34,0,34,..,21,0,20,0,20,..,8,0,8,0,7,..,22,6,23,0,22,..,0,0,0,0,0,..,5,0,5,0,5,..,13,0,15,0,15,..,4,0,4,0,4,..,8,0,8,0,8,..,10,0,10,0,10,..,30,0,30,0,30,..,22,0,22,0,22,..,23,4,23,0,23,..,9,8,15,0,15,..,0,0,0,0,0,..,91,10,107,0,105,..,76,12,82,0,89,..,1128,126,1260,5,1271,..,7,9,10,148,159,3760,1137,136,1271,160,5192,7117,..,..,..,..,7117,..,14,0,11,0,11,..,53,0,54,0,54,..,7,0,7,0,7,..,122,21,141,0,141,..,275,64,341,4,341
POA5082,0,24,..,428,38,462,3,463,..,214,39,254,0,248,..,10,3,9,0,9,..,7,4,15,0,15,..,20,3,21,0,21,..,4,0,3,0,3,..,27,0,32,0,32,..,19,6,25,0,25,..,41,0,42,0,42,..,11,0,12,0,12,..,20,0,20,0,20,..,0,0,0,0,0,..,26,4,28,0,28,..,25,0,25,0,25,..,9,0,9,0,9,..,32,0,32,0,32,..,23,4,20,0,20,..,89,0,91,0,91,..,39,3,41,0,41,..,20,5,23,0,23,..,14,4,12,0,14,..,3,0,3,0,3,..,295,49,344,0,345,..,149,21,173,0,171,..,2095,301,2398,14,2415,..,29,3,32,234,271,5422,2121,308,2431,252,8106,11033,..,..,..,..,11033,..,13,0,13,0,13,..,101,9,113,0,113,..,16,0,16,0,16,..,118,24,145,0,148,..,265,56,325,4,329
