POA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
POA4501,5,8,5,5,3,0,0,0,21,0,3,0,0,0,0,0,0,6,6,10,16,26,34,36,20,5,149,10,23,18,28,32,36,20,5,174,369,387,356,295,258,194,113,26,1989,19,26,25,22,13,15,14,5,138,403,432,394,349,304,243,139,33,2300,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,8,4,0,7,30,0,5,3,5,8,4,0,7,37,329,439,366,378,294,260,144,64,2283,31,27,22,19,15,9,14,26,171,365,460,395,405,316,280,162,99,2487,5,10,0,4,3,0,0,0,26,0,3,0,0,0,0,0,0,3,7,10,16,25,40,43,22,7,177,6,27,22,32,42,43,22,7,211,706,818,726,676,551,458,256,86,4269,54,55,45,37,28,24,25,32,304,771,900,788,753,621,522,308,133,4786
POA4502,0,5,4,5,0,0,0,0,6,0,0,0,4,0,0,0,0,11,3,13,32,47,56,75,31,7,269,4,23,36,52,56,75,31,7,291,597,513,501,530,454,295,113,18,3017,27,24,15,19,15,7,5,9,122,627,557,553,604,526,382,145,27,3426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,19,8,6,0,52,0,8,5,13,19,8,6,0,55,562,525,573,656,548,369,141,33,3400,18,21,17,26,18,10,10,3,123,579,552,595,694,578,387,152,37,3583,0,5,4,5,0,0,0,0,16,0,0,0,4,0,0,0,0,11,3,20,36,60,65,84,37,7,318,4,32,44,66,74,84,37,7,344,1152,1040,1079,1192,1002,661,254,46,6423,48,40,33,45,38,20,13,12,246,1210,1108,1150,1300,1106,767,302,68,7013
POA4503,30,55,22,9,12,0,0,0,134,7,20,16,14,0,0,0,0,56,23,126,131,175,230,263,175,57,1185,61,202,175,193,247,263,175,57,1371,3010,3736,3434,2635,1942,1440,647,128,16969,143,257,199,139,98,77,63,44,1023,3212,4195,3810,2973,2289,1783,884,231,19364,3,14,0,0,0,0,0,0,24,0,5,4,4,0,0,0,0,14,5,19,43,44,34,29,22,12,216,11,38,45,46,41,29,22,12,250,3281,4516,3684,3052,2450,1858,941,306,20082,151,224,183,126,71,80,83,111,1033,3439,4780,3914,3216,2568,1969,1046,430,21359,37,67,23,9,10,0,0,0,150,5,28,17,15,0,0,0,0,67,32,150,177,216,273,294,200,74,1403,70,245,220,241,286,294,200,74,1619,6289,8254,7120,5690,4397,3298,1585,428,37055,296,480,380,266,171,161,143,156,2051,6651,8981,7721,6195,4854,3753,1932,658,40731
POA4504,4,8,7,3,0,0,0,0,22,4,6,6,4,5,0,0,0,33,0,36,71,115,111,123,55,23,533,6,44,89,129,118,123,55,23,582,1457,1155,1280,1318,802,476,200,40,6737,48,63,51,46,30,23,16,6,284,1520,1264,1413,1492,949,615,270,75,7605,4,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,4,0,8,12,23,28,15,8,3,91,3,9,20,27,28,15,8,3,98,1414,1343,1628,1477,886,620,273,73,7707,56,52,59,48,26,18,21,17,297,1474,1399,1703,1545,937,652,300,91,8103,8,5,8,0,0,0,0,0,27,4,6,13,4,5,0,0,0,30,5,43,85,141,139,132,60,30,627,12,57,106,152,142,132,60,30,686,2877,2498,2909,2793,1684,1098,472,113,14437,105,111,108,98,59,38,37,26,583,2992,2668,3122,3041,1885,1272,571,165,15708
POA4505,3,7,3,3,0,0,0,0,20,4,6,9,4,3,0,0,0,20,11,51,65,124,138,200,140,49,775,20,60,74,130,144,200,140,49,814,1675,1576,1367,1381,1270,926,485,121,8798,96,85,82,78,83,36,47,10,519,1789,1720,1524,1587,1494,1167,666,179,10125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,20,31,19,29,20,8,150,6,9,22,31,19,29,20,8,153,1636,1732,1519,1637,1443,1323,733,215,10241,74,87,77,65,57,59,48,14,480,1714,1835,1621,1739,1519,1410,800,242,10872,8,8,3,3,0,0,0,0,21,4,4,9,3,3,0,0,0,22,13,63,84,153,161,232,162,59,920,25,72,100,163,162,232,162,59,969,3309,3313,2891,3018,2712,2247,1212,335,19034,174,175,161,139,138,96,93,26,997,3503,3554,3143,3324,3011,2576,1464,419,21003
POA4506,3,3,0,4,0,0,0,0,9,0,3,0,0,4,0,0,0,10,5,41,50,79,125,189,93,37,617,9,43,53,84,130,189,93,37,641,1588,1687,1246,1285,1146,774,388,78,8199,129,136,107,70,71,53,28,25,610,1729,1875,1408,1443,1340,1011,506,134,9448,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,12,20,29,35,27,10,5,141,0,18,21,29,35,27,10,5,143,1656,1849,1502,1537,1397,1037,539,153,9669,152,133,111,82,57,50,34,18,629,1809,2001,1636,1646,1489,1117,584,173,10443,3,7,0,4,0,0,0,0,12,0,3,3,0,4,0,0,0,16,10,51,72,113,156,215,99,40,758,13,63,72,116,162,215,99,40,783,3243,3544,2752,2819,2547,1816,926,231,17871,281,271,218,150,119,98,61,38,1235,3537,3879,3045,3083,2829,2126,1088,305,19892
POA4507,3,0,0,4,7,0,0,0,13,0,5,4,3,8,0,0,0,18,4,5,25,67,154,418,309,143,1127,6,12,27,79,169,418,309,143,1160,642,425,566,841,1354,1972,1200,233,7235,48,28,43,71,69,99,83,29,461,692,463,641,987,1582,2492,1590,409,8854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,23,40,57,39,10,178,0,3,9,27,40,57,39,10,178,541,439,678,1048,1912,2558,1561,482,9236,29,22,38,44,91,95,105,58,481,578,466,715,1118,2047,2718,1699,549,9886,3,0,0,4,7,0,0,0,13,0,5,4,4,8,0,0,0,21,0,13,28,91,192,478,343,147,1303,9,10,31,105,206,478,343,147,1334,1184,865,1243,1888,3272,4532,2761,720,16466,73,54,77,114,155,199,185,84,942,1271,925,1354,2108,3629,5208,3293,956,18748
POA4508,0,0,4,3,0,0,0,0,11,0,3,0,0,0,0,0,0,8,3,14,41,73,131,179,94,32,566,11,20,44,79,131,179,94,32,590,1187,938,984,1080,964,761,402,105,6429,82,96,100,86,62,55,60,39,568,1282,1055,1127,1245,1153,1001,559,167,7588,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,5,11,16,32,16,10,5,99,3,11,14,23,32,16,10,5,101,1123,986,1230,1204,1196,1071,534,185,7525,77,94,76,67,39,53,56,77,541,1195,1083,1322,1294,1264,1134,604,269,8167,4,0,4,3,0,0,0,0,15,0,4,4,3,0,0,0,0,13,5,22,53,89,160,198,105,31,668,13,28,60,97,157,198,105,31,690,2306,1920,2218,2289,2166,1831,939,288,13951,158,187,176,154,96,106,121,112,1112,2477,2143,2449,2540,2418,2134,1159,435,15759
POA4509,30,69,45,12,8,0,0,0,162,3,14,10,10,3,0,0,0,33,19,87,109,152,101,120,73,40,703,50,170,162,174,108,120,73,40,894,2309,2146,2858,2260,1188,729,376,100,11957,84,114,120,88,52,31,14,21,524,2443,2428,3133,2518,1348,884,466,155,13385,3,3,8,4,0,0,0,0,15,0,4,6,3,0,0,0,0,8,4,16,21,43,23,16,12,5,142,6,21,26,47,29,16,12,5,165,2396,2684,3340,2559,1424,1025,578,226,14239,86,125,116,55,46,27,52,41,538,2492,2834,3484,2662,1496,1062,642,266,14942,31,75,51,15,8,0,0,0,177,4,13,6,12,7,0,0,0,46,27,106,129,195,124,137,82,45,840,63,186,192,222,135,137,82,45,1062,4709,4826,6192,4816,2615,1755,957,324,26200,169,241,231,146,94,55,67,57,1063,4937,5259,6615,5185,2847,1949,1106,426,28324
POA4510,0,10,5,0,0,0,0,0,20,3,7,4,7,4,0,0,0,33,15,91,122,187,273,530,337,113,1673,28,111,142,189,279,530,337,113,1725,3063,3145,2812,2692,2523,2193,1306,266,18007,277,258,236,239,164,177,145,95,1590,3367,3514,3189,3114,2971,2904,1795,475,21321,0,0,0,0,0,0,0,0,5,0,5,0,4,0,0,0,0,11,12,23,22,39,65,85,26,19,283,14,29,22,36,63,85,26,19,300,3071,3701,3262,3067,3096,2995,1611,489,21296,220,299,234,206,164,195,192,204,1715,3306,4023,3519,3317,3320,3278,1826,716,23314,9,12,5,0,3,0,0,0,29,5,16,8,8,4,0,0,0,38,25,114,149,223,337,616,369,135,1959,31,138,162,229,351,616,369,135,2028,6137,6844,6079,5760,5617,5188,2918,754,39304,493,563,473,444,325,373,334,301,3300,6664,7542,6711,6430,6292,6184,3622,1188,44635
POA4511,0,0,0,0,0,0,0,0,6,0,6,0,6,6,0,0,0,10,0,9,15,42,62,162,110,43,446,0,11,18,49,67,162,110,43,461,462,307,423,510,524,692,407,48,3376,29,22,27,23,32,41,24,5,201,491,342,463,585,624,892,539,98,4038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,10,24,7,3,69,0,0,3,11,11,24,7,3,69,443,373,489,643,656,919,474,101,4096,14,22,22,25,23,41,24,9,178,460,396,516,680,689,989,505,110,4347,0,0,0,0,3,0,0,0,6,0,3,0,6,6,0,0,0,12,0,9,18,53,75,188,118,46,513,0,17,24,61,85,188,118,46,529,901,673,911,1153,1181,1614,879,152,7472,45,43,48,51,53,82,43,12,381,946,737,983,1266,1317,1877,1039,212,8377
POA4512,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,21,20,21,18,4,91,0,6,4,21,17,21,18,4,99,203,169,203,243,242,187,70,10,1324,11,12,19,22,13,10,6,0,111,224,185,226,281,276,229,96,15,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,7,0,3,23,0,0,3,4,9,7,0,3,30,177,176,214,241,270,173,66,31,1349,15,16,8,20,17,18,10,8,102,194,189,228,264,289,202,78,37,1479,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,11,20,24,32,23,3,119,0,3,13,20,25,32,23,3,125,387,342,414,481,513,358,137,39,2678,35,30,24,43,29,31,12,4,212,422,373,449,552,564,423,172,52,3014
POA4514,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,7,13,34,45,79,30,21,236,0,10,21,35,52,79,30,21,246,333,368,352,409,438,380,157,18,2454,232,633,426,206,68,38,15,4,1627,563,1009,797,650,551,496,203,50,4323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,7,6,3,3,0,38,3,9,4,8,6,3,3,0,42,325,401,409,460,483,426,172,50,2726,28,25,28,32,32,16,13,15,182,356,429,437,498,524,449,183,64,2945,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,6,0,12,17,45,56,85,34,21,270,3,12,22,48,56,85,34,21,285,657,771,759,868,919,803,322,72,5178,257,655,451,236,95,59,27,24,1807,921,1443,1234,1151,1079,941,379,118,7268
POA4515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,17,26,50,24,14,135,0,7,7,18,28,50,24,14,139,186,261,309,228,247,230,104,17,1574,27,33,40,27,36,14,12,10,197,212,291,361,274,307,289,138,39,1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,21,0,0,0,3,0,3,0,0,23,190,225,244,258,279,261,100,43,1596,38,10,38,30,15,18,12,10,159,227,234,281,287,298,278,116,50,1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,16,29,60,27,15,157,0,3,10,21,30,60,27,15,163,377,478,554,486,527,483,207,57,3164,62,43,73,60,48,35,22,15,359,431,526,638,562,606,575,259,82,3686
POA4516,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,5,29,21,37,12,0,120,3,7,7,33,21,37,12,0,126,291,197,233,308,263,166,73,19,1542,13,24,13,20,3,7,6,0,89,310,221,255,361,288,210,89,25,1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,4,0,0,20,3,7,5,7,8,4,0,0,23,215,239,272,324,267,197,84,19,1613,10,7,9,8,11,9,0,4,57,223,248,285,334,284,205,93,25,1691,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,13,36,31,37,15,0,147,3,13,15,40,31,37,15,0,151,507,427,503,634,533,360,154,38,3155,24,28,20,28,11,15,9,4,144,532,469,539,697,570,414,179,42,3451
POA4517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,8,4,38,0,0,0,4,4,11,8,4,38,43,41,54,55,58,31,31,4,308,4,9,10,0,4,3,0,0,33,52,47,57,57,67,47,41,7,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,5,0,0,6,47,53,50,48,62,62,28,15,361,3,8,6,0,7,4,3,0,32,50,57,60,48,69,70,37,17,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,8,4,42,0,0,0,3,10,12,8,4,42,91,89,100,103,113,93,59,18,671,6,20,15,0,10,7,4,0,72,100,106,117,106,138,117,75,20,785
POA4518,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,8,0,11,20,22,37,49,37,19,187,0,11,21,22,43,49,37,19,196,289,251,293,330,329,246,140,23,1908,18,30,21,26,18,21,12,3,146,311,289,337,373,392,316,187,44,2252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,8,3,3,30,3,0,0,8,8,8,3,3,33,274,293,362,366,340,330,135,46,2149,12,21,12,16,20,18,11,0,106,294,313,375,393,373,355,143,47,2286,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,8,5,10,17,23,47,60,39,23,217,3,16,23,28,50,60,39,23,230,566,549,658,696,675,573,271,66,4053,30,42,30,42,34,39,20,0,252,602,601,714,768,755,671,329,93,4537
POA4519,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,14,24,25,48,91,59,20,286,0,20,24,35,48,91,59,20,300,504,484,478,513,507,414,231,48,3178,43,48,31,36,42,35,20,8,258,555,547,531,577,594,537,310,73,3737,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,5,0,0,9,7,14,12,4,0,52,0,4,6,15,10,12,4,0,57,507,520,559,569,603,530,272,99,3654,30,47,26,36,38,34,20,25,233,534,571,594,611,651,575,294,120,3949,0,0,0,0,0,0,0,0,5,0,5,0,3,0,0,0,0,12,0,19,29,37,58,104,64,18,338,0,24,30,45,62,104,64,18,353,1012,1006,1042,1081,1108,943,503,150,6838,75,92,58,69,76,63,41,31,493,1088,1121,1132,1190,1248,1111,607,197,7683
POA4520,0,0,7,3,6,0,0,0,17,7,5,11,9,11,0,0,0,32,0,8,35,88,73,120,69,18,421,5,17,52,100,87,120,69,18,472,854,374,662,1102,930,645,272,39,4870,25,16,36,49,43,33,18,0,228,887,410,754,1250,1054,791,354,64,5566,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,5,8,33,25,11,4,4,91,0,4,10,34,26,11,4,4,102,707,399,843,1277,958,688,332,70,5271,25,18,31,36,29,34,24,3,198,729,421,887,1344,1017,736,359,78,5566,0,0,10,4,6,0,0,0,26,7,5,10,8,12,0,0,0,35,0,14,48,119,100,131,74,20,513,5,23,67,137,114,131,74,20,571,1560,768,1508,2378,1889,1332,599,110,10135,46,35,65,89,65,69,41,3,423,1620,828,1638,2600,2073,1528,708,140,11135
POA4521,0,0,3,0,0,0,0,0,6,0,3,0,0,6,0,0,0,9,0,4,30,38,39,58,17,11,209,8,9,37,41,41,58,17,11,225,235,187,250,374,353,203,89,15,1706,16,12,25,30,9,19,11,0,120,252,206,311,446,405,285,117,27,2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,13,5,0,45,0,0,0,15,15,13,5,0,48,232,231,313,417,364,270,100,26,1956,11,13,17,22,14,16,13,5,117,239,246,339,454,397,299,115,28,2119,0,0,3,0,3,0,0,0,12,0,4,0,0,6,0,0,0,10,0,4,33,52,48,71,24,11,254,8,10,38,53,58,71,24,11,273,467,418,564,798,710,479,184,41,3664,23,25,46,53,29,36,24,4,235,499,454,651,902,797,583,230,52,4170
POA4550,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,17,19,46,26,8,123,4,0,7,17,19,46,26,8,128,264,282,258,329,305,212,92,24,1764,3,12,17,18,14,8,15,0,90,267,298,282,366,331,267,131,30,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,14,0,6,0,0,8,0,0,0,16,253,318,268,350,354,268,115,25,1954,7,8,15,15,15,16,7,4,77,255,330,280,361,376,282,130,27,2045,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,4,7,14,28,45,22,8,138,0,7,7,17,28,45,22,8,143,516,600,523,680,653,482,217,44,3717,10,23,33,29,24,25,19,6,162,526,631,567,724,706,547,257,57,4023
POA4551,7,3,6,4,9,0,0,0,31,3,12,17,15,15,0,0,0,56,10,96,158,238,272,579,457,255,2059,22,117,175,256,286,579,457,255,2148,3420,3014,3395,3682,3465,3181,2037,529,22710,172,182,208,224,211,173,144,132,1449,3610,3313,3778,4159,3959,3933,2643,909,26307,0,4,0,0,0,0,0,0,3,0,4,11,6,5,0,0,0,21,4,34,32,70,68,88,41,34,369,4,41,42,76,72,88,41,34,392,3424,3643,4172,4409,4399,4389,2778,990,28200,155,177,200,179,174,177,225,203,1488,3581,3855,4413,4657,4642,4659,3040,1228,30078,7,6,5,4,9,0,0,0,33,3,15,24,18,15,0,0,0,79,16,129,187,306,336,663,498,296,2430,23,153,217,332,364,663,498,296,2540,6841,6650,7572,8088,7863,7568,4819,1515,50912,327,360,408,406,382,352,366,328,2934,7192,7166,8191,8821,8605,8590,5681,2140,56386
POA4552,0,0,0,0,0,0,0,0,4,0,0,0,5,4,0,0,0,5,0,10,10,29,49,115,64,39,319,0,9,10,30,53,115,64,39,326,335,223,327,475,606,724,387,91,3159,38,24,34,27,43,45,34,8,254,372,256,371,535,702,885,481,136,3742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,15,8,11,63,0,0,0,6,19,15,8,11,63,248,247,406,575,849,887,473,132,3826,29,31,23,35,55,47,31,15,263,271,275,436,617,916,957,508,166,4148,0,0,0,0,0,0,0,0,4,0,0,0,5,4,0,0,0,5,0,16,14,37,64,136,69,47,380,0,16,14,41,68,136,69,47,391,577,468,734,1051,1457,1616,858,218,6986,65,55,56,66,91,92,59,31,512,643,538,807,1157,1619,1844,988,302,7890
POA4553,0,0,3,0,0,0,0,0,10,0,7,3,0,0,0,0,0,12,7,25,22,24,32,50,21,7,195,6,35,28,30,31,50,21,7,213,672,675,693,606,473,293,122,20,3552,37,46,58,55,21,19,12,0,248,713,758,779,690,525,364,157,32,4013,0,0,5,0,0,0,0,0,4,0,0,3,0,0,0,0,0,5,4,8,11,16,9,5,4,0,57,3,6,17,16,9,5,4,0,57,729,801,768,706,544,358,120,41,4072,28,40,40,49,24,18,8,6,221,767,858,824,773,577,383,135,42,4353,0,0,4,0,0,0,0,0,5,6,9,3,0,0,0,0,0,18,6,34,38,39,40,59,27,7,244,7,42,45,42,44,59,27,7,270,1403,1484,1457,1312,1016,650,241,59,7627,71,85,98,105,44,38,18,6,467,1480,1610,1603,1461,1101,744,293,70,8366
POA4554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,17,4,0,48,0,0,7,10,7,17,4,0,47,94,66,89,135,153,112,38,8,691,3,10,15,14,12,7,4,0,70,98,80,113,157,175,134,43,11,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,0,0,17,0,0,0,6,0,5,0,0,20,105,85,103,164,151,103,28,9,749,15,6,17,6,0,12,8,0,66,121,91,120,183,158,118,32,7,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,11,14,21,5,0,62,3,0,7,17,14,21,5,0,68,201,150,189,301,307,213,65,12,1440,21,18,33,23,10,22,12,3,135,220,175,232,335,332,256,79,17,1641
POA4555,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,9,0,3,10,32,25,60,41,21,193,0,7,6,40,25,60,41,21,195,417,347,388,491,462,319,176,48,2646,21,24,24,35,32,16,9,7,166,441,374,422,559,521,389,231,76,3012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,5,0,4,3,27,0,0,6,10,5,0,4,3,35,410,351,489,568,520,455,225,100,3125,23,19,26,21,12,16,4,9,133,438,375,525,596,537,470,232,110,3287,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,7,0,8,9,41,36,58,47,22,218,0,5,12,43,36,58,47,22,232,829,695,876,1060,980,772,407,149,5773,45,42,55,50,47,27,12,15,299,875,747,941,1158,1065,862,461,188,6301
POA4556,7,4,0,3,4,0,0,0,19,3,10,9,5,11,0,0,0,37,18,54,94,166,174,305,293,182,1279,27,66,107,174,183,305,293,182,1336,2768,2127,2295,2638,2239,1938,1235,399,15642,155,165,151,126,94,106,81,77,947,2946,2361,2551,2937,2520,2346,1605,662,17924,0,4,0,5,0,0,0,0,9,0,5,0,0,0,0,0,0,8,7,16,27,52,64,45,25,20,252,8,17,28,57,59,45,25,20,270,3018,2305,2828,3163,2773,2788,1928,802,19607,212,130,111,112,79,108,131,203,1089,3237,2460,2966,3330,2916,2946,2080,1032,20965,9,5,4,3,3,0,0,0,30,9,9,6,9,11,0,0,0,43,23,66,121,216,231,352,317,205,1527,32,86,137,230,248,352,317,205,1602,5785,4436,5125,5796,5013,4724,3166,1210,35252,364,298,267,236,174,219,216,284,2040,6182,4821,5524,6267,5431,5289,3690,1694,38896
