POA_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
POA3461,29,11,68,683,1267,660,448,642,311,4004
POA3462,8,4,17,164,316,173,146,153,94,1054
POA3463,39,3,70,392,693,395,286,388,173,2324
POA3464,6,0,14,164,281,142,118,193,68,965
POA3465,248,51,431,1329,1986,1209,911,2470,703,8607
POA3467,36,7,49,177,258,154,132,312,119,1143
POA3468,9,0,7,29,70,34,44,46,17,243
POA3469,5,0,15,42,49,33,29,46,49,237
POA3472,16,7,41,205,286,191,167,343,106,1295
POA3475,4,0,9,23,87,37,48,91,38,327
POA3477,4,0,5,105,156,111,97,147,75,689
POA3478,55,30,127,361,540,271,267,605,191,2242
POA3480,50,17,92,249,396,204,185,349,134,1524
POA3482,0,4,3,27,27,15,20,36,48,178
POA3483,16,5,31,140,205,86,82,161,68,735
POA3485,4,11,17,43,57,37,33,56,38,260
POA3487,0,0,0,11,17,11,3,22,8,68
POA3488,0,0,0,16,18,12,9,15,8,80
POA3489,0,0,0,6,12,11,4,8,0,42
POA3490,51,8,81,190,243,137,147,273,130,1126
POA3491,4,0,4,21,27,18,14,27,11,120
POA3494,0,0,3,86,131,51,51,154,66,536
POA3496,90,18,155,905,1229,679,574,1377,503,5265
POA3498,54,14,102,878,1259,635,468,1125,449,4819
POA3500,533,136,1002,4900,6727,3083,2382,8770,2437,28305
POA3501,17,6,30,335,453,235,195,339,90,1648
POA3505,81,19,132,653,1041,540,409,948,427,4021
POA3506,5,0,5,3,4,3,5,8,0,30
POA3507,0,0,3,17,27,19,9,30,40,145
POA3509,4,5,4,31,53,32,23,34,27,189
POA3512,6,0,10,53,69,52,48,57,23,294
POA3515,5,5,14,397,601,277,199,316,84,1876
POA3516,4,0,16,124,152,86,72,126,52,618
POA3517,44,20,87,186,286,160,144,338,143,1276
POA3518,17,7,37,188,241,118,157,290,172,1165
POA3520,0,4,3,19,26,14,20,43,25,140
POA3521,10,4,15,97,174,82,85,124,54,618
POA3522,0,0,10,38,78,33,42,70,29,290
POA3523,70,29,138,474,833,491,396,858,452,3492
POA3525,20,17,68,187,287,169,138,238,156,1178
POA3527,9,15,42,94,169,79,78,152,65,646
POA3529,0,0,0,20,21,17,11,14,6,91
POA3530,0,0,0,21,28,17,15,23,13,107
POA3531,0,0,8,25,41,29,22,33,8,159
POA3533,16,4,34,110,149,70,73,173,59,627
POA3537,38,34,89,145,219,108,95,181,174,919
POA3540,6,0,9,53,44,31,28,54,36,248
POA3542,0,0,4,23,8,15,32,30,13,115
POA3544,0,0,8,48,50,19,35,30,28,206
POA3546,10,0,12,45,82,58,29,63,13,286
POA3549,36,23,77,555,530,245,214,1205,509,3264
POA3550,754,140,1416,7126,10127,4314,2855,8573,2116,35116
POA3551,136,36,330,5667,8213,4123,2974,4928,1409,27308
POA3555,355,216,840,3223,4488,2045,1611,4791,1350,17502
POA3556,158,47,317,2121,2946,1348,1095,3128,802,11444
POA3557,5,6,8,125,178,109,85,121,64,677
POA3558,12,10,31,152,172,96,113,179,107,821
POA3559,0,0,11,80,105,59,64,83,71,475
POA3561,101,21,175,639,932,476,443,975,304,3768
POA3562,0,0,0,46,54,22,23,35,24,207
POA3563,8,9,26,117,168,89,90,153,81,697
POA3564,247,126,546,2626,3825,1775,1338,3569,1048,14183
POA3565,3,0,3,31,23,17,8,17,3,106
POA3566,5,0,8,84,122,58,56,103,50,472
POA3567,4,0,10,105,138,77,56,127,42,558
POA3568,73,17,135,375,643,397,280,622,199,2519
POA3570,3,0,11,95,166,99,79,144,118,694
POA3571,4,0,12,44,64,47,28,54,20,253
POA3572,0,0,0,32,30,16,14,16,10,111
POA3573,0,0,0,44,68,34,38,58,33,273
POA3575,11,3,24,126,148,89,65,188,67,683
POA3576,0,0,0,13,14,13,9,3,0,48
POA3579,116,33,243,742,1168,589,523,1090,415,4537
POA3580,8,4,14,139,239,136,90,240,99,943
POA3581,0,0,0,26,34,12,18,31,9,132
POA3583,0,0,3,22,36,10,22,35,14,138
POA3584,6,3,17,156,244,129,99,185,108,920
POA3585,203,58,424,1672,2326,1075,849,2689,686,9290
POA3586,0,0,6,127,165,90,73,130,50,640
POA3588,5,7,11,52,85,25,36,95,31,332
POA3589,0,0,3,67,59,24,22,70,41,289
POA3590,0,0,0,34,68,32,25,70,40,270
POA3591,0,0,0,31,38,24,10,31,11,140
POA3594,5,0,10,99,101,58,40,112,48,463
POA3595,15,0,19,71,111,78,56,159,76,553
POA3596,0,0,6,13,19,11,13,23,13,91
POA3597,5,0,7,99,77,27,35,120,25,383
POA3599,0,0,6,18,16,13,17,37,31,136
POA3607,0,0,3,23,37,15,10,27,24,138
POA3608,51,28,99,425,613,332,246,582,210,2409
POA3610,10,4,28,218,301,157,138,295,281,1394
POA3612,37,7,61,242,330,215,199,401,196,1586
POA3614,0,0,0,135,219,113,71,115,55,716
POA3616,67,21,143,753,1217,584,500,1167,380,4607
POA3617,0,0,0,31,43,9,9,25,14,138
POA3618,4,5,17,95,141,73,68,149,58,581
POA3620,141,62,334,1220,1803,884,667,1793,537,6900
POA3621,56,10,80,362,497,257,180,495,135,1932
POA3622,0,0,3,86,95,64,66,80,31,421
POA3623,8,4,20,126,202,126,75,168,48,748
POA3624,0,7,11,72,108,55,54,116,52,461
POA3629,127,44,250,1382,1787,829,686,2301,927,7911
POA3630,497,102,928,4484,6035,2624,2115,8424,2293,25981
POA3631,130,31,263,2215,3049,1437,1119,2880,641,11335
POA3633,0,0,0,114,137,78,54,93,27,501
POA3634,5,4,19,279,404,234,176,258,145,1501
POA3635,0,6,5,91,109,64,50,108,42,468
POA3636,117,22,222,770,1156,580,435,1111,445,4500
POA3637,7,0,11,97,121,55,62,108,43,490
POA3638,56,6,83,363,499,222,185,461,119,1837
POA3639,0,0,6,89,95,62,53,105,22,426
POA3640,0,0,12,151,215,106,89,181,90,827
POA3641,0,3,20,188,244,107,122,241,100,999
POA3644,172,37,315,1391,1849,917,780,2261,637,7839
POA3646,3,0,13,99,143,66,54,94,43,501
POA3647,0,0,0,14,11,6,0,12,0,50
POA3649,3,0,15,88,74,47,42,91,55,402
POA3658,34,10,89,935,1400,614,548,1173,416,5095
POA3659,4,0,17,121,218,111,66,100,30,641
POA3660,133,28,233,1170,1664,824,622,1823,591,6688
POA3662,0,0,0,163,220,64,53,266,62,838
POA3663,0,0,0,27,40,15,19,32,23,159
POA3664,13,0,26,179,289,139,108,194,43,954
POA3665,0,0,5,60,88,40,50,63,28,332
POA3666,123,24,228,717,1172,616,493,989,463,4441
POA3669,49,8,66,214,345,176,152,240,156,1281
POA3670,6,0,6,98,145,77,58,94,37,508
POA3672,266,81,524,1561,2445,1228,943,2282,856,9306
POA3673,7,0,16,254,416,260,194,291,137,1566
POA3675,9,5,24,285,477,283,190,233,128,1595
POA3677,395,116,783,2928,4315,1969,1391,4271,1021,15894
POA3678,37,6,94,1027,1591,853,704,841,360,5371
POA3682,0,0,4,82,165,80,55,94,36,507
POA3683,11,4,26,273,432,211,158,306,119,1500
POA3685,47,10,90,444,731,366,250,517,146,2465
POA3687,9,4,22,170,258,115,80,206,59,888
POA3688,4,3,10,197,331,175,122,167,93,1072
POA3690,349,56,666,5564,7767,3519,2393,7457,1637,28331
POA3691,110,36,229,1984,2988,1382,1017,1954,565,9899
POA3695,0,0,3,69,119,81,68,51,26,407
POA3697,0,0,13,83,162,82,61,63,29,485
POA3698,10,7,29,153,318,146,86,110,58,866
POA3699,23,0,38,200,307,143,88,209,124,1070
POA3700,43,26,90,200,301,173,126,276,109,1179
POA3701,12,0,17,157,249,148,109,159,100,930
POA3704,0,0,0,3,5,5,4,8,3,21
POA3705,5,0,3,25,53,24,27,42,58,232
POA3707,42,15,87,284,391,198,203,345,152,1573
POA3708,0,0,0,10,9,12,7,11,0,55
POA3709,0,0,4,49,70,45,26,50,45,283
POA3711,0,3,14,98,146,76,65,76,44,513
POA3712,0,0,9,51,78,41,42,72,26,312
POA3713,32,16,57,115,258,108,92,241,95,920
POA3714,63,11,122,521,933,469,358,729,199,3206
POA3715,0,0,4,51,87,55,45,41,35,315
POA3717,52,10,94,553,773,436,346,622,320,3049
POA3718,5,0,7,16,24,8,9,21,12,84
POA3719,4,0,5,66,108,56,57,60,33,376
POA3720,5,0,5,117,191,87,76,95,41,608
POA3722,105,17,182,909,1432,663,481,984,296,4758
POA3723,21,4,51,562,790,414,289,585,472,3118
POA3725,5,4,8,79,149,88,67,91,52,527
POA3726,0,0,7,57,80,45,46,58,48,347
POA3727,0,0,10,50,59,33,32,61,23,257
POA3728,3,0,5,110,144,68,59,132,43,556
POA3730,213,70,402,1424,2112,1138,729,2195,585,8178
POA3732,3,4,13,113,144,61,64,74,43,506
POA3733,4,0,5,35,65,25,18,36,7,188
POA3735,11,0,25,111,156,88,56,99,26,540
POA3737,108,16,195,697,1060,517,390,872,231,3768
POA3738,0,0,0,37,62,18,18,22,8,169
POA3739,0,0,4,36,52,41,18,26,36,204
POA3740,5,0,21,189,321,162,102,153,56,977
POA3741,30,25,88,459,898,430,297,522,321,2928
POA3744,0,0,7,69,137,79,47,44,34,410
POA3746,0,0,9,49,105,51,41,50,21,331
POA3747,70,15,128,721,1320,713,402,727,368,4254
POA3749,59,0,85,275,580,300,186,287,104,1726
POA3750,24,9,48,2673,3675,1686,1600,6727,937,17301
POA3751,0,0,3,21,24,23,9,41,20,128
POA3752,274,51,380,3961,4858,2085,1672,6389,808,19773
POA3753,5,0,10,637,885,360,310,995,195,3378
POA3754,101,6,169,7372,10039,4443,3653,9991,1397,36898
POA3755,0,0,7,28,49,27,35,50,26,213
POA3756,44,6,88,2272,3142,1379,1221,3340,712,12069
POA3757,139,37,246,1505,2091,1017,841,1847,593,7891
POA3758,8,0,14,338,523,250,199,323,162,1796
POA3759,7,3,14,197,278,149,100,135,45,897
POA3760,0,0,0,62,101,58,38,23,13,299
POA3761,3,0,8,209,278,170,136,143,66,993
POA3762,0,0,6,8,24,12,18,15,17,94
POA3763,0,0,9,283,409,186,157,226,108,1378
POA3764,155,23,264,1636,2300,1119,811,2133,605,8598
POA3765,141,14,213,1184,1667,790,520,1214,186,5550
POA3766,3,0,8,177,376,173,144,127,26,1031
POA3767,11,0,25,207,338,188,121,158,33,1050
POA3770,8,8,43,567,788,396,282,501,148,2682
POA3775,28,5,71,641,1007,494,360,632,216,3357
POA3777,181,28,311,1697,2664,1333,901,1955,557,9112
POA3778,0,0,0,29,50,30,18,35,7,169
POA3779,5,0,12,72,151,69,51,69,42,453
POA3781,14,4,31,765,1030,497,396,595,324,3606
POA3782,72,16,121,1315,2035,1077,682,1160,256,6521
POA3783,5,3,29,414,594,300,205,306,222,2039
POA3785,0,0,0,10,19,9,9,5,0,54
POA3786,12,4,15,262,407,247,132,160,46,1253
POA3787,5,0,9,144,301,135,79,127,27,819
POA3788,5,0,14,273,482,235,174,216,72,1456
POA3789,3,0,3,53,80,52,26,30,6,239
POA3791,4,0,11,218,444,200,130,175,43,1208
POA3792,5,0,17,178,283,170,104,84,21,844
POA3793,31,3,63,609,880,478,316,529,135,2941
POA3795,6,0,21,219,305,162,107,230,46,1068
POA3796,25,9,76,1692,2397,1178,850,1524,194,7831
POA3797,73,6,102,535,828,418,339,698,274,3090
POA3799,56,19,118,885,1362,713,525,941,564,5005
POA3802,204,23,361,3696,4807,2134,1675,6721,1119,20150
POA3803,195,40,294,1521,1802,766,699,3669,667,9124
POA3804,89,47,189,1525,1746,879,694,1769,376,6987
POA3805,342,47,572,9194,11056,4821,3952,15068,2344,46432
POA3806,522,104,1003,8712,11315,4995,3563,10314,1758,40653
POA3807,33,13,92,1424,1786,818,559,1350,246,6181
POA3808,20,3,42,523,723,416,256,433,164,2512
POA3809,35,0,45,3002,4260,1560,1306,3998,644,14770
POA3810,418,135,799,8344,10886,4702,3789,12125,2466,42311
POA3812,10,8,37,421,584,284,209,363,174,2032
POA3813,3,5,15,186,223,115,95,118,69,809
POA3814,15,12,36,419,628,262,233,366,175,2076
POA3815,45,16,87,629,792,393,319,565,207,2904
POA3816,18,4,32,489,683,311,266,524,248,2527
POA3818,245,34,415,2668,3829,1863,1447,3256,775,13832
POA3820,317,52,576,3256,4687,2167,1606,3759,914,16383
POA3821,9,5,31,504,720,402,293,406,215,2537
POA3822,3,0,11,170,181,135,94,159,64,803
POA3823,17,5,38,325,520,251,217,354,93,1755
POA3824,50,49,150,804,1220,616,529,941,297,4403
POA3825,348,52,619,2914,4255,2152,1885,4995,1424,17625
POA3831,26,11,52,308,429,261,223,276,162,1661
POA3832,0,0,0,40,62,25,38,34,4,213
POA3833,0,0,6,38,71,49,40,60,48,303
POA3835,6,0,10,78,105,49,38,94,32,392
POA3840,246,84,497,2190,3222,1623,1448,4250,1485,14219
POA3842,32,7,47,679,1006,510,437,1008,351,3993
POA3844,378,153,765,4620,7003,3279,2474,6275,1779,25436
POA3847,12,3,24,333,453,246,218,415,212,1887
POA3850,256,72,466,2261,3402,1694,1259,3162,859,12637
POA3851,34,5,59,786,1241,665,532,1015,1178,5405
POA3852,0,0,0,78,44,6,3,69,3,204
POA3854,4,7,9,238,352,169,173,176,83,1196
POA3856,5,0,3,160,233,143,106,145,71,857
POA3857,0,0,3,54,82,54,36,61,42,331
POA3858,40,9,82,442,657,334,300,561,301,2596
POA3859,3,0,17,130,193,115,78,171,74,761
POA3860,78,21,166,1090,1625,835,726,1341,444,6063
POA3862,28,3,54,513,773,435,344,596,215,2879
POA3864,0,0,0,36,53,37,21,34,25,204
POA3865,4,0,10,75,104,57,40,118,47,447
POA3869,7,0,22,261,441,235,162,256,79,1431
POA3870,11,0,21,183,294,181,171,177,113,1117
POA3871,47,12,85,410,727,402,298,451,207,2501
POA3873,0,0,0,23,63,45,39,60,28,255
POA3874,6,4,10,101,132,89,65,118,47,552
POA3875,229,157,630,2909,4373,2355,1848,3711,1384,16577
POA3878,19,6,46,190,337,209,133,252,40,1171
POA3880,120,14,218,579,1081,627,456,917,190,3846
POA3882,8,5,24,201,304,173,133,226,51,1089
POA3885,15,7,36,248,437,263,213,254,139,1556
POA3886,0,4,7,44,87,70,36,67,35,339
POA3887,0,0,0,40,57,35,34,52,31,242
POA3888,63,17,119,451,733,441,398,624,340,2993
POA3889,3,0,5,16,31,22,23,46,27,162
POA3890,0,4,3,21,83,37,38,56,49,289
POA3891,4,0,0,13,25,19,9,9,20,101
POA3892,16,3,47,174,292,188,132,160,98,1044
POA3893,0,0,0,5,7,7,4,0,0,21
POA3895,6,0,4,38,48,23,32,24,14,175
POA3896,0,0,0,54,91,38,43,44,22,291
POA3898,4,8,19,105,169,95,59,96,113,635
POA3900,0,0,7,19,30,16,21,37,38,154
POA3902,0,0,3,61,82,60,40,84,49,372
POA3903,6,3,19,109,174,97,108,145,71,708
POA3904,5,3,31,260,496,311,200,295,105,1673
POA3909,156,47,291,1096,1783,978,886,1923,790,7456
POA3910,200,30,357,4116,5562,2381,1656,4413,764,18894
POA3911,26,4,53,619,846,356,269,696,137,2934
POA3912,141,76,359,2681,3639,1693,1162,2912,653,12747
POA3913,37,7,64,581,832,453,277,624,108,2872
POA3915,177,34,309,1529,2166,1016,769,2595,688,8771
POA3916,35,0,52,166,298,157,95,143,57,911
POA3918,31,3,59,662,1038,513,365,830,141,3546
POA3919,3,5,30,605,707,331,259,614,174,2686
POA3920,0,0,0,196,133,52,36,562,40,1015
POA3921,0,0,4,19,30,28,20,18,13,120
POA3922,142,88,339,1418,2499,1237,991,1764,685,8600
POA3923,5,0,16,112,236,120,77,133,70,756
POA3925,47,20,95,658,1119,582,369,635,430,3795
POA3926,39,6,100,524,880,527,360,362,173,2817
POA3927,18,0,36,267,543,303,147,188,122,1571
POA3928,0,4,10,71,111,71,48,67,36,407
POA3929,11,8,32,187,295,173,115,144,123,1027
POA3930,232,44,531,3163,4501,2493,1563,2613,545,14888
POA3931,563,305,1341,4299,6302,2981,1790,5166,1353,21895
POA3933,10,0,25,166,258,139,83,186,33,862
POA3934,275,69,618,3365,4866,2496,1556,3069,675,16033
POA3936,217,78,451,2221,3240,1573,1042,2606,880,11569
POA3937,7,12,33,297,468,215,164,190,119,1448
POA3938,40,14,90,556,867,437,313,545,192,2917
POA3939,311,107,636,2491,3621,1863,1285,3129,1164,13555
POA3940,333,120,665,742,1024,561,393,1400,473,4589
POA3941,205,63,395,2051,3133,1633,1171,2449,1007,11445
POA3942,26,15,83,425,765,388,258,414,216,2463
POA3943,29,13,68,327,575,266,164,318,190,1844
POA3944,9,6,38,112,238,126,92,125,65,759
POA3945,4,0,8,168,224,141,134,153,74,898
POA3946,0,0,9,55,72,31,40,36,21,257
POA3950,108,22,197,820,1059,671,506,949,255,4255
POA3951,0,0,9,166,244,156,109,110,66,850
POA3953,111,33,249,1267,1781,1028,807,1343,456,6675
POA3954,0,6,7,86,87,55,47,39,12,321
POA3956,31,9,60,437,751,393,349,435,207,2563
POA3957,5,0,4,52,61,52,31,38,14,242
POA3958,0,0,4,44,67,26,23,39,28,237
POA3959,10,5,16,185,310,187,127,150,81,1044
POA3960,71,11,136,368,671,386,276,475,213,2388
POA3962,9,9,26,125,242,125,89,149,88,818
POA3964,4,0,3,22,44,35,9,24,3,146
POA3965,0,0,8,27,43,27,35,43,34,204
POA3966,3,0,9,88,125,58,51,94,35,453
POA3967,0,0,5,20,21,17,20,17,8,97
POA3971,59,30,143,542,888,507,475,847,355,3615
POA3975,139,9,163,2376,3066,1401,1099,4873,641,13458
POA3976,122,15,190,3371,3895,1668,1586,8445,1525,20488
POA3977,656,131,1144,16607,21502,9194,7483,28739,4878,88410
POA3978,59,12,100,5365,7573,3295,2747,10488,1447,30926
POA3979,0,0,0,48,92,45,32,46,31,298
POA3980,15,0,43,587,764,364,285,658,205,2860
POA3981,66,24,126,809,1180,489,418,1110,267,4274
POA3984,55,25,122,1057,1612,860,639,1463,500,6133
POA3987,3,0,10,244,349,197,147,257,114,1310
POA3988,5,0,10,175,267,112,137,137,56,890
POA3990,0,0,0,17,33,16,17,12,11,110
POA3991,0,0,0,48,78,57,35,96,38,351
POA3992,4,0,16,221,292,138,124,204,84,1049
POA3995,203,64,423,1682,2616,1407,1075,2414,723,9908
POA3996,125,37,247,978,1778,1024,591,953,292,5613
POA4000,38,7,98,4492,4907,1228,683,6087,1738,19144
POA4005,128,74,291,4478,5461,1417,697,2920,1133,16112
POA4006,163,20,245,6286,6868,1424,687,5949,1902,23114
POA4007,172,19,307,3456,3974,1324,801,3151,870,13573
POA4008,4,0,4,56,55,29,12,66,122,344
POA4009,0,0,0,3,0,0,0,3,0,11
POA4010,31,20,91,839,970,272,112,703,237,3136
POA4011,94,25,249,3256,4134,1530,979,2711,536,13141
POA4012,196,27,400,4673,6443,2213,1259,4148,880,19619
POA4013,19,0,36,955,1279,467,292,880,177,4051
POA4014,161,66,328,2317,3367,1468,799,2167,444,10560
POA4017,385,100,781,6392,9483,4232,2457,6728,1246,30538
POA4018,237,86,485,2245,3194,1279,892,3297,533,11443
POA4019,263,37,483,3388,5020,2148,1383,4416,1103,17457
POA4020,387,98,834,4413,6402,2842,1834,5307,1243,22039
POA4021,215,44,354,1539,2020,951,703,2259,549,8019
POA4022,210,79,394,1176,1510,745,520,1815,365,6137
POA4025,0,0,0,51,55,20,15,77,91,306
POA4030,188,33,276,4111,5145,1724,859,3294,800,15927
POA4031,101,13,209,2848,4036,1499,754,2112,456,11707
POA4032,370,228,850,3291,4570,1665,1034,4122,1126,15801
POA4034,826,225,1666,7964,11221,4780,3160,9436,1974,38535
POA4035,240,43,511,4987,7039,3195,1905,4213,611,21953
POA4036,64,6,103,1184,1635,723,456,1309,232,5537
POA4037,18,3,40,1502,2078,927,521,945,125,6098
POA4051,129,26,316,5830,8249,3106,1537,4411,1097,24229
POA4053,471,60,925,8715,12893,5083,2931,7358,1516,38498
POA4054,108,42,331,2412,3722,1551,935,2249,378,11253
POA4055,200,20,319,3960,5884,2714,1649,2842,388,17429
POA4059,75,8,111,3163,3759,1170,570,2638,525,11830
POA4060,77,11,187,2704,3697,1544,809,1603,284,10656
POA4061,173,8,332,3051,4724,2355,1220,2011,274,13642
POA4064,38,18,94,2911,3610,1093,597,1778,462,10450
POA4065,91,31,184,1899,2809,1241,635,1052,277,7918
POA4066,66,18,177,4480,5353,1679,827,3357,651,16345
POA4067,31,11,119,3110,2702,999,573,2941,583,10907
POA4068,183,67,466,5435,6744,2644,1555,4193,796,21365
POA4069,519,123,1015,6051,9383,4619,2790,4538,786,28167
POA4070,46,9,149,2069,3067,1532,937,1542,251,9397
POA4073,248,7,328,1645,2477,1059,590,1611,174,7561
POA4074,209,11,389,4219,6327,2915,1738,3681,509,19379
POA4075,231,63,532,4691,6833,2910,1601,3643,765,20443
POA4076,38,7,62,833,1004,395,306,1314,3618,7469
POA4077,336,76,629,4644,5603,2266,2001,10896,2245,27652
POA4078,173,23,294,4208,5755,2327,1658,5964,893,20809
POA4101,126,76,311,7788,9537,2705,1429,7337,2692,31487
POA4102,91,28,161,2524,2788,804,388,2703,664,9867
POA4103,70,11,145,3421,4305,1361,671,2729,560,13045
POA4104,131,11,245,1497,2060,737,370,1136,299,6100
POA4105,93,17,202,2681,3988,1454,778,2138,511,11544
POA4106,55,3,69,284,386,109,98,431,97,1413
POA4107,110,12,181,1135,1748,691,409,1221,218,5426
POA4108,44,3,93,1027,1253,523,331,1775,360,5267
POA4109,459,53,791,5870,6943,3371,2553,11006,1866,31609
POA4110,97,16,159,2244,3132,1373,1039,3937,821,12545
POA4111,4,0,13,245,278,96,58,228,70,970
POA4112,35,5,67,1502,1694,778,675,1758,267,6678
POA4113,294,24,453,4721,5844,2693,1932,7780,1230,24205
POA4114,189,104,375,3528,4147,1842,1785,8657,2920,22877
POA4115,223,16,319,3174,4200,1891,1339,4614,582,15805
POA4116,111,70,277,4148,5116,2455,1909,6701,989,21319
POA4117,0,0,3,351,499,182,192,627,174,2025
POA4118,191,8,275,4748,6335,2760,2061,7229,1395,24535
POA4119,18,0,37,1077,1387,542,468,1526,253,5251
POA4120,61,13,119,2318,3002,920,427,1954,474,9101
POA4121,279,72,565,4778,6917,2968,1577,3502,789,20536
POA4122,558,116,1119,8409,11085,4669,2943,9450,1817,38371
POA4123,91,23,207,3771,5160,2326,1645,4111,672,17681
POA4124,161,33,274,3573,4927,2235,1692,4677,978,18084
POA4125,84,18,162,1862,2521,1138,922,3014,799,10258
POA4127,323,37,473,4275,5892,2566,1832,5919,1313,21792
POA4128,64,5,130,2976,4142,1835,1179,2898,518,13546
POA4129,18,3,40,1089,1460,643,443,1312,255,5199
POA4130,92,8,142,1595,2281,1040,674,1553,238,7382
POA4131,39,14,84,1614,2001,782,722,3078,1023,9215
POA4132,71,26,136,3397,3978,1763,1558,6979,1932,19604
POA4133,212,39,361,3037,4171,1681,1434,5339,1596,17254
POA4151,222,44,411,3845,5255,1676,934,3139,596,15449
POA4152,498,78,1007,9128,12536,5291,3036,7473,1240,38698
POA4153,27,3,58,807,1049,581,319,732,129,3612
POA4154,30,6,70,2022,2772,1308,714,1467,189,8480
POA4155,10,3,23,273,341,175,128,220,65,1200
POA4156,12,0,26,609,799,408,285,522,62,2689
POA4157,161,60,330,3474,4846,2144,1425,3560,740,16195
POA4158,33,0,54,615,996,414,269,696,134,3129
POA4159,126,179,429,2622,3534,1701,1100,2524,683,12160
POA4160,193,73,432,3481,4987,2286,1281,3162,501,15690
POA4161,129,61,255,2808,3975,1706,1165,3028,583,13257
POA4163,245,214,699,2862,3863,1804,1141,3233,849,13754
POA4164,135,91,324,3422,4643,2037,1255,3168,597,15129
POA4165,551,89,1054,6835,9530,4565,2881,6880,1213,31901
POA4169,142,5,232,3791,4558,1140,660,3467,990,14601
POA4170,199,28,381,5709,7733,2685,1416,4260,1091,22884
POA4171,77,27,183,3440,4772,1681,997,2204,597,13688
POA4172,15,4,35,996,1340,435,256,824,192,4043
POA4173,57,7,119,1487,2140,913,542,1534,271,6893
POA4174,18,0,26,508,694,264,190,530,104,2289
POA4178,351,137,750,4609,6761,2771,1755,4932,1105,21933
POA4179,198,78,482,3668,5207,2249,1380,3027,694,16230
POA4183,11,8,38,299,525,280,165,348,223,1842
POA4184,74,27,171,1070,1861,1171,955,1998,737,7784
POA4205,225,134,431,838,1184,579,426,1767,582,5374
POA4207,475,73,837,9799,13729,6176,4752,14503,4115,53078
POA4208,90,7,179,3909,5419,2357,1690,4005,892,18278
POA4209,190,103,372,11389,15057,6099,4851,13750,3901,55050
POA4210,68,10,140,3757,5192,2320,1530,3880,764,17446
POA4211,517,121,1011,10355,14195,6313,4224,12568,2773,50431
POA4212,410,153,810,5787,7774,3673,2318,6823,1756,28135
POA4213,222,113,498,5047,7213,3381,2377,5137,1425,24578
POA4214,393,245,924,6671,8447,3773,2577,8497,2277,32240
POA4215,1019,262,1738,9837,11697,4286,2966,15830,4284,48896
POA4216,731,157,1367,6565,9113,4091,2701,9845,2471,34789
POA4217,348,137,849,8080,9649,3820,2351,11647,4660,40202
POA4218,383,69,784,6904,8245,3273,1933,7810,2462,30629
POA4220,408,144,865,6159,7838,3126,1839,6467,1952,27378
POA4221,346,65,698,5249,6909,2934,1896,5483,1436,23900
POA4223,123,121,397,2557,3640,1709,1098,2568,755,12321
POA4224,57,83,204,1213,1702,699,405,1349,541,5910
POA4225,127,78,322,1626,2071,786,443,2047,684,7667
POA4226,520,272,1131,6590,8472,3690,2396,8137,1794,31079
POA4227,124,156,361,4318,5343,2176,1329,4762,1235,19166
POA4228,68,32,141,814,1258,692,483,874,312,4434
POA4270,17,5,32,650,1007,512,396,737,215,3513
POA4272,64,26,197,1191,2066,1103,825,1154,444,6791
POA4275,12,0,32,627,871,494,368,513,287,3163
POA4280,88,10,143,3007,4573,2067,1615,3891,1127,16280
POA4285,203,90,415,3150,4455,2278,1874,4327,1264,17359
POA4287,6,3,19,93,148,87,69,136,263,801
POA4300,155,27,299,10190,14334,6032,4385,13189,2913,51039
POA4301,87,26,190,4807,6536,2559,2282,8221,1905,26309
POA4303,76,7,104,516,697,333,255,1136,400,3342
POA4304,159,30,335,2679,3759,1659,1281,3896,1025,14312
POA4305,619,262,1386,9718,13930,6035,4664,13499,3363,51201
POA4306,119,18,241,6733,10111,4685,3321,6779,2597,34224
POA4307,7,4,15,260,368,175,171,234,90,1294
POA4309,22,11,67,480,716,432,346,517,248,2738
POA4310,121,33,233,856,1302,777,680,1127,373,5122
POA4311,51,31,119,1437,2061,1082,1047,2130,621,8384
POA4312,17,8,49,339,592,343,348,515,166,2302
POA4313,39,0,60,345,465,266,258,502,114,1952
POA4314,17,3,44,386,612,360,426,717,307,2810
POA4340,30,60,118,827,1293,651,486,1016,638,4911
POA4341,101,75,264,2183,3343,1683,1508,3110,880,12702
POA4342,12,9,42,410,597,248,232,566,174,2230
POA4343,150,25,253,1808,2177,1100,898,3020,1137,10150
POA4344,11,5,29,384,572,293,262,418,258,2186
POA4346,4,3,13,143,264,117,98,118,55,799
POA4347,11,0,25,195,266,179,120,294,54,1112
POA4350,1727,372,3283,18633,25824,11064,7865,24528,5465,93382
POA4352,139,28,333,4946,7431,3677,2716,4198,1155,24125
POA4353,0,0,3,58,72,31,50,47,27,276
POA4354,3,3,18,226,250,139,122,216,82,1038
POA4355,37,74,139,396,526,324,314,495,347,2406
POA4356,141,18,226,752,993,513,447,1016,409,4127
POA4357,45,11,68,345,443,274,221,612,224,2117
POA4358,13,0,24,433,649,288,260,456,191,2268
POA4359,5,4,10,206,322,142,151,164,125,1115
