POA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
POA3334,0,13,14,161,0,188,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,15,0,26,32,17,6,158,0,213,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,21,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,73,0,78,6,3,0,13,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,16,0,0,0,0,0,0,5,0,0,0,0,5,3,0,5,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,32,0,53,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,9,8,0,0,6,0,14,0,0,0,3,67,70,81,28,21,338,71,539
POA3335,190,141,62,540,9,942,0,5,0,47,0,52,116,4,4,9,0,133,31,21,3,17,0,72,20,5,0,17,0,42,228,76,55,503,10,872,397,10,20,6,0,433,8,0,5,8,0,21,28,4,4,46,0,82,36,16,4,33,0,89,9,5,0,0,0,14,824,12,8,8,0,852,47,17,23,124,3,214,88,44,15,90,0,237,14,0,0,0,0,14,21,0,0,5,0,26,56,3,7,9,0,75,168,45,29,115,0,357,28,3,5,3,0,39,28,13,0,3,0,44,16,5,0,21,0,42,10,0,0,0,0,10,71,6,0,0,4,81,35,14,14,119,0,182,43,6,3,7,0,59,10,0,0,0,0,10,35,0,0,0,0,35,40,7,0,0,0,47,140,0,10,6,0,156,3,0,0,3,0,6,1790,90,47,81,10,2018,85,3,5,13,364,470,4008,349,194,1253,406,6210
POA3336,563,320,180,1173,19,2255,4,6,3,58,0,71,342,11,11,19,0,383,211,38,24,93,0,366,20,11,3,32,0,66,535,179,120,798,18,1650,1347,17,39,8,3,1414,12,6,5,19,0,42,61,26,17,95,4,203,156,55,22,161,0,394,19,7,3,10,0,39,2878,30,10,12,0,2930,80,35,28,182,0,325,344,170,77,513,0,1104,19,0,0,0,0,19,95,25,12,22,0,154,329,60,36,114,0,539,389,158,85,408,5,1045,57,4,0,7,0,68,50,3,7,4,0,64,83,31,12,44,0,170,27,0,3,3,0,33,135,10,4,0,4,153,63,18,21,129,4,235,114,19,21,28,6,188,41,11,0,0,0,52,122,0,9,15,0,146,230,11,7,9,0,257,455,22,6,18,0,501,0,9,9,6,0,24,5363,219,151,214,16,5963,252,11,7,17,592,879,12694,948,603,2838,657,17740
POA3337,722,1342,947,8805,122,11938,24,45,26,730,0,825,516,28,24,36,8,612,287,49,37,93,0,466,190,57,39,161,0,447,2250,1074,823,7307,100,11554,847,16,118,14,9,1004,63,16,0,37,0,116,384,118,71,622,8,1203,250,96,43,193,0,582,78,17,11,36,0,142,1579,56,15,18,7,1675,418,227,130,2015,26,2816,623,227,122,809,8,1789,35,0,7,0,0,42,131,37,6,26,3,203,271,40,24,65,5,405,1131,275,174,852,22,2454,278,29,50,17,4,378,194,58,47,33,5,337,208,54,43,129,5,439,35,3,5,19,0,62,729,36,20,9,6,800,577,224,196,1648,14,2659,301,44,21,44,0,410,64,8,8,0,6,86,187,13,14,26,4,244,136,18,3,10,0,167,391,10,37,10,0,448,69,14,8,70,0,161,5905,385,262,426,44,7022,375,18,22,181,2564,3160,16198,2720,1953,16968,2887,40726
POA3338,892,1054,656,6435,96,9133,16,30,14,442,3,505,505,7,36,57,7,612,158,17,18,63,6,262,154,70,33,114,0,371,1866,765,558,5141,98,8428,1308,25,71,11,0,1415,70,5,5,35,3,118,271,87,69,530,5,962,152,39,28,111,3,333,59,13,3,30,0,105,3056,31,12,11,9,3119,296,143,101,1326,14,1880,368,175,83,574,11,1211,47,0,3,0,0,50,86,10,16,26,0,138,119,27,8,40,0,194,564,182,113,534,14,1407,272,29,30,18,0,349,159,36,37,25,4,261,162,30,13,110,3,318,40,8,3,25,0,76,801,33,23,3,3,863,372,184,108,1207,9,1880,157,19,10,26,5,217,55,10,5,10,5,85,141,16,3,26,0,186,208,7,0,10,0,225,269,6,15,4,3,297,48,16,10,60,0,134,9083,355,230,346,52,10066,471,15,18,132,2186,2822,19131,2020,1393,12025,2489,37058
POA3340,217,1070,740,7871,76,9974,3,24,13,329,4,373,131,8,12,45,0,196,136,28,13,80,3,260,213,80,50,207,3,553,1454,874,687,6643,97,9755,139,12,25,0,0,176,32,12,5,40,0,89,237,99,68,660,5,1069,106,36,14,105,0,261,64,12,9,31,0,116,552,33,17,18,0,620,318,175,143,2323,20,2979,330,143,67,564,5,1109,13,3,0,0,0,16,26,14,0,16,0,56,47,7,4,16,0,74,434,159,94,430,7,1124,72,10,17,5,0,104,105,46,50,20,0,221,127,43,27,106,0,303,13,0,0,16,0,29,63,12,4,0,0,79,434,213,162,1941,22,2772,80,11,18,24,3,136,53,6,8,7,0,74,66,13,7,20,0,106,38,9,5,9,0,61,62,0,8,0,0,70,48,14,17,53,0,132,1457,222,164,328,21,2192,59,17,15,179,999,1269,5796,1938,1397,15268,1225,25624
POA3341,6,69,58,537,8,678,0,0,6,12,0,18,0,0,0,3,0,3,6,0,0,0,0,6,15,5,4,17,0,41,110,59,53,438,5,665,4,0,0,0,0,4,3,0,4,8,0,15,30,8,8,39,0,85,10,0,3,7,0,20,5,3,0,0,0,8,0,0,0,0,0,0,26,17,15,141,0,199,26,10,3,35,0,74,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,26,11,3,20,0,60,0,0,0,0,0,0,5,3,7,0,0,15,9,3,0,4,0,16,3,0,0,0,0,3,0,0,0,0,0,0,31,20,9,128,0,188,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,57,14,14,18,4,107,3,0,0,12,79,94,306,135,98,1005,96,1640
POA3342,30,184,86,1332,26,1658,0,3,0,47,0,50,11,0,0,5,0,16,16,0,0,4,3,23,35,11,3,20,0,69,280,128,97,1111,18,1634,7,0,4,0,0,11,4,0,4,9,0,17,34,30,12,108,0,184,10,9,0,10,0,29,7,0,4,0,0,11,11,3,3,0,0,17,76,33,21,433,10,573,41,9,5,57,0,112,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,3,0,18,65,22,6,57,0,150,8,0,0,3,0,11,10,3,0,4,0,17,20,0,7,9,0,36,3,0,0,3,0,6,0,0,0,0,0,0,76,39,15,346,3,479,9,0,3,5,0,17,4,5,0,5,0,14,3,0,0,3,0,6,3,3,0,0,0,6,0,0,0,0,0,0,7,4,0,13,0,24,110,41,24,45,5,225,7,10,3,21,148,189,709,319,177,2537,196,3938
POA3345,18,64,44,436,7,569,0,4,0,16,0,20,4,0,0,0,0,4,8,0,0,6,0,14,18,7,5,9,0,39,118,49,24,334,14,539,3,0,0,0,0,3,0,3,0,5,0,8,14,9,0,42,0,65,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,28,8,3,163,0,202,14,10,8,21,0,53,0,0,0,0,0,0,5,4,0,5,0,14,5,0,0,0,0,5,33,10,3,27,3,76,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,11,4,0,5,0,0,9,0,0,0,0,0,0,31,13,11,106,3,164,3,0,0,0,0,3,5,0,0,5,0,10,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,8,0,0,4,0,12,34,10,6,12,0,62,7,0,0,0,68,75,297,114,64,828,87,1390
POA3350,290,2003,1445,20883,222,24843,10,44,31,914,13,1012,933,33,71,280,6,1323,168,40,19,123,0,350,532,290,173,800,7,1802,2610,1863,1373,21500,219,27565,314,14,73,16,4,421,95,31,18,185,0,329,401,195,143,2231,11,2981,158,45,16,179,0,398,69,24,8,55,0,156,1315,41,19,35,4,1414,712,558,383,9250,46,10949,340,207,81,1273,6,1907,61,4,6,8,0,79,20,20,4,42,0,86,19,0,3,29,0,51,92,55,25,195,0,367,59,38,17,27,0,141,131,81,53,68,0,333,146,50,32,175,0,403,88,10,5,37,0,140,18,4,3,0,0,25,730,615,373,6872,41,8631,66,17,11,25,0,119,89,29,20,20,3,161,94,14,12,56,0,176,85,21,17,18,0,141,126,6,11,6,0,149,98,46,31,234,4,413,2815,450,384,978,28,4655,112,17,9,404,2854,3396,10397,3865,2726,45659,3372,66019
POA3351,39,260,231,3337,52,3919,4,5,0,159,0,168,26,0,3,19,0,48,16,4,0,3,3,26,102,43,25,142,0,312,448,248,184,2910,46,3836,36,0,7,4,0,47,8,0,4,32,0,44,82,28,32,290,0,432,13,0,0,14,0,27,16,5,6,8,0,35,33,4,0,0,0,37,79,52,41,966,11,1149,45,22,14,151,5,237,0,0,0,0,0,0,3,4,0,0,0,7,12,9,0,5,0,26,50,20,8,37,3,118,22,0,0,0,0,22,18,20,5,4,0,47,18,5,3,16,0,42,5,3,0,0,0,8,0,0,0,0,0,0,126,72,46,871,3,1118,6,0,0,0,0,6,6,4,0,0,0,10,10,0,6,6,3,25,4,0,0,0,0,4,3,0,0,3,0,6,15,7,4,25,3,54,159,30,34,81,6,310,5,0,3,104,473,585,1128,501,372,6521,574,9096
POA3352,71,481,445,6853,67,7917,0,14,7,260,3,284,70,7,9,55,0,141,42,4,7,29,0,82,174,91,57,240,3,565,749,458,412,6118,43,7780,57,0,19,3,0,79,27,0,6,42,0,75,177,44,34,554,9,818,27,15,7,31,0,80,20,4,0,8,0,32,143,9,6,3,0,161,167,117,101,2496,30,2911,80,41,26,296,6,449,3,0,0,0,0,3,6,0,0,10,0,16,13,0,0,6,0,19,66,32,17,76,0,191,13,5,4,5,0,27,39,18,15,11,0,83,39,17,9,38,0,103,12,3,9,13,0,37,9,0,6,0,0,15,198,137,106,1882,15,2338,26,8,4,12,0,50,32,7,0,0,0,39,15,7,8,18,0,48,17,5,0,0,0,22,11,3,0,0,0,14,24,8,14,80,0,126,481,87,71,211,4,854,26,0,14,122,1100,1262,2241,934,795,13709,1240,18919
POA3355,54,369,218,4599,99,5339,9,13,3,314,6,345,227,4,13,33,3,280,26,3,3,12,0,44,122,36,30,134,0,322,424,323,214,4278,113,5352,174,0,15,0,6,195,12,0,0,25,0,37,62,19,17,393,4,495,10,6,4,19,0,39,14,3,0,3,0,20,105,5,0,17,0,127,101,71,46,1450,15,1683,51,32,12,209,5,309,3,0,3,0,0,6,3,0,0,7,0,10,8,0,0,4,0,12,15,14,0,33,0,62,7,6,3,8,0,24,25,13,14,11,0,63,35,12,0,24,0,71,14,0,0,5,0,19,6,0,0,0,0,6,122,93,65,1227,22,1529,10,4,0,0,0,14,23,4,0,4,0,31,17,0,0,3,0,20,10,0,0,5,0,15,29,0,0,0,0,29,16,16,5,37,0,74,355,64,41,151,0,611,26,3,6,112,742,889,1755,640,412,9282,973,13062
POA3356,78,477,307,5430,88,6380,0,8,7,339,10,364,75,3,0,54,3,135,42,8,3,25,0,78,170,80,42,166,5,463,530,423,311,5214,98,6576,118,9,27,3,0,157,12,3,3,31,0,49,84,44,31,484,5,648,19,4,4,31,0,58,22,3,0,5,0,30,155,8,0,0,0,163,110,92,50,1594,27,1873,57,40,13,227,4,341,9,0,0,0,0,9,5,0,0,0,0,5,9,3,0,0,0,12,23,6,9,43,0,81,18,10,7,11,0,46,35,31,12,14,5,97,35,13,7,37,7,99,25,4,0,11,0,40,10,5,0,0,0,15,158,110,67,1362,16,1713,14,5,7,0,0,26,11,11,3,4,3,32,14,0,0,12,0,26,6,0,0,0,0,6,23,0,5,0,0,28,31,11,5,47,0,94,506,74,41,174,8,803,26,6,5,176,900,1113,2001,848,577,11061,1117,15604
POA3357,10,124,93,1353,22,1602,0,7,0,37,0,44,7,0,0,17,0,24,3,4,0,10,0,17,40,16,4,37,0,97,238,117,86,1214,3,1658,8,6,0,3,0,17,4,0,0,11,0,15,34,7,9,102,0,152,11,0,0,7,0,18,7,0,3,10,0,20,8,0,0,0,0,8,48,31,20,563,5,667,27,3,4,58,0,92,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,0,0,9,0,17,0,0,3,3,0,6,7,0,0,0,0,7,15,3,8,16,0,42,3,0,0,3,0,6,0,0,0,0,0,0,49,33,30,491,4,607,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,4,0,0,0,7,0,0,0,0,0,0,4,0,0,20,0,24,71,30,19,58,0,178,0,0,0,23,129,152,474,229,163,2772,167,3805
POA3358,20,113,64,1267,9,1473,0,7,0,66,0,73,43,4,7,11,0,65,0,0,0,7,0,7,24,19,9,49,0,101,68,100,54,1144,5,1371,38,3,3,3,0,47,6,3,0,10,0,19,16,15,10,109,3,153,4,4,0,14,0,22,4,0,0,4,0,8,83,7,3,0,0,93,12,22,9,335,0,378,8,8,0,75,3,94,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0,26,0,33,3,0,0,0,0,3,9,4,0,0,0,13,9,4,0,8,0,21,0,0,0,0,0,0,0,0,4,0,0,4,19,28,16,333,4,400,0,0,0,7,0,7,0,0,3,0,0,3,3,0,0,5,0,8,13,0,0,0,0,13,5,0,0,0,0,5,0,6,3,13,0,22,189,21,20,37,3,270,3,5,7,55,87,157,509,211,116,2502,103,3441
POA3360,5,15,21,279,15,335,0,0,0,5,0,5,3,0,0,5,0,8,0,0,0,0,0,0,11,6,6,9,0,32,69,31,17,243,4,364,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,21,0,38,5,0,0,3,0,8,0,0,0,3,0,3,0,0,0,0,0,0,3,9,0,87,0,99,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,12,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,8,4,96,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,9,15,3,0,11,0,29,0,0,0,4,25,29,128,48,31,549,45,801
POA3361,3,11,11,265,5,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,37,15,25,195,4,276,4,0,0,0,0,4,4,0,0,0,0,4,4,6,3,13,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,102,0,121,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,83,0,101,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,5,0,18,0,0,0,14,58,72,70,26,35,489,71,691
POA3363,16,104,58,1219,15,1412,0,0,0,38,0,38,7,0,0,6,0,13,3,3,0,0,0,6,58,16,15,49,0,138,173,99,80,1142,19,1513,11,0,4,0,0,15,3,0,6,3,0,12,40,12,11,125,0,188,11,3,0,4,0,18,0,0,0,0,0,0,4,4,0,0,0,8,46,26,17,434,0,523,16,10,4,81,0,111,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,4,0,0,0,0,4,14,4,4,0,0,22,13,6,0,6,0,25,5,3,0,0,0,8,0,0,0,0,0,0,33,38,19,375,3,468,4,0,0,4,0,8,0,4,0,0,0,4,0,0,0,8,0,8,3,0,0,0,0,3,3,0,0,0,0,3,4,7,0,13,0,24,85,14,3,35,0,137,6,5,0,37,294,342,457,209,118,2481,336,3601
POA3364,3,55,46,748,10,862,0,0,0,20,0,20,8,0,0,3,0,11,6,9,0,0,0,15,14,13,11,38,0,76,105,60,46,748,6,965,3,0,0,0,0,3,3,0,0,3,0,6,19,5,5,61,0,90,5,0,0,7,0,12,0,0,0,0,0,0,3,3,0,0,0,6,25,16,6,315,4,366,13,3,3,55,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,6,4,0,36,3,0,0,0,0,3,6,3,3,0,0,12,8,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,25,6,14,300,5,350,3,4,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,10,0,21,30,10,7,35,0,82,4,0,0,22,165,191,255,108,90,1634,183,2270
POA3370,14,62,36,618,16,746,0,0,0,42,0,42,12,0,0,11,0,23,5,0,0,3,0,8,25,4,7,15,0,51,142,59,52,535,24,812,6,0,3,0,0,9,0,0,0,4,0,4,29,7,0,45,3,84,3,0,0,4,0,7,8,0,0,0,0,8,0,0,0,0,0,0,29,14,11,199,0,253,16,9,6,27,0,58,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,9,9,9,0,10,0,28,0,0,0,0,0,0,7,0,6,4,0,17,6,3,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,45,17,14,171,0,247,0,5,0,0,0,5,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,8,0,12,48,12,4,29,0,93,9,0,0,21,94,124,331,111,82,1246,130,1900
POA3371,4,26,26,345,5,406,0,0,0,22,0,22,3,0,0,3,0,6,0,0,0,3,0,3,18,5,0,6,0,29,72,28,23,318,12,453,0,0,0,0,0,0,0,0,0,5,0,5,18,3,3,25,0,49,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,16,3,5,112,0,136,8,4,0,19,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,11,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,5,0,11,3,0,0,0,0,3,0,0,0,0,0,0,13,3,0,109,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,5,11,0,36,0,0,0,5,154,159,168,48,37,660,171,1084
POA3373,8,63,68,865,21,1025,0,0,0,35,0,35,3,0,0,11,0,14,8,0,0,0,0,8,26,5,0,20,0,51,140,61,61,769,30,1061,5,0,5,0,0,10,0,0,0,3,0,3,26,8,0,56,0,90,9,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,23,11,4,282,5,325,8,3,3,27,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,0,0,0,0,7,4,0,0,0,0,4,8,4,0,0,0,12,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,33,16,18,254,7,328,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,13,43,9,19,18,0,89,0,0,0,40,165,205,290,107,106,1731,222,2456
POA3374,0,4,16,150,0,170,0,0,0,5,0,5,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,4,25,0,14,148,6,193,4,0,3,0,0,7,0,0,0,0,0,0,5,0,4,19,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,49,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,0,0,0,6,0,0,0,6,26,32,48,11,24,309,33,425
POA3375,0,8,6,84,3,101,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,3,70,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,13,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,3,0,0,0,6,3,9,27,13,12,178,6,236
POA3377,64,197,143,3254,80,3738,5,3,0,122,0,130,83,0,5,10,0,98,12,4,0,7,0,23,41,16,9,38,0,104,306,203,143,2907,74,3633,69,0,7,0,0,76,6,4,0,22,0,32,61,35,23,402,12,533,7,0,0,8,0,15,16,0,5,7,0,28,113,0,3,4,0,120,49,52,39,874,9,1023,39,21,11,116,3,190,9,0,0,0,0,9,11,0,0,0,0,11,0,0,0,9,0,9,7,0,0,11,0,18,31,12,5,12,6,66,9,8,0,8,0,25,13,3,0,10,0,26,0,0,0,0,0,0,35,0,0,4,0,39,76,54,43,970,11,1154,10,0,0,0,0,10,3,0,0,0,0,3,4,0,0,5,0,9,10,0,0,0,0,10,21,0,3,0,0,24,7,6,0,16,4,33,256,30,21,87,5,399,17,0,0,99,1189,1305,1159,393,267,6426,1357,9602
POA3378,0,0,0,73,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,40,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,17,3,0,3,122,14,142
POA3379,4,19,15,280,0,318,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,10,36,19,14,252,3,324,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,21,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,74,0,89,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,4,84,0,107,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,5,0,22,0,0,0,4,58,62,91,32,33,529,64,749
