POA_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA4133,0,27,15,66,7,0,0,0,0,123,0,0,6,18,18,17,13,6,0,76,0,15,35,101,55,42,20,5,0,260,0,0,0,7,0,0,4,5,0,18,0,3,17,68,43,36,26,6,0,204,0,0,5,5,9,17,18,21,0,72,0,0,0,4,7,5,3,0,0,21,0,4,6,51,10,13,7,15,0,110,0,0,4,38,5,3,6,0,0,65,4,4,0,22,9,5,10,0,0,53,0,3,5,52,4,8,0,0,0,67,0,0,0,0,7,0,0,0,0,9,0,11,4,17,0,6,4,0,0,40,4,5,0,27,20,19,8,0,0,84,0,0,0,3,4,7,5,4,0,21,0,0,4,8,7,0,0,4,0,23,14,61,156,349,140,117,67,29,14,948,135,272,256,550,176,150,113,90,40,1773,1884,3338,3093,6702,2332,2078,1657,1029,361,22472
POA4151,0,0,0,13,0,0,0,0,0,11,0,0,4,14,16,12,8,0,0,51,0,11,7,97,21,13,7,4,0,163,0,0,0,4,0,5,0,0,0,10,0,0,0,3,0,3,0,0,0,9,0,0,3,17,18,11,12,9,3,71,0,0,4,30,8,0,0,0,0,43,0,4,13,74,23,8,8,5,0,137,5,9,9,63,10,6,0,5,0,107,0,0,0,35,0,0,0,0,0,41,0,3,4,37,8,3,0,0,0,52,0,4,0,4,0,4,0,0,0,13,4,13,11,38,10,11,9,0,0,100,0,6,6,21,7,7,5,4,0,66,0,0,0,7,0,3,3,0,0,22,0,0,5,12,0,0,0,0,0,23,0,24,40,331,72,66,38,31,18,620,23,34,72,208,82,52,50,37,41,598,902,1783,2510,6539,2399,1743,1146,700,411,18132
POA4152,0,4,4,27,10,0,0,0,0,43,0,3,14,40,42,31,17,5,3,163,0,12,34,118,63,61,41,3,4,336,6,0,0,32,10,16,19,7,4,100,0,0,0,3,0,3,3,3,0,19,0,10,3,42,36,36,39,30,13,214,0,8,15,47,27,24,6,8,4,139,0,44,110,244,166,93,30,14,7,704,0,0,29,66,50,60,35,17,4,263,3,6,4,87,19,22,21,0,0,158,0,9,6,41,18,5,6,0,0,95,0,0,0,11,0,3,0,0,0,16,4,18,29,71,36,27,14,4,0,201,0,9,17,56,65,65,46,14,4,287,0,0,5,21,8,13,6,0,0,52,0,0,8,49,27,19,10,0,0,113,10,56,106,588,266,230,163,100,27,1533,56,125,115,375,146,120,91,77,75,1189,2863,6012,5858,13524,6617,5394,3998,2309,1007,47570
POA4153,0,0,0,5,0,0,0,0,0,5,0,0,0,3,3,3,3,0,0,8,0,0,3,11,10,4,5,0,0,34,0,0,0,5,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,5,4,0,26,0,4,3,3,3,3,0,0,0,18,0,6,8,13,9,8,4,0,0,49,0,0,0,16,5,3,4,0,0,26,0,0,3,6,5,9,4,0,0,31,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,15,0,0,0,6,8,6,4,0,0,28,0,3,0,0,3,0,0,0,0,10,0,0,0,4,3,3,0,0,0,9,0,7,10,43,25,33,17,8,0,149,4,21,14,27,20,15,11,0,9,127,280,616,576,1079,685,600,430,179,58,4498
POA4154,0,0,3,8,3,0,0,0,0,15,0,0,3,3,11,4,4,0,0,20,0,3,13,18,17,12,8,0,0,73,0,0,0,3,6,0,0,0,0,12,0,0,0,0,4,0,0,0,0,13,0,6,3,15,20,8,21,4,0,81,0,7,5,9,4,0,3,0,0,26,0,61,55,156,104,46,16,7,0,448,0,0,4,24,7,0,10,4,0,46,0,9,0,17,0,3,8,0,0,33,0,0,0,5,0,6,0,0,0,12,0,0,0,0,0,0,0,3,0,14,0,7,12,25,8,3,0,0,0,54,0,0,0,4,4,3,0,0,0,16,0,0,0,6,5,0,0,0,0,18,0,0,0,16,7,8,0,0,0,29,0,24,18,78,57,46,23,4,0,259,7,30,32,52,26,21,20,9,3,198,768,2203,1421,2949,1914,1103,732,298,70,11449
POA4155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,4,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,0,21,0,0,3,19,0,10,8,0,0,41,57,221,222,235,243,198,184,85,23,1475
POA4156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,12,0,0,0,0,10,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,20,0,0,0,6,0,0,0,0,0,4,0,7,13,14,21,14,0,0,0,77,0,7,10,11,19,8,9,0,0,66,0,4,6,7,15,0,6,5,0,44,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,6,0,0,0,19,0,0,0,11,10,3,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,13,28,20,27,17,8,0,122,0,9,10,14,5,10,9,9,0,54,139,557,532,672,611,444,293,115,26,3388
POA4157,0,0,0,12,0,0,0,0,0,14,0,4,4,17,11,15,8,4,0,65,0,13,12,91,33,28,29,4,0,212,0,0,0,5,0,6,9,7,0,26,0,5,6,8,0,0,3,3,0,19,0,0,0,5,14,28,27,27,8,107,0,0,0,3,3,9,8,3,0,22,0,11,32,86,64,50,16,9,4,267,0,0,0,9,5,5,4,0,0,26,0,0,0,7,4,0,0,0,0,14,0,6,5,16,9,3,0,0,0,35,0,0,0,3,7,0,0,0,0,18,0,3,10,26,7,13,5,0,0,63,0,0,3,4,9,4,0,0,0,33,0,0,0,8,0,3,3,4,0,20,0,0,0,8,12,14,11,3,0,37,3,0,11,124,59,62,65,31,12,366,37,101,71,177,98,85,104,42,17,732,1130,2451,2278,5145,2546,2656,2201,1037,330,19771
POA4158,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,13,0,0,4,10,7,6,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,11,4,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,4,12,4,0,32,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,0,9,0,0,0,15,23,12,16,5,3,76,3,20,10,42,13,20,16,11,3,130,226,526,359,1021,492,516,484,200,54,3877
POA4159,0,0,0,0,0,0,0,0,0,0,0,0,3,10,24,12,8,0,0,54,0,5,5,18,19,15,5,0,3,70,0,0,0,0,7,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,13,18,32,23,22,19,4,130,0,0,0,0,0,4,3,0,0,11,4,17,33,79,61,41,20,13,0,265,0,0,0,3,0,3,4,0,0,21,0,0,0,16,7,3,7,0,0,31,0,7,0,17,5,7,5,0,0,39,0,0,0,0,0,0,0,0,0,0,0,3,9,12,10,9,8,3,0,51,0,3,0,8,7,11,10,0,0,38,0,4,0,6,12,6,4,0,4,31,0,0,0,6,3,0,0,0,0,19,0,9,14,66,36,59,53,24,30,285,17,34,36,82,57,46,39,36,29,380,746,1908,1699,3336,2020,1867,1769,1041,429,14816
POA4160,0,0,0,4,0,0,0,0,0,10,0,3,0,11,19,10,9,0,0,55,3,4,5,24,14,12,12,4,0,77,0,3,0,12,5,6,0,7,0,35,0,0,0,3,5,4,4,0,0,12,0,4,12,21,32,53,39,17,17,192,0,3,3,8,8,5,0,0,0,25,0,36,81,135,128,84,30,14,10,521,0,0,0,8,0,8,6,0,0,22,0,0,4,5,13,0,0,0,0,21,0,0,4,21,0,3,0,0,0,26,0,0,0,0,0,4,0,0,0,3,0,8,13,14,10,15,13,9,0,90,0,0,3,16,8,0,0,0,0,30,0,9,11,3,13,4,9,4,0,65,0,0,7,17,18,21,7,5,0,65,3,18,34,85,77,80,67,33,6,405,9,31,43,87,58,57,78,51,55,466,816,2536,2429,3755,2909,2794,2154,1218,432,19044
POA4161,0,0,0,0,0,0,0,0,0,0,0,3,9,15,8,19,10,0,0,74,0,7,25,53,36,37,16,3,3,181,0,0,0,3,0,6,22,7,0,35,0,0,0,0,0,0,0,0,0,8,0,0,4,17,14,25,23,11,3,98,0,0,0,0,7,0,0,0,0,13,0,0,16,58,32,24,16,8,4,161,0,0,0,0,0,3,3,5,0,13,0,0,0,15,6,0,5,0,0,18,0,0,0,18,11,0,0,0,0,39,0,0,0,6,0,0,0,0,0,3,0,0,5,14,7,8,0,0,0,31,0,0,0,9,0,4,4,0,0,13,0,0,0,0,5,7,0,0,3,23,0,0,0,5,3,8,3,0,0,17,0,7,14,97,62,62,57,19,11,334,37,74,54,155,58,59,49,26,11,528,1045,2170,1944,4419,2147,2104,1693,695,255,16472
POA4163,0,0,0,0,0,0,0,0,0,0,0,0,3,6,16,12,12,0,0,50,0,0,15,34,19,21,7,5,0,104,0,0,0,3,4,0,7,7,3,30,0,0,0,0,0,8,0,0,0,10,0,7,10,14,34,30,39,47,17,194,0,0,4,0,7,3,3,0,0,19,0,28,52,72,66,66,22,23,13,344,0,0,5,6,10,6,6,4,0,31,3,0,3,15,8,11,6,0,0,50,0,0,9,18,3,7,0,0,0,44,0,0,0,0,0,0,0,0,0,0,4,9,4,19,13,12,11,0,0,79,0,0,8,6,12,0,6,0,0,33,0,6,3,3,9,4,7,8,0,41,0,0,0,4,7,19,7,0,0,48,0,18,24,73,58,54,92,48,23,395,4,35,36,97,70,98,91,78,43,558,484,1617,1665,2691,2133,2461,2476,1628,699,15850
POA4164,0,0,0,5,0,0,0,0,0,12,0,0,0,5,8,6,8,0,0,33,0,7,28,59,44,11,13,0,0,167,0,0,4,4,8,11,8,0,0,33,0,0,0,0,0,0,0,0,0,5,0,3,17,33,38,31,30,13,6,172,0,0,3,0,6,3,3,0,0,19,6,48,70,144,111,65,27,15,5,487,0,0,7,13,11,9,3,7,4,45,3,5,0,14,6,0,0,0,0,21,0,5,5,14,4,3,0,0,0,28,0,0,0,3,0,0,0,0,0,8,0,9,10,24,5,6,5,3,0,56,0,0,0,7,3,0,0,0,0,14,0,10,13,13,15,3,10,0,0,53,0,0,0,16,20,18,5,0,0,63,0,18,29,107,87,54,56,36,53,436,25,72,62,117,70,36,57,36,22,507,1240,2895,2671,4940,2658,2165,1564,809,324,19263
POA4165,0,0,0,4,0,0,0,0,0,8,0,0,3,13,26,17,13,0,3,82,0,8,17,67,31,27,16,0,3,176,0,0,0,16,0,0,6,5,5,33,0,0,0,3,0,0,0,5,0,13,0,4,19,26,45,85,51,43,19,297,0,0,0,9,7,5,5,0,0,21,0,51,97,243,172,91,47,18,5,731,0,0,0,8,7,5,9,9,0,38,0,0,0,10,0,0,0,0,0,14,0,3,12,36,15,7,0,0,0,75,0,0,0,3,0,0,0,0,0,7,0,7,15,27,19,25,24,7,0,123,0,0,0,9,10,5,0,0,0,25,0,0,0,19,10,14,15,9,3,65,0,4,5,20,18,22,10,3,0,85,7,29,25,141,92,112,123,78,26,628,48,113,112,248,152,147,123,114,68,1128,2244,5350,4603,9008,5503,4986,4111,2636,1054,39491
POA4169,0,0,6,14,0,0,0,0,0,20,0,0,6,16,11,8,3,0,0,44,3,9,31,103,29,16,12,8,0,205,0,0,0,11,5,0,5,0,0,23,0,0,0,0,0,0,4,0,0,8,0,0,10,38,8,13,14,9,4,93,5,9,9,23,6,5,3,0,0,61,0,0,31,86,29,17,10,0,0,173,0,0,9,29,0,3,0,0,0,43,0,7,10,64,8,7,10,3,0,114,0,0,6,57,3,0,0,0,0,69,0,0,0,29,5,3,0,0,0,37,3,10,15,54,12,9,12,8,0,112,0,3,18,29,18,9,11,6,0,92,0,0,0,7,0,6,0,0,0,17,0,0,3,12,6,3,6,0,0,30,4,20,101,582,84,74,45,20,15,934,27,40,116,442,117,95,65,42,10,955,476,803,2363,6669,1887,1635,1201,616,232,15882
POA4170,0,0,0,11,0,0,0,0,0,15,0,0,10,18,24,18,10,0,4,92,0,7,17,90,22,45,25,6,0,205,0,0,0,17,5,8,8,0,0,43,0,0,0,10,3,0,0,0,0,14,0,8,7,64,32,22,14,9,0,154,6,8,7,22,0,0,0,0,0,53,0,17,31,192,68,24,13,3,0,343,0,0,3,20,12,4,3,0,0,44,0,0,4,56,3,5,0,0,0,69,0,3,10,71,15,7,4,0,0,108,0,0,0,13,4,3,0,0,0,16,0,14,16,72,26,13,3,5,0,148,0,4,10,21,18,22,7,3,0,75,0,0,5,7,8,0,5,0,0,26,0,0,0,24,6,12,3,0,0,46,10,34,47,457,100,62,38,39,16,805,52,92,143,444,138,113,75,44,35,1139,1784,3357,3664,10292,3825,2505,1538,676,381,28030
POA4171,0,0,0,4,0,0,0,0,0,5,0,0,7,21,22,13,3,0,0,68,0,3,14,31,6,5,7,0,0,73,0,0,0,11,6,7,0,0,0,25,0,0,0,0,0,4,0,0,0,6,0,0,0,44,27,38,19,5,3,147,0,12,4,11,6,0,0,3,0,31,0,15,13,115,47,25,12,3,0,222,0,0,0,12,5,4,0,0,0,30,0,0,3,17,4,0,0,0,0,21,0,3,7,21,8,5,3,0,0,45,0,3,0,8,3,0,0,0,0,23,5,27,20,51,16,13,0,4,0,150,0,0,0,10,3,8,3,0,0,29,4,5,3,19,6,8,6,3,0,57,0,0,0,9,9,5,0,0,0,26,8,64,31,262,89,54,34,29,5,586,15,47,53,187,85,61,43,22,12,521,924,2272,1976,5014,2733,2108,1166,514,183,16886
POA4172,0,0,0,3,0,0,0,0,0,3,0,3,0,10,4,0,4,0,0,21,0,0,4,23,10,8,7,3,0,58,0,0,0,5,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,14,11,7,4,0,0,52,0,4,0,6,5,0,0,0,0,5,0,0,6,30,17,9,0,0,0,71,0,0,4,0,3,4,0,0,0,12,0,0,0,17,0,0,0,0,0,19,0,3,4,8,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,16,0,0,0,4,5,8,10,0,0,29,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,11,15,75,27,12,11,3,0,156,9,13,32,77,38,16,18,6,0,204,311,595,602,1815,728,455,308,106,35,4946
POA4173,0,0,3,0,4,0,0,0,0,8,0,0,5,6,9,5,4,0,0,28,0,0,13,34,25,34,18,0,4,123,0,0,0,7,5,6,0,0,0,16,0,0,0,0,0,3,8,0,0,17,0,0,0,11,3,9,14,0,4,39,0,0,3,7,0,0,0,0,0,14,4,0,0,29,7,6,9,3,7,64,0,0,10,17,7,5,4,0,0,47,0,0,0,10,0,0,0,0,0,15,0,4,4,15,11,3,0,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,11,5,3,0,0,0,23,0,4,3,15,21,10,5,0,0,60,0,0,4,3,0,0,0,4,0,11,0,0,0,10,0,6,0,0,0,16,6,6,4,70,29,39,27,15,9,197,13,34,19,98,24,28,29,25,6,268,616,953,867,2643,1033,1032,769,428,119,8463
POA4174,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,4,0,0,0,8,0,4,13,16,19,5,3,0,0,62,0,0,0,5,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,3,3,0,0,16,0,0,0,0,0,5,0,0,0,7,0,7,4,22,9,8,0,0,0,44,0,0,3,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,16,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,9,11,4,4,57,4,3,11,35,14,14,9,8,0,100,216,335,319,959,419,295,202,67,26,2843
POA4178,0,4,0,6,0,0,0,0,0,15,0,0,7,20,20,14,10,0,0,76,0,16,52,133,66,49,21,11,0,350,0,0,3,7,0,0,10,0,3,30,0,0,0,4,3,4,0,0,0,16,0,4,8,31,35,31,30,21,9,161,0,4,0,3,9,6,5,0,0,27,0,16,30,111,56,40,24,4,4,283,0,7,8,26,13,9,7,0,3,79,0,0,0,16,0,0,0,0,0,24,5,5,13,35,19,6,3,0,0,66,0,0,0,0,0,0,0,0,0,6,0,0,12,24,14,5,7,3,0,73,0,0,4,37,28,24,3,0,0,103,0,0,0,10,9,11,6,3,0,36,0,0,3,13,6,7,8,0,0,41,0,37,31,154,120,82,56,34,19,530,48,138,87,263,165,139,113,97,95,1148,1586,3364,2966,6776,3955,3363,2620,1500,750,26887
POA4179,0,0,0,0,0,0,0,0,0,0,0,0,4,8,27,14,6,3,0,62,0,3,10,48,28,21,13,3,0,128,0,0,0,15,4,5,3,4,0,29,0,0,0,5,0,0,0,0,0,6,0,12,11,27,26,17,22,16,4,139,0,7,5,4,5,5,0,0,0,25,0,32,27,99,67,35,17,8,7,295,0,0,0,11,3,9,8,0,0,34,0,0,0,0,0,0,0,0,0,3,0,3,8,14,17,0,0,0,0,42,0,0,0,5,0,0,0,0,0,5,3,7,0,35,18,21,5,3,0,93,0,0,0,10,12,5,0,0,0,30,0,0,8,10,9,6,4,6,4,39,0,0,0,10,10,5,3,0,0,25,5,32,18,139,64,60,56,19,6,412,23,66,39,156,84,69,64,61,33,593,1085,2906,2194,4727,3218,2571,1864,1178,482,20222
POA4183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,4,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,0,0,33,17,20,26,52,37,51,31,26,8,269,85,226,173,370,285,371,409,184,38,2156
POA4184,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,0,0,21,0,10,10,15,17,11,8,0,0,75,0,0,0,0,4,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,28,20,3,69,0,0,0,0,4,0,0,0,0,8,0,0,3,5,8,15,22,6,0,66,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,12,8,5,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,7,20,8,0,46,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,6,0,0,7,0,0,3,9,13,33,47,34,3,150,18,66,52,119,112,181,174,107,28,868,163,527,471,934,1091,1935,2189,995,171,8481
POA4205,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,0,24,0,0,7,21,14,16,5,3,0,63,0,0,0,0,0,0,5,3,0,5,0,0,5,3,5,3,3,0,0,19,0,0,0,5,4,9,18,13,7,59,0,0,0,3,4,0,4,3,0,12,0,0,0,3,10,5,7,12,9,40,0,0,0,0,0,3,0,0,0,13,0,0,0,3,0,0,0,0,3,11,0,0,0,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,16,0,0,0,3,0,6,0,6,3,21,0,0,0,0,0,0,3,5,0,5,0,0,0,0,0,0,0,0,0,3,0,4,6,46,21,25,34,42,31,214,22,51,34,114,46,39,41,53,34,443,308,649,644,1354,621,657,856,811,431,6333
POA4207,3,14,12,56,3,7,7,0,0,102,0,9,12,57,58,32,17,13,0,195,7,62,91,314,149,113,47,18,8,812,0,0,0,32,16,22,28,10,4,107,0,13,13,83,40,37,26,13,7,227,0,0,9,43,37,60,81,44,11,297,0,0,0,11,11,6,8,3,0,43,4,5,35,145,62,56,43,16,7,378,0,0,4,26,10,0,17,6,0,66,4,3,4,59,9,4,12,3,0,96,0,14,16,75,18,17,7,0,0,148,0,3,10,44,21,10,10,3,0,109,5,8,6,60,20,38,10,7,0,150,0,6,30,62,37,10,5,4,0,152,0,0,4,6,18,23,16,9,3,73,0,3,15,45,18,13,10,6,0,110,7,73,146,530,227,260,209,116,35,1601,336,794,601,1460,568,376,307,213,62,4711,5185,10212,8654,19491,8125,7037,5763,3164,837,68477
POA4208,0,0,3,4,0,4,0,0,0,12,0,0,0,6,14,5,0,0,0,25,0,5,6,57,17,15,4,0,0,110,0,0,0,3,4,3,10,0,0,22,0,0,0,9,8,3,5,0,0,27,0,5,7,28,30,32,22,9,3,134,0,0,0,10,4,4,3,0,0,23,6,36,41,151,82,55,27,11,0,397,0,0,3,0,5,4,5,0,0,18,0,3,0,9,7,0,0,0,0,13,0,5,6,16,10,3,0,0,0,41,0,0,0,11,0,4,0,0,0,24,0,8,4,18,6,11,6,0,0,54,0,0,0,4,3,0,0,0,0,15,0,6,7,11,10,5,5,11,0,44,0,0,7,22,11,10,4,0,0,55,3,14,25,166,88,83,74,23,13,485,61,174,116,312,145,75,47,22,10,956,1809,4263,3092,7103,3220,2335,1634,714,179,24342
POA4209,0,11,16,51,13,7,0,0,0,93,0,0,10,26,23,9,3,0,0,80,3,47,74,368,138,71,41,8,5,757,0,0,3,36,12,10,13,7,0,79,0,6,4,39,36,22,10,5,0,118,0,6,27,73,58,70,45,31,15,323,0,12,10,38,20,7,4,0,0,100,9,115,178,497,286,158,48,29,4,1331,0,0,5,40,18,15,9,4,3,96,0,6,10,77,16,5,0,0,0,121,0,21,21,93,26,14,10,0,0,180,4,5,3,27,24,11,0,0,0,67,0,35,28,100,43,29,19,7,0,249,0,0,12,64,13,6,9,0,0,108,0,0,3,30,24,21,5,14,0,95,0,3,14,81,45,24,11,3,0,189,11,81,136,619,277,215,148,64,16,1564,394,801,598,1636,455,243,146,81,24,4385,6504,12733,10282,24768,8724,5486,3823,1598,372,74284
POA4210,0,0,0,9,6,0,0,0,0,15,0,0,3,11,15,9,0,0,0,35,0,3,7,66,37,25,14,3,0,155,0,0,0,11,0,0,3,7,0,24,0,0,0,6,0,0,3,0,0,13,0,10,5,27,35,18,24,9,3,129,0,4,3,0,9,0,0,0,0,22,0,14,68,125,114,92,30,12,0,449,0,0,0,8,10,0,9,0,0,29,0,0,5,3,11,3,3,0,0,26,0,4,6,22,9,6,0,0,0,34,0,0,0,3,0,5,0,0,0,21,0,10,11,26,14,18,0,0,0,79,0,0,0,9,5,3,0,0,0,20,0,3,8,15,5,6,4,0,0,47,0,0,0,16,14,10,0,0,0,52,0,12,41,145,122,91,72,38,11,538,61,117,82,243,109,96,58,25,5,795,1542,3622,2821,6218,3436,2495,1612,727,140,22605
