POA_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
POA3523,56,1300,506,255,1336,0.7,993,2
POA3525,55,776,552,200,1308,0.7,991,2.1
POA3527,57,654,635,150,1412,0.7,1042,2
POA3529,36,500,671,110,2083,0.8,1333,2.7
POA3530,58,542,597,55,1958,0.6,1156,1.8
POA3531,46,433,661,150,1437,0.8,1093,2.5
POA3533,51,650,564,140,1416,0.7,941,2.1
POA3537,53,921,619,180,1507,0.7,1134,2.2
POA3540,57,729,523,80,1218,0.6,900,1.9
POA3542,52,433,612,168,1687,0.7,916,2.1
POA3544,45,627,702,165,1550,0.7,1262,2.3
POA3546,52,477,663,130,1611,0.7,1312,2.3
POA3549,36,1050,630,214,1507,0.9,1367,2.9
POA3550,40,1311,743,285,1836,0.7,1367,2.2
POA3551,37,1625,852,360,2204,0.8,2012,2.9
POA3555,42,1300,676,290,1580,0.7,1238,2.2
POA3556,39,1300,653,280,1529,0.7,1229,2.4
POA3557,41,1338,754,245,2018,0.8,1680,2.6
POA3558,52,1083,580,220,1403,0.7,972,2.1
POA3559,51,975,678,200,1781,0.7,1272,2.3
POA3561,49,1152,619,213,1534,0.7,1207,2.3
POA3562,43,1767,816,200,1958,0.8,1774,2.7
POA3563,47,1100,648,200,1523,0.7,1268,2.4
POA3564,45,1500,718,285,1755,0.7,1371,2.4
POA3565,42,1300,641,170,2062,0.9,1687,2.9
POA3566,48,1000,607,185,1393,0.8,1062,2.3
POA3567,49,867,591,160,1367,0.7,1044,2.3
POA3568,53,976,609,183,1458,0.7,1155,2.2
POA3570,49,1200,622,230,1618,0.8,1455,2.6
POA3571,47,1198,611,100,1792,0.8,1375,2.6
POA3572,48,1509,682,250,1937,0.8,1781,2.6
POA3573,42,690,692,100,1476,0.7,1228,2.3
POA3575,46,777,634,160,1399,0.8,1060,2.3
POA3576,47,217,612,115,1374,0.7,1174,2.3
POA3579,50,1000,588,200,1416,0.7,1050,2.2
POA3580,54,1105,538,200,1319,0.7,973,2.2
POA3581,55,879,635,188,1463,0.8,1321,2.5
POA3583,46,930,510,170,1625,0.8,1399,2.7
POA3584,42,1083,727,200,1807,0.8,1413,2.5
POA3585,38,1300,757,235,1804,0.8,1394,2.4
POA3586,43,1300,784,250,1949,0.8,1656,2.7
POA3588,42,867,592,175,1395,0.8,1283,2.6
POA3589,37,975,828,250,2053,0.9,1781,2.7
POA3590,42,1000,687,150,1645,0.8,1390,2.6
POA3591,49,1135,725,135,1916,0.9,1708,2.5
POA3594,46,867,674,210,1474,0.8,1130,2.1
POA3595,45,650,485,188,1286,0.8,979,2.3
POA3596,51,1192,634,220,2150,0.8,1249,2.4
POA3597,40,650,827,130,1859,0.8,1583,2.5
POA3599,53,840,752,162,1625,1,1531,2.5
POA3607,46,1300,825,207,1687,0.7,1416,2.4
POA3608,52,1437,676,290,1698,0.7,1183,2.1
POA3610,49,1200,587,231,1574,0.8,1122,2.2
POA3612,55,1000,497,195,1236,0.8,904,2.1
POA3614,40,1517,901,250,2210,0.8,1993,2.8
POA3616,44,1300,723,245,1805,0.7,1381,2.4
POA3617,46,1454,543,230,1343,0.8,1174,2.7
POA3618,47,1083,557,180,1406,0.8,1030,2.3
POA3620,46,1268,643,220,1586,0.7,1202,2.4
POA3621,41,1172,669,200,1608,0.8,1262,2.5
POA3622,41,1408,686,150,1718,0.8,1490,2.8
POA3623,50,884,575,198,1414,0.7,1125,2.2
POA3624,42,1083,597,180,1399,0.7,1093,2.4
POA3629,43,1179,647,250,1494,0.8,1167,2.3
POA3630,38,1248,678,270,1582,0.8,1287,2.4
POA3631,38,1603,845,350,2178,0.8,1981,2.9
POA3633,41,1603,754,295,2054,0.8,1676,2.7
POA3634,42,1300,782,230,1963,0.8,1652,2.7
POA3635,48,1100,685,220,1682,0.7,1416,2.3
POA3636,48,1148,638,210,1514,0.7,1172,2.3
POA3637,38,1211,633,236,1666,0.8,1431,2.8
POA3638,46,1127,625,194,1734,0.7,1184,2.3
POA3639,57,975,472,177,1238,0.7,937,2.1
POA3640,38,1203,736,240,1618,0.8,1505,2.8
POA3641,42,1083,629,210,1593,0.8,1339,2.5
POA3644,47,1300,630,250,1532,0.7,1178,2.3
POA3646,49,1135,675,200,1583,0.7,1385,2.4
POA3647,20,0,381,185,3374,1.1,3374,3.3
POA3649,45,950,657,185,1462,0.8,1261,2.5
POA3658,41,1517,721,310,1923,0.8,1578,2.5
POA3659,50,1733,808,263,2008,0.8,1775,2.5
POA3660,46,1300,649,250,1546,0.7,1214,2.3
POA3662,24,1714,1300,265,2602,0.9,2510,3.2
POA3663,51,1515,900,274,2150,0.7,2042,2.4
POA3664,49,1500,757,300,1757,0.7,1418,2.3
POA3665,51,1000,674,265,1718,0.8,1261,2.4
POA3666,54,1200,637,250,1505,0.7,1153,2.1
POA3669,57,1300,567,250,1409,0.7,1059,2.1
POA3670,52,1300,669,260,1586,0.7,1312,2.3
POA3672,51,1253,645,250,1521,0.7,1142,2.1
POA3673,52,1500,685,200,1599,0.7,1351,2.4
POA3675,48,1408,753,250,1746,0.8,1505,2.5
POA3677,44,1300,700,260,1694,0.7,1218,2.2
POA3678,48,1600,803,250,2001,0.7,1658,2.6
POA3682,45,1300,760,230,1762,0.8,1509,2.6
POA3683,50,1300,693,260,1737,0.7,1338,2.2
POA3685,49,1300,744,250,1859,0.7,1351,2.3
POA3687,49,1473,696,230,1648,0.7,1280,2.3
POA3688,42,1517,834,280,2105,0.8,1765,2.6
POA3690,39,1385,758,285,1829,0.7,1400,2.4
POA3691,36,1713,961,340,2262,0.8,2076,2.8
POA3695,48,1517,784,245,2022,0.8,1823,2.8
POA3697,52,1400,689,220,2021,0.7,1375,2.3
POA3698,50,1300,726,285,1822,0.7,1392,2.2
POA3699,41,910,723,280,1493,0.7,1017,2
POA3700,49,1213,674,240,1531,0.7,1223,2.2
POA3701,53,1300,725,190,1736,0.7,1381,2.3
POA3704,57,1491,700,305,1437,0.7,1333,2
POA3705,54,1062,654,130,1444,0.7,1281,2.1
POA3707,52,897,631,200,1488,0.7,1111,2.2
POA3708,58,535,630,250,1375,0.8,974,2.2
POA3709,62,1049,606,170,1562,0.7,1187,1.9
POA3711,53,1733,698,348,1759,0.7,1367,2.2
POA3712,55,975,660,248,1642,0.7,1067,2
POA3713,57,1188,591,250,1312,0.6,946,1.9
POA3714,52,1324,651,250,1570,0.7,1155,2.2
POA3715,53,1500,652,271,1446,0.7,1187,2.3
POA3717,53,1500,625,300,1567,0.7,1216,2.2
POA3718,61,1733,660,351,1792,0.8,1249,2.1
POA3719,56,1240,652,235,1447,0.7,1268,2.2
POA3720,54,1300,662,296,1548,0.7,1315,2.2
POA3722,47,1600,756,331,1790,0.7,1360,2.3
POA3723,47,1328,685,273,1591,0.7,1293,2.2
POA3725,49,1421,690,200,1783,0.8,1475,2.5
POA3726,52,953,517,231,1428,0.7,1112,2.4
POA3727,52,1224,566,210,1233,0.8,1087,2.4
POA3728,47,1021,607,150,1396,0.8,1190,2.3
POA3730,51,1443,638,290,1490,0.7,1192,2.3
POA3732,48,1300,735,200,1702,0.8,1381,2.4
POA3733,53,1083,669,200,1625,0.7,1137,2.1
POA3735,50,1300,844,265,1897,0.8,1531,2.4
POA3737,50,1400,680,250,1678,0.7,1211,2.3
POA3738,49,1454,734,183,1839,0.7,1406,2.2
POA3739,50,1600,744,225,1562,0.7,1362,2.3
POA3740,46,1625,781,380,1862,0.8,1567,2.5
POA3741,48,1573,791,300,1807,0.7,1389,2.2
POA3744,47,1400,784,275,1895,0.9,1615,2.5
POA3746,52,1300,646,225,1833,0.8,1312,2.3
POA3747,49,1560,766,300,1904,0.7,1436,2.3
POA3749,50,1614,801,300,2071,0.8,1663,2.5
POA3750,30,2000,843,391,2027,0.9,1979,3.3
POA3751,53,3500,671,390,1687,0.8,1375,2.7
POA3752,36,1900,824,390,2249,0.8,2078,3
POA3753,32,2052,978,400,2333,0.8,2266,3.2
POA3754,33,1962,903,390,2229,0.8,2086,3
POA3755,48,2550,586,388,1699,0.7,1520,2.7
POA3756,33,1733,842,360,2054,0.8,1910,2.9
POA3757,41,1950,742,349,2095,0.8,1754,2.8
POA3758,40,1900,795,305,2259,0.8,2091,2.9
POA3759,48,2167,915,350,2692,0.8,2367,2.9
POA3760,49,2167,1012,278,2600,0.8,2468,2.9
POA3761,46,2167,816,340,2406,0.8,2216,2.8
POA3762,48,1800,949,210,1812,0.7,2036,2.7
POA3763,43,1733,788,300,2085,0.8,1737,2.6
POA3764,41,1690,749,338,1972,0.7,1597,2.6
POA3765,41,2000,855,365,2381,0.8,2088,2.8
POA3766,43,1950,958,416,2406,0.8,2087,2.6
POA3767,45,2167,858,415,2369,0.8,2055,2.6
POA3770,40,1950,839,360,2198,0.8,2014,2.8
POA3775,44,2015,823,380,2177,0.8,1875,2.7
POA3777,46,1733,711,350,1921,0.8,1517,2.5
POA3778,51,1472,790,191,2022,0.8,1542,2.2
POA3779,59,1272,597,300,1390,0.7,1078,2
POA3781,36,1755,846,370,2205,0.8,1993,2.9
POA3782,43,2000,850,383,2399,0.8,2133,2.8
POA3783,41,1907,815,360,2276,0.8,2002,2.8
POA3785,39,2167,974,401,2374,0.8,2187,2.7
POA3786,45,2167,875,400,2792,0.8,2393,2.7
POA3787,47,2032,891,410,2368,0.8,2153,2.6
POA3788,45,2000,859,398,2429,0.8,1995,2.5
POA3789,47,2500,949,355,2821,0.8,2408,2.7
POA3791,47,2028,821,347,2308,0.8,2003,2.5
POA3792,46,2085,874,415,2355,0.8,2092,2.7
POA3793,41,1915,759,369,2036,0.8,1722,2.7
POA3795,41,2167,805,350,2329,0.9,2158,3
POA3796,38,2000,828,365,2263,0.8,2045,2.8
POA3797,44,1797,619,300,1764,0.8,1335,2.5
POA3799,46,1412,625,300,1567,0.8,1226,2.3
POA3802,39,1848,677,375,1906,0.8,1740,2.9
POA3803,36,1700,602,361,1623,0.9,1489,3
POA3804,42,2250,803,450,2599,0.8,2630,3.4
POA3805,35,1837,745,380,2051,0.9,1942,3.1
POA3806,38,2000,855,400,2354,0.8,2122,2.9
POA3807,39,2037,889,390,2628,0.8,2303,2.9
POA3808,42,2230,991,350,2834,0.8,2731,3.1
POA3809,31,2000,973,396,2265,0.8,2123,2.9
POA3810,33,1733,784,351,1894,0.8,1677,2.8
POA3812,42,2079,777,305,2197,0.8,2014,2.9
POA3813,43,1965,776,293,2327,0.8,2111,2.9
POA3814,40,1853,746,330,2005,0.8,1681,2.8
POA3815,39,1971,772,311,2214,0.8,1928,2.8
POA3816,37,1517,728,330,1869,0.8,1491,2.6
POA3818,40,1649,702,330,1797,0.7,1456,2.5
POA3820,40,1625,755,321,1984,0.7,1566,2.5
POA3821,44,1733,768,280,2157,0.8,1834,2.7
POA3822,41,1517,807,300,1972,0.8,1790,2.8
POA3823,45,1517,721,320,1787,0.7,1375,2.4
POA3824,43,1500,729,300,1888,0.7,1482,2.4
POA3825,45,1083,597,215,1483,0.7,1073,2.2
POA3831,48,1610,684,250,1565,0.7,1391,2.5
POA3832,53,1334,645,250,1402,0.7,1208,2.2
POA3833,56,1083,483,250,1292,0.7,954,2
POA3835,46,1300,613,250,1525,0.7,1220,2.4
POA3840,44,1083,560,215,1386,0.7,1038,2.2
POA3842,38,997,577,230,1347,0.7,1109,2.3
POA3844,40,1324,774,277,2007,0.7,1551,2.4
POA3847,43,1235,630,250,1660,0.7,1302,2.4
POA3850,42,1300,704,280,1787,0.7,1339,2.3
POA3851,47,1300,571,205,1521,0.7,1120,2.3
POA3852,24,737,1533,75,4250,0.7,1625,2.1
POA3854,41,1517,809,260,2229,0.8,1967,2.8
POA3856,39,1400,782,270,2036,0.8,1732,2.7
POA3857,47,1262,684,215,1784,0.8,1571,2.7
POA3858,46,1127,595,216,1568,0.8,1193,2.4
POA3859,42,1394,751,250,1800,0.8,1579,2.5
POA3860,43,1300,679,250,1735,0.7,1311,2.3
POA3862,42,1300,701,280,1726,0.7,1388,2.5
POA3864,48,1218,575,190,1583,0.8,1274,2.5
POA3865,43,1149,702,260,1449,0.7,1292,2.5
POA3869,43,1419,744,250,1995,0.7,1676,2.5
POA3870,50,1100,599,213,1461,0.7,1219,2.3
POA3871,48,1387,648,258,1652,0.7,1272,2.4
POA3873,41,1300,684,113,1916,0.8,1485,2.5
POA3874,58,1000,519,230,1257,0.7,1062,2.1
POA3875,46,1300,655,280,1540,0.7,1239,2.3
POA3878,59,1456,599,310,1365,0.7,1209,2.2
POA3880,63,1200,559,309,1267,0.7,973,2
POA3882,47,1733,667,300,1657,0.7,1390,2.5
POA3885,47,1300,638,230,1523,0.8,1241,2.3
POA3886,49,1200,566,150,1337,0.8,1132,2.4
POA3887,55,850,525,205,1097,0.8,939,2.1
POA3888,54,1000,532,200,1325,0.7,892,2.1
POA3889,63,1083,396,235,819,0.8,719,1.9
POA3890,53,705,462,122,1071,0.7,806,1.9
POA3891,60,1084,417,90,959,0.8,756,2
POA3892,59,1148,591,221,1375,0.7,1031,2
POA3893,61,1084,762,0,2083,0.8,1875,2.1
POA3895,54,765,634,150,1312,0.7,985,2
POA3896,52,1029,708,120,1638,0.7,1353,2.2
POA3898,52,1196,721,231,1609,0.8,1202,2.1
POA3900,59,1142,690,150,1392,0.7,1017,1.8
POA3902,56,1320,541,300,1287,0.8,1077,2.2
POA3903,51,1300,557,210,1258,0.8,1074,2.4
POA3904,60,1300,617,346,1370,0.7,1219,2.1
POA3909,54,1300,549,260,1300,0.7,964,2.2
POA3910,38,1863,868,365,2253,0.8,1919,2.7
POA3911,41,1800,799,356,2196,0.7,1834,2.6
POA3912,40,1896,802,381,2153,0.8,1837,2.7
POA3913,42,1824,783,383,2110,0.8,1858,2.7
POA3915,42,1700,643,320,1552,0.8,1211,2.3
POA3916,59,2167,1002,418,2654,0.6,2109,2.2
POA3918,46,1842,725,366,1991,0.8,1615,2.5
POA3919,39,1603,730,340,1815,0.8,1447,2.5
POA3920,21,0,1087,260,2399,0.9,2323,3
POA3921,52,1800,444,346,1050,0.9,1014,2.3
POA3922,53,1517,618,330,1422,0.7,1104,2.1
POA3923,60,1606,714,320,1577,0.6,1254,2.1
POA3925,47,1517,722,330,1822,0.7,1398,2.3
POA3926,49,2167,886,456,2304,0.7,1871,2.5
POA3927,53,2167,874,391,2284,0.7,1906,2.4
POA3928,56,2550,1081,354,2531,0.6,2166,2.2
POA3929,63,2500,1118,451,2851,0.6,2104,2.1
POA3930,45,2600,966,512,2956,0.8,2547,2.8
POA3931,50,2000,740,400,2001,0.7,1451,2.3
POA3933,48,3033,837,351,2430,0.8,2256,2.8
POA3934,46,2167,846,496,2481,0.7,2097,2.7
POA3936,51,1950,710,405,1794,0.7,1398,2.2
POA3937,52,2167,1002,473,2719,0.7,2313,2.6
POA3938,55,2000,737,392,1858,0.7,1433,2.3
POA3939,50,1800,640,350,1624,0.7,1228,2.2
POA3940,59,1603,558,350,1316,0.7,950,1.9
POA3941,49,1800,701,369,1718,0.7,1351,2.3
POA3942,58,2000,787,400,1986,0.6,1490,2.1
POA3943,64,2167,936,462,2215,0.6,1658,2
POA3944,68,2806,1541,577,3250,0.5,2470,1.8
POA3945,50,1634,761,300,1834,0.8,1582,2.5
POA3946,51,1733,787,285,1797,0.7,1687,2.4
POA3950,47,1338,619,270,1541,0.7,1207,2.3
POA3951,49,1517,716,216,1783,0.8,1565,2.6
POA3953,46,1473,674,270,1733,0.7,1316,2.4
POA3954,53,1517,760,252,2250,0.7,1825,2.5
POA3956,51,1300,645,265,1503,0.7,1138,2.2
POA3957,41,1300,728,260,1894,0.8,1625,2.7
POA3958,47,1150,783,260,1892,0.7,1649,2.5
POA3959,53,1408,709,250,1690,0.7,1318,2.3
POA3960,58,1348,581,236,1433,0.7,1035,2
POA3962,54,1000,491,240,1221,0.7,937,2.1
POA3964,52,1083,697,200,1775,0.7,1178,2.1
POA3965,62,888,489,220,1187,0.6,909,1.8
POA3966,49,1192,604,220,1341,0.8,987,2.3
POA3967,55,1200,489,190,1416,0.7,1274,2.2
POA3971,54,1200,544,236,1327,0.7,978,2.1
POA3975,33,2080,864,416,2285,0.9,2328,3.5
POA3976,33,1583,668,351,1614,0.9,1538,3.1
POA3977,33,1907,804,380,2021,0.9,1895,3.1
POA3978,30,2167,937,406,2197,0.8,2158,3.2
POA3979,45,1897,707,200,1928,0.8,1731,2.7
POA3980,40,1815,800,350,2130,0.8,1847,2.7
POA3981,36,1842,792,313,2067,0.8,1756,2.7
POA3984,45,1555,660,300,1687,0.7,1285,2.3
POA3987,41,1733,771,315,2011,0.8,1828,2.9
POA3988,42,1713,727,250,1914,0.8,1618,2.6
POA3990,56,2134,621,308,1687,0.8,1562,2.5
POA3991,49,1500,550,225,1674,0.7,1262,2.4
POA3992,43,1517,699,280,1601,0.7,1402,2.4
POA3995,50,1300,569,280,1392,0.7,1034,2.2
POA3996,54,1700,706,345,1742,0.7,1291,2.2
POA4000,31,1866,924,450,2384,1.1,1860,1.9
POA4005,38,2179,1380,450,3306,0.9,2258,1.9
POA4006,31,1800,1168,420,2460,1,1871,1.7
POA4007,39,2232,1202,420,3020,0.8,2130,2.1
POA4008,40,1500,859,350,1946,0.8,1666,2.1
POA4009,38,0,724,450,1375,1,824,1.8
POA4010,33,1950,1168,410,2528,0.9,1972,1.9
POA4011,38,2300,1129,360,3107,0.8,2115,2.3
POA4012,36,2041,1089,385,2717,0.8,2016,2.3
POA4013,35,2100,998,360,2627,0.8,2041,2.4
POA4014,37,2147,1034,450,2683,0.8,2354,2.7
POA4017,41,1907,849,390,2304,0.8,1934,2.6
POA4018,37,1679,783,390,1957,0.8,1568,2.4
POA4019,47,1733,700,330,1769,0.8,1283,2.2
POA4020,50,1900,721,360,1914,0.7,1365,2.2
POA4021,43,1583,625,350,1619,0.8,1297,2.5
POA4022,43,1676,647,380,1604,0.7,1305,2.5
POA4025,45,1517,825,213,1625,0.8,1224,1.9
POA4030,33,2200,1120,390,2852,0.9,2131,2.2
POA4031,35,2200,1136,375,2889,0.8,2146,2.4
POA4032,36,1886,856,385,2066,0.8,1582,2.2
POA4034,39,1900,842,390,2209,0.8,1808,2.5
POA4035,40,2167,1008,470,2742,0.7,2458,2.9
POA4036,36,1733,857,388,2134,0.8,1931,2.7
POA4037,38,2151,1047,460,2862,0.8,2771,3.1
POA4051,34,2229,1164,380,3149,0.8,2318,2.5
POA4053,36,2063,1023,410,2589,0.8,2152,2.5
POA4054,38,1950,903,410,2319,0.8,1949,2.6
POA4055,38,2100,1023,430,2729,0.8,2496,2.9
POA4059,30,2383,904,400,2688,1,1934,2.3
POA4060,38,2600,1154,440,3654,0.8,2874,2.8
POA4061,42,2253,1038,490,2957,0.8,2573,2.9
POA4064,33,2528,1248,450,3406,0.9,2434,2.3
POA4065,38,2817,1340,500,4152,0.8,3394,2.8
POA4066,31,2130,1003,410,2760,0.9,2013,2.2
POA4067,25,2000,548,410,2389,0.9,1761,2.4
POA4068,34,2100,976,410,2662,0.9,2094,2.5
POA4069,42,2500,1084,540,3319,0.7,3019,3
POA4070,40,2100,950,460,2634,0.7,2435,3
POA4073,43,2167,969,455,2866,0.7,2543,2.8
POA4074,40,2000,932,440,2488,0.7,2271,2.8
POA4075,38,2167,1025,400,2794,0.8,2239,2.6
POA4076,35,1499,660,350,1792,0.8,1523,2.6
POA4077,32,1517,592,340,1476,0.9,1342,2.9
POA4078,36,1664,774,370,2049,0.8,1838,2.8
POA4101,32,2031,1001,450,2524,1.1,1973,2.1
POA4102,29,2000,856,430,2369,1,1840,2.2
POA4103,33,2000,961,365,2506,0.9,1909,2.3
POA4104,39,2167,1025,380,2762,0.8,1932,2.2
POA4105,36,2000,1022,370,2603,0.8,2001,2.4
POA4106,34,1635,793,335,2067,0.9,1493,2.3
POA4107,35,2000,959,400,2526,0.8,2133,2.7
POA4108,34,1729,718,360,1858,0.9,1567,2.6
POA4109,36,1907,651,410,1738,0.8,1689,3
POA4110,32,1950,822,370,2059,0.8,1906,2.9
POA4111,28,1950,589,300,2213,0.8,1682,2.3
POA4112,34,2100,740,400,2171,0.8,2136,3.3
POA4113,35,1730,753,410,1923,0.8,1823,2.9
POA4114,32,1300,503,290,1223,0.9,1080,2.8
POA4115,36,1842,801,420,2084,0.8,1967,3
POA4116,35,1842,777,420,2003,0.8,1970,3.1
POA4117,28,1777,785,410,1898,0.9,1872,3.5
POA4118,35,1625,771,360,1885,0.8,1744,2.9
POA4119,34,1950,803,400,2110,0.8,1992,3.1
POA4120,33,1900,1070,380,2577,0.9,1949,2.1
POA4121,37,2351,1092,410,3083,0.8,2452,2.7
POA4122,36,2000,825,415,2263,0.8,1935,2.7
POA4123,35,2000,880,420,2244,0.8,2089,2.9
POA4124,35,1950,833,360,2138,0.8,2040,3.1
POA4125,33,1800,766,380,1805,0.8,1598,2.8
POA4127,38,1700,739,342,1883,0.8,1602,2.7
POA4128,38,1950,900,400,2308,0.8,2125,2.8
POA4129,34,1668,815,395,1975,0.8,1840,2.9
POA4130,41,2102,893,425,2505,0.8,2318,2.9
POA4131,32,1517,608,350,1505,0.8,1376,2.8
POA4132,29,1450,656,350,1499,0.9,1437,3.2
POA4133,32,1651,734,370,1718,0.8,1505,2.8
POA4151,35,2047,1132,380,2846,0.8,2105,2.3
POA4152,38,2200,1032,450,2786,0.8,2318,2.6
POA4153,39,2167,949,460,2660,0.8,2431,2.9
POA4154,37,2383,1178,510,3182,0.8,3044,3.2
POA4155,45,3467,944,368,3037,0.7,2905,3.2
POA4156,40,2300,1015,490,2957,0.8,2902,3.2
POA4157,40,1820,807,385,2120,0.8,1794,2.6
POA4158,41,1787,827,370,1963,0.8,1488,2.3
POA4159,43,2000,813,435,2243,0.7,1903,2.7
POA4160,44,2037,860,450,2413,0.7,2107,2.7
POA4161,38,1820,824,400,2059,0.8,1829,2.7
POA4163,51,2000,746,400,1997,0.7,1430,2.3
POA4164,36,2167,920,470,2378,0.7,2218,2.9
POA4165,42,2003,818,460,2204,0.7,1970,2.7
POA4169,35,2000,1122,435,2684,0.9,2057,2
POA4170,34,2383,1201,440,3044,0.8,2426,2.5
POA4171,38,2800,1359,470,3639,0.8,2830,2.5
POA4172,35,2167,1120,450,2661,0.8,2362,2.6
POA4173,38,1863,938,420,2277,0.8,1940,2.5
POA4174,36,2000,973,430,2364,0.8,2140,2.7
POA4178,41,2000,873,410,2283,0.8,1840,2.5
POA4179,42,2123,920,420,2470,0.8,2085,2.6
POA4183,52,1733,644,300,1534,0.8,1147,2.1
POA4184,61,904,455,260,954,0.7,761,1.9
POA4205,48,1500,602,340,1396,0.8,1074,2.2
POA4207,34,1655,740,350,1754,0.8,1494,2.7
POA4208,34,2000,891,445,2227,0.8,2136,3.1
POA4209,30,1950,838,445,1988,0.8,1932,3.1
POA4210,36,2000,866,460,2257,0.8,2133,3
POA4211,39,1907,770,430,1976,0.8,1727,2.7
POA4212,45,2167,822,525,2211,0.7,1977,2.6
POA4213,40,2100,783,500,2166,0.8,2057,3
POA4214,40,1950,725,480,1970,0.8,1740,2.7
POA4215,40,1560,662,400,1557,0.9,1239,2.1
POA4216,50,1800,710,430,1774,0.8,1336,2.2
POA4217,44,1950,795,437,1920,0.9,1466,2.1
POA4218,41,2058,891,450,2179,0.8,1751,2.3
POA4220,41,2028,859,480,2174,0.8,1746,2.4
POA4221,40,2100,808,450,2141,0.8,1729,2.5
POA4223,42,2167,778,475,2093,0.8,1749,2.6
POA4224,39,1950,850,460,2074,0.9,1737,2.4
POA4225,49,1842,788,410,1793,0.9,1351,1.9
POA4226,40,1950,771,520,1984,0.8,1729,2.6
POA4227,36,1950,810,485,2063,0.9,1791,2.7
POA4228,43,2500,780,500,2347,0.8,2330,3.2
POA4270,41,2167,770,450,2203,0.8,2211,3.1
POA4272,50,1800,681,420,1821,0.8,1508,2.5
POA4275,41,2000,830,400,2122,0.8,1940,2.8
POA4280,35,1950,816,400,2128,0.8,2095,3.2
POA4285,41,1742,685,315,1785,0.8,1476,2.7
POA4287,47,1300,581,230,1426,0.8,1111,2.4
POA4300,32,1765,893,380,2188,0.8,2032,3
POA4301,28,1517,756,350,1688,0.9,1556,3
POA4303,37,1100,537,280,1330,0.8,1169,2.5
POA4304,37,1300,677,300,1566,0.8,1300,2.4
POA4305,37,1387,715,300,1756,0.8,1416,2.5
POA4306,34,1804,947,370,2293,0.8,2114,2.9
POA4307,43,1517,739,290,1951,0.8,1722,2.8
POA4309,45,1517,643,300,1654,0.8,1368,2.5
POA4310,50,1480,612,291,1484,0.8,1229,2.4
POA4311,43,1387,588,300,1472,0.8,1334,2.7
POA4312,57,1300,494,260,1295,0.7,990,2.2
POA4313,52,1300,522,260,1262,0.7,1047,2.3
POA4314,57,983,459,230,1065,0.8,831,2.1
POA4340,43,1517,671,300,1625,0.8,1414,2.5
POA4341,41,1500,635,315,1637,0.7,1432,2.7
POA4342,41,1300,598,300,1551,0.8,1352,2.6
POA4343,36,1428,656,295,1568,0.8,1356,2.7
POA4344,42,1517,758,308,1813,0.8,1555,2.7
POA4346,40,1573,764,300,1852,0.8,1522,2.5
POA4347,40,1357,633,280,1587,0.7,1391,2.6
POA4350,38,1500,748,305,1838,0.7,1428,2.4
POA4352,39,1733,847,360,2191,0.8,2001,2.9
POA4353,44,1565,655,260,1805,0.8,1281,2.7
POA4354,45,1300,616,253,1476,0.8,1276,2.6
POA4355,55,1200,498,268,1223,0.7,969,2.2
POA4356,42,1425,692,270,1735,0.8,1417,2.6
POA4357,47,1083,573,231,1443,0.8,1139,2.4
POA4358,33,1478,832,290,1959,0.8,1648,2.7
POA4359,41,1313,785,255,1802,0.8,1625,2.6
POA4360,46,1300,594,265,1537,0.8,1215,2.5
POA4361,49,1300,565,245,1423,0.8,1105,2.4
POA4362,49,1300,569,260,1355,0.8,1110,2.4
POA4363,42,1300,696,255,1562,0.9,1398,2.7
POA4364,41,858,810,235,1625,0.8,1357,2.6
POA4365,53,1229,467,245,1031,0.8,964,2.2
POA4370,45,1300,616,260,1438,0.7,1145,2.4
POA4371,52,1367,628,235,1442,0.7,1255,2.4
POA4372,56,1240,667,170,1687,0.7,1271,2.2
POA4373,56,1083,543,240,1346,0.7,956,2.1
POA4374,52,1172,589,230,1451,0.8,1194,2.3
POA4375,42,1273,575,225,1281,0.8,1078,2.4
POA4376,49,1225,555,213,1333,0.8,955,2.3
POA4377,52,1040,560,255,1341,0.8,1139,2.4
POA4378,44,1300,589,265,1511,0.9,1408,2.7
POA4380,50,1299,567,250,1368,0.7,1035,2.3
POA4381,47,1083,496,260,1212,0.8,1036,2.4
POA4382,53,1343,624,240,1481,0.8,1278,2.3
POA4383,56,863,455,208,1075,0.7,825,2
POA4384,44,1169,900,300,2083,0.9,1625,2.8
POA4385,51,910,478,200,1147,0.7,868,2.2
POA4387,50,943,577,200,1349,0.7,1019,2.2
POA4388,46,650,502,150,1212,0.9,1050,2.3
POA4390,37,1517,860,295,1990,0.8,1641,2.6
POA4400,35,1517,787,310,1819,0.8,1652,2.8
POA4401,41,1300,675,265,1558,0.8,1291,2.5
POA4402,57,585,445,140,945,0.8,758,2.2
POA4403,41,1083,740,225,1642,0.8,1360,2.6
POA4404,41,1603,948,175,2044,0.7,1699,2.4
POA4405,36,1300,740,255,1797,0.8,1447,2.6
POA4406,42,988,731,210,1663,0.8,1388,2.6
POA4407,47,927,715,198,1578,0.7,1292,2.3
POA4408,48,900,598,200,1472,0.7,1057,2.3
POA4410,51,971,513,200,1258,0.8,1011,2.3
POA4411,41,600,737,150,1828,0.8,1531,2.7
POA4412,40,800,711,140,1875,0.7,1264,2.2
