POA_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
POA4371,116,48,31,68,91,135,115,42,13,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,8,7,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,8,7,4,0,0,28,3,5,0,0,8,7,9,0,0,24,115,55,32,69,96,141,120,42,13,689
POA4372,23,3,6,17,16,41,12,8,7,129,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,4,0,0,9,23,5,6,17,19,42,17,8,7,140
POA4373,119,97,46,60,128,152,176,100,48,923,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,10,7,3,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,3,4,10,12,3,4,50,7,4,5,3,6,14,8,7,4,60,124,98,57,67,131,160,182,105,53,978
POA4374,49,30,31,36,63,73,62,29,3,375,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,15,0,0,3,4,3,0,3,0,0,16,55,30,29,40,63,73,69,29,3,396
POA4375,39,20,23,23,26,25,34,20,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,8,4,0,0,0,0,4,0,0,0,12,42,17,21,23,26,31,34,20,0,221
POA4376,46,36,35,26,36,60,54,23,12,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,11,0,5,0,0,3,0,0,0,0,11,50,44,40,24,41,64,58,23,12,345
POA4377,108,39,44,51,80,105,95,50,8,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,9,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,9,6,0,0,22,8,0,8,3,0,9,6,0,0,22,111,37,48,56,82,108,96,50,8,599
POA4378,100,46,78,59,76,67,76,46,14,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,9,0,0,0,0,5,4,0,0,0,9,101,43,82,59,75,71,78,46,14,570
POA4380,1275,700,650,778,933,1143,1249,691,247,7667,0,0,3,0,0,0,7,6,5,21,3,3,0,4,8,9,11,4,0,45,0,0,0,0,0,0,10,0,0,11,21,49,57,49,85,61,49,21,8,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,24,54,63,53,91,78,75,22,8,462,21,54,68,52,93,77,79,26,13,484,1298,751,715,829,1025,1221,1334,717,258,8149
POA4381,129,53,47,86,76,117,105,43,4,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,6,3,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,4,5,3,0,29,0,6,3,0,0,4,5,3,0,29,133,54,52,87,81,117,111,49,4,685
POA4382,51,44,32,38,70,78,93,30,6,435,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,3,5,6,15,8,10,14,11,0,4,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,15,8,10,16,13,5,4,90,4,6,15,8,10,16,13,5,4,95,61,48,47,48,89,98,104,33,9,532
POA4383,70,34,41,49,65,118,127,39,11,556,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,6,0,0,13,3,0,3,4,0,0,6,0,0,21,74,42,47,52,61,114,129,37,13,574
POA4384,10,0,3,9,6,4,9,4,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,9,6,4,6,4,0,51
POA4385,190,79,85,102,150,161,163,111,53,1093,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,11,4,9,0,27,0,0,0,0,0,0,3,0,0,3,4,9,19,5,10,15,11,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,19,5,15,23,12,8,0,104,9,6,22,5,15,27,23,8,0,114,200,93,104,109,159,184,188,118,53,1204
POA4387,234,100,115,108,193,225,163,114,31,1276,0,0,0,0,0,6,4,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,5,8,11,13,11,5,3,6,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,10,12,16,13,8,6,3,73,11,8,10,12,15,12,15,3,3,86,240,104,130,122,207,236,179,121,33,1369
POA4388,67,33,21,36,42,30,56,29,4,314,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,20,0,0,0,0,0,4,10,0,0,24,65,35,24,36,40,41,58,31,4,341
POA4390,1447,691,784,827,740,762,579,344,141,6324,5,0,0,0,0,0,5,0,0,12,9,13,3,7,3,27,25,4,0,99,3,0,8,0,6,26,36,29,0,109,13,45,47,26,45,53,25,11,0,268,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,31,62,64,39,62,105,97,52,0,499,31,62,64,41,62,105,101,48,0,512,1480,752,848,867,798,869,685,396,144,6838
POA4400,526,216,278,264,285,229,162,96,22,2076,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,6,0,5,0,0,0,0,0,0,3,0,0,3,9,7,3,4,6,4,8,3,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3,4,9,4,6,4,3,51,5,15,3,4,9,4,11,4,3,55,533,234,282,269,288,237,173,99,23,2133
POA4401,1150,704,582,615,752,691,555,350,135,5541,0,7,0,0,3,0,5,0,4,15,0,8,5,0,0,3,0,0,0,17,0,0,0,0,0,0,4,0,0,3,23,36,23,21,23,26,22,3,3,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,23,44,36,21,23,31,26,7,3,216,23,45,38,24,25,29,31,12,10,229,1177,756,618,634,779,723,586,358,144,5765
POA4402,30,22,17,21,35,61,50,34,4,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,4,0,0,5,30,23,19,21,34,60,51,39,4,277
POA4403,182,78,79,89,84,136,101,46,10,800,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,5,4,3,3,3,7,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,3,3,7,3,0,38,8,6,8,5,3,3,7,3,0,41,188,81,83,91,89,141,104,47,10,839
POA4404,84,38,62,45,67,68,44,19,4,428,4,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,5,0,4,8,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,7,5,0,0,36,8,4,4,5,4,7,5,0,0,42,93,39,66,53,68,76,49,19,3,467
POA4405,3168,1784,1699,1624,1732,1540,1162,646,278,13626,3,0,0,0,6,3,6,5,0,30,4,8,11,7,18,21,18,4,0,94,5,0,3,9,4,3,19,4,0,40,62,154,154,163,176,133,96,21,14,966,0,0,0,3,0,3,9,0,0,17,0,0,0,0,4,6,3,0,0,15,0,0,0,0,3,6,4,0,0,13,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,68,160,169,175,215,172,153,29,11,1154,71,165,176,175,224,170,157,40,16,1188,3237,1950,1873,1803,1953,1712,1318,687,290,14814
POA4406,321,150,162,202,226,252,187,87,16,1598,4,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,18,5,8,11,14,10,9,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,3,8,11,14,17,9,0,87,12,18,8,8,11,14,17,12,0,94,329,163,165,212,240,262,198,96,16,1695
POA4407,80,37,63,41,70,92,52,30,3,471,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,3,5,3,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,8,3,4,0,0,35,0,15,3,3,8,3,4,0,0,35,82,49,64,42,78,98,60,30,3,507
POA4408,100,43,42,52,65,66,74,39,10,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,0,23,0,0,0,0,6,0,6,3,0,23,100,40,39,56,70,71,84,48,12,519
POA4410,198,78,85,88,151,168,167,121,42,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,7,5,15,6,8,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,7,5,15,6,8,0,56,3,9,5,7,5,15,6,8,0,59,205,83,89,101,158,183,174,125,43,1163
POA4411,64,27,25,36,39,37,32,15,3,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,5,4,0,0,13,4,0,4,0,0,3,4,0,0,14,69,27,31,36,39,38,40,15,3,290
POA4412,41,16,22,21,36,23,20,8,6,194,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,15,0,0,4,8,0,0,3,0,0,17,43,16,27,24,35,26,15,8,6,206
POA4413,1922,929,1275,1025,928,849,688,398,137,8150,0,3,5,0,0,0,7,3,0,25,0,8,13,9,11,9,10,3,0,68,0,0,6,3,0,0,8,3,0,26,48,76,210,211,214,182,65,17,8,1019,0,0,6,7,4,0,0,4,0,25,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,80,245,233,229,198,86,27,8,1149,44,84,253,230,236,199,94,30,9,1175,1972,1018,1525,1256,1163,1048,779,426,140,9330
POA4415,401,239,265,199,251,269,222,136,63,2048,0,0,0,0,5,0,0,3,0,13,0,0,0,5,4,12,14,11,0,45,0,0,0,0,0,10,8,4,0,23,10,21,34,39,47,53,51,13,4,272,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10,28,37,45,51,73,89,22,4,352,10,26,35,47,51,72,88,23,4,361,412,267,304,244,304,342,310,160,68,2413
POA4416,89,35,48,62,56,40,35,18,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,13,0,0,0,0,0,0,0,0,0,5,0,9,12,9,4,9,9,0,0,48,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,9,7,15,13,0,0,65,0,11,18,9,7,15,14,0,0,68,85,45,60,68,66,50,53,21,0,444
POA4417,167,32,83,80,78,94,70,41,12,655,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,14,4,0,25,0,0,0,0,0,0,3,4,0,13,5,6,5,7,6,12,15,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,5,8,13,12,30,9,0,88,3,10,5,8,13,17,33,9,0,95,170,44,90,84,86,106,107,51,16,754
POA4418,9,8,13,7,17,14,0,9,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,9,9,8,11,7,17,18,4,12,0,87
POA4419,188,80,235,114,109,116,97,62,12,1008,0,0,0,0,0,0,0,0,0,4,0,4,7,6,10,7,0,3,0,29,0,0,0,0,0,5,0,0,0,9,7,52,169,133,144,111,36,3,0,645,0,0,0,0,0,3,0,0,0,7,0,0,10,0,4,0,0,0,0,18,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,58,188,139,155,126,36,6,0,714,13,58,186,140,155,124,36,6,0,719,201,134,424,250,266,242,130,67,12,1726
POA4420,245,93,140,133,140,131,113,93,34,1121,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,7,3,0,16,0,0,0,0,3,4,0,3,0,12,12,13,25,17,20,8,13,8,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,28,18,22,18,23,11,0,145,12,16,26,18,26,18,23,13,0,147,257,110,169,148,167,151,134,107,31,1269
POA4421,371,183,191,187,268,348,306,124,31,2017,3,3,0,0,6,0,0,0,0,15,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,6,0,0,7,14,13,11,11,19,13,3,3,0,87,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,11,11,19,15,14,5,0,109,16,22,11,11,21,15,11,5,0,124,386,202,199,202,294,361,323,127,33,2134
POA4422,69,26,30,44,79,64,58,18,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,4,7,6,3,6,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,6,6,16,0,0,45,0,3,0,7,6,6,16,0,0,45,74,28,36,53,84,73,76,23,0,443
POA4423,44,9,32,28,31,20,23,9,3,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,9,0,7,0,0,0,0,4,0,0,10,44,14,32,28,30,22,26,11,3,203
