POA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
POA3910,0,0,0,0,12,16,25,14,3,5,10,16,9,4,4,115,3,3,5,6,13,6,4,0,0,0,0,0,0,0,0,34,0,0,3,0,5,0,6,0,0,0,0,0,0,0,0,21,0,0,0,15,25,3,38,13,0,0,0,0,0,0,0,101,0,0,8,14,6,8,4,0,0,0,0,0,0,0,0,35,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,22,9,0,4,3,9,0,0,0,62,27,127,456,300,320,102,224,81,8,14,0,9,3,0,32,1700,0,0,4,6,10,11,13,4,4,0,0,0,0,0,0,59,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,17,11,29,68,76,64,66,94,34,8,0,8,0,0,0,11,484,66,304,713,527,631,357,647,278,40,43,39,52,20,17,71,3801
POA3911,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,15,70,59,26,4,26,7,0,4,0,0,0,0,6,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,8,10,10,14,5,7,3,0,0,0,0,0,0,0,59,8,58,105,96,80,39,62,18,0,3,0,0,0,0,5,494
POA3912,0,0,0,0,13,5,13,13,4,0,4,10,0,0,0,57,0,0,0,0,3,3,3,4,0,0,0,0,0,0,0,19,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,3,8,24,4,3,0,0,3,0,0,0,63,0,0,0,4,6,5,4,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,6,7,0,0,0,0,0,0,0,22,22,106,315,196,150,68,201,55,10,14,0,3,0,0,26,1160,0,0,3,3,0,7,5,3,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,48,48,29,32,39,16,6,7,3,0,0,0,9,252,52,213,463,350,295,171,364,147,25,39,11,23,3,5,66,2235
POA3913,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,17,85,54,23,14,35,18,0,0,3,3,0,0,10,272,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,7,5,0,0,0,0,0,0,0,0,0,38,11,46,111,88,64,34,71,30,4,6,5,10,5,0,11,496
POA3915,0,0,0,6,0,7,18,30,18,7,13,9,5,0,0,111,0,6,0,3,12,0,0,0,0,0,0,0,0,0,0,22,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,5,3,3,0,0,0,0,3,0,0,0,20,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,0,5,0,6,0,0,40,18,97,253,142,102,46,74,45,10,6,0,3,0,0,20,817,0,0,0,5,4,0,3,0,0,0,0,0,0,0,0,22,0,0,0,0,3,4,0,0,0,4,3,0,0,0,0,19,4,25,26,26,20,8,23,17,0,0,6,0,0,0,0,167,38,216,342,257,222,108,190,173,39,21,31,18,16,4,52,1734
POA3916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,18,10,13,4,11,9,0,0,0,4,0,0,5,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,4,0,0,0,0,0,0,0,0,0,0,20,13,15,27,19,29,10,11,15,0,0,0,5,0,0,3,145
POA3918,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,11,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,5,10,35,113,83,60,24,41,22,3,0,0,0,0,0,10,407,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,7,0,0,4,0,0,0,0,0,0,0,0,41,20,73,161,135,77,40,90,40,7,0,0,9,0,0,20,682
POA3919,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,68,43,28,12,29,6,0,0,0,0,0,0,10,213,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,8,13,5,8,4,0,0,0,0,0,0,6,40,14,37,89,69,55,28,58,21,3,4,3,8,0,0,13,401
POA3920,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,3,26,10,0,0,0,0,0,0,0,46,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,0,0,0,0,0,0,0,24,0,0,5,0,6,20,74,22,0,0,0,0,0,0,5,137
POA3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,6,0,0,0,8,0,0,3,18
POA3922,0,0,0,0,7,6,8,7,0,0,5,7,0,0,4,42,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,5,11,5,0,0,0,0,0,0,0,43,0,0,7,8,4,3,5,0,0,0,3,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,3,0,3,0,0,16,35,122,217,116,78,34,44,17,6,4,5,6,5,0,31,714,0,3,0,8,10,0,9,14,0,0,0,0,0,0,0,53,0,0,0,6,3,0,0,9,0,0,0,0,3,0,0,26,9,32,30,31,32,10,27,11,8,3,0,4,4,3,9,220,66,234,364,255,224,129,195,129,29,26,39,42,21,3,79,1832
POA3923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,19,18,11,0,3,0,0,0,0,3,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,13,4,21,33,24,15,15,13,8,0,0,0,3,0,0,0,137
POA3925,0,0,0,0,3,0,4,6,0,0,0,0,0,0,5,24,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,4,3,0,0,0,0,0,0,0,0,17,0,0,0,0,4,0,3,3,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,14,39,70,34,29,13,24,11,0,3,0,0,0,0,10,250,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,12,10,10,11,9,3,6,3,5,0,0,0,95,15,88,121,75,74,47,85,62,19,13,15,10,8,0,31,663
POA3926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,36,39,33,24,51,13,5,4,0,0,0,0,13,257,0,0,3,4,0,6,3,0,0,0,0,0,3,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,10,9,6,0,6,0,0,0,0,0,0,0,3,40,17,43,70,80,50,42,90,24,5,6,8,0,0,0,27,473
POA3927,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,35,20,23,12,17,3,3,0,0,0,0,0,3,130,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,5,10,0,0,0,0,0,0,0,0,0,0,0,27,10,28,49,50,47,23,40,11,8,7,0,0,0,0,7,286
POA3928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,0,0,7,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,8,10,10,7,9,11,0,0,0,0,0,0,0,8,55
POA3929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,22,13,7,10,8,5,0,0,0,0,4,0,3,93,0,0,0,0,5,4,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,17,9,28,30,29,24,14,23,9,0,0,0,0,3,0,5,185
POA3930,0,0,0,3,9,6,5,3,0,0,0,0,0,0,0,29,3,5,0,3,23,3,4,0,0,0,0,0,0,0,0,46,0,0,0,6,3,5,0,6,0,0,0,0,0,0,0,21,0,0,3,14,11,34,55,26,0,16,6,0,0,0,4,169,0,6,10,10,13,8,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,18,0,0,0,0,0,0,0,35,40,150,317,260,218,182,505,238,15,30,14,14,7,9,35,2032,3,0,12,14,14,17,33,29,0,0,3,6,9,0,0,138,0,0,0,12,4,0,0,0,0,0,0,3,9,0,0,29,18,38,51,82,68,45,74,40,12,11,0,17,0,0,6,457,84,332,544,532,520,458,899,459,45,72,43,59,40,16,70,4174
POA3931,0,0,0,0,11,12,13,10,6,5,4,12,0,0,5,86,0,4,3,6,18,4,0,0,0,0,0,0,0,0,4,48,0,0,3,6,0,3,0,0,0,0,0,0,0,0,0,12,0,6,8,23,22,22,30,18,4,0,5,3,0,6,3,162,0,9,11,15,7,7,0,0,0,0,0,0,0,0,3,48,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,16,18,0,4,8,0,6,0,5,55,82,234,588,437,324,163,526,249,28,13,15,18,11,5,88,2792,0,0,0,5,6,10,15,5,4,3,3,0,0,0,4,80,0,0,0,0,0,4,5,0,0,0,0,0,4,0,4,20,33,53,93,74,71,60,82,31,17,4,11,8,0,5,13,539,170,548,926,762,667,422,916,507,87,64,79,76,37,17,196,5465
POA3933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,17,8,4,12,3,0,0,0,0,0,0,0,0,53,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,0,5,4,0,0,0,0,0,0,0,0,22,5,15,29,26,12,19,12,15,0,3,0,0,0,0,3,142
POA3934,0,0,0,3,10,3,14,0,0,0,0,0,0,0,0,30,0,5,3,6,5,0,5,0,0,0,0,0,0,0,0,24,0,0,0,3,0,0,0,0,6,3,0,0,0,0,0,12,0,5,5,14,22,12,47,12,0,0,5,10,0,0,0,127,0,8,8,5,7,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,5,7,4,0,0,0,0,0,0,0,24,47,136,371,233,250,160,546,230,22,25,25,9,10,0,35,2107,0,0,0,12,8,17,34,10,0,8,6,4,0,4,5,111,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,9,31,52,69,58,46,60,32,16,0,4,5,10,6,12,413,104,370,615,470,510,346,898,378,56,50,55,31,18,10,79,3999
POA3936,0,0,0,4,6,9,6,3,4,3,0,9,4,0,3,46,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,15,9,9,15,0,0,0,0,0,6,0,0,61,0,3,5,0,6,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,4,8,0,9,0,0,0,0,0,0,26,20,97,227,151,104,58,127,50,0,17,3,5,3,0,50,910,0,0,4,5,11,9,7,6,4,0,0,0,0,0,0,50,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,9,12,43,65,61,60,22,24,21,7,5,0,13,0,0,8,337,51,353,621,369,311,168,256,133,38,42,19,38,13,4,115,2530
POA3937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,17,12,15,21,7,3,0,0,0,0,0,0,7,91,0,0,0,0,5,0,3,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,6,5,0,0,0,4,0,0,0,36,6,22,35,34,31,30,26,18,0,6,0,7,0,0,7,217
POA3938,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,24,45,20,22,16,8,3,0,3,3,0,0,0,7,154,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,12,10,8,5,0,0,0,3,0,0,0,0,58,15,69,97,47,45,38,34,15,5,5,6,6,4,0,16,404
POA3939,0,0,0,0,6,0,12,12,3,4,3,3,0,0,7,63,0,0,0,8,9,3,5,0,4,0,0,0,0,0,0,31,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,7,0,0,3,17,14,12,15,5,0,0,3,0,0,4,0,77,0,5,5,0,6,0,0,0,0,0,0,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,12,8,0,0,4,0,0,0,3,32,37,139,331,169,92,62,125,42,8,4,3,6,0,0,41,1079,0,0,7,3,8,3,6,4,0,0,3,4,0,0,5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,43,52,62,30,21,32,25,5,4,9,7,0,0,5,301,66,382,586,353,259,173,293,177,35,33,45,47,9,11,106,2561
POA3940,0,0,0,0,3,3,3,0,0,0,0,0,4,0,0,22,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,62,100,62,28,13,30,14,0,0,0,3,0,0,33,363,0,0,6,5,3,0,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,10,15,30,16,10,4,6,8,0,0,0,0,0,0,7,117,50,161,216,112,69,42,85,55,12,9,5,18,6,0,80,917
POA3941,0,0,0,0,4,7,7,0,4,3,0,3,0,0,6,35,0,5,4,0,7,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,13,0,0,4,6,9,4,4,0,0,0,0,0,0,0,0,30,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,5,0,0,0,16,19,66,169,90,67,53,82,28,3,5,0,0,7,0,27,617,0,0,0,0,6,3,3,5,0,0,4,0,0,0,0,30,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,9,38,50,44,36,25,31,15,0,5,8,9,0,0,15,275,60,309,463,261,225,138,209,110,26,21,35,30,16,3,94,1998
POA3942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,31,25,22,10,7,9,0,0,0,0,0,0,7,146,0,0,0,6,0,0,0,0,0,0,8,0,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,5,4,0,7,6,4,0,3,0,3,0,0,3,53,26,62,61,49,47,24,23,27,0,7,11,5,6,4,14,371
POA3943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,15,14,8,5,0,0,3,0,0,5,0,7,99,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,3,0,0,0,0,0,0,0,0,0,0,28,15,57,55,26,36,16,21,6,0,3,0,7,9,0,6,267
POA3944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,7,9,4,0,3,0,0,0,0,0,0,0,35,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,19,14,14,11,8,3,0,0,0,0,0,0,0,8,93
