POA_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA4170,0,0,11,19,23,38,82,111,132,417,0,0,10,7,12,13,16,13,5,78,45,109,285,176,143,124,79,66,43,1069,632,2216,5379,4916,3825,2505,1537,675,381,22069
POA4171,0,3,6,0,6,17,36,79,43,189,0,0,7,3,4,3,3,3,3,25,31,25,93,97,87,68,63,35,15,518,404,943,2228,2784,2736,2105,1166,514,183,13059
POA4172,0,0,4,3,7,14,25,33,15,105,0,0,0,0,3,0,0,0,5,8,14,25,41,35,38,9,21,6,6,177,109,350,960,852,728,455,308,106,35,3898
POA4173,0,0,0,10,12,29,73,82,43,250,0,0,0,6,3,5,0,0,5,23,8,10,44,61,29,30,34,36,3,266,171,464,1330,1315,1032,1032,769,428,119,6657
POA4174,5,0,0,4,4,9,22,17,3,67,0,0,0,0,0,0,0,0,0,8,7,4,20,23,13,12,12,10,0,103,76,141,475,482,419,295,202,67,26,2189
POA4178,3,5,18,16,46,66,189,279,178,808,0,0,11,10,18,11,3,16,3,76,56,46,125,157,186,156,148,157,178,1210,663,1428,3102,3679,3955,3364,2615,1497,750,21047
POA4179,5,0,4,17,34,40,119,199,122,537,0,0,3,3,10,3,8,13,4,45,18,39,92,76,90,79,87,105,90,682,425,963,1864,2857,3216,2567,1864,1176,482,15423
POA4183,0,0,0,0,5,11,30,42,9,92,0,0,0,0,0,0,0,4,0,4,8,18,25,22,32,36,35,25,11,208,52,86,161,212,285,371,406,184,38,1802
POA4184,10,0,10,22,35,64,140,116,40,433,0,0,0,3,4,0,7,5,0,26,32,15,50,68,117,172,192,114,33,796,171,171,361,577,1091,1935,2189,994,171,7659
POA4205,0,5,6,12,24,24,80,119,81,353,3,0,0,4,3,9,11,4,0,40,20,22,77,55,38,51,102,166,197,724,166,341,748,608,621,654,856,807,430,5240
POA4207,38,23,97,138,214,244,557,537,212,2060,4,11,56,68,60,61,53,36,13,357,301,366,857,725,607,428,355,307,99,4046,2029,4586,10637,8841,8119,7035,5758,3163,837,51000
POA4208,4,9,8,31,29,69,143,109,43,446,3,0,3,5,8,7,11,8,5,55,63,59,169,177,156,85,55,33,15,828,704,1363,3198,3910,3217,2335,1634,714,179,17242
POA4209,25,24,76,112,106,153,251,172,70,987,3,8,39,51,51,37,27,16,12,234,298,372,1019,759,509,290,195,121,32,3593,2196,5367,13351,11412,8718,5481,3824,1598,370,52310
POA4210,9,4,16,22,28,47,85,105,21,327,5,6,0,7,7,14,10,9,0,57,38,50,141,144,114,100,68,44,19,720,660,1262,2687,3531,3435,2490,1611,727,140,16543
POA4211,15,14,31,66,89,166,340,412,170,1299,0,3,18,32,23,32,34,20,16,172,150,158,378,410,390,305,324,276,162,2554,1635,3415,7807,8863,8739,7451,5894,3381,1012,48195
POA4212,0,5,15,22,38,73,171,194,123,639,0,0,6,11,11,9,15,17,14,92,104,80,193,220,272,214,226,180,105,1592,908,1805,3238,4044,5020,4609,4113,2385,810,26926
POA4213,7,13,14,23,18,60,137,171,74,520,0,5,4,10,9,7,8,6,5,57,89,80,168,247,194,189,174,140,117,1393,877,1521,2904,4356,4784,3940,2847,1480,493,23201
POA4214,13,5,33,38,67,108,176,243,109,794,0,0,17,31,23,28,29,17,12,157,134,192,329,284,270,243,224,349,280,2315,1144,2779,4713,5044,5343,4773,3745,2389,924,30859
POA4215,16,20,60,58,106,207,333,467,269,1527,3,5,51,33,31,39,35,30,25,259,206,396,804,542,572,545,579,537,479,4659,1509,5023,9671,6758,6716,6366,5791,3906,1734,47483
POA4216,15,4,18,37,47,110,291,413,216,1149,3,0,17,19,20,16,30,26,11,142,105,138,305,272,363,362,475,464,254,2728,846,1938,3898,4177,5348,5838,6240,4142,1364,33791
POA4217,6,18,39,42,47,82,167,233,104,732,0,9,28,22,25,27,23,19,24,167,167,367,1050,645,586,626,586,377,154,4559,894,2993,7424,5728,5983,6126,5800,3332,849,39117
POA4218,9,6,6,25,32,67,140,212,129,623,3,5,15,6,11,8,18,19,25,101,88,159,521,345,305,371,289,226,85,2382,695,2295,6018,4750,4700,4517,3799,2141,780,29691
POA4220,0,0,8,18,25,63,121,222,131,597,0,0,13,5,10,6,10,11,15,61,45,137,402,269,238,234,212,231,198,1965,615,1812,4859,4615,4383,3717,3492,2111,865,26468
POA4221,8,0,10,18,19,50,119,181,131,539,0,3,3,5,0,7,10,8,8,42,62,99,232,226,191,149,176,173,85,1396,689,1581,3821,4064,3863,3473,3050,1735,698,22969
POA4223,0,0,8,10,15,32,61,88,74,282,0,3,0,3,8,4,7,3,6,29,28,28,81,99,104,98,77,102,116,736,355,688,1512,2017,2144,2037,1680,940,397,11778
POA4224,3,0,5,0,5,21,23,45,48,159,0,0,0,4,0,4,0,0,4,14,19,28,73,64,60,63,44,56,26,434,150,359,1117,1010,925,883,703,374,204,5713
POA4225,0,0,3,0,6,25,49,57,41,191,0,0,6,0,4,0,4,0,4,16,8,37,144,76,80,85,112,84,92,705,132,477,1463,902,945,1369,1325,613,322,7537
POA4226,0,5,11,33,40,84,146,203,173,691,6,6,11,19,18,18,25,13,6,119,84,117,249,202,186,152,220,284,286,1782,1083,2503,4653,5020,4740,4233,3894,2535,1133,29786
POA4227,4,4,8,21,50,47,99,104,31,367,0,3,9,14,8,10,12,9,6,73,74,86,200,177,167,93,101,139,158,1197,682,1674,3295,3608,3501,2211,1833,1021,361,18198
POA4228,0,0,4,0,4,14,16,25,10,82,0,0,4,0,0,0,5,0,5,10,21,16,33,44,58,40,26,47,63,335,148,265,447,730,827,808,602,261,141,4238
POA4270,0,0,0,0,6,11,30,29,7,88,0,0,0,0,0,3,9,0,0,13,17,12,30,37,38,35,14,8,4,200,135,214,413,600,741,630,415,170,32,3347
POA4272,5,0,4,9,5,13,41,34,17,125,0,0,0,0,0,6,4,0,0,13,26,17,34,65,65,68,67,74,32,465,190,239,536,876,1195,1288,1278,713,197,6511
POA4275,0,0,3,6,6,14,23,21,4,70,0,0,0,0,0,0,0,0,0,5,26,16,42,52,62,44,22,18,7,291,110,170,400,564,635,557,394,168,32,3031
POA4280,5,3,17,28,55,60,136,110,32,444,0,8,16,15,22,22,11,11,4,102,99,79,154,199,211,135,101,57,10,1037,732,1247,2669,2970,3071,2350,1552,662,143,15384
POA4285,11,5,26,39,64,124,264,287,141,965,0,0,4,11,9,5,12,20,3,65,85,53,166,171,197,166,184,132,97,1246,660,1038,2202,2675,3140,2826,2407,1205,415,16574
POA4287,0,0,4,0,6,8,19,10,3,55,0,0,0,0,0,0,3,0,0,3,5,5,20,32,14,23,9,9,4,114,16,22,105,142,137,163,128,56,19,785
POA4300,28,12,65,127,158,214,318,307,84,1317,3,13,52,63,66,103,83,36,19,448,211,270,614,555,429,265,184,109,28,2664,1988,4298,10782,11704,8512,5736,3485,1505,299,48311
POA4301,13,17,52,116,105,142,209,148,68,868,3,12,35,42,74,61,39,22,6,294,146,199,501,343,205,170,132,53,28,1778,1185,2966,6494,5042,3634,2911,1816,688,184,24921
POA4303,3,0,7,18,32,42,55,76,39,269,0,3,0,3,0,9,4,3,0,30,36,26,82,74,59,46,28,48,20,418,149,282,633,461,530,470,336,265,100,3235
POA4304,0,5,29,50,61,109,201,264,129,846,5,9,15,15,23,19,19,4,3,98,69,74,184,173,159,136,106,78,38,1026,505,1164,2634,2294,2273,2095,1615,899,335,13803
POA4305,46,35,72,106,181,308,661,1041,492,2938,6,6,16,21,55,71,52,29,23,271,212,253,534,483,425,367,350,386,306,3311,1984,4047,8877,8164,7937,7417,5605,3478,1388,48898
POA4306,9,5,37,54,55,81,299,294,78,914,3,0,21,13,19,14,13,9,3,96,157,235,358,329,258,200,157,102,24,1809,1312,2854,6486,6267,5945,4916,3242,1301,241,32570
POA4307,0,0,0,0,3,9,24,35,3,78,0,0,0,0,0,0,0,0,0,0,6,3,9,14,20,19,5,13,6,87,54,70,171,193,231,233,184,87,15,1230
POA4309,3,0,3,5,5,21,50,81,28,192,0,0,0,0,0,0,4,0,0,9,13,14,29,28,36,42,24,39,15,243,100,111,326,401,443,544,396,247,67,2632
POA4310,0,0,0,5,22,22,124,151,111,440,0,0,4,0,0,10,4,4,3,25,23,10,46,34,56,56,70,57,43,400,162,213,557,567,737,974,947,525,233,4928
POA4311,4,3,9,24,32,70,183,179,45,553,0,4,6,4,4,12,9,9,5,52,46,31,73,86,118,87,102,79,29,654,324,500,1078,1154,1467,1539,1277,585,119,8048
POA4312,0,0,3,3,3,24,58,54,17,161,0,0,0,0,0,0,8,0,0,16,3,5,9,12,28,35,49,33,7,168,46,79,147,211,356,524,549,273,49,2226
POA4313,0,0,0,6,9,17,48,74,24,175,0,0,0,0,0,0,3,0,0,10,5,6,5,3,6,21,28,32,8,114,51,78,177,213,263,375,393,266,60,1877
POA4314,0,0,5,4,16,41,95,69,14,243,0,0,0,0,0,3,5,0,0,17,18,11,29,24,47,67,76,57,13,336,62,76,217,231,409,599,749,336,44,2730
POA4340,4,0,3,14,10,25,93,99,28,281,0,0,0,0,3,0,3,6,5,17,39,37,82,58,95,88,81,67,52,601,179,367,625,643,831,841,734,360,118,4714
POA4341,0,3,13,22,50,104,244,269,108,821,0,3,0,4,6,7,11,9,0,40,58,64,118,115,142,133,103,106,49,889,447,811,1693,1960,2125,2151,1791,938,264,12168
POA4342,0,0,0,3,7,31,45,53,18,159,0,0,0,0,4,3,3,0,0,10,13,10,24,23,22,32,18,11,11,168,81,230,264,282,379,416,282,145,42,2127
POA4343,11,9,40,35,53,60,197,260,110,767,0,9,54,41,31,15,8,8,0,168,79,84,171,128,115,74,75,65,32,824,449,973,2074,1461,1374,1338,1140,678,253,9744
POA4344,0,0,6,6,8,13,34,46,11,127,0,0,0,0,0,0,0,0,0,6,20,25,35,32,41,35,38,22,8,247,81,130,327,286,385,417,290,151,29,2088
POA4346,0,0,0,0,0,3,7,19,4,36,0,0,0,0,0,0,0,0,0,0,4,4,9,8,11,11,8,4,3,61,24,53,103,149,135,133,126,45,13,768
POA4347,0,0,4,4,3,4,27,33,6,85,0,0,4,4,0,0,0,0,0,10,0,6,13,5,6,6,14,4,4,55,33,86,171,156,161,201,154,77,25,1065
POA4350,72,109,188,282,332,411,1007,1732,1064,5194,28,72,231,230,170,161,129,59,35,1115,327,455,910,690,648,665,654,702,463,5506,3265,7841,15852,13634,13192,12708,11581,7610,3283,88977
POA4352,3,6,12,16,41,83,237,335,112,845,0,0,0,5,6,11,4,5,7,37,77,40,142,198,193,187,155,98,29,1128,842,1216,3075,4073,4307,4115,3163,1511,333,22639
POA4353,3,0,0,0,0,0,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,3,6,5,3,4,0,3,0,22,7,18,28,36,45,60,38,19,3,271
POA4354,0,0,0,0,3,10,31,22,4,77,0,0,0,0,0,0,0,0,0,5,4,5,4,9,14,18,9,7,3,82,35,61,139,125,147,219,170,92,18,996
POA4355,0,0,0,3,4,13,48,85,20,176,0,0,0,0,0,0,0,0,4,7,13,8,24,30,30,51,57,80,79,369,54,88,218,233,319,439,475,371,139,2332
POA4356,0,0,5,4,9,24,61,110,65,270,0,0,4,0,4,0,4,0,0,9,25,37,51,40,51,75,66,75,100,523,165,265,508,557,633,648,582,369,226,3948
POA4357,0,0,4,6,10,17,50,64,35,180,0,0,7,0,5,3,0,4,0,17,8,8,35,20,38,44,32,21,10,224,63,91,281,265,346,398,327,200,68,2040
POA4358,4,0,6,4,16,7,30,35,8,103,0,0,0,0,0,0,0,0,0,9,10,13,40,26,29,32,19,17,0,184,71,216,483,324,359,317,266,125,24,2178
POA4359,0,0,0,0,0,8,16,20,3,47,0,0,0,0,0,0,0,0,0,0,8,10,16,14,22,14,19,9,5,115,26,79,166,146,193,210,157,86,10,1077
POA4360,0,0,0,0,0,0,5,9,9,23,0,0,0,0,0,0,0,0,0,0,4,4,7,10,10,13,11,11,0,71,11,28,53,61,100,86,81,44,13,473
POA4361,0,0,0,0,3,15,34,58,24,148,0,0,0,0,0,0,0,3,0,8,5,12,19,13,26,25,12,33,17,163,69,111,228,251,340,381,397,254,86,2114
POA4362,0,0,0,0,3,12,44,66,32,158,0,0,0,0,3,3,3,0,0,9,10,4,15,19,39,25,33,18,7,168,58,77,205,251,345,378,429,234,84,2054
POA4363,0,0,0,0,4,5,12,15,0,26,0,0,0,0,0,0,0,0,0,0,12,3,18,5,6,7,10,4,0,54,23,33,55,61,75,113,69,37,0,466
POA4364,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,4,4,0,0,23,0,19,18,14,29,36,8,3,0,139
POA4365,0,0,0,0,0,3,17,12,0,39,0,0,0,3,0,0,0,0,0,7,4,9,7,4,9,13,11,12,0,67,14,32,46,58,75,122,104,46,3,499
POA4370,6,4,20,26,76,96,253,327,142,950,0,0,4,0,12,18,22,16,3,75,64,76,148,126,188,220,218,222,105,1370,503,981,2038,1799,2318,2679,2611,1588,527,15044
POA4371,0,0,0,0,0,4,7,15,9,27,0,0,0,0,0,0,0,0,0,0,5,0,0,3,11,3,7,13,5,51,19,21,36,70,94,136,121,47,13,563
POA4372,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,6,14,16,45,21,11,7,119
POA4373,0,0,0,0,8,11,16,25,18,77,0,0,0,0,0,0,0,0,3,9,3,3,11,10,9,16,22,7,11,94,28,47,57,69,126,164,197,109,47,849
POA4374,0,0,0,0,0,4,8,11,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,5,8,5,0,28,3,9,30,38,61,73,74,29,3,332
POA4375,0,0,0,0,0,4,7,7,0,19,0,0,0,0,0,0,0,0,0,0,4,3,8,3,3,0,3,4,0,27,6,3,27,26,27,32,35,20,0,177
POA4376,0,0,0,0,0,4,3,7,7,24,0,0,0,0,0,0,0,0,0,4,3,0,6,8,0,12,7,0,3,39,15,17,35,34,36,63,60,23,12,292
POA4377,0,0,0,0,0,3,7,12,5,31,0,0,0,3,0,0,0,0,0,3,0,3,7,3,6,10,15,13,0,60,5,22,44,54,83,116,103,54,11,495
POA4378,0,0,0,0,0,0,13,15,9,46,0,0,0,0,0,0,0,0,0,0,3,0,8,3,5,0,3,7,0,28,22,19,79,59,76,67,82,46,14,456
POA4380,6,0,8,11,17,39,140,183,99,499,0,0,3,5,0,6,8,12,10,46,34,32,71,78,70,98,125,80,30,608,203,289,703,810,980,1225,1340,740,260,6559
POA4381,0,0,0,0,0,3,9,11,0,21,0,0,0,0,0,0,0,0,0,0,4,7,6,14,13,16,15,3,0,75,19,23,53,87,80,122,113,44,7,546
POA4382,0,0,0,0,0,0,5,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,0,0,17,6,20,33,37,79,79,96,34,4,389
POA4383,0,0,0,0,4,12,26,7,0,48,0,0,0,0,0,0,0,0,0,8,0,3,7,6,4,17,12,6,5,64,12,18,45,53,69,131,135,40,14,513
POA4384,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,3,9,6,4,9,4,0,42
POA4385,0,5,3,0,9,10,25,34,18,115,0,0,0,0,0,0,0,0,0,4,0,4,7,11,10,17,18,21,6,102,28,39,93,108,150,173,177,119,51,945
POA4387,0,0,0,4,8,19,23,35,14,103,0,0,0,0,0,0,0,7,0,5,6,5,13,12,20,22,21,23,5,128,31,45,121,114,192,236,173,123,30,1074
POA4388,0,0,0,3,4,4,14,7,0,37,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,4,4,8,0,26,10,23,21,39,49,39,55,32,4,272
POA4390,3,0,0,9,14,30,85,89,65,293,0,6,8,0,0,0,0,0,0,18,34,39,99,71,65,84,57,47,22,514,200,384,845,852,764,828,640,377,147,5038
POA4400,0,3,0,11,10,12,23,29,6,90,0,0,0,0,0,0,3,0,0,6,6,4,11,3,25,13,16,6,0,92,54,115,291,271,306,240,171,96,22,1563
POA4401,4,5,8,21,27,33,88,130,50,365,0,0,0,7,0,5,8,4,3,28,24,30,46,60,58,40,41,50,23,372,191,351,625,652,791,726,597,369,145,4438
POA4402,0,0,0,0,0,3,10,4,5,15,0,0,0,0,0,0,0,0,0,0,4,0,4,3,13,5,9,5,0,46,8,12,16,21,38,65,60,34,3,259
POA4403,0,0,0,0,6,7,8,24,5,49,0,0,0,0,0,0,0,3,0,4,6,7,11,9,3,27,11,5,5,82,23,40,88,96,88,142,101,47,10,635
POA4404,0,0,0,0,0,5,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,7,13,7,11,5,0,0,43,4,20,62,57,71,71,47,19,9,359
POA4405,3,0,24,27,47,86,175,205,121,694,0,0,0,3,3,10,16,10,5,47,81,88,166,139,144,108,100,55,25,906,477,893,1807,1696,1827,1660,1263,701,283,10612
POA4406,0,0,0,7,3,11,24,22,3,67,0,0,0,0,0,0,5,0,0,6,14,17,19,20,20,35,25,8,3,164,52,86,176,213,238,266,196,86,16,1329
POA4407,0,0,0,0,3,0,13,14,0,40,0,0,0,0,0,0,0,0,0,0,0,4,12,6,3,15,0,7,0,50,10,24,67,46,75,99,61,34,3,410
POA4408,0,0,0,0,0,0,18,6,7,36,0,0,0,0,0,0,0,0,0,0,0,6,4,5,5,9,3,3,7,40,12,19,46,57,68,75,81,42,10,424
POA4410,0,0,0,6,3,11,32,46,15,112,0,0,0,0,0,0,0,4,0,9,5,3,12,11,23,15,15,17,11,115,25,30,87,96,162,175,182,126,47,930
POA4411,0,0,0,0,0,5,5,4,3,12,0,0,0,0,0,0,0,0,0,0,5,0,0,4,13,11,6,0,0,32,12,8,25,36,42,41,35,15,3,214
POA4412,0,0,0,0,0,0,0,6,6,13,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,0,3,4,0,31,0,18,28,26,39,23,22,6,6,166
POA4413,3,3,10,9,18,45,91,131,49,362,0,0,3,4,3,8,7,6,0,20,60,83,214,142,112,97,89,69,37,910,252,505,1351,1092,994,951,735,429,140,6446
POA4415,0,0,0,3,7,18,37,46,23,144,0,5,0,0,0,0,0,0,0,6,23,11,33,28,37,39,31,29,19,258,78,115,281,207,281,289,230,149,64,1691
POA4416,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,8,7,7,0,4,3,0,23,11,34,49,63,62,37,41,23,0,318
POA4417,0,0,4,0,6,11,15,15,6,54,0,0,0,0,0,0,0,0,0,5,0,0,10,7,7,8,6,3,0,46,5,18,91,83,84,101,80,45,9,511
POA4418,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,15,7,19,14,0,9,0,70
POA4419,0,0,3,0,5,5,12,13,0,42,0,0,0,0,0,0,0,0,0,0,4,17,72,29,22,21,17,9,0,185,22,59,248,124,116,128,95,66,12,863
POA4420,0,0,4,0,3,10,12,40,12,91,0,0,0,0,0,0,0,0,3,7,10,11,10,8,18,18,14,18,3,112,38,64,149,142,157,145,123,98,33,949
POA4421,3,3,4,5,10,23,62,42,13,172,0,0,0,0,0,0,6,3,0,7,11,10,32,32,38,40,42,20,3,226,34,110,212,202,296,372,335,133,30,1725
POA4422,0,0,0,0,0,5,14,6,0,27,0,0,0,0,0,0,0,0,0,3,3,7,4,14,10,12,6,0,0,58,14,20,36,48,87,68,64,23,0,364
POA4423,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,4,0,24,0,9,32,28,33,20,23,10,3,152
POA4424,0,0,0,0,4,0,8,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,15,5,6,22,40,27,21,26,12,0,166
POA4425,0,0,0,0,4,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,9,10,14,30,20,24,27,7,0,129
POA4426,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,5,8,5,3,0,7,7,0,0,29,7,13,12,16,17,20,19,15,8,122
POA4427,0,0,0,5,0,4,7,15,5,32,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,8,11,8,0,44,5,14,16,30,47,54,44,32,9,252
POA4428,0,0,0,0,0,3,16,13,7,44,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,12,9,8,0,46,4,20,82,67,85,96,66,42,8,477
POA4454,0,0,0,3,0,9,16,11,4,45,0,0,0,0,0,0,0,0,0,0,7,3,20,14,19,16,15,0,4,95,21,34,100,83,114,105,81,34,20,586
POA4455,0,3,9,14,23,40,76,80,27,273,0,4,7,6,4,4,3,9,0,35,61,65,119,126,135,114,69,69,64,833,275,610,1139,1130,1109,1044,662,369,143,6476
POA4461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,11,13,6,0,31
POA4462,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,4,0,23,0,5,15,14,13,16,21,15,3,107
POA4465,0,3,0,0,6,13,30,24,9,93,0,0,0,0,0,0,5,5,0,5,8,11,12,20,23,13,22,19,6,128,35,58,140,133,148,179,180,93,24,990
POA4467,0,0,0,0,4,0,3,6,0,14,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,12,0,0,0,20,5,7,15,19,35,27,11,12,0,130
POA4468,0,0,0,0,0,0,5,13,0,19,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,9,3,5,0,22,3,16,29,23,34,62,34,20,0,226
POA4470,0,0,4,7,12,32,62,59,46,220,0,0,0,0,0,5,0,0,3,14,21,27,68,34,59,85,42,22,16,377,80,169,454,323,368,533,354,157,97,2541
POA4472,0,0,5,6,4,16,35,36,11,113,0,0,0,0,0,0,0,0,0,8,5,3,6,10,14,21,15,25,26,123,26,76,142,146,158,225,210,126,60,1155
POA4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,3,9,18,9,5,0,64
POA4477,0,0,0,0,0,9,16,19,7,52,0,0,0,0,0,0,0,0,0,0,0,0,6,6,10,5,6,4,6,43,5,15,48,61,91,84,55,34,17,415
POA4478,0,0,0,0,0,4,6,8,4,31,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,11,10,3,0,40,20,30,58,47,60,75,67,35,3,398
POA4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
POA4480,0,0,0,0,6,0,9,3,0,16,0,0,0,0,0,0,0,3,0,4,0,0,6,0,8,3,9,0,3,37,12,30,92,66,95,104,58,23,13,488
POA4481,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,18,17,12,16,10,20,17,14,7,0,109
POA4482,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,13,5,7,20,16,18,7,15,0,0,98
POA4486,0,0,4,0,0,0,5,17,0,33,0,0,0,0,0,0,5,0,0,3,4,5,8,11,14,6,7,6,0,51,26,38,72,73,95,103,86,41,8,551
POA4487,3,0,3,8,11,27,46,52,17,162,4,0,0,0,0,4,10,3,0,18,17,22,53,29,45,55,25,25,20,294,117,196,429,334,426,428,294,153,58,2426
POA4488,0,0,0,0,0,3,5,4,3,17,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,3,3,0,0,23,0,10,18,38,44,28,29,11,6,191
POA4489,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,8,11,23,6,4,0,60
POA4490,0,3,3,5,11,19,40,35,15,125,0,0,0,0,0,0,4,3,0,8,3,9,10,12,17,19,17,10,0,104,40,75,169,149,194,225,169,100,32,1152
POA4491,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,15,7,10,16,23,4,0,76
POA4492,0,0,0,0,0,4,3,4,0,18,0,0,0,0,0,0,0,0,0,6,0,0,4,5,6,12,3,0,0,26,12,25,49,53,28,54,23,7,0,256
POA4493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,3,0,16
POA4494,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,9,0,0,0,16,0,12,32,27,21,17,7,4,0,125
POA4496,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,10,4,0,21,5,10,28,38,27,25,23,8,0,166
POA4497,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,9,5,0,5,5,0,20,8,19,37,43,51,52,32,9,4,247
POA4498,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,21,4,9,32,31,20,24,5,6,0,129
POA4500,10,3,33,61,71,102,259,370,133,1039,6,3,22,34,27,30,23,13,6,175,82,112,267,239,206,140,138,115,57,1369,1273,2785,6369,6812,5992,4985,3742,1732,457,34156
POA4501,3,4,11,12,14,18,56,81,52,243,0,0,11,3,4,0,5,6,0,28,21,22,52,43,44,29,34,28,3,280,179,417,901,788,748,621,522,308,133,4616
POA4502,0,0,10,10,19,23,49,52,22,182,4,0,5,8,6,3,0,0,0,28,25,23,42,36,41,42,31,15,11,267,290,583,1108,1150,1298,1106,767,302,68,6679
POA4503,4,16,47,55,98,154,333,375,158,1243,4,3,17,20,40,37,27,13,6,176,110,167,472,389,282,202,211,187,187,2206,1363,3563,8972,7708,6192,4850,3753,1926,658,38986
POA4504,7,4,15,14,21,29,102,110,44,348,0,0,14,5,7,7,0,6,0,47,61,38,109,113,103,60,53,44,28,613,716,1280,2664,3119,3043,1882,1272,571,165,14707
POA4505,8,7,23,29,53,76,267,337,126,928,0,9,11,14,10,11,9,4,7,77,72,87,175,162,159,146,138,142,42,1133,802,1814,3554,3143,3324,3011,2568,1464,417,20113
POA4506,9,9,34,52,53,104,211,232,92,797,0,0,11,14,10,12,8,12,3,79,112,160,274,235,164,153,135,99,56,1389,835,1902,3869,3043,3086,2828,2118,1088,305,19077
