POA_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA3936,41,7,6,0,49,25,0,4,0,33,9,0,5,3,23,4,3,13,0,22,72,9,19,0,99,32,4,31,0,71,252,15,51,0,311,198,22,45,5,274,171,27,70,6,277,207,71,64,5,348,96,71,45,5,217,108,80,29,5,226,192,197,55,10,455,142,157,29,4,319,93,152,21,0,271,50,93,9,3,147,154,205,24,0,381,56,105,48,4,213,44,17,11,0,71,1962,1210,581,41,3798
POA3937,8,0,4,0,8,0,0,0,0,0,4,0,0,0,3,7,0,3,0,3,3,0,0,0,4,0,0,0,0,0,9,0,0,0,12,10,4,6,0,11,19,6,0,0,25,25,5,5,0,39,6,7,3,0,23,15,7,0,0,18,26,26,3,0,54,10,21,0,0,37,15,17,3,0,34,11,13,3,0,27,58,76,4,0,141,7,18,4,0,26,0,0,0,0,0,233,198,46,4,474
POA3938,14,0,0,0,13,3,0,0,0,4,3,0,3,0,3,0,0,4,0,6,15,0,4,0,15,9,0,5,0,15,49,0,7,0,61,60,0,21,0,79,56,8,19,0,86,69,20,9,0,100,25,10,3,0,37,36,10,11,0,63,53,52,6,0,120,36,40,7,0,78,38,30,4,0,74,9,27,5,0,39,41,66,0,0,104,13,29,16,0,56,17,6,0,0,18,543,299,125,8,973
POA3939,35,3,7,0,49,18,3,7,0,29,19,0,4,0,28,10,0,20,0,25,66,3,36,6,110,30,9,54,3,92,304,15,68,0,392,201,33,103,13,346,230,67,111,17,414,197,88,83,4,370,107,99,68,9,277,112,98,54,5,266,208,257,68,4,538,143,221,30,3,388,88,151,5,0,247,45,87,4,0,139,114,160,11,0,286,53,116,63,4,238,50,9,10,5,77,2030,1412,806,64,4309
POA3940,10,0,3,0,15,9,0,0,0,10,0,0,4,0,3,3,0,5,0,12,25,0,14,0,37,11,3,23,0,34,124,5,36,3,167,73,14,42,0,124,74,22,44,4,144,98,37,29,3,162,27,21,22,0,73,36,30,12,0,80,50,55,15,0,118,41,41,4,0,89,18,20,4,0,41,9,16,5,0,24,22,21,0,0,42,26,19,28,0,79,25,3,7,3,34,667,317,292,20,1297
POA3941,43,4,3,6,62,8,0,0,0,9,9,5,10,0,23,7,0,13,0,23,54,7,29,5,97,35,15,44,0,101,214,12,40,0,270,132,19,84,7,240,184,55,70,0,306,196,85,50,0,335,80,97,40,4,217,88,89,38,5,215,178,199,44,8,427,124,166,8,0,304,91,149,5,0,246,37,73,9,0,119,139,160,16,0,322,68,129,59,6,262,44,6,12,0,68,1755,1275,584,41,3651
POA3942,4,0,0,0,4,12,0,4,0,14,3,0,0,0,3,0,0,0,0,0,16,0,0,0,18,7,0,0,0,9,46,5,5,0,56,37,0,0,0,45,47,10,10,0,66,42,15,4,3,64,27,10,3,0,36,31,12,4,0,50,58,31,14,0,94,40,16,3,0,61,25,26,0,0,55,9,12,0,0,25,76,60,3,3,138,18,25,10,0,47,9,3,5,0,13,503,218,64,4,795
POA3943,11,0,0,0,11,9,0,0,0,9,4,0,0,0,4,4,0,0,0,4,10,0,0,0,12,8,0,3,0,13,28,0,4,0,29,21,6,5,0,26,26,3,6,5,41,40,7,0,0,52,10,0,4,0,10,24,8,4,0,37,29,14,3,0,48,31,15,0,0,42,23,8,0,0,31,12,5,0,0,17,93,42,0,0,141,18,9,3,0,35,11,0,0,0,7,396,123,38,5,566
POA3944,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,6,3,0,0,0,6,4,0,0,0,4,12,0,0,0,13,8,0,0,0,8,10,0,0,0,10,11,0,4,0,10,15,0,0,0,17,12,0,0,0,12,13,0,0,0,12,61,16,0,0,76,11,6,4,0,18,0,0,0,0,0,175,27,8,0,218
POA3945,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,5,0,5,0,9,19,0,3,0,21,15,0,5,0,26,14,0,0,0,16,13,7,0,0,19,12,12,0,0,28,21,7,0,0,26,17,17,3,0,37,21,9,0,0,30,10,9,0,0,20,8,6,0,0,16,6,13,0,0,20,5,12,5,0,25,0,0,0,0,7,174,110,25,0,309
POA3946,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,9,0,0,0,7,5,0,0,0,4,5,0,5,0,14,7,4,0,0,9,0,4,0,0,4,3,0,0,0,7,6,10,0,0,15,0,3,0,0,7,0,0,0,0,0,0,0,0,0,6,4,5,0,0,9,0,3,0,0,3,0,0,0,0,0,51,32,9,0,95
POA3950,16,5,4,0,19,4,0,0,0,5,0,0,0,0,9,3,0,6,0,18,24,5,18,0,52,21,8,12,0,37,91,6,21,6,116,70,15,17,0,109,58,40,27,6,126,70,38,24,3,137,25,45,16,0,89,32,43,14,4,98,58,88,14,0,168,38,47,8,0,94,30,66,0,0,99,8,27,0,0,38,19,50,0,0,74,22,44,19,0,85,19,7,3,3,27,624,516,227,22,1387
POA3951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,4,0,4,13,0,0,0,13,10,4,0,0,15,10,5,4,0,18,22,7,0,0,30,13,5,0,0,21,6,13,0,0,14,17,13,0,0,37,8,16,0,0,27,3,11,0,0,18,3,11,0,0,13,3,15,0,0,19,4,15,0,0,22,4,0,0,0,3,134,129,17,0,280
POA3953,33,3,0,0,38,20,0,0,0,20,3,0,9,0,12,4,0,3,0,11,31,0,9,0,42,24,3,40,0,64,126,5,34,0,176,116,17,35,7,173,109,32,37,0,185,100,54,32,3,183,47,70,29,0,146,50,65,25,0,142,128,154,25,0,310,63,105,20,0,186,45,86,6,0,137,25,64,7,0,93,51,94,3,0,153,40,77,30,3,148,21,7,7,0,37,1038,840,346,25,2245
POA3954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,7,0,0,0,4,0,0,0,0,0,3,0,0,0,4,7,4,0,0,5,4,0,0,0,5,6,0,5,0,7,5,8,0,0,14,0,4,0,0,9,4,6,0,0,11,0,7,0,0,11,5,7,0,0,12,6,10,0,0,12,0,0,0,0,0,57,44,10,0,109
POA3956,4,0,3,0,8,3,3,0,0,10,4,0,4,0,3,7,0,0,0,7,14,4,4,0,24,10,5,12,0,23,68,10,6,0,82,38,11,16,0,70,61,19,5,4,85,42,18,7,0,66,19,16,12,0,45,22,25,10,0,51,43,36,10,3,89,25,32,0,0,54,21,22,3,0,42,15,9,0,0,23,33,36,0,0,70,18,21,3,0,47,22,9,0,0,29,456,267,97,8,830
POA3957,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,4,0,4,0,0,0,0,0,0,4,0,0,11,0,0,0,0,3,0,9,0,0,13,5,5,0,0,9,3,5,0,0,8,4,6,0,0,10,0,0,0,0,0,4,5,0,0,3,0,6,0,0,6,4,0,0,0,6,37,38,8,0,86
POA3958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,9,0,0,0,0,5,3,3,0,0,11,0,0,0,0,0,0,3,0,0,5,6,0,6,0,9,3,0,0,0,9,0,0,0,0,0,4,0,0,0,3,4,4,0,0,9,3,4,0,0,7,0,0,0,0,0,34,29,7,0,75
POA3959,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,3,15,3,4,0,22,21,3,6,0,33,21,0,3,0,28,18,9,3,0,30,5,9,4,0,16,8,3,0,0,13,19,23,3,0,45,9,17,0,0,25,10,12,3,0,25,4,4,0,0,12,15,16,0,0,33,11,9,3,0,25,5,0,0,0,5,183,118,31,0,338
POA3960,8,0,0,0,8,6,0,0,0,8,7,0,0,0,9,6,0,3,0,6,9,3,3,0,17,8,0,4,0,11,60,3,3,0,71,44,0,11,0,61,46,9,7,0,63,41,20,11,0,75,22,14,5,0,42,23,12,0,0,37,41,28,4,0,72,24,22,0,0,47,15,17,3,0,34,0,13,0,0,19,26,16,0,0,46,18,24,7,0,50,12,4,9,0,18,433,187,79,3,699
POA3962,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,7,0,6,0,13,3,0,3,0,11,32,0,3,0,35,18,3,3,3,29,7,7,10,0,21,20,4,5,0,23,4,4,0,0,11,3,3,3,0,13,11,5,0,0,24,7,11,0,0,20,4,5,0,0,10,3,4,0,0,6,7,3,0,0,11,5,14,7,0,22,4,6,0,0,5,142,64,42,4,256
POA3964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,6,0,0,0,0,0,4,0,0,0,4,4,0,0,0,9,0,0,0,0,0,4,0,0,0,4,7,5,0,0,11,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,17,0,0,46
POA3965,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,10,0,0,0,10,4,0,0,0,4,5,0,0,0,4,9,0,0,0,10,0,0,0,0,0,0,5,0,0,6,5,0,0,0,7,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,6,41,8,8,0,57
POA3966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,5,0,0,4,13,5,3,0,17,3,6,3,0,12,11,3,0,0,17,8,3,3,0,8,0,3,0,0,4,0,4,0,0,8,6,13,0,0,14,3,0,0,0,6,3,3,0,0,3,0,4,0,0,8,3,9,0,0,10,0,3,0,0,8,3,0,3,0,9,69,54,16,0,140
POA3967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,0,3,18,9,6,0,35
POA3971,21,3,7,0,33,14,0,4,0,18,5,0,3,0,9,7,0,3,0,10,31,0,12,0,38,17,0,18,0,36,116,9,8,0,144,70,17,17,0,108,56,21,12,0,97,73,42,17,0,126,33,28,10,0,74,42,21,11,0,81,46,56,10,0,113,29,39,0,0,66,16,17,0,0,39,5,14,0,0,22,21,23,0,0,49,35,36,11,0,75,15,6,3,0,23,650,335,150,16,1153
POA3975,86,19,18,0,118,10,4,7,0,18,7,8,9,0,19,5,10,11,0,23,15,11,16,0,49,19,21,24,3,69,72,38,34,0,142,42,86,39,4,180,50,132,59,0,245,79,192,56,3,331,71,181,34,8,289,75,220,34,0,325,166,522,58,3,746,119,489,26,8,641,68,364,29,0,465,48,219,4,4,271,68,442,8,7,536,29,163,30,3,223,12,32,8,0,53,1040,3150,505,53,4749
POA3976,73,38,35,0,148,9,7,6,0,25,15,13,22,0,55,18,18,33,0,61,57,34,44,0,142,37,61,81,3,177,233,124,108,3,469,139,195,138,15,487,132,309,143,14,594,153,398,149,17,712,121,302,111,10,546,120,301,59,11,487,219,586,139,22,966,134,362,49,13,557,65,239,40,5,353,45,141,11,0,195,33,217,12,3,265,64,211,66,11,349,39,31,24,0,99,1697,3584,1272,126,6680
POA3977,316,82,116,11,526,49,15,28,3,92,62,37,51,0,147,31,25,85,0,145,171,94,200,10,476,118,123,325,11,573,803,266,393,23,1487,587,507,527,34,1652,649,827,555,22,2053,691,1323,514,54,2580,535,1302,412,32,2281,612,1330,339,45,2322,1341,3241,509,54,5152,874,2410,224,52,3558,539,1757,132,32,2456,277,1000,49,8,1342,417,1749,81,19,2273,274,1015,312,22,1624,156,143,87,7,397,8513,17249,4948,435,31137
POA3978,153,31,20,0,203,11,7,11,0,30,7,11,14,0,36,6,15,19,0,42,36,32,46,0,113,37,43,87,0,172,168,110,97,7,379,112,170,147,4,437,137,358,147,3,654,189,558,129,15,900,156,556,101,10,826,221,609,83,15,928,627,1429,120,41,2220,443,1137,64,11,1654,254,779,54,17,1102,122,438,13,3,573,169,716,25,5,917,92,369,60,7,519,33,47,15,0,100,2971,7427,1256,142,11799
POA3979,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,7,8,0,6,0,6,7,0,0,0,7,0,4,0,0,8,3,0,0,0,3,5,9,0,0,11,7,7,0,0,13,5,8,0,0,11,5,7,0,0,7,0,0,0,0,0,4,4,0,0,9,0,3,0,0,3,0,0,0,0,0,53,42,6,0,99
POA3980,7,0,4,0,14,5,0,0,0,4,0,0,0,0,0,0,0,3,0,3,13,0,5,0,20,4,0,9,0,18,36,6,9,0,57,23,4,15,0,41,34,3,11,0,51,30,23,15,5,63,19,40,6,0,64,16,45,3,0,68,56,84,18,0,157,38,78,5,4,123,18,56,3,0,78,10,44,0,0,56,17,55,0,0,76,12,39,11,0,68,12,7,3,0,19,360,487,127,17,986
POA3981,15,8,12,0,28,8,0,3,0,9,0,0,3,0,4,3,0,3,0,3,10,0,7,0,21,16,4,16,0,38,63,4,28,0,95,20,9,20,0,54,31,20,26,0,83,42,41,22,0,105,30,55,14,0,98,38,54,14,0,104,94,143,23,3,255,62,106,10,4,182,38,79,5,0,123,13,45,6,0,60,22,68,3,0,97,19,49,22,0,87,15,14,7,0,32,532,694,225,21,1470
POA3984,16,9,3,0,29,9,0,0,0,15,10,0,4,0,13,7,0,5,0,18,34,4,10,0,59,29,0,22,0,53,134,10,38,0,185,76,19,52,4,160,77,32,23,0,139,76,73,30,0,175,50,59,16,0,128,67,74,6,0,147,130,133,19,0,286,83,100,15,0,191,40,58,7,0,110,33,34,4,0,70,35,52,7,0,94,28,58,31,0,121,31,10,3,0,47,971,734,306,24,2042
POA3987,4,4,3,0,9,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,5,0,0,0,10,9,0,0,0,12,20,3,0,0,25,14,7,11,0,35,13,3,5,0,22,14,6,11,0,33,4,16,4,0,28,14,10,3,0,31,23,42,0,0,65,22,27,0,0,49,13,22,0,0,40,0,17,0,0,21,8,20,0,0,27,3,23,0,0,35,3,6,0,0,7,189,211,48,4,447
POA3988,9,0,0,0,4,5,0,0,0,5,0,0,0,0,4,0,0,0,0,3,5,0,0,0,7,3,0,0,0,9,19,0,0,0,16,14,3,5,0,17,9,9,8,0,23,10,10,3,0,23,10,9,0,0,16,10,16,0,0,24,16,19,5,0,38,7,25,0,0,31,6,11,0,0,20,6,6,0,0,15,9,15,5,0,30,3,10,0,0,22,4,3,0,0,10,144,144,23,4,315
POA3990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,4,30,11,5,0,37
POA3991,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,3,0,6,11,0,0,0,12,0,0,0,0,3,3,5,0,0,13,0,5,0,0,4,3,0,0,0,9,6,8,0,0,12,10,11,0,0,16,8,3,0,0,14,0,5,0,0,5,0,0,0,0,0,4,0,0,0,3,9,5,5,0,11,0,3,0,0,0,55,39,14,0,111
POA3992,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,5,3,6,0,15,19,4,10,0,28,11,0,5,0,26,12,4,9,0,28,24,15,3,0,46,17,12,9,0,33,6,14,5,0,31,22,23,4,0,49,10,22,0,0,33,12,0,0,0,15,0,6,0,0,11,8,12,0,0,19,9,10,6,0,22,6,4,0,0,5,175,137,54,5,367
POA3995,32,4,7,0,42,16,4,3,0,27,8,0,7,0,20,18,0,20,0,36,60,6,36,0,108,34,9,44,0,88,243,11,74,3,339,179,27,71,6,283,158,75,76,5,319,164,80,59,6,305,62,96,35,3,194,109,99,27,0,228,129,160,34,4,323,74,130,13,0,221,41,69,6,0,109,21,60,0,0,78,60,85,4,0,142,57,97,39,4,198,38,9,19,0,67,1503,1021,576,32,3128
POA3996,19,0,0,0,25,3,0,0,0,4,14,0,3,0,15,8,0,0,0,9,44,4,7,0,58,33,0,13,0,49,132,3,24,0,157,101,7,18,4,132,130,30,26,7,185,126,20,23,0,174,42,20,9,0,68,57,35,8,0,101,115,93,5,0,220,59,88,7,0,155,50,78,5,0,131,17,44,6,0,64,86,111,4,0,203,36,59,11,0,108,25,3,3,0,30,1089,601,171,22,1878
POA4000,42,4,23,7,70,10,0,3,0,17,14,4,8,6,29,15,0,0,0,21,27,3,11,8,46,28,6,15,4,51,70,9,25,10,113,99,7,22,9,138,140,25,28,10,207,222,32,27,17,291,143,38,33,10,224,171,37,19,6,237,365,121,60,16,573,222,79,21,13,330,221,79,16,7,326,141,56,8,0,209,522,329,38,8,902,130,62,25,0,214,16,12,3,0,28,2589,903,407,143,4044
POA4005,20,0,9,0,39,11,0,0,5,14,4,0,3,0,7,5,0,7,0,10,20,4,11,0,34,14,4,19,0,39,63,5,15,3,87,55,6,21,6,83,98,23,36,7,158,118,31,28,13,186,73,16,23,7,121,115,22,30,6,172,308,85,69,9,470,275,65,23,14,381,281,74,21,10,389,211,92,3,3,312,852,641,61,11,1568,101,72,21,3,196,13,3,10,0,27,2620,1149,413,105,4282
POA4006,33,10,14,3,58,9,0,9,0,15,9,8,6,0,19,6,0,5,0,12,23,4,9,4,41,22,10,24,0,58,79,7,25,15,128,86,16,25,10,134,166,28,50,9,250,284,35,33,22,375,187,31,40,17,271,244,51,21,18,333,603,128,73,22,825,434,68,20,27,550,328,88,26,13,460,280,74,3,4,363,704,271,47,10,1023,141,44,32,5,227,19,0,4,0,27,3664,866,470,185,5177
POA4007,24,3,19,0,52,14,3,3,0,16,4,0,3,0,4,0,5,9,0,6,23,6,6,4,37,15,3,20,0,32,47,9,29,0,85,62,12,31,6,113,86,22,34,9,155,130,38,42,10,216,101,28,28,9,162,103,34,30,7,174,264,82,55,19,423,241,72,28,8,338,218,89,21,6,329,127,79,12,4,218,491,735,61,11,1298,87,88,25,3,210,14,11,6,3,31,2037,1303,457,102,3900
POA4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,7,0,0,0,7,0,0,0,0,0,3,0,0,0,9,0,0,0,0,7,4,4,0,0,8,4,3,0,0,14,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,23,6,0,57
POA4009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4010,3,5,3,0,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,6,0,7,4,0,4,0,5,20,3,6,0,26,15,3,5,0,25,22,0,8,3,36,32,3,6,4,53,24,0,18,5,52,28,0,6,4,40,86,13,16,12,128,58,22,9,5,96,41,10,5,3,64,38,19,0,0,59,84,83,6,3,181,27,13,3,0,39,4,0,0,0,9,501,186,101,41,828
POA4011,11,5,10,0,28,10,0,6,0,12,6,0,9,0,17,0,0,3,0,9,12,0,13,0,26,17,6,21,3,48,66,9,29,6,110,48,15,34,12,110,87,26,44,9,170,115,41,56,5,226,83,32,47,4,166,89,52,33,11,183,235,123,66,18,443,147,110,28,10,297,119,135,31,4,286,105,131,14,0,252,356,998,70,6,1426,56,126,42,0,226,21,8,0,0,28,1580,1820,561,98,4056
POA4012,22,3,14,3,48,16,0,0,0,17,11,0,7,0,23,9,0,13,0,18,28,3,26,4,56,27,10,35,3,73,111,8,64,11,199,102,33,68,10,218,122,65,85,13,278,144,67,82,24,310,138,71,78,11,302,158,100,60,12,332,368,247,122,23,750,328,247,55,12,642,266,319,37,14,641,192,224,13,3,439,388,1012,49,8,1453,95,146,60,3,306,20,7,8,0,38,2541,2570,865,162,6142
POA4013,0,3,4,0,10,0,0,0,0,0,4,0,0,0,3,0,0,3,0,4,9,0,8,0,19,3,5,11,3,14,20,3,9,0,34,21,8,16,4,57,26,16,22,4,62,28,24,23,3,76,27,19,15,0,63,27,16,12,3,64,76,56,20,6,166,58,54,0,0,112,43,70,10,0,133,34,42,3,0,74,83,218,11,0,311,19,28,14,0,53,8,8,0,0,14,489,567,184,37,1272
POA4014,9,0,4,0,12,8,0,0,0,8,9,0,0,4,8,0,0,11,0,12,27,0,15,9,45,16,6,20,0,44,91,9,18,5,122,54,17,50,10,128,88,29,53,12,180,79,51,58,12,199,53,70,29,5,160,53,86,46,3,191,172,214,58,13,451,161,226,25,7,417,130,252,20,3,400,100,194,8,7,307,224,499,16,0,743,52,107,32,3,191,10,3,5,0,24,1332,1763,469,89,3654
POA4017,61,10,12,0,79,27,4,4,0,35,14,15,23,0,56,12,4,17,0,40,79,7,45,5,140,59,15,92,0,169,332,39,111,6,492,275,60,203,22,559,299,137,194,10,637,307,207,197,25,733,162,212,137,8,524,211,271,127,18,623,481,682,185,20,1370,366,675,91,13,1149,298,638,59,3,1008,199,446,27,5,677,359,1123,53,6,1545,129,362,137,5,640,36,27,21,3,88,3717,4925,1744,165,10551
POA4018,38,3,4,0,49,11,0,4,0,14,8,0,5,0,18,10,0,12,0,17,25,4,15,4,49,29,11,28,0,71,139,22,68,6,228,119,39,63,10,233,111,82,100,9,297,138,103,78,4,317,93,107,63,7,264,92,131,59,8,291,219,290,62,15,582,146,239,29,3,421,79,189,20,0,290,38,100,14,0,151,83,216,11,5,315,49,89,41,0,180,16,8,3,0,30,1436,1639,674,74,3822
POA4019,40,3,12,0,59,22,0,10,3,32,17,0,16,0,32,16,6,28,0,43,54,5,47,6,108,64,11,86,0,164,297,27,109,4,432,204,31,162,22,416,223,56,135,13,427,229,108,116,7,458,135,113,93,9,348,138,120,71,7,324,260,281,144,3,692,196,243,41,8,491,161,205,21,0,386,67,140,18,0,224,169,266,24,0,456,109,170,104,0,383,24,9,13,4,50,2412,1794,1213,87,5508
POA4020,48,12,19,0,79,26,6,3,0,37,14,0,13,0,27,18,0,22,0,38,83,4,52,3,146,58,5,84,8,156,405,19,99,9,527,293,46,137,16,487,351,62,158,13,583,350,97,148,11,612,198,107,91,7,398,218,90,78,0,384,414,333,120,13,872,243,271,52,3,574,218,290,21,7,529,135,165,10,0,310,313,580,32,0,928,157,233,92,5,489,48,17,6,0,71,3598,2328,1229,96,7251
POA4021,12,3,0,0,18,4,0,0,0,4,6,0,5,0,13,9,0,14,0,25,26,0,18,0,39,29,7,52,0,90,136,15,71,8,221,102,21,69,8,202,107,50,81,9,244,84,69,74,7,236,64,71,38,3,177,49,71,41,4,162,112,192,60,3,366,71,128,21,4,223,32,92,9,0,138,23,57,3,0,79,34,75,11,3,119,39,84,41,0,167,18,0,4,3,31,944,955,609,54,2568
POA4022,14,0,6,0,20,0,0,0,0,3,4,0,5,0,10,3,0,11,0,14,29,4,13,0,48,12,5,39,0,56,145,7,41,0,189,98,14,59,0,180,71,26,50,6,152,92,54,52,4,198,50,44,45,0,139,59,58,30,3,148,78,131,37,3,249,66,89,21,0,168,31,57,10,4,98,10,72,0,0,82,20,85,3,0,107,23,69,20,0,110,15,7,3,0,25,817,721,441,20,2006
POA4025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,3,7,0,0,0,5,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,3,0,0,0,6,0,0,0,0,0,27,3,0,0,37
