POA_CODE_2021,A55_64_UOLSE_VWW_17,A55_64_UOLSE_VWW_18,A55_64_UOLSE_VWW_19,A55_64_UOLSE_VWW_20,A55_64_UOLSE_VWW_21,A55_64_UOLSE_VWW_YNS,A55_64_UOLSE_VWW_T,A55_64_UOLSE_NWNAA_B_05,A55_64_UOLSE_NWNAA_05_10,A55_64_UOLSE_NWNAA_11_15,A55_64_UOLSE_NWNAA_16,A55_64_UOLSE_NWNAA_17,A55_64_UOLSE_NWNAA_18,A55_64_UOLSE_NWNAA_19,A55_64_UOLSE_NWNAA_20,A55_64_UOLSE_NWNAA_21,A55_64_UOLSE_NWNAA_YNS,A55_64_UOLSE_NWNAA_T,A55_64_UOLSE_PinE_NS_B_05,A55_64_UOLSE_PinE_NS_05_10,A55_64_UOLSE_PinE_NS_11_15,A55_64_UOLSE_PinE_NS_16,A55_64_UOLSE_PinE_NS_17,A55_64_UOLSE_PinE_NS_18,A55_64_UOLSE_PinE_NS_19,A55_64_UOLSE_PinE_NS_20,A55_64_UOLSE_PinE_NS_21,A55_64_UOLSE_PinE_NS_YNS,A55_64_UOLSE_PinE_NS_T,A55_64_UOLSE_T_B_05,A55_64_UOLSE_T_05_10,A55_64_UOLSE_T_11_15,A55_64_UOLSE_T_16,A55_64_UOLSE_T_17,A55_64_UOLSE_T_18,A55_64_UOLSE_T_19,A55_64_UOLSE_T_20,A55_64_UOLSE_T_21,A55_64_UOLSE_T_YNS,A55_64_UOLSE_T_T,A55_64_L_PinE_NS_B_05,A55_64_L_PinE_NS_05_10,A55_64_L_PinE_NS_11_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_17,A55_64_L_PinE_NS_18,A55_64_L_PinE_NS_19,A55_64_L_PinE_NS_20,A55_64_L_PinE_NS_21,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B_05,A55_64_T_05_10,A55_64_T_11_15,A55_64_T_16,A55_64_T_17,A55_64_T_18,A55_64_T_19,A55_64_T_20,A55_64_T_21,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B_05,A65_74_SEO_05_10,A65_74_SEO_11_15,A65_74_SEO_16,A65_74_SEO_17,A65_74_SEO_18,A65_74_SEO_19,A65_74_SEO_20,A65_74_SEO_21,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_UOLSE_VWW_B_05,A65_74_UOLSE_VWW_05_10,A65_74_UOLSE_VWW_11_15,A65_74_UOLSE_VWW_16,A65_74_UOLSE_VWW_17,A65_74_UOLSE_VWW_18,A65_74_UOLSE_VWW_19,A65_74_UOLSE_VWW_20,A65_74_UOLSE_VWW_21,A65_74_UOLSE_VWW_YNS,A65_74_UOLSE_VWW_T,A65_74_UOLSE_NWNAA_B_05,A65_74_UOLSE_NWNAA_05_10,A65_74_UOLSE_NWNAA_11_15,A65_74_UOLSE_NWNAA_16,A65_74_UOLSE_NWNAA_17,A65_74_UOLSE_NWNAA_18,A65_74_UOLSE_NWNAA_19,A65_74_UOLSE_NWNAA_20,A65_74_UOLSE_NWNAA_21,A65_74_UOLSE_NWNAA_YNS,A65_74_UOLSE_NWNAA_T,A65_74_UOLSE_PinE_NS_B_05,A65_74_UOLSE_PinE_NS_05_10,A65_74_UOLSE_PinE_NS_11_15,A65_74_UOLSE_PinE_NS_16,A65_74_UOLSE_PinE_NS_17,A65_74_UOLSE_PinE_NS_18,A65_74_UOLSE_PinE_NS_19,A65_74_UOLSE_PinE_NS_20,A65_74_UOLSE_PinE_NS_21,A65_74_UOLSE_PinE_NS_YNS,A65_74_UOLSE_PinE_NS_T,A65_74_UOLSE_T_B_05,A65_74_UOLSE_T_05_10,A65_74_UOLSE_T_06,A65_74_UOLSE_T_16,A65_74_UOLSE_T_17,A65_74_UOLSE_T_18,A65_74_UOLSE_T_19,A65_74_UOLSE_T_20,A65_74_UOLSE_T_21,A65_74_UOLSE_T_YNS,A65_74_UOLSE_T_T,A65_74_L_PinE_NS_B_05,A65_74_L_PinE_NS_05_10,A65_74_L_PinE_NS_11_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_17,A65_74_L_PinE_NS_18,A65_74_L_PinE_NS_19,A65_74_L_PinE_NS_20,A65_74_L_PinE_NS_21,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B_05,A65_74_T_05_10,A65_74_T_11_15,A65_74_T_16,A65_74_T_17,A65_74_T_18,A65_74_T_19,A65_74_T_20,A65_74_T_21,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B_05,A75_84_SEO_05_10,A75_84_SEO_11_15,A75_84_SEO_16,A75_84_SEO_17,A75_84_SEO_18,A75_84_SEO_19,A75_84_SEO_20,A75_84_SEO_21,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_UOLSE_VWW_B_05,A75_84_UOLSE_VWW_05_10,A75_84_UOLSE_VWW_11_15,A75_84_UOLSE_VWW_16,A75_84_UOLSE_VWW_17,A75_84_UOLSE_VWW_18,A75_84_UOLSE_VWW_19,A75_84_UOLSE_VWW_20,A75_84_UOLSE_VWW_21,A75_84_UOLSE_VWW_YNS,A75_84_UOLSE_VWW_T,A75_84_UOLSE_NWNAA_B_05,A75_84_UOLSE_NWNAA_05_10,A75_84_UOLSE_NWNAA_11_15,A75_84_UOLSE_NWNAA_16,A75_84_UOLSE_NWNAA_17,A75_84_UOLSE_NWNAA_18,A75_84_UOLSE_NWNAA_19,A75_84_UOLSE_NWNAA_20,A75_84_UOLSE_NWNAA_21,A75_84_UOLSE_NWNAA_YNS,A75_84_UOLSE_NWNAA_T,A75_84_UOLSE_PinE_NS_B_05,A75_84_UOLSE_PinE_NS_05_10,A75_84_UOLSE_PinE_NS_11_15,A75_84_UOLSE_PinE_NS_16,A75_84_UOLSE_PinE_NS_17,A75_84_UOLSE_PinE_NS_18,A75_84_UOLSE_PinE_NS_19,A75_84_UOLSE_PinE_NS_20,A75_84_UOLSE_PinE_NS_21,A75_84_UOLSE_PinE_NS_YNS,A75_84_UOLSE_PinE_NS_T,A75_84_UOLSE_T_B_05,A75_84_UOLSE_T_05_10,A75_84_UOLSE_T_11_15,A75_84_UOLSE_T_16,A75_84_UOLSE_T_17,A75_84_UOLSE_T_18,A75_84_UOLSE_T_19,A75_84_UOLSE_T_20,A75_84_UOLSE_T_21,A75_84_UOLSE_T_YNS,A75_84_UOLSE_T_T,A75_84_L_PinE_NS_B_05,A75_84_L_PinE_NS_05_10,A75_84_L_PinE_NS_11_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_17,A75_84_L_PinE_NS_18
POA5720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,8,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA5722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16,7,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
POA5723,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,40,3,4,0,0,0,0,0,0,3,60,46,0,0,0,0,0,0,0,0,3,49,25,4,0,0,0,0,0,0,0,0,26,5,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,33,4,0,0,0,0,0,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,79,4,0,0,0,0,0,3,0,3,85,35,0,0,0,0,0,0,0,0,0,35,40,0,0,0,0,0,0,0,0,6,46,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,6,50,0,0,0,0,0,0
POA5724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA5725,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,51,16,3,0,0,0,0,3,0,0,79,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA5730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA5731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA5732,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA5733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA5734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA5950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6000,0,3,0,9,6,0,140,23,3,9,0,0,5,12,3,0,4,62,0,0,0,0,0,0,0,0,0,0,0,116,20,26,4,3,8,17,11,6,10,201,0,0,0,0,0,0,0,0,0,4,3,366,44,30,5,6,11,18,12,5,9,512,183,8,4,0,6,0,0,0,0,0,201,89,5,0,0,0,0,4,9,0,5,110,23,6,17,0,0,0,3,4,0,3,59,0,0,0,0,0,0,0,0,0,0,0,122,12,14,0,0,0,4,11,0,10,174,0,0,0,0,0,0,0,0,0,0,0,302,15,14,0,6,0,10,9,0,7,373,65,0,0,0,0,0,0,0,0,0,66,34,0,0,0,0,0,0,0,0,0,41,14,6,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,50,5,3,0,0,0,0,0,0,8,63,0,0,0,0,0,0
POA6003,0,0,0,0,0,0,36,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,37,5,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,106,8,4,0,0,0,0,0,0,0,130,55,0,0,0,0,0,0,0,0,0,53,32,0,0,0,0,0,0,0,0,0,34,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,44,0,4,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,97,0,3,0,0,0,0,0,0,0,105,20,0,0,0,0,0,0,0,0,0,20,15,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
POA6004,3,0,3,8,0,0,183,21,5,10,0,0,0,3,8,0,0,50,0,0,0,0,0,0,0,0,0,0,0,126,43,24,5,3,0,10,14,0,3,230,0,0,0,0,0,0,0,0,0,0,0,440,84,41,11,7,4,19,16,3,9,636,258,11,4,4,3,0,0,0,0,12,289,111,3,9,0,0,0,0,0,0,7,141,21,0,4,0,0,0,3,6,0,0,46,3,0,0,0,0,0,0,0,0,0,3,137,9,17,3,0,0,8,12,0,7,192,0,0,0,0,0,0,0,0,0,0,0,394,17,18,7,7,0,10,12,0,18,483,101,3,0,0,0,0,0,0,0,4,109,37,0,3,0,0,0,0,0,0,0,43,20,3,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,58,5,5,0,0,0,0,3,0,3,79,0,0,0,0,0,0
POA6005,0,0,0,0,0,0,66,4,3,4,0,0,0,0,4,0,4,20,0,0,0,0,0,0,0,0,0,0,0,42,25,11,0,0,0,5,3,0,3,92,0,0,0,0,0,0,0,0,0,0,0,179,38,21,0,0,0,5,3,0,10,259,108,8,7,0,0,0,0,0,0,0,125,56,0,0,0,0,0,3,8,0,0,60,16,0,9,0,0,0,0,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,74,0,7,0,0,0,5,10,0,0,91,0,0,0,0,0,0,0,0,0,0,0,184,6,13,0,0,0,5,10,0,3,215,73,0,0,0,0,0,0,0,0,4,80,21,0,0,0,0,0,0,0,0,3,25,20,5,0,0,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,0,0,0,0,3,45,0,0,0,0,0,0
POA6006,0,0,0,0,0,0,108,24,0,6,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,119,3,8,0,0,0,0,0,0,3,135,0,0,0,0,0,0,0,0,0,0,0,374,9,15,0,0,0,0,0,0,15,416,190,0,0,0,0,0,0,0,0,7,191,92,0,3,0,0,0,0,0,0,8,100,30,0,3,0,0,0,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,122,0,8,0,0,0,3,0,0,6,139,0,0,0,0,0,0,0,0,0,0,0,305,5,3,0,0,0,3,0,0,15,331,61,0,0,0,0,0,0,0,0,4,66,85,0,0,0,0,0,0,0,0,7,91,56,0,0,0,0,0,0,0,0,3,63,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,10,156,0,0,0,0,0,0
POA6007,0,0,0,0,0,0,63,6,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,56,4,9,4,0,0,3,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,276,21,11,4,0,0,4,0,0,5,328,189,9,4,0,0,0,0,0,0,7,213,63,0,0,0,0,0,0,0,0,0,67,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,266,12,5,0,0,0,6,0,0,8,295,69,0,0,0,0,0,0,0,0,3,77,31,0,0,0,0,0,0,0,0,5,39,13,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,9,56,0,0,0,0,0,0
POA6008,0,4,0,4,0,0,161,7,5,0,0,0,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,134,19,12,6,0,0,7,4,0,0,182,0,0,0,0,0,0,0,0,0,0,0,644,74,35,3,0,3,14,4,0,9,790,502,17,6,0,0,0,0,0,0,14,544,98,3,4,0,0,0,0,0,0,0,111,17,0,8,0,3,0,4,6,0,0,47,0,0,0,0,0,0,0,0,0,0,0,116,10,11,0,3,7,4,6,0,0,156,0,0,0,0,0,0,0,0,0,4,4,620,24,15,4,4,7,12,6,0,18,702,300,0,0,3,0,3,0,0,0,10,315,51,3,0,0,0,0,0,0,0,0,56,23,3,0,0,5,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,5,0,0,0,0,3,91,0,0,0,0,0,0
POA6009,0,0,0,3,0,0,240,5,0,4,0,3,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,221,14,11,0,3,0,6,3,0,3,260,0,0,0,0,0,0,0,0,0,0,0,781,57,17,3,3,5,7,9,4,14,899,552,7,3,0,0,0,0,3,0,4,576,226,4,4,0,0,0,0,3,0,0,239,17,3,3,4,0,0,5,8,0,0,40,0,0,0,0,0,0,0,0,0,0,3,248,11,7,3,0,0,5,12,0,0,278,0,0,0,0,0,0,0,0,0,0,0,796,18,10,3,0,0,5,15,0,4,853,313,6,4,0,0,0,0,3,0,0,334,101,6,4,0,0,0,0,0,0,0,120,14,5,0,0,0,0,4,0,0,0,23,3,0,0,0,0,0,0,0,0,0,3,124,6,0,0,0,0,5,0,0,0,147,0,0,0,0,0,0
POA6010,0,0,0,0,0,0,198,6,3,0,0,0,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,159,26,11,6,0,6,3,4,0,4,215,0,0,0,0,0,0,0,0,0,0,0,795,94,39,13,0,9,4,8,0,9,965,563,20,5,0,0,0,0,0,0,8,605,91,5,0,0,0,0,0,0,0,0,102,8,0,5,0,0,0,16,3,0,4,38,0,0,0,0,0,0,0,0,0,0,0,105,11,4,0,0,0,16,4,0,3,139,3,0,0,0,0,0,0,0,0,0,3,665,29,9,4,0,0,16,7,0,14,747,344,6,6,0,0,3,0,5,0,4,370,52,0,3,0,0,0,0,5,0,4,62,3,0,4,0,0,0,9,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,62,3,5,0,0,0,9,5,0,4,78,0,0,0,0,0,0
POA6011,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,5,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,362,15,11,0,3,0,7,4,0,0,408,271,3,6,0,4,0,0,0,0,0,281,28,4,0,0,0,0,0,0,0,0,33,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,301,3,6,0,4,0,0,0,0,0,317,151,0,4,0,0,0,0,0,0,0,161,19,0,0,0,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
POA6012,3,0,5,0,3,0,92,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,78,8,4,0,3,0,5,0,3,0,100,0,0,0,0,0,0,0,0,0,0,0,363,43,13,0,0,0,4,0,3,9,443,258,6,0,0,0,0,0,0,0,5,273,57,0,7,0,0,0,0,0,0,0,63,8,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,70,3,3,0,0,0,3,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,326,10,8,0,0,0,7,3,0,4,353,145,0,7,0,0,0,0,0,0,8,152,29,0,4,0,0,0,0,0,0,0,33,7,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,36,0,4,0,0,0,4,0,0,0,48,0,0,0,0,0,0
POA6014,0,4,0,0,0,7,209,7,3,5,0,0,0,4,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,160,35,19,5,0,4,4,4,0,6,237,0,0,0,0,0,0,0,0,0,0,0,786,83,50,5,0,7,5,5,0,14,945,468,16,3,0,0,0,0,4,0,4,498,130,3,3,0,0,0,0,4,0,0,146,12,3,8,0,5,0,7,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,141,9,11,0,5,0,7,11,0,3,189,0,0,0,0,0,0,0,0,0,0,0,609,22,16,3,4,0,7,10,0,9,680,290,3,5,0,0,0,0,0,0,8,306,81,0,0,0,0,0,0,0,0,0,91,4,0,9,0,4,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,92,0,7,0,4,0,3,0,0,0,115,0,0,0,0,0,0
POA6015,0,0,0,4,0,0,85,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,70,12,3,0,0,0,3,4,0,0,96,0,0,0,0,0,0,0,0,0,0,0,343,35,15,0,0,0,6,4,0,3,413,174,4,0,0,0,0,0,0,0,0,186,62,0,0,0,0,0,6,4,0,0,67,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,61,6,0,0,0,0,4,3,0,0,72,0,0,0,0,0,0,0,0,0,0,0,242,7,6,0,0,0,4,3,0,0,266,134,5,0,0,0,0,0,0,0,0,145,51,0,0,0,0,0,0,0,0,0,55,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,55,3,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0
POA6016,0,0,0,0,0,4,99,8,0,0,0,0,0,6,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,94,11,11,0,0,0,6,3,0,4,118,0,0,0,0,0,0,0,0,0,0,0,337,17,15,0,0,0,3,5,0,6,383,175,5,0,0,0,0,0,0,0,0,187,110,0,0,0,0,0,0,0,0,0,115,22,4,3,0,0,0,0,3,0,0,32,0,0,0,0,0,0,0,0,0,0,3,138,3,6,0,0,0,0,3,0,0,148,0,0,0,0,0,0,0,0,0,0,0,309,9,3,0,0,0,0,3,0,0,333,80,0,0,0,0,0,0,0,0,3,87,51,0,0,0,0,0,0,0,0,3,53,31,0,0,0,0,0,0,0,0,0,34,3,0,0,0,0,0,0,0,0,0,3,83,0,0,0,0,0,0,0,0,3,90,0,0,0,0,0,0
POA6017,0,0,0,6,0,0,81,9,3,7,0,0,0,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,74,11,10,0,0,0,5,8,0,0,105,0,0,0,0,0,0,0,0,0,0,0,137,13,16,0,0,0,5,8,0,0,186,66,6,0,0,0,0,0,0,0,0,72,38,0,0,0,0,0,0,0,0,0,39,13,5,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,53,0,7,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,122,9,10,0,0,0,4,0,0,5,138,38,0,0,0,0,0,0,0,0,5,43,31,0,0,0,0,0,0,0,0,0,33,12,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,4,48,0,0,0,0,0,0
