POA_CODE_2021,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
POA4110,368,8,0,0,0,0,0,37,409,386,41,6,5,3,0,0,52,496,485,122,71,29,15,3,0,40,763,269,290,220,63,29,10,3,51,933,144,220,266,89,28,14,10,40,804,108,92,190,68,38,18,15,34,559,72,75,156,68,38,14,17,21,461,65,62,169,80,34,19,26,20,476,33,46,118,74,34,12,11,25,345,30,46,103,65,36,11,9,21,323,20,44,84,68,34,13,11,13,284,13,21,55,54,17,11,6,16,195,7,9,44,33,20,4,8,18,150,3,3,13,24,19,11,12,12,100,7,0,19,13,15,9,14,22,103,2016,1087,1506,737,350,156,144,417,6410
POA4111,71,0,0,0,0,0,0,10,79,90,0,0,0,0,0,0,13,109,27,0,3,0,0,0,0,3,33,17,0,3,0,0,0,0,4,28,5,5,12,5,0,0,0,0,27,10,3,14,0,0,0,0,5,28,6,9,7,0,0,0,0,0,25,10,3,15,4,0,0,0,0,31,13,0,9,8,3,0,0,0,33,6,6,3,4,0,0,0,0,18,4,3,9,0,0,0,0,3,18,6,0,7,7,4,0,0,0,23,0,0,8,6,0,0,0,0,15,0,0,0,5,0,0,0,0,7,0,0,0,4,0,0,0,3,10,265,35,84,39,12,0,0,33,474
POA4112,316,0,0,0,0,0,0,19,336,259,11,0,0,0,0,0,12,283,166,55,24,8,0,0,0,4,265,86,86,79,44,17,3,0,15,328,41,53,130,56,20,12,8,12,328,30,42,127,69,23,6,22,15,336,41,43,106,62,27,5,11,12,310,29,33,111,42,21,6,13,5,257,23,42,111,50,16,4,8,3,259,14,27,89,53,13,0,0,9,215,15,27,59,47,15,3,5,0,176,10,9,46,34,12,3,7,0,124,8,10,30,25,15,8,4,4,99,0,3,11,11,6,5,3,0,42,0,0,8,6,4,3,10,3,33,1041,444,927,512,201,65,85,123,3390
POA4113,657,3,0,0,0,0,0,55,715,904,32,12,7,0,0,0,86,1038,910,149,43,18,6,3,0,90,1217,625,361,269,55,20,0,0,74,1410,315,312,442,105,31,18,13,42,1275,192,200,402,132,38,11,10,37,1020,146,171,367,120,40,12,17,33,908,127,149,320,131,43,12,13,27,820,107,150,327,126,45,11,4,31,804,72,167,296,164,49,22,15,21,800,65,140,259,154,65,19,15,21,736,51,63,204,131,57,18,18,22,564,24,27,123,84,39,13,5,17,319,16,20,63,74,38,17,19,16,253,14,18,75,63,38,23,24,32,294,4222,1964,3202,1362,509,169,147,601,12178
POA4114,866,30,4,0,0,0,0,132,1030,692,139,77,15,3,0,0,146,1077,433,203,174,106,36,12,11,192,1164,248,166,181,146,90,29,31,142,1042,185,137,164,127,89,62,58,129,962,118,95,164,161,101,58,76,101,867,130,96,164,125,103,64,84,102,870,119,79,171,138,98,70,63,100,845,77,71,145,143,92,57,67,79,723,74,77,173,146,81,39,45,56,685,46,45,154,143,80,38,33,49,587,25,50,169,148,86,34,33,82,630,24,26,86,88,49,26,45,42,387,22,13,46,37,27,22,22,32,219,10,13,32,30,26,21,34,61,219,3066,1249,1903,1550,972,537,595,1438,11311
POA4115,575,0,0,0,0,0,0,42,620,452,22,15,3,0,0,0,42,534,378,101,47,12,12,0,0,40,591,258,199,190,48,17,0,3,32,749,159,198,393,132,29,7,3,27,950,116,127,342,122,46,6,11,20,784,75,111,270,119,30,17,11,22,653,80,109,261,130,43,13,8,23,655,63,114,241,115,33,10,6,12,594,40,95,217,132,30,11,4,11,537,36,97,196,121,26,6,6,11,501,31,47,162,87,29,8,3,14,383,25,20,69,49,38,3,4,8,217,18,12,47,43,22,13,8,16,185,9,24,46,41,29,19,11,26,207,2312,1267,2502,1153,374,116,79,355,8157
POA4116,777,5,0,0,0,0,0,63,848,690,32,11,0,0,0,0,51,794,581,142,66,15,0,0,0,60,872,476,338,266,84,13,0,5,46,1231,252,327,528,139,44,20,8,60,1374,155,220,453,202,61,17,19,34,1159,106,153,385,156,43,16,15,35,912,91,140,318,142,53,21,21,19,800,69,147,302,133,31,11,7,19,730,48,161,292,151,44,17,16,28,758,37,124,229,118,50,3,8,19,586,29,73,190,96,34,5,8,12,451,15,23,96,53,36,9,10,6,246,6,11,45,24,23,5,18,16,152,3,16,35,35,19,7,6,45,173,3342,1927,3199,1348,463,149,150,519,11088
POA4117,91,0,0,0,0,0,0,19,112,70,13,3,0,0,0,0,9,97,32,26,20,0,0,0,0,9,92,23,26,45,20,5,0,3,8,135,15,21,69,28,14,3,0,12,154,9,11,41,13,12,12,11,10,120,4,6,21,11,9,0,6,3,64,13,9,22,14,7,7,0,4,75,9,5,9,19,6,0,0,0,47,0,4,15,11,4,3,6,4,48,0,7,11,8,7,0,0,0,34,0,0,13,7,3,0,0,0,27,0,4,0,5,0,0,0,4,16,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,269,127,269,136,77,30,35,80,1028
POA4118,877,9,4,0,0,0,0,91,979,782,98,43,14,0,0,0,78,1012,542,228,134,74,13,4,4,71,1073,330,267,304,136,58,20,10,78,1194,230,196,418,190,97,35,21,70,1266,129,153,345,179,89,29,27,47,1007,138,153,350,204,109,33,25,50,1062,112,150,365,217,101,38,27,49,1055,93,134,398,231,95,37,40,46,1072,64,91,342,243,85,37,30,35,919,48,69,265,162,65,26,14,38,673,25,57,179,116,62,13,15,24,487,17,25,106,76,33,11,16,21,314,9,8,40,38,19,11,11,20,167,7,19,39,39,31,10,23,12,170,3402,1646,3326,1922,863,310,246,725,12447
POA4119,211,0,0,0,0,0,0,13,222,157,13,9,0,0,0,0,20,191,132,45,26,0,3,0,0,9,224,97,76,62,25,7,0,3,21,302,41,66,103,47,14,4,3,20,294,35,49,115,40,12,4,6,7,264,25,37,98,44,11,8,0,12,232,22,34,82,38,13,6,0,3,199,20,15,67,29,6,0,7,4,160,14,26,68,29,13,9,3,6,158,9,18,43,31,16,3,0,8,132,10,8,39,27,20,0,4,3,109,5,3,23,11,8,0,4,0,53,0,4,22,10,9,0,0,4,43,0,3,3,5,5,0,0,0,15,782,396,764,326,134,37,39,122,2603
POA4120,194,0,0,0,0,0,0,10,206,545,7,0,0,0,0,0,52,603,645,43,7,0,0,0,0,51,740,431,95,52,13,0,0,0,29,615,222,96,101,31,3,0,0,24,479,120,70,96,24,10,3,0,8,334,98,49,83,28,15,3,0,14,296,87,52,90,39,8,0,0,13,287,57,41,75,35,11,6,4,16,248,53,45,76,41,14,5,0,16,250,34,16,63,24,16,4,5,15,178,13,16,43,32,11,0,3,8,134,13,14,17,33,11,4,3,14,117,11,3,17,11,4,6,0,4,55,12,0,21,12,7,4,8,8,73,2541,543,731,323,118,36,25,288,4619
POA4121,748,3,0,0,0,0,0,45,799,724,6,7,0,0,0,0,45,787,627,54,30,4,0,0,0,34,750,454,231,190,43,6,4,4,40,962,272,220,419,135,16,5,6,37,1112,164,172,474,177,36,7,5,28,1074,132,139,459,201,44,12,7,24,1029,166,123,334,155,49,13,16,18,881,140,108,292,132,25,14,7,26,736,131,76,237,95,36,10,11,16,617,93,75,160,106,45,12,3,26,518,57,42,144,104,38,10,8,14,423,38,40,102,67,43,3,7,24,338,18,13,68,39,50,23,18,18,255,38,31,77,85,47,31,20,63,388,3807,1349,3004,1350,448,141,113,455,10670
POA4122,1542,9,0,0,0,0,0,117,1673,1524,29,14,5,0,0,0,123,1689,1324,146,69,18,4,4,0,126,1687,864,361,303,71,20,4,7,82,1713,434,431,720,204,43,11,13,71,1921,283,326,789,276,66,17,11,60,1841,251,251,707,338,83,30,18,62,1744,237,233,580,256,86,15,16,48,1472,191,167,490,263,65,23,17,45,1260,169,176,366,215,100,13,9,57,1096,108,115,337,225,84,23,7,32,935,82,83,329,229,88,19,14,39,884,66,70,267,187,103,29,20,44,778,47,41,151,177,64,42,30,48,598,40,46,155,166,87,45,50,94,683,7170,2485,5273,2617,903,270,200,1046,19978
POA4123,622,8,0,0,0,0,0,35,671,475,27,10,0,0,0,0,36,549,485,108,49,22,0,6,0,26,693,356,272,255,61,18,5,3,39,1008,190,259,472,154,37,8,0,18,1143,97,182,404,163,45,12,8,31,945,102,118,327,104,47,14,4,25,744,82,98,274,119,41,9,10,20,657,78,119,211,105,40,7,8,15,585,64,98,227,103,44,8,7,13,564,40,62,186,107,39,16,9,25,481,32,40,209,124,38,20,5,16,480,19,27,94,88,31,12,3,22,309,6,10,52,30,35,9,4,11,152,5,11,22,23,21,10,6,11,113,2645,1448,2798,1193,445,131,76,348,9091
POA4124,749,3,0,0,0,0,0,55,811,530,63,13,3,0,0,0,46,654,374,163,123,41,10,0,0,36,745,222,196,224,96,45,13,9,40,836,116,155,334,158,62,17,14,46,893,77,93,322,180,67,28,16,41,830,73,124,308,183,70,27,30,35,854,75,89,282,163,81,27,15,31,768,70,61,268,144,73,28,23,34,705,42,45,180,161,74,22,17,24,567,38,48,174,151,60,19,7,26,522,24,38,128,95,51,17,9,22,376,11,26,80,39,30,19,15,25,248,14,12,38,28,21,15,8,14,148,13,18,34,35,24,16,10,20,169,2429,1134,2516,1482,658,252,176,489,9131
POA4125,355,11,0,0,0,0,0,26,392,422,78,24,3,0,0,0,63,591,315,143,95,26,9,3,0,65,660,160,116,112,49,19,6,0,48,525,84,85,117,56,27,12,4,27,407,45,34,105,65,41,8,10,12,312,43,35,136,67,26,15,11,22,350,33,39,137,71,32,11,16,18,348,29,40,116,80,26,11,16,20,343,22,28,105,89,36,18,8,5,308,15,30,115,74,28,9,6,20,299,21,28,101,72,36,14,10,19,293,5,21,62,77,26,11,4,22,231,3,8,42,34,17,3,9,26,143,8,7,23,24,7,12,10,11,88,1565,696,1288,786,324,143,99,406,5303
POA4127,733,9,0,0,0,0,0,79,828,607,66,28,16,0,0,0,64,781,488,128,82,27,8,5,0,68,809,352,201,200,98,40,14,12,63,975,230,207,314,142,42,19,22,69,1040,166,179,310,152,60,31,30,49,987,150,139,319,155,57,25,26,49,921,115,117,288,134,61,25,25,46,804,83,75,258,154,89,36,31,26,751,61,86,293,172,72,20,15,47,763,67,105,271,190,73,40,17,33,793,50,57,282,165,74,24,21,42,722,21,31,137,129,46,22,13,16,421,9,17,66,60,36,15,19,26,252,29,18,68,70,52,34,26,21,314,3168,1450,2916,1662,716,315,256,694,11169
POA4128,477,4,0,0,0,0,0,30,513,390,19,9,0,0,0,0,24,443,316,89,59,16,6,0,0,16,501,210,127,156,49,9,3,0,25,586,133,134,259,78,30,10,3,20,663,103,103,302,100,31,14,3,18,672,71,101,242,131,37,11,6,19,626,75,79,234,111,46,11,3,14,574,60,77,233,111,35,11,6,14,546,42,61,213,152,44,10,11,19,559,28,36,199,102,46,18,5,18,450,17,34,144,98,35,9,3,17,361,9,8,69,52,24,0,4,9,181,8,10,20,30,26,0,3,4,101,4,6,17,23,11,6,7,10,79,1938,890,2159,1051,378,112,68,250,6852
POA4129,189,0,0,0,0,0,0,20,204,154,31,3,0,0,0,0,19,204,144,49,41,18,7,0,0,18,279,76,61,49,39,11,7,3,7,251,45,51,89,55,15,5,0,10,272,37,36,98,41,17,11,0,14,253,31,39,90,47,25,8,4,15,261,29,30,70,37,12,5,0,9,182,18,22,67,44,22,14,5,3,198,15,17,51,39,24,0,4,3,158,8,18,50,42,11,0,3,5,149,10,19,49,26,14,4,3,7,126,6,4,24,14,5,5,3,0,64,4,3,0,9,4,5,5,7,41,0,0,7,0,6,4,3,3,24,762,384,698,412,178,68,43,133,2670
POA4130,289,0,0,0,0,0,0,10,300,208,7,5,0,0,0,0,9,222,140,30,26,11,0,0,0,13,219,98,59,84,22,5,8,0,9,287,43,57,119,45,9,3,0,4,284,39,36,148,68,16,0,5,14,327,35,32,157,60,24,4,6,3,328,38,50,145,78,21,0,7,8,352,30,35,134,68,26,6,5,7,301,27,33,143,79,25,7,0,4,313,19,27,98,75,29,6,3,9,276,18,18,118,69,26,0,3,10,267,3,9,38,35,15,6,0,9,121,5,4,17,8,3,6,0,6,56,3,10,17,33,17,7,6,4,98,984,386,1261,661,233,62,35,126,3744
POA4131,338,3,0,0,0,0,0,58,405,352,44,21,7,0,0,0,81,515,248,96,68,24,10,0,0,65,514,150,90,102,47,21,14,5,54,489,86,63,106,80,27,5,11,40,431,52,47,95,57,42,18,20,48,381,40,46,83,77,32,23,22,42,364,43,44,94,69,38,14,26,33,364,30,36,80,67,40,20,20,29,332,22,27,83,71,33,15,10,18,279,16,25,69,57,35,11,13,20,252,17,14,54,54,28,11,13,15,203,0,7,23,32,19,5,11,14,118,3,4,20,14,11,12,3,6,74,0,0,6,10,5,11,12,9,51,1384,567,924,670,348,167,157,542,4762
POA4132,947,17,4,0,0,0,0,135,1104,644,132,73,17,6,0,0,118,998,402,172,214,105,40,8,0,107,1050,215,142,236,184,96,39,16,112,1045,129,149,261,201,119,48,51,125,1079,87,85,217,162,119,43,61,89,864,85,96,181,169,109,59,56,73,822,61,89,198,140,91,35,58,52,725,57,72,180,133,116,45,44,52,703,43,51,149,123,66,40,34,33,541,40,39,113,118,66,13,32,36,453,12,28,87,85,49,34,26,28,340,11,14,45,48,28,19,14,21,188,7,3,15,23,23,14,19,14,119,3,6,11,18,11,10,16,17,91,2737,1086,1997,1519,940,405,434,1006,10116
POA4133,583,7,0,0,0,0,0,67,660,608,110,54,8,0,0,0,112,887,429,206,156,44,19,4,4,118,983,250,195,259,117,38,30,12,77,970,111,135,210,135,62,25,27,78,774,85,109,177,107,73,30,38,56,677,84,74,155,122,54,31,23,47,584,66,85,205,118,67,33,17,47,637,44,70,171,116,69,19,22,42,562,45,43,173,137,66,30,18,31,541,32,43,139,109,48,18,12,32,424,20,34,175,108,54,23,14,55,479,24,36,102,72,52,14,12,25,341,15,13,63,69,36,15,11,34,242,10,20,41,49,38,16,24,46,235,2412,1171,2077,1299,675,289,224,857,9011
POA4151,425,0,0,0,0,0,0,22,446,791,15,0,0,0,0,0,51,849,866,54,9,0,0,0,0,53,993,617,173,71,14,3,0,0,49,924,328,151,196,60,9,0,0,24,779,210,98,216,101,9,0,0,20,665,168,92,218,98,24,7,0,19,631,117,78,220,122,22,7,0,28,589,120,67,158,99,28,8,0,10,482,110,57,121,90,30,7,0,15,434,71,45,116,76,22,10,0,14,357,38,35,97,59,22,5,0,19,281,45,23,67,58,32,7,5,6,237,29,3,46,46,17,13,7,24,187,19,20,55,55,35,20,25,41,259,3964,915,1582,883,249,82,44,395,8117
POA4152,1284,4,0,0,0,0,0,66,1353,1429,28,7,4,0,0,0,76,1550,1238,147,71,14,4,0,3,77,1553,867,429,280,75,26,5,0,45,1724,513,438,706,188,43,3,8,66,1967,344,309,738,297,60,11,11,43,1817,288,285,753,314,74,16,7,34,1777,267,253,703,321,84,24,9,54,1717,263,202,579,286,93,16,7,28,1478,197,188,504,343,93,17,11,33,1389,162,138,446,267,91,27,10,23,1167,112,102,396,246,95,29,9,21,1010,97,70,257,199,61,21,14,38,755,52,45,158,143,69,30,29,35,556,52,61,154,159,93,44,34,62,659,7173,2699,5754,2854,887,244,138,725,20473
POA4153,128,0,0,0,0,0,0,11,140,106,7,0,0,0,0,0,3,121,79,11,5,0,0,0,0,0,101,48,24,33,5,3,0,0,5,128,42,34,86,23,3,5,0,3,194,23,23,58,31,6,4,0,3,144,20,22,84,36,13,0,0,14,185,24,32,70,26,9,4,0,5,175,20,19,63,42,7,0,0,4,159,29,17,59,25,9,5,0,3,150,28,11,50,34,8,0,0,0,130,3,11,38,24,9,5,0,0,88,5,4,16,10,7,3,0,0,51,0,3,13,8,4,0,0,0,33,4,4,12,4,7,6,5,3,33,561,234,587,269,87,25,12,60,1834
POA4154,402,0,0,0,0,0,0,21,422,235,5,0,0,0,0,0,12,254,128,26,15,3,0,0,0,0,175,89,86,99,36,6,0,0,5,318,63,94,251,71,17,0,0,7,506,49,79,311,116,14,4,0,7,581,54,74,254,122,27,9,0,12,554,41,56,186,93,21,6,4,13,427,33,53,136,62,17,3,0,8,304,22,37,92,66,16,3,0,6,252,14,22,89,53,15,6,0,0,199,7,22,60,42,17,0,3,4,162,6,11,37,34,7,6,0,0,97,4,3,16,18,3,3,0,3,55,3,4,11,11,10,0,4,0,39,1144,561,1566,718,171,51,18,113,4348
POA4155,53,0,0,0,0,0,0,0,53,49,0,0,0,0,0,0,3,50,11,0,6,0,0,0,0,0,17,8,0,4,0,0,0,0,4,12,11,0,11,4,4,6,0,0,40,9,5,17,17,3,0,0,0,47,3,4,27,19,8,0,0,0,68,5,6,16,20,6,0,4,0,63,0,3,14,12,8,0,0,4,48,7,0,19,7,7,0,0,3,46,0,9,19,17,10,0,0,6,53,0,0,14,10,3,0,0,5,34,0,4,4,8,4,0,5,0,23,0,4,0,4,3,0,0,0,15,0,4,6,0,5,3,0,3,14,159,47,155,122,54,12,8,28,602
POA4156,158,0,0,0,0,0,0,6,166,99,5,0,0,0,0,0,3,107,35,11,5,3,0,0,0,6,54,27,19,12,9,0,0,0,0,68,9,21,50,23,0,0,0,4,104,4,15,75,32,10,0,3,4,140,16,17,85,39,15,0,0,3,171,15,18,59,31,4,0,0,0,135,8,17,53,22,8,0,0,4,113,9,16,40,30,12,0,0,0,113,12,8,29,15,11,4,3,5,81,0,4,32,16,3,0,0,0,64,0,0,12,7,5,0,0,0,30,0,4,5,0,3,0,6,0,15,0,0,3,4,3,0,0,0,15,401,143,464,232,80,14,9,35,1375
POA4157,518,3,0,0,0,0,0,33,559,437,47,8,3,4,0,0,17,529,390,106,72,21,3,0,0,33,628,228,162,155,58,14,10,0,26,656,160,123,247,104,37,9,9,29,714,105,107,227,119,34,9,10,19,618,112,93,261,114,57,15,8,22,677,93,75,220,137,49,22,12,31,630,95,107,285,172,46,10,7,27,752,72,84,252,166,72,19,10,22,688,50,50,231,168,65,15,8,29,607,39,54,194,148,68,11,9,25,561,23,24,101,86,43,18,9,13,312,16,16,51,56,40,22,10,18,225,15,20,60,34,27,20,11,21,204,2351,1063,2368,1373,559,166,99,366,8354
POA4158,75,0,0,0,0,0,0,0,75,74,7,3,0,0,0,0,4,90,60,22,9,4,0,0,0,12,106,52,33,38,6,3,0,0,0,140,36,32,59,23,0,0,0,5,152,24,19,57,31,3,3,0,10,152,29,21,52,20,0,3,0,4,137,16,15,43,24,4,0,0,3,108,25,19,50,29,5,0,0,7,137,8,17,52,31,16,0,7,5,144,16,12,49,39,9,0,3,3,132,13,5,45,34,13,6,0,6,129,7,5,22,16,7,3,0,4,65,4,5,9,9,12,3,0,5,44,0,0,9,10,3,5,0,4,32,442,225,494,271,89,29,11,72,1634
POA4159,413,3,0,0,0,0,0,16,437,299,22,11,0,0,0,0,25,356,225,51,39,12,0,0,0,25,357,136,102,105,51,8,0,0,12,415,87,72,198,77,20,4,5,17,473,58,85,203,86,25,5,6,7,468,67,56,216,96,32,13,4,17,497,58,71,223,122,41,7,4,18,543,58,53,207,124,33,10,0,19,498,51,51,193,133,38,12,4,14,489,40,45,184,132,48,6,0,9,472,30,39,196,133,35,10,5,12,452,28,27,130,80,29,10,7,26,336,22,12,63,60,26,7,17,24,225,11,15,66,62,35,23,16,46,271,1586,696,2035,1156,357,104,60,290,6293
POA4160,656,0,0,0,0,0,0,28,689,381,16,6,0,0,0,0,24,427,207,52,46,13,0,0,0,10,329,155,103,111,38,9,3,0,13,437,88,92,241,102,10,7,0,19,554,81,110,301,128,40,14,4,8,681,82,100,336,152,40,6,8,13,741,86,104,366,169,42,8,5,17,806,79,88,340,152,45,15,4,23,750,83,81,267,200,54,14,9,7,715,67,41,233,143,56,17,3,23,583,63,59,210,132,49,11,6,24,555,30,33,144,127,41,12,10,28,410,21,12,61,72,39,10,9,17,249,20,17,66,50,34,23,13,43,255,2103,922,2731,1465,463,128,65,304,8175
POA4161,463,0,0,0,0,0,0,23,485,340,33,11,0,0,0,0,32,415,288,96,64,20,3,3,0,24,495,181,153,152,57,18,3,5,33,603,118,102,223,81,28,13,4,31,597,83,84,222,99,40,12,4,17,565,76,83,208,110,39,11,17,23,562,59,83,234,121,33,9,6,12,561,61,59,212,123,40,11,11,21,546,54,58,220,139,60,13,0,12,552,33,48,196,124,45,16,7,8,479,26,25,141,99,60,13,4,14,390,20,23,72,54,33,12,7,12,230,10,6,27,47,14,16,9,16,148,8,8,23,33,17,15,9,57,172,1820,877,1996,1111,428,144,86,337,6792
POA4163,430,0,0,0,0,0,0,21,457,293,21,5,0,0,0,0,18,338,181,53,17,8,0,0,0,15,276,123,55,84,30,7,0,0,16,315,78,70,138,65,16,4,4,11,385,72,67,183,66,28,6,3,9,439,78,108,236,81,40,4,10,10,569,75,95,238,106,26,11,4,17,578,79,78,245,151,45,7,11,22,639,109,61,280,151,42,12,4,34,695,69,66,292,155,41,12,4,34,679,73,51,256,167,58,13,9,40,662,42,44,199,128,59,7,10,52,546,29,18,116,92,59,13,10,49,391,29,32,101,89,60,27,26,97,457,1773,815,2384,1301,500,123,86,452,7422
POA4164,654,0,0,0,0,0,0,31,688,525,40,6,0,0,0,0,26,597,323,101,73,20,3,0,0,14,537,196,150,227,74,18,6,0,19,681,96,134,292,104,31,14,7,16,693,53,98,279,148,49,15,5,26,672,76,113,313,157,55,9,8,23,752,55,74,312,177,36,18,7,17,697,55,64,257,140,43,15,12,9,584,37,54,217,140,52,8,3,4,515,48,51,170,108,33,6,12,11,440,25,39,147,90,42,8,4,12,367,17,24,85,63,29,10,3,13,241,7,18,32,58,30,8,5,8,162,11,8,45,48,30,14,11,25,190,2187,962,2448,1318,450,128,81,256,7825
POA4165,1175,8,0,0,0,0,0,72,1248,807,58,19,5,0,0,0,54,941,521,194,139,54,7,0,0,42,962,291,238,356,128,34,10,6,34,1101,190,236,606,226,59,27,4,44,1390,139,185,533,236,93,25,14,29,1251,168,194,622,286,88,20,14,39,1437,163,191,654,297,82,25,14,35,1462,155,139,564,284,88,26,6,49,1312,137,126,513,305,112,26,11,27,1254,102,104,445,280,106,24,10,35,1119,87,108,413,278,100,33,10,47,1059,76,65,294,232,94,26,16,46,845,41,40,172,154,97,22,16,30,578,45,40,167,147,84,51,45,64,638,4091,1928,5492,2906,1052,313,167,635,16583
