POA_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
POA4340,149,26,194,26,3,432,518,523,149,3,271,192,42,104,545,49,384,2889,184,4881,7,3,5,0,5,4,0,0,6,0,0,28,638,686,695,617,210,19,346,298,65,167,697,79,577,2942,818,6007,9,0,0,0,0,0,0,0,4,0,8,34,4,52,79,31,23,4,39,40,6,28,57,12,45,108,11,302,83,31,29,4,44,39,6,25,62,12,51,140,9,351,592,494,179,16,300,248,52,132,591,70,457,1991,123,3966,15,10,5,0,5,6,0,0,6,0,10,22,541,599,694,529,208,19,351,287,67,163,666,79,524,2158,674,4911
POA4341,555,101,629,98,30,1443,1616,1526,431,22,757,575,117,337,1561,93,1111,7791,519,13574,25,21,10,0,14,9,4,11,14,0,13,52,831,938,2170,1804,588,121,1024,838,197,528,2129,193,1750,7939,1385,15952,15,4,0,0,3,0,0,0,3,0,8,75,4,108,213,62,65,13,126,114,20,59,158,34,119,207,17,696,228,70,66,13,129,110,22,59,165,34,131,284,25,804,1864,1466,508,78,863,684,161,452,1762,147,1327,5223,385,11069,75,22,15,29,26,27,11,19,62,9,81,45,654,833,2167,1548,589,121,1020,823,191,532,1990,185,1540,5551,1064,12702
POA4342,81,8,80,20,9,222,250,244,81,0,114,93,10,40,247,16,170,1297,118,2270,0,3,0,0,4,4,0,0,0,0,0,9,192,207,318,282,113,12,154,130,24,70,329,22,250,1320,319,2702,0,0,0,0,0,0,0,0,0,0,0,4,0,9,21,4,12,3,13,12,0,11,15,5,15,19,5,83,23,4,12,3,15,12,0,11,22,5,15,23,5,86,291,239,102,9,143,112,22,50,285,24,202,961,106,1979,4,3,0,0,0,4,0,3,0,0,0,11,140,169,321,249,113,12,154,130,19,63,305,22,224,996,250,2230
POA4343,301,56,336,52,12,847,984,902,250,19,456,332,82,186,968,59,553,6609,383,10197,16,15,3,0,7,6,0,11,9,0,6,59,1034,1131,1288,1049,355,94,613,498,131,295,1276,122,889,6721,1431,12173,3,0,0,0,0,0,0,0,0,0,4,12,0,23,73,20,33,4,55,57,14,32,60,13,48,87,5,277,73,22,36,4,55,57,14,32,63,13,54,100,6,295,1193,875,319,94,548,428,111,261,1146,106,744,5003,295,8792,20,5,3,0,11,8,5,0,12,3,0,69,931,1058,1281,910,355,94,611,491,131,290,1221,121,795,5172,1236,10150
POA4344,51,6,62,16,0,146,213,211,82,0,117,99,11,45,229,8,153,1423,62,2274,5,5,3,0,3,0,0,0,7,0,0,10,265,285,263,241,99,10,140,119,21,64,284,17,209,1448,333,2709,0,0,0,0,0,0,0,0,0,0,0,7,0,7,14,4,5,0,9,14,0,8,15,0,16,30,4,80,14,4,5,0,9,14,0,8,15,0,16,34,4,87,244,194,93,6,123,103,21,59,238,16,164,1008,59,1864,4,0,0,0,0,0,0,0,0,0,0,14,218,239,262,199,93,10,140,118,22,68,255,17,190,1054,274,2186
POA4346,24,8,34,10,0,75,65,83,10,0,31,42,0,18,93,6,61,553,43,871,0,0,0,0,0,0,0,0,0,0,0,4,66,69,94,97,22,3,46,56,0,25,119,8,90,562,110,1013,0,0,0,0,0,0,0,0,0,0,0,4,0,4,18,3,6,0,4,6,0,4,3,0,6,16,0,42,16,3,6,0,4,6,0,4,3,0,6,17,0,46,79,79,20,3,34,44,0,26,106,8,75,376,34,696,0,0,0,0,0,4,0,0,0,0,0,0,48,49,92,82,22,3,46,58,0,25,113,8,89,396,78,799
POA4347,41,13,42,3,3,104,157,106,35,0,60,41,4,27,109,5,85,720,54,1188,0,0,0,0,0,0,0,0,0,0,0,4,46,56,203,122,41,7,83,70,22,35,153,15,131,726,108,1344,0,0,0,0,0,0,0,0,0,0,0,7,0,11,14,5,12,0,6,3,0,5,4,0,6,10,0,42,14,6,12,0,6,3,0,5,4,0,6,15,0,46,190,101,32,7,76,61,21,33,142,20,110,510,44,1010,0,0,0,0,0,0,0,0,0,0,0,13,37,54,203,107,38,7,84,70,22,35,150,15,117,544,87,1112
POA4350,2917,707,3230,711,175,8701,9254,9988,2971,145,4766,3936,769,1497,10391,654,7259,62532,3591,100606,147,73,39,42,54,65,14,24,99,15,83,478,5058,5912,12349,11475,3888,1153,6187,5673,1292,2391,13413,1378,10575,63719,8827,115218,45,27,5,0,3,8,3,0,46,0,31,388,12,526,887,295,360,90,488,575,116,245,609,130,541,1210,103,3528,927,320,366,90,492,580,120,247,653,130,575,1596,119,4058,11196,9421,3455,960,5578,4940,1135,2078,11917,1192,8937,44676,2810,84302,209,80,41,95,75,118,20,37,121,37,90,338,4221,5024,12336,9823,3864,1149,6149,5646,1270,2363,12693,1363,9601,46610,7144,93382
POA4352,453,104,588,145,24,1425,2371,2516,825,26,1007,973,158,317,2312,144,1892,18310,1046,28268,18,12,3,0,4,6,3,6,18,0,11,114,1172,1336,2809,2741,993,104,1196,1208,224,454,2781,247,2490,18564,2242,31026,36,16,0,0,9,4,0,0,31,0,23,255,9,344,245,93,103,4,113,142,21,54,181,25,162,477,39,1135,280,105,102,4,117,146,21,57,218,25,182,728,48,1474,2492,2118,876,92,1059,1039,197,389,2339,212,1977,12310,776,21591,29,10,7,3,12,14,4,4,7,3,6,54,948,1060,2802,2231,979,104,1183,1197,223,448,2563,242,2165,13090,1771,24125
POA4353,14,0,10,0,0,25,24,30,13,0,14,8,0,4,31,0,18,190,4,297,0,0,0,0,0,0,0,0,0,0,0,0,27,27,35,32,16,4,17,12,0,3,45,3,30,190,31,348,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,10,7,0,5,0,0,4,0,0,0,0,0,7,0,14,27,28,9,4,18,7,0,3,36,3,24,135,5,244,0,0,0,0,0,0,0,0,0,0,0,0,21,26,35,25,16,4,17,12,0,3,39,3,26,141,23,276
POA4354,40,6,24,4,5,84,116,141,44,0,56,55,13,27,90,7,69,674,41,1121,0,0,0,0,0,0,0,0,0,0,0,4,76,85,153,164,59,10,78,80,11,39,132,18,92,681,116,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,9,0,8,13,0,0,16,3,7,13,0,51,18,6,9,0,8,13,0,0,19,3,9,13,0,54,135,124,49,11,67,64,11,36,109,14,72,486,29,913,0,0,0,0,0,0,0,0,0,0,0,3,66,66,151,132,56,10,78,73,11,39,123,18,87,507,96,1038
POA4355,89,17,82,0,3,202,340,233,101,3,155,133,23,52,233,22,194,1192,101,2263,7,4,0,0,0,5,0,0,0,0,0,10,326,346,434,274,126,13,191,174,38,91,324,33,278,1202,425,2812,0,0,0,0,0,0,0,0,0,0,0,9,0,12,38,13,23,6,18,18,3,14,29,4,21,46,9,141,40,13,23,6,18,18,3,14,27,4,21,59,9,154,386,218,99,11,171,155,30,71,278,30,239,851,73,1930,11,3,0,0,3,0,0,5,0,0,4,11,293,323,434,236,126,13,191,174,39,85,310,33,260,920,376,2406
POA4356,128,32,205,22,3,368,437,421,98,11,171,165,29,80,318,29,239,2853,176,4397,9,10,0,0,4,0,0,3,0,0,4,15,419,455,579,464,164,80,235,270,48,120,444,64,455,2887,601,5218,0,0,0,0,0,0,0,0,0,0,0,3,0,9,35,7,11,8,23,21,0,3,21,6,20,28,3,110,35,6,11,8,23,21,0,3,21,6,20,36,3,117,529,362,150,76,200,228,45,104,397,54,395,2009,147,3628,12,0,4,3,7,7,0,4,4,5,3,12,339,383,576,375,164,80,230,263,43,112,422,64,420,2055,487,4127
POA4357,109,13,135,12,0,241,241,204,81,7,109,91,10,47,180,23,135,1269,51,2039,6,5,0,0,0,6,0,0,0,0,3,14,223,243,369,272,111,38,159,159,28,79,287,34,271,1291,274,2531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,8,0,9,13,0,12,7,4,9,18,3,56,19,12,8,0,13,13,0,12,10,4,8,18,3,56,345,230,104,38,150,144,28,68,256,31,231,951,50,1858,3,0,0,0,0,0,0,0,0,0,0,9,183,204,369,238,111,38,159,157,28,80,271,34,249,982,233,2117
POA4358,49,8,62,5,5,143,188,268,67,0,99,77,10,18,255,10,149,1728,77,2610,0,0,0,0,0,0,0,0,0,0,0,17,204,222,238,302,81,13,130,106,18,37,301,20,216,1749,278,2967,0,0,0,0,0,0,0,0,0,0,0,9,0,8,18,8,10,0,16,12,0,5,20,0,11,31,0,85,18,8,10,0,16,14,0,5,20,0,11,37,0,91,216,238,72,11,115,95,12,34,262,19,163,1149,54,1999,5,0,0,0,0,0,0,0,0,0,0,11,171,178,239,248,81,13,130,106,18,38,284,20,178,1198,226,2268
POA4359,20,10,27,12,0,80,116,139,44,3,47,49,4,15,125,11,68,736,28,1180,0,0,0,0,0,0,0,0,0,0,0,8,118,122,144,161,53,6,54,64,14,18,146,24,97,747,146,1388,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,5,0,0,5,0,3,13,0,30,3,4,4,0,0,5,0,0,7,0,3,17,4,35,137,123,46,6,53,56,11,18,127,23,75,519,29,961,0,0,0,0,0,0,0,0,0,0,0,13,104,114,144,132,50,6,54,64,14,18,137,24,78,542,130,1115
POA4360,12,4,15,4,0,35,64,52,13,0,26,26,5,10,40,3,35,297,12,494,0,0,0,0,0,0,0,0,0,0,0,0,77,77,67,56,11,0,38,31,3,16,54,10,50,304,91,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,5,0,0,0,10,0,17,3,0,0,0,4,0,0,5,0,0,0,10,0,18,68,47,11,0,35,29,7,11,45,10,37,213,11,408,0,0,0,0,0,0,0,0,0,0,0,0,62,67,67,47,11,0,38,31,3,15,48,10,42,223,74,495
POA4361,75,11,106,16,8,240,280,253,95,13,121,116,31,51,168,19,134,1342,93,2258,4,7,0,0,0,0,0,0,0,0,0,14,129,153,367,294,119,28,162,150,37,72,240,32,239,1374,227,2654,0,0,0,0,0,0,0,0,0,0,0,3,0,8,21,8,8,0,10,13,0,6,20,0,19,25,8,88,25,7,8,0,10,12,0,6,23,0,21,28,8,92,336,251,113,27,150,137,34,65,207,31,196,970,83,1976,4,6,0,0,0,5,0,0,0,0,4,7,97,116,367,257,119,28,162,150,39,75,227,32,227,1005,182,2181
POA4362,57,16,67,10,0,217,253,169,82,4,126,104,16,39,183,19,145,1359,83,2202,0,3,0,0,3,0,0,0,0,0,0,4,183,199,340,208,113,32,168,150,31,77,242,39,215,1376,270,2613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,10,3,20,22,0,6,18,8,15,26,4,99,27,5,10,3,20,22,0,6,18,8,18,26,4,96,310,175,103,31,142,129,26,69,208,27,174,984,75,1892,3,4,0,0,0,3,0,0,3,0,0,13,143,160,339,183,113,32,161,153,31,77,235,39,188,1015,217,2151
POA4363,3,4,3,0,0,18,58,48,18,0,32,21,4,11,25,4,40,336,19,538,3,0,0,0,0,0,0,0,0,0,3,7,67,72,66,53,20,0,33,29,4,16,35,5,45,346,81,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,9,64,42,21,0,34,26,4,16,28,5,38,243,4,427,0,0,0,0,0,0,0,0,4,0,0,5,50,58,66,45,20,0,33,29,4,16,35,5,38,246,55,493
POA4364,0,0,7,5,0,9,7,22,0,0,0,3,0,4,7,0,6,106,3,150,0,0,0,0,0,0,0,0,0,0,0,0,19,19,11,23,0,0,3,8,0,7,7,0,11,109,20,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,14,0,0,3,4,0,4,4,0,7,81,3,116,0,0,0,0,0,3,0,0,0,0,0,0,19,29,11,15,0,0,3,8,0,7,9,0,12,83,20,147
POA4365,21,7,25,4,0,71,60,46,15,0,39,26,7,16,53,4,39,254,20,456,4,3,4,0,3,0,0,0,0,4,0,0,64,70,97,73,25,4,52,44,9,32,74,11,62,263,86,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6,0,0,4,0,9,10,0,3,10,0,30,8,4,6,0,0,4,0,9,10,0,3,10,0,27,86,57,27,0,51,41,5,29,60,6,56,194,8,416,0,0,0,0,0,0,0,0,0,0,0,6,64,70,97,59,25,4,52,44,9,32,71,11,60,210,70,518
POA4370,437,116,542,120,29,1497,1721,1655,560,24,886,829,170,370,1488,139,1109,9821,600,16299,28,25,12,0,12,16,5,4,21,4,16,88,1239,1407,2285,1919,717,152,1166,1123,254,529,1951,261,1662,10023,1870,19195,0,0,0,0,0,0,0,0,0,0,0,13,0,8,145,63,65,12,95,119,23,62,107,22,80,202,16,617,145,63,65,12,95,120,23,62,107,22,80,210,16,630,2093,1561,645,125,1046,982,227,449,1708,230,1388,7160,457,13902,37,22,9,15,19,11,3,8,18,3,11,74,1012,1177,2277,1645,714,152,1159,1115,246,520,1822,255,1482,7448,1481,15706
POA4371,12,8,22,3,0,46,63,42,19,0,37,34,8,3,41,8,42,391,19,607,0,0,0,0,0,0,0,0,0,0,0,0,39,47,75,51,26,4,44,44,7,10,49,11,61,395,58,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,3,6,0,0,8,3,6,7,0,27,7,3,6,0,3,6,0,0,8,3,6,13,0,27,66,42,16,0,43,38,7,10,43,7,55,283,17,513,4,0,0,0,0,0,0,0,0,0,0,3,32,39,75,46,26,4,44,44,7,10,49,11,60,296,47,580
POA4372,0,0,3,0,0,6,16,9,4,0,0,9,0,0,3,4,11,84,5,128,0,0,0,0,0,0,0,0,0,0,0,0,7,7,18,9,7,0,3,5,0,3,3,4,13,88,10,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,8,7,0,6,5,0,0,4,0,13,66,7,110,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18,7,7,0,3,5,0,3,4,4,13,64,9,123
POA4373,35,9,50,6,5,98,116,81,44,0,45,36,13,27,54,9,55,459,24,804,0,0,0,0,0,0,0,0,0,0,0,5,77,86,146,98,50,12,65,51,19,36,94,18,108,469,101,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,4,3,4,10,0,6,12,0,35,5,0,5,0,5,4,3,4,10,0,6,12,0,35,142,81,44,9,54,46,20,31,85,14,94,356,28,751,0,6,0,0,5,3,0,0,7,0,4,4,63,87,146,91,50,12,65,51,19,36,94,18,104,374,93,869
POA4374,8,0,8,3,0,27,47,26,13,0,28,18,0,19,38,0,26,207,8,351,0,0,0,0,0,0,0,0,0,0,0,0,24,28,57,32,17,0,30,20,0,19,43,0,37,213,32,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,4,0,18,0,0,0,0,6,0,0,0,0,0,3,4,0,18,56,27,14,0,21,15,0,13,36,0,31,162,4,306,0,0,0,0,0,0,0,0,0,0,0,0,21,21,57,36,17,0,29,20,0,13,39,0,32,163,25,343
POA4375,3,0,4,0,0,15,17,17,8,0,4,3,0,4,10,0,11,128,4,191,0,0,0,0,0,0,0,0,0,0,0,0,25,27,27,15,6,3,6,12,4,5,16,0,14,130,29,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,6,3,5,12,4,5,14,0,5,85,6,151,0,0,0,0,0,0,0,0,0,0,0,6,15,25,27,17,6,3,6,12,4,5,16,0,5,96,22,180
POA4376,10,3,12,0,0,27,47,24,11,0,14,9,3,7,33,0,21,159,3,279,0,0,0,4,0,0,0,0,0,0,0,0,38,44,55,29,13,5,25,9,5,14,44,3,37,158,45,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,3,4,0,3,0,0,12,6,0,0,0,0,3,0,3,4,0,3,4,0,13,54,26,13,5,26,10,7,11,31,8,29,122,0,246,0,0,0,0,0,0,0,0,0,0,0,0,36,40,55,25,13,5,25,9,5,14,33,3,35,127,40,302
POA4377,18,3,14,4,0,42,65,43,17,0,21,15,3,11,26,8,33,336,19,520,0,0,0,0,0,0,0,0,0,0,0,3,61,63,74,49,21,3,19,23,8,14,43,13,47,335,77,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,0,0,0,3,4,4,11,0,25,4,5,0,0,4,0,0,0,3,4,4,11,0,25,69,41,17,3,20,27,8,19,44,4,39,232,14,433,0,0,0,0,0,0,0,0,0,0,0,0,49,54,74,50,18,3,19,23,8,14,41,13,42,243,70,508
POA4378,9,3,4,5,0,35,59,49,7,0,18,23,0,13,47,6,25,298,21,486,0,4,0,0,0,0,0,0,0,0,0,4,39,46,72,59,20,3,24,29,3,14,58,9,29,305,57,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,3,6,0,19,5,0,0,0,0,0,0,0,5,0,3,6,0,19,71,48,15,3,24,25,0,14,46,6,22,221,17,423,0,0,0,0,0,0,0,0,0,0,0,4,24,30,72,48,20,3,24,30,3,14,49,9,29,232,42,469
POA4380,208,66,246,50,16,677,837,578,251,12,411,345,63,180,586,62,406,4114,229,6760,15,12,0,0,7,3,0,0,16,0,4,38,576,655,1112,689,313,91,530,476,102,252,809,131,652,4202,822,8093,0,0,0,0,0,0,0,0,0,0,0,5,0,7,67,19,30,7,40,40,3,36,41,13,37,92,5,280,72,21,30,7,40,40,3,36,43,13,37,101,5,286,1009,579,278,71,477,435,100,219,706,120,573,3078,186,5938,28,12,4,8,8,6,0,3,11,3,9,38,474,572,1104,612,308,83,526,477,102,252,763,131,614,3211,672,6797
POA4381,15,3,28,0,0,46,58,53,22,0,31,32,4,9,61,9,42,332,27,558,0,0,0,0,4,0,0,0,0,0,0,3,85,96,67,64,23,3,44,34,9,18,74,14,68,336,107,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,7,3,4,8,4,6,13,0,34,4,3,0,0,7,7,3,4,8,4,6,19,0,31,66,51,20,0,36,32,4,16,56,10,55,223,18,457,0,0,0,0,0,0,0,0,0,0,0,0,66,74,67,56,23,3,39,39,9,18,63,14,61,245,86,565
POA4382,14,6,9,0,0,26,61,31,8,0,16,21,6,11,27,4,17,264,10,407,0,0,0,0,0,0,0,0,0,0,0,4,22,22,70,36,11,0,22,26,7,16,42,3,26,271,27,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,17,0,0,0,0,0,0,0,4,0,0,0,10,0,17,71,35,11,0,22,22,9,18,38,3,23,211,7,375,0,0,0,0,0,0,0,0,0,0,0,0,17,16,70,35,11,0,22,26,7,16,41,3,26,222,27,408
POA4383,34,10,17,0,0,76,100,84,22,0,37,34,9,30,69,3,43,227,17,482,0,0,0,0,0,0,0,0,0,0,0,0,45,44,138,100,32,0,52,49,14,42,100,12,62,229,60,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,9,3,3,6,5,0,6,19,0,39,11,0,4,0,9,3,3,6,5,0,6,19,0,39,124,87,29,0,46,37,10,29,87,11,52,156,16,443,3,0,0,0,0,5,0,0,0,0,0,4,38,49,138,85,30,0,52,49,14,39,99,12,58,174,52,526
POA4384,0,0,0,0,0,5,3,6,3,0,4,4,0,0,8,0,4,25,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,3,0,7,4,5,0,8,0,3,25,4,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,7,4,5,0,0,0,3,15,0,28,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,3,0,7,4,5,0,8,0,3,18,4,42
POA4385,22,6,24,6,0,87,119,100,34,0,54,49,11,23,69,9,58,583,40,986,0,0,4,0,0,3,0,0,0,0,0,5,85,90,153,119,46,4,79,72,23,26,96,9,78,596,131,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,8,7,4,4,5,3,4,20,0,38,6,3,5,0,8,7,4,3,5,3,9,19,0,39,142,90,39,3,65,67,20,22,81,11,61,431,40,850,4,3,0,0,3,0,0,0,0,0,0,8,61,77,153,94,46,4,79,72,26,26,85,9,69,449,105,972
POA4387,30,8,46,3,0,93,154,123,31,0,73,47,7,31,92,18,67,649,48,1104,4,0,0,0,3,0,0,0,3,0,0,21,115,143,195,148,42,7,97,75,19,50,124,21,110,671,163,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,8,0,5,7,0,6,10,0,8,16,3,44,13,7,8,0,5,7,0,6,10,0,8,16,3,44,179,126,35,8,87,61,16,41,115,21,102,464,36,956,0,0,0,0,0,0,0,0,0,0,0,7,94,103,195,136,42,7,98,75,19,43,119,21,107,486,134,1105
POA4388,11,0,11,4,0,32,28,40,10,0,14,15,0,9,14,0,9,175,20,290,0,0,0,0,0,0,0,0,0,0,0,0,25,28,42,48,19,5,23,19,3,9,30,3,18,182,39,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,11,0,3,0,0,0,0,0,0,4,0,0,3,0,11,41,43,19,5,19,15,3,7,29,3,21,129,14,262,0,0,0,0,0,0,0,0,0,0,0,0,17,21,42,44,19,5,23,19,3,9,30,3,21,134,32,284
POA4390,85,27,129,39,4,340,433,531,147,9,241,176,39,75,369,29,292,3868,234,5780,0,7,0,0,3,0,0,5,6,0,3,38,544,600,544,586,193,49,308,239,52,113,460,59,423,3940,784,6719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,5,5,8,10,4,3,18,3,9,43,0,94,26,8,5,5,8,10,4,3,18,3,9,43,0,96,501,469,178,31,286,210,47,104,418,48,340,2734,170,4630,18,4,9,11,6,10,0,3,8,4,20,20,438,508,537,491,191,49,300,234,51,109,447,56,364,2799,612,5230
POA4400,45,8,55,13,3,120,179,219,42,4,75,64,19,35,217,11,160,1167,79,1920,0,0,0,0,0,0,0,0,0,0,0,3,106,116,229,247,51,14,97,85,28,58,272,16,216,1185,187,2159,0,0,0,0,0,0,0,0,0,0,0,6,0,8,23,7,3,0,7,7,5,7,24,5,16,18,5,84,21,7,3,0,7,7,5,7,23,5,16,24,3,85,202,186,46,14,88,75,25,46,223,13,166,771,47,1449,0,0,0,0,0,0,0,0,0,0,0,7,82,91,224,193,47,14,98,86,29,56,247,16,178,796,137,1634
POA4401,131,35,198,43,6,458,516,587,169,12,289,228,55,96,478,43,303,2959,214,4957,9,5,0,0,6,5,0,0,3,0,3,21,359,404,690,672,219,72,381,333,87,153,617,74,509,3024,581,5823,4,7,0,0,0,0,0,0,4,0,3,71,0,87,77,19,33,4,39,45,14,26,40,8,41,73,3,242,80,21,35,4,42,45,14,26,45,8,43,150,9,335,604,509,185,66,328,282,73,123,543,62,407,2022,147,3991,6,6,3,4,10,7,3,0,3,3,4,23,283,333,690,540,219,72,380,333,87,147,594,74,456,2193,434,4654
