POA_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
POA4124,6804,21379,337,629,34,77,366,705,0,3,0,0,0,0,0,0,24,58,26,62,0,0,0,0,0,0,0,0,0,0,7,18,7208,22165,361,..,7561,22165
POA4125,3802,10886,323,703,167,431,494,1131,0,0,0,0,0,0,0,0,10,18,10,18,3,4,31,36,0,0,0,4,33,46,25,46,4355,12118,258,..,4614,12118
POA4127,7427,21546,386,627,1378,2733,1760,3353,68,104,85,104,16,30,68,116,5,13,246,364,42,60,31,42,0,5,0,0,79,107,15,19,9518,25397,526,..,10048,25397
POA4128,5074,15051,100,223,255,494,355,716,274,464,0,0,0,0,0,0,12,33,293,499,42,58,0,0,0,0,0,0,40,56,3,10,5768,16328,229,..,5998,16328
POA4129,2078,6111,87,182,33,85,122,264,20,39,0,0,18,25,0,0,3,10,40,66,0,0,0,0,0,0,0,4,0,0,0,4,2242,6451,136,..,2385,6451
POA4130,2734,8302,23,40,141,300,162,342,7,10,0,0,0,0,0,0,7,20,18,38,15,17,63,94,0,0,5,7,78,115,7,11,3004,8804,130,..,3129,8804
POA4131,2877,8632,285,621,269,721,549,1338,257,528,44,59,0,0,0,3,8,17,318,613,0,0,0,0,0,0,0,0,0,0,12,28,3754,10610,232,..,3986,10610
POA4132,6759,22181,338,868,635,1710,969,2581,10,26,0,0,0,0,0,0,3,11,17,38,0,0,0,0,0,0,0,0,0,0,0,7,7753,24807,467,..,8217,24807
POA4133,5899,17910,603,1110,449,963,1056,2077,217,399,0,0,0,0,0,0,10,18,229,422,0,0,98,110,0,0,0,0,97,109,14,36,7295,20549,455,..,7749,20549
POA4151,3109,9268,23,42,689,1374,714,1417,725,1249,2078,3566,544,897,473,821,3,7,3825,6535,0,0,0,0,0,0,4,3,4,3,17,33,7667,17257,605,..,8279,17257
POA4152,12734,36467,618,1033,3122,6603,3737,7631,336,579,464,809,282,426,0,0,14,24,1093,1834,0,0,0,0,0,0,6,9,5,14,25,50,17596,45989,831,..,18425,45989
POA4153,1350,4012,13,26,131,315,146,342,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,1493,4360,55,..,1549,4360
POA4154,3114,10197,57,111,374,880,433,987,0,0,0,0,0,0,0,0,6,16,6,16,0,0,0,0,0,5,0,0,0,5,0,0,3558,11212,107,..,3667,11212
POA4155,444,1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,3,19,0,0,0,0,0,0,0,0,0,0,3,9,446,1433,24,..,471,1433
POA4156,948,3094,18,39,72,201,86,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1032,3335,34,..,1066,3335
POA4157,5754,16309,471,686,784,1503,1251,2187,53,89,9,24,85,150,0,0,20,35,172,299,72,95,5,4,0,0,0,0,75,96,11,17,7257,18910,291,..,7549,18910
POA4158,1029,2672,126,215,402,746,528,964,17,31,0,0,0,0,0,0,0,5,20,38,37,57,0,0,0,0,0,0,42,53,0,0,1620,3730,54,..,1672,3730
POA4159,4481,12716,435,656,167,334,601,991,197,282,33,54,14,39,0,0,13,23,253,394,0,0,0,0,0,0,0,0,0,0,11,17,5344,14121,218,..,5560,14121
POA4160,5757,16372,305,450,478,970,788,1423,243,431,25,35,5,6,0,0,3,10,279,481,0,0,0,0,0,0,0,0,0,0,6,10,6829,18292,324,..,7150,18292
POA4161,5466,15105,184,270,97,178,281,452,94,160,0,0,0,0,0,0,11,37,112,194,0,0,0,0,0,0,0,0,0,0,5,9,5859,15760,266,..,6122,15760
POA4163,3981,10633,619,951,697,1209,1313,2162,616,929,190,340,472,817,0,0,9,17,1285,2109,0,0,4,9,0,0,0,4,3,10,3,10,6588,14924,476,..,7057,14924
POA4164,5593,16884,241,439,505,1118,743,1560,16,28,41,58,0,0,0,0,3,6,63,89,0,0,3,9,0,0,0,0,3,9,5,7,6408,18554,234,..,6643,18554
POA4165,12435,35293,1048,1682,80,164,1129,1848,218,355,39,62,42,60,0,0,16,36,309,511,0,0,0,0,0,0,0,0,6,4,11,26,13887,37687,697,..,14583,37687
POA4169,1590,4433,30,44,221,468,245,508,626,1021,1048,1724,1799,3309,1897,3248,10,21,5378,9320,0,0,28,46,0,0,0,3,28,46,37,61,7277,14374,1329,..,8602,14374
POA4170,6099,17627,135,251,2003,4311,2137,4559,685,1116,1058,1864,568,1024,86,145,5,14,2402,4157,112,142,6,9,0,0,3,9,121,158,22,39,10781,26538,776,..,11554,26538
POA4171,3505,10484,47,89,874,1964,920,2054,866,1462,973,1705,193,366,0,0,0,6,2044,3541,0,0,0,0,0,0,0,4,0,3,9,14,6476,16094,516,..,6994,16094
POA4172,1288,3545,0,6,381,877,389,881,3,0,131,236,49,77,0,0,0,6,189,327,0,0,4,8,0,0,0,4,5,7,0,0,1861,4764,89,..,1951,4764
POA4173,2586,6848,58,87,505,1071,569,1161,74,131,0,0,0,0,0,0,4,0,79,138,0,0,0,0,0,0,4,4,4,4,3,10,3238,8154,156,..,3387,8154
POA4174,932,2528,29,86,55,109,85,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,1019,2723,29,..,1048,2723
POA4178,7552,20715,381,611,1181,2432,1568,3036,608,767,246,363,258,429,15,24,17,25,1140,1610,0,0,0,3,0,0,3,5,7,8,17,18,10276,25396,582,..,10867,25396
POA4179,5919,16431,495,747,645,1436,1136,2181,109,170,157,263,30,49,0,0,3,11,306,496,0,0,109,164,0,0,0,6,113,164,9,9,7482,19284,394,..,7879,19284
POA4183,708,1560,23,43,21,52,48,95,57,103,7,11,0,0,0,0,3,9,65,122,7,15,9,17,0,0,6,11,23,42,8,8,842,1833,857,..,1703,1833
POA4184,4080,7581,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,5,5,19,7,9,0,11,0,5,20,37,18,28,4114,7650,1037,..,5153,7650
POA4205,1855,4314,311,490,314,647,624,1136,0,4,0,0,0,0,0,6,0,5,5,10,0,0,0,0,0,0,0,0,0,0,8,14,2489,5476,170,..,2654,5476
POA4207,19673,56298,1153,2062,1678,3346,2827,5407,731,1176,170,245,89,172,0,0,51,100,1041,1695,23,37,30,49,11,19,8,11,68,113,37,76,23644,63591,1323,..,24968,63591
POA4208,7168,22179,243,530,136,335,387,862,61,135,0,0,0,0,0,0,10,23,73,159,8,16,0,3,0,0,0,0,6,16,20,48,7655,23264,278,..,7937,23264
POA4209,18114,57877,1801,4215,2748,6848,4547,11066,118,335,33,69,0,0,0,0,16,29,166,440,41,69,27,48,0,0,7,9,75,130,39,91,22937,69599,1008,..,23951,69599
POA4210,6064,19383,928,1787,229,475,1162,2262,21,61,0,0,0,0,0,0,7,21,33,86,0,0,0,0,0,0,0,0,0,0,7,18,7264,21748,314,..,7580,21748
POA4211,15478,45694,887,1720,3738,8808,4629,10532,1010,1790,355,568,199,351,0,3,33,68,1595,2777,311,398,132,171,4,7,6,13,448,578,20,45,22179,59629,1087,..,23261,59629
POA4212,8503,24409,678,1262,1307,2886,1985,4151,71,128,521,974,527,1009,129,234,12,26,1265,2381,12,20,120,193,0,3,0,0,135,217,80,173,11960,31327,1061,..,13024,31327
POA4213,8620,26467,210,405,938,2343,1146,2752,17,47,0,0,0,0,0,0,58,141,77,186,13,17,19,31,6,4,0,0,37,56,17,50,9900,29504,406,..,10309,29504
POA4214,10596,30783,920,1554,1201,2831,2116,4375,386,779,46,84,62,109,12,33,27,80,537,1077,0,0,4,5,0,0,0,0,4,5,50,104,13301,36353,666,..,13968,36353
POA4215,5232,14041,3256,6312,3956,8707,7206,15026,1416,2449,3039,5216,2760,4896,3764,6903,14,34,10995,19498,19,44,8,29,0,0,37,73,63,134,103,161,23596,48862,2440,..,26045,48862
POA4216,7243,18230,2176,4105,2706,5866,4887,9977,684,1020,1444,2464,1156,2085,1227,2502,9,22,4508,8087,224,308,4,16,0,0,0,0,235,325,51,96,16930,36713,1821,..,18751,36713
POA4217,4605,13374,573,1200,1651,3756,2226,4957,1010,1861,2155,3906,1661,3064,6577,11816,0,9,11400,20652,7,22,26,37,0,0,45,97,80,151,152,255,18462,39393,7009,..,25468,39393
POA4218,5916,16806,438,841,1965,3936,2404,4777,1220,2356,2047,3674,745,1400,1758,3071,3,7,5774,10504,92,127,0,0,0,0,0,9,96,137,57,94,14249,32324,3892,..,18139,32324
POA4220,6463,18006,1353,2566,1616,3592,2967,6163,599,1010,1383,2526,745,1410,501,921,12,23,3240,5888,20,37,0,0,0,0,9,16,24,54,34,50,12726,30163,1850,..,14577,30163
POA4221,6175,17807,623,1227,1442,3262,2067,4489,921,1544,998,1699,577,1046,231,416,15,32,2740,4738,30,46,3,6,0,0,3,12,32,55,18,39,11030,27136,1373,..,12405,27136
POA4223,3753,10869,500,903,651,1420,1155,2323,191,347,87,170,238,457,44,69,14,36,575,1078,0,0,0,0,5,3,0,0,5,3,4,3,5489,14279,531,..,6017,14279
POA4224,1240,3472,182,346,630,1482,810,1827,161,306,337,635,103,198,12,23,8,13,615,1174,0,0,0,0,0,0,9,19,9,19,10,12,2682,6498,393,..,3077,6498
POA4225,576,1532,33,64,214,450,242,517,734,1234,1067,1890,569,1018,497,946,0,0,2860,5087,24,45,38,65,0,0,4,7,66,110,20,26,3765,7280,1499,..,5264,7280
POA4226,7395,21145,696,1580,3757,8910,4453,10494,160,187,559,1061,264,473,746,1195,10,17,1727,2935,0,0,0,0,0,0,0,0,0,0,17,28,13599,34598,708,..,14301,34598
POA4227,4280,13123,711,1495,2036,5029,2745,6527,30,57,504,935,415,827,550,1038,3,7,1503,2860,0,0,0,0,0,0,0,0,0,0,11,16,8542,22524,390,..,8931,22524
POA4228,1534,4949,25,39,23,67,49,104,3,4,0,0,0,0,0,0,16,35,19,39,0,0,0,0,0,6,0,3,0,10,3,15,1611,5120,64,..,1672,5120
POA4270,1334,4109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0,0,0,0,0,11,15,1346,4131,70,..,1418,4131
POA4272,2843,7191,121,176,20,38,141,208,6,18,7,14,0,0,0,0,4,0,17,34,0,0,0,8,0,6,23,51,27,61,12,25,3035,7518,313,..,3350,7518
POA4275,1188,3384,4,5,10,17,15,28,8,20,0,0,0,0,0,0,0,0,14,23,8,17,0,0,3,9,0,0,13,25,5,0,1230,3460,180,..,1409,3460
POA4280,6164,19620,31,57,25,48,61,107,4,18,0,0,0,0,0,0,36,90,46,109,0,0,0,0,6,19,0,0,6,19,7,16,6286,19881,271,..,6555,19881
POA4285,6753,18972,486,797,205,365,691,1162,10,9,0,0,0,0,0,0,9,15,21,34,24,50,21,31,16,34,0,3,68,115,12,34,7544,20311,777,..,8327,20311
POA4287,269,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,0,9,0,0,0,0,14,26,0,0,284,649,74,..,356,649
POA4300,19982,61021,880,1723,931,2310,1813,4034,46,76,34,57,77,112,0,0,10,23,167,271,51,67,21,28,0,0,5,3,79,103,22,37,22060,65469,1489,..,23551,65469
POA4301,9745,31085,802,1538,685,1640,1490,3176,144,211,8,16,0,0,0,0,14,39,165,264,0,0,0,0,0,0,0,3,0,3,7,14,11405,34533,731,..,12136,34533
POA4303,1242,3187,21,38,121,249,141,288,40,68,0,0,0,0,0,0,0,0,40,68,0,0,0,0,0,0,0,0,0,0,3,3,1427,3548,104,..,1527,3548
POA4304,5800,14780,215,381,589,1121,801,1503,245,324,61,90,12,13,0,0,6,8,318,426,0,0,0,0,0,0,8,17,8,17,4,6,6936,16725,562,..,7492,16725
POA4305,20705,54621,1930,3070,668,1215,2600,4284,508,750,25,41,0,0,45,61,17,37,598,887,34,43,0,0,0,4,18,35,52,85,31,56,23982,59928,1721,..,25708,59928
POA4306,13778,39801,189,392,83,182,276,574,59,141,0,0,0,0,0,0,17,25,76,164,50,93,46,65,3,6,11,55,114,216,38,73,14279,40828,821,..,15097,40828
POA4307,534,1465,6,13,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,541,1477,32,..,573,1477
POA4309,1185,3024,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,19,25,3,6,3,7,4,9,25,48,5,12,1213,3090,163,..,1379,3090
POA4310,2164,5304,87,115,6,16,95,129,5,3,0,0,0,0,0,0,0,4,5,3,29,42,6,16,0,3,0,0,37,64,3,10,2302,5509,292,..,2597,5509
POA4311,3518,9486,82,151,4,8,83,164,7,14,0,0,0,0,0,0,0,0,7,14,24,41,0,0,0,0,0,0,29,42,9,14,3648,9722,383,..,4025,9722
POA4312,1049,2307,14,25,0,0,14,25,0,0,0,0,0,0,0,0,0,0,0,0,3,3,38,62,0,0,0,3,40,67,4,7,1104,2412,274,..,1376,2412
POA4313,906,2119,25,26,0,0,25,26,3,10,0,0,0,0,0,0,0,0,3,10,3,6,3,6,0,0,0,0,8,9,0,0,938,2165,171,..,1106,2165
POA4314,1341,2864,7,13,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,6,16,3,6,4,8,7,21,17,49,7,6,1371,2936,385,..,1755,2936
POA4340,1973,5114,86,143,9,18,91,160,5,9,0,0,0,0,0,0,0,0,5,9,4,6,0,0,0,0,0,0,3,3,8,23,2089,5310,212,..,2297,5310
POA4341,5425,14587,119,175,18,43,138,223,3,4,0,0,0,0,0,0,3,3,3,4,12,25,0,7,0,9,0,0,16,45,56,67,5645,14923,455,..,6092,14923
POA4342,933,2462,5,6,9,14,8,21,0,0,0,0,0,0,0,0,4,11,4,11,0,0,0,0,0,3,0,4,0,6,0,3,947,2499,75,..,1027,2499
POA4343,3543,9540,277,586,79,215,358,802,123,283,0,0,0,0,0,0,5,10,128,295,9,13,9,30,0,4,45,103,59,151,11,25,4095,10814,372,..,4469,10814
POA4344,880,2364,25,40,0,7,25,53,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,7,5,0,4,908,2429,91,..,1000,2429
POA4346,371,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,8,9,3,0,375,949,35,..,409,949
POA4347,468,1193,0,5,0,10,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,473,1212,40,..,509,1212
POA4350,34164,88186,6154,10258,1684,3065,7838,13324,2185,3738,60,83,44,62,31,53,16,19,2343,3952,54,74,25,52,5,18,14,36,106,167,77,165,44520,105796,3884,..,48404,105796
POA4352,10035,28696,170,298,50,126,223,424,17,37,0,0,0,0,0,0,11,16,29,48,5,6,3,8,11,26,0,3,19,43,22,38,10320,29247,769,..,11086,29247
POA4353,116,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,307,15,..,136,307
POA4354,444,1158,3,9,0,0,3,9,6,3,0,0,0,0,0,0,0,0,6,3,0,5,0,0,0,0,0,0,0,5,0,0,457,1170,42,..,501,1170
POA4355,1034,2337,37,45,0,0,37,45,7,5,0,0,0,0,0,0,0,0,7,5,12,18,5,12,0,0,6,14,26,39,4,0,1104,2431,135,..,1238,2431
POA4356,1671,4400,64,109,8,14,76,123,0,4,0,0,0,0,0,0,0,0,0,4,11,22,8,11,7,10,0,6,22,47,0,11,1777,4579,182,..,1959,4579
POA4357,865,2080,25,31,0,0,25,31,0,0,0,0,0,0,0,0,0,0,3,3,9,22,7,11,14,36,0,0,37,65,4,24,934,2207,200,..,1131,2207
POA4358,970,2607,58,121,0,0,58,121,3,4,0,0,0,0,0,0,0,0,3,4,0,0,3,11,0,0,0,0,3,11,0,3,1038,2740,113,..,1149,2740
POA4359,474,1225,7,8,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,7,482,1244,54,..,536,1244
POA4360,209,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,6,0,0,210,521,20,..,225,521
POA4361,997,2369,27,34,0,0,27,34,8,12,0,0,0,0,0,0,0,0,8,12,0,5,0,3,0,3,4,5,3,14,4,7,1047,2435,89,..,1137,2435
POA4362,961,2322,21,22,3,4,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,6,7,9,9,10,992,2365,151,..,1140,2365
POA4363,198,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,199,552,18,..,217,552
POA4364,59,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,60,155,8,..,66,155
POA4365,221,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,3,8,0,0,227,521,89,..,318,521
POA4370,6579,16197,596,875,42,93,640,967,112,161,0,0,0,0,0,0,0,3,113,163,27,53,5,12,3,17,7,24,45,102,37,73,7414,17498,875,..,8287,17498
POA4371,267,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,273,641,36,..,308,641
POA4372,60,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,130,11,..,74,130
POA4373,379,825,12,11,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,11,0,0,394,856,80,..,473,856
POA4374,159,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,3,0,0,164,363,39,..,204,363
POA4375,80,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,189,28,..,111,189
POA4376,119,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,5,6,0,0,0,0,8,11,0,6,128,293,21,..,152,293
POA4377,218,518,4,10,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,8,0,0,227,533,37,..,260,533
POA4378,194,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,537,27,..,223,537
POA4380,2906,6801,198,261,13,20,213,285,42,64,0,0,0,0,0,0,0,0,42,64,5,5,15,20,9,15,7,13,29,51,11,18,3199,7223,663,..,3866,7223
POA4381,237,567,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,8,0,0,0,0,7,13,0,0,248,587,54,..,300,587
POA4382,179,420,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,190,449,45,..,236,449
POA4383,269,534,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,536,67,..,339,536
POA4384,16,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,45,0,..,18,45
POA4385,468,1015,11,20,0,0,11,20,0,6,0,0,0,0,0,0,0,0,0,6,4,11,0,0,0,0,0,0,7,9,3,4,486,1048,100,..,585,1048
POA4387,502,1142,12,17,0,0,10,16,13,13,0,0,0,0,0,0,0,0,13,13,4,12,0,6,0,0,0,0,3,14,10,17,540,1205,92,..,631,1205
POA4388,137,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,316,16,..,151,316
POA4390,2068,5407,180,285,27,52,207,336,55,97,0,0,0,0,0,0,0,0,55,97,13,36,0,0,0,0,3,10,21,46,13,30,2360,5914,287,..,2649,5914
POA4400,727,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,5,5,728,2040,38,..,770,2040
POA4401,1916,5033,120,184,0,0,120,184,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,9,5,3,0,0,14,19,3,11,2058,5256,204,..,2261,5256
POA4402,112,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,114,245,20,..,138,245
POA4403,277,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,7,8,3,4,279,760,51,..,333,760
POA4404,161,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,165,403,24,..,187,403
POA4405,4670,12446,314,437,50,83,364,517,9,19,0,0,0,0,0,0,0,0,11,13,21,35,7,7,3,4,0,6,30,52,15,20,5084,13045,679,..,5767,13045
POA4406,555,1453,17,38,0,0,17,38,0,5,0,0,0,0,0,0,0,0,3,5,4,4,0,0,0,0,0,0,4,4,0,5,586,1513,145,..,731,1513
POA4407,184,419,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,3,4,10,5,7,187,437,20,..,202,437
POA4408,198,466,15,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,5,0,7,213,491,44,..,260,491
POA4410,423,968,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,16,27,28,37,5,3,453,1006,114,..,560,1006
POA4411,94,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,100,253,41,..,142,253
POA4412,70,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,165,23,..,96,165
POA4413,2484,6636,319,565,30,60,344,624,44,98,0,0,0,0,0,0,0,7,46,99,12,18,0,5,4,6,0,0,19,33,6,17,2901,7409,584,..,3486,7409
POA4415,640,1567,105,178,11,24,116,199,17,18,0,0,3,3,0,0,0,0,18,17,9,13,4,6,0,0,0,3,9,21,14,25,791,1829,254,..,1045,1829
POA4416,136,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,8,9,0,0,143,357,81,..,229,357
POA4417,243,585,4,11,0,0,4,11,10,9,0,0,0,0,0,0,0,0,10,9,8,9,0,0,0,0,0,0,8,9,0,11,262,617,57,..,316,617
POA4418,33,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,37,79,11,..,47,79
POA4419,300,709,10,16,3,7,15,20,14,28,0,0,0,0,0,0,0,0,14,28,0,3,0,0,0,0,0,0,6,3,7,11,338,778,167,..,504,778
POA4420,408,1011,4,7,0,0,4,7,3,8,0,0,0,0,0,0,0,4,8,9,7,11,0,0,0,0,0,0,7,11,0,0,416,1032,164,..,584,1032
POA4421,787,1767,13,37,0,0,13,37,11,10,0,0,0,0,0,0,0,0,11,10,7,10,0,4,10,21,0,4,19,37,9,14,839,1862,341,..,1177,1862
POA4422,151,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,3,3,3,6,0,0,156,358,44,..,202,358
POA4423,65,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,168,21,..,89,168
POA4424,76,208,3,6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,213,41,..,116,213
POA4425,69,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,154,18,..,86,154
POA4426,48,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,101,20,..,68,101
POA4427,99,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,6,16,3,8,105,253,15,..,117,253
POA4428,210,530,5,8,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,217,542,48,..,267,542
POA4454,225,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,4,8,3,3,231,524,85,..,311,524
POA4455,2821,7012,191,318,28,59,222,379,13,27,0,0,0,0,0,0,0,0,13,27,9,11,3,4,0,7,3,12,16,37,10,14,3082,7472,704,..,3786,7472
POA4461,12,33,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34,4,..,21,34
POA4462,49,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,0,49,113,9,..,60,113
POA4465,441,1013,6,8,3,9,8,14,0,0,0,0,0,0,0,0,0,0,0,0,15,24,0,0,0,0,3,7,18,29,3,14,468,1070,123,..,591,1070
POA4467,57,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,134,12,..,65,134
POA4468,96,211,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,6,4,0,102,228,22,..,130,228
POA4470,1116,2520,29,43,0,0,29,43,44,63,0,0,0,0,0,0,0,0,44,63,11,26,0,0,0,0,0,6,12,33,18,41,1226,2693,309,..,1534,2693
POA4472,549,1206,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,4,11,20,0,0,0,0,0,0,11,20,0,0,565,1240,202,..,764,1240
POA4474,21,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,64,6,..,25,64
POA4477,190,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,5,4,0,0,4,8,0,6,202,462,26,..,227,462
