POA_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
POA6760,0,5,0,5,..,0,0,0,0,0,..,3,0,0,0,6,..,0,0,0,0,0,..,7,0,11,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,73,5,77,0,77,..,112,3,113,0,112,..,0,0,0,229,229,321,112,3,113,228,670,143,..,..,..,..,143,..,0,0,0,0,0,..,0,0,0,0,0,..,57,0,65,0,65,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA6762,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,117,3,119,6,121,..,137,3,142,6,148,..,3,0,3,125,128,213,145,3,149,124,487,46,..,..,..,..,46,..,0,0,0,0,0,..,0,0,0,0,0,..,89,0,92,0,90,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA6765,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,372,46,419,17,432,..,402,47,454,16,468,..,16,5,24,60,74,268,416,57,473,74,812,264,..,..,..,..,264,..,0,0,0,0,0,..,0,0,0,0,0,..,423,36,460,8,469,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
POA6770,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,585,52,637,34,675,..,615,53,673,34,708,..,20,7,29,179,214,648,639,64,699,221,1567,651,..,..,..,..,651,..,0,0,0,0,0,..,0,0,0,0,0,..,619,43,665,30,695,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA7000,0,13,0,13,..,15,0,15,0,15,..,18,0,18,0,18,..,9,0,9,0,9,..,56,0,56,0,56,..,40,6,44,0,44,..,12,0,12,0,12,..,8,0,8,0,8,..,0,0,0,0,0,..,50,5,58,0,57,..,108,13,117,4,121,..,1283,96,1375,6,1385,..,23,3,27,417,444,5807,1302,96,1401,431,7634,6098,..,..,..,..,6098,..,7,0,7,0,7,..,40,4,41,0,41,..,0,0,0,0,0,..,60,6,67,0,67,..,414,35,445,0,449,..,6,0,6,0,6,..,478,39,521,0,524,..,14,0,17,0,17,..,28,0,28,0,28,..,28,0,28,0,28,..,38,0,41,0,41,..,16,0,16,0,16,..,12,0,12,0,12,..,41,0,42,0,42,..,125,7,135,3,134,..,44,4,49,0,49,..,44,5,43,0,43,..,12,0,15,0,15,..,7,0,7
POA7004,0,6,0,6,..,5,0,5,0,5,..,0,0,0,0,0,..,6,0,6,0,6,..,14,0,14,0,14,..,25,5,32,0,32,..,8,0,8,0,8,..,0,6,3,0,3,..,0,0,0,0,0,..,13,0,13,0,13,..,67,3,69,4,72,..,591,28,617,10,627,..,11,0,11,136,152,3017,602,28,634,147,3792,3282,..,..,..,..,3282,..,5,0,5,0,5,..,13,0,14,0,14,..,0,0,0,0,0,..,40,0,40,0,40,..,185,27,210,0,209,..,4,0,4,0,4,..,224,26,251,0,255,..,0,0,0,0,0,..,28,0,28,0,28,..,28,0,28,0,34,..,3,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,13,0,13,..,55,0,55,0,53,..,7,0,7,0,7,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,4
POA7005,0,9,0,9,..,18,0,18,0,18,..,12,0,12,0,12,..,7,0,7,0,7,..,53,0,53,0,53,..,48,0,52,0,55,..,24,0,23,0,23,..,9,0,9,0,9,..,0,0,0,0,0,..,38,4,41,0,43,..,88,9,102,3,108,..,1748,170,1912,19,1931,..,20,0,20,256,273,4616,1765,170,1933,270,6820,4881,..,..,..,..,4881,..,7,4,16,0,16,..,51,7,62,0,62,..,0,0,0,0,0,..,120,7,129,0,129,..,761,76,840,3,849,..,16,4,21,0,21,..,897,90,989,3,992,..,5,0,5,0,5,..,25,0,30,0,30,..,42,0,42,0,42,..,77,14,91,0,96,..,23,0,26,0,26,..,9,0,9,0,9,..,41,0,40,0,40,..,76,0,80,0,80,..,38,0,42,0,42,..,27,0,27,0,32,..,12,0,12,0,18,..,13,0,13
POA7007,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,10,0,10,0,10,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,4,0,4,..,15,5,21,0,21,..,271,31,297,3,301,..,7,0,6,51,59,1336,277,29,306,49,1692,1319,..,..,..,..,1319,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,19,5,24,0,24,..,92,10,109,3,109,..,0,0,0,0,0,..,118,14,131,3,130,..,0,0,0,0,0,..,7,0,7,0,7,..,8,0,8,0,8,..,11,0,11,0,11,..,13,0,13,0,13,..,0,0,0,0,0,..,6,0,6,0,6,..,5,0,12,0,12,..,5,0,5,0,5,..,9,3,13,0,13,..,5,0,10,0,10,..,0,0,0
POA7008,0,7,0,7,..,13,0,11,0,11,..,8,0,8,0,8,..,3,0,3,0,3,..,32,0,28,0,28,..,31,0,31,0,31,..,11,0,11,0,11,..,5,0,5,0,5,..,9,0,3,0,3,..,27,0,25,0,31,..,96,25,113,6,122,..,1153,114,1268,16,1281,..,20,5,32,225,255,4884,1177,119,1290,246,6417,5232,..,..,..,..,5232,..,5,0,5,0,5,..,20,5,25,0,25,..,0,0,0,0,0,..,50,3,58,0,58,..,208,24,227,0,227,..,3,0,3,0,3,..,254,32,289,0,289,..,9,0,9,0,9,..,15,0,15,0,16,..,31,0,31,0,31,..,35,14,51,0,51,..,9,0,6,0,6,..,13,4,15,0,15,..,59,0,70,0,70,..,182,15,201,0,196,..,76,8,80,0,81,..,20,0,16,0,16,..,21,4,29,0,29,..,10,0,10
POA7009,0,9,0,9,..,8,0,7,4,4,..,30,0,29,0,29,..,4,0,4,0,4,..,50,0,52,4,55,..,32,0,29,0,29,..,22,4,25,0,25,..,9,0,9,0,9,..,0,0,0,0,0,..,73,14,87,0,84,..,192,39,236,7,242,..,1654,192,1844,23,1870,..,25,5,34,304,337,4722,1681,196,1884,322,6931,4980,..,..,..,..,4980,..,3,0,3,0,3,..,34,3,38,0,38,..,3,0,3,0,3,..,21,7,29,0,29,..,165,23,192,0,192,..,3,0,3,0,3,..,192,31,219,0,219,..,24,6,30,0,30,..,14,0,14,0,16,..,21,0,21,0,21,..,41,8,47,0,47,..,22,0,20,0,20,..,41,0,41,0,40,..,70,5,73,0,73,..,325,52,380,3,387,..,104,15,117,3,121,..,23,0,22,0,27,..,46,6,58,4,55,..,6,0,6
POA7010,0,20,0,20,..,8,0,8,0,8,..,23,0,22,0,22,..,8,0,8,0,8,..,54,0,61,0,61,..,38,3,42,0,42,..,19,0,27,3,28,..,3,0,4,0,7,..,0,0,0,0,0,..,68,16,81,0,82,..,225,53,282,8,286,..,1948,198,2147,32,2174,..,35,13,46,431,480,6356,1982,208,2196,460,9005,6823,..,..,..,..,6823,..,0,0,0,0,0,..,42,16,61,4,64,..,8,0,8,0,8,..,16,11,32,0,32,..,119,13,125,5,130,..,5,0,5,0,5,..,141,21,166,5,172,..,6,0,9,0,9,..,19,0,19,0,19,..,14,0,14,0,14,..,30,12,39,0,41,..,30,3,29,0,29,..,47,0,45,0,48,..,61,5,60,0,62,..,518,86,599,3,610,..,159,9,169,0,173,..,35,0,36,0,36,..,60,10,67,0,67,..,5,0,5
POA7011,0,13,0,13,..,3,0,3,0,3,..,12,0,12,0,13,..,3,0,3,0,3,..,37,0,37,4,35,..,22,0,23,0,23,..,5,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,18,4,14,0,19,..,96,26,125,8,133,..,746,80,828,20,846,..,22,0,22,344,364,6499,766,80,844,368,7711,6857,..,..,..,..,6857,..,0,0,0,0,0,..,8,7,14,0,14,..,0,0,0,0,0,..,21,4,28,0,28,..,46,4,55,0,51,..,0,0,0,0,0,..,64,11,76,0,75,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,18,0,21,0,21,..,22,0,22,0,22,..,18,3,20,0,20,..,31,0,30,0,30,..,99,20,118,0,114,..,65,4,69,0,69,..,28,5,34,3,39,..,26,0,26,0,26,..,0,0,0
POA7012,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,5,0,5,..,0,0,0,9,9,402,7,0,5,9,425,384,..,..,..,..,384,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA7015,0,12,0,12,..,10,0,8,0,8,..,9,0,9,0,9,..,4,0,4,0,4,..,30,0,31,0,31,..,21,0,21,0,21,..,6,0,6,0,6,..,5,0,5,0,5,..,6,0,6,0,6,..,12,0,11,0,11,..,40,0,45,7,43,..,516,42,560,6,568,..,19,0,19,140,156,4594,527,42,575,146,5314,5227,..,..,..,..,5227,..,8,0,8,0,8,..,4,0,3,0,3,..,0,0,0,0,0,..,18,3,21,0,26,..,106,13,114,0,114,..,0,0,3,0,3,..,129,15,142,0,143,..,0,0,0,0,0,..,11,0,11,0,11,..,18,0,18,0,18,..,18,0,18,0,18,..,6,0,6,0,6,..,6,0,6,0,6,..,16,0,14,0,14,..,70,7,77,0,77,..,21,0,21,0,21,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0
POA7016,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,10,3,12,0,12,..,57,3,63,0,63,..,5,4,6,600,604,1149,64,3,68,597,1818,1181,..,..,..,..,1181,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,7,0,7,..,0,0,0,0,0,..,6,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0
POA7017,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,19,3,22,0,24,..,136,13,156,3,157,..,4,0,8,75,83,2904,143,17,158,79,3143,2906,..,..,..,..,2906,..,8,0,8,0,8,..,4,0,7,0,7,..,4,0,4,0,4,..,3,0,4,0,4,..,21,0,18,0,21,..,0,0,0,0,0,..,19,3,24,0,24,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,10,0,13,0,12,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,7,0,7,..,3,0,6,0,6,..,8,0,8,0,8,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0
POA7018,0,4,0,4,..,0,0,0,0,0,..,8,0,8,0,8,..,4,0,9,0,9,..,18,0,23,0,23,..,33,3,32,0,32,..,6,0,6,0,6,..,15,0,15,0,15,..,0,0,0,0,0,..,37,5,46,0,46,..,97,16,110,5,114,..,1159,105,1268,12,1278,..,35,3,36,421,458,9519,1195,108,1309,437,11260,10389,..,..,..,..,10389,..,15,0,13,0,13,..,12,0,12,0,12,..,7,0,7,0,7,..,36,16,49,0,52,..,244,42,285,9,289,..,0,0,0,0,0,..,280,55,336,6,340,..,14,0,16,0,16,..,11,4,17,0,17,..,33,0,33,0,33,..,87,5,100,0,100,..,13,3,15,0,15,..,13,0,13,0,10,..,18,0,24,0,24,..,164,14,175,0,177,..,87,9,93,0,93,..,29,3,31,0,32,..,23,3,23,0,23,..,0,0,0
POA7019,0,3,0,3,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,16,0,16,0,16,..,10,0,10,0,8,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,14,3,15,0,17,..,22,5,25,0,31,..,327,45,371,9,380,..,10,4,16,200,219,3031,342,49,387,207,3635,3487,..,..,..,..,3487,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,10,0,10,..,17,0,19,0,19,..,48,4,52,0,49,..,0,0,0,0,0,..,65,5,72,0,74,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,8,0,8,0,8,..,11,0,11,0,11,..,48,16,61,0,61,..,25,0,27,0,27,..,20,4,25,0,25,..,14,0,14,0,14,..,0,0,0
POA7020,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,26,0,24,0,24,..,0,0,0,33,30,1286,23,0,28,33,1343,1247,..,..,..,..,1247,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA7021,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,30,0,29,0,29,..,3,0,3,36,38,1200,35,0,35,36,1271,1254,..,..,..,..,1254,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA7022,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,4,6,0,8,..,0,0,0,30,30,434,3,4,6,30,468,457,..,..,..,..,457,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA7023,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,9,0,9,..,0,0,0,9,11,183,4,0,4,9,191,175,..,..,..,..,175,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA7024,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,13,13,287,0,0,0,13,299,283,..,..,..,..,283,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA7025,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,24,0,26,0,26,..,0,0,0,45,45,823,24,0,26,45,893,862,..,..,..,..,862,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA7026,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,26,0,26,0,26,..,0,0,0,60,60,516,26,0,26,60,598,479,..,..,..,..,479,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,5,0,5,..,0,0,0,0,0,..,9,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
