POA_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
POA6026,1230,1296,457,126,543,563,94,192,1268,115,1212,9077,590,14519,62,49,16,3,27,37,4,9,36,4,37,370,19,582,541,247,189,64,219,234,22,89,301,41,355,2060,120,3698,67,33,29,10,17,28,0,11,39,14,48,440,31,684,65,14,15,10,44,30,0,0,22,3,41,202,15,369,4,8,7,0,10,8,0,0,7,0,8,136,0,174,39,28,12,3,33,26,0,9,16,4,44,339,9,492,13,4,4,0,8,9,0,0,3,0,18,198,7,258,20,14,14,0,34,22,4,10,11,0,16,152,12,251,17,25,9,0,9,0,0,0,24,0,13,125,9,219,70,62,31,0,29,44,5,9,77,4,87,687,14,1014,901,483,322,97,437,425,49,138,543,71,679,4720,230,7742,17,7,3,6,16,12,0,5,19,8,9,58,404,518,2148,1790,784,234,991,1012,145,333,1825,186,1901,13846,1219,22781,..,..,..,..
POA6027,1627,2033,542,119,734,693,134,288,2437,170,1942,15686,875,23875,102,103,43,3,44,44,11,24,87,7,117,815,38,1251,1038,585,363,84,457,465,56,195,657,112,777,4808,294,8274,133,73,48,14,57,83,10,25,89,17,124,996,49,1510,112,36,38,17,70,64,13,12,54,11,81,590,26,946,39,15,15,3,28,22,7,4,18,4,31,307,11,438,80,55,20,5,80,36,9,5,42,5,80,812,21,1138,12,6,0,0,12,5,4,0,7,0,26,345,10,424,39,14,12,4,47,33,6,10,20,7,37,453,19,608,32,32,21,8,21,16,6,6,38,6,50,384,15,552,157,140,78,16,79,69,9,20,152,8,156,1440,60,2144,1734,1067,642,162,897,830,130,301,1167,188,1477,10939,538,17285,39,8,3,9,13,11,0,9,21,10,17,90,1494,1669,3398,3112,1189,284,1643,1537,263,596,3632,361,3434,26719,2904,42828,..,..,..,..
POA6028,607,960,214,42,285,225,57,95,922,49,843,7839,466,11402,49,43,15,3,16,19,0,5,34,3,32,399,39,593,609,361,237,36,265,228,41,93,434,48,451,3787,247,6009,59,34,30,4,24,28,8,10,31,6,52,403,25,633,32,14,19,4,22,24,3,3,16,0,28,250,14,387,21,18,6,0,22,10,0,0,13,0,20,161,10,261,43,30,16,7,46,29,0,0,22,3,46,509,20,717,9,8,0,0,16,3,0,0,10,0,12,210,0,266,33,10,6,0,40,21,5,0,4,6,25,175,7,284,12,17,10,0,15,5,3,3,18,0,18,246,4,325,113,101,55,0,65,60,12,9,112,11,162,1482,43,2058,979,629,401,58,522,425,71,132,689,83,854,7624,417,11531,4,6,0,0,4,0,0,0,0,0,0,45,562,625,1590,1597,615,99,815,654,129,234,1619,134,1699,15517,1439,23559,..,..,..,..
POA6029,139,144,76,15,37,71,13,35,128,21,140,1473,72,2131,9,3,0,0,6,3,0,0,3,0,0,32,3,50,35,16,15,0,8,11,0,3,13,3,19,141,4,227,3,3,0,0,0,4,0,0,3,0,15,60,0,79,0,0,6,3,3,3,0,0,0,0,5,44,0,62,0,4,0,0,0,0,0,0,0,0,0,4,0,11,3,0,0,0,3,0,0,0,5,0,9,25,0,39,0,0,0,0,0,0,0,0,0,0,0,6,4,15,0,0,0,0,0,0,0,0,0,0,0,3,0,9,7,5,0,0,0,0,0,0,4,0,4,36,0,55,4,0,4,0,0,4,0,0,0,0,3,59,0,80,59,33,23,4,25,30,0,4,30,7,57,407,20,626,0,0,0,0,0,0,0,0,0,0,0,6,91,97,202,174,99,22,67,100,14,43,156,30,198,1886,181,2855,..,..,..,..
POA6030,1480,2125,531,133,816,680,175,324,2430,165,1873,13500,902,21463,125,142,49,10,89,55,10,35,137,20,113,1027,71,1628,995,575,333,111,501,439,80,188,739,88,746,4767,309,8119,107,64,52,11,43,64,12,20,84,9,87,580,34,943,91,29,31,12,56,60,9,15,50,12,70,451,25,743,26,19,7,0,23,15,0,10,14,5,27,312,17,412,52,57,17,8,89,35,6,11,49,10,105,974,34,1312,6,9,3,0,16,7,0,0,9,0,17,272,9,324,42,31,11,4,49,13,0,0,25,10,39,527,11,686,47,36,24,3,24,12,5,6,47,0,47,287,11,479,121,146,49,3,112,61,17,18,165,11,180,1904,66,2634,1623,1096,583,169,997,761,147,307,1300,163,1428,11093,596,17290,32,17,13,8,10,19,9,16,25,4,19,149,1839,2084,3134,3237,1125,307,1821,1459,334,645,3754,335,3319,24738,3331,40841,..,..,..,..
POA6031,421,1022,125,12,247,156,43,92,1071,31,747,6985,422,10230,35,64,19,4,40,30,13,13,33,5,43,497,27,722,289,222,94,14,159,115,28,58,309,24,250,2006,140,3217,29,13,8,4,17,17,0,5,27,0,29,247,3,360,20,12,5,0,25,12,3,3,14,0,22,158,8,235,12,9,5,0,19,13,0,4,6,3,18,208,22,285,30,40,6,0,57,16,10,0,15,8,50,690,25,886,0,7,0,0,9,5,0,0,7,0,6,93,0,114,20,15,6,0,49,16,3,0,12,4,21,419,18,544,8,6,6,0,8,3,0,0,7,0,19,109,5,149,31,65,18,0,40,20,5,6,57,3,81,981,29,1274,470,448,173,22,415,241,63,84,484,54,535,5402,274,7781,9,3,3,3,0,3,0,0,10,0,6,48,553,636,903,1467,298,38,665,398,100,184,1572,82,1289,12438,1240,18645,..,..,..,..
POA6032,11,10,0,0,4,3,0,0,7,0,7,78,3,112,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,0,0,0,0,0,0,0,5,0,0,17,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,5,0,0,40,4,57,0,0,0,0,0,0,0,0,0,0,0,3,14,22,19,12,0,0,0,3,0,0,12,0,4,125,22,189,..,..,..,..
POA6033,12,17,4,0,7,12,0,3,23,0,9,180,9,258,0,0,0,0,0,0,0,0,0,0,0,7,0,7,10,0,0,0,5,0,0,3,3,0,5,33,3,50,5,0,0,0,0,0,0,0,0,0,0,9,3,14,4,0,0,0,0,0,0,0,0,0,4,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,16,3,0,0,3,3,0,3,5,4,8,83,6,129,0,0,0,0,0,0,0,4,0,0,5,19,33,58,36,24,3,0,18,18,3,6,28,4,19,284,43,444,..,..,..,..
POA6034,75,217,17,0,31,24,7,16,214,12,135,1409,66,2012,18,26,6,0,8,9,0,9,11,0,13,146,4,214,46,55,15,0,19,19,0,11,68,0,41,467,25,694,0,3,0,0,0,0,0,0,4,0,6,42,0,59,0,0,0,0,3,0,0,0,0,0,0,21,0,20,0,3,0,0,0,4,0,0,0,0,0,21,0,25,5,7,0,0,5,4,0,0,0,0,11,71,5,98,0,0,0,0,0,0,0,0,0,0,0,14,0,14,3,0,0,0,8,3,0,0,0,0,0,27,0,33,0,3,0,0,3,0,0,0,3,0,0,45,3,55,11,27,7,0,9,3,0,4,21,3,21,215,0,293,87,129,31,0,55,38,6,26,109,7,97,1050,44,1501,0,0,0,0,0,0,0,0,0,0,0,4,181,191,162,343,46,0,87,57,17,42,324,16,226,2468,290,3705,..,..,..,..
POA6035,375,615,132,56,200,174,37,111,708,42,529,4067,277,6281,43,48,16,5,25,18,3,7,50,4,50,373,24,588,270,159,93,44,134,127,26,69,264,30,232,1265,88,2256,25,12,17,6,12,18,6,5,16,4,32,122,9,213,16,3,6,3,9,11,0,9,15,0,12,65,4,116,3,6,0,0,3,4,0,0,6,0,4,20,3,36,7,0,0,3,5,4,4,0,3,0,9,135,3,168,3,0,0,0,3,0,0,0,0,0,4,49,0,57,6,0,0,0,7,3,0,0,0,4,11,38,0,67,10,5,0,0,7,13,0,0,16,0,22,69,0,116,29,35,20,3,23,18,0,3,41,0,33,367,14,526,411,271,153,65,229,213,42,100,418,47,398,2508,149,4149,10,6,0,0,0,5,0,4,3,0,4,44,530,594,797,893,291,121,430,394,78,212,1131,88,932,6619,957,11022,..,..,..,..
POA6036,437,903,124,13,222,138,30,89,1019,44,697,5781,402,8774,55,78,15,0,30,20,5,7,50,9,56,636,26,894,384,297,113,9,180,157,23,73,382,30,294,2456,170,3977,36,27,11,0,20,15,8,11,32,4,35,217,3,341,18,5,14,0,18,19,5,4,20,0,22,133,10,220,14,8,4,0,16,14,0,0,10,0,21,158,19,232,14,19,7,4,29,16,0,0,12,3,22,386,23,501,6,0,0,0,4,0,0,0,3,0,13,78,4,104,10,12,0,0,16,5,0,0,5,0,16,216,7,271,12,11,8,0,3,8,0,0,11,0,17,126,9,188,60,55,24,0,42,16,5,5,87,3,95,959,29,1276,612,510,196,21,362,266,53,102,618,49,590,5364,304,7999,10,9,0,0,14,0,0,0,11,3,5,55,646,740,1055,1425,322,39,591,404,77,196,1644,95,1290,11202,1353,17514,..,..,..,..
POA6037,180,226,70,6,80,69,15,41,235,15,150,1593,99,2432,12,21,6,0,9,14,4,8,14,0,9,104,13,176,92,46,34,9,38,39,14,23,49,16,62,300,19,574,11,3,6,0,8,6,0,0,0,0,3,49,6,78,9,4,0,0,0,4,0,0,11,0,5,20,0,38,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,6,38,0,47,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,3,0,3,13,0,27,6,8,5,0,3,5,0,6,7,0,10,83,0,115,136,88,50,9,70,64,19,36,85,20,98,622,48,1079,4,0,0,0,0,3,0,0,7,0,4,31,269,314,319,309,124,13,154,130,40,86,323,32,250,2242,419,3822,..,..,..,..
POA6038,186,477,59,16,123,69,25,36,505,9,356,3595,177,5107,32,48,8,3,30,20,3,3,54,3,40,322,16,493,157,195,43,13,73,53,13,31,225,15,175,1481,82,2259,16,13,0,5,0,6,4,0,24,0,21,128,8,193,9,10,6,3,9,10,0,0,13,0,16,74,5,114,5,0,0,0,6,0,0,0,0,0,3,82,5,100,11,13,5,0,21,8,0,0,12,0,14,253,19,330,0,0,0,0,0,0,0,0,0,0,8,88,4,102,4,7,0,0,5,0,0,0,0,0,10,169,6,198,9,5,3,0,3,0,0,0,12,0,14,108,0,136,29,50,9,0,27,20,3,7,47,3,47,551,27,772,260,336,81,30,175,105,23,44,387,27,348,3265,166,4703,0,0,0,0,0,0,0,0,4,0,0,11,371,391,443,822,142,46,294,174,50,81,897,34,700,6876,715,10203,..,..,..,..
POA6041,122,99,44,3,54,67,3,32,96,19,78,600,35,1017,4,3,6,0,3,0,0,0,5,0,7,37,5,67,50,22,9,8,23,20,5,14,20,7,24,129,5,241,5,5,4,0,3,6,3,3,0,0,3,32,0,43,6,0,3,0,0,12,5,0,0,5,0,12,0,24,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,14,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,0,0,4,0,0,0,4,0,0,5,0,11,0,0,4,0,0,0,0,0,0,0,0,14,0,17,71,30,20,3,35,39,8,20,33,9,41,243,18,441,7,5,0,4,0,3,0,0,4,4,0,13,106,131,199,133,67,10,94,108,17,55,142,26,122,866,155,1597,..,..,..,..
POA6042,13,10,7,0,5,9,0,0,5,4,4,38,0,66,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,0,5,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,23,23,15,10,7,0,7,11,0,0,6,4,5,48,24,107,..,..,..,..
POA6043,27,11,12,3,0,17,0,6,9,0,13,96,7,170,0,0,3,0,0,0,0,0,0,0,0,6,0,14,7,0,0,0,4,3,0,0,0,0,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,0,4,4,0,5,0,0,0,21,0,37,0,0,0,0,0,0,0,0,0,0,0,5,15,26,29,16,18,3,6,20,0,9,9,4,15,120,28,233,..,..,..,..
POA6044,107,73,28,0,43,55,4,38,76,11,55,474,37,833,11,0,5,0,0,5,0,0,4,0,4,47,9,71,21,5,8,0,3,8,0,0,12,3,6,48,3,104,10,0,5,0,0,8,0,0,0,0,4,14,0,33,0,0,0,0,6,3,4,0,0,0,4,14,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,30,0,0,0,0,0,0,0,0,0,0,0,42,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,4,0,0,0,0,0,0,0,0,0,8,0,11,42,18,19,5,17,24,3,4,11,11,16,220,13,343,6,0,4,0,5,3,0,0,0,0,0,18,92,124,157,91,48,3,59,86,10,41,91,18,70,717,144,1300,..,..,..,..
POA6050,713,830,293,103,286,381,82,152,1152,80,1001,6541,352,10363,27,31,14,0,10,12,0,4,42,0,24,187,12,318,148,99,70,33,55,79,10,35,116,9,144,780,43,1357,27,22,7,7,13,19,6,6,30,4,48,225,7,358,117,26,45,28,76,70,14,16,40,21,68,307,21,615,12,3,0,0,7,3,0,0,3,0,3,82,5,119,39,30,19,8,27,22,12,7,41,3,57,426,22,638,6,7,7,0,6,5,3,0,15,0,19,237,5,287,16,11,9,4,13,15,0,3,12,0,20,268,10,346,19,20,3,0,6,11,0,3,25,0,24,204,6,287,19,27,12,4,10,12,0,8,37,0,25,280,6,408,428,287,193,82,213,254,48,83,354,47,431,3004,135,4733,15,3,3,3,6,10,0,3,3,0,9,27,614,678,1163,1113,485,181,501,637,128,240,1512,126,1442,9568,1102,15770,..,..,..,..
POA6051,416,743,182,23,201,194,43,84,1172,44,691,4544,239,7426,18,25,13,0,7,8,5,4,42,0,28,185,10,307,118,99,34,3,55,44,17,36,132,9,116,533,24,976,36,20,10,3,9,14,0,4,32,6,38,249,6,376,69,23,9,3,36,35,8,12,29,3,34,280,14,441,10,4,0,0,9,0,0,4,8,0,10,119,0,151,31,40,13,6,36,9,4,9,41,4,62,555,14,762,3,10,3,0,3,0,0,0,9,0,15,315,11,379,26,14,4,4,43,29,5,5,14,3,25,719,16,851,16,16,0,0,12,8,0,0,27,0,21,259,4,339,14,38,10,0,12,13,0,6,37,3,27,321,8,436,327,297,97,17,224,159,39,71,380,35,380,3524,108,5014,7,3,0,0,5,7,3,4,0,3,3,38,688,756,755,1048,285,43,429,363,90,159,1560,84,1072,8106,1036,13199,..,..,..,..
POA6052,436,727,191,44,208,213,36,86,852,43,600,5046,240,7709,22,14,8,0,11,8,0,3,23,0,5,135,6,214,103,62,37,14,35,43,8,19,70,9,81,461,21,795,29,22,10,10,9,12,3,6,13,3,21,186,10,279,80,18,28,14,49,43,12,11,38,9,43,232,13,444,4,6,5,0,17,3,0,3,6,0,6,90,8,124,38,30,11,3,56,17,6,5,42,4,42,404,9,595,4,3,4,0,6,8,0,0,9,3,14,203,0,247,34,11,5,5,18,16,5,3,14,4,22,234,3,316,7,11,10,0,4,3,0,0,19,0,15,135,9,193,25,14,10,3,9,14,0,0,18,0,17,151,0,225,343,197,119,55,206,161,34,55,255,36,266,2227,80,3434,14,3,7,0,3,3,0,0,8,3,4,34,342,409,789,927,315,96,414,382,73,143,1120,75,873,7307,661,11555,..,..,..,..
POA6053,706,911,278,93,323,313,65,159,1073,61,857,6321,357,9913,38,32,18,5,13,18,3,8,37,6,29,271,12,429,181,95,66,28,62,71,20,42,140,22,142,601,33,1198,48,25,14,11,28,32,3,12,33,7,39,274,8,427,73,22,31,28,56,64,13,20,45,14,68,216,19,473,5,5,0,0,10,0,0,0,9,0,15,67,8,112,43,31,19,7,63,22,9,12,32,8,65,516,18,724,7,11,4,0,14,6,0,3,9,0,15,258,4,308,34,18,5,8,38,31,3,4,12,3,26,427,13,555,18,18,0,0,3,5,0,0,12,0,13,174,5,228,14,17,13,0,13,9,0,6,27,0,23,219,8,314,456,271,180,88,289,259,48,95,353,66,431,3022,132,4768,25,9,4,6,13,10,3,5,4,0,3,34,512,600,1188,1188,460,191,627,584,121,262,1431,129,1291,9381,1000,15288,..,..,..,..
POA6054,1100,1434,394,92,588,525,134,316,1744,118,1296,8307,556,13887,69,54,28,0,41,36,10,27,46,6,43,352,26,605,242,135,81,22,121,124,20,80,207,25,166,731,70,1508,46,31,24,7,30,33,6,10,42,9,30,248,14,423,118,19,41,21,78,58,17,30,41,19,77,337,30,680,16,8,0,0,14,3,6,0,12,3,19,90,3,138,67,54,18,15,86,33,4,8,38,12,90,836,39,1176,6,6,3,0,11,0,0,0,13,0,20,249,0,304,46,23,13,0,56,25,6,10,25,10,35,418,19,601,19,13,7,0,6,14,0,0,16,0,23,120,4,190,18,20,7,0,28,12,4,9,30,0,44,240,9,379,663,373,230,62,469,332,75,174,478,90,539,3621,223,6002,25,17,10,0,15,15,8,8,18,0,16,56,1012,1141,1789,1822,638,157,1080,875,219,499,2239,205,1850,11986,1789,21029,..,..,..,..
POA6055,954,1673,311,76,566,360,114,191,1762,84,1272,13022,860,19061,61,100,23,3,39,39,11,21,80,10,78,745,61,1135,250,148,90,23,138,106,21,60,195,18,183,1006,70,1844,30,21,15,6,24,20,5,8,27,7,28,270,11,393,51,16,20,16,37,38,14,7,42,13,48,316,19,527,16,18,3,0,24,7,9,0,16,4,23,318,13,409,65,112,43,4,128,21,5,9,47,15,150,2031,56,2560,3,6,0,0,11,0,0,0,4,0,10,272,11,321,60,58,13,3,138,36,3,12,37,0,99,2641,80,3095,20,12,12,0,10,3,0,3,25,0,28,190,15,287,36,67,21,0,66,24,8,9,55,0,78,1235,45,1564,590,561,245,48,615,287,74,127,526,67,723,9023,389,12133,16,10,6,4,13,8,0,3,9,0,9,82,990,1122,1560,2237,563,127,1195,660,188,321,2296,153,2009,22129,2237,32320,..,..,..,..
POA6056,2393,2859,831,167,1435,1090,240,559,3532,263,2611,16559,1195,28084,143,152,46,6,101,73,9,42,138,12,117,913,60,1537,595,288,195,76,314,309,57,174,354,69,378,1337,113,3066,97,42,37,19,63,67,4,25,49,16,75,375,17,714,248,52,53,53,166,120,30,35,90,34,115,488,37,1075,11,10,4,0,10,9,4,0,7,0,11,110,3,151,66,77,20,6,105,35,11,9,41,5,122,1363,65,1805,3,8,5,0,8,0,0,0,10,0,21,237,3,286,42,23,18,5,90,32,5,14,20,0,47,715,17,930,28,28,12,3,21,3,3,5,39,0,47,168,4,294,47,49,19,5,40,26,6,8,47,3,58,523,21,767,1280,732,410,176,922,668,142,304,803,154,994,6234,345,10631,58,22,17,22,39,37,7,14,32,12,20,141,2158,2452,3730,3617,1254,365,2396,1803,392,879,4367,437,3624,22932,3702,41172,..,..,..,..
