SA2_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
216031593,1061,4,0,35,0,1105,1398,10,0,4,0,1421,216,3,0,0,0,218,11,0,0,0,0,11,5,0,0,9,0,15,83,0,0,0,0,84,10,0,0,8,0,16,7,0,0,0,0,7,327,0,0,8,0,344,24,0,0,53,0,74,51,0,0,4,0,54,2866,17,0,102,5,2993
216031594,1706,138,5,38,6,1891,1535,43,5,4,7,1585,916,254,5,5,0,1181,188,83,0,0,0,273,53,31,0,0,0,90,408,44,0,4,0,449,116,31,0,4,0,153,28,8,0,0,0,37,1711,448,8,14,0,2181,136,20,0,23,0,181,133,30,0,0,0,163,5221,677,13,78,10,6000
217011420,1857,7,6,22,3,1892,1053,6,0,4,0,1059,106,9,19,3,0,130,17,3,3,0,0,24,9,5,3,0,0,16,192,0,0,0,0,195,43,0,6,14,0,56,8,0,0,0,0,10,378,15,26,16,0,442,129,0,7,0,0,136,62,3,0,6,0,71,3476,35,36,41,11,3596
217011421,1744,47,13,4,0,1812,1331,16,3,0,0,1357,376,96,54,0,0,519,121,13,15,0,0,151,11,22,0,0,0,33,223,22,0,0,3,249,23,9,0,15,0,46,9,11,0,0,0,16,760,172,72,15,3,1019,59,17,0,0,3,79,65,6,0,0,0,77,3957,265,90,16,10,4338
217011422,1777,92,12,16,0,1895,1383,29,3,4,4,1422,425,136,26,6,0,590,135,76,3,0,0,214,12,6,0,0,0,18,230,37,3,3,0,273,20,12,3,6,0,39,4,4,0,0,0,11,821,269,35,14,0,1139,52,3,0,0,0,58,68,11,0,0,0,82,4105,398,55,34,7,4596
217011423,1323,9,0,11,0,1348,619,3,0,0,0,626,68,0,0,0,0,70,6,15,0,0,0,17,7,0,0,0,0,7,171,0,0,0,0,178,51,4,0,0,0,59,4,4,0,0,0,7,313,21,0,9,0,339,170,0,0,0,0,172,43,0,0,0,0,43,2469,41,0,17,4,2528
217031471,691,16,0,0,0,710,412,3,0,0,0,418,108,36,0,0,0,146,21,21,0,0,0,40,3,0,0,0,0,3,72,7,0,0,0,86,9,0,0,0,0,9,6,0,0,0,0,4,222,66,3,0,0,294,15,0,0,0,0,15,26,9,0,0,0,33,1368,91,0,0,0,1462
217031472,1893,129,0,10,0,2039,1558,29,0,7,3,1591,513,183,0,6,0,697,148,69,3,0,0,224,26,21,0,0,0,43,233,34,0,0,0,269,21,14,0,29,0,72,9,9,0,0,0,17,950,328,3,34,3,1323,38,24,0,3,0,66,78,32,0,3,0,110,4516,549,0,56,8,5127
217031473,974,0,0,0,0,981,763,6,0,0,4,771,103,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,120,30,0,0,0,0,30,0,0,0,0,0,0,257,0,0,0,3,258,74,0,0,0,0,74,41,0,0,0,0,41,2109,5,0,3,0,2124
217031474,997,16,0,3,4,1025,614,5,0,4,0,626,112,15,0,0,0,131,11,20,0,0,0,35,0,0,0,0,0,4,142,9,4,0,0,159,47,3,0,0,0,53,4,0,0,0,0,0,319,46,7,3,3,379,111,0,0,0,0,111,50,3,0,0,0,55,2093,78,9,11,8,2196
217031475,1158,12,0,4,3,1179,787,9,0,4,0,794,146,19,0,0,0,165,9,17,0,0,0,26,0,0,0,0,0,0,180,15,0,4,0,190,69,0,0,0,3,71,3,0,0,0,0,3,402,51,0,5,3,457,183,0,0,0,0,187,52,0,0,3,0,55,2575,76,0,11,6,2666
217031476,772,20,7,4,0,800,390,10,0,4,4,416,103,40,9,0,0,147,4,0,0,0,0,4,0,4,5,0,0,10,93,8,5,0,3,103,22,5,0,0,4,42,0,0,0,0,0,0,222,59,21,0,3,313,34,0,0,6,3,40,32,0,0,0,0,36,1451,84,36,23,12,1602
217041477,1083,0,0,9,4,1098,825,0,0,0,0,829,116,0,0,0,0,117,4,0,0,0,0,0,3,3,0,0,0,13,185,0,0,0,0,183,83,0,0,0,0,82,3,0,0,0,0,6,394,9,0,0,0,403,167,0,0,0,0,168,47,0,0,0,0,48,2517,17,0,11,7,2544
217041478,1678,47,3,3,9,1743,1221,17,0,0,0,1242,223,42,3,0,0,271,23,25,0,0,0,46,0,0,0,0,0,0,186,19,3,4,5,213,40,0,0,7,0,47,0,0,0,0,0,5,478,87,3,9,6,579,124,0,0,0,0,125,83,6,0,0,0,83,3578,159,4,15,9,3768
217041479,2988,200,18,0,3,3211,2841,102,15,0,0,2963,1018,336,36,0,0,1396,299,58,30,0,0,385,35,12,22,0,0,65,332,80,9,0,0,422,26,8,17,0,0,49,11,5,3,0,0,14,1728,488,111,0,0,2332,54,36,4,0,0,91,100,21,7,0,0,121,7704,844,156,0,8,8713
217041480,1694,191,51,45,6,1984,1399,95,48,20,3,1560,524,250,187,24,3,986,73,64,45,0,0,182,16,24,23,0,0,60,214,55,45,3,4,322,23,16,5,9,0,51,3,0,4,0,0,11,854,401,317,35,6,1609,73,43,46,3,0,164,47,14,10,0,0,79,4072,740,468,107,16,5396
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301011001,1599,49,8,0,0,1657,2757,42,9,0,0,2808,596,55,48,0,3,702,171,61,8,0,0,241,16,28,5,0,0,51,251,4,14,0,4,269,9,0,0,0,0,8,4,4,0,0,0,8,1041,144,86,0,5,1279,40,29,3,0,0,74,55,7,3,0,0,65,5497,275,112,0,5,5881
301011002,949,9,3,0,0,954,1000,46,0,0,0,1051,180,39,0,0,0,218,3,20,0,0,0,25,0,0,0,0,0,0,56,11,0,0,0,75,10,19,0,0,0,23,0,0,0,0,0,0,251,84,4,0,0,339,23,0,5,0,0,29,20,0,0,0,0,23,2241,148,12,4,4,2399
301011003,1672,226,51,0,0,1946,2144,92,45,0,5,2289,538,75,45,0,0,659,50,36,43,0,4,130,3,16,13,0,0,30,136,14,10,0,0,163,13,8,9,0,0,28,0,0,3,0,0,0,744,141,117,0,8,1012,26,100,27,0,0,152,47,12,7,0,0,70,4632,577,248,0,13,5465
301011004,1720,274,24,44,3,2063,2546,298,24,0,0,2874,646,350,46,0,0,1046,79,192,34,0,0,304,13,24,3,0,0,39,187,87,8,4,0,290,9,37,15,19,0,78,3,3,0,0,0,13,942,694,110,22,0,1772,35,10,7,0,0,44,45,18,0,4,0,72,5286,1293,169,75,6,6828
301011005,378,121,5,38,0,532,427,160,0,0,0,585,135,146,17,0,0,295,21,13,0,0,0,39,0,0,0,0,0,4,38,43,0,0,0,86,8,34,0,0,0,40,0,0,0,0,0,5,203,241,20,0,0,465,10,3,0,0,0,17,14,4,0,0,0,18,1029,528,20,42,0,1620
301011006,1392,59,50,0,0,1496,1691,47,38,0,0,1772,430,114,50,0,0,598,31,21,24,0,0,75,9,11,0,0,0,16,109,22,24,0,3,155,10,10,4,0,0,23,4,0,0,0,0,4,583,175,103,0,0,867,18,0,0,0,0,16,20,0,4,0,0,23,3699,283,193,0,0,4174
301021007,1722,424,424,3,5,2567,1436,214,186,0,0,1835,583,272,268,0,0,1126,23,164,174,0,0,365,0,4,49,0,0,52,139,78,98,0,0,318,5,25,39,0,0,73,3,0,8,0,0,16,750,552,635,0,0,1939,28,100,17,0,0,150,41,27,17,0,0,89,3981,1313,1285,5,3,6589
301021008,715,219,11,0,0,947,737,89,23,0,0,844,249,78,15,0,0,342,4,0,0,0,0,5,0,0,0,0,0,0,62,38,14,0,0,107,6,7,7,0,0,20,0,0,0,0,0,0,322,124,34,0,0,483,17,54,18,0,0,86,17,8,4,0,0,30,1807,498,83,0,5,2390
301021009,1668,53,43,0,0,1765,2736,30,10,0,7,2775,918,69,12,0,0,1003,36,0,40,0,0,77,4,0,0,0,0,10,208,21,4,0,0,230,13,26,0,0,0,32,4,0,0,0,0,4,1185,113,60,0,0,1360,45,3,16,0,0,59,57,3,0,0,0,60,5692,202,122,0,8,6022
301021011,678,0,0,0,3,685,1600,0,6,0,0,1606,208,5,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,60,3,0,0,0,0,3,0,0,0,0,0,0,274,5,0,0,0,278,21,0,0,0,0,24,15,0,0,0,0,15,2593,4,11,0,4,2607
301021012,1503,53,16,5,0,1576,2886,92,10,0,0,2982,895,320,3,0,0,1213,37,3,0,0,0,38,9,34,0,0,0,45,140,52,0,0,0,198,15,134,3,0,0,154,3,4,0,0,0,7,1092,553,13,0,0,1660,61,30,31,0,0,123,53,11,0,0,0,71,5593,743,63,3,5,6408
301021013,1822,226,56,0,0,2107,1823,94,30,0,0,1947,612,83,51,0,0,743,54,0,15,0,0,70,0,21,10,0,0,36,205,22,7,0,0,240,13,42,0,0,0,60,0,5,0,0,0,11,889,176,92,0,0,1155,95,395,4,0,0,498,58,41,5,0,0,99,4690,925,184,0,0,5802
301021550,344,14,15,11,0,382,160,8,10,3,0,186,37,4,13,0,0,57,19,0,0,0,0,16,22,6,0,0,0,28,77,10,13,6,4,108,11,0,0,0,0,15,4,0,0,0,0,0,160,24,32,3,4,222,17,0,0,0,0,25,20,8,5,0,0,27,708,48,65,23,8,842
301021551,2062,0,0,8,11,2083,920,0,0,0,0,919,597,0,0,0,0,604,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,317,16,0,0,0,0,17,8,0,0,0,0,8,933,0,0,5,8,944,58,0,0,0,0,58,110,0,0,0,0,111,4080,0,5,20,18,4114
301031014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
301031015,799,88,64,85,3,1035,996,30,33,3,0,1069,378,48,118,7,0,552,12,28,30,0,0,68,3,0,3,0,0,8,83,12,24,5,0,123,0,15,0,8,0,32,0,5,3,0,0,8,477,103,178,23,0,780,20,77,0,0,0,97,22,14,4,0,0,36,2311,313,278,113,4,3016
301031016,1193,134,12,0,0,1339,1609,232,3,0,0,1850,420,221,3,0,0,651,65,65,0,0,0,128,9,7,0,0,0,16,85,42,0,0,0,122,14,39,5,0,0,50,3,0,0,0,0,3,591,374,5,0,0,975,32,54,7,0,0,85,34,17,4,0,0,50,3461,808,24,0,0,4303
301031017,317,31,13,0,0,357,595,126,44,0,0,760,253,109,84,0,0,452,42,3,33,0,0,81,6,0,0,0,0,6,57,15,6,0,0,75,4,7,0,0,0,13,0,0,0,0,0,0,358,134,129,3,0,619,7,0,0,0,0,11,12,3,0,0,0,20,1288,290,189,5,0,1769
301031018,891,74,3,0,0,975,1225,242,9,0,3,1479,390,156,43,0,0,593,28,9,6,0,0,47,3,0,0,0,0,4,107,39,4,0,0,159,15,40,0,0,0,47,0,0,3,0,0,3,546,244,63,0,0,848,21,0,0,0,0,20,25,0,0,0,0,25,2703,569,79,4,3,3352
301031019,593,50,0,0,0,640,1524,157,6,0,0,1684,364,153,0,0,0,522,0,8,0,0,0,10,0,4,0,0,0,5,40,30,0,0,0,68,5,28,0,0,0,29,0,0,0,0,0,0,408,218,0,0,0,628,8,7,0,0,0,14,11,3,0,0,0,17,2551,435,5,0,0,2994
301031020,1262,101,233,0,0,1597,1742,126,145,0,0,2014,725,254,321,0,0,1297,73,131,117,0,0,323,10,11,7,0,0,28,160,53,52,3,0,269,5,22,6,0,0,36,0,3,0,0,0,4,973,477,502,4,3,1962,26,11,10,0,0,46,36,8,7,0,0,55,4051,718,900,4,9,5673
301031021,1316,140,40,4,3,1503,2047,217,6,0,0,2273,841,249,57,0,5,1151,110,98,53,0,0,251,9,19,11,0,0,41,169,63,37,0,0,267,7,105,27,0,0,142,3,8,8,0,0,24,1139,544,186,0,6,1875,34,25,5,0,0,71,44,15,3,0,0,63,4579,946,248,4,11,5783
302011022,696,3,0,0,0,699,1262,11,0,0,0,1278,382,86,3,0,0,474,28,0,0,0,0,33,3,3,0,0,0,6,118,10,3,0,0,134,13,11,0,0,0,26,0,0,0,0,0,6,543,123,8,0,0,678,16,0,0,0,0,18,32,0,0,0,0,32,2545,138,9,0,0,2704
302011023,1237,89,3,0,0,1329,1444,81,5,0,0,1532,262,138,9,0,0,410,0,0,0,0,0,6,0,0,0,0,0,0,47,34,0,0,0,80,5,18,0,0,0,29,0,0,0,0,0,4,321,194,10,0,3,520,12,30,0,0,0,41,30,5,0,0,0,33,3039,400,20,0,3,3458
302011024,1031,180,21,0,0,1229,926,225,0,0,0,1156,364,386,4,0,0,756,4,0,0,0,0,3,0,16,0,0,0,17,64,69,3,0,0,136,23,113,0,0,0,134,0,9,0,0,0,12,460,596,9,0,0,1066,23,73,3,0,0,96,25,24,0,0,0,49,2459,1100,37,0,0,3593
302011025,853,137,39,0,0,1030,993,304,84,0,0,1384,481,413,295,0,4,1193,14,65,32,0,0,112,3,0,0,0,0,10,119,59,46,0,0,226,8,47,35,0,0,90,0,0,0,0,0,0,629,585,412,0,3,1628,19,0,3,0,0,23,28,11,5,0,0,43,2520,1040,543,0,9,4109
302011026,948,27,14,0,0,992,1013,61,17,0,0,1092,219,133,71,0,0,415,14,3,0,0,0,17,0,0,0,0,0,0,56,10,12,0,0,76,87,29,14,0,0,138,0,0,0,0,0,0,380,173,89,0,0,639,9,0,0,0,0,10,14,0,0,0,0,14,2351,263,130,0,0,2744
302021027,1422,393,0,6,0,1828,1482,199,4,0,0,1684,567,161,19,0,0,749,0,27,0,0,0,30,0,6,0,0,0,14,134,78,0,0,0,204,8,56,0,148,0,213,0,4,0,3,0,10,707,335,19,151,3,1213,31,220,0,0,0,251,35,40,0,10,4,89,3680,1190,21,172,5,5072
302021028,256,152,396,0,0,811,282,234,381,0,0,893,347,396,1671,0,5,2422,145,125,186,0,0,460,12,14,48,0,0,74,67,64,182,0,3,317,4,37,37,0,0,82,3,5,11,0,0,26,581,645,2140,0,6,3375,13,19,206,0,3,240,14,12,51,0,0,80,1154,1068,3164,0,14,5393
302021029,833,14,13,0,0,855,842,15,23,0,0,885,383,14,74,0,0,467,4,0,0,0,0,3,0,0,0,0,0,0,99,0,11,0,0,114,3,0,4,0,0,11,5,0,0,0,0,6,492,20,90,0,0,596,17,0,0,0,0,17,28,0,3,0,0,32,2214,51,128,0,0,2390
302021030,497,3,0,0,0,500,664,11,0,0,0,678,282,0,27,0,5,307,15,0,0,0,0,15,0,0,3,0,0,7,67,0,5,0,0,73,7,0,0,0,0,7,3,0,0,0,0,3,368,0,39,0,5,419,12,0,0,0,0,12,14,0,0,0,0,14,1564,15,41,0,5,1622
302021031,929,73,152,0,0,1156,1632,185,294,0,0,2112,608,251,940,0,0,1801,24,34,129,0,0,192,3,6,11,0,0,15,157,52,187,0,0,393,7,10,32,0,0,48,4,4,3,0,0,9,802,349,1303,0,0,2458,29,6,53,0,0,90,30,4,18,0,0,53,3421,612,1827,0,0,5864
302021032,473,37,51,0,0,549,725,38,115,0,0,882,441,85,343,0,0,866,166,48,71,0,0,284,8,6,3,0,0,23,99,24,47,0,0,169,7,3,33,0,0,45,3,3,0,0,0,9,724,171,504,0,7,1398,24,0,4,0,0,29,19,5,10,0,0,33,1965,253,676,0,7,2893
302021033,796,4,19,0,0,813,932,4,0,0,0,933,402,14,0,0,0,411,186,33,9,0,0,227,3,0,0,0,0,3,94,0,0,0,0,96,6,0,0,0,0,13,0,0,0,0,0,0,685,48,19,0,0,752,19,15,51,0,0,84,19,0,5,0,0,25,2453,70,83,0,0,2608
302021034,1048,12,12,0,0,1077,1531,27,32,0,0,1591,582,52,110,0,0,744,51,11,9,0,0,74,5,0,0,0,0,6,137,6,16,0,0,160,9,0,0,0,0,9,0,0,0,0,0,0,785,65,137,0,0,990,31,0,0,0,0,29,19,0,5,0,0,25,3415,104,190,0,3,3717
302031035,967,59,32,0,0,1063,1245,90,4,0,0,1343,491,197,14,0,0,700,18,52,0,0,0,64,3,0,0,0,0,10,129,21,6,0,0,153,13,19,0,0,0,25,0,0,0,0,0,6,653,283,28,0,0,963,26,9,75,0,5,111,20,9,5,0,0,30,2916,449,144,0,4,3515
302031036,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
302031037,45,11,126,0,0,188,38,14,171,0,0,232,14,12,491,0,0,518,0,0,0,0,0,0,0,0,0,0,0,0,15,0,52,0,0,71,0,0,13,0,0,20,0,0,3,0,0,3,37,15,567,0,0,615,0,0,5,0,0,9,5,0,0,0,0,5,127,47,884,0,0,1058
302031038,525,32,24,0,0,586,920,103,71,3,0,1098,298,142,215,0,5,659,9,61,46,0,0,116,4,22,15,0,0,38,97,17,34,0,0,150,9,3,0,0,0,17,4,0,0,0,0,7,422,249,313,0,5,980,16,4,5,0,0,23,17,4,3,0,0,30,1905,394,410,7,7,2715
302031039,989,14,11,0,0,1020,1508,87,38,0,0,1633,659,99,25,3,0,787,34,21,14,0,0,72,4,19,6,0,0,30,165,10,14,0,0,191,14,16,0,0,0,35,3,0,3,0,0,8,890,172,62,0,3,1122,42,8,0,0,0,49,24,7,0,0,0,28,3452,286,103,4,3,3848
302031040,433,119,383,0,0,945,695,339,754,0,0,1789,254,398,2031,0,0,2687,13,60,223,0,0,302,3,7,65,0,0,75,69,53,262,0,0,377,5,6,29,0,0,41,0,0,14,0,0,15,338,531,2618,0,3,3493,13,6,46,0,0,68,4,10,55,0,0,72,1488,1003,3865,3,5,6365
302041041,1673,71,25,0,0,1761,2488,128,60,0,0,2676,766,152,81,0,0,1003,133,6,0,0,0,146,8,0,0,0,0,8,172,18,20,0,0,207,18,26,22,0,0,68,5,4,0,0,0,6,1103,215,125,0,0,1443,39,72,0,0,0,111,54,11,4,0,0,63,5353,496,214,0,4,6061
302041042,1086,76,3,0,0,1165,1569,41,4,0,0,1617,439,71,26,0,0,534,27,9,0,0,0,32,3,0,0,0,0,12,135,9,4,0,0,141,5,0,0,0,0,8,3,0,0,0,0,3,609,90,29,0,0,726,21,0,0,0,0,27,29,0,0,109,0,134,3308,209,41,112,0,3675
302041043,387,16,17,0,0,418,600,0,8,0,0,609,229,22,18,0,6,277,13,0,0,0,0,11,0,0,11,0,0,16,81,10,16,0,0,102,0,13,13,0,0,33,0,0,4,0,0,3,322,58,61,0,3,446,15,0,21,0,0,30,15,4,4,0,0,32,1340,71,114,0,3,1532
302041044,750,9,68,5,0,829,837,5,27,0,0,875,226,15,184,15,0,435,5,0,162,0,5,175,0,0,11,0,0,11,70,8,49,8,0,123,0,0,0,0,0,3,0,0,8,0,0,5,300,21,409,16,5,758,14,0,5,0,0,26,19,14,54,0,0,91,1933,53,569,26,5,2572
302041045,923,412,6,0,4,1350,1456,462,21,0,0,1933,738,522,41,0,6,1308,52,87,12,0,0,149,19,27,30,0,0,76,106,110,10,0,0,216,22,133,8,0,3,165,0,8,0,0,0,10,940,882,105,0,13,1934,115,161,0,0,0,277,47,40,6,0,0,95,3475,1960,128,0,18,5583
302041046,541,105,50,0,0,704,745,128,150,0,0,1023,468,196,662,0,0,1330,203,110,159,0,0,468,13,9,11,0,0,27,108,27,49,0,0,182,9,22,14,0,0,39,0,0,3,0,0,4,789,373,885,0,7,2053,16,4,8,0,0,31,27,9,28,0,0,65,2127,621,1121,0,7,3874
303011047,1024,68,26,0,0,1111,1621,187,54,0,3,1860,616,250,93,0,0,962,19,21,19,0,0,56,5,13,0,0,0,15,127,36,15,0,0,178,4,5,0,0,0,7,0,4,0,0,0,4,766,323,131,8,0,1228,23,3,7,0,0,35,20,7,3,0,0,35,3458,590,211,5,8,4272
303011048,445,18,26,94,0,585,803,90,99,7,0,999,320,156,349,0,3,832,18,15,6,0,0,41,5,0,0,0,0,5,64,14,26,5,0,113,9,24,12,12,0,52,0,0,0,0,0,0,413,210,409,9,3,1047,12,0,6,0,0,21,16,8,3,3,0,30,1688,325,542,119,3,2677
303011049,793,354,69,0,0,1213,1108,555,131,0,0,1789,447,490,154,0,0,1098,69,50,40,0,0,163,8,0,5,0,0,17,121,86,19,0,0,229,14,32,0,0,0,43,0,0,0,0,0,0,666,659,226,0,0,1549,21,11,27,0,0,57,25,12,59,0,0,95,2613,1589,513,0,5,4723
303011050,466,159,16,0,0,639,533,363,60,0,0,959,218,427,74,0,0,716,196,69,5,0,3,273,7,0,0,0,0,5,48,77,5,0,0,118,7,19,0,0,0,24,4,0,0,0,0,8,473,592,80,0,3,1150,17,5,0,0,0,24,15,13,0,0,6,32,1501,1135,155,0,4,2801
303011051,2396,121,101,0,0,2615,1959,96,15,0,0,2076,493,110,28,0,0,635,18,0,0,0,0,18,5,0,0,0,0,5,111,27,6,0,4,148,6,18,6,0,0,29,3,0,0,0,0,3,634,153,44,0,5,836,50,33,39,0,0,120,56,8,8,0,0,76,5087,416,207,0,7,5721
303021052,608,87,150,0,0,850,793,247,357,0,0,1400,443,387,1122,0,3,1951,5,83,178,0,0,270,0,8,19,0,0,28,178,70,215,0,0,463,12,13,14,0,0,37,0,7,3,0,0,13,640,564,1548,0,8,2758,22,13,13,0,0,47,22,10,16,0,4,50,2092,920,2079,5,9,5105
303021053,1007,93,514,4,0,1618,1390,180,755,0,3,2324,490,291,1819,0,6,2603,10,73,106,0,0,195,0,0,14,0,0,16,129,55,295,0,0,481,6,3,44,0,0,51,0,0,7,0,0,11,633,429,2283,0,11,3362,23,9,134,0,0,162,23,3,40,0,6,74,3074,703,3733,4,17,7532
303021054,343,12,30,0,0,385,406,37,110,0,0,553,195,45,442,0,0,684,4,0,112,0,0,116,0,0,25,0,0,27,96,14,63,0,0,172,0,0,17,0,0,19,4,0,0,0,0,0,298,60,668,0,0,1021,10,0,6,0,0,20,11,0,14,0,0,23,1066,106,833,0,0,2003
303021055,438,55,246,0,0,738,698,119,490,5,3,1310,533,170,1193,13,9,1914,12,3,189,0,0,211,0,0,7,0,0,10,131,28,218,0,0,381,12,3,29,0,0,46,4,0,3,0,0,10,690,206,1649,13,9,2567,14,4,9,0,0,21,20,5,26,0,0,47,1857,385,2412,13,11,4677
303021056,646,9,53,0,0,702,1169,30,65,0,0,1263,392,47,180,0,0,620,210,41,60,0,0,315,5,0,0,0,0,12,97,19,17,0,0,131,8,0,0,0,0,6,0,0,0,0,0,3,715,113,266,0,0,1088,23,0,48,0,0,75,29,0,9,0,0,35,2578,145,438,0,3,3164
303021057,574,6,49,0,0,635,809,49,87,0,0,948,273,53,249,0,0,580,0,7,92,0,0,96,0,0,20,0,0,18,94,11,33,0,0,135,7,0,5,0,0,12,3,0,0,0,0,3,377,66,401,0,0,840,20,0,3,0,0,24,13,4,5,0,0,21,1791,125,546,0,6,2471
303021058,258,0,74,0,0,335,324,4,231,0,0,565,260,6,1491,0,3,1769,3,10,108,0,0,121,3,0,37,0,0,46,120,0,214,0,0,336,12,0,73,0,0,84,3,0,7,0,0,10,410,15,1931,0,3,2360,20,0,31,0,0,52,5,0,74,0,0,83,1019,23,2349,0,4,3395
303021059,711,80,264,0,0,1057,802,258,226,0,0,1287,278,316,489,0,0,1089,10,34,145,0,0,187,0,18,32,0,0,52,101,45,77,0,0,221,7,6,4,0,0,19,0,0,4,0,0,7,400,420,758,0,7,1577,102,9,136,0,0,244,18,5,17,0,0,42,2032,769,1401,0,6,4208
303031060,1394,184,12,28,0,1616,1176,395,20,6,0,1596,478,445,67,10,3,1000,22,0,0,0,0,25,4,4,0,0,0,14,133,101,12,4,3,249,29,144,25,242,10,449,3,11,0,6,0,15,663,708,98,267,10,1749,43,12,0,0,0,52,43,31,3,9,0,87,3322,1328,140,302,15,5110
303031061,679,20,18,0,0,716,402,10,46,0,0,453,285,30,107,0,0,423,10,0,8,0,0,10,7,0,0,0,0,7,161,3,16,0,0,191,28,0,14,0,0,45,3,0,0,0,0,11,494,35,147,0,0,675,24,3,0,0,0,22,35,0,3,0,0,39,1633,60,212,0,0,1911
303031062,986,10,11,0,0,1004,1056,23,5,0,0,1081,431,21,40,0,0,485,133,22,0,0,0,160,8,9,4,0,0,20,100,3,7,0,0,114,11,9,4,0,0,21,4,0,0,0,0,8,686,71,51,0,0,807,21,0,0,0,0,22,24,0,0,0,0,27,2770,105,61,0,0,2946
303031063,1148,119,84,0,0,1353,1714,315,195,0,0,2219,665,294,483,3,0,1442,221,9,230,0,0,457,9,9,36,0,0,56,169,58,107,0,0,328,7,11,27,0,0,43,3,0,6,0,0,5,1075,372,888,3,0,2332,33,7,3,0,0,42,35,8,23,0,0,69,4009,818,1194,3,3,6027
