SA2_CODE_2021,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
301011006,100,1172,1808,688,393,4157,24,4174
301021007,517,2554,2244,763,426,6499,88,6589
301021008,116,810,961,306,188,2379,14,2390
301021009,138,1442,2706,1075,601,5970,52,6022
301021011,19,384,1232,560,391,2592,17,2607
301021012,137,1483,2954,1118,658,6348,60,6408
301021013,313,1962,2086,875,493,5725,78,5802
301021550,52,336,283,102,45,818,29,842
301021551,437,2113,1119,268,94,4026,96,4114
301031014,0,0,0,0,0,0,0,4
301031015,198,1096,1178,360,155,2976,34,3016
301031016,177,1328,1857,591,305,4258,38,4303
301031017,96,616,725,216,99,1753,13,1769
301031018,96,1206,1369,423,222,3322,34,3352
301031019,23,682,1616,451,203,2975,18,2994
301031020,434,2111,2033,681,341,5610,71,5673
301031021,359,2027,2313,686,325,5706,74,5783
302011022,68,808,1226,382,189,2671,31,2704
302011023,60,794,1640,562,373,3437,20,3458
302011024,204,1217,1544,387,197,3550,42,3593
302011025,226,1621,1616,421,184,4069,38,4109
302011026,51,757,1305,415,199,2729,20,2744
302021027,455,1842,1832,577,284,4998,75,5072
302021028,884,2854,1266,224,75,5304,85,5393
302021029,109,767,1030,296,172,2365,22,2390
302021030,70,593,666,188,97,1611,10,1622
302021031,422,2424,2165,547,257,5817,51,5864
302021032,278,1196,1023,241,113,2857,36,2893
302021033,145,870,1108,330,144,2589,22,2608
302021034,151,1189,1661,484,210,3691,25,3717
302031035,191,1262,1402,395,230,3484,27,3515
302031036,0,0,4,0,0,5,0,5
302031037,42,588,325,55,26,1043,13,1058
302031038,214,1059,950,312,138,2679,38,2715
302031039,196,1251,1662,502,198,3813,34,3848
302031040,828,3202,1769,339,133,6281,82,6365
302041041,164,1861,2653,852,466,6000,59,6061
302041042,144,1198,1526,433,242,3536,138,3675
302041043,149,585,509,175,83,1505,24,1532
302041044,252,887,879,290,174,2485,94,2572
302041045,408,2682,1843,399,164,5496,94,5583
302041046,422,1821,1144,284,127,3803,73,3874
303011047,163,1355,1921,538,269,4240,30,4272
303011048,165,1070,1058,243,107,2651,28,2677
303011049,275,1896,1832,440,184,4632,90,4723
303011050,190,1200,998,259,113,2761,36,2801
303011051,251,1632,2446,845,481,5652,65,5721
303021052,584,2432,1469,373,185,5041,58,5105
303021053,665,3378,2475,636,297,7453,78,7532
303021054,268,861,575,185,88,1983,21,2003
303021055,503,2195,1448,341,131,4621,57,4677
303021056,242,1131,1288,340,137,3134,28,3164
303021057,175,889,992,260,138,2448,25,2471
303021058,537,1705,774,187,105,3301,96,3395
303021059,360,1742,1460,376,215,4156,53,4208
303031060,235,1723,2094,652,326,5025,77,5110
303031061,128,639,678,261,161,1871,40,1911
303031062,146,901,1271,387,206,2919,25,2946
303031063,464,2281,2294,643,278,5959,63,6027
303031064,45,720,1693,541,331,3322,32,3352
303031065,468,1699,1370,348,171,4053,70,4123
303031066,152,1270,1577,506,249,3746,32,3781
303041067,201,828,719,198,111,2052,34,2085
303041068,391,1904,1577,370,174,4409,50,4458
303041069,140,572,538,223,119,1588,43,1627
303041070,134,956,1076,309,144,2622,22,2645
303041071,130,1189,1653,491,233,3685,23,3707
303051072,108,1058,1300,401,158,3027,32,3051
303051073,170,2256,3220,1024,487,7159,82,7245
303051074,35,763,1626,447,196,3065,37,3100
303051075,100,1148,2312,816,406,4785,44,4828
303051076,302,1403,1137,368,200,3405,78,3491
303061077,68,730,1206,412,221,2635,39,2676
303061078,192,1779,1838,567,286,4667,62,4733
303061079,265,1016,973,381,216,2850,61,2910
303061080,289,1897,2224,829,395,5643,87,5724
304011081,74,803,1172,381,208,2638,18,2653
304011082,59,828,1118,338,148,2483,20,2508
304011083,38,521,670,192,85,1499,16,1519
304011084,91,932,1586,478,183,3275,21,3296
304011085,24,318,741,259,124,1470,3,1473
304021086,59,1018,1637,528,261,3498,19,3525
304021087,64,426,1009,407,304,2204,11,2215
304021088,75,1012,1779,504,220,3581,22,3604
304021089,26,272,652,263,128,1344,3,1351
304021090,103,1080,1517,380,192,3265,20,3293
304021091,34,258,754,388,275,1709,16,1722
304031092,89,817,1150,338,157,2554,9,2564
304031093,146,803,716,211,92,1966,19,1983
304031094,468,2301,1653,445,186,5060,37,5092
304031095,228,1138,948,194,97,2615,22,2631
304031096,501,1924,1105,261,107,3895,45,3936
304031097,395,1924,1196,266,94,3873,32,3908
304041098,358,1530,1182,279,137,3485,30,3512
304041099,0,5,9,0,0,13,0,13
304041100,285,1126,1056,263,120,2844,32,2876
304041101,244,1287,1289,326,136,3294,28,3316
304041102,0,0,0,0,0,0,0,0
304041103,135,1822,2644,833,371,5796,39,5840
304041104,75,1024,1900,525,260,3783,29,3810
305011105,2206,2723,669,101,33,5732,100,5832
305011106,1465,2827,618,68,35,5021,90,5107
305011107,329,1168,730,181,89,2495,41,2541
305011108,564,2489,1237,247,92,4630,75,4709
305011109,867,2950,1446,300,133,5694,117,5808
305011110,1254,3523,783,116,49,5719,80,5798
305011111,764,1482,439,84,47,2807,52,2860
305011112,924,3607,1510,279,129,6449,70,6521
305021113,80,649,689,179,95,1693,25,1722
305021114,129,1240,1096,270,126,2863,17,2880
305021115,314,1130,768,208,109,2528,35,2566
305021116,82,679,788,233,116,1901,12,1915
305021117,342,2416,2096,524,232,5598,54,5656
305021118,94,906,1064,285,164,2509,15,2522
305031119,182,987,585,124,52,1921,30,1952
305031120,188,1047,976,260,114,2591,19,2609
305031121,190,1036,810,230,124,2388,36,2425
305031122,417,2317,1417,325,172,4644,49,4693
305031123,55,527,713,195,88,1575,13,1590
305031124,295,1464,950,202,112,3032,33,3066
305031125,41,605,790,217,109,1760,14,1773
305031126,634,1950,985,213,107,3890,64,3953
305031127,191,764,647,208,81,1894,22,1917
305031128,1510,5598,1914,244,67,9335,104,9445
305031129,81,528,554,186,92,1434,10,1449
305031130,344,1425,1132,268,115,3293,48,3341
305031131,443,2182,1428,336,153,4547,54,4596
305041132,236,1674,1868,624,290,4694,35,4729
305041133,217,1099,749,191,101,2361,19,2378
305041134,118,1174,1547,435,204,3476,30,3503
305041135,478,2215,1581,433,240,4948,61,5011
305041136,186,1010,784,225,117,2319,26,2344
305041137,660,2686,1469,335,142,5288,32,5320
306011138,34,487,936,288,128,1876,23,1897
306011139,119,1762,1857,527,242,4508,51,4552
306011140,36,599,578,176,76,1471,16,1483
306011141,88,1178,2095,735,365,4474,30,4499
306011142,189,2085,2628,771,338,6009,72,6079
306011143,138,1197,886,252,120,2597,51,2648
306021144,74,756,1180,384,189,2581,36,2618
306021145,660,2264,906,215,117,4161,126,4288
306021146,283,1095,1217,418,205,3211,60,3269
306021147,161,1098,1495,555,283,3590,70,3658
306021148,104,873,1396,535,326,3238,50,3290
306021149,152,1211,1446,458,200,3463,50,3516
306021150,0,0,0,0,0,0,0,0
306021151,387,1222,567,126,47,2341,74,2419
306021152,340,1052,507,142,74,2101,66,2168
306021153,70,984,1356,404,183,2996,46,3041
306021154,458,1217,616,147,122,2556,91,2650
306021155,120,624,619,188,96,1642,35,1678
306021156,141,1354,1270,383,137,3283,44,3328
306021157,192,827,566,162,61,1812,47,1858
306031158,48,493,674,254,147,1620,47,1666
306031159,361,1450,1096,341,149,3399,84,3484
306031160,81,910,1149,468,254,2860,82,2935
306031161,176,1550,1642,495,227,4093,143,4237
306031162,0,0,0,0,0,0,0,3
306031163,135,165,119,27,25,474,15,486
306041164,103,913,957,333,141,2447,69,2515
306041165,123,884,683,181,95,1973,45,2015
306051166,264,1679,1599,546,320,4400,102,4499
306051167,70,738,742,288,164,2002,81,2078
306051168,72,542,674,265,150,1695,35,1735
306051169,75,1018,1400,561,275,3342,70,3408
306051170,289,1440,1499,572,334,4142,145,4281
307011171,72,502,553,231,186,1548,40,1588
307011172,109,937,1091,466,279,2880,63,2944
307011173,92,715,851,324,186,2169,40,2210
307011174,70,470,552,251,170,1512,32,1545
307011175,64,465,502,236,157,1432,35,1465
307011176,154,934,890,314,173,2471,50,2518
307011177,65,488,754,399,303,2014,47,2063
307011178,49,461,483,242,137,1373,41,1416
307021179,105,1021,1307,572,358,3366,76,3443
307021180,91,784,956,457,317,2614,54,2659
307021181,35,333,454,191,143,1157,27,1183
307021182,57,519,726,371,275,1945,45,1991
307021183,288,1951,2189,955,581,5972,91,6064
307031184,36,511,737,320,243,1838,50,1888
307031185,33,425,616,307,208,1587,33,1619
307031186,39,507,714,361,220,1840,41,1881
307031187,181,920,710,228,131,2172,47,2212
307031188,37,585,888,424,269,2203,45,2246
307031189,400,2351,2098,687,450,5979,122,6109
308011190,203,719,752,343,200,2217,56,2270
308011191,72,718,861,485,354,2482,70,2559
308011192,163,1509,1881,717,384,4647,86,4736
308031205,306,1110,862,276,121,2675,55,2735
308031206,8,155,259,133,85,648,18,670
308031207,56,847,873,286,127,2195,34,2231
308031208,194,1132,1353,471,222,3378,45,3417
308031209,7,190,546,347,295,1383,14,1400
308031210,121,1314,1641,621,368,4062,67,4137
308031211,107,655,638,252,133,1779,30,1813
308031212,110,494,325,129,66,1127,45,1168
308031213,171,1354,1534,472,240,3768,45,3811
308031214,186,799,653,241,121,1997,32,2025
308031215,165,875,990,317,190,2545,33,2575
308031216,173,969,827,251,135,2358,42,2396
308031217,161,578,382,117,52,1289,35,1323
308031218,23,255,511,230,179,1200,25,1222
308031219,20,272,573,307,250,1420,32,1451
308031220,15,186,381,208,170,953,23,976
308031221,0,3,4,0,0,9,0,9
308031222,250,1120,989,350,127,2838,30,2869
308031223,355,2475,2936,1039,508,7317,156,7473
308041528,83,721,1066,567,484,2925,96,3015
308041529,134,614,782,271,139,1942,36,1980
308051530,63,838,1035,368,208,2507,69,2576
308051531,93,1135,1556,586,266,3630,36,3661
308051532,3,12,0,0,0,21,0,21
308051533,168,1629,2103,711,309,4917,52,4965
308051534,300,1215,731,225,117,2598,56,2653
308051535,55,795,1525,750,521,3636,97,3733
308051536,44,408,545,204,90,1290,20,1309
308051537,0,0,0,0,0,0,0,0
308051538,69,641,927,364,186,2192,31,2223
308051539,179,876,661,220,77,2020,23,2046
309011224,109,901,1230,453,271,2965,40,3008
309011225,236,1614,1344,341,188,3730,64,3797
309011226,219,1822,2198,686,353,5274,67,5343
309011227,509,3143,1922,344,171,6095,122,6211
309011228,260,1772,1989,629,312,4957,72,5030
309011229,207,1190,1227,268,126,3015,60,3075
309021230,259,1410,926,177,99,2872,66,2944
309021231,207,1856,1885,545,248,4750,65,4817
309021232,157,1137,1398,526,275,3499,40,3534
309021233,163,1281,1839,646,401,4328,60,4390
309021234,374,2465,2607,752,363,6558,87,6644
309031235,109,1368,1652,521,262,3913,49,3966
309031236,247,2153,1340,322,146,4209,73,4283
309031237,263,2245,1521,335,140,4507,83,4590
309031238,725,4096,2418,553,203,7991,151,8137
309031239,140,1379,1661,547,276,3998,50,4050
309031240,223,1622,1456,408,198,3911,65,3971
309041241,9,344,595,307,234,1501,20,1522
309041242,74,1404,2185,986,711,5361,73,5431
309051243,30,373,909,484,443,2230,31,2259
309051244,104,1473,2813,1148,705,6243,62,6306
309051245,30,718,1297,463,257,2761,22,2780
309061246,164,1886,2086,668,300,5108,72,5187
309061247,74,866,1246,502,265,2950,38,2988
309061248,450,2467,2860,1144,750,7664,135,7804
309061249,60,1329,2617,1002,631,5633,54,5684
309061250,50,409,1014,545,506,2522,26,2539
309071251,97,1796,2878,912,419,6107,106,6208
309071252,210,1674,2609,1124,682,6300,70,6369
309071253,106,1891,2424,779,368,5570,61,5628
309071254,21,329,737,301,221,1611,33,1643
309071256,104,1402,2564,1051,673,5802,67,5865
309071552,72,970,1527,538,233,3338,48,3386
309071553,24,675,1566,734,587,3592,45,3639
309071554,62,977,1472,454,184,3145,27,3179
309071555,56,972,1459,432,125,3038,45,3087
309071556,26,643,1607,675,464,3408,28,3443
309071557,88,1774,2798,1022,516,6201,65,6268
309071558,26,542,1058,346,233,2193,32,2222
309081259,92,546,614,229,121,1599,23,1624
309081260,84,883,1153,312,130,2551,39,2588
309081262,252,2526,2502,645,260,6186,86,6273
309081559,174,1813,2531,830,408,5759,62,5820
309081560,153,1577,1313,338,122,3504,52,3557
309091263,250,1569,1692,605,329,4433,58,4494
309091264,56,570,836,364,223,2048,33,2080
309091265,74,615,1196,532,317,2729,33,2763
309091540,1112,4241,1865,308,144,7674,160,7827
309091541,753,3535,2252,672,283,7487,142,7629
309101267,77,1109,1490,487,235,3403,37,3432
309101268,50,565,755,240,151,1757,25,1783
309101269,96,919,620,116,45,1797,24,1820
309101561,715,2999,1264,274,144,5392,117,5512
309101562,772,3017,1495,287,176,5745,164,5915
310011271,106,599,636,199,79,1626,29,1650
310011272,320,1151,941,331,162,2904,72,2975
310011274,739,2524,1963,685,272,6187,177,6368
310011275,145,1065,1260,350,184,3003,24,3027
310011276,83,367,267,95,47,857,12,873
310011563,59,840,1183,384,168,2639,30,2669
310011564,260,2651,3200,1033,489,7630,79,7703
310021277,93,1181,1765,799,670,4508,87,4592
310021278,66,712,724,344,203,2050,50,2102
310021279,0,0,0,0,0,0,0,0
310021280,162,1860,2818,1341,1001,7188,196,7381
310021281,113,1261,1931,914,605,4822,99,4917
310021282,157,1152,1560,794,693,4354,78,4429
310031283,282,1795,1577,514,274,4446,75,4518
310031284,221,1358,1209,450,219,3466,48,3511
310031285,74,725,970,387,208,2360,26,2391
310031286,285,934,818,287,141,2456,41,2501
310031287,778,2896,2308,749,365,7101,106,7210
310031288,21,275,592,357,274,1524,14,1537
310031289,18,342,953,456,376,2144,20,2163
310031290,13,395,946,411,275,2038,20,2054
310031291,239,1261,995,324,160,2989,51,3037
310031292,200,981,838,319,158,2500,39,2532
310031293,305,1806,2107,772,403,5398,72,5464
310031294,46,1290,2076,602,277,4289,47,4331
310031295,104,415,276,109,47,950,31,979
310041297,129,895,1231,564,326,3143,40,3188
310041298,0,0,0,0,0,0,0,0
310041299,161,1344,1492,497,236,3735,60,3795
310041300,279,1335,1205,380,200,3391,90,3489
310041301,0,0,0,0,0,0,0,0
310041302,312,2637,2959,969,465,7342,140,7481
310041303,44,691,1060,340,171,2300,23,2322
310041304,142,2366,3637,903,314,7353,76,7430
310041565,17,577,1431,478,221,2729,19,2747
310041566,109,987,1315,390,182,2986,42,3027
311011305,250,1849,1883,804,523,5310,97,5404
311021306,402,1300,946,346,211,3194,99,3298
311021307,388,2456,1490,463,225,5023,118,5141
311021308,115,1019,1400,439,204,3186,48,3232
311021309,131,722,790,292,164,2101,27,2131
311021310,47,689,1353,553,300,2943,42,2989
311031311,264,2313,2464,843,530,6403,127,6530
311031312,128,912,1008,334,158,2541,34,2573
311031313,69,818,1048,396,375,2704,53,2755
311031314,138,1207,1320,583,269,3514,70,3587
311031315,0,0,0,0,0,0,0,0
311031316,94,805,1165,495,336,2895,41,2937
311031317,236,1531,1651,625,337,4378,100,4482
311031318,12,166,460,344,368,1344,19,1365
311031319,106,1199,2260,924,516,5017,52,5067
311041322,32,451,929,589,596,2593,28,2614
311041567,8,310,743,384,357,1802,34,1837
311041568,14,373,1216,687,604,2892,18,2914
311041569,23,381,898,497,507,2301,42,2343
311041570,40,860,2041,1239,1155,5338,70,5410
311041571,83,1141,1433,388,152,3200,53,3244
311051323,308,1837,1472,462,215,4307,97,4403
311051324,30,666,1220,546,489,2960,31,2985
311051325,93,1054,1635,638,401,3823,92,3920
311051326,297,1399,1295,467,220,3678,76,3752
311051327,79,988,1776,752,448,4044,32,4076
311051328,296,995,819,283,185,2575,46,2626
311061329,81,657,1020,399,196,2352,30,2384
311061330,323,1184,949,396,218,3074,116,3192
311061331,336,765,534,196,92,1920,67,1987
311061332,155,1605,2293,823,432,5315,53,5365
311061333,256,1325,1167,432,250,3432,100,3529
311061334,138,1321,1412,442,257,3563,40,3604
311061335,45,599,982,296,204,2120,24,2145
311061336,584,1850,1124,390,172,4120,118,4240
312011337,238,1290,1342,453,204,3517,82,3602
312011338,62,764,917,359,236,2334,64,2399
312011339,33,384,472,177,170,1232,34,1267
312011340,36,425,477,184,127,1251,38,1290
312011341,63,685,1128,468,245,2587,45,2634
312021342,260,1918,2176,835,409,5591,131,5724
312021343,96,533,518,162,83,1395,27,1426
312021344,69,1222,1962,716,333,4305,39,4348
312021345,0,5,3,0,0,4,0,4
312021346,239,792,389,108,40,1562,55,1618
312021347,9,89,99,26,15,244,3,247
312021348,96,1076,1743,649,369,3932,51,3985
312021349,174,1070,830,277,153,2508,58,2564
312021350,42,514,859,318,181,1917,61,1980
312021351,44,642,1179,532,324,2724,49,2773
312021352,104,1141,1599,740,422,4002,95,4100
312021353,41,654,1117,576,406,2786,50,2839
312021354,38,562,911,374,133,2023,31,2054
312021355,67,451,480,179,93,1267,19,1287
312021356,224,1058,964,321,159,2727,81,2808
312021357,45,595,1137,597,389,2764,47,2811
312021358,181,863,876,270,145,2336,69,2403
312031359,314,1732,1673,492,252,4468,87,4558
312031360,0,0,0,0,0,0,0,0
312031361,118,991,1195,505,290,3102,64,3163
313011362,166,2534,2397,860,564,6518,98,6615
313011363,655,4478,3066,808,389,9386,172,9553
313021364,17,338,860,422,370,2009,21,2028
313021366,492,3357,2914,945,411,8122,124,8247
313021367,12,184,474,325,293,1295,18,1308
313021368,140,1340,1515,506,293,3792,49,3843
313021369,15,189,477,314,286,1283,13,1296
313021572,444,2314,2025,768,470,6017,112,6133
313021573,362,1503,1366,580,408,4223,79,4297
313031370,43,591,760,353,236,1988,54,2043
313031371,50,615,1000,506,438,2608,33,2643
313041372,213,1715,2109,915,712,5658,65,5724
313041373,546,3438,2694,982,656,8315,166,8480
313041374,30,422,682,352,417,1900,16,1922
313041375,83,1493,2886,1206,715,6387,66,6450
313041376,7,146,380,247,242,1027,12,1035
313051377,244,1274,1171,431,211,3338,43,3379
313051378,511,2306,1718,471,240,5251,90,5341
313051379,568,2298,1348,366,171,4749,79,4834
313051380,513,2620,2173,783,359,6443,98,6541
313051574,8,15,24,3,7,60,4,62
313051575,344,2275,2330,737,406,6089,83,6175
314011382,189,1519,2521,954,546,5723,51,5778
314011383,69,1299,2981,1209,782,6333,31,6362
314011384,22,456,1218,610,587,2890,31,2926
314011385,12,413,1196,517,324,2460,12,2478
314011386,162,2490,3932,1300,673,8560,48,8602
314011387,31,624,1741,853,724,3969,18,3993
314021389,185,2661,3688,1046,439,8012,61,8069
314021576,52,802,733,205,90,1890,22,1910
314021577,441,3150,2939,992,458,7982,113,8099
314021578,154,1583,2165,574,230,4706,54,4760
314021579,213,2539,3419,1027,398,7589,65,7657
314031391,123,1109,1444,505,280,3461,31,3496
314031392,207,1023,1010,278,155,2672,35,2705
314031393,116,970,1334,462,232,3118,31,3149
314031394,342,2128,1777,574,309,5131,75,5208
315011395,136,63,19,0,0,210,15,236
315011396,386,903,610,206,110,2220,119,2337
315011397,15,107,93,41,51,310,33,341
315011398,188,118,45,21,9,378,19,398
315011399,152,266,156,39,30,644,31,678
315011400,54,493,648,320,243,1753,64,1819
315011401,245,386,177,57,35,902,45,950
315011402,536,335,98,24,6,998,20,1013
315011403,29,307,551,218,99,1202,38,1238
315021404,303,498,300,95,82,1277,39,1319
315021405,461,2068,2371,762,395,6059,273,6328
315021406,107,390,348,139,99,1083,61,1148
315021407,51,322,321,141,157,994,34,1026
315031408,98,626,574,263,207,1771,43,1816
315031409,92,567,495,209,128,1497,34,1528
315031410,54,296,202,77,102,727,46,775
315031411,102,406,328,123,113,1066,26,1092
315031412,83,484,439,171,134,1314,32,1342
316011413,369,2532,2752,860,485,7000,84,7084
316011414,167,1950,2641,951,516,6225,69,6285
316011415,81,1261,1805,611,293,4054,40,4099
316011416,218,1416,1452,456,251,3793,64,3854
316021417,140,1246,1541,516,269,3720,37,3760
316021418,123,923,1017,348,206,2623,38,2662
316021419,318,1801,872,165,90,3249,57,3309
316021421,264,1983,2127,594,308,5271,78,5347
316021422,181,1145,1199,408,197,3129,44,3168
316021423,158,1567,1541,449,224,3941,37,3976
316021424,122,1515,1566,476,265,3952,53,4006
316021580,93,1744,2434,696,355,5316,47,5368
316021581,232,1995,1931,662,315,5144,71,5214
316031425,158,2216,2551,769,336,6031,87,6114
316031426,124,1752,1894,578,268,4616,51,4667
316031427,706,4470,3142,858,426,9610,165,9771
316031428,316,2232,1888,517,274,5227,80,5308
316051434,55,780,825,225,82,1962,37,1994
316051435,232,1690,1428,395,206,3952,58,4010
316051437,71,966,1156,339,126,2662,22,2688
316051438,241,1576,1536,519,262,4128,57,4182
316051543,30,546,693,195,96,1563,26,1591
316051544,62,1238,1722,414,164,3601,34,3635
316061439,74,900,1273,560,369,3182,38,3223
316061440,102,1303,1368,508,314,3594,45,3637
316061441,42,620,889,392,295,2237,29,2269
316061442,73,1218,2291,932,640,5149,61,5215
316061443,51,738,1053,404,297,2549,51,2604
316061444,93,1018,1579,691,558,3931,51,3985
316071545,69,1232,1647,574,284,3808,42,3848
316071546,47,454,541,282,220,1553,30,1580
316071547,77,920,1799,757,594,4154,59,4214
316071548,510,2859,3160,1134,666,8322,134,8454
316081549,149,2203,3486,1554,1140,8535,127,8662
317011445,15,546,1157,522,382,2621,20,2639
317011446,383,2281,1879,535,211,5287,63,5349
317011447,471,1895,1362,392,205,4327,81,4411
317011448,170,1034,900,371,218,2693,60,2753
317011449,23,414,1019,500,318,2262,19,2277
317011450,54,1021,2241,939,601,4861,20,4884
317011451,45,800,1603,845,655,3954,62,4011
317011452,65,741,1214,378,188,2583,19,2600
317011453,445,1948,1274,324,150,4144,71,4214
317011454,193,1078,825,228,109,2443,53,2494
317011455,131,1306,1421,370,145,3369,30,3403
317011456,491,2632,1894,514,227,5750,65,5818
317011457,238,1522,1588,437,195,3981,43,4025
317011458,203,1436,2258,907,635,5439,42,5484
317011459,445,2661,1879,536,242,5768,99,5862
318011460,247,1207,1310,463,196,3420,109,3528
318011461,72,805,1117,462,336,2799,49,2850
318011462,198,1102,996,308,147,2751,72,2826
318011463,22,322,415,242,207,1205,48,1255
318011464,175,689,620,214,78,1777,48,1832
318011465,59,764,1034,443,233,2538,63,2594
318011466,235,172,57,11,3,475,15,491
318021467,198,687,629,191,98,1802,38,1839
318021468,51,718,1340,472,211,2795,17,2815
318021469,108,476,461,140,64,1244,24,1272
318021470,24,600,1410,526,295,2852,25,2877
318021471,231,1481,1394,482,234,3820,64,3887
318021472,208,791,792,274,133,2196,44,2232
318021474,38,826,1059,358,182,2464,26,2489
318021475,346,1291,836,188,110,2772,76,2848
318021476,227,1088,1018,336,151,2820,58,2875
318021477,157,611,476,172,80,1493,27,1516
318021478,224,1105,740,174,77,2324,46,2368
318021479,243,876,598,182,106,2004,39,2042
318021480,120,1069,1363,579,321,3450,42,3494
318021481,274,1018,957,358,147,2757,35,2793
318021482,117,1712,2298,766,360,5252,52,5307
318021483,108,514,298,72,30,1029,36,1064
318021484,72,1003,1631,512,235,3454,44,3501
318021485,118,613,466,121,59,1378,17,1398
318021486,40,652,965,415,286,2346,46,2394
318021487,59,943,1162,366,128,2657,43,2696
318021488,170,933,782,195,96,2177,32,2209
318021489,14,331,777,290,221,1637,25,1663
318021490,322,1951,1295,304,114,3982,56,4039
318021491,118,700,702,251,138,1900,35,1937
318021582,58,1483,3230,1015,448,6235,67,6303
318021583,48,593,853,341,194,2029,25,2056
319011492,129,749,780,267,108,2034,25,2060
319011493,249,2815,2987,901,466,7415,88,7505
319011494,28,440,734,354,249,1796,31,1826
319011495,401,1214,651,190,91,2550,54,2609
319011496,138,786,808,308,129,2175,34,2215
319011497,217,1214,907,356,236,2941,72,3008
319011498,55,904,1278,598,404,3244,74,3315
319011499,108,1277,1572,644,387,3991,170,4166
319011500,252,1274,990,304,152,2967,47,3018
319011501,219,1033,744,239,100,2336,34,2369
319011502,311,1765,1406,490,266,4232,62,4301
319021503,116,797,852,344,251,2364,85,2451
319021504,50,662,789,306,194,2007,79,2085
319021505,276,1502,1369,505,248,3903,88,3989
319021506,260,1264,1160,467,282,3431,81,3513
319021507,27,324,576,315,224,1461,30,1486
319021508,58,479,469,230,174,1410,44,1455
319021509,155,1456,1438,579,288,3917,89,4007
319021510,0,0,4,0,0,4,0,4
319031511,127,1240,1070,321,118,2873,61,2937
319031512,444,2289,2005,652,356,5752,109,5858
319031513,145,1006,1103,401,208,2870,36,2904
319031514,91,1799,2919,1355,976,7139,133,7272
319031515,28,463,512,255,169,1428,33,1462
319041516,22,455,872,399,272,2014,16,2033
319041517,9,437,926,367,206,1946,25,1969
319041518,469,2996,2079,548,237,6332,131,6459
319041519,103,959,806,280,109,2248,34,2286
319041520,569,2990,2029,592,275,6459,132,6588
319041521,279,2469,2019,644,372,5776,85,5862
319051522,106,1575,1655,536,317,4195,84,4277
319051523,93,451,379,166,92,1164,26,1194
319051524,767,2937,2216,769,433,7124,184,7309
319051525,57,1161,1491,567,406,3686,86,3777
319051526,69,663,882,355,217,2182,23,2206
397979799,0,0,0,0,0,3,0,3
399999499,0,0,0,0,0,0,0,0
401011001,3055,3933,958,111,55,8112,141,8254
401011002,365,1477,763,158,82,2843,16,2862
401021003,31,401,982,530,478,2422,26,2447
401021004,111,1613,2904,1130,708,6472,39,6512
401021005,52,429,643,290,259,1671,11,1682
401021006,65,934,1394,586,408,3391,37,3427
401021007,390,2795,3381,1076,621,8260,87,8349
401021008,32,500,1024,514,364,2435,28,2464
401021009,35,560,865,300,166,1929,16,1944
401021010,29,445,933,387,278,2076,22,2104
401031011,353,2604,2935,933,458,7286,40,7324
401031012,118,1072,1616,503,282,3587,16,3606
401031013,530,2809,2411,646,317,6717,57,6767
401041014,99,1018,1537,527,342,3522,23,3542
401041015,757,3432,2986,829,479,8482,99,8580
401041016,727,3676,3361,965,509,9240,89,9327
401051017,591,2460,1433,297,107,4887,57,4945
401051018,574,2358,1739,481,273,5424,66,5493
401051019,506,2212,1916,555,298,5487,45,5529
401061020,200,983,941,313,133,2566,26,2597
401061021,462,2222,2259,691,350,5986,57,6042
401061022,248,1164,1218,326,190,3150,31,3184
401071023,566,2994,2519,687,380,7152,44,7194
401071024,676,3467,2993,764,358,8251,82,8333
402011025,91,873,1303,618,481,3363,39,3404
402011026,630,3149,2992,1081,686,8546,122,8669
402011027,27,358,832,497,440,2164,30,2191
402021028,238,2246,2831,1015,518,6847,75,6925
402021029,611,2461,2135,624,307,6131,155,6289
402021030,917,1801,904,276,145,4046,119,4163
402021031,563,1835,1691,577,327,4991,89,5079
402021032,178,1704,2320,778,489,5460,58,5517
402021033,4,72,319,203,194,792,10,805
402021034,751,2081,1265,390,180,4670,127,4797
402021035,71,703,746,308,199,2034,36,2069
402031036,1027,3500,3186,976,549,9236,154,9387
402031038,725,3430,3210,881,389,8642,114,8753
402031175,396,2500,2585,687,272,6439,64,6505
402031176,243,1414,1509,480,213,3866,51,3916
402041039,0,0,0,0,0,0,0,0
402041040,405,2244,2171,688,329,5838,85,5920
402041041,295,1833,2142,793,457,5521,80,5598
402041042,0,0,0,0,0,0,0,0
402041043,387,1970,2337,919,442,6053,91,6141
402041044,282,1954,2340,873,518,5965,77,6044
402041046,765,2788,2114,673,388,6722,132,6854
402041047,434,2492,2441,917,547,6825,80,6904
402041048,537,2212,2248,768,374,6145,99,6238
402041171,244,1940,1971,588,284,5022,42,5065
402041172,220,1165,1042,378,192,2991,52,3046
402051049,169,1384,1540,521,308,3927,27,3961
402051050,119,1041,1348,501,314,3325,28,3351
402051051,105,1115,1781,633,373,4005,31,4037
402051052,607,2880,2340,720,345,6895,90,6986
402051053,331,2432,2939,1018,554,7275,59,7336
402051054,169,1740,2706,935,527,6082,37,6121
