SA2_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
212021295,181,22,200,1669,340,44,2053,6611,902,9564
212021297,280,35,314,1693,413,29,2136,6435,645,9211
212021299,140,55,197,1282,498,45,1825,4568,386,6782
212021453,177,14,198,1894,566,50,2517,6957,552,10023
212021454,156,10,167,2088,703,46,2833,7572,553,10954
212021455,135,9,148,2304,572,53,2928,7394,582,10903
212021456,198,19,217,2400,621,65,3085,8005,786,11882
212021553,80,6,87,3884,704,95,4686,8331,527,13539
212021554,60,0,62,2643,412,67,3119,5012,326,8461
212031300,216,24,245,3370,942,88,4402,11224,1356,16979
212031303,157,16,172,3838,856,129,4819,7708,637,13173
212031304,131,12,151,4896,793,139,5828,9235,754,15816
212031306,157,5,163,3940,616,68,4626,8187,629,13442
212031308,82,8,89,1392,489,62,1940,4156,402,6493
212031457,76,4,82,2422,597,45,3060,7018,338,10422
212031458,101,12,114,3070,650,90,3811,8563,549,12921
212031555,20,0,20,2734,318,37,3086,4070,278,7432
212031556,5,3,5,3989,447,76,4517,5440,466,10423
212031557,196,22,221,5420,804,124,6342,9809,803,16959
212031558,200,23,222,2909,428,78,3419,5040,511,8972
212031559,34,10,45,3081,423,53,3554,5126,349,9026
212031560,54,9,61,2175,571,69,2814,5874,498,9192
212031561,78,6,83,1995,476,56,2525,6667,717,9906
212031562,90,6,107,2134,484,51,2665,7155,759,10583
212041309,366,24,395,1707,601,25,2331,7100,395,9822
212041310,260,14,283,1915,405,38,2357,8474,664,11495
212041312,493,48,543,3402,950,61,4404,12896,1285,18590
212041313,285,29,321,1842,613,35,2494,5860,299,8649
212041316,110,8,115,1129,314,37,1478,4362,351,6197
212041317,533,78,614,2789,655,46,3483,14225,1317,19023
212041318,207,17,229,1712,494,32,2239,7775,530,10544
212041459,293,29,327,1842,335,28,2208,7609,854,10664
212041460,401,27,428,2666,563,42,3271,12114,1008,16387
212041563,488,52,541,2831,517,42,3379,12416,2010,17806
212041564,122,21,141,1270,249,12,1527,5206,580,7308
212041565,311,27,339,2108,686,46,2838,9125,601,12566
212041566,110,3,119,3234,568,46,3855,7554,308,11711
212051319,502,28,531,3421,689,47,4158,11350,779,16276
212051321,593,81,686,3762,1028,33,4820,12478,661,17962
212051322,620,88,712,3628,800,39,4467,12249,882,17597
212051323,483,32,524,2907,664,36,3609,9248,513,13372
212051324,625,41,665,3556,759,42,4351,10982,636,15973
212051325,434,86,519,3515,877,41,4440,11147,782,16370
212051326,631,19,660,3853,787,45,4682,13786,821,19296
212051327,975,191,1178,3217,1246,57,4527,12265,846,17634
212051567,207,30,230,706,192,11,906,7345,903,9153
212051568,188,109,295,1405,245,20,1673,8206,918,10798
213011328,175,10,186,1008,239,22,1263,4446,625,6338
213011329,88,3,92,1681,477,24,2191,5529,394,8106
213011331,93,7,96,1133,336,18,1489,4904,392,6782
213011332,234,4,249,1785,848,37,2668,7755,593,11015
213011333,121,10,136,1875,656,44,2574,7976,827,11374
213011334,354,30,391,2629,627,39,3292,12023,1770,17088
213011335,296,224,529,2076,601,26,2702,10390,1644,14732
213011336,219,12,229,1420,290,29,1733,5578,597,7909
213011337,316,20,338,1557,409,39,2009,7250,782,10039
213011338,364,43,412,2552,689,50,3286,11030,1143,15469
213011339,280,15,296,1847,444,38,2321,6938,503,9760
213011340,227,14,241,2335,1066,48,3450,10608,485,14543
213011569,143,11,157,2778,644,59,3479,9668,1191,14339
213011570,18,0,16,1977,251,38,2267,3616,337,6222
213021341,360,29,398,2417,598,63,3075,7565,534,11172
213021342,381,22,402,2954,849,62,3865,10808,779,15453
213021343,548,48,606,2470,469,47,2990,8256,786,12035
213021344,275,37,320,4204,641,74,4919,9162,633,14718
213021345,38,6,44,990,184,20,1187,2534,191,3907
213021346,274,27,303,2934,718,38,3695,8917,507,13118
213031347,217,80,296,2725,535,57,3317,11535,1226,16085
213031348,256,70,334,1970,439,29,2441,11551,1321,15318
213031349,106,8,114,1907,463,25,2389,7998,457,10841
213031350,136,5,147,1935,256,43,2231,4969,276,7482
213031351,145,25,169,2141,333,50,2521,6522,674,9714
213031352,274,21,293,3088,402,64,3555,8473,482,12506
213041353,398,28,431,4604,1325,133,6065,12583,919,19557
213041358,94,6,104,4090,996,130,5215,9439,1116,15765
213041359,20,4,22,3804,446,61,4307,5928,3000,13237
213041360,107,3,108,4399,621,69,5095,8957,568,14614
213041461,138,65,200,1045,238,13,1295,3028,272,4594
213041462,13,0,11,1551,206,24,1783,2601,152,4541
213041463,87,5,95,4060,723,71,4859,10199,762,15819
213041571,93,16,107,1879,446,48,2374,4476,425,7269
213041572,9,0,9,1918,231,42,2196,2702,372,5273
213041573,3,0,6,767,120,25,910,1155,74,2130
213041574,15,0,15,2418,289,42,2746,4247,324,7309
213041575,70,5,75,2972,673,44,3686,8813,510,13013
213041576,94,9,106,2073,583,66,2724,5824,524,9067
213041577,94,8,109,1085,385,23,1493,4253,656,6405
213041578,154,17,165,2954,589,81,3627,7427,1158,12210
213051361,169,19,185,2888,913,56,3859,10323,854,15032
213051362,158,8,167,2892,870,54,3818,10260,1035,15111
213051363,53,5,55,2101,318,45,2467,5915,776,9147
213051368,385,44,435,2865,698,71,3631,9078,925,13635
213051464,39,0,42,4705,615,76,5400,7783,838,14029
213051466,7,0,7,5728,512,70,6306,6068,585,12963
213051467,282,123,402,2863,787,78,3726,10360,1219,15302
213051468,105,8,111,4567,888,111,5566,10606,998,17168
213051579,47,0,46,2794,262,38,3092,3895,388,7380
213051580,75,0,81,3147,426,68,3643,6821,513,10978
213051581,75,4,73,2393,292,35,2714,4076,316,7111
213051582,4,0,7,2622,205,35,2859,3534,536,6935
213051583,70,3,78,6611,789,103,7505,11262,1460,20225
213051584,0,0,4,1842,160,18,2024,2621,414,5062
213051585,41,4,49,2423,323,25,2774,4711,511,7998
213051586,6,0,3,2064,177,30,2279,3258,1459,6993
213051587,11,0,11,2560,208,32,2799,3590,433,6814
213051588,32,3,39,4541,450,61,5050,6999,1122,13169
213051589,15,4,20,2061,264,39,2368,3717,517,6601
213051590,68,9,76,2730,590,68,3384,6300,519,10210
214011370,349,75,423,3918,969,105,4984,11857,920,17764
214011371,372,116,494,3573,1213,138,4918,13285,1572,19778
214011372,431,78,504,2896,902,125,3921,10665,1479,16066
214011373,593,159,758,3543,1140,106,4781,9677,745,15212
214011374,343,28,373,4675,1520,190,6386,12844,755,19988
214011375,325,61,385,2997,821,120,3939,9312,936,14187
214011376,70,11,83,2709,713,88,3506,6575,371,10450
214021377,376,69,451,1797,900,68,2768,7962,842,11569
214021378,141,26,169,760,474,26,1255,3543,434,5236
214021379,452,48,511,3676,1376,173,5226,13244,1275,19742
214021381,485,47,531,3692,1174,104,4969,9388,527,14888
214021382,545,66,618,3666,1243,112,5026,10359,644,16033
214021383,508,80,592,2546,1366,104,4015,11561,1485,17066
214021384,1132,224,1365,2884,1303,86,4272,13773,1679,19726
214021385,360,72,436,3154,1225,113,4492,10080,714,15286
214021591,615,123,744,2628,726,62,3417,8410,630,12454
214021592,417,178,596,1215,814,41,2068,6677,699,9442
215011386,267,33,303,964,479,46,1488,4633,1156,7276
215011387,56,3,62,481,150,21,655,1750,238,2644
215011388,519,59,589,2615,1001,135,3745,9261,815,13824
215011389,63,5,68,508,210,15,734,1956,189,2882
215011390,267,62,320,874,322,42,1239,4228,422,5883
215011391,107,30,130,400,173,24,590,2079,280,2948
215011392,171,80,251,1075,416,43,1536,4907,762,7203
215011393,84,12,97,363,123,13,504,1549,256,2311
215011394,228,66,297,787,350,36,1173,3833,497,5497
215021395,112,18,133,1257,390,42,1697,3963,489,6140
215021396,110,18,132,729,273,36,1043,2525,422,3987
215021398,93,15,106,499,164,18,681,2081,326,3096
215021399,133,16,153,923,314,36,1272,3257,468,4995
215021469,418,68,492,2369,832,120,3323,10162,1366,14852
215021470,446,63,507,2448,814,70,3330,9021,1000,13349
215031400,227,62,286,751,302,20,1072,3642,539,5247
215031401,169,26,193,809,393,36,1231,3958,508,5692
215031402,193,24,215,486,202,19,713,2320,276,3313
215031403,52,23,74,440,143,8,588,1991,477,3051
215031404,368,50,417,1659,621,66,2342,6036,661,9037
215031405,85,21,105,897,344,34,1268,3486,557,5305
216011406,412,116,540,2227,874,87,3194,8920,891,13008
216011407,338,71,412,1631,632,59,2317,6104,657,9081
216011408,53,11,55,608,210,17,837,2025,329,3195
216011409,148,26,171,481,199,18,698,2406,280,3391
216011410,86,16,103,457,241,19,716,2456,396,3569
216021411,236,26,259,772,282,29,1081,3933,416,5427
216021412,33,4,34,403,159,17,576,1556,215,2354
216021413,315,45,364,1735,754,72,2560,6899,929,10389
216021414,314,73,390,1130,437,39,1602,5201,503,7306
216031415,191,47,238,1073,412,38,1529,4613,766,6909
216031416,488,82,573,3192,947,96,4237,10525,1257,16016
216031418,36,3,42,654,273,22,945,2028,279,3254
216031419,169,30,196,1545,529,59,2134,5491,943,8562
216031593,170,12,185,1727,439,43,2215,4480,337,7032
216031594,370,44,413,2114,656,81,2851,9206,1189,13251
217011420,203,36,245,1098,508,54,1659,5290,638,7590
217011421,375,51,426,1473,526,54,2052,6036,516,8612
217011422,309,31,346,1467,614,49,2128,6722,618,9468
217011423,143,18,161,899,300,28,1221,3613,374,5206
217031471,118,14,131,433,190,14,628,2085,232,2951
217031472,435,58,502,1798,751,84,2635,7347,595,10580
217031473,62,10,77,872,317,28,1222,3081,332,4635
217031474,153,39,186,700,324,37,1059,3088,379,4527
217031475,169,29,198,1048,408,28,1485,3960,476,5919
217031476,68,19,81,477,207,14,708,2401,386,3491
217041477,111,14,128,1163,386,42,1587,3618,424,5625
217041478,206,40,245,1572,634,52,2258,5304,615,8171
217041479,428,89,525,3671,1347,144,5162,11950,1093,18199
217041480,462,85,549,1961,806,76,2834,7708,744,11285
297979799,0,0,0,0,0,0,0,12,27,38
299999499,17,17,29,695,281,39,1013,3668,3262,7946
301011001,195,57,253,2952,1057,103,4118,8670,556,13339
301011002,93,5,102,1381,481,34,1902,3982,217,6097
301011003,247,175,427,2584,996,90,3671,8140,673,12485
301011004,253,57,314,3120,1112,111,4339,9901,666,14908
301011005,50,0,54,689,198,39,923,2072,131,3129
301011006,163,46,215,2059,781,86,2927,6505,314,9742
301021007,486,207,699,2041,1035,78,3150,9780,827,13759
301021008,196,20,213,1061,431,42,1527,3646,154,5329
301021009,210,23,235,3364,1025,112,4505,9077,560,14145
301021011,55,4,54,1883,412,65,2359,3887,176,6421
301021012,233,88,324,3821,1011,141,4969,9573,586,15129
301021013,728,59,790,2155,874,79,3107,9235,484,12829
301021550,30,7,38,247,114,10,373,1265,210,1842
301021551,147,26,171,500,326,27,861,6207,723,7784
301031014,0,0,0,0,0,0,0,4,0,8
301031015,154,66,224,1386,451,44,1877,4247,340,6466
301031016,239,18,256,2370,599,77,3043,6047,333,9427
301031017,28,4,35,908,208,25,1141,2558,180,3876
301031018,107,5,119,1687,472,54,2211,4718,276,7206
301031019,44,5,50,2438,379,65,2887,3836,151,6871
301031020,297,65,364,2581,801,95,3476,7896,558,11927
301031021,341,73,412,2904,754,97,3755,8229,637,12615
302011022,103,4,104,1534,440,54,2029,3916,228,6170
302011023,186,18,210,2062,619,43,2717,5539,209,8474
302011024,450,51,510,1670,537,38,2242,5566,347,8157
302011025,191,10,203,1954,407,47,2414,5583,218,8212
302011026,85,0,89,1617,443,29,2095,4018,184,6298
302021027,454,121,577,2117,711,67,2894,7305,532,10729
302021028,350,167,522,1328,418,22,1770,7469,832,10073
302021029,161,7,172,1211,332,30,1574,3620,181,5376
302021030,167,11,180,865,212,23,1100,2437,107,3643
302021031,200,8,217,2733,467,74,3266,8105,455,11830
302021032,129,16,145,1126,215,25,1366,4006,358,5732
302021033,239,55,300,1241,369,36,1650,3946,279,5881
302021034,188,14,200,2236,414,59,2707,5173,237,8114
302031035,193,17,213,1581,495,43,2121,5435,324,7875
302031036,0,0,0,4,0,0,4,15,113,123
302031037,18,0,18,176,88,3,266,1549,108,1922
302031038,71,7,75,1353,270,34,1657,3841,242,5743
302031039,221,65,293,2130,467,50,2648,5706,350,8700
302031040,185,17,202,1796,424,48,2265,8794,615,11677
302041041,194,12,208,3321,993,99,4413,9047,479,13931
302041042,155,8,165,1935,534,80,2542,4896,300,7732
302041043,81,4,85,625,152,16,800,2183,166,3151
302041044,254,69,327,1152,346,32,1529,3895,288,5719
302041045,391,91,485,2611,615,50,3271,7641,529,11443
302041046,156,22,184,1413,363,39,1815,5320,612,7745
303011047,127,13,138,2709,491,51,3246,6004,250,9499
303011048,87,5,103,1352,232,24,1606,3781,245,5637
303011049,360,28,386,2196,517,45,2764,6607,323,9692
303011050,90,5,93,1106,290,20,1414,4085,263,5767
303011051,344,33,377,2905,1076,66,4044,9171,340,13561
303021052,106,5,118,1649,406,48,2101,7873,442,10412
303021053,353,42,405,2780,683,65,3529,11062,586,15176
303021054,48,0,51,704,169,21,893,3264,190,4340
303021055,106,19,128,1466,366,32,1868,6882,465,9220
303021056,200,24,218,1852,303,43,2198,4514,287,6994
303021057,102,43,146,1231,255,23,1510,3469,263,5247
303021058,113,22,142,744,218,11,975,6391,555,7918
303021059,255,17,278,1571,470,37,2083,6237,412,8731
303031060,214,12,236,2745,636,49,3435,8441,601,12472
303031061,87,4,92,810,246,19,1078,3815,290,5184
303031062,142,4,147,1733,458,48,2231,4563,229,7029
303031063,232,56,290,2952,619,66,3633,8606,740,12980
303031064,54,0,53,2685,467,48,3198,4917,252,8368
303031065,379,43,421,1533,369,40,1946,6829,592,9371
303031066,256,14,264,2319,555,47,2919,5879,229,9024
303041067,79,7,80,831,183,12,1032,3492,309,4833
303041068,146,13,166,1911,414,58,2376,6202,379,8955
303041069,120,10,133,691,222,15,928,2970,281,4185
303041070,177,13,194,1413,273,40,1733,4172,248,6145
303041071,193,14,208,2502,504,53,3060,5159,212,8435
303051072,114,8,116,1683,469,50,2205,4508,345,7053
303051073,153,63,212,4568,1106,75,5747,11340,850,17948
303051074,20,0,22,2480,411,51,2940,4388,262,7583
303051075,241,21,264,3395,747,81,4229,7737,387,12353
303051076,197,21,219,1342,376,42,1761,5351,680,7798
303061077,190,5,198,1713,438,42,2201,4484,263,6957
303061078,77,8,90,2468,610,56,3135,7740,572,11456
303061079,155,12,174,1252,447,32,1729,5540,411,7676
303061080,370,25,393,3115,926,83,4121,9821,855,14796
304011081,185,10,192,1418,479,42,1942,4126,167,6230
304011082,90,6,102,1313,386,35,1732,3829,160,5716
304011083,34,0,34,871,177,23,1079,2077,78,3240
304011084,322,8,331,1798,497,45,2343,5398,174,7915
304011085,54,0,52,801,300,25,1129,2407,63,3594
304021086,125,5,130,2303,478,49,2829,5149,201,8177
304021087,260,16,274,1310,404,22,1739,3764,168,5673
304021088,195,9,206,2251,606,37,2898,5420,159,8486
304021089,48,5,50,1008,202,18,1223,2053,79,3358
304021090,205,9,226,2136,497,52,2685,4499,172,7348
304021091,184,94,278,1036,265,28,1326,3049,252,4623
304031092,179,37,213,1669,363,32,2062,3829,196,6084
304031093,97,39,139,1024,268,35,1331,2775,188,4295
304031094,152,12,167,2402,518,21,2940,7733,386,11063
304031095,88,9,98,1161,291,25,1469,3656,167,5292
304031096,106,6,119,1398,357,10,1765,8569,572,10907
304031097,160,17,181,1338,299,21,1657,5882,282,7824
304041098,98,8,108,1554,266,24,1853,5144,483,7482
304041099,0,0,0,9,4,0,10,17,3,28
304041100,347,52,402,1243,355,36,1636,4135,287,6057
304041101,170,3,174,1833,365,49,2246,4574,256,7073
304041102,0,0,0,0,0,0,0,0,0,0
304041103,315,11,329,3639,960,97,4695,8523,266,13485
304041104,155,11,165,2670,534,88,3285,5457,177,8914
305011105,55,0,62,908,369,17,1293,10271,1090,12648
305011106,67,5,71,576,195,10,785,7572,747,9097
305011107,59,50,114,859,252,26,1143,4069,377,5586
305011108,175,4,180,731,473,20,1217,7325,628,9166
305011109,211,72,281,1327,539,38,1900,8553,838,11288
305011110,63,13,79,1244,380,19,1638,9891,1556,13084
305011111,24,8,32,622,138,4,770,4940,624,6331
305011112,106,10,119,2046,548,50,2637,9683,778,13101
305021113,39,3,41,940,181,18,1139,2341,143,3621
305021114,88,13,104,1387,355,31,1774,4014,305,6092
305021115,47,3,53,756,210,15,985,4091,353,5431
305021116,32,0,31,1025,187,21,1230,2776,123,4128
305021117,210,20,232,2603,475,64,3143,8023,633,11807
305021118,52,8,51,1398,283,37,1718,3629,189,5534
305031119,74,19,96,429,141,11,584,2979,280,3841
305031120,51,3,53,1192,220,23,1436,3832,181,5455
305031121,97,7,103,848,240,18,1109,3500,292,4901
305031122,163,18,185,1659,432,31,2119,6594,399,9110
305031123,61,3,70,1116,164,26,1302,2136,68,3512
305031124,167,12,177,764,309,18,1098,4593,388,6080
305031125,59,5,66,1034,211,25,1266,2527,143,3945
305031126,88,10,97,1360,276,43,1684,6620,498,8801
305031127,38,6,43,786,204,23,1009,3087,227,4326
305031128,163,17,178,1287,594,27,1912,13818,1261,16990
305031129,38,0,39,793,145,16,955,2229,101,3283
305031130,80,3,83,1197,202,30,1428,5105,345,6872
305031131,175,25,200,1703,362,36,2102,6832,454,9385
305041132,179,12,192,2834,643,71,3555,7005,296,10852
305041133,40,10,52,755,202,17,976,3817,195,4985
305041134,155,31,182,2264,417,64,2747,5002,281,8029
305041135,75,14,92,1825,453,51,2326,7695,447,10464
305041136,34,3,38,950,218,23,1195,3708,190,5095
305041137,112,8,119,1596,446,26,2063,8458,427,10950
306011138,41,3,48,1113,264,37,1420,2687,203,4308
306011139,148,14,160,1729,488,77,2291,6951,690,9929
306011140,27,0,27,672,179,36,889,1968,147,3005
306011141,123,89,214,2842,656,118,3606,6330,668,10608
306011142,136,24,153,2987,675,120,3780,8810,879,13467
306011143,65,9,81,809,291,38,1137,3619,483,5245
306021144,20,0,28,1530,405,82,2013,3725,455,6199
306021145,83,34,115,1053,341,26,1417,7286,2623,11325
306021146,190,34,230,1236,469,48,1753,4609,540,6910
306021147,66,62,133,1910,576,84,2571,5156,925,8655
306021148,99,35,143,1615,515,83,2212,4785,733,7726
306021149,171,22,199,1596,573,70,2244,5294,493,8032
306021150,0,0,0,0,0,0,0,0,0,0
306021151,84,3,89,734,238,33,1007,3246,669,4928
306021152,63,10,74,590,197,22,813,3049,501,4362
306021153,63,12,71,1563,464,69,2094,4335,370,6802
306021154,225,13,241,646,242,18,904,3894,835,5631
306021155,84,16,96,690,240,26,945,2459,429,3841
306021156,215,16,230,1308,369,82,1752,4667,453,6873
306021157,42,9,56,638,245,26,908,2604,672,4182
306031158,71,13,83,602,272,26,903,2450,437,3780
306031159,299,37,336,1164,404,49,1617,5101,782,7503
306031160,121,27,143,1095,375,35,1504,4330,772,6609
306031161,200,32,239,1371,447,49,1866,6386,980,9245
306031162,0,0,0,0,0,0,0,0,0,4
306031163,0,0,5,404,339,131,875,808,82,1757
306041164,95,17,107,883,305,38,1219,3629,607,5458
306041165,60,16,76,598,172,26,788,3460,708,4956
306051166,318,83,405,1455,591,80,2126,6529,980,9634
306051167,94,15,112,515,221,29,768,3160,695,4626
306051168,54,3,63,638,280,37,946,2542,487,3979
306051169,151,47,203,1243,525,39,1806,5006,722,7533
306051170,296,40,340,1499,515,72,2082,6552,1018,9654
307011171,51,21,74,608,206,44,854,2236,367,3455
307011172,107,32,143,1399,365,62,1830,4040,913,6782
307011173,127,12,137,1012,348,48,1402,2991,480,4869
307011174,86,10,97,616,154,22,794,2156,314,3261
307011175,55,18,73,584,165,30,774,2087,495,3360
307011176,69,49,120,1071,310,42,1423,3274,664,5365
307011177,99,13,109,918,301,48,1261,2896,583,4741
307011178,40,3,47,448,160,18,627,2153,402,3179
307021179,144,89,237,1191,475,48,1717,5081,812,7614
307021180,139,23,163,1103,460,56,1619,3945,542,6107
307021181,72,9,81,407,154,25,589,1840,286,2707
307021182,206,13,224,820,321,52,1196,2994,421,4608
307021183,317,33,356,2683,808,152,3647,8488,1131,13263
307031184,103,14,121,726,237,36,998,2812,333,4148
307031185,99,14,115,523,249,15,781,2594,311,3687
307031186,107,7,115,614,249,22,890,2886,387,4162
307031187,213,19,236,626,266,21,907,3216,360,4478
307031188,62,11,78,812,293,31,1141,3526,526,5188
307031189,394,72,465,2088,808,113,3006,8655,973,12634
308011190,17,4,16,1229,325,48,1606,2960,863,5430
308011191,76,17,93,1159,324,54,1540,3587,925,6047
308011192,50,31,79,2719,637,144,3501,5944,1081,10530
308031205,126,23,147,962,387,68,1425,3609,595,5626
308031206,19,0,20,267,144,10,413,948,231,1593
308031207,121,31,158,777,351,29,1148,3178,445,4775
308031208,168,18,188,1503,624,98,2227,4542,466,7228
308031209,26,3,29,805,300,41,1148,2125,1042,4305
308031210,89,34,126,2327,707,140,3174,5265,732,9167
308031211,72,6,74,704,271,52,1016,2543,320,3886
308031212,54,9,65,256,130,16,397,1748,397,2544
308031213,170,20,191,1783,724,98,2609,5347,570,8524
308031214,141,21,166,743,298,53,1094,2799,346,4236
308031215,132,67,205,1243,402,51,1700,3577,567,5837
308031216,147,21,175,845,305,45,1187,3338,349,4879
308031217,62,8,71,359,181,21,564,1957,329,2850
308031218,34,9,43,494,231,31,755,1840,292,2882
308031219,43,10,51,651,296,28,971,2269,520,3762
308031220,21,6,30,438,182,27,646,1444,365,2455
308031221,0,0,0,3,6,0,5,12,3,18
308031222,255,53,306,1140,399,48,1589,4387,517,6492
308031223,437,41,480,3096,1178,165,4439,10768,1300,16510
308041528,122,19,147,1389,370,49,1820,4195,958,6973
308041529,86,35,120,906,276,29,1216,2622,649,4485
308051530,53,12,67,764,240,32,1035,4010,762,5806
308051531,72,21,91,1878,538,95,2512,4840,475,7826
308051532,4,0,4,0,0,0,6,27,0,30
308051533,168,11,182,2746,741,141,3631,6386,597,10616
308051534,79,4,89,823,269,40,1131,3430,616,5172
308051535,76,20,94,2098,657,105,2868,5125,780,8768
308051536,19,0,22,632,218,34,877,1728,162,2770
308051537,0,0,0,0,0,0,0,0,0,0
308051538,30,26,59,1211,315,36,1562,2963,366,4889
308051539,70,9,77,675,263,41,983,2733,272,3984
309011224,180,19,204,1268,343,27,1633,4888,400,6927
309011225,173,104,277,1132,500,26,1651,5575,899,8125
309011226,435,25,468,2647,686,86,3417,7748,527,11687
309011227,262,29,294,1345,560,29,1927,9449,1394,12770
309011228,257,23,288,2180,543,65,2792,7519,623,10933
309011229,97,8,110,1182,318,24,1523,4420,433,6380
309021230,202,70,274,628,319,18,963,4451,542,5958
309021231,206,96,307,2011,671,64,2744,6759,840,10344
309021232,205,115,323,1758,477,46,2285,5145,483,7908
309021233,328,25,358,2274,645,65,2989,6656,509,10157
309021234,308,32,335,2572,849,70,3493,9386,862,13741
309031235,225,23,245,1918,509,44,2471,6348,440,9260
309031236,227,42,268,1242,429,28,1702,6393,710,8809
309031237,397,36,441,1355,471,39,1862,6491,526,8879
309031238,497,71,573,2270,754,72,3093,11962,1253,16310
309031239,212,20,233,1237,553,45,1833,6250,658,8747
309031240,382,35,423,1095,472,35,1606,6162,461,8227
309041241,28,0,32,694,249,16,964,2400,326,3687
309041242,227,26,262,2497,807,73,3372,8727,853,12950
309051243,127,34,160,1397,437,47,1886,3835,388,6110
309051244,238,23,265,4059,978,117,5159,9337,687,15178
309051245,60,9,63,1904,371,34,2306,4149,314,6767
309061246,190,32,228,2160,655,64,2890,7562,523,10968
309061247,160,19,185,1471,465,42,1980,4525,356,6860
309061248,444,66,512,3663,1046,124,4835,11427,1022,17283
309061249,78,4,81,3785,861,143,4791,8696,612,14107
309061250,114,94,207,1472,464,56,1995,4393,521,6907
309071251,36,9,47,4040,829,150,5017,8836,1203,15057
309071252,355,73,433,3370,919,109,4401,10263,825,15487
309071253,291,82,375,1961,670,46,2679,9171,925,12774
309071254,38,4,36,785,279,28,1090,2516,179,3791
309071256,105,7,112,3712,918,134,4756,8565,577,13899
309071552,87,7,95,2391,419,90,2896,4461,473,7830
309071553,66,3,69,2434,659,93,3180,5523,388,9094
309071554,97,5,104,2156,432,49,2633,4355,403,7387
309071555,3,0,3,2345,397,80,2818,3838,701,7355
309071556,56,4,60,2626,544,89,3261,4918,384,8559
309071557,82,90,172,4164,957,176,5301,8935,980,15209
309071558,16,0,16,1469,327,51,1860,3057,335,5251
309081259,202,26,236,641,206,16,858,2708,208,3787
309081260,132,109,244,1307,297,31,1636,3766,456,5852
309081262,154,154,309,3016,676,60,3756,8880,951,13596
309081559,322,39,366,2897,794,84,3775,9574,574,13917
309081560,210,78,290,1326,386,39,1752,5299,468,7519
309091263,295,208,501,2001,593,49,2642,6726,995,10361
309091264,55,3,56,1124,254,37,1416,3485,328,5237
309091265,112,10,119,1361,407,34,1801,5151,433,7382
309091540,519,83,598,1709,500,49,2253,12272,1636,16162
309091541,450,103,559,2286,676,54,3025,12124,1283,16432
309101267,160,48,206,1781,459,52,2290,5272,495,8058
309101268,69,3,75,870,217,28,1110,2664,251,4027
309101269,78,15,94,281,192,3,485,2823,459,3767
309101561,212,27,243,908,416,22,1339,8617,1447,11401
309101562,182,43,230,1258,421,25,1705,9295,1954,12950
310011271,46,3,48,826,177,33,1035,2521,220,3784
310011272,311,45,359,1202,335,27,1565,4752,416,6732
310011274,226,22,251,2779,695,82,3556,10232,1394,15184
310011275,184,8,187,1650,337,50,2043,4507,294,6843
310011276,23,3,28,372,114,16,503,1540,3560,5594
310011563,43,0,39,1653,362,47,2062,4052,380,6491
310011564,241,19,269,4045,1155,106,5306,11954,679,17939
310021277,281,49,335,1803,695,55,2557,7090,844,10493
310021278,95,9,109,550,219,21,792,3319,280,4389
310021279,0,0,0,0,0,0,0,0,0,0
310021280,251,78,328,3298,994,159,4452,11200,1447,17099
310021281,110,34,145,2275,765,110,3146,7327,776,11245
310021282,112,58,169,1960,761,87,2810,6872,2040,11718
310031283,206,24,233,1939,638,117,2689,6185,624,9495
310031284,127,10,134,1427,501,83,2008,4936,556,7503
310031285,53,6,57,1250,412,55,1712,3368,238,5320
310031286,131,59,196,970,361,44,1377,3715,497,5589
310031287,415,107,530,2719,924,129,3773,9854,1048,14673
310031288,31,0,34,846,278,37,1158,2401,108,3663
310031289,47,3,47,1352,395,46,1799,3180,173,5153
310031290,44,5,50,1218,303,40,1562,3168,113,4843
310031291,70,8,80,1305,440,80,1824,4047,447,6325
310031292,166,11,177,943,289,32,1265,3679,348,5300
310031293,255,67,323,2658,873,139,3673,7568,604,11846
310031294,13,0,17,2969,501,108,3579,5280,431,9297
310031295,91,10,95,343,133,11,485,1619,301,2401
310041297,64,0,69,1527,555,58,2142,4884,378,7406
310041298,0,0,0,0,0,0,0,3,0,8
310041299,72,19,88,2156,586,103,2846,5318,518,8685
310041300,86,14,100,1546,522,56,2122,5230,829,8184
310041301,0,0,3,0,0,0,0,0,0,3
310041302,86,7,96,4437,1128,207,5772,10191,1322,17281
310041303,31,0,31,1557,377,42,1976,3304,203,5488
310041304,52,0,56,5743,877,171,6794,9450,731,16974
310041565,11,0,12,2267,394,81,2748,3561,249,6552
310041566,30,0,35,1854,479,67,2396,3929,446,6773
311011305,285,83,369,2009,632,100,2734,8070,1181,11994
311021306,93,7,110,1091,412,57,1555,4590,841,6987
311021307,225,28,255,1816,571,124,2511,7172,1107,10793
311021308,97,13,109,1811,410,81,2300,4558,445,7297
311021309,182,11,190,926,318,44,1294,3107,277,4682
311021310,57,5,65,1712,534,73,2319,4370,317,7011
311031311,290,39,336,3198,898,145,4243,9561,1176,14976
311031312,89,4,96,1434,397,46,1876,3729,573,6171
311031313,63,6,70,1518,451,57,2022,4214,583,6817
