SA2_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
307011176,41,40,21,12,22,4,0,140,12,14,4,4,9,0,0,42,19,12,3,5,3,0,0,52,280,276,157,103,96,8,0,921,3,0,0,0,0,0,0,0,359,342,190,125,126,17,0,1153,0,0,0,9,5,0,0,13,3,7,0,0,0,0,0,10,0,4,0,0,0,0,0,6,59,111,47,51,38,3,0,306,0,0,3,0,0,0,0,7,63,119,57,51,40,6,0,341,423,458,243,175,170,23,0,1495
307011177,0,7,0,0,0,0,0,10,16,9,4,0,0,0,0,28,18,22,6,0,4,0,0,42,265,308,194,92,99,12,0,966,0,3,5,0,0,0,0,7,297,343,206,97,106,15,5,1057,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,5,5,0,0,3,0,0,6,31,53,34,20,21,0,0,164,0,0,0,0,0,0,0,0,34,60,36,23,28,0,0,177,332,398,241,112,132,11,4,1237
307011178,3,4,4,6,0,0,0,15,4,7,11,3,0,0,0,29,13,15,0,0,7,0,0,37,112,121,72,25,39,0,0,370,0,0,0,0,0,0,0,0,124,144,87,35,53,6,3,453,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,38,56,36,26,13,3,0,179,4,3,4,0,0,0,0,11,44,60,44,25,20,3,0,194,175,210,129,58,70,4,4,646
307021179,0,6,6,4,8,0,0,28,6,11,13,9,4,0,0,50,15,22,5,3,5,0,0,55,303,319,240,147,171,22,10,1204,4,0,0,0,0,0,0,6,327,360,266,167,188,22,11,1345,0,5,0,6,0,0,0,8,5,5,0,0,0,0,0,18,0,6,0,0,6,0,0,17,59,98,56,50,58,4,0,327,0,10,6,0,0,0,0,15,66,120,66,56,59,6,0,381,390,482,340,225,250,23,13,1722
307021180,14,31,20,10,12,9,3,101,7,3,10,9,4,0,0,32,19,10,4,4,3,0,3,44,243,291,218,134,162,23,3,1083,3,0,3,0,0,0,0,3,285,342,253,162,186,31,8,1272,0,3,0,0,0,0,0,6,3,3,0,0,3,0,0,15,4,7,9,0,0,0,0,11,100,119,64,49,53,4,0,392,9,5,0,5,3,0,0,17,119,135,74,55,61,4,0,445,407,477,327,213,244,37,9,1711
307021181,10,17,9,0,9,5,0,47,7,0,0,0,0,0,0,12,6,4,3,0,0,0,0,13,91,96,73,44,61,6,0,365,0,0,0,0,0,0,0,0,110,120,90,46,70,3,0,443,0,9,5,0,0,0,0,17,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,5,19,29,13,10,18,3,0,91,0,0,0,0,0,0,0,0,23,30,18,15,18,6,0,112,133,152,109,61,90,13,0,556
307021182,15,12,6,3,3,4,0,55,6,7,11,0,3,3,0,31,9,3,6,0,6,0,0,26,245,255,155,104,126,21,5,913,3,0,0,0,0,0,0,3,276,282,178,111,137,27,6,1024,0,5,0,0,0,0,0,9,0,3,0,3,0,0,0,7,0,4,3,0,3,0,0,17,59,54,39,29,25,3,0,215,0,5,4,0,0,0,0,11,58,69,46,40,38,0,0,262,341,351,231,151,177,27,6,1290
307021183,43,56,33,31,26,10,0,197,33,30,14,12,19,0,0,108,47,42,30,18,13,0,0,143,683,740,490,302,338,31,7,2591,0,6,0,0,0,0,0,14,812,873,568,358,392,37,11,3054,3,11,9,6,10,0,0,39,5,10,8,4,8,0,0,34,0,7,4,0,6,0,0,25,189,280,180,105,94,6,6,859,3,4,0,3,0,0,0,19,205,321,201,123,112,11,6,973,1014,1196,772,480,506,48,16,4030
307031184,3,9,4,0,4,0,0,15,5,7,6,3,3,0,0,24,4,17,10,3,9,0,0,42,211,224,132,95,98,14,4,777,0,0,0,0,0,0,0,3,223,252,153,108,115,14,4,866,0,0,0,0,0,0,0,7,0,3,3,3,3,0,0,16,0,0,0,3,0,0,0,5,27,44,33,27,16,6,0,151,0,3,6,0,0,0,0,7,27,54,47,36,26,9,0,186,250,299,193,139,136,16,3,1050
307031185,5,7,0,3,0,0,0,18,5,9,7,3,9,0,0,30,12,10,12,3,0,0,0,35,125,130,121,76,97,9,3,554,0,0,0,0,0,0,0,0,142,153,140,86,108,6,0,638,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,7,16,28,17,15,18,3,0,103,0,0,0,0,0,0,0,0,18,42,18,20,20,3,0,123,153,196,156,106,128,13,6,757
307031186,9,6,5,0,5,0,0,25,7,9,3,4,4,0,0,30,7,9,6,3,0,3,0,26,125,161,121,80,109,18,0,610,3,0,0,0,0,0,0,9,147,191,136,88,119,21,0,700,0,0,0,0,0,0,0,3,4,6,3,0,4,0,0,16,0,6,3,5,0,0,0,12,32,63,43,26,30,0,0,197,0,0,0,0,0,0,0,6,40,73,51,30,36,7,0,237,192,263,189,115,155,20,0,934
307031187,7,14,9,0,3,0,0,32,3,6,6,8,9,0,0,36,12,0,6,5,5,0,0,38,113,153,113,71,82,8,0,549,9,0,0,0,0,0,0,7,146,173,142,94,98,8,3,659,6,4,3,0,0,0,0,10,0,4,3,0,10,0,0,21,0,5,4,4,8,0,0,21,26,54,51,28,26,0,0,188,0,0,3,0,0,0,0,4,34,70,65,31,37,0,0,236,181,248,203,126,140,8,3,902
307031188,3,5,6,4,6,0,0,20,15,20,5,5,5,0,0,46,16,9,14,8,9,3,0,57,163,226,152,114,123,8,4,790,0,0,0,0,0,0,0,5,202,254,182,128,144,9,7,918,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,16,0,5,0,0,0,0,0,8,21,57,32,26,21,0,0,160,5,4,3,0,0,0,0,15,31,59,44,30,22,4,0,190,232,315,221,161,168,15,6,1114
307031189,42,42,19,7,16,8,0,127,28,38,23,12,14,0,0,108,28,40,22,12,8,4,0,115,478,527,307,215,254,32,3,1820,0,3,0,4,0,0,0,7,575,637,367,253,293,40,5,2172,5,0,5,0,3,0,0,11,8,21,8,13,12,0,0,61,6,12,7,3,5,0,0,26,181,228,171,117,109,17,0,821,11,11,5,0,0,0,0,35,212,266,198,134,128,17,4,962,787,903,565,390,424,50,8,3135
308011190,20,33,14,12,6,0,0,90,13,8,8,0,10,0,0,38,23,11,4,3,5,0,0,41,320,323,182,96,98,10,0,1037,4,0,0,0,0,0,0,3,378,385,209,113,127,10,0,1214,3,0,3,7,7,0,0,19,0,6,6,5,0,0,0,15,0,7,4,0,4,0,0,13,134,141,84,45,59,5,0,471,3,3,8,4,0,0,0,20,148,158,97,57,69,9,0,533,520,541,309,172,197,8,0,1750
308011191,7,11,9,13,4,0,0,52,11,19,5,8,4,0,0,36,14,22,12,7,4,0,0,53,323,371,216,117,104,3,0,1140,0,6,5,0,0,0,0,9,364,420,242,140,120,3,0,1294,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,10,0,0,0,3,0,0,0,4,35,50,39,22,16,0,0,165,5,5,0,5,0,0,0,6,47,56,41,24,20,0,0,197,406,480,290,167,136,3,0,1484
308011192,93,116,73,49,55,11,0,397,66,54,26,10,23,0,0,184,63,65,22,18,20,0,0,190,626,756,436,254,283,21,3,2373,4,4,0,0,0,0,0,9,848,994,565,326,380,32,3,3153,3,17,20,11,4,0,0,55,10,18,13,9,3,0,0,54,5,12,11,0,7,0,0,35,109,138,101,79,64,7,3,492,10,4,6,0,0,0,0,15,141,189,147,95,78,4,3,657,990,1181,713,423,457,39,6,3808
308031205,8,20,14,9,13,10,0,72,13,14,9,6,5,0,0,52,13,26,13,0,3,0,0,50,220,247,127,72,86,13,5,776,0,0,0,0,0,0,0,0,251,303,162,91,122,20,5,952,0,0,0,0,5,0,0,9,7,3,9,6,0,0,0,29,4,0,0,3,5,0,0,17,123,134,88,60,61,4,3,468,8,5,4,3,0,0,0,17,139,148,105,75,76,4,3,538,395,449,260,162,188,27,8,1492
308031206,0,3,3,3,3,0,0,9,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,7,61,94,53,26,46,5,4,291,0,4,0,0,0,0,0,3,70,102,61,36,48,5,4,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,12,13,7,7,0,0,55,0,0,0,0,0,0,0,0,14,13,13,8,11,0,0,66,89,115,76,43,65,4,4,382
308031207,4,3,7,8,4,0,0,39,15,13,3,3,7,0,0,44,16,14,8,6,8,4,0,51,163,185,133,88,61,7,0,630,0,0,4,0,0,0,0,7,199,211,159,103,84,9,0,771,0,0,0,0,0,0,0,5,7,8,3,6,6,0,0,28,5,12,0,3,0,0,0,16,43,71,43,34,34,5,0,237,5,8,0,0,0,0,0,9,61,90,57,46,38,6,0,297,255,307,214,148,125,21,3,1070
308031208,46,47,27,26,28,3,0,176,22,34,15,8,4,0,0,88,25,23,10,10,10,0,0,72,375,344,217,122,140,16,16,1239,0,0,0,0,0,0,0,4,469,450,274,162,184,25,18,1580,0,0,7,4,6,0,0,15,3,10,3,5,5,0,0,26,0,6,3,9,4,0,0,23,91,107,74,45,64,14,5,390,0,5,3,0,0,0,0,7,98,124,90,59,75,9,4,461,564,577,361,220,260,34,22,2039
308031209,0,3,10,4,8,0,0,27,12,10,7,0,5,0,0,38,16,11,6,3,6,5,0,39,183,222,168,118,139,25,13,876,0,3,0,0,0,0,0,3,218,245,192,130,157,26,21,977,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,5,0,0,3,0,0,3,0,9,16,29,25,12,20,4,0,104,0,0,0,0,0,0,0,0,16,31,30,16,26,9,0,122,231,272,223,141,185,38,21,1103
308031210,51,65,42,11,23,5,0,191,26,23,12,14,18,4,0,103,37,23,20,12,9,0,0,107,588,619,345,211,208,29,5,2018,3,8,0,0,0,0,0,17,701,743,427,245,265,44,8,2431,0,4,8,5,0,0,0,16,17,13,9,5,4,0,0,51,15,7,5,0,3,0,0,32,209,273,160,122,99,13,0,879,8,3,8,0,0,0,0,23,248,300,189,135,106,16,0,1000,945,1043,615,384,373,53,11,3429
308031211,34,20,11,5,16,9,0,98,11,6,6,3,9,0,0,39,7,17,7,4,7,0,0,42,161,184,97,69,63,9,3,585,0,0,0,0,0,0,0,0,211,232,122,88,91,23,7,767,8,0,0,0,0,0,0,9,8,6,5,5,3,0,0,21,3,7,3,0,0,0,0,18,53,80,52,28,33,5,0,258,0,0,0,0,0,0,0,4,65,91,64,37,36,4,0,309,271,324,188,120,125,29,8,1073
308031212,5,4,0,0,0,0,0,6,0,4,4,0,0,0,0,13,4,0,3,3,0,0,0,13,39,63,35,24,30,4,0,194,0,0,0,0,0,0,0,0,44,74,46,30,31,4,0,220,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,30,32,32,23,12,3,0,130,0,0,0,3,0,0,0,7,27,31,38,24,13,6,0,144,74,104,80,54,47,5,0,370
308031213,117,138,84,49,68,25,8,481,11,21,7,16,7,0,0,60,20,20,4,5,4,4,0,55,334,369,249,162,175,43,12,1345,0,5,0,0,0,0,0,7,481,555,339,228,254,70,22,1953,4,9,0,3,7,3,3,31,5,8,5,3,0,0,0,24,0,7,4,0,9,0,0,14,85,145,90,58,73,13,0,466,0,8,0,0,0,0,0,13,101,171,102,64,93,11,4,553,580,731,441,298,352,84,26,2507
308031214,17,10,6,3,13,0,0,54,0,9,8,7,0,0,0,20,6,10,8,4,7,0,0,35,202,188,118,77,76,6,0,664,0,0,0,0,0,0,0,3,232,218,138,89,94,7,0,773,5,3,0,0,0,0,0,6,6,6,3,0,4,0,0,15,4,0,0,4,0,0,0,7,54,97,59,35,35,6,0,276,6,0,0,0,0,0,0,7,67,101,62,37,42,3,0,318,300,320,200,129,128,12,0,1089
308031215,31,39,20,20,17,6,7,152,13,12,8,3,4,0,0,39,11,23,8,3,4,0,0,48,314,294,173,144,134,28,7,1087,0,0,0,0,0,0,0,5,369,364,213,172,163,30,14,1328,5,0,0,0,9,5,0,12,10,0,6,0,0,0,0,29,0,3,5,0,8,0,0,20,89,117,80,52,55,8,0,413,0,0,0,0,3,0,0,3,106,133,92,60,73,17,0,484,482,495,302,232,236,46,16,1813
308031216,24,17,14,3,5,3,0,69,7,13,9,6,9,0,0,47,12,9,6,0,0,0,0,28,196,177,91,62,89,19,0,633,0,4,0,0,0,0,0,3,246,220,118,71,104,24,0,783,0,0,0,0,4,0,0,3,5,4,3,6,0,0,0,22,3,3,3,0,0,0,0,14,72,90,66,45,48,5,4,325,3,9,0,0,0,0,0,11,79,109,81,50,56,5,4,377,322,323,197,129,159,32,8,1162
308031217,5,12,0,0,3,4,0,22,6,0,0,6,5,0,0,7,0,0,0,0,5,0,0,8,62,80,35,17,24,3,4,229,0,0,0,0,0,0,0,5,70,95,41,18,30,5,3,273,0,0,0,0,0,0,0,8,3,0,6,5,3,0,0,8,3,0,0,0,3,0,0,9,76,63,38,22,25,0,0,222,0,3,3,0,0,0,0,4,84,70,48,25,34,0,0,255,149,169,88,49,65,5,3,527
308031218,0,4,7,0,3,0,0,23,6,4,4,6,0,0,0,22,4,16,8,5,3,0,0,43,135,162,91,57,66,13,4,513,0,0,0,0,0,0,0,0,148,186,112,64,77,13,4,599,0,4,0,0,0,0,0,10,0,0,3,0,4,0,0,9,0,0,0,5,0,0,0,8,8,18,9,10,15,0,0,63,0,0,6,0,0,0,0,4,14,18,20,15,27,0,0,92,165,204,128,83,100,12,4,691
308031219,0,6,0,4,0,0,0,16,10,5,6,0,10,0,0,31,11,8,9,5,5,0,0,34,140,210,111,80,106,15,6,669,0,4,0,0,0,0,0,4,162,234,124,89,118,15,6,753,0,3,0,0,0,0,0,4,5,3,0,0,3,0,0,13,0,4,0,6,4,0,0,9,19,22,16,17,19,0,0,91,6,0,0,0,0,0,0,5,31,27,18,25,17,0,0,119,189,266,140,113,139,15,6,871
308031220,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,4,4,5,3,0,0,13,116,143,71,53,61,4,6,461,0,0,0,0,0,0,0,0,120,147,72,58,67,8,6,487,0,0,0,0,0,0,0,0,6,0,0,5,5,0,0,11,0,0,0,0,0,0,0,0,18,21,4,3,9,0,0,58,0,0,0,0,0,0,0,0,17,22,10,12,14,0,0,78,144,170,84,69,81,7,6,564
308031221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
308031222,35,60,40,19,20,3,0,176,17,17,14,15,6,0,0,62,26,18,15,8,13,0,0,77,199,188,141,112,147,23,14,830,0,0,0,0,0,0,0,3,276,280,205,148,185,35,16,1159,0,0,0,4,5,0,0,18,3,3,0,0,4,0,0,13,4,0,7,3,5,0,0,13,55,79,56,38,41,3,5,272,0,0,0,0,5,0,0,8,59,83,63,48,59,8,5,326,341,363,273,198,248,39,20,1482
308031223,44,56,60,24,48,11,3,250,60,62,42,28,28,3,4,224,74,84,47,33,21,3,0,267,649,711,474,288,351,61,18,2549,0,6,0,0,0,0,0,8,828,914,619,375,452,79,26,3299,3,9,7,7,4,0,4,41,17,10,4,7,12,0,0,60,7,11,14,10,15,0,0,59,129,199,130,99,122,22,3,699,3,0,0,0,3,0,0,9,156,238,156,132,159,21,5,863,985,1153,778,507,610,101,34,4167
308041528,12,11,6,0,0,0,0,29,10,13,4,0,14,0,0,42,25,25,8,3,6,0,0,73,409,481,258,150,134,13,0,1436,0,3,3,0,0,0,0,10,453,534,273,159,156,15,0,1580,0,0,0,0,0,0,0,0,6,9,8,5,0,0,0,17,0,8,0,0,0,0,0,8,60,69,48,24,30,6,0,234,4,0,0,0,0,0,0,4,67,76,57,28,28,6,0,265,518,611,330,190,186,17,0,1849
308041529,41,48,27,10,13,0,0,143,13,19,8,0,8,0,0,42,19,11,3,4,3,0,0,43,217,205,160,84,76,11,6,758,11,0,0,0,0,0,0,6,297,283,201,100,103,13,6,996,0,0,4,3,3,0,0,15,0,8,0,0,0,0,0,8,0,6,3,3,0,0,0,9,26,47,41,26,30,0,0,177,0,5,3,0,0,0,0,7,33,58,54,34,32,0,0,212,326,339,253,132,135,12,6,1206
308051530,4,11,7,3,0,0,0,33,11,8,5,9,3,0,0,45,21,30,13,11,0,0,0,76,137,174,129,81,82,11,3,611,8,3,4,0,0,0,0,21,180,228,165,105,96,11,3,791,0,0,0,4,3,0,0,5,0,4,0,0,0,0,0,9,6,4,3,3,8,0,0,26,37,41,36,28,23,0,0,169,0,6,0,3,3,0,0,14,44,58,50,38,37,3,0,224,223,288,206,143,131,9,4,1014
308051531,22,50,42,32,42,3,0,199,30,43,32,22,16,3,0,149,46,56,32,22,23,3,0,182,396,435,278,172,236,28,3,1562,0,4,6,0,0,0,0,12,494,594,387,252,322,41,10,2100,3,3,8,3,3,0,0,20,10,16,5,3,5,0,0,39,0,0,5,4,3,4,0,21,82,123,67,60,63,8,0,401,3,3,7,0,0,0,0,11,93,145,89,72,79,17,0,500,593,735,478,323,402,56,10,2591
308051532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051533,109,156,116,52,80,16,4,532,68,56,37,28,19,0,0,208,54,48,18,20,22,0,0,165,614,600,338,239,283,26,4,2098,3,0,10,3,0,0,0,16,841,862,515,347,404,43,10,3022,5,9,7,16,8,0,0,41,11,19,17,10,12,0,0,68,6,13,14,5,8,0,0,47,171,226,136,88,92,12,0,728,9,6,0,0,0,0,0,19,203,281,172,117,112,16,4,904,1045,1141,683,462,516,63,11,3924
308051534,41,40,28,20,24,4,0,153,7,5,0,9,11,0,0,33,16,16,10,0,9,3,0,49,152,143,75,50,53,12,3,485,0,0,0,0,0,0,0,0,220,207,113,78,90,20,7,729,3,0,5,3,4,0,0,18,4,4,6,3,0,5,0,24,3,7,0,0,0,0,0,22,63,66,47,37,47,3,0,267,0,0,0,0,5,0,0,5,78,84,66,50,54,8,7,335,294,293,172,130,143,25,10,1063
308051535,19,23,29,13,17,4,0,105,21,26,18,15,21,3,0,105,43,28,23,8,6,0,0,108,537,677,431,242,264,17,8,2177,4,10,5,4,0,0,0,17,622,760,501,289,308,29,12,2515,3,5,7,7,6,0,0,24,11,7,0,4,7,0,0,33,3,6,5,6,3,0,0,17,93,127,77,64,45,13,0,418,0,3,5,4,0,0,0,10,111,145,91,83,57,11,0,503,736,900,594,372,365,43,15,3016
308051536,7,22,12,6,18,0,0,69,3,9,0,0,4,0,0,23,15,18,7,6,8,0,0,49,134,127,67,54,85,11,0,477,0,0,0,0,0,0,0,0,159,172,96,68,110,10,3,627,0,0,5,0,4,0,0,3,3,4,0,3,4,0,0,15,0,5,4,3,3,0,0,7,49,79,37,37,34,0,3,236,0,0,0,0,0,0,0,0,57,84,40,44,38,0,3,269,215,258,135,110,149,10,6,894
308051537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051538,35,31,22,10,25,8,0,126,21,16,15,12,11,0,0,75,29,29,19,4,10,0,0,98,254,261,140,117,127,13,3,918,5,0,4,0,0,0,0,6,342,337,196,143,173,17,5,1226,0,8,8,4,3,0,0,18,4,14,3,7,4,0,0,33,8,3,3,0,0,0,0,16,79,90,58,43,42,3,0,324,3,4,0,3,0,0,0,16,101,117,75,60,49,5,3,400,442,453,265,202,222,25,8,1622
308051539,21,29,16,15,14,5,0,105,5,11,4,3,4,0,0,25,15,17,8,5,10,0,0,62,119,130,73,48,59,8,3,433,0,0,6,0,0,0,0,4,164,187,110,71,84,10,4,620,0,8,5,7,0,0,0,17,3,6,3,0,4,0,0,13,0,6,5,5,0,0,0,21,68,62,36,41,35,4,0,246,4,0,5,0,0,0,0,6,78,88,50,57,39,4,0,312,236,268,157,129,120,13,4,930
309011224,50,64,44,31,47,20,10,264,42,27,15,18,22,9,4,138,52,64,29,32,34,13,4,233,150,189,125,90,107,52,12,732,0,0,0,0,0,0,0,7,300,346,229,166,204,98,29,1370,5,0,10,10,14,10,0,56,0,4,3,4,3,0,0,23,5,5,6,0,4,0,0,25,13,20,17,20,25,7,8,115,0,0,0,0,0,0,0,0,27,35,44,38,52,20,9,218,325,381,264,206,254,115,37,1589
309011225,27,28,15,9,12,9,0,100,43,39,21,7,17,7,7,139,42,32,25,14,21,0,11,141,161,144,88,66,79,30,10,582,0,0,0,0,0,0,0,0,280,238,149,102,133,51,21,963,0,0,0,3,3,0,0,10,12,7,5,7,10,4,4,47,10,8,10,0,8,0,0,40,20,43,24,33,24,12,8,162,0,4,0,0,0,0,0,6,38,70,38,42,43,23,14,264,318,305,187,142,175,69,33,1225
309011226,107,137,74,34,66,23,11,443,90,104,63,36,46,9,0,351,81,117,57,41,38,17,0,345,419,441,273,159,186,72,20,1568,5,0,0,0,0,0,0,9,693,797,460,271,331,119,37,2715,5,12,8,8,11,9,0,59,15,29,16,10,16,6,4,99,3,11,16,10,7,3,3,56,41,79,58,46,67,19,8,325,0,0,0,0,0,0,0,0,69,133,107,76,105,37,18,532,759,934,565,343,436,159,57,3252
309011227,87,76,27,14,15,7,0,225,57,30,8,8,13,3,0,122,63,50,26,12,28,16,8,195,135,95,80,52,63,34,13,468,3,5,0,0,0,0,0,3,341,248,135,82,122,57,26,1018,8,23,13,7,12,5,5,77,8,17,6,7,7,0,0,54,9,16,10,8,7,5,0,62,32,57,27,22,41,11,4,197,0,0,0,0,0,0,0,0,58,116,67,41,73,21,12,391,404,362,200,125,192,80,41,1409
309011228,116,124,81,48,61,22,13,464,89,75,46,34,38,16,4,305,95,94,45,27,32,13,0,300,302,336,164,115,154,62,14,1156,0,0,0,0,0,0,0,4,595,631,340,221,286,119,42,2234,8,19,14,12,21,8,0,90,9,21,10,12,14,7,0,77,3,10,9,12,9,4,0,59,40,64,58,42,50,29,9,284,0,3,3,0,0,0,0,12,67,118,96,74,103,43,8,514,664,752,433,296,387,161,48,2745
309011229,39,28,17,13,12,3,0,118,59,50,21,13,8,0,0,151,63,35,16,10,7,0,0,133,210,146,99,60,86,33,8,628,0,0,0,0,0,0,0,0,371,258,151,93,113,38,6,1030,4,8,4,0,8,0,5,25,0,9,7,0,7,0,6,25,0,13,3,0,7,5,3,37,20,13,18,22,27,11,3,121,3,0,0,0,0,0,0,5,36,39,35,33,47,17,14,214,402,295,187,126,160,60,20,1247
309021230,27,17,3,0,5,0,0,53,17,14,0,6,4,4,0,39,23,25,4,4,3,0,0,61,107,64,36,28,29,16,4,274,0,0,0,0,0,0,0,4,174,113,48,35,40,22,9,433,0,7,0,0,5,0,0,12,4,6,3,4,5,4,0,25,0,7,3,0,0,0,0,13,14,26,25,13,15,6,4,100,0,0,0,0,3,0,0,4,20,41,35,19,32,8,7,160,195,154,80,55,70,31,18,599
309021231,58,56,48,24,23,13,3,227,67,64,30,22,24,12,0,220,68,78,42,17,22,6,0,234,336,305,179,103,143,51,19,1135,0,3,0,0,0,0,0,3,529,504,299,167,216,79,26,1821,4,9,3,3,10,8,0,38,15,17,16,15,11,6,0,75,12,15,15,11,14,8,0,66,39,71,57,52,56,18,11,305,0,4,0,0,0,0,0,7,67,114,94,78,87,38,17,492,600,615,393,245,303,110,45,2311
309021232,47,40,38,16,28,15,4,187,73,69,41,23,34,8,4,246,63,58,46,22,28,16,0,225,306,298,205,123,150,47,19,1157,0,0,0,0,0,0,0,7,487,473,327,186,240,85,29,1824,8,13,11,5,8,0,0,40,9,18,14,3,13,7,0,60,5,6,8,0,14,3,0,42,47,85,49,48,56,5,5,291,4,0,0,0,5,0,0,10,65,119,89,65,93,14,7,451,550,593,404,253,337,98,32,2269
