SA2_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
305041134,839,1671,10,45,182,842,12,32,911,3595,1108,4516,75,309,196,700,162,505,433,1513,1544,6025,3,15,29,83,4,10,119,261,148,367,14,57,61,134,77,168,152,353,307,723,41,87,2727,8507
305041135,1372,2706,6,22,118,560,5,30,734,2774,865,3382,49,213,148,504,111,349,307,1061,1173,4446,0,0,24,83,6,6,108,259,138,347,20,55,64,143,95,200,183,403,316,748,91,187,2952,8090
305041136,588,1176,3,22,84,358,3,10,365,1370,455,1759,35,138,77,281,57,181,175,601,622,2362,0,5,4,11,3,12,61,141,68,169,9,27,29,55,40,86,76,167,143,336,49,109,1415,3974
305041137,1441,2851,0,0,112,499,13,50,618,2297,748,2847,25,111,118,398,105,320,247,831,988,3678,0,4,24,77,6,12,139,304,165,399,9,41,80,180,82,155,171,373,341,772,125,256,2895,7560
306011138,573,1146,14,57,93,407,24,105,432,1672,560,2242,36,138,62,184,116,351,207,675,772,2919,3,8,30,105,12,35,97,253,140,408,9,30,25,51,64,144,97,217,238,623,15,25,1593,4709
306011139,1724,3414,12,60,115,493,23,112,670,2481,814,3140,37,154,99,330,211,622,349,1114,1159,4257,9,33,33,113,16,41,213,534,266,725,9,26,51,106,162,344,224,483,494,1205,40,77,3416,8954
306011140,405,799,0,14,45,185,13,55,243,923,301,1180,15,53,34,110,54,156,101,313,398,1496,0,0,22,80,8,17,103,243,134,342,9,23,25,55,34,78,73,159,205,496,8,19,1018,2814
306011141,1230,2426,35,189,249,1112,58,278,1082,4207,1432,5789,84,342,185,585,238,754,504,1684,1940,7475,8,48,62,193,15,47,217,557,306,838,22,63,61,132,156,338,240,539,545,1375,27,52,3732,11332
306011142,1902,3787,42,215,175,780,55,244,1192,4474,1464,5710,59,238,133,438,229,703,421,1375,1879,7085,11,38,66,225,33,119,336,841,439,1220,27,90,62,126,224,471,311,690,750,1907,70,139,4599,12911
306011143,706,1398,8,36,33,152,11,50,258,942,303,1175,18,79,34,126,66,209,124,418,432,1589,3,12,24,82,15,49,186,445,227,587,8,23,38,63,117,240,160,323,382,915,21,45,1542,3939
306021144,711,1413,26,171,111,551,40,204,569,2265,753,3189,36,158,64,206,125,395,223,762,977,3948,18,76,39,158,22,89,224,657,304,977,16,37,38,79,145,343,191,460,493,1436,32,58,2210,6856
306021145,1057,2086,4,27,35,172,19,78,355,1240,413,1521,11,41,48,134,50,148,101,319,514,1840,8,23,40,117,11,55,209,506,271,701,7,26,53,121,108,229,175,372,441,1072,54,120,2068,5115
306021146,971,1919,13,101,84,377,20,99,459,1763,586,2332,34,132,73,231,151,470,254,825,836,3158,10,38,26,79,15,49,173,445,220,610,9,39,34,87,150,324,201,452,422,1062,44,89,2273,6227
306021147,943,1885,26,157,123,584,65,316,739,2921,954,3977,48,218,77,255,213,692,346,1161,1296,5135,18,88,47,175,39,144,270,803,375,1213,17,61,50,112,178,383,241,561,615,1777,41,91,2904,8885
306021148,1031,2054,21,92,123,580,41,207,629,2461,811,3341,45,175,67,203,191,600,294,978,1110,4319,14,63,30,116,23,77,193,522,264,773,11,44,28,61,142,317,185,422,445,1195,30,74,2624,7635
306021149,1007,2023,28,152,123,585,33,165,574,2225,758,3127,33,142,122,396,184,573,339,1107,1101,4239,9,64,34,106,21,93,207,581,277,845,17,60,47,95,181,414,242,570,517,1412,44,86,2666,7760
306021150,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
306021151,421,848,9,44,27,146,17,94,251,946,307,1230,9,21,23,68,61,183,85,273,387,1503,7,30,24,95,25,96,249,685,307,912,3,23,32,63,136,319,168,402,478,1305,44,97,1336,3756
306021152,435,872,8,38,34,153,6,40,195,728,242,960,9,37,18,64,58,180,84,273,328,1241,4,15,26,88,14,47,151,431,195,587,15,46,26,62,114,273,164,382,353,975,42,87,1154,3175
306021153,929,1848,17,134,96,425,32,142,610,2326,758,3029,50,191,103,328,170,526,314,1042,1072,4072,6,15,42,145,19,64,203,562,268,793,20,59,41,87,123,281,184,428,453,1220,35,82,2495,7226
306021154,557,1115,7,45,22,114,17,71,226,844,274,1072,13,57,15,44,52,167,77,270,357,1344,5,22,14,47,19,57,174,470,212,597,4,18,34,74,100,214,137,301,347,898,36,89,1293,3445
306021155,451,899,12,89,40,180,20,88,262,1029,328,1385,15,65,21,63,59,189,94,320,426,1703,3,26,26,96,17,82,130,391,186,592,4,29,31,64,82,185,119,276,302,870,35,75,1209,3549
306021156,910,1803,6,46,98,442,14,72,466,1749,586,2307,27,116,75,238,102,322,215,673,803,2986,6,31,44,132,9,33,215,562,277,760,4,26,44,96,111,229,161,349,432,1114,31,66,2178,5970
306021157,412,830,3,26,34,168,25,109,206,811,274,1118,11,40,22,76,66,212,101,330,377,1445,9,46,21,83,16,59,180,466,227,653,17,51,26,57,106,227,150,342,378,993,21,51,1188,3325
306031158,606,1191,10,50,60,266,23,101,211,849,299,1265,13,68,38,129,102,308,153,510,454,1775,0,10,15,69,3,9,55,161,81,247,3,15,12,23,59,128,77,166,154,415,14,35,1231,3413
306031159,951,1889,15,88,64,305,33,152,446,1763,554,2312,24,84,36,101,159,537,209,726,771,3036,11,53,44,160,44,162,202,617,292,991,12,27,27,65,158,368,199,463,489,1454,60,129,2268,6510
306031160,1039,2055,13,71,77,358,32,167,418,1622,545,2218,24,105,60,171,168,513,253,789,792,3012,5,25,20,56,20,66,112,321,153,465,3,18,15,35,118,249,140,304,292,771,25,49,2143,5886
306031161,1520,3009,24,124,77,339,30,153,503,1998,636,2613,30,122,62,197,170,526,259,842,900,3459,3,22,23,89,18,68,171,472,220,658,10,36,35,79,156,327,205,441,422,1101,41,92,2879,7662
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306031163,71,158,17,104,21,118,25,162,97,446,156,837,3,20,3,14,57,215,67,252,223,1091,11,76,10,60,37,193,123,419,182,746,3,20,7,17,59,172,71,213,255,962,20,51,567,2258
306041164,808,1606,8,54,51,228,17,78,339,1341,409,1704,34,112,30,96,104,319,165,526,574,2236,3,24,19,68,19,73,117,337,160,502,6,18,24,50,97,209,124,274,287,776,36,74,1707,4682
306041165,777,1544,3,9,45,182,13,42,226,838,286,1063,7,41,23,71,73,219,104,340,391,1402,0,3,15,38,3,13,64,145,84,202,3,10,9,16,44,88,48,112,134,317,12,29,1314,3286
306051166,1451,2874,27,141,107,504,28,132,515,2093,680,2869,21,106,73,233,200,622,297,958,977,3828,8,45,46,152,30,108,234,640,313,931,14,45,47,99,156,346,219,491,533,1423,52,104,3013,8221
306051167,696,1372,13,69,42,202,17,65,177,673,244,1012,12,39,17,48,97,296,126,374,369,1390,7,22,22,107,12,44,104,302,150,480,3,17,15,30,107,232,121,279,275,758,35,74,1369,3594
306051168,619,1213,8,58,59,263,15,65,233,921,314,1307,14,63,31,109,75,219,119,392,436,1699,5,37,12,54,14,68,75,198,118,360,3,9,15,18,74,174,88,203,199,553,16,49,1276,3521
306051169,1338,2637,15,107,92,408,23,115,454,1824,586,2456,27,118,66,193,159,490,249,796,838,3254,6,32,22,96,14,53,117,331,168,506,12,25,28,67,130,258,164,347,333,856,14,31,2517,6771
306051170,1359,2687,28,146,101,481,43,191,566,2235,734,3047,43,169,68,220,223,693,328,1082,1063,4130,11,54,37,128,30,111,239,717,312,1001,5,21,32,63,235,511,272,600,586,1606,49,119,3062,8546
307011171,463,910,7,46,43,158,17,76,237,935,306,1214,14,48,27,82,82,254,130,382,436,1599,0,4,12,40,14,53,95,278,121,379,0,5,7,10,49,97,59,121,178,498,21,45,1098,3047
307011172,841,1647,15,81,95,446,34,151,551,2225,693,2907,30,103,47,140,129,379,199,616,889,3521,3,11,16,62,22,86,175,490,211,647,11,32,18,37,105,221,136,286,344,938,25,44,2097,6147
307011173,643,1273,10,69,79,323,27,142,398,1576,521,2117,9,51,43,128,86,255,144,433,664,2551,0,3,21,67,15,64,123,342,161,480,11,21,8,23,61,140,78,176,242,660,28,51,1571,4532
307011174,502,990,7,36,28,133,11,63,248,971,297,1204,12,25,28,68,57,169,91,265,388,1468,0,0,9,37,9,40,66,193,84,267,3,10,9,26,53,118,71,146,156,413,16,25,1063,2892
307011175,469,924,5,22,41,159,4,38,228,910,279,1127,8,32,28,76,42,120,84,228,359,1359,3,7,10,43,7,40,70,226,94,317,3,16,7,12,40,80,52,107,147,422,26,44,994,2746
307011176,635,1222,13,58,75,320,23,110,442,1706,547,2198,23,88,35,101,90,267,149,456,695,2654,4,21,16,52,6,38,151,410,180,523,9,25,24,38,80,169,108,233,284,761,26,58,1649,4689
307011177,694,1355,15,56,72,288,9,49,390,1559,487,1947,26,102,41,107,114,342,178,545,664,2495,4,17,17,46,3,4,69,194,88,263,0,0,18,28,46,98,63,122,149,388,9,23,1517,4262
307011178,431,844,16,69,39,150,12,59,162,645,223,920,7,23,22,62,61,183,86,266,315,1182,6,14,11,42,8,29,66,208,85,297,0,0,6,13,64,144,71,158,160,455,20,47,920,2526
307021179,1293,2573,19,103,84,391,24,119,430,1765,556,2378,31,132,65,195,163,519,262,846,820,3224,4,21,22,100,11,49,122,381,168,549,10,36,28,50,117,262,152,346,317,900,49,107,2484,6796
307021180,842,1653,22,125,84,411,29,127,390,1607,527,2272,33,137,51,167,158,496,243,799,765,3068,3,11,31,96,18,57,174,509,222,676,17,62,15,35,123,279,156,379,383,1051,30,56,2015,5829
307021181,422,834,13,67,33,146,6,36,151,580,199,826,13,48,27,69,52,163,93,286,293,1114,0,0,5,20,4,7,53,145,58,173,0,9,7,22,33,67,45,102,100,272,10,24,823,2238
307021182,662,1318,17,95,71,326,16,80,322,1329,430,1824,22,88,43,131,132,407,192,628,623,2450,0,18,17,63,10,28,101,299,127,407,0,10,14,29,74,153,92,192,223,605,19,33,1520,4404
307021183,1792,3544,52,278,205,917,70,327,1002,4088,1330,5602,55,208,111,346,294,912,463,1463,1788,7068,17,89,41,170,51,189,366,1080,477,1529,11,44,43,90,239,510,293,637,767,2170,74,153,4423,12935
307031184,688,1365,5,40,48,222,14,66,294,1184,361,1513,27,119,35,116,113,350,182,586,534,2097,5,16,12,35,8,37,75,198,93,283,0,9,12,32,63,141,81,182,182,466,13,27,1417,3957
307031185,659,1310,4,32,56,262,12,64,190,760,269,1116,25,115,24,81,103,314,153,510,422,1629,0,3,13,36,6,27,49,128,60,187,3,15,11,24,61,123,72,160,142,348,11,24,1232,3309
307031186,723,1438,8,47,65,324,11,53,205,815,291,1249,21,73,32,91,112,337,158,501,446,1746,0,8,18,75,7,32,84,231,111,348,5,8,13,33,68,149,88,193,199,537,12,29,1381,3751
307031187,721,1424,11,51,44,203,11,43,220,892,286,1189,11,62,26,90,85,258,129,410,410,1601,4,7,18,65,15,54,97,250,130,370,6,19,16,30,76,158,94,205,224,576,18,43,1375,3636
307031188,923,1836,11,64,61,312,31,128,279,1145,385,1657,19,85,44,129,124,409,192,621,573,2278,0,5,9,37,5,29,82,234,106,306,5,11,14,28,77,174,92,211,198,517,22,40,1720,4686
307031189,1863,3710,33,166,129,618,49,245,734,2933,942,3958,54,214,77,260,295,902,425,1378,1368,5331,12,41,60,205,44,167,382,1071,492,1482,22,63,50,110,273,593,349,763,835,2254,60,130,4120,11424
308011190,561,1101,9,44,74,340,31,133,440,1760,551,2286,11,37,36,116,101,312,144,462,697,2745,5,41,31,127,19,88,197,593,254,850,8,22,15,44,94,207,119,272,369,1125,33,74,1665,5036
308011191,833,1615,13,48,90,368,25,101,471,1935,596,2446,21,74,38,105,119,356,181,538,776,2985,0,6,11,34,10,30,80,235,104,304,3,0,9,25,62,128,76,150,178,461,17,38,1801,5097
308011192,1234,2388,28,151,195,889,57,248,1127,4485,1404,5771,55,220,109,322,175,537,340,1078,1749,6844,10,27,38,142,30,117,271,745,345,1028,16,47,30,66,111,231,155,348,497,1374,45,102,3525,10708
308031205,574,1147,9,79,56,258,26,145,352,1334,450,1813,19,80,33,111,104,331,158,519,605,2331,10,46,35,138,32,110,217,583,292,869,3,20,28,61,140,296,174,381,461,1252,46,99,1694,4840
308031206,249,489,3,31,19,87,9,45,104,408,139,571,8,36,18,56,44,125,70,208,205,780,0,0,6,21,0,12,28,67,35,96,0,6,3,6,32,72,37,79,70,175,5,9,524,1457
308031207,828,1629,14,65,43,196,30,128,275,1080,361,1466,12,52,20,70,71,220,108,347,468,1815,0,12,23,72,9,41,123,340,157,465,12,27,18,36,104,214,124,273,281,744,19,39,1592,4215
308031208,1048,2073,16,92,84,362,25,127,604,2347,732,2934,43,175,64,199,181,568,286,942,1018,3875,3,25,39,127,26,85,185,485,254,720,8,29,33,69,139,318,186,410,436,1134,32,67,2532,7151
308031209,552,1077,13,70,73,354,21,95,300,1189,410,1707,37,153,52,161,129,397,217,714,625,2423,0,8,13,42,0,9,47,124,63,179,10,18,9,20,38,75,49,115,113,290,7,18,1300,3805
308031210,1112,2177,30,157,135,633,50,247,881,3445,1093,4481,47,185,67,208,213,662,328,1058,1426,5540,12,57,51,196,42,174,389,1140,495,1572,22,65,34,73,172,383,228,523,717,2090,43,93,3305,9902
308031211,462,925,5,60,47,201,32,152,264,1045,350,1459,26,83,22,70,95,301,141,459,489,1914,5,29,19,64,17,72,122,346,163,508,6,14,10,29,91,192,108,237,272,743,26,50,1254,3634
308031212,309,619,5,36,11,60,15,58,73,293,111,453,3,10,8,31,54,165,67,204,175,655,3,12,7,27,8,41,58,158,79,236,0,7,10,21,68,153,79,178,158,413,20,46,670,1737
308031213,1116,2212,20,101,155,677,46,191,714,2719,929,3695,55,217,92,276,189,581,333,1071,1269,4764,12,54,46,174,14,40,204,560,277,837,22,54,30,62,150,307,192,430,466,1267,49,103,2902,8340
308031214,498,998,5,39,47,222,24,100,271,1077,348,1445,16,60,22,74,99,319,137,449,484,1890,4,23,16,63,18,59,142,378,182,515,8,27,18,31,121,274,147,331,326,848,20,51,1327,3783
308031215,656,1292,20,99,96,431,27,149,473,1818,617,2497,25,108,50,155,132,406,208,673,825,3166,5,36,33,113,24,83,169,493,227,724,10,43,26,61,111,260,153,365,380,1087,28,54,1891,5604
308031216,606,1189,3,31,33,164,23,100,317,1176,381,1472,24,81,43,141,109,326,175,553,551,2020,4,19,24,75,12,45,162,445,198,582,8,15,25,60,129,273,164,353,364,936,45,93,1568,4243
308031217,269,547,3,9,14,58,11,57,100,402,130,522,4,25,13,42,28,91,49,164,180,683,5,8,11,57,14,46,103,304,129,415,5,13,8,19,104,237,122,271,251,686,39,85,744,2004
308031218,479,951,12,59,28,129,28,121,199,794,266,1096,15,53,24,72,93,285,133,414,395,1508,4,18,5,24,3,9,36,86,48,134,7,14,10,19,42,96,57,126,108,259,12,26,992,2744
308031219,552,1074,13,69,53,246,21,91,231,930,323,1340,31,129,31,108,131,402,199,633,511,1970,0,7,9,33,0,3,57,141,69,187,4,16,6,12,49,117,60,145,133,326,14,27,1210,3406
308031220,376,728,6,32,29,144,20,89,158,625,216,890,23,81,17,55,75,228,115,360,328,1249,3,14,6,14,3,7,32,85,41,127,5,7,3,7,34,73,37,92,81,219,9,16,795,2213
308031221,4,13,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20
308031222,667,1314,12,44,80,372,16,63,416,1583,525,2065,33,117,80,260,119,350,228,731,754,2794,5,10,21,65,12,47,143,379,180,500,10,24,41,85,132,287,179,401,358,899,34,75,1809,5073
308031223,2541,4940,39,195,238,1043,69,299,1169,4468,1512,6008,86,336,139,420,373,1105,591,1856,2103,7864,24,94,55,194,38,155,347,909,466,1353,28,96,73,159,266,571,369,820,829,2176,64,125,5537,15108
308041528,1004,1979,23,111,99,398,28,123,561,2304,699,2930,28,93,54,157,167,510,244,760,951,3689,4,16,21,76,8,23,103,299,136,404,3,8,10,20,67,137,76,171,212,570,25,56,2190,6291
308041529,533,1047,8,46,61,264,19,99,382,1503,473,1909,22,86,38,103,84,251,141,435,611,2347,4,11,17,50,6,26,87,234,110,325,7,25,12,23,75,161,99,214,209,535,28,54,1382,3981
308051530,1013,1987,9,25,60,251,23,102,284,1094,370,1474,15,53,38,113,109,344,161,506,530,1981,0,0,22,76,9,57,83,224,115,356,0,10,16,31,75,160,90,194,213,554,31,56,1785,4573
308051531,1147,2250,15,92,166,744,29,131,702,2785,908,3752,41,157,114,366,160,484,317,1010,1228,4763,7,27,32,129,19,62,197,535,255,754,14,47,37,82,85,166,137,299,394,1047,21,47,2786,8102
308051532,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,11,22
308051533,1287,2512,36,227,192,865,63,278,1089,4269,1380,5637,67,279,117,360,174,524,360,1166,1740,6803,13,67,53,185,36,112,364,1034,464,1397,20,49,43,98,171,371,235,512,697,1909,40,83,3763,11313
308051534,568,1132,4,41,41,193,18,72,290,1096,358,1399,11,56,41,127,72,222,130,408,486,1808,0,12,28,83,9,28,151,401,189,518,8,24,34,68,101,205,142,294,327,809,32,66,1412,3819
308051535,1300,2564,37,193,156,706,43,198,862,3497,1092,4591,56,218,84,246,215,663,351,1127,1443,5714,8,33,34,124,23,80,178,523,239,761,6,22,29,51,99,213,135,286,374,1050,18,43,3137,9372
308051536,389,758,7,31,46,202,16,65,214,828,279,1121,14,52,45,156,59,176,119,375,395,1503,6,30,21,81,8,18,100,286,131,414,0,0,13,29,53,115,70,149,195,560,9,27,993,2845
308051537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051538,621,1229,15,81,72,345,32,135,455,1745,573,2302,32,133,59,176,122,375,209,682,785,2986,0,3,25,103,18,59,159,450,204,613,13,28,16,43,68,142,92,215,302,829,18,43,1726,5083
308051539,498,982,9,43,40,183,17,89,223,856,289,1174,5,43,31,98,79,247,119,385,408,1562,5,17,17,62,13,35,143,384,176,505,6,14,17,38,97,200,118,254,294,754,24,55,1229,3350
309011224,936,1882,14,77,101,449,20,88,472,1796,606,2415,52,211,111,369,169,530,329,1110,935,3523,0,4,23,82,7,18,74,187,107,296,20,49,34,67,129,281,176,398,281,696,42,78,2195,6176
309011225,1176,2329,3,23,68,291,15,67,390,1444,475,1818,36,131,61,197,116,354,201,676,684,2500,0,6,22,61,10,25,126,295,161,393,6,25,41,88,132,269,178,386,337,771,33,68,2236,5671
309011226,1504,3017,17,103,154,691,42,182,1066,4085,1277,5062,84,338,136,483,301,965,518,1786,1803,6849,6,30,47,150,16,70,216,524,290,774,22,79,66,154,267,579,357,811,645,1583,59,121,4015,11568
309011227,2046,4058,0,21,58,267,14,55,459,1635,538,1971,23,83,80,270,138,429,239,783,777,2752,0,4,15,52,11,28,211,482,238,559,12,39,75,155,176,352,265,549,507,1106,71,143,3405,8064
309011228,1453,2932,20,88,131,590,20,108,833,3252,1003,4036,71,305,138,469,238,758,442,1531,1447,5565,4,22,39,124,10,41,227,549,284,736,19,61,80,173,219,475,320,705,599,1446,63,128,3561,10065
309011229,844,1689,0,8,49,215,16,59,473,1723,532,2001,31,121,54,179,80,238,160,541,695,2550,4,11,17,44,6,27,102,224,123,303,10,38,46,98,129,277,182,410,313,715,34,74,1889,5020
309021230,1007,2004,0,4,15,81,7,29,224,782,254,898,11,39,26,89,70,227,109,354,365,1252,4,9,7,24,6,16,86,193,104,242,3,9,26,61,98,199,126,270,229,516,33,63,1633,3827
309021231,1363,2732,9,58,112,488,22,95,746,2799,891,3441,31,124,114,371,205,634,348,1124,1237,4569,3,23,28,104,23,79,209,514,266,717,17,38,68,152,192,395,271,586,537,1301,50,99,3183,8710
309021232,982,1963,22,118,130,603,52,211,632,2460,836,3394,64,274,81,265,236,731,378,1272,1215,4663,3,21,34,108,22,76,174,454,233,663,17,56,49,109,173,383,239,551,475,1212,44,86,2710,7920
309021233,1246,2514,24,115,150,669,51,233,849,3294,1071,4307,86,356,123,418,301,995,514,1769,1584,6078,13,50,41,136,23,71,214,562,283,821,36,124,49,119,257,582,350,827,634,1638,33,79,3499,10307
309021234,1850,3677,23,110,133,600,33,167,986,3753,1176,4626,76,323,133,452,266,829,479,1607,1650,6230,8,24,34,98,23,77,253,584,314,785,27,85,82,185,275,599,388,869,701,1654,66,138,4266,11701
309031235,1256,2530,23,111,116,538,36,163,702,2648,871,3464,77,337,139,482,251,808,470,1631,1345,5097,7,32,22,77,24,76,202,541,254,729,28,99,64,135,190,419,288,655,540,1383,42,87,3184,9093
309031236,1250,2485,9,36,59,255,17,71,426,1537,504,1902,25,106,71,239,147,465,246,812,752,2711,6,25,36,118,15,51,193,468,252,660,17,47,69,153,212,438,295,646,546,1302,66,135,2612,6632
309031237,1415,2823,11,80,78,339,24,122,491,1809,607,2342,28,110,55,181,157,491,234,782,840,3119,5,24,25,87,12,45,201,518,250,677,11,29,50,119,262,556,323,706,572,1378,45,80,2870,7406
309031238,2058,4131,14,81,81,369,37,172,796,2869,926,3490,45,166,93,312,231,709,367,1183,1292,4677,14,60,57,182,44,149,429,1052,541,1433,29,92,114,236,436,927,577,1250,1117,2686,125,263,4595,11761
309031239,1602,3189,13,55,84,377,16,56,457,1738,567,2232,58,234,113,377,237,749,414,1359,979,3592,3,8,26,79,3,21,116,307,152,420,13,40,40,97,157,333,204,458,353,882,29,65,2967,7725
309031240,1534,3072,9,43,75,326,9,46,394,1473,488,1892,44,172,89,295,186,582,312,1054,799,2947,8,30,20,83,18,51,125,307,169,474,15,56,34,72,161,345,211,463,373,939,38,79,2744,7032
309041241,542,1083,11,49,47,205,24,95,256,1005,330,1353,13,55,42,134,128,395,183,582,509,1934,0,9,10,37,3,15,59,153,71,209,5,20,18,35,70,161,97,221,168,426,8,22,1222,3461
309041242,2030,4057,40,214,195,877,64,307,914,3648,1213,5039,83,347,176,589,386,1215,650,2156,1861,7194,3,24,41,144,16,65,199,495,264,734,11,44,53,104,225,490,285,632,548,1373,33,74,4483,12692
309051243,792,1600,15,91,93,438,17,90,544,2213,677,2823,58,275,86,313,208,663,361,1248,1033,4079,0,0,21,67,7,31,93,247,121,342,11,34,24,62,94,216,126,304,244,645,15,37,2092,6360
309051244,1736,3501,50,271,332,1529,74,341,1495,5884,1955,8026,134,572,252,854,474,1513,858,2935,2811,10959,14,70,86,291,23,80,351,943,475,1386,44,138,85,188,272,576,399,906,880,2289,53,109,5477,16858
309051245,749,1504,15,97,157,729,35,170,712,2789,927,3784,63,282,131,447,201,645,394,1371,1317,5159,3,8,41,130,13,33,146,380,194,555,19,63,51,122,109,234,176,426,375,981,16,43,2462,7680
309061246,1577,3178,7,45,139,613,24,125,802,3051,971,3834,60,247,134,473,300,949,498,1670,1474,5503,3,31,60,183,16,61,232,604,313,879,24,60,71,147,257,564,350,774,670,1647,58,109,3771,10445
309061247,918,1862,17,106,96,458,24,106,561,2138,702,2804,47,196,88,286,251,796,379,1270,1076,4077,6,27,25,77,22,80,162,427,215,606,23,76,31,64,160,368,214,510,429,1116,16,40,2447,7093
309061248,2113,4299,38,201,227,1024,80,356,1361,5257,1695,6838,101,433,147,501,469,1509,718,2438,2416,9274,26,102,70,226,46,163,431,1127,566,1612,44,142,81,183,459,1011,589,1343,1153,2953,97,197,5784,16729
309061249,1522,3060,62,342,300,1396,101,482,1392,5421,1856,7637,125,520,239,809,454,1494,819,2824,2675,10459,16,72,80,281,53,174,366,960,507,1486,51,175,67,142,290,662,409,982,913,2466,59,134,5172,16124
309061250,827,1669,17,115,131,623,28,139,549,2225,733,3108,64,281,126,432,262,843,449,1551,1180,4658,4,15,28,84,12,47,83,218,126,356,20,54,34,87,133,287,179,422,303,780,21,48,2330,7165
309071251,1562,3168,46,270,260,1226,100,472,1525,5928,1934,7898,109,458,195,661,306,997,617,2112,2548,10008,25,118,98,353,60,214,590,1679,772,2357,49,150,100,231,261,589,411,971,1180,3333,72,160,5364,16668
309071252,1918,3880,33,186,289,1330,102,451,1217,4694,1639,6660,173,703,248,853,526,1715,944,3272,2588,9938,13,57,62,210,27,104,270,679,367,1045,41,131,82,190,271,610,401,938,770,1983,68,136,5335,15936
309071253,2455,4889,12,51,142,615,30,122,717,2684,902,3474,73,300,197,654,308,949,570,1902,1470,5378,3,17,31,94,7,26,183,446,226,581,17,49,62,136,180,409,263,598,489,1188,42,80,4454,11539
309071254,592,1194,13,62,43,199,21,79,309,1174,381,1516,25,103,44,148,145,464,217,719,600,2232,0,16,14,36,8,18,68,168,86,231,3,11,8,26,62,133,76,166,161,403,9,24,1357,3846
309071256,1578,3188,48,265,289,1312,83,373,1397,5454,1816,7405,131,568,197,667,427,1410,760,2643,2577,10050,16,89,50,193,27,107,361,949,460,1334,32,111,70,155,264,586,367,852,828,2190,49,106,5033,15533
309071552,829,1657,41,228,189,873,60,290,883,3463,1170,4856,46,187,84,286,195,635,320,1110,1493,5966,9,37,56,206,21,87,236,678,323,1012,21,69,50,119,110,247,184,438,507,1446,30,61,2854,9134
309071553,1112,2251,43,242,212,989,62,308,919,3640,1237,5176,88,401,139,476,308,994,535,1870,1771,7047,8,39,36,141,23,81,178,471,248,727,27,82,32,77,133,295,185,450,437,1171,33,58,3348,10537
309071554,1012,2045,12,80,97,464,38,171,889,3453,1035,4168,26,113,61,210,132,414,215,727,1253,4896,14,74,44,156,18,62,248,668,323,963,6,30,34,70,114,258,158,353,484,1317,26,54,2776,8314
309071555,720,1467,20,136,98,478,60,302,923,3574,1108,4495,36,152,31,109,103,339,167,603,1277,5097,14,75,40,151,37,117,382,1099,468,1448,24,77,43,95,113,261,175,435,648,1875,44,91,2689,8527
