SA2_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
307021183,9,3,22,32,44,96,235,274,151,871,0,0,0,3,3,9,18,17,5,59,90,94,198,173,179,147,130,84,41,1138,542,995,2054,1993,2185,2028,1617,898,357,12662
307031184,8,0,0,3,12,21,68,96,40,235,0,0,4,0,0,0,0,7,0,16,17,28,45,38,65,61,53,52,15,367,116,225,478,512,691,741,694,406,121,4002
307031185,0,0,0,5,18,37,64,60,34,213,0,0,0,0,3,0,0,0,3,10,10,16,36,33,41,67,63,38,19,329,106,161,310,414,622,769,739,312,115,3548
307031186,0,0,10,7,18,24,81,101,39,268,0,0,0,3,3,3,6,5,0,26,17,18,36,38,84,65,76,56,8,395,104,174,377,490,702,820,809,409,115,3997
307031187,4,0,8,7,13,26,92,145,91,387,0,0,4,5,0,6,8,12,10,38,13,16,59,42,37,58,84,57,25,392,127,195,515,504,599,717,883,554,236,4326
307031188,3,0,5,4,11,39,106,105,33,304,0,0,0,3,0,3,4,3,4,19,33,28,60,70,70,92,102,49,11,512,160,219,530,654,808,1084,1037,430,78,5005
307031189,6,4,16,22,55,73,212,291,123,803,0,0,4,0,5,18,20,18,3,69,58,65,121,95,145,166,158,189,96,1091,416,854,1733,1427,1758,2051,2027,1366,465,12108
308011190,7,4,14,14,30,39,68,47,8,219,0,6,0,0,0,0,0,0,4,11,57,90,187,182,135,105,58,21,3,838,267,481,1203,1063,970,729,335,135,16,5202
308011191,6,0,10,12,17,65,71,93,33,301,0,0,0,0,0,0,5,4,0,18,39,61,145,153,137,179,131,74,21,938,156,402,924,963,979,1174,788,392,93,5876
308011192,4,5,12,20,26,36,60,68,16,247,0,4,8,11,9,3,3,4,0,46,58,97,232,222,148,155,69,41,34,1051,426,945,2235,2222,1762,1437,646,254,79,9996
308031205,8,6,17,29,35,48,118,116,58,423,0,0,8,15,4,7,10,5,5,51,39,59,118,101,89,68,56,33,20,584,217,570,1077,872,817,799,584,327,147,5407
308031206,0,0,0,0,0,10,33,42,9,101,0,0,0,0,0,3,0,0,0,12,18,10,26,41,39,49,32,14,3,239,60,68,149,237,268,346,266,109,20,1524
308031207,3,0,8,7,11,16,84,121,26,283,0,0,0,0,0,0,0,0,3,3,20,16,40,69,68,65,76,58,39,444,141,174,530,612,650,925,932,523,158,4635
308031208,0,0,7,16,20,30,63,138,85,366,0,0,14,3,6,9,5,0,3,36,25,29,59,89,77,55,49,52,22,456,229,555,1260,1193,1087,1058,841,512,188,6932
308031209,0,4,9,7,15,12,43,47,13,157,0,0,0,0,0,0,0,0,0,8,17,20,50,79,76,57,34,12,5,349,140,321,707,807,795,708,435,175,29,4115
308031210,3,8,15,19,19,61,128,132,38,420,0,5,0,8,0,3,3,5,8,28,53,45,118,173,101,74,64,58,41,723,396,759,1772,1770,1305,1272,924,405,126,8733
308031211,0,0,15,23,28,32,58,89,38,295,0,0,8,3,13,6,4,0,0,43,22,31,80,58,47,31,26,18,7,324,166,314,753,647,574,579,397,219,74,3728
308031212,0,0,0,7,16,43,92,77,26,266,0,0,0,0,0,3,3,5,0,18,18,22,50,44,65,87,80,51,19,443,74,142,216,259,384,568,534,245,65,2485
308031213,4,0,10,18,35,38,84,159,62,413,0,0,15,10,9,19,3,5,0,61,32,55,127,100,83,66,48,62,46,622,310,660,1437,1482,1293,1238,915,611,191,8148
308031214,8,6,9,6,11,33,77,135,69,353,0,0,3,0,3,5,3,4,0,20,28,37,67,49,44,31,27,35,30,354,175,366,788,619,571,552,512,343,166,4101
308031215,0,0,6,13,25,22,61,83,48,258,0,0,0,3,7,4,3,0,0,26,34,30,92,97,53,67,60,81,111,624,218,480,1064,1064,820,800,600,317,205,5575
308031216,0,0,3,3,13,33,75,150,58,346,0,0,0,4,4,5,4,7,0,27,37,29,47,36,43,46,50,54,30,364,195,378,849,633,743,708,590,418,175,4689
308031217,0,0,5,9,18,37,43,55,33,207,0,0,0,0,3,7,9,6,0,23,19,32,53,48,57,66,44,30,8,353,107,264,478,397,439,505,334,189,71,2777
308031218,5,0,0,9,12,22,61,65,14,180,0,0,0,0,0,0,0,0,0,3,16,12,31,36,56,46,40,20,6,276,98,155,308,404,467,617,486,198,43,2777
308031219,0,0,6,7,0,17,49,62,16,150,0,0,0,0,3,0,0,3,0,7,48,26,58,83,98,103,66,25,4,515,160,171,421,562,658,774,590,226,51,3614
308031220,0,0,0,0,3,18,41,45,10,130,0,0,0,0,0,3,0,0,0,10,25,25,61,61,56,48,53,19,9,363,103,140,330,370,403,483,367,146,30,2364
308031221,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,4,10,3,0,18
308031222,0,3,5,14,16,25,56,125,125,359,0,0,0,0,9,0,3,3,4,18,25,37,65,82,89,73,58,69,66,563,225,513,959,853,1004,945,639,512,306,5955
308031223,4,0,6,17,26,66,191,294,143,739,0,0,5,3,0,4,8,7,5,35,45,74,212,196,231,255,122,108,64,1307,541,959,2190,2410,2641,2926,2302,1310,480,15756
308041528,0,0,3,17,23,39,128,208,59,482,0,0,0,0,3,3,8,3,3,22,61,76,139,153,153,175,130,97,23,1018,222,454,1023,1126,1104,1237,880,559,147,6746
308041529,0,0,8,12,10,27,46,81,46,242,0,3,0,3,0,6,5,0,3,18,52,51,118,97,103,93,73,48,35,663,209,362,820,815,722,645,394,246,120,4327
308051530,0,0,5,3,19,53,121,100,26,336,0,0,0,6,3,3,0,0,0,13,31,14,53,120,165,169,131,42,12,753,130,164,446,738,1104,1475,1126,403,67,5648
308051531,4,0,5,6,16,31,68,74,25,233,0,0,5,0,6,0,10,0,4,17,27,22,55,68,87,90,70,37,23,466,252,412,1101,1307,1551,1426,889,353,91,7379
308051532,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,5,6,4,30
308051533,6,4,10,22,28,49,93,109,72,383,0,0,6,0,8,7,8,5,5,30,37,38,129,124,86,78,48,42,25,594,391,832,2144,1992,1774,1464,859,407,182,10038
308051534,5,5,13,11,26,41,52,56,39,235,0,4,4,3,4,5,3,7,0,27,32,41,102,105,110,86,68,42,13,594,207,405,834,818,915,888,578,267,89,4998
308051535,6,0,5,10,24,51,125,131,36,393,0,0,0,0,4,0,7,0,3,22,50,42,124,103,140,138,88,48,15,745,317,444,1317,1527,1658,1528,1077,402,94,8356
308051536,0,0,3,5,7,14,23,38,9,107,0,0,0,0,7,5,0,0,0,8,19,12,20,30,39,19,8,9,0,155,90,169,435,447,551,463,291,124,22,2612
308051537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051538,0,5,6,11,13,17,46,42,13,156,0,0,0,5,0,3,0,0,0,3,20,29,60,64,56,56,26,30,27,379,170,412,931,880,859,743,429,166,59,4632
308051539,0,0,3,6,16,26,60,55,23,198,0,0,0,0,5,4,0,4,0,10,15,19,49,45,47,38,25,20,10,269,147,320,632,628,641,676,464,270,77,3846
309011224,0,4,3,10,10,10,34,60,36,160,0,0,4,5,0,0,6,3,3,28,25,19,67,53,69,58,39,37,18,396,210,500,984,1037,1257,1080,898,481,204,6651
309011225,0,0,3,6,10,17,26,59,34,167,0,0,3,0,4,0,0,0,0,14,14,57,172,119,91,100,118,93,93,868,130,519,1595,1171,1160,1178,1244,650,277,7929
309011226,3,0,4,9,12,36,61,116,69,303,0,0,3,0,3,5,0,11,11,37,19,31,97,78,88,66,47,103,89,618,304,686,1548,2013,2060,1578,1495,1056,465,11204
309011227,0,0,0,7,9,33,51,75,45,216,0,0,3,0,0,0,3,4,0,19,35,113,312,193,163,225,177,118,29,1375,209,1092,3176,1843,1631,1955,1500,855,294,12548
309011228,3,0,4,7,14,28,58,81,48,246,0,0,4,0,0,7,13,15,14,58,24,26,143,95,74,88,75,67,33,615,276,704,1854,1870,1814,1480,1400,807,284,10492
309011229,0,0,6,0,9,7,29,42,26,114,0,0,0,5,0,0,3,0,0,13,10,43,120,68,44,51,43,35,11,426,136,496,1485,1171,977,805,647,361,110,6198
309021230,0,0,3,5,8,17,39,48,39,153,0,0,5,0,0,0,4,0,3,12,8,26,101,53,54,64,82,79,85,548,104,380,1113,699,734,1040,1045,491,274,5873
309021231,3,0,11,5,8,26,50,63,61,226,0,0,6,4,5,4,0,0,5,20,20,42,150,111,106,110,79,73,48,742,255,568,1886,1707,1584,1664,1362,685,307,10013
309021232,0,0,8,5,14,25,40,71,56,226,0,0,0,0,0,4,3,3,4,16,23,19,37,52,65,56,55,81,105,486,247,484,926,1235,1376,1271,1052,642,323,7551
309021233,5,0,4,7,10,19,51,92,58,248,0,0,3,4,0,0,5,8,7,21,35,34,56,81,59,48,70,92,50,531,340,679,1185,1708,1738,1453,1350,875,358,9695
309021234,3,0,8,13,15,25,63,91,75,293,0,0,0,0,0,0,4,0,3,20,25,67,177,144,129,102,106,80,38,864,345,898,2637,2355,2128,2018,1698,859,335,13278
309031235,3,0,4,11,19,27,60,75,38,242,0,0,11,19,3,3,6,8,5,55,19,42,72,70,62,51,43,86,36,486,278,763,1323,1427,1480,1368,1176,827,245,8884
309031236,6,3,11,10,14,34,71,63,43,247,0,0,10,7,3,6,9,8,0,42,23,52,136,98,104,93,109,111,87,806,236,705,1547,1200,1336,1364,1227,682,268,8566
309031237,4,0,0,9,10,33,97,133,66,355,0,0,3,7,8,5,10,12,0,44,30,15,69,58,69,71,122,161,78,667,194,412,994,1132,1172,1312,1692,1299,438,8647
309031238,5,10,21,26,46,87,147,205,102,653,0,3,13,20,17,20,17,10,11,106,69,81,198,177,198,187,237,220,198,1565,403,1129,2660,2384,2485,2509,2339,1424,573,15924
309031239,5,0,4,9,15,23,63,111,35,255,0,0,5,0,8,0,8,0,3,33,38,34,57,61,103,123,151,89,34,701,219,424,690,962,1489,1707,1751,982,234,8455
309031240,5,4,3,0,10,22,64,106,76,286,0,0,0,3,4,0,7,10,6,25,14,38,40,54,71,72,88,100,49,526,188,387,653,870,1320,1422,1541,1183,423,7991
309041241,0,0,3,6,0,10,23,34,5,83,0,0,0,0,0,0,0,0,0,3,22,8,27,40,38,41,39,14,0,226,93,183,464,594,670,759,530,225,32,3554
309041242,5,0,3,13,15,31,81,77,32,263,0,4,0,0,6,4,7,0,0,20,59,40,96,144,152,140,107,106,45,889,403,589,1263,1918,2434,2428,2055,1049,262,12409
309051243,0,0,4,0,7,17,22,35,17,117,0,6,4,0,3,0,5,0,5,22,25,18,42,61,79,51,41,48,63,427,195,364,624,1011,1149,1121,842,366,160,5835
309051244,7,7,7,12,16,38,89,99,43,320,0,4,4,10,7,12,8,6,5,49,50,43,89,142,96,111,87,59,26,697,534,918,1816,2835,3058,2302,1677,879,266,14282
309051245,0,0,0,7,13,8,30,33,12,101,0,0,3,3,7,0,4,0,0,14,27,22,52,59,55,40,28,18,6,306,266,512,888,1375,1418,825,661,313,63,6330
309061246,4,0,3,14,19,29,83,96,33,276,0,3,0,0,9,5,7,0,5,27,20,21,74,63,74,80,81,62,33,511,286,651,1662,1723,1781,1701,1573,938,228,10539
309061247,0,3,6,12,10,12,47,65,32,191,0,0,0,0,0,3,5,5,0,21,21,15,53,60,52,44,33,35,20,331,220,413,1047,1148,1105,1083,816,541,185,6562
309061248,9,6,15,21,45,80,124,179,87,562,0,0,3,11,8,18,12,9,9,68,51,60,139,162,158,113,150,125,109,1070,542,1161,2773,2909,2874,2476,2089,1270,512,16598
309061249,9,3,6,16,21,44,69,69,15,254,0,0,8,10,7,11,3,7,0,55,54,56,113,115,106,45,33,43,3,555,569,1178,2273,2947,2745,1852,1132,517,81,13297
309061250,0,0,3,4,0,10,39,47,23,130,0,4,0,0,0,0,4,0,0,9,27,28,47,72,71,52,63,72,88,530,264,449,693,1058,1317,1195,882,470,204,6531
309071251,8,6,17,41,27,41,50,22,9,226,4,3,24,14,13,10,12,3,0,72,85,134,382,224,167,79,50,12,4,1137,668,1599,3828,2987,2485,1548,879,270,47,14304
309071252,0,0,6,18,29,41,100,113,68,374,3,0,4,9,10,8,13,5,5,54,75,49,94,110,137,85,79,80,54,775,593,1126,2005,2462,2911,2343,1781,1035,433,14697
309071253,0,0,4,3,10,35,73,80,62,270,0,0,4,3,0,3,8,7,12,39,34,32,98,111,141,131,155,97,48,852,315,685,1248,1597,2131,2294,2362,1352,375,12359
309071254,0,0,0,6,18,36,66,59,11,198,3,0,0,0,0,3,0,0,0,13,7,10,29,27,36,26,30,9,9,174,111,209,498,592,733,697,544,222,36,3651
309071256,10,4,11,14,22,41,78,83,20,273,4,6,0,7,7,10,12,10,0,50,35,44,110,108,85,75,50,40,15,559,554,1028,2221,2756,2662,1965,1267,608,112,13160
309071552,4,3,7,11,23,16,50,43,19,182,0,0,3,5,3,3,0,0,0,17,41,43,96,104,86,43,30,29,7,469,329,610,1567,1760,1255,764,616,351,95,7348
309071553,5,0,9,16,11,43,72,50,16,208,0,0,5,5,0,7,5,7,0,30,25,23,65,78,80,46,22,19,5,367,351,711,1381,1823,1725,1372,843,313,69,8578
309071554,8,3,6,9,8,23,42,42,37,175,0,0,3,9,3,4,5,0,3,25,21,23,109,99,51,32,37,29,4,411,224,580,1886,1523,920,667,826,381,104,7104
309071555,3,7,22,20,12,21,22,11,0,128,0,3,0,7,4,3,0,3,0,24,55,76,242,140,84,43,22,3,0,666,292,919,2583,1555,891,486,231,88,3,7045
309071556,0,0,5,11,15,16,42,34,14,140,0,0,4,3,0,5,5,4,0,19,23,36,69,66,72,47,26,27,4,367,316,580,1279,1935,1797,1060,737,312,61,8077
309071557,10,5,15,31,29,47,87,64,13,301,0,3,5,19,22,13,9,7,3,78,97,71,151,201,131,85,56,52,22,849,662,1314,2823,3274,2660,1697,1172,571,172,14331
309071558,0,0,10,10,12,11,22,13,5,77,0,0,3,5,9,5,0,5,0,23,20,53,98,60,41,36,15,10,0,326,172,589,1440,1036,767,558,315,108,16,5008
309081259,0,0,0,0,10,10,17,33,47,116,0,0,0,4,8,6,10,6,0,23,3,10,24,18,28,25,36,49,29,222,101,211,352,444,624,574,628,465,236,3624
309081260,0,0,6,8,8,18,36,38,45,163,0,0,0,0,0,0,0,3,4,21,10,25,40,47,28,32,68,78,110,426,147,439,980,1065,928,785,610,384,243,5578
309081262,4,4,9,15,39,41,75,82,30,280,0,0,8,11,8,7,10,9,9,59,50,63,155,123,117,72,79,122,158,945,451,1276,2643,2496,2270,1538,1269,748,309,12997
309081559,0,6,6,8,15,38,68,76,56,263,0,0,7,7,9,9,15,5,8,60,47,47,113,82,76,47,75,71,56,621,647,1211,2020,2300,2213,1843,1746,997,366,13327
309081560,0,0,0,10,9,17,30,62,25,150,3,3,3,4,4,0,4,0,0,25,20,35,71,58,55,48,43,89,89,507,191,649,1303,1216,972,1037,914,697,290,7256
309091263,0,0,8,6,21,30,41,82,43,238,0,0,3,3,4,4,11,4,0,36,27,38,127,104,93,110,118,217,222,1059,299,666,1401,1632,1688,1441,1301,984,501,9923
309091264,0,0,7,13,18,25,45,34,10,153,0,0,0,8,6,7,8,0,0,37,28,29,53,62,65,31,33,17,3,328,230,472,808,907,982,758,526,242,56,4980
309091265,6,0,6,12,13,24,34,49,15,156,0,0,5,4,3,5,3,4,3,31,52,89,83,51,51,46,32,24,12,439,345,886,1177,1077,1193,1207,746,333,119,7089
309091540,3,0,19,15,31,72,113,134,81,473,0,5,21,11,13,5,12,16,9,88,85,173,356,215,218,208,197,167,135,1763,663,2192,3827,2124,1912,1768,1567,1174,598,15819
309091541,4,4,13,14,30,53,77,124,87,402,3,0,12,7,4,14,8,5,11,69,56,144,240,156,158,151,149,149,150,1330,447,1701,3187,2258,2318,2088,1887,1307,557,15746
309101267,0,0,0,4,8,14,34,63,25,150,0,0,4,4,0,7,5,5,10,34,40,27,52,64,73,67,61,61,48,500,259,456,768,1282,1456,1293,1170,702,206,7598
309101268,0,3,0,6,5,11,15,13,11,59,0,0,0,3,3,4,0,5,3,19,10,12,51,48,39,29,14,18,3,218,118,268,576,658,769,618,492,251,75,3822
309101269,0,0,0,0,0,5,9,11,12,39,0,0,3,0,0,0,0,0,0,9,7,44,100,55,47,72,75,50,15,461,57,214,428,346,512,762,797,502,94,3710
309101561,4,8,17,9,6,28,54,75,26,230,0,3,9,7,14,12,10,0,3,56,47,122,353,195,203,190,172,121,32,1435,204,899,2449,1517,1519,1727,1652,1028,241,11235
309101562,9,3,14,24,26,25,57,73,32,258,0,0,8,10,8,9,3,3,6,52,61,161,496,282,228,271,260,131,58,1944,253,1153,3200,1926,1723,1728,1690,844,230,12751
310011271,4,0,3,13,24,43,44,42,14,186,0,3,10,9,12,20,20,4,6,86,9,15,42,39,39,24,29,8,7,217,89,293,834,743,605,496,367,147,48,3635
310011272,5,3,18,34,61,64,80,96,58,432,0,5,14,28,47,59,51,22,19,246,21,31,62,52,51,43,46,49,49,405,198,511,1096,1076,960,904,739,592,359,6429
310011274,8,15,98,183,186,260,219,193,92,1259,5,22,90,111,160,176,118,65,29,776,106,140,317,230,184,208,124,91,38,1449,659,1554,3256,2409,2202,2103,1294,723,251,14447
310011275,0,4,11,4,11,36,27,65,43,194,0,0,5,13,10,16,17,5,0,65,17,28,63,49,32,36,33,28,22,311,204,532,1460,1402,1057,753,534,398,187,6526
310011276,29,21,48,62,45,36,33,26,9,321,0,3,7,12,23,22,5,5,3,85,35,42,195,210,118,67,32,14,9,709,246,563,1591,1388,811,471,259,114,28,5473
310011563,0,0,16,37,43,54,27,30,6,211,0,0,28,27,53,50,21,4,0,200,23,29,90,63,37,33,25,11,9,330,276,683,1595,1361,985,715,407,135,39,6202
310011564,8,6,16,42,55,73,142,141,64,539,0,6,23,23,45,56,28,15,16,215,41,29,130,112,102,72,62,48,26,631,671,1477,3043,3118,3255,2535,1700,888,263,16949
310021277,4,3,9,18,32,49,226,302,148,794,0,0,4,4,0,10,6,3,7,33,49,32,100,97,128,133,137,125,59,865,360,478,1198,1357,1689,1963,1731,942,335,10050
310021278,0,0,3,4,12,45,104,129,43,342,0,0,0,0,0,0,7,3,0,22,13,9,16,20,35,57,78,60,12,304,105,156,337,437,651,934,966,550,109,4244
310021279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310021280,9,7,20,33,75,150,328,355,131,1101,0,4,4,3,9,13,12,11,0,68,79,78,173,172,199,191,145,132,65,1231,601,1202,2310,2573,2906,2925,2362,1195,328,16404
310021281,6,9,9,24,37,77,229,222,56,661,4,4,3,4,7,13,9,11,5,61,59,38,92,114,140,126,119,87,35,816,432,673,1462,1687,1985,2006,1606,738,145,10740
310021282,0,0,25,39,24,50,185,175,53,555,0,4,7,4,10,9,6,8,3,50,117,197,240,165,166,137,129,103,62,1316,496,1118,1916,1779,1898,1777,1480,654,169,11296
310031283,8,6,16,20,30,43,104,214,113,556,0,0,5,3,19,8,13,7,4,59,50,54,135,85,83,73,51,49,27,610,407,879,1803,1456,1420,1223,962,679,233,9064
310031284,3,0,9,31,39,53,89,131,64,411,5,3,3,3,7,8,10,0,3,45,53,41,105,100,86,76,38,25,16,550,299,642,1497,1211,1192,1082,802,393,134,7254
310031285,7,6,10,6,15,23,65,107,20,259,5,0,0,4,3,3,8,0,3,23,15,16,48,51,38,20,24,11,5,231,215,405,984,950,789,782,596,246,57,5019
310031286,4,3,3,3,15,40,66,65,52,254,4,0,3,3,7,5,0,3,6,30,27,31,64,75,62,54,51,76,72,516,202,378,844,849,951,892,602,388,196,5295
310031287,10,9,25,35,59,119,202,299,163,923,0,4,10,11,16,24,16,9,0,98,52,64,161,161,141,126,129,118,112,1068,480,1090,2368,2261,2344,2292,1702,1061,530,14130
310031288,0,0,0,0,5,5,26,47,14,103,0,0,5,0,7,5,4,4,0,18,6,5,9,17,26,20,11,15,3,116,149,262,477,577,720,697,380,153,34,3446
310031289,0,0,5,0,4,8,39,34,18,118,0,0,5,0,0,0,0,0,0,5,13,12,22,35,31,27,21,7,3,170,190,336,702,1001,978,860,554,206,47,4877
310031290,0,0,5,0,5,0,19,25,3,60,0,0,0,0,0,0,4,0,0,8,13,9,15,15,18,22,9,6,5,109,209,236,506,860,1038,844,565,242,50,4543
310031291,10,12,18,24,35,62,98,94,39,394,0,3,0,0,3,3,6,4,4,27,27,45,82,89,53,39,46,34,9,425,285,633,1233,1031,980,887,601,307,78,6040
310031292,8,0,9,14,28,30,89,144,81,401,0,0,0,0,0,9,0,0,4,19,25,27,40,41,59,46,56,69,23,383,170,362,871,764,836,760,681,520,177,5146
310031293,8,8,12,24,27,54,162,257,92,642,0,0,7,8,10,21,14,9,9,74,34,33,94,80,70,67,64,80,78,610,451,885,2051,1978,1795,1687,1310,808,323,11272
310031294,4,0,9,10,10,21,33,40,6,129,0,0,7,4,4,3,4,0,0,20,26,43,126,99,51,25,13,10,0,398,298,1035,2947,1991,1239,823,411,140,17,8902
310031295,5,0,10,13,21,27,44,57,36,210,0,0,0,3,0,5,4,0,0,25,24,17,58,55,48,31,26,41,15,328,109,181,422,331,373,333,264,221,93,2321
310041297,4,3,8,20,38,48,83,91,23,321,0,0,7,0,10,13,8,5,4,52,23,27,62,75,48,42,47,21,3,360,283,566,1204,1239,1294,1238,826,360,69,7079
310041298,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
310041299,4,4,11,37,41,45,68,69,27,306,0,3,13,10,17,21,13,4,3,87,42,36,137,116,48,52,44,28,23,517,363,833,1913,1725,1263,1067,656,333,88,8239
310041300,8,5,27,47,67,74,87,78,30,421,3,5,23,21,28,41,37,14,11,188,74,82,170,144,135,89,58,29,12,796,342,746,1523,1515,1334,1055,763,403,100,7762
310041301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
310041302,12,14,38,80,66,92,137,80,35,555,3,4,21,34,55,38,30,11,4,202,98,157,360,227,149,121,87,29,5,1243,803,2085,4493,3258,2321,1815,1144,351,93,16361
310041303,6,4,4,7,4,11,24,28,10,86,0,0,5,5,8,7,3,0,3,31,6,23,46,38,28,26,14,9,0,184,237,527,1030,1181,1001,657,342,140,31,5142
310041304,6,0,13,27,26,41,50,62,10,233,6,0,18,16,12,27,11,8,7,108,57,64,175,149,108,52,24,24,8,662,648,1401,4261,4683,2610,1336,743,304,56,16040
310041565,0,0,4,8,5,5,22,10,3,60,0,0,0,0,0,0,9,0,0,9,14,27,55,58,46,24,14,9,0,244,242,521,1203,1674,1391,704,315,87,12,6151
310041566,3,6,6,20,21,43,53,43,13,200,0,5,7,19,4,9,12,0,4,59,28,45,114,85,73,32,25,21,0,430,249,594,1649,1475,945,779,516,218,35,6454
311011305,7,0,21,29,59,107,226,269,129,843,0,0,4,9,5,0,12,11,3,46,53,47,142,143,156,130,161,127,94,1058,407,648,1406,1694,1992,2036,1937,1034,369,11523
311021306,6,0,11,23,42,50,100,95,35,365,0,0,4,7,10,8,3,5,0,44,73,80,158,145,143,104,104,36,12,864,303,630,1228,1060,1168,1054,845,381,110,6781
311021307,9,3,34,39,66,73,166,181,59,612,0,3,9,16,10,20,14,21,8,96,80,97,245,213,145,121,98,129,32,1167,398,812,1933,1619,1438,1316,1467,1208,255,10455
311021308,5,6,12,29,25,24,48,40,40,237,0,5,20,22,23,11,9,0,0,92,36,49,105,77,67,38,24,18,6,421,266,755,1759,1303,1136,832,570,248,109,6976
311021309,5,0,3,8,12,19,61,71,34,212,0,0,3,0,3,0,6,4,0,18,21,19,54,48,38,38,34,32,29,313,176,298,692,741,712,727,625,374,190,4526
311021310,4,0,6,3,15,14,47,36,19,144,0,3,4,4,0,0,0,0,0,21,22,36,84,46,48,34,21,15,3,308,254,694,1565,1170,1089,940,659,253,65,6694
311031311,4,3,30,26,42,54,158,192,81,587,0,6,13,24,21,29,23,18,7,141,70,133,298,167,142,98,116,140,70,1226,540,1563,3541,2340,1905,1693,1539,963,336,14427
311031312,3,3,13,31,44,44,53,51,17,265,0,3,19,25,8,26,13,19,0,118,60,50,128,132,75,55,45,35,20,595,269,564,1246,1232,941,776,542,224,96,5886
311031313,10,8,15,23,28,36,56,61,13,250,4,9,15,22,37,25,11,3,0,119,45,70,161,88,55,77,50,39,19,596,240,791,1737,992,904,911,606,271,70,6524
311031314,11,3,39,40,52,79,83,67,11,392,0,5,35,45,39,32,30,16,5,202,81,80,168,183,107,70,44,18,13,765,500,849,1811,1656,1386,1147,689,247,52,8339
311031315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311031316,4,4,11,7,23,41,55,50,21,216,0,0,13,10,10,9,11,5,4,62,30,42,99,59,46,41,39,29,11,399,271,640,1239,1209,1116,1113,750,280,77,6690
311031317,8,14,82,95,94,82,125,71,15,578,0,16,104,99,102,71,35,22,5,447,119,125,239,246,148,125,83,42,25,1138,628,1224,2389,2177,1684,1369,886,328,82,10760
311031318,0,0,0,11,8,26,39,38,10,133,0,0,7,4,9,3,6,6,5,32,6,11,19,21,20,25,11,16,3,137,157,258,413,495,724,769,427,200,33,3467
311031319,5,3,22,21,41,71,115,82,38,402,0,0,13,21,19,27,19,14,3,125,36,29,85,77,61,63,43,37,6,437,458,1002,2210,2268,2103,2057,1099,431,110,11728
311041322,3,0,8,14,16,32,69,64,21,222,0,0,4,13,4,10,10,8,5,48,31,28,49,69,80,62,42,31,7,393,276,436,936,1118,1267,1133,916,419,67,6572
311041567,0,0,13,7,21,15,35,25,8,118,0,3,4,0,5,6,9,3,0,27,43,21,62,83,98,54,47,18,3,431,265,365,777,970,1063,656,397,140,22,4649
311041568,0,5,0,13,16,23,34,31,14,139,0,0,3,0,5,6,4,6,3,35,15,26,24,32,31,22,15,6,0,165,295,620,1301,1605,1452,934,549,159,39,6940
311041569,0,4,3,10,20,29,67,59,13,205,0,0,6,11,18,6,8,11,0,57,19,19,47,63,57,46,35,20,9,311,267,481,953,979,1120,947,706,271,53,5773
311041570,3,0,15,22,34,52,136,87,32,386,0,0,11,0,12,19,5,11,4,66,91,52,113,152,159,123,69,39,12,821,571,941,2017,2565,2770,2194,1430,600,158,13251
