SA2_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
211031267,200,67,505,3745,5308,2318,1406,3622,689,17087
211031268,132,14,208,1816,2460,1227,635,1569,188,7893
211031450,179,35,372,2744,3968,1666,993,3268,579,13218
211031451,292,76,595,2426,3408,1504,1000,2766,487,11586
211031452,33,6,82,809,1220,550,371,822,128,3905
211041269,234,36,456,1778,2375,1177,737,2557,397,9024
211041270,130,26,326,3052,4487,1810,1074,2978,421,13818
211041271,219,83,437,2085,2948,1256,771,2573,597,10232
211041272,121,25,257,1861,2514,1225,808,2055,270,8729
211041273,198,159,495,2033,2686,1431,857,2656,527,10192
211051274,33,5,79,1730,2761,1290,820,1188,311,8109
211051275,77,4,165,2080,2815,1182,880,2159,366,9474
211051276,203,30,374,2183,3425,1692,1185,2474,718,11666
211051277,167,18,280,1706,2381,960,625,2101,294,8061
211051278,201,40,445,3576,4754,2117,1460,3605,669,16176
211051279,40,3,94,974,1404,758,511,874,210,4732
211051280,141,14,213,1184,1675,790,525,1219,187,5582
211051281,166,36,346,4025,5477,2361,1586,4410,692,18556
211051282,50,4,113,1535,2729,1423,934,1099,293,8021
211051283,25,9,76,1692,2397,1178,850,1524,194,7831
211051284,35,3,81,1717,2732,1301,703,1240,251,7941
211051285,28,13,94,1342,1954,864,684,1290,277,6401
211051286,166,26,295,2491,3866,1993,1497,2869,1084,13803
212011289,112,24,227,3041,4427,2368,1558,2539,975,14914
212011546,60,13,125,3846,5244,2042,1614,4634,797,18171
212011547,76,30,174,1663,2252,1059,876,1433,650,7928
212011548,92,33,185,1559,2189,964,784,1944,517,7964
212011549,129,41,234,2377,3115,1269,1029,3245,689,11729
212011550,15,3,28,1076,1562,634,508,1560,220,5551
212011551,70,28,163,946,1249,546,422,1660,456,5282
212011552,194,63,360,4018,5043,2221,1817,5825,1085,20013
212021293,455,92,842,4136,5366,2418,1611,4690,914,19137
212021295,104,26,200,1535,1647,727,666,4043,937,9564
212021297,215,40,314,1529,1803,768,698,3737,676,9211
212021299,93,53,197,1499,1683,882,676,1652,392,6782
212021453,131,18,198,1829,2410,1070,808,3326,579,10023
212021454,82,10,167,2057,2618,1185,951,3567,583,10954
212021455,70,9,148,2235,2754,1191,935,3192,599,10903
212021456,138,23,217,2114,2687,1139,1027,4107,808,11882
212021553,36,3,87,2960,3772,1610,1187,3482,532,13539
212021554,32,0,62,1724,2324,977,810,2302,332,8461
212031300,129,28,245,3106,3676,1544,1282,5986,1376,16979
212031303,122,20,172,2573,3724,1528,1171,3511,658,13173
212031304,101,18,151,2884,3916,1548,1332,5339,790,15816
212031306,139,9,163,2373,3059,1401,1094,4874,641,13442
212031308,38,7,89,1361,1769,880,644,1443,400,6493
212031457,43,3,82,2304,2642,1180,850,3116,334,10422
212031458,70,12,114,2480,2909,1286,1110,4559,579,12921
212031555,13,3,20,1292,1796,872,721,2454,295,7432
212031556,3,4,5,1769,2573,1072,909,3602,488,10423
212031557,110,22,221,2902,3707,1757,1482,6262,848,16959
212031558,132,21,222,1559,2042,893,743,3198,542,8972
212031559,25,10,45,1696,2183,965,816,2998,356,9026
212031560,37,8,61,1695,2159,916,804,3116,499,9192
212031561,59,6,83,1607,1875,774,768,4148,738,9906
212031562,62,6,107,1765,2023,891,816,4296,788,10583
212041309,270,26,395,1820,2366,1109,761,3337,425,9822
212041310,158,11,283,1971,2464,1061,847,4464,677,11495
212041312,301,51,543,3146,3798,1721,1535,7065,1317,18590
212041313,170,28,321,1818,2515,1127,720,2152,316,8649
212041316,66,12,115,1069,1349,625,485,2290,379,6197
212041317,363,47,614,3047,3171,1479,1169,8828,1330,19023
212041318,138,19,229,1783,1797,788,623,4993,569,10544
212041459,193,30,327,1647,1981,819,726,4612,880,10664
212041460,286,31,428,2601,2809,1186,988,7739,1064,16387
212041563,321,51,541,2625,2992,1229,1177,7716,2071,17806
212041564,73,23,141,1065,1107,469,435,3635,605,7308
212041565,183,26,339,2124,2404,1209,913,5279,627,12566
212041566,98,3,119,2417,2793,1227,885,4068,332,11711
212051319,307,28,531,3387,4598,1847,1113,4543,793,16276
212051321,272,82,686,3540,4573,2447,1687,5034,684,17962
212051322,370,94,712,3459,4195,2169,1416,5448,909,17597
212051323,214,31,524,2773,3611,1827,1158,3479,527,13372
212051324,285,52,665,3275,4367,2132,1357,4171,670,15973
212051325,257,82,519,3196,4202,1899,1460,4814,790,16370
212051326,364,28,660,4162,5292,2190,1368,5403,869,19296
212051327,615,203,1178,3417,4479,2341,1579,4935,882,17634
212051567,141,24,230,1898,1946,509,347,3545,900,9153
212051568,98,110,295,2007,2213,846,617,4192,928,10798
213011328,113,17,186,1047,1402,525,421,2292,654,6338
213011329,74,3,92,1573,1627,694,603,3216,399,8106
213011331,71,7,96,1149,1318,613,486,2814,403,6782
213011332,161,12,249,1960,2511,1205,943,3765,622,11015
213011333,79,6,136,1675,1885,917,870,5156,875,11374
213011334,205,33,391,2435,2769,1240,1201,7639,1813,17088
213011335,209,224,529,2223,2429,1016,1004,6388,1689,14732
213011336,137,10,229,1306,1740,770,525,2942,631,7909
213011337,200,21,338,1632,1837,792,682,4300,792,10039
213011338,206,46,412,2462,2989,1322,1235,6295,1172,15469
213011339,252,17,296,1764,2142,879,762,3696,525,9760
213011340,127,13,241,2933,3450,1704,1369,4568,518,14543
213011569,76,12,157,2194,2752,1155,1108,5917,1219,14339
213011570,13,0,16,1052,1289,605,531,2399,344,6222
213021341,183,33,398,2279,3384,1509,859,2584,547,11172
213021342,267,24,402,2869,3848,1652,1345,4908,821,15453
213021343,352,49,606,2238,2997,1203,942,3842,808,12035
213021344,175,40,320,3200,5112,1998,1099,2673,636,14718
213021345,15,7,44,771,1022,487,351,1090,195,3907
213021346,116,30,303,2928,4359,1817,1023,2490,504,13118
213031347,124,78,296,2899,3668,1324,991,5932,1270,16085
213031348,193,71,334,3208,4441,1363,721,4251,1337,15318
213031349,46,9,114,2373,3062,1085,702,3137,476,10841
213031350,93,5,147,1681,2724,962,470,1373,279,7482
213031351,72,23,169,1962,2965,1149,629,2330,676,9714
213031352,153,18,293,2945,4385,1575,872,2209,513,12506
213041353,274,34,431,3925,5426,2395,1843,5028,942,19557
213041358,57,10,104,2726,3563,1618,1490,5224,1148,15765
213041359,13,4,22,1744,2503,1125,1081,3731,3050,13237
213041360,58,0,108,2887,3556,1535,1375,4666,595,14614
213041461,107,63,200,758,932,446,355,1830,276,4594
213041462,9,0,11,785,1009,466,430,1680,167,4541
213041463,54,5,95,3188,3673,1618,1313,5253,767,15819
213041571,57,18,107,1252,1626,775,706,2459,453,7269
213041572,0,0,9,794,1233,548,521,1794,384,5273
213041573,0,0,6,446,654,307,201,447,75,2130
213041574,9,0,15,1308,1680,757,649,2580,331,7309
213041575,49,3,75,2714,3062,1301,1201,4198,541,13013
213041576,69,11,106,1694,2115,985,903,2828,544,9067
213041577,66,8,109,996,1295,584,644,2207,674,6405
213041578,120,12,165,1866,2489,1119,1130,4461,1154,12210
213051361,101,21,185,2753,3554,1611,1398,4832,892,15032
213051362,80,16,167,2592,3394,1568,1352,5162,1051,15111
213051363,28,7,55,1513,2073,854,653,3268,793,9147
213051368,291,45,435,2447,3235,1455,1118,4423,950,13635
213051464,20,0,42,2554,3671,1615,1320,4006,853,14029
213051466,10,0,7,2235,3392,1733,1334,3649,611,12963
213051467,189,125,402,2637,3322,1476,1256,5363,1257,15302
213051468,58,11,111,3283,4470,1906,1531,4943,1033,17168
213051579,42,0,46,1186,1868,844,700,2380,393,7380
213051580,44,3,81,2189,2929,1353,983,2997,525,10978
213051581,72,4,73,1348,1941,827,657,2021,322,7111
213051582,9,0,7,995,1466,701,713,2517,546,6935
213051583,51,11,78,3107,4312,2127,1851,7308,1511,20225
213051584,0,0,4,606,1051,487,470,2031,411,5062
213051585,17,7,49,1287,1736,819,759,2855,537,7998
213051586,6,0,3,890,1316,595,479,2243,1471,6993
213051587,7,0,11,1028,1447,748,665,2485,439,6814
213051588,20,3,39,1909,2693,1297,1319,4775,1176,13169
213051589,8,3,20,1065,1569,704,611,2122,529,6601
213051590,46,9,76,1915,2443,1121,974,3217,529,10210
214011370,251,78,423,3653,4682,1778,1239,5467,948,17764
214011371,202,116,494,4011,5614,2130,1455,4955,1610,19778
214011372,283,76,504,2963,4036,1705,1322,4536,1502,16066
214011373,324,172,758,3016,4617,2293,1348,3186,757,15212
214011374,205,32,373,4340,5889,2539,1766,4654,796,19988
214011375,183,54,385,2912,4166,1681,1071,3392,963,14187
214011376,36,12,83,2317,3040,1275,876,2547,387,10450
214021377,217,78,451,2221,3240,1573,1042,2606,880,11569
214021378,66,31,169,980,1613,864,589,756,436,5236
214021379,260,50,511,3647,5270,2630,1848,5063,1288,19742
214021381,232,44,531,3163,4501,2493,1563,2613,545,14888
214021382,275,69,618,3365,4866,2496,1556,3069,675,16033
214021383,276,87,592,3021,4857,2515,1753,3385,1532,17066
214021384,674,236,1365,3547,5133,2621,1839,4870,1719,19726
214021385,189,83,436,3163,4413,2044,1377,3532,764,15286
214021591,375,130,744,2451,3458,1573,1057,3261,655,12454
214021592,189,172,596,1844,2842,1409,734,1908,703,9442
215011386,165,32,303,1133,1671,764,643,1890,1168,7276
215011387,30,6,62,486,710,351,344,508,238,2644
215011388,285,58,589,2676,3733,1766,1291,3536,822,13824
215011389,38,0,68,597,804,412,341,536,193,2882
215011390,139,65,320,1036,1448,781,747,1441,435,5883
215011391,54,29,130,479,698,379,358,758,280,2948
215011392,81,77,251,1198,1787,967,775,1722,762,7203
215011393,44,16,97,395,592,296,263,488,268,2311
215011394,128,65,297,894,1329,741,668,1361,506,5497
215021395,64,15,133,1153,1628,830,632,1391,514,6140
215021396,81,19,132,646,1036,537,403,942,418,3987
215021398,62,16,106,522,712,383,367,755,352,3096
215021399,90,20,153,856,1174,646,546,1293,478,4995
215021469,250,71,492,2467,3424,1607,1235,4738,1385,14852
215021470,278,63,507,2417,3279,1465,1142,4009,1043,13349
215031400,115,66,286,875,1319,687,622,1183,555,5247
215031401,100,30,193,934,1419,825,657,1341,518,5692
215031402,109,27,215,530,854,435,356,854,288,3313
215031403,36,23,74,515,497,220,199,1146,477,3051
215031404,205,49,417,1635,2259,1033,823,2631,655,9037
215031405,45,19,105,953,1260,657,563,1285,592,5305
216011406,244,124,540,2431,3475,1592,1228,3349,927,13008
216011407,193,69,412,1626,2375,1206,880,2331,676,9081
216011408,25,6,55,581,858,453,342,612,340,3195
216011409,96,21,171,569,816,415,404,910,285,3391
216011410,52,14,103,570,813,514,444,827,414,3569
216021411,153,26,259,943,1231,566,504,1751,426,5427
216021412,18,4,34,440,612,312,254,520,211,2354
216021413,186,45,364,1884,2631,1332,1097,2480,960,10389
216021414,201,70,390,1264,1853,1012,644,2021,513,7306
216031415,121,45,238,1176,1571,737,571,2076,780,6909
216031416,313,83,573,3020,4111,1761,1382,4483,1265,16016
216031418,19,3,42,644,917,483,356,584,274,3254
216031419,93,32,196,1462,2160,1043,928,2019,941,8562
216031593,95,10,185,1385,1909,886,672,1830,344,7032
216031594,210,34,413,2105,2763,1271,1092,4790,1230,13251
217011420,126,42,245,1289,1949,1100,940,1668,647,7590
217011421,218,48,426,1583,2373,1135,866,2121,526,8612
217011422,206,35,346,1651,2447,1283,946,2498,644,9468
217011423,93,16,161,998,1408,766,682,993,371,5206
217031471,72,17,131,488,821,425,313,675,226,2951
217031472,274,57,502,1961,2572,1276,1017,3131,624,10580
217031473,30,15,77,900,1275,716,601,806,332,4635
217031474,96,35,186,875,1051,646,525,1041,389,4527
217031475,89,33,198,1211,1455,797,696,1277,485,5919
217031476,23,15,81,599,1029,542,399,526,392,3491
217041477,60,20,128,1138,1397,773,702,1173,444,5625
217041478,102,37,245,1525,2297,1392,942,1402,620,8171
217041479,217,96,525,3685,5151,2367,1592,4276,1133,18199
217041480,264,92,549,2171,3212,1425,918,2802,757,11285
297979799,0,0,0,0,3,0,0,8,27,38
299999499,12,17,29,1148,1118,391,326,1694,3270,7946
301011001,127,61,253,2812,4010,1716,1184,3030,593,13339
301011002,38,5,102,1376,1756,951,588,1200,227,6097
301011003,127,178,427,2703,3655,1760,1105,2570,688,12485
301011004,152,54,314,3195,4464,1908,1266,3385,694,14908
301011005,33,0,54,615,996,414,269,696,134,3129
301011006,86,45,215,2211,3152,1371,762,1922,322,9742
301021007,245,214,699,2861,3864,1804,1141,3233,849,13759
301021008,105,23,213,1123,1625,830,479,1117,161,5329
301021009,105,26,235,3141,4168,1971,1275,3007,588,14145
301021011,22,3,54,1493,2127,955,633,1042,171,6421
301021012,135,91,324,3422,4643,2037,1255,3168,597,15129
301021013,434,57,790,2534,3673,1896,1148,3068,504,12829
301021550,11,8,38,299,525,280,165,348,223,1842
301021551,74,27,171,1070,1861,1171,955,1998,737,7784
301031014,0,0,0,0,0,0,0,0,0,8
301031015,72,61,224,1483,2081,891,542,1140,334,6466
301031016,123,18,256,2110,3021,1315,798,1831,346,9427
301031017,15,4,35,947,1285,430,252,778,182,3876
301031018,57,7,119,1582,2237,960,564,1584,277,7206
301031019,21,3,50,1626,2317,1064,548,1170,154,6871
301031020,146,63,364,2630,3868,1558,921,2380,582,11927
301031021,226,72,412,2556,3692,1524,1060,3139,643,12615
302011022,64,6,104,1319,1841,788,515,1452,251,6170
302011023,87,18,210,1911,2649,1245,818,1612,225,8474
302011024,308,56,510,1665,2310,1052,730,2034,369,8157
302011025,77,16,203,1905,2891,1003,583,1598,236,8212
302011026,39,0,89,1421,2113,930,547,1105,178,6298
302021027,210,119,577,2239,3156,1489,931,2352,564,10729
302021028,195,173,522,2077,2813,886,586,2865,852,10073
302021029,72,8,172,1197,1720,748,435,1087,192,5376
302021030,123,11,180,769,1205,448,298,819,103,3643
302021031,105,14,217,2874,4073,1503,761,2149,471,11830
302021032,59,18,145,1305,1818,650,370,1230,367,5732
302021033,171,62,300,1245,1806,803,501,1219,303,5881
302021034,74,11,200,1843,2792,1170,677,1390,250,8114
302031035,99,18,213,1689,2333,973,618,1926,340,7875
302031036,0,0,0,0,9,0,0,5,113,123
302031037,10,0,18,486,596,155,85,485,119,1922
302031038,32,7,75,1325,1874,715,390,1183,246,5743
302031039,143,62,293,1906,2709,1206,683,1833,371,8700
302031040,126,12,202,2867,3714,1063,597,2792,642,11677
302041041,98,16,208,2923,4248,1867,1191,3214,485,13931
302041042,65,8,165,1643,2530,1146,637,1502,284,7732
302041043,40,5,85,641,975,393,227,738,179,3151
302041044,188,69,327,1175,1733,832,401,1275,291,5719
302041045,237,86,485,2245,3194,1279,892,3297,533,11443
302041046,91,20,184,1511,2094,772,536,2212,617,7745
303011047,61,12,138,2423,3308,1367,747,1386,264,9499
303011048,44,8,103,1388,1851,637,349,1146,261,5637
303011049,231,27,386,2244,3134,1196,686,2087,337,9692
303011050,45,10,93,1350,1866,703,391,1186,272,5767
303011051,166,34,377,3044,4174,1991,1198,2797,354,13561
303021052,58,8,118,2702,3460,1023,523,2249,465,10412
303021053,215,44,405,3788,5136,1653,914,3089,593,15176
303021054,22,3,51,1182,1350,527,240,852,186,4340
303021055,64,13,128,2326,3077,921,431,1988,469,9220
303021056,149,19,218,1604,2249,958,494,1380,308,6994
303021057,43,44,146,1220,1750,716,365,926,276,5247
303021058,82,23,142,2003,2212,588,273,2284,555,7918
303021059,144,16,278,2150,2993,1067,567,1536,412,8731
303031060,146,14,236,2415,3036,1470,1038,3896,614,12472
303031061,42,4,92,1015,1117,529,392,1837,296,5184
303031062,77,13,147,1543,2019,937,634,1672,228,7029
303031063,104,57,290,2980,4070,1577,907,2706,741,12980
303031064,23,0,53,1754,2270,1095,797,2195,261,8368
303031065,244,42,421,1949,2402,916,558,2928,613,9371
303031066,132,13,264,1948,2597,1235,851,2154,239,9024
303041067,45,7,80,947,1150,476,295,1646,324,4833
303041068,80,13,166,2035,3072,1125,581,1741,400,8955
303041069,65,8,133,775,916,444,356,1402,290,4185
303041070,114,15,194,1338,1971,759,444,1369,258,6145
303041071,89,14,208,2005,2946,1325,736,1201,218,8435
303051072,74,5,116,1320,1804,817,623,2148,343,7053
303051073,77,62,212,3467,4314,2041,1562,5685,883,17948
303051074,15,0,22,1460,2025,969,684,2170,277,7583
303051075,182,19,264,2580,3245,1521,1086,3541,388,12353
303051076,140,18,219,1359,1894,667,572,2593,711,7798
303061077,139,5,198,1527,1738,798,688,1931,276,6957
303061078,46,14,90,2278,2774,1199,883,3719,607,11456
303061079,74,8,174,1451,1605,766,570,2857,427,7676
303061080,281,29,393,2676,3358,1645,1250,4994,874,14796
304011081,114,9,192,1354,1976,974,565,1191,163,6230
304011082,48,6,102,1239,1840,859,486,1124,173,5716
304011083,21,0,34,701,1095,437,273,653,86,3240
304011084,248,7,331,1728,2606,1113,616,1677,183,7915
304011085,31,0,52,776,1223,574,373,592,63,3594
304021086,43,8,130,1794,2687,1319,808,1361,206,8177
304021087,186,13,274,1135,1782,967,602,1016,168,5673
304021088,126,6,206,1877,2879,1408,777,1375,167,8486
304021089,30,0,50,772,1147,518,344,500,75,3358
304021090,69,8,226,1627,2531,1209,718,1110,161,7348
304021091,115,98,278,941,1452,739,487,746,261,4623
304031092,103,37,213,1450,2042,953,504,938,205,6084
304031093,37,34,139,991,1440,640,334,713,182,4295
304031094,57,13,167,2739,3395,1357,829,2339,403,11063
304031095,39,4,98,1287,1780,712,414,935,173,5292
304031096,31,11,119,3110,2702,999,573,2941,583,10907
304031097,69,18,181,2096,2583,892,495,1468,287,7824
304041098,45,6,108,1703,2381,828,449,1634,481,7482
304041099,0,0,0,0,5,9,8,8,3,28
304041100,197,51,402,1202,1857,811,499,1391,286,6057
304041101,106,5,174,1614,2433,997,519,1238,265,7073
304041102,0,0,0,0,0,0,0,0,0,0
304041103,172,8,329,3013,4672,2320,1211,1997,273,13485
304041104,97,11,165,2029,3018,1373,836,1477,184,8914
305011105,23,0,62,2983,3303,798,433,4036,1100,12648
305011106,60,5,71,2382,2554,504,272,2630,752,9097
305011107,29,50,114,1401,1882,611,280,1028,375,5586
305011108,118,0,180,2431,2757,686,370,2297,631,9166
305011109,116,67,281,2951,3725,1009,538,2224,845,11288
305011110,35,13,79,2978,3342,871,501,3844,1549,13084
305011111,15,3,32,1465,1563,400,244,2025,635,6331
305011112,64,7,119,3481,4395,1258,669,2517,783,13101
305021113,11,8,41,885,1325,455,250,554,158,3621
305021114,46,16,104,1489,2123,727,441,996,321,6092
305021115,22,6,53,1361,1794,456,291,1169,351,5431
305021116,12,3,31,1106,1378,524,312,678,126,4128
305021117,127,20,232,2962,3920,1272,694,2304,649,11807
305021118,32,8,51,1391,1976,767,373,836,187,5534
305031119,28,17,96,1043,1149,339,158,860,291,3841
305031120,20,5,53,1361,1941,746,347,869,201,5455
305031121,50,7,103,1214,1444,545,350,1052,296,4901
305031122,63,18,185,2334,2853,971,613,1935,397,9110
305031123,31,3,70,888,1272,556,262,457,78,3512
305031124,109,13,177,1553,1741,565,327,1490,401,6080
305031125,33,5,66,915,1238,533,355,748,144,3945
305031126,58,4,97,2271,2568,812,405,2235,512,8801
305031127,25,6,43,1050,1417,505,251,872,223,4326
305031128,110,16,178,4956,5524,1169,493,3579,1267,16990
305031129,16,5,39,802,1181,439,204,537,112,3283
305031130,53,3,83,1817,2236,729,389,1358,347,6872
305031131,130,27,200,2352,3011,1043,510,2003,463,9385
305041132,82,13,192,2753,3767,1581,831,1631,293,10852
305041133,15,8,52,1417,1654,561,247,911,196,4985
305041134,89,31,182,1920,2852,1252,644,1076,294,8029
305041135,35,18,92,2925,3607,1100,594,1783,462,10464
305041136,17,3,38,1426,1777,554,262,875,195,5095
305041137,48,8,119,2960,3559,1076,564,2354,437,10950
306011138,25,3,48,955,1418,557,353,825,198,4308
306011139,96,18,160,1872,3012,1319,780,2238,709,9929
306011140,12,0,27,707,1000,414,223,510,150,3005
306011141,91,85,214,2272,3260,1392,908,2107,666,10608
306011142,73,23,153,2899,3969,1651,1013,3028,907,13467
306011143,23,9,81,1080,1567,563,372,1173,500,5245
306021144,13,0,28,1252,1687,680,500,1618,457,6199
306021145,40,37,115,2086,2275,695,438,3183,2653,11325
306021146,94,35,230,1297,1939,867,620,1639,551,6910
306021147,34,59,133,1577,2121,983,740,2278,950,8655
306021148,59,34,143,1512,2135,966,749,1618,747,7726
306021149,112,22,199,1667,2187,885,632,2157,511,8032
306021150,0,0,0,0,0,0,0,0,0,0
306021151,59,7,89,814,1135,386,295,1614,692,4928
306021152,33,9,74,810,1011,375,256,1415,502,4362
306021153,27,6,71,1396,2039,854,528,1609,378,6802
306021154,171,17,241,1022,1144,372,294,1946,860,5631
306021155,70,15,96,705,906,358,297,1137,436,3841
306021156,136,17,230,1415,2093,877,517,1508,469,6873
306021157,27,10,56,704,946,380,269,1213,676,4182
306031158,42,11,83,654,985,466,453,768,454,3780
306031159,184,39,336,1232,1713,808,676,2294,781,7503
306031160,63,25,143,1086,1695,824,758,1430,827,6609
306031161,129,28,239,1601,2230,1180,1010,2215,1003,9245
306031162,0,0,0,0,0,0,0,0,0,4
306031163,0,0,5,1125,127,83,113,231,81,1757
306041164,47,13,107,900,1452,738,617,1113,632,5458
306041165,36,16,76,960,1311,508,314,1159,714,4956
306051166,192,83,405,1774,2417,1215,1035,2188,1006,9634
306051167,61,20,112,629,1002,560,616,1119,702,4626
306051168,26,9,63,721,1170,597,440,566,490,3979
306051169,80,48,203,1248,2101,1226,1001,1212,754,7533
306051170,147,47,340,1669,2288,1157,959,2519,1052,9654
307011171,28,21,74,644,860,348,313,916,369,3455
307011172,63,38,143,1255,1631,759,697,1518,921,6782
307011173,73,14,137,966,1329,542,403,1116,511,4869
307011174,44,10,97,566,791,381,368,835,326,3261
307011175,23,18,73,570,781,366,324,826,496,3360
307011176,32,53,120,1046,1322,558,398,1354,678,5365
307011177,53,8,109,907,1171,537,491,1033,602,4741
307011178,25,7,47,474,640,372,427,853,418,3179
307021179,78,97,237,1369,1809,1031,1003,1569,829,7614
307021180,68,23,163,1083,1585,706,610,1589,548,6107
307021181,54,11,81,449,578,343,278,771,291,2707
307021182,148,13,224,837,1124,561,503,1137,443,4608
307021183,185,42,356,2497,3389,1556,1370,3297,1156,13263
307031184,61,13,121,768,1103,548,538,855,339,4148
307031185,54,8,115,640,969,540,496,739,304,3687
307031186,60,6,115,702,1011,565,557,915,415,4162
307031187,111,16,236,724,1152,678,491,1058,371,4478
307031188,29,11,78,864,1363,776,632,1018,530,5188
307031189,231,73,465,2365,3221,1636,1284,3129,999,12634
308011190,9,5,16,1147,1281,497,466,1171,867,5430
308011191,47,15,93,1079,1361,682,684,1316,931,6047
308011192,23,27,79,2116,2869,1121,940,2399,1087,10530
308031205,54,17,147,1019,1344,534,437,1702,588,5626
308031206,11,4,20,246,388,233,197,289,245,1593
308031207,70,35,158,769,1221,641,503,1193,456,4775
308031208,65,14,188,1457,2047,949,631,1660,492,7228
308031209,13,3,29,701,1052,529,393,591,1042,4305
308031210,42,36,126,1678,2377,1062,900,2407,740,9167
308031211,33,6,74,672,957,415,329,1183,329,3886
308031212,38,17,65,335,479,297,282,744,406,2544
308031213,103,27,191,1671,2337,1009,679,2243,585,8524
308031214,93,25,166,786,1054,473,361,1218,350,4236
308031215,91,70,205,1066,1571,653,426,1544,578,5837
308031216,85,21,175,962,1337,532,412,1280,352,4879
308031217,29,10,71,514,664,246,207,888,337,2850
308031218,14,8,43,513,711,475,351,549,291,2882
308031219,14,7,51,645,974,545,435,642,526,3762
308031220,6,8,30,431,607,297,311,449,362,2455
308031221,0,0,0,0,4,6,4,5,8,18
308031222,190,52,306,1317,1729,717,479,1728,531,6492
308031223,258,50,480,3082,4568,2101,1550,3874,1332,16510
308041528,63,23,147,1264,1667,769,796,1480,987,6973
308041529,47,30,120,793,1087,509,403,1033,659,4485
308051530,27,12,67,783,1443,830,768,1199,791,5806
308051531,30,24,91,1512,2338,1009,787,1688,502,7826
308051532,4,0,4,3,7,0,12,3,0,30
308051533,125,14,182,2097,2915,1247,1007,2741,610,10616
308051534,42,3,89,924,1224,512,401,1494,621,5172
308051535,41,17,94,1540,2378,1173,1114,1762,798,8768
308051536,10,3,22,504,834,349,267,653,165,2770
308051537,0,0,0,0,0,0,0,0,0,0
308051538,13,30,59,1004,1425,581,477,1030,379,4889
308051539,36,8,77,715,1090,453,353,1087,292,3984
309011224,90,15,204,1493,1877,911,518,1707,426,6927
309011225,88,98,277,1853,2223,850,492,1802,901,8125
309011226,264,28,468,2453,3451,1490,898,2842,552,11687
309011227,154,25,294,2998,3358,1057,582,3374,1405,12770
309011228,134,30,288,2420,3005,1307,827,2732,638,10933
309011229,45,7,110,1552,1805,628,362,1579,443,6380
309021230,107,73,274,1277,1618,617,334,1585,539,5958
309021231,103,96,307,2158,3025,1210,742,2363,849,10344
309021232,94,116,323,1656,2278,1091,639,1747,498,7908
309021233,183,35,358,2066,2925,1360,933,2336,539,10157
309021234,163,27,335,3182,3979,1577,966,3144,898,13741
309031235,139,22,245,1845,2504,1150,758,2536,468,9260
309031236,158,50,268,1746,2234,789,524,2781,739,8809
309031237,249,36,441,1505,2223,1008,713,2867,559,8879
309031238,350,78,573,3127,4148,1577,1060,5109,1284,16310
309031239,115,28,233,1698,2465,1183,737,1991,668,8747
309031240,212,35,423,1594,2167,1096,714,2175,482,8227
309041241,18,0,32,655,1144,559,405,587,340,3687
309041242,92,28,262,2347,3826,2069,1535,2288,881,12950
309051243,82,32,160,1124,1755,972,713,1148,401,6110
309051244,155,21,265,3188,4484,2083,1444,3268,715,15178
309051245,38,9,63,1582,2008,870,542,1453,318,6767
309061246,102,28,228,2315,3182,1341,878,2707,538,10968
309061247,95,15,185,1335,1933,935,596,1694,366,6860
309061248,270,72,512,3474,4713,2075,1412,4554,1050,17283
309061249,45,0,81,3061,3991,1726,1158,3535,636,14107
309061250,61,96,207,1382,1970,974,681,1362,539,6907
309071251,24,5,47,3136,3980,1552,1262,3900,1223,15057
309071252,210,75,433,3290,4319,2039,1303,3699,844,15487
309071253,197,80,375,2518,3481,1652,1029,3154,935,12774
309071254,11,3,36,731,1111,519,348,891,197,3791
309071256,56,7,112,3015,4109,1770,1210,3203,593,13899
309071552,52,7,95,1665,2241,949,724,1771,478,7830
309071553,37,3,69,2010,2733,1227,806,1900,415,9094
309071554,86,5,104,1413,2041,913,707,1919,405,7387
309071555,0,0,3,1427,1978,699,644,1887,719,7355
309071556,35,6,60,1861,2574,1166,790,1786,382,8559
309071557,47,87,172,3258,4130,1682,1364,3779,1005,15209
309071558,12,0,16,1071,1510,663,488,1179,348,5251
309081259,139,32,236,695,966,503,334,1064,228,3787
309081260,102,117,244,1192,1614,596,405,1569,473,5852
309081262,92,151,309,3038,3690,1460,867,3562,973,13596
309081559,177,40,366,3137,3820,1728,1104,3527,600,13917
309081560,105,82,290,1566,2074,867,547,1977,491,7519
309091263,163,207,501,2084,2698,1218,803,2538,1008,10361
309091264,24,6,56,1146,1273,584,438,1443,347,5237
309091265,70,9,119,1589,1973,818,573,1974,449,7382
309091540,359,76,598,3255,3652,1185,796,5607,1672,16162
309091541,310,110,559,3456,3895,1522,1111,5113,1327,16432
309101267,70,47,206,1664,2131,1010,698,2030,522,8058
309101268,33,5,75,874,1113,474,343,976,248,4027
309101269,29,13,94,799,1016,409,193,890,453,3767
309101561,107,25,243,2252,2625,939,568,3567,1449,11401
309101562,105,50,230,2487,2770,992,550,4174,1986,12950
310011271,31,3,48,777,979,396,288,1123,220,3784
310011272,179,48,359,1126,1502,615,477,2574,436,6732
