SA2_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
304021086,..,481,481,1037,31,1068,707,3,711,837,4,837,299,0,299,119,0,119,3008,514,3525
304021087,..,309,309,705,24,729,350,4,360,493,0,487,240,0,243,96,0,96,1879,335,2215
304021088,..,459,459,1132,59,1191,659,16,681,849,14,865,305,4,307,99,4,103,3046,558,3604
304021089,..,127,127,347,25,374,248,3,253,402,4,401,154,5,155,39,0,39,1194,162,1351
304021090,..,550,550,947,51,997,583,12,598,791,4,792,268,0,268,81,0,75,2668,627,3293
304021091,..,191,191,535,9,546,285,4,290,416,0,416,211,0,211,66,0,66,1514,213,1722
304031092,..,412,412,714,47,760,421,18,433,621,10,633,253,0,259,70,0,70,2075,487,2564
304031093,..,492,492,601,43,642,298,8,309,352,3,355,144,0,144,47,3,53,1435,548,1983
304031094,..,1166,1166,1422,314,1731,831,141,971,814,49,868,247,18,266,84,10,91,3395,1698,5092
304031095,..,804,804,772,94,864,377,5,386,377,6,383,158,0,158,39,0,39,1726,910,2631
304031096,..,985,985,1069,418,1486,477,216,690,446,90,535,145,43,191,36,17,53,2170,1767,3936
304031097,..,1241,1241,1152,282,1432,517,108,626,403,39,444,105,21,127,34,4,39,2214,1694,3908
304041098,..,1135,1135,1030,151,1182,454,28,489,497,10,503,169,0,168,34,0,34,2181,1330,3512
304041099,..,0,0,4,0,4,5,0,5,0,0,0,0,0,0,0,0,0,8,0,13
304041100,..,793,793,918,61,977,457,17,475,433,0,437,135,0,135,60,0,61,2000,877,2876
304041101,..,809,809,924,115,1041,555,24,575,606,9,615,209,7,214,59,0,59,2351,968,3316
304041102,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304041103,..,896,896,1803,62,1863,1044,20,1066,1353,4,1361,510,0,505,141,0,145,4847,989,5840
304041104,..,447,447,1158,33,1195,706,4,710,985,0,989,356,0,354,120,0,120,3325,486,3810
305011105,..,2435,2435,1844,525,2374,497,178,672,238,46,281,38,16,52,10,4,21,2623,3205,5832
305011106,..,2583,2583,1376,569,1940,327,90,413,113,24,134,17,8,25,3,0,4,1841,3269,5107
305011107,..,804,804,680,158,838,318,69,385,286,34,317,125,21,146,45,5,49,1454,1087,2541
305011108,..,1902,1902,1588,424,2008,391,118,510,168,39,210,50,8,59,19,4,23,2218,2494,4709
305011109,..,2454,2454,1807,352,2165,530,94,626,351,45,394,117,12,133,36,4,42,2841,2973,5808
305011110,..,2266,2266,1877,546,2422,558,97,658,323,24,348,80,3,85,18,4,20,2852,2948,5798
305011111,..,1049,1049,799,294,1093,331,112,436,165,52,215,41,10,51,10,4,14,1345,1514,2860
305011112,..,2212,2212,2057,451,2511,773,130,897,592,46,637,180,12,188,74,7,79,3668,2856,6521
305021113,..,413,413,514,42,555,303,12,315,298,3,300,106,0,108,30,0,28,1248,472,1722
305021114,..,732,732,987,76,1064,424,20,447,450,0,450,158,0,162,41,0,41,2057,827,2880
305021115,..,824,824,751,200,952,301,91,386,225,42,261,92,15,105,27,8,38,1392,1172,2566
305021116,..,455,455,514,70,583,318,20,345,358,4,359,127,0,126,33,0,33,1352,563,1915
305021117,..,1500,1500,1695,308,2007,874,134,1008,832,34,866,214,9,220,58,3,65,3674,1986,5656
305021118,..,528,528,730,117,850,412,27,443,455,23,482,175,9,178,45,0,47,1822,708,2522
305031119,..,735,735,647,146,792,189,36,232,136,8,144,36,5,36,12,0,15,1017,937,1952
305031120,..,691,691,772,132,904,395,54,449,387,7,395,137,3,139,37,0,37,1728,885,2609
305031121,..,845,845,721,114,840,277,11,294,277,9,283,121,4,125,49,0,49,1443,983,2425
305031122,..,1812,1812,1257,215,1474,569,42,610,525,9,533,212,4,212,46,0,46,2613,2080,4693
305031123,..,292,292,405,30,440,258,13,267,400,11,414,136,0,136,36,0,38,1245,350,1590
305031124,..,1260,1260,1004,128,1137,281,30,309,225,8,231,93,0,96,36,0,36,1639,1423,3066
305031125,..,366,366,529,29,556,304,14,317,336,0,339,162,0,158,35,0,37,1363,410,1773
305031126,..,1197,1197,1044,362,1408,470,166,639,443,64,505,124,30,156,41,9,52,2125,1834,3953
305031127,..,516,516,523,116,639,271,53,328,286,23,304,95,8,108,27,0,32,1203,715,1917
305031128,..,4116,4116,3284,877,4161,698,116,814,257,19,274,55,0,55,19,0,23,4317,5125,9445
305031129,..,335,335,376,42,415,230,28,259,279,10,282,130,3,136,26,0,23,1037,415,1449
305031130,..,1009,1009,971,291,1266,409,75,489,385,27,409,128,11,138,36,0,36,1924,1413,3341
305031131,..,1540,1540,1301,294,1594,564,61,632,548,13,560,203,9,207,59,5,64,2672,1921,4596
305041132,..,981,981,1190,139,1332,742,60,803,1033,28,1054,432,3,434,117,0,117,3517,1204,4729
305041133,..,733,733,712,187,904,257,65,322,262,30,295,95,15,110,20,3,23,1343,1038,2378
305041134,..,661,661,919,59,980,618,43,663,753,25,778,335,8,339,82,3,83,2702,797,3503
305041135,..,1539,1539,1432,276,1704,631,165,799,556,91,644,226,25,248,67,11,74,2914,2092,5011
305041136,..,673,673,635,120,756,311,88,399,320,45,366,102,17,124,26,3,27,1400,943,2344
305041137,..,1702,1702,1629,509,2142,578,163,745,462,57,518,167,18,181,38,0,36,2873,2451,5320
306011138,..,289,289,608,33,640,354,12,368,372,4,379,146,0,146,69,0,69,1553,341,1897
306011139,..,1051,1051,1851,135,1985,681,10,695,590,7,599,151,5,159,78,0,78,3357,1204,4552
306011140,..,425,425,459,48,509,236,13,250,202,0,201,80,0,77,24,0,24,996,488,1483
306011141,..,722,722,1334,107,1440,798,18,816,1012,4,1016,333,0,333,177,0,177,3648,848,4499
306011142,..,1271,1271,2076,225,2305,997,43,1040,946,14,962,357,0,356,148,6,150,4522,1560,6079
306011143,..,987,987,848,124,971,334,10,347,225,3,227,83,0,79,34,0,34,1518,1127,2648
306021144,..,402,402,792,71,866,458,15,478,467,0,466,228,0,228,178,0,179,2127,494,2618
306021145,..,1859,1859,1189,289,1480,454,77,532,242,25,265,74,9,78,64,12,78,2024,2267,4288
306021146,..,942,942,1085,93,1177,456,15,475,430,3,432,153,4,160,78,0,78,2207,1068,3269
306021147,..,759,759,1061,102,1161,589,14,604,605,0,607,309,0,308,216,0,216,2779,876,3658
306021148,..,645,645,1121,77,1200,511,12,524,549,0,549,226,0,226,144,0,144,2552,734,3290
306021149,..,823,823,1084,115,1198,622,15,639,486,9,488,204,0,210,165,0,165,2562,956,3516
306021150,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,..,999,999,609,108,715,317,17,332,184,3,193,105,4,106,76,0,76,1293,1127,2419
306021152,..,934,934,525,84,611,273,22,299,191,4,192,61,3,64,61,0,61,1118,1051,2168
306021153,..,549,549,1021,75,1095,546,7,557,514,0,517,223,0,224,107,0,107,2405,635,3041
306021154,..,1181,1181,678,166,841,282,27,307,168,7,178,62,4,73,66,0,63,1257,1392,2650
306021155,..,455,455,503,58,563,252,9,257,218,4,223,102,0,102,83,0,83,1160,524,1678
306021156,..,1026,1026,1051,123,1179,455,20,477,433,15,440,142,0,142,63,0,59,2143,1183,3328
306021157,..,620,620,527,77,605,278,8,287,192,0,191,97,0,97,57,0,57,1155,708,1858
306031158,..,435,435,640,25,665,218,0,215,197,0,193,94,0,94,62,0,62,1203,466,1666
306031159,..,1154,1154,1068,94,1162,458,20,478,360,6,369,165,4,172,150,0,150,2202,1281,3484
306031160,..,763,763,1103,77,1179,408,4,413,330,5,338,143,0,148,96,0,99,2086,851,2935
306031161,..,1224,1224,1646,155,1799,473,25,500,413,5,418,190,3,197,99,0,105,2820,1413,4237
306031162,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
306031163,..,54,54,57,7,62,54,0,56,77,0,77,61,0,61,173,0,173,417,65,486
306041164,..,750,750,917,74,992,281,10,294,276,3,279,125,0,125,73,0,72,1677,838,2515
306041165,..,580,580,787,107,894,229,22,251,183,8,191,77,5,76,21,0,25,1295,725,2015
306051166,..,1385,1385,1602,117,1717,550,22,571,457,8,464,228,3,225,130,0,128,2962,1538,4499
306051167,..,669,669,774,66,837,233,9,243,154,0,154,98,0,96,78,0,78,1325,754,2078
306051168,..,443,443,620,65,686,223,7,234,194,3,194,91,0,91,80,0,80,1215,518,1735
306051169,..,860,860,1388,78,1465,414,5,420,376,0,380,173,0,177,106,0,106,2459,955,3408
306051170,..,1146,1146,1496,112,1606,566,20,585,493,17,506,250,12,257,180,5,180,2976,1300,4281
307011171,..,484,484,508,31,543,206,3,206,196,0,196,99,0,104,59,0,61,1069,526,1588
307011172,..,787,787,947,61,1012,386,12,404,388,10,395,226,0,223,120,0,120,2068,878,2944
307011173,..,587,587,697,60,759,304,11,317,303,5,307,165,0,165,77,0,77,1544,663,2210
307011174,..,471,471,548,28,583,183,4,191,162,0,162,89,0,89,55,0,55,1038,510,1545
307011175,..,441,441,505,34,543,175,3,179,159,0,160,88,0,88,53,0,53,976,484,1465
307011176,..,798,798,751,70,815,324,20,341,349,6,356,152,0,152,57,0,57,1631,890,2518
307011177,..,528,528,710,39,752,262,7,271,274,0,274,156,0,156,83,0,83,1486,581,2063
307011178,..,463,463,459,56,519,161,10,169,123,0,123,80,0,80,67,0,67,882,530,1416
307021179,..,926,926,1339,88,1436,398,9,404,345,0,344,213,0,213,120,0,122,2415,1025,3443
307021180,..,635,635,929,59,989,409,4,414,334,0,334,176,0,176,119,0,119,1961,697,2659
307021181,..,342,342,439,31,471,131,5,139,129,6,129,64,4,68,39,0,41,799,378,1183
307021182,..,464,464,715,29,746,266,6,267,272,0,272,145,0,148,94,0,94,1489,501,1991
307021183,..,1541,1541,2056,134,2195,821,32,851,808,3,809,411,0,413,256,0,256,4351,1715,6064
307031184,..,454,454,723,42,769,255,3,261,203,0,203,133,0,133,68,0,68,1388,497,1888
307031185,..,381,381,685,33,721,194,0,196,171,3,175,95,0,95,49,0,49,1204,416,1619
307031186,..,497,497,759,30,796,232,0,235,196,0,196,95,0,95,59,0,59,1350,535,1881
307031187,..,804,804,805,34,848,213,12,225,193,4,200,95,3,95,46,0,44,1351,864,2212
307031188,..,521,521,948,40,983,268,4,276,240,0,240,142,4,143,76,0,83,1675,572,2246
307031189,..,1928,1928,2124,129,2253,768,21,782,629,4,631,312,0,312,199,3,196,4030,2078,6109
308011190,..,594,594,667,49,717,332,7,339,317,0,321,171,0,171,121,0,121,1615,653,2270
308011191,..,746,746,859,48,901,288,8,295,308,4,307,202,0,195,101,0,101,1754,803,2559
308011192,..,1107,1107,1354,129,1482,688,29,715,805,3,811,415,0,419,200,0,199,3462,1268,4736
308031205,..,956,956,762,100,863,348,7,350,310,4,316,141,0,142,93,0,97,1654,1081,2735
308031206,..,145,145,256,7,266,98,4,102,86,0,86,44,0,44,32,0,32,508,159,670
308031207,..,610,610,911,52,960,247,3,259,230,0,230,104,0,104,67,0,67,1561,668,2231
308031208,..,853,853,1154,67,1227,503,8,509,521,3,526,202,0,202,105,0,105,2481,940,3417
308031209,..,133,133,517,13,529,241,0,241,281,0,281,150,0,150,65,0,65,1247,151,1400
308031210,..,794,794,1232,114,1342,711,13,720,715,5,720,347,0,347,213,0,213,3211,920,4137
308031211,..,490,490,529,72,610,266,8,280,266,3,270,91,0,91,74,0,74,1227,583,1813
308031212,..,472,472,376,49,416,126,5,132,81,0,81,29,0,29,36,0,36,647,520,1168
308031213,..,875,875,1255,70,1330,552,20,569,656,7,665,269,0,269,109,0,108,2838,972,3811
308031214,..,663,663,608,54,661,268,8,278,237,0,239,125,0,124,60,0,60,1301,723,2025
308031215,..,638,638,738,67,806,388,20,415,429,5,435,182,0,182,103,0,103,1843,730,2575
308031216,..,776,776,766,68,838,319,16,334,294,0,297,112,0,112,44,0,44,1535,858,2396
308031217,..,541,541,378,47,425,158,8,164,108,3,108,44,0,49,36,0,34,725,600,1323
308031218,..,244,244,467,24,494,185,4,185,156,0,156,87,0,87,56,0,56,951,267,1222
308031219,..,264,264,534,28,560,222,9,227,206,0,212,110,0,110,74,0,74,1148,301,1451
308031220,..,199,199,379,15,390,124,0,124,139,0,139,76,0,76,46,0,46,763,212,976
308031221,..,4,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9
308031222,..,962,962,810,89,900,397,26,425,371,3,380,139,3,145,59,0,64,1778,1088,2869
308031223,..,1873,1873,2703,163,2867,1040,23,1059,1022,0,1027,444,0,444,204,0,204,5403,2065,7473
308041528,..,802,802,1056,50,1107,354,0,362,397,0,397,239,0,242,110,0,110,2162,854,3015
308041529,..,535,535,610,59,677,287,12,296,296,0,296,119,0,117,56,0,58,1366,612,1980
308051530,..,721,721,1066,88,1154,291,11,304,244,0,246,101,0,101,54,0,54,1760,822,2576
308051531,..,833,833,1270,65,1343,534,6,540,591,5,596,245,0,245,112,0,112,2757,906,3661
308051532,..,6,6,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,6,21
308051533,..,1110,1110,1474,136,1609,769,18,790,861,4,860,403,0,402,188,0,188,3692,1272,4965
308051534,..,1132,1132,727,100,825,321,18,342,221,0,227,82,0,84,51,0,51,1401,1253,2653
308051535,..,624,624,1312,66,1375,556,0,560,676,0,676,305,0,305,200,0,200,3044,690,3733
308051536,..,299,299,444,35,479,213,0,215,183,0,188,91,0,91,38,0,38,974,337,1309
308051537,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051538,..,448,448,708,49,760,396,10,407,385,6,391,138,0,138,70,0,70,1703,521,2223
308051539,..,745,745,618,81,700,255,11,263,200,0,201,80,0,80,47,0,47,1204,846,2046
309011224,..,646,646,979,117,1102,466,40,511,480,26,509,161,13,172,63,8,69,2150,855,3008
309011225,..,1255,1255,1286,252,1544,431,59,493,334,17,350,115,0,115,33,5,37,2200,1594,3797
309011226,..,1173,1173,1703,161,1860,875,47,919,944,24,973,323,0,318,102,0,99,3942,1404,5343
309011227,..,2211,2211,2291,501,2790,610,104,710,362,17,380,94,0,94,23,0,28,3378,2832,6211
309011228,..,1226,1226,1612,208,1816,703,62,762,792,34,828,283,10,290,97,8,102,3483,1541,5030
309011229,..,914,914,964,203,1173,408,68,477,363,15,380,98,0,103,26,0,24,1863,1211,3075
309021230,..,1105,1105,1132,169,1303,281,42,325,143,11,153,43,4,44,16,0,16,1609,1327,2944
309021231,..,1387,1387,1514,231,1750,692,54,745,641,12,648,199,8,207,82,0,81,3129,1690,4817
309021232,..,799,799,1091,86,1172,575,12,594,622,9,630,245,0,246,95,0,101,2633,911,3534
309021233,..,870,870,1315,101,1422,761,27,786,857,11,867,297,8,301,150,0,150,3378,1012,4390
309021234,..,1978,1978,2072,355,2426,900,86,989,831,26,859,292,0,294,93,0,96,4200,2449,6644
309031235,..,732,732,1337,102,1443,708,37,741,652,17,672,233,3,236,133,0,132,3071,900,3966
309031236,..,1453,1453,1472,227,1700,553,33,588,360,9,368,131,3,130,41,0,43,2557,1730,4283
309031237,..,1585,1585,1664,144,1814,547,26,569,438,3,446,125,0,125,50,0,50,2827,1760,4590
309031238,..,3105,3105,2598,416,3012,1023,72,1099,598,19,615,198,7,205,104,8,104,4517,3624,8137
309031239,..,1033,1033,1690,88,1778,540,13,554,483,0,480,161,0,157,43,0,43,2913,1138,4050
309031240,..,1142,1142,1629,116,1750,503,16,518,365,3,363,134,0,131,66,0,66,2687,1285,3971
309041241,..,325,325,521,38,558,241,9,248,217,0,217,96,0,96,77,0,77,1153,367,1522
309041242,..,1003,1003,2013,125,2137,829,23,854,824,0,821,387,0,387,236,0,236,4287,1152,5431
309051243,..,257,257,668,45,714,379,11,389,508,3,506,230,0,232,159,0,159,1939,319,2259
309051244,..,888,888,1763,134,1898,1197,29,1232,1390,13,1408,590,0,594,292,0,294,5237,1070,6306
309051245,..,341,341,774,48,820,530,17,540,682,6,686,263,0,263,120,3,128,2367,415,2780
309061246,..,1284,1284,1758,179,1937,843,37,882,723,4,728,242,0,240,114,0,114,3682,1506,5187
309061247,..,530,530,939,87,1028,591,11,601,525,3,526,186,0,188,109,0,109,2357,629,2988
309061248,..,1938,1938,2250,264,2516,1304,43,1353,1210,17,1224,509,4,509,261,0,265,5536,2266,7804
309061249,..,562,562,1540,122,1663,1161,37,1197,1408,13,1421,534,0,535,309,0,309,4946,734,5684
309061250,..,332,332,723,50,772,446,8,449,517,0,525,267,3,270,193,0,193,2151,392,2539
309071251,..,717,717,1670,207,1883,1276,61,1334,1354,23,1377,604,4,607,293,5,296,5198,1013,6208
309071252,..,1077,1077,1962,122,2088,1134,31,1162,1252,13,1264,506,3,515,267,0,267,5128,1243,6369
309071253,..,1072,1072,2539,148,2685,848,30,871,703,7,707,201,0,201,93,0,93,4371,1251,5628
309071254,..,286,286,587,41,635,298,3,303,255,0,255,100,0,100,62,0,62,1315,332,1643
309071256,..,884,884,1655,122,1774,1093,25,1118,1286,6,1292,508,0,507,289,0,289,4826,1033,5865
309071552,..,498,498,908,78,990,616,8,626,719,3,726,365,0,365,173,0,173,2787,594,3386
309071553,..,397,397,1049,57,1103,682,8,687,808,4,808,391,4,395,246,0,246,3173,467,3639
309071554,..,391,391,1071,76,1147,581,12,597,612,5,618,284,0,284,143,0,143,2687,490,3179
309071555,..,319,319,786,128,914,660,30,696,661,3,668,271,0,271,219,0,221,2601,486,3087
309071556,..,308,308,880,63,938,712,13,724,898,3,901,361,0,361,201,0,201,3057,387,3443
309071557,..,788,788,1695,157,1848,1233,49,1284,1332,13,1344,623,3,631,375,0,375,5254,1009,6268
309071558,..,262,262,659,80,734,461,19,485,422,11,426,191,0,191,121,0,121,1853,371,2222
309081259,..,394,394,570,29,599,238,13,249,264,0,271,67,4,71,50,0,50,1199,429,1624
309081260,..,552,552,792,86,878,513,29,541,442,4,440,124,0,126,46,0,46,1914,674,2588
309081262,..,1504,1504,1873,268,2137,1106,101,1206,939,25,964,341,6,344,114,3,112,4364,1909,6273
309081559,..,1080,1080,1807,175,1984,1017,45,1063,1117,22,1145,366,6,371,171,9,175,4478,1340,5820
309081560,..,854,854,1291,137,1430,644,48,690,408,9,417,127,0,126,34,0,34,2504,1054,3557
309091263,..,1176,1176,1313,127,1439,700,54,754,743,12,752,262,0,262,111,0,113,3125,1365,4494
309091264,..,309,309,558,88,641,387,26,411,424,14,432,166,6,173,108,5,111,1641,445,2080
309091265,..,355,355,795,93,890,519,35,558,544,26,572,227,16,236,139,10,154,2226,537,2763
309091540,..,3019,3019,2495,656,3147,865,137,1006,409,37,447,127,9,139,61,11,71,3958,3872,7827
309091541,..,2416,2416,2320,450,2766,1105,179,1282,696,76,768,255,13,274,114,11,126,4492,3136,7629
309101267,..,639,639,1099,85,1182,589,16,606,660,3,666,252,0,251,96,0,94,2693,740,3432
309101268,..,369,369,592,49,640,273,23,292,327,11,338,104,5,105,43,0,47,1337,448,1783
309101269,..,646,646,812,87,899,163,10,175,57,3,62,17,0,20,10,5,12,1066,754,1820
309101561,..,2253,2253,2020,318,2337,477,64,539,244,32,275,69,7,81,23,0,28,2828,2681,5512
309101562,..,2307,2307,1891,413,2309,552,128,683,384,53,436,107,13,124,47,11,57,2984,2925,5915
310011271,..,391,391,446,64,514,277,13,287,259,0,265,107,0,107,79,0,79,1178,474,1650
310011272,..,912,912,733,82,811,441,13,456,391,10,394,204,0,208,189,0,185,1956,1012,2975
310011274,..,1535,1535,1486,212,1694,1112,76,1186,873,12,884,518,3,523,540,5,545,4528,1836,6368
310011275,..,607,607,889,113,1000,519,27,545,562,13,568,211,0,213,89,0,89,2266,757,3027
310011276,..,196,196,228,35,258,153,4,158,113,0,117,74,0,73,70,0,70,630,241,873
310011563,..,412,412,669,65,732,512,21,534,532,7,536,247,0,247,205,0,209,2159,508,2669
310011564,..,1445,1445,2250,168,2419,1408,38,1444,1464,11,1481,576,0,576,340,0,340,6042,1667,7703
310021277,..,995,995,1823,92,1913,617,4,618,593,0,595,297,0,296,170,5,170,3497,1096,4592
310021278,..,614,614,866,64,932,219,5,226,186,3,185,79,0,79,62,0,62,1411,690,2102
310021279,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310021280,..,1566,1566,2492,243,2728,1105,46,1150,1036,19,1057,506,5,517,361,0,368,5502,1882,7381
310021281,..,981,981,1662,123,1785,730,10,745,772,4,777,367,4,374,262,0,262,3800,1124,4917
310021282,..,969,969,1489,112,1596,686,10,699,624,0,624,323,0,323,210,0,210,3333,1092,4429
310031283,..,1299,1299,1288,113,1405,711,12,725,614,0,614,291,0,293,181,0,181,3087,1431,4518
310031284,..,962,962,1105,122,1224,549,16,566,421,6,428,202,0,205,130,0,130,2401,1112,3511
310031285,..,460,460,769,43,817,424,3,428,414,0,417,186,0,190,87,0,87,1876,516,2391
310031286,..,804,804,766,81,846,360,10,367,290,0,295,125,0,126,62,0,62,1601,902,2501
310031287,..,2366,2366,2156,254,2406,1008,24,1034,842,8,851,349,3,350,204,0,204,4557,2651,7210
310031288,..,218,218,488,31,517,302,3,308,293,0,299,130,0,130,58,0,58,1275,259,1537
310031289,..,260,260,694,26,720,377,5,375,471,0,477,223,0,223,113,0,113,1873,290,2163
310031290,..,272,272,702,18,715,381,0,386,436,0,434,171,0,171,73,0,73,1764,291,2054
310031291,..,821,821,843,104,949,516,22,534,406,3,408,184,3,189,134,0,134,2086,947,3037
310031292,..,812,812,829,75,907,349,6,357,258,0,257,123,0,125,76,0,76,1637,896,2532
310031293,..,1291,1291,1641,114,1759,869,26,894,867,4,867,422,0,425,224,0,224,4028,1437,5464
310031294,..,747,747,1217,112,1328,834,22,853,873,5,876,356,0,356,170,0,170,3450,885,4331
310031295,..,265,265,300,39,347,139,9,149,108,0,108,57,0,59,54,0,54,667,312,979
310041297,..,623,623,1006,79,1084,548,11,563,525,3,522,237,0,237,153,0,153,2469,719,3188
310041298,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041299,..,809,809,983,103,1094,628,12,642,619,10,629,298,0,298,317,0,317,2856,940,3795
310041300,..,871,871,870,126,995,534,32,564,471,5,478,275,0,280,304,0,304,2452,1034,3489
310041301,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041302,..,1445,1445,1786,223,2002,1333,45,1377,1233,7,1244,681,0,682,728,0,728,5767,1715,7481
310041303,..,296,296,621,57,678,469,12,481,501,0,501,238,0,238,130,0,130,1953,363,2322
310041304,..,969,969,1825,144,1970,1606,41,1646,1778,3,1785,687,3,689,367,0,367,6266,1165,7430
310041565,..,255,255,669,23,698,575,4,581,804,7,808,292,0,292,112,0,112,2456,288,2747
310041566,..,644,644,776,78,857,523,16,543,554,6,562,237,0,237,186,0,186,2284,741,3027
311011305,..,1444,1444,1893,116,2010,751,20,769,641,0,639,312,0,312,219,0,219,3818,1581,5404
311021306,..,1209,1209,886,114,1001,460,21,485,317,0,319,165,0,171,109,0,109,1942,1351,3298
311021307,..,1592,1592,1631,204,1838,690,20,703,519,11,528,265,0,268,217,0,217,3316,1826,5141
311021308,..,660,660,923,90,1015,577,19,591,534,3,540,246,0,246,170,0,170,2451,779,3232
311021309,..,539,539,691,61,758,339,3,340,293,3,297,122,0,123,78,0,78,1521,606,2131
311021310,..,410,410,962,66,1022,573,16,590,558,5,565,253,0,253,151,0,151,2495,494,2989
311031311,..,1489,1489,1917,198,2114,1087,32,1118,976,11,987,457,7,463,364,0,364,4800,1732,6530
311031312,..,522,522,707,87,791,428,15,447,421,8,427,197,0,197,188,0,188,1945,627,2573
311031313,..,535,535,774,76,851,465,16,479,414,0,416,259,0,259,220,0,222,2124,634,2755
311031314,..,608,608,868,136,1008,658,17,679,600,9,601,332,0,332,353,4,352,2811,771,3587
311031315,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311031316,..,540,540,847,81,924,560,15,575,500,7,502,227,0,227,164,0,164,2290,644,2937
311031317,..,838,838,921,134,1052,747,29,777,765,7,774,474,0,469,567,0,571,3468,1014,4482
311031318,..,153,153,417,23,441,273,0,274,255,0,255,130,3,137,102,0,102,1181,183,1365
311031319,..,624,624,1498,105,1601,999,17,1014,1022,7,1031,451,3,453,338,0,338,4313,753,5067
311041322,..,348,348,830,52,876,408,9,412,488,0,489,288,0,291,203,0,203,2210,408,2614
311041567,..,163,163,468,22,490,366,5,372,421,0,421,226,0,226,162,0,166,1653,187,1837
311041568,..,208,208,731,30,762,567,6,566,762,0,761,397,0,395,219,0,219,2671,246,2914
311041569,..,310,310,703,52,752,421,7,430,415,3,416,239,0,239,208,0,208,1977,368,2343
311041570,..,615,615,1600,97,1691,1001,14,1013,1129,0,1129,540,0,540,415,0,415,4687,726,5410
311041571,..,469,469,793,83,875,649,20,667,663,4,661,325,0,325,251,0,251,2677,569,3244
311051323,..,1267,1267,1377,118,1495,634,17,657,535,9,542,263,0,263,189,0,187,2995,1413,4403
311051324,..,441,441,913,53,958,560,10,573,621,0,621,243,0,243,147,0,147,2486,503,2985
311051325,..,730,730,1148,97,1242,730,16,751,675,4,679,311,0,311,202,0,203,3069,846,3920
311051326,..,864,864,996,147,1138,644,25,671,504,18,523,261,0,261,300,0,300,2706,1045,3752
311051327,..,602,602,1317,63,1380,768,11,776,830,3,836,300,0,304,178,3,180,3394,681,4076
311051328,..,747,747,708,93,799,369,16,386,322,0,324,172,5,170,193,0,196,1765,859,2626
311061329,..,398,398,758,38,798,454,7,463,437,5,441,182,0,184,95,0,95,1935,451,2384
311061330,..,777,777,795,117,914,509,30,534,408,5,415,252,0,250,298,0,299,2263,934,3192
311061331,..,575,575,445,74,517,267,13,286,217,9,222,160,0,160,225,0,225,1316,665,1987
311061332,..,995,995,1614,108,1728,985,16,1005,1002,9,1008,429,0,428,209,0,209,4231,1129,5365
311061333,..,957,957,945,113,1060,569,27,593,402,6,405,265,3,269,245,0,245,2424,1105,3529
311061334,..,892,892,1135,70,1201,585,19,603,573,0,578,216,0,215,112,0,112,2620,984,3604
311061335,..,325,325,535,34,570,422,14,434,479,8,483,190,0,191,133,0,132,1758,381,2145
311061336,..,1304,1304,983,178,1161,616,45,667,424,8,437,293,7,306,364,0,364,2685,1551,4240
312011337,..,1088,1088,1220,109,1325,429,35,459,390,11,395,209,8,220,112,3,116,2352,1248,3602
312011338,..,692,692,748,62,814,331,5,337,309,0,310,177,0,177,73,0,72,1631,762,2399
312011339,..,364,364,404,26,433,141,6,152,180,0,180,93,0,93,52,0,57,871,394,1267
312011340,..,375,375,461,23,490,149,3,147,155,0,155,77,0,83,46,0,45,885,401,1290
312011341,..,568,568,666,64,736,426,12,438,529,0,526,266,0,266,98,0,98,1989,647,2634
312021342,..,1389,1389,1854,145,1998,910,20,937,828,10,836,377,0,377,184,0,184,4156,1570,5724
312021343,..,466,466,438,42,487,184,15,200,160,4,163,69,3,70,40,0,40,892,531,1426
312021344,..,682,682,1335,119,1449,743,27,770,890,4,895,379,0,379,168,0,168,3514,835,4348
312021345,..,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4
